 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                mg31          mg32          mg33          mg34          mg35          mg36          mg37          al22 
    375  1.795112536071E-01  7.013790E-12  6.771179E-11  2.873590E-11  9.820486E-07  2.455506E-15  2.120780E-11  3.381574E-18  1.000000E-30
    376  1.804824008025E-01  7.054476E-12  6.706114E-11  2.894224E-11  1.114650E-06  2.583969E-15  2.622832E-11  4.024351E-18  1.000000E-30
    377  1.815169070317E-01  7.079061E-12  6.632576E-11  2.908660E-11  1.270822E-06  2.716204E-15  3.262022E-11  4.803224E-18  1.000000E-30
    378  1.825428215499E-01  7.082494E-12  6.553261E-11  2.914524E-11  1.441270E-06  2.840385E-15  4.010714E-11  5.668205E-18  1.000000E-30
    379  1.841355644659E-01  7.045320E-12  6.414640E-11  2.906274E-11  1.736812E-06  3.013860E-15  5.423680E-11  7.188928E-18  1.000000E-30
    380  1.856860183354E-01  6.957447E-12  6.257506E-11  2.876949E-11  2.059477E-06  3.152724E-15  7.105755E-11  8.843853E-18  1.000000E-30
    381  1.870847965371E-01  6.834735E-12  6.095062E-11  2.832439E-11  2.377700E-06  3.246484E-15  8.881621E-11  1.043909E-17  1.000000E-30
    382  1.883699545972E-01  6.686868E-12  5.927774E-11  2.776818E-11  2.689537E-06  3.302354E-15  1.071456E-10  1.194361E-17  1.000000E-30
    383  1.895671856375E-01  6.520211E-12  5.756076E-11  2.712782E-11  2.993290E-06  3.326014E-15  1.257279E-10  1.333553E-17  1.000000E-30
    384  1.907324824205E-01  6.332697E-12  5.574345E-11  2.639678E-11  3.297433E-06  3.321604E-15  1.449060E-10  1.463925E-17  1.000000E-30
    385  1.917913284253E-01  6.142622E-12  5.397493E-11  2.564798E-11  3.577597E-06  3.293952E-15  1.629884E-10  1.574903E-17  1.000000E-30
    386  1.928179034582E-01  5.941406E-12  5.215366E-11  2.484877E-11  3.849365E-06  3.245969E-15  1.808255E-10  1.673010E-17  1.000000E-30
    387  1.939781308337E-01  5.696482E-12  4.998329E-11  2.386906E-11  4.152578E-06  3.167854E-15  2.009921E-10  1.769985E-17  1.000000E-30
    388  1.950365569225E-01  5.458289E-12  4.790427E-11  2.291032E-11  4.421637E-06  3.076009E-15  2.190574E-10  1.843554E-17  1.000000E-30
    389  1.963061656501E-01  5.156978E-12  4.530305E-11  2.169071E-11  4.729680E-06  2.942807E-15  2.398593E-10  1.911044E-17  1.000000E-30
    390  1.975160386553E-01  4.856985E-12  4.273266E-11  2.047015E-11  5.003242E-06  2.795974E-15  2.583836E-10  1.953207E-17  1.000000E-30
    391  1.988970783448E-01  4.502842E-12  3.971154E-11  1.902249E-11  5.285731E-06  2.609649E-15  2.775010E-10  1.974631E-17  1.000000E-30
    392  2.001908516564E-01  4.164255E-12  3.682914E-11  1.763272E-11  5.516746E-06  2.422237E-15  2.930857E-10  1.969774E-17  1.000000E-30
    393  2.023233395230E-01  3.603236E-12  3.205336E-11  1.532022E-11  5.817476E-06  2.099600E-15  3.132474E-10  1.914288E-17  1.000000E-30
    394  2.035207364909E-01  3.293038E-12  2.940924E-11  1.403766E-11  5.939992E-06  1.917541E-15  3.214019E-10  1.860973E-17  1.000000E-30
    395  2.047171141817E-01  2.990587E-12  2.682743E-11  1.278532E-11  6.028679E-06  1.739005E-15  3.272799E-10  1.794852E-17  1.000000E-30
    396  2.061861175315E-01  2.634361E-12  2.378206E-11  1.130922E-11  6.092569E-06  1.528300E-15  3.315115E-10  1.699846E-17  1.000000E-30
    397  2.075162532616E-01  2.330065E-12  2.117781E-11  1.004872E-11  6.109863E-06  1.348580E-15  3.326933E-10  1.604287E-17  1.000000E-30
    398  2.088103947538E-01  2.053343E-12  1.880911E-11  8.904275E-12  6.092669E-06  1.185784E-15  3.316531E-10  1.505754E-17  1.000000E-30
    399  2.102374295066E-01  1.772576E-12  1.640871E-11  7.746992E-12  6.038919E-06  1.021457E-15  3.282959E-10  1.393891E-17  1.000000E-30
    400  2.116254943500E-01  1.525296E-12  1.430171E-11  6.733625E-12  5.956247E-06  8.775540E-16  3.231223E-10  1.284584E-17  1.000000E-30
    401  2.137594200207E-01  1.195026E-12  1.151171E-11  5.396005E-12  5.781753E-06  6.868034E-16  3.122261E-10  1.120590E-17  1.000000E-30
    402  2.149968302441E-01  1.030398E-12  1.014098E-11  4.740883E-12  5.660014E-06  5.923802E-16  3.046408E-10  1.029738E-17  1.000000E-30
    403  2.163578604848E-01  8.706148E-13  8.833355E-12  4.117359E-12  5.513217E-06  5.012332E-16  2.955046E-10  9.345847E-18  1.000000E-30
    404  2.188327022992E-01  6.322276E-13  6.958026E-12  3.225763E-12  5.223140E-06  3.660998E-16  2.774553E-10  7.763539E-18  1.000000E-30
    405  2.210861741802E-01  4.656660E-13  5.752967E-12  2.654343E-12  4.946031E-06  2.722741E-16  2.601765E-10  6.500458E-18  1.000000E-30
    406  2.231360986547E-01  3.486808E-13  5.013843E-12  2.303840E-12  4.692679E-06  2.065399E-16  2.443075E-10  5.498294E-18  1.000000E-30
    407  2.249661932162E-01  2.670446E-13  4.598299E-12  2.105786E-12  4.470572E-06  1.606152E-16  2.303095E-10  4.715913E-18  1.000000E-30
    408  2.266023391923E-01  2.090537E-13  4.392446E-12  2.006004E-12  4.277902E-06  1.278475E-16  2.180804E-10  4.099780E-18  1.000000E-30
    409  2.291569547831E-01  1.410412E-13  4.327441E-12  1.968899E-12  3.991842E-06  8.903341E-17  1.997350E-10  3.279749E-18  1.000000E-30
    410  2.305971902523E-01  1.123556E-13  4.403174E-12  1.999666E-12  3.839642E-06  7.241291E-17  1.898639E-10  2.885712E-18  1.000000E-30
    411  2.319348711247E-01  9.066144E-14  4.531939E-12  2.054997E-12  3.704522E-06  5.967425E-17  1.810265E-10  2.559003E-18  1.000000E-30
    412  2.335360820165E-01  6.985052E-14  4.747069E-12  2.149153E-12  3.550830E-06  4.724832E-17  1.708812E-10  2.212870E-18  1.000000E-30
    413  2.351317971316E-01  5.365290E-14  5.014575E-12  2.267423E-12  3.406367E-06  3.736808E-17  1.612471E-10  1.911589E-18  1.000000E-30
    414  2.376293164755E-01  3.524982E-14  5.510832E-12  2.488996E-12  3.197235E-06  2.578923E-17  1.471192E-10  1.515892E-18  1.000000E-30
    415  2.399259738388E-01  2.378881E-14  6.020244E-12  2.719504E-12  3.022282E-06  1.826573E-17  1.351269E-10  1.221182E-18  1.000000E-30
    416  2.420046682363E-01  1.657918E-14  6.500708E-12  2.940920E-12  2.877264E-06  1.332429E-17  1.250639E-10  1.001859E-18  1.000000E-30
    417  2.451201276448E-01  9.574420E-15  7.208055E-12  3.279089E-12  2.681553E-06  8.256346E-18  1.113068E-10  7.417139E-19  1.000000E-30
    418  2.467564269033E-01  7.152107E-15  7.549436E-12  3.451704E-12  2.588291E-06  6.402726E-18  1.046784E-10  6.321916E-19  1.000000E-30
    419  2.483354027874E-01  5.387779E-15  7.840235E-12  3.608509E-12  2.504064E-06  5.000245E-18  9.864754E-11  5.412105E-19  1.000000E-30
    420  2.499258654919E-01  4.044127E-15  8.075143E-12  3.749520E-12  2.424688E-06  3.890614E-18  9.291721E-11  4.622440E-19  1.000000E-30
    421  2.515152656983E-01  3.032435E-15  8.225722E-12  3.863148E-12  2.350669E-06  3.022093E-18  8.751813E-11  3.943644E-19  1.000000E-30
    422  2.542060864984E-01  1.859162E-15  8.189241E-12  3.949756E-12  2.237309E-06  1.962311E-18  7.907518E-11  3.005530E-19  1.000000E-30
    423  2.556901221114E-01  1.419503E-15  7.948510E-12  3.909363E-12  2.181346E-06  1.543445E-18  7.476940E-11  2.583449E-19  1.000000E-30
    424  2.570805114381E-01  1.103234E-15  7.540893E-12  3.791971E-12  2.133313E-06  1.231209E-18  7.094690E-11  2.239744E-19  1.000000E-30
    425  2.598984391343E-01  6.652625E-16  6.129103E-12  3.268451E-12  2.049402E-06  7.764575E-19  6.378589E-11  1.672052E-19  1.000000E-30
    426  2.622653138568E-01  4.399303E-16  4.494519E-12  2.562673E-12  1.992047E-06  5.256661E-19  5.833084E-11  1.303950E-19  1.000000E-30
    427  2.644885215151E-01  3.035042E-16  2.948343E-12  1.822535E-12  1.946107E-06  3.630788E-19  5.363159E-11  1.029607E-19  1.000000E-30
    428  2.667229470066E-01  2.146720E-16  1.712247E-12  1.171781E-12  1.903126E-06  2.488486E-19  4.928943E-11  8.098634E-20  1.000000E-30
    429  2.687894382327E-01  1.612864E-16  9.517124E-13  7.302775E-13  1.862451E-06  1.741704E-19  4.558683E-11  6.470459E-20  1.000000E-30
    430  2.709436570286E-01  1.253801E-16  4.865210E-13  4.300347E-13  1.816750E-06  1.189938E-19  4.202260E-11  5.107648E-20  1.000000E-30
    431  2.728595154549E-01  1.050117E-16  2.602921E-13  2.658030E-13  1.772668E-06  8.409739E-20  3.908743E-11  4.129605E-20  1.000000E-30
    432  2.763050324764E-01  8.573840E-17  8.360006E-14  1.143199E-13  1.686268E-06  4.415963E-20  3.431487E-11  2.802515E-20  1.000000E-30
    433  2.797281875476E-01  7.966707E-17  2.962846E-14  5.352253E-14  1.594601E-06  2.270921E-20  3.015041E-11  1.893237E-20  1.000000E-30
    434  2.831107064370E-01  8.066368E-17  1.373732E-14  2.911168E-14  1.501980E-06  1.149702E-20  2.653203E-11  1.275738E-20  1.000000E-30
    435  2.863632962154E-01  8.542864E-17  9.282019E-15  1.948298E-14  1.413551E-06  5.848749E-21  2.346283E-11  8.667052E-21  1.000000E-30
    436  2.894106333807E-01  9.207323E-17  8.191622E-15  1.590727E-14  1.332728E-06  3.047166E-21  2.091026E-11  5.994966E-21  1.000000E-30
    437  2.941185503109E-01  1.052823E-16  8.372447E-15  1.484499E-14  1.213589E-06  1.073273E-21  1.750172E-11  3.348881E-21  1.000000E-30
    438  2.983685787405E-01  1.197537E-16  9.268028E-15  1.589473E-14  1.113097E-06  4.027719E-22  1.490453E-11  1.952751E-21  1.000000E-30
    439  3.021949729112E-01  1.347748E-16  1.040307E-14  1.759655E-14  1.028706E-06  1.614835E-22  1.289763E-11  1.187459E-21  1.000000E-30
    440  3.059150641439E-01  1.512924E-16  1.175724E-14  1.968552E-14  9.521812E-07  6.447690E-23  1.120590E-11  7.240256E-22  1.000000E-30
    441  3.094680949786E-01  1.689930E-16  1.327770E-14  2.201093E-14  8.840314E-07  2.608815E-23  9.797733E-12  4.465828E-22  1.000000E-30
    442  3.127856926026E-01  1.873942E-16  1.490775E-14  2.446534E-14  8.245720E-07  1.092849E-23  8.643092E-12  2.816562E-22  1.000000E-30
    443  3.178598433803E-01  2.194768E-16  1.783354E-14  2.878224E-14  7.409788E-07  2.744587E-24  7.134769E-12  1.365188E-22  1.000000E-30
    444  3.224504526026E-01  2.531830E-16  2.099438E-14  3.334360E-14  6.724671E-07  7.466249E-25  5.998294E-12  6.945327E-23  1.000000E-30
    445  3.266870398371E-01  2.888320E-16  2.441653E-14  3.818609E-14  6.147495E-07  2.136472E-25  5.110775E-12  3.654181E-23  1.000000E-30
    446  3.305577136787E-01  3.257385E-16  2.803402E-14  4.321425E-14  5.662803E-07  6.541658E-26  4.415216E-12  1.999800E-23  1.000000E-30
    447  3.362681054783E-01  3.888921E-16  3.437913E-14  5.184529E-14  5.015630E-07  1.050325E-26  3.558110E-12  7.975673E-24  1.000000E-30
    448  3.414589872690E-01  4.567694E-16  4.139096E-14  6.115081E-14  4.490945E-07  1.888016E-27  2.924248E-12  3.350372E-24  1.000000E-30
    449  3.462773530350E-01  5.302345E-16  4.917710E-14  7.124709E-14  4.052629E-07  3.313824E-28  2.437382E-12  1.454721E-24  1.000000E-30
    450  3.508856189623E-01  6.114149E-16  5.799228E-14  8.242516E-14  3.673117E-07  6.924000E-29  2.047773E-12  6.373803E-25  1.000000E-30
    451  3.552628710565E-01  6.998874E-16  6.782474E-14  9.462496E-14  3.345300E-07  8.952221E-30  1.735529E-12  2.835782E-25  1.000000E-30
    452  3.595141079779E-01  7.979180E-16  7.896548E-14  1.081564E-13  3.054718E-07  3.427424E-30  1.477918E-12  1.258977E-25  1.000000E-30
    453  3.636744849418E-01  9.069843E-16  9.163347E-14  1.232198E-13  2.794610E-07  1.000000E-30  1.262875E-12  5.545238E-26  1.000000E-30
    454  3.676260234901E-01  1.024189E-15  1.055356E-13  1.394099E-13  2.567945E-07  1.000000E-30  1.087673E-12  2.484128E-26  1.000000E-30
    455  3.714655117309E-01  1.152386E-15  1.210512E-13  1.571139E-13  2.365210E-07  1.000000E-30  9.407524E-13  1.111932E-26  1.000000E-30
    456  3.752653942304E-01  1.294856E-15  1.386376E-13  1.767760E-13  2.180224E-07  1.000000E-30  8.148968E-13  4.900470E-27  1.000000E-30
    457  3.809506426681E-01  1.541113E-15  1.697945E-13  2.107109E-13  1.929957E-07  1.000000E-30  6.573289E-13  1.372917E-27  1.000000E-30
    458  3.865190953769E-01  1.827009E-15  2.070216E-13  2.500018E-13  1.712547E-07  1.000000E-30  5.325740E-13  3.728491E-28  1.000000E-30
    459  3.928522091207E-01  2.216170E-15  2.592514E-13  3.032615E-13  1.494737E-07  1.000000E-30  4.192043E-13  7.863936E-29  1.000000E-30
    460  3.991093841216E-01  2.680726E-15  3.235888E-13  3.664592E-13  1.306629E-07  1.000000E-30  3.309162E-13  1.555478E-29  1.000000E-30
    461  4.054183851758E-01  3.246176E-15  4.043444E-13  4.427791E-13  1.140814E-07  1.000000E-30  2.607112E-13  2.773044E-30  1.000000E-30
    462  4.147392755742E-01  4.302867E-15  5.610769E-13  5.835682E-13  9.334085E-08  1.225165E-30  1.833002E-13  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  5.555076E-15  7.544408E-13  7.472613E-13  7.775302E-08  1.013964E-30  1.330325E-13  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  7.164293E-15  1.012111E-12  9.527517E-13  6.476370E-08  1.021396E-30  9.656083E-14  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  9.003749E-15  1.316140E-12  1.181268E-12  5.491875E-08  1.000000E-30  7.233600E-14  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.117711E-14  1.684993E-12  1.443006E-12  4.695882E-08  1.000000E-30  5.499144E-14  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  1.381035E-14  2.142051E-12  1.749058E-12  4.026765E-08  1.000000E-30  4.202146E-14  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  1.675573E-14  2.662521E-12  2.078187E-12  3.497531E-08  1.000000E-30  3.284251E-14  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  2.300518E-14  3.785812E-12  2.735603E-12  2.773767E-08  1.001328E-30  2.189834E-14  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  2.747227E-14  4.596359E-12  3.175531E-12  2.435151E-08  1.001082E-30  1.744249E-14  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  3.262817E-14  5.533449E-12  3.656185E-12  2.145952E-08  1.000877E-30  1.398605E-14  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  4.364649E-14  7.524493E-12  4.600077E-12  1.732039E-08  1.000137E-30  9.620017E-15  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  5.404316E-14  9.372893E-12  5.403947E-12  1.479467E-08  1.000569E-30  7.305671E-15  1.000000E-30  1.000000E-30
