 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                c14           c15           c16           c17           c18           n11           n12           n13  
    167  5.608267729631E-02  4.884788E-10  4.932718E-22  3.037056E-25  5.573455E-30  1.000000E-30  1.815303E-27  1.571893E-30  2.740669E-18
    168  5.632179590432E-02  5.026929E-10  4.932385E-22  3.036382E-25  5.568671E-30  1.000000E-30  1.815303E-27  1.307137E-30  2.641739E-18
    169  5.658568452696E-02  5.169551E-10  4.932016E-22  3.035638E-25  5.563395E-30  1.000000E-30  1.815303E-27  1.066549E-30  2.539709E-18
    170  5.682194908758E-02  5.285144E-10  4.931686E-22  3.034973E-25  5.558677E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.453929E-18
    171  5.707748662895E-02  5.398041E-10  4.931330E-22  3.034253E-25  5.553578E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.366207E-18
    172  5.730159219632E-02  5.487300E-10  4.931017E-22  3.033623E-25  5.549110E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.292981E-18
    173  5.769211250520E-02  5.622678E-10  4.930472E-22  3.032523E-25  5.541332E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.172064E-18
    174  5.804755660481E-02  5.725272E-10  4.929976E-22  3.031523E-25  5.534263E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.067957E-18
    175  5.837706807704E-02  5.804116E-10  4.929516E-22  3.030597E-25  5.527717E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.975881E-18
    176  5.868213309337E-02  5.864125E-10  4.929091E-22  3.029739E-25  5.521664E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.893978E-18
    177  5.897372529375E-02  5.910544E-10  4.928684E-22  3.028919E-25  5.515885E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.818423E-18
    178  5.927019313219E-02  5.947430E-10  4.928270E-22  3.028086E-25  5.510015E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.744158E-18
    179  5.955970264735E-02  5.973965E-10  4.927866E-22  3.027273E-25  5.504289E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.673905E-18
    180  5.987296131417E-02  5.992624E-10  4.927429E-22  3.026393E-25  5.498100E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.600147E-18
    181  6.018239261751E-02  6.001469E-10  4.926998E-22  3.025524E-25  5.491993E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.529786E-18
    182  6.051941164510E-02  6.000952E-10  4.926528E-22  3.024578E-25  5.485350E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.455927E-18
    183  6.081686890997E-02  5.992256E-10  4.926113E-22  3.023743E-25  5.479493E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.393107E-18
    184  6.107970107709E-02  5.978528E-10  4.925747E-22  3.023006E-25  5.474323E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.339417E-18
    185  6.149099227918E-02  5.946297E-10  4.925173E-22  3.021853E-25  5.466243E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.258664E-18
    186  6.184187848266E-02  5.908883E-10  4.924684E-22  3.020869E-25  5.459359E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.192673E-18
    187  6.212841772032E-02  5.872163E-10  4.924285E-22  3.020066E-25  5.453743E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.140908E-18
    188  6.241083345826E-02  5.830898E-10  4.923891E-22  3.019274E-25  5.448215E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.091735E-18
    189  6.286334795077E-02  5.755030E-10  4.923261E-22  3.018007E-25  5.439368E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.016696E-18
    190  6.324448148531E-02  5.682544E-10  4.922730E-22  3.016940E-25  5.431927E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.569828E-19
    191  6.354755735680E-02  5.619413E-10  4.922307E-22  3.016091E-25  5.426018E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.115114E-19
    192  6.382753282149E-02  5.557162E-10  4.921917E-22  3.015308E-25  5.420565E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.711287E-19
    193  6.429792763326E-02  5.445028E-10  4.921262E-22  3.013992E-25  5.411415E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.068308E-19
    194  6.470641913937E-02  5.340764E-10  4.920693E-22  3.012850E-25  5.403482E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.544943E-19
    195  6.514351188605E-02  5.222978E-10  4.920085E-22  3.011628E-25  5.395006E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.019389E-19
    196  6.551961572666E-02  5.116571E-10  4.919561E-22  3.010577E-25  5.387724E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.592399E-19
    197  6.614173306661E-02  4.932358E-10  4.918695E-22  3.008840E-25  5.375699E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.937262E-19
    198  6.666431851744E-02  4.771597E-10  4.917967E-22  3.007381E-25  5.365620E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.434740E-19
    199  6.714973898932E-02  4.618632E-10  4.917292E-22  3.006027E-25  5.356273E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.004511E-19
    200  6.763365269933E-02  4.462621E-10  4.916618E-22  3.004678E-25  5.346973E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.605615E-19
    201  6.810748363549E-02  4.308289E-10  4.915959E-22  3.003357E-25  5.337881E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.244738E-19
    202  6.886988901479E-02  4.059131E-10  4.914898E-22  3.001233E-25  5.323285E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.721662E-19
    203  6.932442343830E-02  3.910715E-10  4.914266E-22  2.999967E-25  5.314603E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.439860E-19
    204  6.977291475786E-02  3.764968E-10  4.913642E-22  2.998719E-25  5.306049E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.181876E-19
    205  7.051837306122E-02  3.526981E-10  4.912605E-22  2.996646E-25  5.291862E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.796154E-19
    206  7.120724846930E-02  3.313129E-10  4.911648E-22  2.994731E-25  5.278786E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.482762E-19
    207  7.185571854523E-02  3.117863E-10  4.910746E-22  2.992929E-25  5.266507E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.220773E-19
    208  7.250556240022E-02  2.930341E-10  4.909843E-22  2.991125E-25  5.254230E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.989194E-19
    209  7.308358088908E-02  2.770902E-10  4.909040E-22  2.989521E-25  5.243334E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.806682E-19
    210  7.365083251161E-02  2.621109E-10  4.908252E-22  2.987948E-25  5.232662E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.646479E-19
    211  7.420607479025E-02  2.482273E-10  4.907481E-22  2.986409E-25  5.222238E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.507673E-19
    212  7.477269193766E-02  2.348999E-10  4.906694E-22  2.984839E-25  5.211622E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.383156E-19
    213  7.532671922740E-02  2.226268E-10  4.905924E-22  2.983305E-25  5.201263E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.275995E-19
    214  7.590819975934E-02  2.106619E-10  4.905117E-22  2.981696E-25  5.190412E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.178754E-19
    215  7.648106882397E-02  1.998416E-10  4.904322E-22  2.980111E-25  5.179744E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.097474E-19
    216  7.706864365518E-02  1.897089E-10  4.903506E-22  2.978487E-25  5.168825E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.027638E-19
    217  7.765097184480E-02  1.806424E-10  4.902698E-22  2.976878E-25  5.158026E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.709567E-20
    218  7.824188421090E-02  1.724960E-10  4.901878E-22  2.975246E-25  5.147091E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.257052E-20
    219  7.883216312169E-02  1.653987E-10  4.901059E-22  2.973617E-25  5.136191E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.917903E-20
    220  7.934760137230E-02  1.600115E-10  4.900344E-22  2.972195E-25  5.126692E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.704992E-20
    221  7.991019390762E-02  1.550416E-10  4.899564E-22  2.970644E-25  5.116344E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.557395E-20
    222  8.044081450283E-02  1.512202E-10  4.898828E-22  2.969182E-25  5.106603E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.493815E-20
    223  8.103419684334E-02  1.478930E-10  4.898006E-22  2.967547E-25  5.095732E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.503750E-20
    224  8.158988408622E-02  1.457168E-10  4.897235E-22  2.966018E-25  5.085573E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.590501E-20
    225  8.219791245697E-02  1.444065E-10  4.896393E-22  2.964345E-25  5.074479E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.771835E-20
    226  8.273529679330E-02  1.441681E-10  4.895648E-22  2.962867E-25  5.064695E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.007351E-20
    227  8.327310875316E-02  1.447765E-10  4.894903E-22  2.961389E-25  5.054922E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.312151E-20
    228  8.381967664174E-02  1.462469E-10  4.894146E-22  2.959887E-25  5.045009E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.683631E-20
    229  8.442137901789E-02  1.487730E-10  4.893312E-22  2.958235E-25  5.034119E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.014630E-19
    230  8.496109010092E-02  1.517167E-10  4.892565E-22  2.956754E-25  5.024370E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.059066E-19
    231  8.556251684447E-02  1.556318E-10  4.891732E-22  2.955104E-25  5.013530E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.108596E-19
    232  8.609514523980E-02  1.595183E-10  4.890995E-22  2.953644E-25  5.003948E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.149631E-19
    233  8.668730402486E-02  1.641186E-10  4.890175E-22  2.952022E-25  4.993318E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.189266E-19
    234  8.725638446658E-02  1.686436E-10  4.889388E-22  2.950463E-25  4.983123E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.218473E-19
    235  8.784892152766E-02  1.732786E-10  4.888568E-22  2.948841E-25  4.972530E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.236537E-19
    236  8.837914431516E-02  1.771945E-10  4.887834E-22  2.947391E-25  4.963070E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.240264E-19
    237  8.927467123273E-02  1.828865E-10  4.886595E-22  2.944943E-25  4.947133E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.217454E-19
    238  9.009385267910E-02  1.866802E-10  4.885462E-22  2.942705E-25  4.932600E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.163526E-19
    239  9.088007009323E-02  1.887022E-10  4.884375E-22  2.940559E-25  4.918691E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.085818E-19
    240  9.160938796651E-02  1.890674E-10  4.883367E-22  2.938570E-25  4.905825E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.960665E-20
    241  9.231864750676E-02  1.880594E-10  4.882387E-22  2.936636E-25  4.893344E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.987111E-20
    242  9.335415502949E-02  1.844907E-10  4.880956E-22  2.933816E-25  4.875180E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.513557E-20
    243  9.429165011748E-02  1.797824E-10  4.879661E-22  2.931265E-25  4.858793E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.241219E-20
    244  9.514750284226E-02  1.748841E-10  4.878480E-22  2.928938E-25  4.843881E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.199065E-20
    245  9.592869681963E-02  1.704679E-10  4.877401E-22  2.926816E-25  4.830310E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.370444E-20
    246  9.638259128200E-02  1.680408E-10  4.876774E-22  2.925583E-25  4.822443E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.944143E-20
    247  9.686466198075E-02  1.656878E-10  4.876109E-22  2.924275E-25  4.814101E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.534195E-20
    248  9.745016881397E-02  1.632376E-10  4.875301E-22  2.922687E-25  4.803988E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.091900E-20
    249  9.798964068785E-02  1.614323E-10  4.874557E-22  2.921224E-25  4.794690E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.733749E-20
    250  9.892639389759E-02  1.594322E-10  4.873265E-22  2.918686E-25  4.778586E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.209904E-20
    251  9.977784733458E-02  1.590439E-10  4.872090E-22  2.916381E-25  4.763996E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.825124E-20
    252  1.005622893962E-01  1.598983E-10  4.871009E-22  2.914259E-25  4.750593E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.533085E-20
    253  1.013070552067E-01  1.618486E-10  4.869982E-22  2.912246E-25  4.737903E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.301457E-20
    254  1.019791947326E-01  1.645468E-10  4.869056E-22  2.910430E-25  4.726480E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.124112E-20
    255  1.025982572428E-01  1.677995E-10  4.868203E-22  2.908758E-25  4.715983E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.831333E-21
    256  1.032644197032E-01  1.721542E-10  4.867285E-22  2.906961E-25  4.704714E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.519043E-21
    257  1.039121745974E-01  1.772063E-10  4.866393E-22  2.905214E-25  4.693782E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.416604E-21
    258  1.045193471709E-01  1.826742E-10  4.865556E-22  2.903578E-25  4.683557E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.516501E-21
    259  1.051181778144E-01  1.887688E-10  4.864732E-22  2.901965E-25  4.673495E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.738390E-21
    260  1.056826419982E-01  1.951692E-10  4.863955E-22  2.900445E-25  4.664031E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.091921E-21
    261  1.062431336111E-01  2.021355E-10  4.863183E-22  2.898937E-25  4.654652E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.522912E-21
    262  1.068146627648E-01  2.098982E-10  4.862396E-22  2.897400E-25  4.645107E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.009027E-21
    263  1.073656177930E-01  2.180191E-10  4.861638E-22  2.895919E-25  4.635925E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.569586E-21
    264  1.079139362418E-01  2.267340E-10  4.860884E-22  2.894446E-25  4.626805E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.180172E-21
    265  1.084202130578E-01  2.353461E-10  4.860187E-22  2.893087E-25  4.618400E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.858485E-21
    266  1.089957947327E-01  2.458170E-10  4.859396E-22  2.891542E-25  4.608862E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.532030E-21
    267  1.095139929398E-01  2.558803E-10  4.858683E-22  2.890152E-25  4.600293E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.269935E-21
    268  1.100036617482E-01  2.659497E-10  4.858010E-22  2.888839E-25  4.592210E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.046848E-21
    269  1.105581599754E-01  2.780265E-10  4.857247E-22  2.887353E-25  4.583074E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.820209E-21
    270  1.111738162549E-01  2.923013E-10  4.856401E-22  2.885704E-25  4.572951E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.597442E-21
    271  1.117276452796E-01  3.059689E-10  4.855640E-22  2.884222E-25  4.563865E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.420071E-21
    272  1.122547306619E-01  3.197286E-10  4.854916E-22  2.882811E-25  4.555234E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.269391E-21
    273  1.128196390807E-01  3.353389E-10  4.854139E-22  2.881301E-25  4.546001E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.125556E-21
    274  1.134172103791E-01  3.528876E-10  4.853318E-22  2.879703E-25  4.536255E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.911542E-22
    275  1.139661173569E-01  3.700126E-10  4.852564E-22  2.878237E-25  4.527321E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.819722E-22
    276  1.145721141816E-01  3.900851E-10  4.851732E-22  2.876619E-25  4.517479E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.755508E-22
    277  1.151138636995E-01  4.091327E-10  4.850988E-22  2.875173E-25  4.508698E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.915547E-22
    278  1.160623872824E-01  4.451963E-10  4.849686E-22  2.872644E-25  4.493365E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.661809E-22
    279  1.166131253687E-01  4.678210E-10  4.848930E-22  2.871176E-25  4.484486E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.044674E-22
    280  1.171578902390E-01  4.915073E-10  4.848183E-22  2.869725E-25  4.475721E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.502611E-22
    281  1.179966344325E-01  5.307343E-10  4.847032E-22  2.867493E-25  4.462259E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.783935E-22
    282  1.184626561866E-01  5.540489E-10  4.846393E-22  2.866253E-25  4.454797E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.438244E-22
    283  1.189221956404E-01  5.781832E-10  4.845762E-22  2.865031E-25  4.447451E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.130077E-22
    284  1.197605220964E-01  6.253341E-10  4.844613E-22  2.862803E-25  4.434080E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.641414E-22
    285  1.205341475296E-01  6.726882E-10  4.843552E-22  2.860749E-25  4.421778E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.263536E-22
    286  1.212540834288E-01  7.203899E-10  4.842565E-22  2.858839E-25  4.410359E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.964737E-22
    287  1.219299358624E-01  7.686375E-10  4.841639E-22  2.857046E-25  4.399667E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.723733E-22
    288  1.225766858039E-01  8.181599E-10  4.840753E-22  2.855332E-25  4.389460E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.523961E-22
    289  1.231854533608E-01  8.680484E-10  4.839919E-22  2.853720E-25  4.379873E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.359729E-22
    290  1.237219182154E-01  9.148259E-10  4.839184E-22  2.852299E-25  4.371443E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.231759E-22
    291  1.242404039059E-01  9.626932E-10  4.838474E-22  2.850928E-25  4.363310E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.121271E-22
    292  1.248086455930E-01  1.018317E-09  4.837696E-22  2.849425E-25  4.354415E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.013351E-22
    293  1.253177247642E-01  1.071217E-09  4.836999E-22  2.848079E-25  4.346461E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.270214E-23
    294  1.258810647447E-01  1.133293E-09  4.836228E-22  2.846591E-25  4.337676E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.416013E-23
    295  1.264205598797E-01  1.196423E-09  4.835489E-22  2.845166E-25  4.329279E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.686243E-23
    296  1.270317883483E-01  1.272680E-09  4.834653E-22  2.843553E-25  4.319786E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.950861E-23
    297  1.275757308169E-01  1.345111E-09  4.833909E-22  2.842118E-25  4.311356E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.368532E-23
    298  1.286048671531E-01  1.494610E-09  4.832501E-22  2.839405E-25  4.295450E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.424168E-23
    299  1.290949488661E-01  1.572211E-09  4.831830E-22  2.838114E-25  4.287896E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.037160E-23
    300  1.295345101683E-01  1.645532E-09  4.831229E-22  2.836957E-25  4.281132E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.719208E-23
    301  1.303954523490E-01  1.800034E-09  4.830052E-22  2.834691E-25  4.267916E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.167144E-23
    302  1.308549873199E-01  1.888989E-09  4.829424E-22  2.833483E-25  4.260878E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.906428E-23
    303  1.312776310019E-01  1.975039E-09  4.828846E-22  2.832372E-25  4.254415E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.684858E-23
    304  1.320787884157E-01  2.149996E-09  4.827752E-22  2.830267E-25  4.242191E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.307464E-23
    305  1.327308179063E-01  2.304943E-09  4.826861E-22  2.828555E-25  4.232269E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.036582E-23
    306  1.333821207310E-01  2.472061E-09  4.825971E-22  2.826846E-25  4.222381E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.793996E-23
    307  1.339749669338E-01  2.635639E-09  4.825161E-22  2.825292E-25  4.213400E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.594488E-23
    308  1.345530840576E-01  2.806636E-09  4.824372E-22  2.823777E-25  4.204661E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.417213E-23
    309  1.351098094661E-01  2.982952E-09  4.823612E-22  2.822318E-25  4.196262E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.260867E-23
    310  1.359304916944E-01  3.264984E-09  4.822491E-22  2.820170E-25  4.183913E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.052841E-23
    311  1.363572082699E-01  3.422914E-09  4.821909E-22  2.819053E-25  4.177505E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.954120E-23
    312  1.367788244083E-01  3.587316E-09  4.821334E-22  2.817951E-25  4.171185E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.862287E-23
    313  1.375777712339E-01  3.922567E-09  4.820244E-22  2.815862E-25  4.159233E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.702177E-23
    314  1.380438267916E-01  4.133414E-09  4.819608E-22  2.814645E-25  4.152277E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.616395E-23
    315  1.384690951451E-01  4.336712E-09  4.819028E-22  2.813534E-25  4.145940E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.542580E-23
    316  1.391087445178E-01  4.663089E-09  4.818155E-22  2.811865E-25  4.136427E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.438845E-23
    317  1.397002518981E-01  4.988166E-09  4.817349E-22  2.810322E-25  4.127649E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.349979E-23
    318  1.402705851668E-01  5.324689E-09  4.816571E-22  2.808835E-25  4.119203E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.270143E-23
    319  1.408634912375E-01  5.700905E-09  4.815763E-22  2.807290E-25  4.110441E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.192732E-23
    320  1.414089642241E-01  6.071899E-09  4.815020E-22  2.805870E-25  4.102396E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.126056E-23
    321  1.419220762512E-01  6.444123E-09  4.814320E-22  2.804534E-25  4.094843E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.066992E-23
    322  1.422771704232E-01  6.716352E-09  4.813836E-22  2.803610E-25  4.089624E-30  1.000000E-30  1.815303E-27  1.000000E-30  1.028094E-23
    323  1.426029315631E-01  6.976955E-09  4.813393E-22  2.802763E-25  4.084843E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.937474E-24
    324  1.430135230101E-01  7.320685E-09  4.812833E-22  2.801695E-25  4.078823E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.521476E-24
    325  1.434683796643E-01  7.722299E-09  4.812214E-22  2.800513E-25  4.072166E-30  1.000000E-30  1.815303E-27  1.000000E-30  9.081702E-24
    326  1.440315208021E-01  8.252037E-09  4.811447E-22  2.799050E-25  4.063938E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.566096E-24
    327  1.445490332405E-01  8.773716E-09  4.810742E-22  2.797706E-25  4.056392E-30  1.000000E-30  1.815303E-27  1.000000E-30  8.119146E-24
    328  1.451370980342E-01  9.408729E-09  4.809941E-22  2.796180E-25  4.047834E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.639605E-24
    329  1.457052374241E-01  1.006787E-08  4.809168E-22  2.794706E-25  4.039583E-30  1.000000E-30  1.815303E-27  1.000000E-30  7.202972E-24
    330  1.463107957421E-01  1.082545E-08  4.808344E-22  2.793136E-25  4.030807E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.765069E-24
    331  1.468752132891E-01  1.158571E-08  4.807576E-22  2.791674E-25  4.022645E-30  1.000000E-30  1.815303E-27  1.000000E-30  6.380411E-24
    332  1.475510939381E-01  1.256963E-08  4.806656E-22  2.789924E-25  4.012892E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.947228E-24
    333  1.481899111058E-01  1.358156E-08  4.805787E-22  2.788270E-25  4.003696E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.563899E-24
    334  1.491767377555E-01  1.531574E-08  4.804445E-22  2.785718E-25  3.989531E-30  1.000000E-30  1.815303E-27  1.000000E-30  5.017201E-24
    335  1.497116139607E-01  1.634962E-08  4.803718E-22  2.784336E-25  3.981875E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.742098E-24
    336  1.502421520731E-01  1.744962E-08  4.802997E-22  2.782966E-25  3.974295E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.483387E-24
    337  1.509052103900E-01  1.893235E-08  4.802095E-22  2.781254E-25  3.964842E-30  1.000000E-30  1.815303E-27  1.000000E-30  4.178134E-24
    338  1.515352476696E-01  2.046063E-08  4.801239E-22  2.779629E-25  3.955881E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.905535E-24
    339  1.521327102765E-01  2.203082E-08  4.800427E-22  2.778088E-25  3.947402E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.662246E-24
    340  1.526678407657E-01  2.354225E-08  4.799700E-22  2.776709E-25  3.939823E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.455910E-24
    341  1.532481602429E-01  2.530030E-08  4.798912E-22  2.775214E-25  3.931620E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.243782E-24
    342  1.535863948111E-01  2.638598E-08  4.798453E-22  2.774343E-25  3.926847E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.125538E-24
    343  1.538995751697E-01  2.743621E-08  4.798027E-22  2.773537E-25  3.922433E-30  1.000000E-30  1.815303E-27  1.000000E-30  3.019590E-24
    344  1.546020187628E-01  2.994858E-08  4.797073E-22  2.771730E-25  3.912550E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.793254E-24
    345  1.552062305672E-01  3.229281E-08  4.796253E-22  2.770176E-25  3.904069E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.610482E-24
    346  1.557875935888E-01  3.472536E-08  4.795464E-22  2.768682E-25  3.895926E-30  1.000000E-30  1.815303E-27  1.000000E-30  2.444639E-24
