    1   1  6.8299E-01
    1   2  4.1641E-20
    2   3  2.3887E-15
    2   4  1.3332E-01
    3   6  1.2150E-30
    3   7  1.0487E-21
    4   9  2.1511E-06
    5  10  3.6276E-15
    5  11  1.0363E-13
    6  12  1.6429E-19
    6  13  7.9940E-05
    7  14  9.3160E-06
    7  15  2.8572E-10
    8  16  1.1587E-03
    8  17  5.6751E-13
    8  18  1.5001E-06
    9  19  1.1336E-10
   10  20  6.7451E-24
   10  21  4.6920E-25
   10  22  5.4690E-18
   11  23  5.7561E-11
   12  24  2.2664E-12
   12  25  9.5792E-16
   12  26  3.1926E-14
   13  27  2.0004E-07
   14  28  8.5969E-11
   14  29  1.4100E-09
   14  30  1.3865E-10
   15  31  1.7956E-09
   16  32  1.2353E-08
   16  33  1.5428E-08
   16  34  5.3833E-07
   16  36  5.0506E-10
   17  35  5.3582E-09
   17  37  8.0647E-08
   18  36  5.8159E-29
   18  38  1.3131E-09
   18  40  2.4105E-09
   19  39  1.1779E-07
   19  40  1.6224E-29
   19  41  2.4620E-09
   20  40  6.7532E-29
   20  42  9.0135E-05
   20  43  8.7213E-05
   20  44  1.8110E-06
   20  46  1.8788E-05
   20  48  3.5390E-05
   21  45  2.3862E-07
   22  46  6.5129E-29
   22  47  5.3428E-07
   22  48  1.0902E-28
   22  49  5.6117E-06
   22  50  4.9898E-07
   23  50  1.8055E-29
   23  51  2.5785E-05
   24  50  6.0228E-29
   24  52  3.9439E-05
   24  53  1.9107E-06
   24  54  6.4745E-07
   25  55  1.1901E-06
   26  54  7.4488E-29
   26  56  3.4007E-05
   26  57  1.9662E-07
   26  58  1.9200E-05
   27  59  8.4406E-06
   28  58  7.3738E-29
   28  60  6.1366E-08
   28  61  2.4525E-05
   28  62  4.8233E-05
   28  64  2.3249E-05
   29  63  1.4174E-06
   29  65  3.7085E-07
   30  64  7.8719E-29
   30  66  7.6774E-06
   30  67  3.0131E-06
   30  68  2.0002E-07
   30  70  5.6002E-06
   31  69  5.7210E-06
   31  71  7.5673E-06
   32  70  8.8033E-29
   32  72  5.8895E-05
   32  73  3.0104E-06
   32  74  1.5801E-05
   32  76  7.1142E-04
   33  75  4.6063E-05
   34  74  8.5358E-29
   34  76  1.1466E-28
   34  77  3.2460E-05
   34  78  2.8965E-05
   34  80  1.9008E-03
   34  82  4.4983E-03
   35  79  8.7444E-05
   35  81  4.8924E-06
   36  78  8.8860E-29
   36  80  1.1176E-28
   36  82  1.7199E-28
   36  83  6.4128E-05
   36  84  4.2275E-06
   36  86  9.5955E-04
   37  85  5.1888E-04
   37  87  7.5164E-06
   38  84  9.8904E-29
   38  86  1.9849E-28
   38  87  2.0266E-28
   38  88  1.9507E-04
   39  89  6.7559E-05
   40  90  1.6019E-06
   40  91  2.9058E-05
   40  92  4.0725E-04
   40  94  2.5246E-04
   40  96  4.1650E-07
   41  93  1.9351E-06
   42  92  1.2513E-28
   42  94  1.5170E-28
   42  95  6.3299E-04
   42  96  4.1069E-29
   42  97  1.5553E-05
   42  98  1.1205E-06
   42 100  3.9456E-04
   44  96  1.2155E-28
   44  98  1.5712E-28
   44  99  2.1353E-05
   44 100  2.0525E-28
   44 101  3.9696E-06
   44 102  1.3850E-04
   44 104  1.5092E-06
   45 103  2.3826E-04
   46 102  1.2580E-28
   46 104  1.3742E-28
   46 105  3.5922E-04
   46 106  1.3834E-04
   46 108  4.0049E-04
   46 110  3.1454E-05
   47 107  9.7862E-06
   47 109  1.1138E-04
   48 106  1.0734E-28
   48 108  1.2226E-28
   48 110  1.6028E-28
   48 111  2.3339E-04
   48 112  2.1371E-05
   48 113  5.3654E-06
   48 114  5.9476E-04
   48 116  8.8535E-07
   49 113  1.7960E-28
   49 115  3.2647E-06
   50 112  1.2896E-28
   50 114  1.7824E-28
   50 115  1.7679E-28
   50 116  2.1065E-28
   50 117  1.3749E-05
   50 118  2.0368E-06
   50 119  3.5786E-04
   50 120  1.9754E-05
   50 122  4.5312E-04
   50 124  1.3660E-03
   51 121  1.1660E-04
   51 123  6.1854E-04
   52 120  1.6697E-28
   52 122  2.3299E-28
   52 123  2.1389E-28
   52 124  7.9821E-29
