 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sc41          sc42          sc43          sc44          sc45          sc46          sc47          sc48 
     20  1.724661805125E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     21  4.267664185819E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     22  1.786211798807E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     23  6.929007850093E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.296947E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.107590E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.065764E-30  1.036155E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.029783E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.163657E-30  1.491712E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.574974E-30  3.707077E-30  7.053065E-30  4.490717E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.745098E-30  8.621718E-30  2.165661E-29  1.000000E-30  1.000000E-30  6.088889E-29
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  2.344610E-29  2.426420E-28  5.932338E-27  1.759539E-26  7.357187E-26  9.139397E-26
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.628829E-28  1.682778E-27  3.935292E-26  1.083640E-25  4.373460E-25  6.480114E-25
     45  2.666254430666E-02  1.000000E-30  7.773918E-30  3.800626E-27  5.387908E-26  1.753869E-24  6.249282E-24  2.757755E-23  3.276560E-23
     46  2.807329513827E-02  1.000000E-30  3.831153E-29  2.554787E-26  4.424320E-25  1.876042E-23  9.597119E-23  7.412344E-22  1.745782E-21
     47  2.946719119355E-02  1.000000E-30  1.757494E-28  1.496590E-25  3.003734E-24  1.544916E-22  9.981586E-22  9.978257E-21  2.869306E-20
     48  2.982466835475E-02  1.000000E-30  2.567991E-28  2.315268E-25  4.602448E-24  2.273981E-22  1.423840E-21  1.411402E-20  4.222277E-20
     49  3.017238950627E-02  1.000000E-30  3.710213E-28  3.578548E-25  7.365805E-24  3.785843E-22  2.490371E-21  2.603998E-20  8.102440E-20
     50  3.052509122072E-02  1.076202E-30  5.314317E-28  5.493718E-25  1.169331E-23  6.249438E-22  4.338051E-21  4.841002E-20  1.584574E-19
     51  3.066477686677E-02  1.205325E-30  6.107924E-28  6.491064E-25  1.400067E-23  7.598721E-22  5.388295E-21  6.172051E-20  2.060750E-19
     52  3.080037159611E-02  1.343123E-30  6.988598E-28  7.630833E-25  1.667118E-23  9.183313E-22  6.649749E-21  7.816253E-20  2.661188E-19
     53  3.111325257314E-02  1.713500E-30  9.482744E-28  1.102710E-24  2.481360E-23  1.414337E-21  1.075284E-20  1.343320E-19  4.785707E-19
     54  3.147800645819E-02  2.246113E-30  1.335754E-27  1.672177E-24  3.896077E-23  2.311708E-21  1.860771E-20  2.500849E-19  9.392929E-19
     55  3.181357346897E-02  2.845078E-30  1.807052E-27  2.421011E-24  5.827729E-23  3.590382E-21  3.045929E-20  4.386003E-19  1.728982E-18
     56  3.217197145871E-02  3.616149E-30  2.462043E-27  3.545690E-24  8.844934E-23  5.678732E-21  5.095222E-20  7.910856E-19  3.282702E-18
     57  3.249951277145E-02  4.455899E-30  3.229172E-27  4.965993E-24  1.281006E-22  8.550466E-21  8.073189E-20  1.344463E-18  5.844112E-18
     58  3.262595809504E-02  4.818900E-30  3.576262E-27  5.640269E-24  1.474258E-22  9.992387E-21  9.621432E-20  1.646678E-18  7.285702E-18
     59  3.272641576722E-02  5.127765E-30  3.878772E-27  6.241833E-24  1.648736E-22  1.131206E-20  1.106466E-19  1.935773E-18  8.687117E-18
     60  3.304841700500E-02  6.227902E-30  5.004447E-27  8.588097E-24  2.347680E-22  1.676345E-20  1.724240E-19  3.238878E-18  1.520749E-17
     61  3.362823507679E-02  8.700186E-30  7.768489E-27  1.494763E-23  4.357409E-22  3.354141E-20  3.773583E-19  8.068379E-18  4.103427E-17
     62  3.417743618412E-02  1.177045E-29  1.156706E-26  2.477042E-23  7.698585E-22  6.390787E-20  7.824446E-19  1.894370E-17  1.037680E-16
     63  3.448472684867E-02  1.387653E-29  1.436163E-26  3.263118E-23  1.052577E-21  9.130347E-20  1.171692E-18  3.042803E-17  1.736593E-16
     64  3.459225947862E-02  1.469609E-29  1.548552E-26  3.591989E-23  1.174073E-21  1.034449E-19  1.349490E-18  3.591462E-17  2.079001E-16
     65  3.468161085917E-02  1.541513E-29  1.648787E-26  3.890865E-23  1.285885E-21  1.147844E-19  1.518097E-18  4.123721E-17  2.415548E-16
     66  3.501586344154E-02  1.840758E-29  2.080360E-26  5.234360E-23  1.804178E-21  1.692659E-19  2.356314E-18  6.910350E-17  4.230432E-16
     67  3.563385967804E-02  2.545103E-29  3.172066E-26  8.973035E-23  3.353050E-21  3.461637E-19  5.292360E-18  1.786843E-16  1.185304E-15
     68  3.619390900501E-02  3.403712E-29  4.614079E-26  1.449440E-22  5.850200E-21  6.618241E-19  1.101015E-17  4.218215E-16  3.005092E-15
     69  3.661379630041E-02  4.230835E-29  6.090033E-26  2.067568E-22  8.862732E-21  1.076683E-18  1.907029E-17  8.024645E-16  6.027749E-15
     70  3.704099468238E-02  5.282418E-29  8.061516E-26  2.959856E-22  1.351943E-20  1.770358E-18  3.340257E-17  1.544314E-15  1.223738E-14
     71  3.731378163516E-02  6.081973E-29  9.615344E-26  3.709027E-22  1.766611E-20  2.430607E-18  4.772183E-17  2.340673E-15  1.918622E-14
     72  3.757630769329E-02  6.959085E-29  1.136295E-25  4.593854E-22  2.280419E-20  3.294432E-18  6.716597E-17  3.483382E-15  2.949079E-14
     73  3.788075418501E-02  8.123460E-29  1.373885E-25  5.860800E-22  3.056331E-20  4.679800E-18  9.959114E-17  5.502349E-15  4.834816E-14
     74  3.819794660071E-02  9.522814E-29  1.666026E-25  7.508903E-22  4.128707E-20  6.729270E-18  1.495911E-16  8.811876E-15  8.045760E-14
     75  3.838080203158E-02  1.042368E-28  1.857138E-25  8.635936E-22  4.899271E-20  8.285025E-18  1.887631E-16  1.152708E-14  1.075794E-13
     76  3.859219912978E-02  1.156784E-28  2.102955E-25  1.013634E-21  5.966447E-20  1.053726E-17  2.469315E-16  1.571126E-14  1.503948E-13
     77  3.884096228080E-02  1.304970E-28  2.425209E-25  1.218642E-21  7.498645E-20  1.395328E-17  3.377399E-16  2.252337E-14  2.220906E-13
     78  3.907668434759E-02  1.459530E-28  2.765144E-25  1.444460E-21  9.279038E-20  1.816275E-17  4.529632E-16  3.153946E-14  3.197844E-13
     79  3.934936577490E-02  1.656148E-28  3.202233E-25  1.748345E-21  1.181849E-19  2.456258E-17  6.334785E-16  4.628376E-14  4.845562E-13
     80  3.961640452516E-02  1.867730E-28  3.677551E-25  2.095111E-21  1.490559E-19  3.289681E-17  8.758408E-16  6.694856E-14  7.230438E-13
     81  3.991996766101E-02  2.131325E-28  4.276163E-25  2.554822E-21  1.929147E-19  4.566000E-17  1.258787E-15  1.010402E-13  1.130194E-12
     82  4.019473378510E-02  2.390725E-28  4.871964E-25  3.036940E-21  2.423251E-19  6.118663E-17  1.738869E-15  1.455360E-13  1.679888E-12
     83  4.046928694587E-02  2.669999E-28  5.521052E-25  3.589184E-21  3.029888E-19  8.171856E-17  2.391515E-15  2.082235E-13  2.479620E-12
     84  4.074955599116E-02  2.973331E-28  6.235688E-25  4.230077E-21  3.786872E-19  1.093867E-16  3.294960E-15  2.979062E-13  3.661406E-12
     85  4.099011663524E-02  3.244977E-28  6.885553E-25  4.844078E-21  4.564779E-19  1.399839E-16  4.318355E-15  4.023213E-13  5.079027E-12
     86  4.118445936105E-02  3.469726E-28  7.431786E-25  5.384477E-21  5.291657E-19  1.704044E-16  5.355761E-15  5.103424E-13  6.582307E-12
     87  4.137235583218E-02  3.689492E-28  7.975028E-25  5.945498E-21  6.087849E-19  2.056215E-16  6.576970E-15  6.395436E-13  8.419955E-12
     88  4.152714488067E-02  3.870900E-28  8.431741E-25  6.436739E-21  6.819605E-19  2.396316E-16  7.773713E-15  7.677589E-13  1.027892E-11
     89  4.165981986900E-02  4.025631E-28  8.828474E-25  6.879145E-21  7.506105E-19  2.728944E-16  8.958459E-15  8.958808E-13  1.216658E-11
     90  4.188596337322E-02  4.285191E-28  9.512679E-25  7.679804E-21  8.814129E-19  3.396864E-16  1.137418E-14  1.159817E-12  1.613508E-11
     91  4.208159634323E-02  4.503129E-28  1.011060E-24  8.423049E-21  1.010259E-18  4.095362E-16  1.394554E-14  1.443550E-12  2.049971E-11
     92  4.230932596557E-02  4.746273E-28  1.081196E-24  9.353598E-21  1.181285E-18  5.079003E-16  1.763306E-14  1.853786E-12  2.695698E-11
     93  4.251598135750E-02  4.954363E-28  1.145209E-24  1.026629E-20  1.359061E-18  6.163094E-16  2.177532E-14  2.317825E-12  3.443015E-11
     94  4.274368410830E-02  5.165462E-28  1.215699E-24  1.135365E-20  1.583112E-18  7.609709E-16  2.741372E-14  2.953262E-12  4.490058E-11
     95  4.294191711445E-02  5.330933E-28  1.276835E-24  1.237850E-20  1.805736E-18  9.126435E-16  3.344674E-14  3.637063E-12  5.641808E-11
     96  4.316569238790E-02  5.495359E-28  1.345532E-24  1.363463E-20  2.092515E-18  1.118326E-15  4.180432E-14  4.590161E-12  7.282714E-11
     97  4.339365876136E-02  5.635784E-28  1.414857E-24  1.503425E-20  2.428816E-18  1.372670E-15  5.239176E-14  5.807106E-12  9.427422E-11
     98  4.362382833621E-02  5.747052E-28  1.483605E-24  1.658001E-20  2.819429E-18  1.683992E-15  6.569335E-14  7.351518E-12  1.221547E-10
     99  4.384703699487E-02  5.823271E-28  1.548299E-24  1.821153E-20  3.252483E-18  2.047242E-15  8.164538E-14  9.227131E-12  1.568463E-10
    100  4.408801045744E-02  5.867431E-28  1.614550E-24  2.011490E-20  3.784139E-18  2.517333E-15  1.029200E-13  1.176937E-11  2.051000E-10
    101  4.430336182063E-02  5.870274E-28  1.668882E-24  2.192563E-20  4.317402E-18  3.014449E-15  1.261447E-13  1.459983E-11  2.602581E-10
    102  4.453208602613E-02  5.831989E-28  1.719147E-24  2.392618E-20  4.939925E-18  3.627012E-15  1.557309E-13  1.828926E-11  3.341420E-10
    103  4.474836808964E-02  5.751024E-28  1.756300E-24  2.583087E-20  5.571052E-18  4.285492E-15  1.887045E-13  2.251452E-11  4.212382E-10
    104  4.497736119052E-02  5.613049E-28  1.780900E-24  2.777543E-20  6.265511E-18  5.058723E-15  2.289905E-13  2.784459E-11  5.345821E-10
    105  4.517199675598E-02  5.449980E-28  1.786795E-24  2.928632E-20  6.856018E-18  5.764173E-15  2.673085E-13  3.309588E-11  6.498365E-10
    106  4.536038532241E-02  5.250023E-28  1.776923E-24  3.054525E-20  7.405536E-18  6.471778E-15  3.073990E-13  3.879504E-11  7.788447E-10
    107  4.552484255766E-02  5.041381E-28  1.754412E-24  3.142343E-20  7.849662E-18  7.093158E-15  3.441769E-13  4.422717E-11  9.056173E-10
    108  4.581275722245E-02  4.604360E-28  1.682140E-24  3.233491E-20  8.500281E-18  8.139202E-15  4.102889E-13  5.456537E-11  1.157555E-09
    109  4.603616864208E-02  4.212213E-28  1.598020E-24  3.241124E-20  8.856119E-18  8.866249E-15  4.606807E-13  6.307062E-11  1.376117E-09
    110  4.624194314299E-02  3.819865E-28  1.500487E-24  3.194905E-20  9.042543E-18  9.430846E-15  5.041519E-13  7.101331E-11  1.590888E-09
    111  4.641297951594E-02  3.482975E-28  1.408438E-24  3.120879E-20  9.092566E-18  9.809983E-15  5.371191E-13  7.754761E-11  1.776377E-09
    112  4.656990459822E-02  3.172332E-28  1.317579E-24  3.027173E-20  9.055352E-18  1.007790E-14  5.641444E-13  8.337543E-11  1.949694E-09
    113  4.671253119976E-02  2.893645E-28  1.231527E-24  2.923317E-20  8.955852E-18  1.025209E-14  5.856482E-13  8.845956E-11  2.108081E-09
    114  4.684580987606E-02  2.639924E-28  1.149586E-24  2.812739E-20  8.810679E-18  1.035492E-14  6.029012E-13  9.297686E-11  2.255520E-09
    115  4.697520204195E-02  2.402442E-28  1.069814E-24  2.695255E-20  8.626263E-18  1.040055E-14  6.169197E-13  9.711023E-11  2.397098E-09
    116  4.709649788536E-02  2.189565E-28  9.957541E-25  2.578100E-20  8.419061E-18  1.039678E-14  6.275832E-13  1.007347E-10  2.527629E-09
    117  4.721637454993E-02  1.989758E-28  9.239850E-25  2.457464E-20  8.186105E-18  1.035128E-14  6.357783E-13  1.040615E-10  2.653907E-09
    118  4.732862910872E-02  1.813010E-28  8.586046E-25  2.341609E-20  7.946465E-18  1.027358E-14  6.413807E-13  1.069357E-10  2.769222E-09
    119  4.750539400184E-02  1.556137E-28  7.602038E-25  2.156553E-20  7.535590E-18  1.008888E-14  6.462951E-13  1.109729E-10  2.944123E-09
    120  4.767210524850E-02  1.338515E-28  6.734460E-25  1.982528E-20  7.121007E-18  9.853497E-15  6.468100E-13  1.142266E-10  3.100693E-09
    121  4.783406579930E-02  1.149812E-28  5.953853E-25  1.816798E-20  6.702707E-18  9.576987E-15  6.437934E-13  1.168733E-10  3.244263E-09
    122  4.799263518131E-02  9.858846E-29  5.251446E-25  1.659688E-20  6.285737E-18  9.268127E-15  6.377664E-13  1.189787E-10  3.376105E-09
    123  4.815339657435E-02  8.391019E-29  4.600042E-25  1.506426E-20  5.859746E-18  8.920899E-15  6.287013E-13  1.206161E-10  3.500188E-09
    124  4.832264594384E-02  7.048528E-29  3.983295E-25  1.354135E-20  5.417696E-18  8.530865E-15  6.165563E-13  1.218489E-10  3.620729E-09
    125  4.849826454798E-02  5.854930E-29  3.415089E-25  1.206840E-20  4.971558E-18  8.107638E-15  6.015343E-13  1.226234E-10  3.734712E-09
    126  4.867786870736E-02  4.821290E-29  2.904891E-25  1.068004E-20  4.533184E-18  7.663006E-15  5.840352E-13  1.229155E-10  3.839512E-09
    127  4.885872256535E-02  3.947942E-29  2.457841E-25  9.403705E-21  4.113550E-18  7.210089E-15  5.646283E-13  1.227325E-10  3.932982E-09
    128  4.903755607841E-02  3.227377E-29  2.075462E-25  8.259561E-21  3.722412E-18  6.762794E-15  5.440306E-13  1.221131E-10  4.013490E-09
    129  4.921259737621E-02  2.640263E-29  1.752716E-25  7.248966E-21  3.363774E-18  6.329958E-15  5.228144E-13  1.211140E-10  4.080788E-09
    130  4.938368810460E-02  2.162802E-29  1.481069E-25  6.360216E-21  3.036878E-18  5.914978E-15  5.013154E-13  1.197870E-10  4.135519E-09
    131  4.955132280349E-02  1.773575E-29  1.252067E-25  5.578431E-21  2.739234E-18  5.518591E-15  4.797219E-13  1.181727E-10  4.178459E-09
    132  4.971624312404E-02  1.455022E-29  1.058381E-25  4.889210E-21  2.467903E-18  5.140270E-15  4.581316E-13  1.162994E-10  4.210250E-09
    133  4.987811857735E-02  1.194900E-29  8.950320E-26  4.283876E-21  2.221700E-18  4.781431E-15  4.367394E-13  1.142011E-10  4.231194E-09
    134  5.003799836445E-02  9.804578E-30  7.559013E-26  3.746776E-21  1.996136E-18  4.437707E-15  4.153543E-13  1.118594E-10  4.240866E-09
    135  5.019682549602E-02  8.034751E-30  6.373961E-26  3.270898E-21  1.789875E-18  4.109809E-15  3.941216E-13  1.093079E-10  4.240129E-09
    136  5.035511419132E-02  6.572449E-30  5.363672E-26  2.849016E-21  1.601192E-18  3.797068E-15  3.730673E-13  1.065543E-10  4.228919E-09
    137  5.051299755300E-02  5.365604E-30  4.503426E-26  2.475509E-21  1.428840E-18  3.499303E-15  3.522411E-13  1.036074E-10  4.206997E-09
    138  5.067010535678E-02  4.373683E-30  3.774024E-26  2.146263E-21  1.272101E-18  3.217110E-15  3.317476E-13  1.004841E-10  4.174172E-09
    139  5.082726902819E-02  3.555704E-30  3.153546E-26  1.855097E-21  1.129101E-18  2.948834E-15  3.115258E-13  9.717630E-11  4.129954E-09
    140  5.098506829486E-02  2.880594E-30  2.625231E-26  1.597323E-21  9.984707E-19  2.693419E-15  2.915456E-13  9.367732E-11  4.073685E-09
    141  5.114361869269E-02  2.324853E-30  2.176499E-26  1.369611E-21  8.793689E-19  2.450639E-15  2.718348E-13  8.998890E-11  4.004734E-09
    142  5.130328078870E-02  1.868057E-30  1.795855E-26  1.168645E-21  7.708452E-19  2.219913E-15  2.523908E-13  8.610683E-11  3.922299E-09
    143  5.146205644840E-02  1.498333E-30  1.477904E-26  9.939659E-22  6.734356E-19  2.003861E-15  2.334919E-13  8.208752E-11  3.827002E-09
    144  5.162089365231E-02  1.197980E-30  1.211372E-26  8.415889E-22  5.856804E-19  1.800786E-15  2.150561E-13  7.791803E-11  3.718077E-09
    145  5.177902725711E-02  1.000000E-30  9.896295E-27  7.096637E-22  5.072072E-19  1.611296E-15  1.972052E-13  7.363141E-11  3.595956E-09
    146  5.193558292952E-02  1.000000E-30  8.059563E-27  5.958946E-22  4.373216E-19  1.435130E-15  1.799882E-13  6.924891E-11  3.460833E-09
    147  5.207655208218E-02  1.000000E-30  6.671830E-27  5.066240E-22  3.807698E-19  1.286690E-15  1.649695E-13  6.521484E-11  3.327775E-09
    148  5.220437120847E-02  1.000000E-30  5.602179E-27  4.354383E-22  3.343970E-19  1.160443E-15  1.517924E-13  6.150308E-11  3.198258E-09
    149  5.240275279905E-02  1.000000E-30  4.243286E-27  3.412637E-22  2.709524E-19  9.799750E-16  1.322402E-13  5.567677E-11  2.981657E-09
    150  5.258707116153E-02  1.000000E-30  3.254103E-27  2.693487E-22  2.205277E-19  8.288797E-16  1.151397E-13  5.024374E-11  2.765340E-09
    151  5.276353482958E-02  1.000000E-30  2.507618E-27  2.126007E-22  1.792111E-19  6.988902E-16  9.981878E-14  4.508256E-11  2.547264E-09
    152  5.293536770993E-02  1.000000E-30  1.934653E-27  1.671610E-22  1.449073E-19  5.857960E-16  8.596513E-14  4.015317E-11  2.327583E-09
    153  5.310288915571E-02  1.000000E-30  1.495458E-27  1.309011E-22  1.165553E-19  4.879991E-16  7.353446E-14  3.549573E-11  2.109709E-09
    154  5.325369291828E-02  1.000000E-30  1.182664E-27  1.041151E-22  9.491304E-20  4.101370E-16  6.329425E-14  3.147449E-11  1.913362E-09
    155  5.339308966526E-02  1.000000E-30  9.508226E-28  8.361877E-23  7.785504E-20  3.463919E-16  5.465077E-14  2.793595E-11  1.734075E-09
    156  5.362726198018E-02  1.000000E-30  6.597893E-28  5.691361E-23  5.479676E-20  2.560501E-16  4.192735E-14  2.245214E-11  1.443534E-09
    157  5.383816121000E-02  1.000000E-30  4.778515E-28  3.953238E-23  3.911481E-20  1.910130E-16  3.234819E-14  1.807006E-11  1.199306E-09
    158  5.403768730975E-02  1.000000E-30  3.566245E-28  2.760442E-23  2.791749E-20  1.421216E-16  2.485064E-14  1.445238E-11  9.886011E-10
    159  5.422986619970E-02  1.000000E-30  2.739640E-28  1.932569E-23  1.985426E-20  1.051726E-16  1.896631E-14  1.146852E-11  8.076943E-10
    160  5.440569294967E-02  1.000000E-30  2.195508E-28  1.385313E-23  1.434330E-20  7.876225E-17  1.461083E-14  9.156794E-12  6.623431E-10
    161  5.456994612052E-02  1.000000E-30  1.820160E-28  1.011871E-23  1.047094E-20  5.943089E-17  1.131996E-14  7.336271E-12  5.440887E-10
    162  5.485681963417E-02  1.000000E-30  1.373734E-28  5.863120E-24  5.905166E-21  3.543670E-17  7.067916E-15  4.857150E-12  3.763156E-10
    163  5.511708850657E-02  1.000000E-30  1.113718E-28  3.640317E-24  3.432802E-21  2.158811E-17  4.489586E-15  3.254580E-12  2.623830E-10
    164  5.536560227933E-02  1.000000E-30  9.406316E-29  2.391485E-24  2.013235E-21  1.316334E-17  2.848408E-15  2.172855E-12  1.819637E-10
    165  5.559867087093E-02  1.000000E-30  8.186499E-29  1.686929E-24  1.209624E-21  8.133087E-18  1.826070E-15  1.461152E-12  1.268087E-10
    166  5.582344501454E-02  1.000000E-30  7.242170E-29  1.264259E-24  7.375098E-22  5.030439E-18  1.170018E-15  9.804973E-13  8.808929E-11
    167  5.608267729631E-02  1.000000E-30  6.340049E-29  9.627765E-25  4.203412E-22  2.844332E-18  6.883426E-16  6.083612E-13  5.688484E-11
    168  5.632179590432E-02  1.000000E-30  5.631211E-29  7.868389E-25  2.559294E-22  1.659408E-18  4.158851E-16  3.860270E-13  3.745334E-11
    169  5.658568452696E-02  1.000000E-30  4.949544E-29  6.562520E-25  1.549815E-22  9.060298E-19  2.352437E-16  2.304227E-13  2.328656E-11
    170  5.682194908758E-02  1.000000E-30  4.410323E-29  5.717540E-25  1.047698E-22  5.238632E-19  1.397219E-16  1.435901E-13  1.505137E-11
    171  5.707748662895E-02  1.000000E-30  3.890219E-29  5.005404E-25  7.376148E-23  2.893609E-19  7.877738E-17  8.524964E-14  9.297053E-12
    172  5.730159219632E-02  1.000000E-30  3.481236E-29  4.490527E-25  5.767636E-23  1.728542E-19  4.734954E-17  5.359717E-14  6.051873E-12
    173  5.769211250520E-02  1.000000E-30  2.859806E-29  3.749892E-25  4.199720E-23  7.299179E-20  1.930895E-17  2.360235E-14  2.831669E-12
    174  5.804755660481E-02  1.000000E-30  2.381964E-29  3.195184E-25  3.408126E-23  3.600239E-20  8.480911E-18  1.109746E-14  1.407508E-12
    175  5.837706807704E-02  1.000000E-30  2.004015E-29  2.757099E-25  2.910616E-23  2.087918E-20  3.985041E-18  5.529631E-15  7.384714E-13
    176  5.868213309337E-02  1.000000E-30  1.702898E-29  2.405299E-25  2.553698E-23  1.409688E-20  2.017096E-18  2.934961E-15  4.111128E-13
    177  5.897372529375E-02  1.000000E-30  1.453686E-29  2.110670E-25  2.269360E-23  1.061916E-20  1.084785E-18  1.635361E-15  2.397220E-13
    178  5.927019313219E-02  1.000000E-30  1.234431E-29  1.847671E-25  2.020314E-23  8.533537E-21  6.050673E-19  9.326714E-16  1.431418E-13
    179  5.955970264735E-02  1.000000E-30  1.049489E-29  1.622158E-25  1.807431E-23  7.201428E-21  3.632893E-19  5.633873E-16  9.040504E-14
