 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ba164         ba165         ba166         ba167         ba168         la122         la123         la124
    360  1.656939516385E-01  9.812841E-16  1.794257E-18  2.342384E-18  1.764672E-21  8.333041E-22  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.794623E-15  3.428603E-18  5.013825E-18  3.915698E-21  2.058224E-21  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  3.137565E-15  6.248376E-18  1.017023E-17  8.217986E-21  4.779465E-21  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  7.331923E-15  1.558179E-17  2.998287E-17  2.555492E-20  1.741213E-20  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  1.223901E-14  2.708998E-17  5.786279E-17  5.099191E-20  3.833929E-20  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  2.063667E-14  4.766633E-17  1.135874E-16  1.036667E-19  8.644122E-20  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  5.279153E-14  1.321332E-16  3.866985E-16  3.770198E-19  3.820547E-19  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.202824E-13  3.245505E-16  1.150285E-15  1.192768E-18  1.447587E-18  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  2.276986E-13  6.536355E-16  2.712060E-15  2.959166E-18  4.169756E-18  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  3.978921E-13  1.209490E-15  5.803865E-15  6.637754E-18  1.073072E-17  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  6.823855E-13  2.199211E-15  1.223771E-14  1.468529E-17  2.731328E-17  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.146303E-12  3.921122E-15  2.537210E-14  3.197566E-17  6.859878E-17  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.827297E-12  6.615992E-15  4.940900E-14  6.524861E-17  1.603516E-16  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  3.050979E-12  1.180599E-14  1.042793E-13  1.454506E-16  4.190252E-16  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  4.855635E-12  2.004495E-14  2.083228E-13  3.064543E-16  1.029968E-15  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  7.823198E-12  3.469323E-14  4.317135E-13  6.736142E-16  2.685181E-15  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  1.188777E-11  5.644566E-14  8.335017E-13  1.375741E-15  6.450040E-15  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  1.796334E-11  9.181953E-14  1.630811E-12  2.860131E-15  1.597458E-14  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  2.613030E-11  1.438368E-13  3.073421E-12  5.729126E-15  3.812603E-14  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  4.363975E-11  2.700298E-13  7.719251E-12  1.584316E-14  1.390755E-13  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  6.623456E-11  4.603104E-13  1.756289E-11  3.966828E-14  4.578333E-13  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  8.991646E-11  6.952988E-13  3.456472E-11  8.524761E-14  1.264216E-12  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.121098E-10  9.578259E-13  6.091682E-11  1.631076E-13  3.056276E-12  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.305470E-10  1.225688E-12  9.838692E-11  2.847405E-13  6.655722E-12  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.439585E-10  1.483559E-12  1.498123E-10  4.681916E-13  1.361053E-11  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.506317E-10  1.691384E-12  2.108566E-10  7.072794E-13  2.512041E-11  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  1.511478E-10  1.846354E-12  2.831619E-10  1.018163E-12  4.403344E-11  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.447479E-10  1.947288E-12  3.782087E-10  1.472556E-12  7.972010E-11  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  1.330855E-10  1.957407E-12  4.730857E-10  1.982610E-12  1.321462E-10  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.139114E-10  1.867258E-12  5.883053E-10  2.696372E-12  2.312874E-10  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  9.290340E-11  1.691368E-12  6.881616E-10  3.439208E-12  3.763336E-10  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  6.884408E-11  1.415342E-12  7.746917E-10  4.280542E-12  6.212200E-10  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  4.885482E-11  1.127444E-12  8.173673E-10  4.968924E-12  9.429771E-10  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  2.448560E-11  6.854563E-13  7.957456E-10  5.681887E-12  1.691884E-09  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.559987E-11  4.883759E-13  7.404861E-10  5.795280E-12  2.231503E-09  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  9.555815E-12  3.345272E-13  6.638155E-10  5.702730E-12  2.850590E-09  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  5.014757E-12  2.016518E-13  5.554746E-10  5.359571E-12  3.706768E-09  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  2.715264E-12  1.239026E-13  4.558961E-10  4.895012E-12  4.560265E-09  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.477188E-12  7.623061E-14  3.653212E-10  4.358931E-12  5.450819E-09  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  7.656880E-13  4.526493E-14  2.780688E-10  3.733593E-12  6.489974E-09  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  4.276836E-13  2.887424E-14  2.080920E-10  3.139422E-12  7.548792E-09  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  2.148919E-13  1.793898E-14  1.279254E-10  2.316079E-12  9.253748E-09  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.654189E-13  1.575386E-14  9.475414E-11  1.909421E-12  1.027949E-08  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.362100E-13  1.507909E-14  6.709184E-11  1.522837E-12  1.143631E-08  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.099736E-13  1.615780E-14  3.487693E-11  9.837241E-13  1.361067E-08  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  9.561476E-14  1.826424E-14  1.884192E-11  6.455271E-13  1.566518E-08  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  8.466950E-14  2.060540E-14  1.079463E-11  4.363871E-13  1.759200E-08  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  7.563595E-14  2.292166E-14  6.727292E-12  3.087889E-13  1.935600E-08  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  6.801401E-14  2.514900E-14  4.596000E-12  2.297687E-13  2.096598E-08  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  5.696829E-14  2.891575E-14  2.883401E-12  1.525371E-13  2.353745E-08  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  5.123753E-14  3.119904E-14  2.418678E-12  1.267087E-13  2.501600E-08  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  4.624714E-14  3.342738E-14  2.171347E-12  1.105540E-13  2.640658E-08  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  4.070304E-14  3.623675E-14  2.025546E-12  9.860878E-14  2.809182E-08  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  3.564907E-14  3.919763E-14  1.984284E-12  9.260502E-14  2.979249E-08  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  2.866735E-14  4.417487E-14  2.042996E-12  9.113773E-14  3.249418E-08  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  2.320168E-14  4.914866E-14  2.176893E-12  9.526563E-14  3.501929E-08  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.898616E-14  5.400580E-14  2.342977E-12  1.018725E-13  3.733723E-08  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.384034E-14  6.198006E-14  2.658026E-12  1.152021E-13  4.086912E-08  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.163759E-14  6.653342E-14  2.854186E-12  1.234628E-13  4.275298E-08  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  9.800070E-15  7.118742E-14  3.064201E-12  1.321454E-13  4.459093E-08  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  8.206041E-15  7.615213E-14  3.297382E-12  1.415673E-13  4.646360E-08  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  6.842813E-15  8.141153E-14  3.553427E-12  1.516604E-13  4.835823E-08  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  4.983394E-15  9.105901E-14  4.043796E-12  1.703537E-13  5.162502E-08  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  4.165577E-15  9.681733E-14  4.347574E-12  1.815846E-13  5.346260E-08  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  3.512994E-15  1.025202E-13  4.655573E-12  1.927462E-13  5.521027E-08  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  2.471351E-15  1.150757E-13  5.355613E-12  2.174286E-13  5.883933E-08  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.834107E-15  1.267587E-13  6.030488E-12  2.405062E-13  6.198976E-08  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.388766E-15  1.387768E-13  6.745098E-12  2.643405E-13  6.504500E-08  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.058467E-15  1.519591E-13  7.550023E-12  2.905829E-13  6.821765E-08  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  8.350990E-16  1.652012E-13  8.378717E-12  3.170403E-13  7.124755E-08  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  6.684910E-16  1.801403E-13  9.335853E-12  3.469954E-13  7.450575E-08  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  5.653835E-16  1.944456E-13  1.027296E-11  3.757797E-13  7.748785E-08  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  4.604826E-16  2.227282E-13  1.218015E-11  4.329522E-13  8.304077E-08  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  4.308438E-16  2.543402E-13  1.438931E-11  4.972278E-13  8.877836E-08  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.538910E-16  2.894293E-13  1.692569E-11  5.689706E-13  9.464291E-08  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  5.143141E-16  3.273168E-13  1.975067E-11  6.468314E-13  1.004590E-07  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  6.008146E-16  3.671027E-13  2.280015E-11  7.289634E-13  1.060766E-07  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  7.914652E-16  4.383665E-13  2.843911E-11  8.768353E-13  1.151406E-07  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.031660E-15  5.151841E-13  3.472540E-11  1.037091E-12  1.238370E-07  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.317135E-15  5.968126E-13  4.159722E-11  1.208145E-12  1.322022E-07  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.674921E-15  6.898131E-13  4.962614E-11  1.403796E-12  1.409282E-07  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  2.110706E-15  7.935294E-13  5.879127E-11  1.622777E-12  1.499002E-07  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  2.622554E-15  9.057868E-13  6.892405E-11  1.860563E-12  1.589142E-07  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  3.662115E-15  1.111928E-12  8.800770E-11  2.298884E-12  1.740355E-07  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  4.961458E-15  1.341961E-12  1.098941E-10  2.789998E-12  1.892595E-07  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  6.573601E-15  1.599265E-12  1.349628E-10  3.341231E-12  2.047398E-07  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  8.507463E-15  1.879854E-12  1.628695E-10  3.944101E-12  2.201767E-07  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  1.246150E-14  2.391146E-12  2.149105E-10  5.046108E-12  2.453766E-07  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  1.765078E-14  2.981190E-12  2.764102E-10  6.321734E-12  2.709754E-07  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  2.440590E-14  3.663384E-12  3.489268E-10  7.800002E-12  2.971923E-07  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  3.329809E-14  4.466076E-12  4.356763E-10  9.542399E-12  3.246089E-07  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  4.475816E-14  5.395308E-12  5.375074E-10  1.156195E-11  3.528808E-07  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  5.969004E-14  6.486986E-12  6.585324E-10  1.393634E-11  3.825117E-07  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  7.916430E-14  7.773553E-12  8.025306E-10  1.673555E-11  4.136640E-07  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  1.035764E-13  9.235771E-12  9.674250E-10  1.991667E-11  4.452943E-07  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  1.345669E-13  1.092446E-11  1.158937E-09  2.358881E-11  4.779902E-07  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  1.744647E-13  1.290501E-11  1.384449E-09  2.789204E-11  5.123028E-07  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  2.576112E-13  1.657112E-11  1.803041E-09  3.584501E-11  5.673635E-07  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  3.779422E-13  2.118889E-11  2.330349E-09  4.583578E-11  6.257243E-07  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  5.856788E-13  2.805519E-11  3.111469E-09  6.063487E-11  6.975431E-07  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  9.050621E-13  3.706833E-11  4.128324E-09  7.996089E-11  7.742691E-07  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.407513E-12  4.915771E-11  5.474757E-09  1.057171E-10  8.574656E-07  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.717917E-12  7.479905E-11  8.264986E-09  1.598012E-10  9.910216E-07  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  4.978027E-12  1.099429E-10  1.195979E-08  2.329144E-10  1.123274E-06  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  9.177643E-12  1.621222E-10  1.722041E-08  3.397525E-10  1.265144E-06  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  1.602980E-11  2.308307E-10  2.382278E-08  4.779159E-10  1.400622E-06  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  2.736958E-11  3.237429E-10  3.230195E-08  6.611934E-10  1.535043E-06  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  4.651989E-11  4.525080E-10  4.340294E-08  9.097908E-10  1.671518E-06  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  7.599528E-11  6.166016E-10  5.672314E-08  1.219351E-09  1.799535E-06  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.719926E-10  1.031354E-09  8.751467E-08  1.974461E-09  2.013142E-06  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  2.733721E-10  1.380435E-09  1.112022E-07  2.587171E-09  2.132677E-06  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  4.299361E-10  1.835637E-09  1.399054E-07  3.361400E-09  2.246793E-06  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  9.310690E-10  2.986931E-09  2.049218E-07  5.224940E-09  2.431311E-06  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  1.648275E-09  4.283636E-09  2.694611E-07  7.202893E-09  2.555314E-06  1.000000E-30  1.000000E-30  1.000000E-30
