 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ti62          ti63          ti64          ti65          ti66          ti67          v40           v41  
    180  5.987296131417E-02  3.265489E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  3.315559E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  3.640265E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  4.174544E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  4.862827E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  6.422695E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  8.337998E-27  1.246410E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  1.041238E-26  1.555813E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  1.302111E-26  1.946519E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  1.872735E-26  2.801651E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  2.549873E-26  3.817151E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  3.262071E-26  4.885897E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  4.096231E-26  6.138353E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  6.003516E-26  9.004234E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  8.361316E-26  1.255017E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  1.190786E-25  1.788861E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  1.613487E-25  2.425684E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  2.663431E-25  4.009297E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  4.049721E-25  6.102943E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  5.969865E-25  9.006329E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  8.786569E-25  1.327047E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  1.281807E-24  1.938115E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  2.350007E-24  3.559983E-28  1.550819E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  3.372790E-24  5.115424E-28  2.189197E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  4.817036E-24  7.314642E-28  3.270973E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  8.709703E-24  1.325309E-27  6.370640E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  1.506574E-23  2.297092E-27  1.181177E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  2.527224E-23  3.860928E-27  2.116510E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  4.249115E-23  6.504975E-27  3.803988E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  6.754551E-23  1.036034E-26  6.418892E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  1.066658E-22  1.639255E-26  1.075262E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  1.670886E-22  2.572899E-26  1.785191E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  2.646362E-22  4.083442E-26  3.001382E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  4.159766E-22  6.432143E-26  5.003721E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  6.703130E-22  1.038841E-25  8.580210E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.075136E-21  1.670070E-25  1.463702E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  1.750917E-21  2.726417E-25  2.540424E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  2.848420E-21  4.446364E-25  4.403977E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  4.680968E-21  7.325792E-25  7.722562E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  7.713663E-21  1.210380E-24  1.358354E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  1.197121E-20  1.882854E-24  2.232519E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  1.939843E-20  3.058977E-24  3.852598E-26  1.098463E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  3.067301E-20  4.848991E-24  6.466251E-26  1.830806E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  5.142874E-20  8.153348E-24  1.159481E-25  3.250759E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  8.378505E-20  1.331910E-23  2.012371E-25  5.590555E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  1.435439E-19  2.288803E-23  3.696299E-25  1.016688E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  2.320373E-19  3.709953E-23  6.356690E-25  1.733206E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  3.769965E-19  6.044526E-23  1.099289E-24  2.971308E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  6.199444E-19  9.968781E-23  1.926793E-24  5.162386E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  1.076973E-18  1.737497E-22  3.592363E-24  9.532859E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  1.776600E-18  2.874932E-22  6.317155E-24  1.662085E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  3.116091E-18  5.060110E-22  1.190367E-23  3.102510E-28  1.769760E-30  1.000000E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  5.139901E-18  8.373012E-22  2.093038E-23  5.410185E-28  3.202744E-30  1.000000E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  8.994016E-18  1.470462E-21  3.934199E-23  1.007694E-27  6.336197E-30  1.000000E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  1.542980E-17  2.531715E-21  7.233987E-23  1.836856E-27  1.223968E-29  1.000000E-30  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  2.706946E-17  4.458571E-21  1.364731E-22  3.434402E-27  2.431735E-29  1.000000E-30  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  4.473037E-17  7.393362E-21  2.407597E-22  6.010839E-27  4.494918E-29  1.000000E-30  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  1.041605E-16  1.732173E-20  6.267725E-22  1.544171E-26  1.267143E-28  1.000000E-30  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  2.237715E-16  3.742841E-20  1.492666E-21  3.633589E-26  3.248649E-28  1.000000E-30  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  4.620428E-16  7.772476E-20  3.405758E-21  8.196846E-26  7.961840E-28  1.000000E-30  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  8.955539E-16  1.514737E-19  7.248007E-21  1.726307E-25  1.811882E-27  1.000000E-30  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  1.686001E-15  2.867266E-19  1.495476E-20  3.526302E-25  3.992629E-27  1.000000E-30  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  4.165861E-15  7.142955E-19  4.230478E-20  9.832176E-25  1.244958E-26  1.000000E-30  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  9.257631E-15  1.599634E-18  1.064121E-19  2.441510E-24  3.423784E-26  1.000000E-30  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  1.891096E-14  3.291481E-18  2.436896E-19  5.526939E-24  8.513720E-26  1.732529E-30  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  3.585256E-14  6.283032E-18  5.133004E-19  1.152137E-23  1.935037E-25  3.824228E-30  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  5.180770E-14  9.116155E-18  7.890157E-19  1.760451E-23  3.110234E-25  6.125695E-30  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  7.633127E-14  1.349057E-17  1.241767E-18  2.753282E-23  5.134164E-25  1.007381E-29  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  1.216806E-13  2.162311E-17  2.145629E-18  4.721613E-23  9.404353E-25  1.836928E-29  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  1.863217E-13  3.328055E-17  3.540408E-18  7.737671E-23  1.638166E-24  3.186714E-29  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  3.882532E-13  6.998835E-17  8.410974E-18  1.816855E-22  4.280171E-24  8.268472E-29  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  7.507772E-13  1.365117E-16  1.834710E-17  3.922054E-22  1.019144E-23  1.956697E-28  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  1.372361E-12  2.515846E-16  3.752213E-17  7.945946E-22  2.261580E-23  4.318157E-28  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  2.417656E-12  4.467666E-16  7.360602E-17  1.545110E-21  4.797910E-23  9.114044E-28  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  4.007445E-12  7.460401E-16  1.345563E-16  2.802648E-21  9.420024E-23  1.781330E-27  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  6.349081E-12  1.190217E-15  2.334982E-16  4.829257E-21  1.746974E-22  3.290051E-27  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  1.032609E-11  1.950609E-15  4.190926E-16  8.603192E-21  3.369626E-22  6.318706E-27  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  1.640553E-11  3.122629E-15  7.333937E-16  1.494789E-20  6.328440E-22  1.181853E-26  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  2.504171E-11  4.801153E-15  1.226616E-15  2.483610E-20  1.131644E-21  2.105434E-26  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  3.747210E-11  7.236938E-15  2.009744E-15  4.043233E-20  1.981497E-21  3.673199E-26  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  5.398456E-11  1.049910E-14  3.155568E-15  6.310682E-20  3.313785E-21  6.122290E-26  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  7.636054E-11  1.495593E-14  4.865246E-15  9.673115E-20  5.442298E-21  1.002180E-25  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  1.066189E-10  2.103536E-14  7.420791E-15  1.466757E-19  8.856923E-21  1.625612E-25  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  1.440338E-10  2.862083E-14  1.092127E-14  2.146595E-19  1.388097E-20  2.539794E-25  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  1.903214E-10  3.809221E-14  1.572649E-14  3.074095E-19  2.129040E-20  3.883593E-25  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  2.412716E-10  4.861634E-14  2.159309E-14  4.199695E-19  3.099778E-20  5.638602E-25  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  3.084519E-10  6.263787E-14  3.024173E-14  5.848669E-19  4.642419E-20  8.418447E-25  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  3.766732E-10  7.703597E-14  4.011129E-14  7.718572E-19  6.543368E-20  1.183290E-24  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  4.470717E-10  9.205645E-14  5.150598E-14  9.864933E-19  8.902777E-20  1.605844E-24  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  5.318852E-10  1.103779E-13  6.702045E-14  1.276952E-18  1.237412E-19  2.225664E-24  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  6.300828E-10  1.319132E-13  8.774840E-14  1.662391E-18  1.744102E-19  3.127417E-24  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  7.205208E-10  1.520691E-13  1.098861E-13  2.071368E-18  2.335322E-19  4.176386E-24  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  8.065823E-10  1.715675E-13  1.342049E-13  2.517961E-18  3.041359E-19  5.425638E-24  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  8.973268E-10  1.925007E-13  1.639923E-13  3.061743E-18  3.983032E-19  7.087390E-24  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  9.909365E-10  2.145375E-13  2.001456E-13  3.717750E-18  5.233867E-19  9.288801E-24  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  1.074571E-09  2.346408E-13  2.381163E-13  4.402841E-18  6.668108E-19  1.180674E-23  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  1.163912E-09  2.565957E-13  2.858684E-13  5.259657E-18  8.638406E-19  1.525748E-23  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  1.241713E-09  2.761388E-13  3.345311E-13  6.128334E-18  1.082556E-18  1.907951E-23  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  1.377797E-09  3.111957E-13  4.372970E-13  7.951883E-18  1.597565E-18  2.805537E-23  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  1.458412E-09  3.324446E-13  5.094665E-13  9.225605E-18  1.998360E-18  3.502411E-23  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  1.541864E-09  3.547221E-13  5.925353E-13  1.068653E-17  2.494638E-18  4.363926E-23  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  1.683716E-09  3.929906E-13  7.506336E-13  1.345607E-17  3.528056E-18  6.154562E-23  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  1.772199E-09  4.170292E-13  8.584541E-13  1.533850E-17  4.291346E-18  7.475065E-23  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  1.868834E-09  4.433594E-13  9.828045E-13  1.750469E-17  5.222414E-18  9.084127E-23  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  2.079537E-09  5.008340E-13  1.272656E-12  2.253977E-17  7.568790E-18  1.313349E-22  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  2.326399E-09  5.682819E-13  1.639313E-12  2.888782E-17  1.082693E-17  1.874753E-22  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  2.621651E-09  6.490481E-13  2.108930E-12  3.699503E-17  1.537042E-17  2.656583E-22  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  2.979940E-09  7.472385E-13  2.717610E-12  4.747553E-17  2.174457E-17  3.752142E-22  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  3.423651E-09  8.692141E-13  3.522841E-12  6.130574E-17  3.083991E-17  5.313742E-22  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  3.968234E-09  1.019461E-12  4.579243E-12  7.940826E-17  4.366209E-17  7.513125E-22  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  4.589648E-09  1.191602E-12  5.863728E-12  1.013734E-16  6.031178E-17  1.036670E-21  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  5.362477E-09  1.406662E-12  7.562357E-12  1.303641E-16  8.372772E-17  1.437701E-21  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  6.481020E-09  1.719582E-12  1.019041E-11  1.751278E-16  1.223686E-16  2.099006E-21  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  7.827876E-09  2.098509E-12  1.358150E-11  2.327780E-16  1.755048E-16  3.007793E-21  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  9.866727E-09  2.675840E-12  1.909913E-11  3.263970E-16  2.678037E-16  4.585389E-21  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  1.260881E-08  3.457990E-12  2.711606E-11  4.621516E-16  4.113148E-16  7.036865E-21  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  1.713812E-08  4.760892E-12  4.156895E-11  7.063776E-16  6.898126E-16  1.179147E-20  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  2.310194E-08  6.492269E-12  6.241833E-11  1.057962E-15  1.122686E-15  1.917784E-20  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  4.299873E-08  1.235576E-11  1.426682E-10  2.407058E-15  2.992155E-15  5.105665E-20  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  5.896459E-08  1.712707E-11  2.160363E-10  3.637318E-15  4.879431E-15  8.322466E-20  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  7.878102E-08  2.310742E-11  3.155950E-10  5.303951E-15  7.620222E-15  1.299292E-19  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  1.396921E-07  4.177505E-11  6.670801E-10  1.117329E-14  1.837188E-14  3.130922E-19  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.889985E-07  5.711582E-11  9.923314E-10  1.659261E-14  2.934051E-14  4.999197E-19  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  2.481335E-07  7.571965E-11  1.422232E-09  2.374465E-14  4.490441E-14  7.650011E-19  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  4.059903E-07  1.262251E-10  2.749876E-09  4.578377E-14  9.839665E-14  1.676063E-18  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  5.885585E-07  1.858281E-10  4.572354E-09  7.596612E-14  1.813239E-13  3.088593E-18  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  8.275466E-07  2.653887E-10  7.382280E-09  1.224059E-13  3.247189E-13  5.531596E-18  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.097998E-06  3.572108E-10  1.111436E-08  1.839705E-13  5.375207E-13  9.158148E-18  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  1.411558E-06  4.657652E-10  1.617669E-08  2.673393E-13  8.587561E-13  1.463466E-17  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  1.759751E-06  5.887072E-10  2.275388E-08  3.754904E-13  1.322336E-12  2.254140E-17  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  2.352123E-06  8.032202E-10  3.636456E-08  5.989039E-13  2.416931E-12  4.122336E-17  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  2.695376E-06  9.304385E-10  4.575564E-08  7.528415E-13  3.262586E-12  5.566613E-17  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  3.056977E-06  1.066679E-09  5.696804E-08  9.364728E-13  4.356645E-12  7.436113E-17  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  3.798728E-06  1.353104E-09  8.454220E-08  1.387531E-12  7.387976E-12  1.262051E-16  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  4.262785E-06  1.536974E-09  1.052586E-07  1.726054E-12  9.946886E-12  1.700100E-16  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  4.704685E-06  1.715377E-09  1.278416E-07  2.094835E-12  1.298236E-11  2.220108E-16  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  5.399069E-06  2.002257E-09  1.695961E-07  2.776203E-12  1.920509E-11  3.287146E-16  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  6.068599E-06  2.286543E-09  2.180730E-07  3.566719E-12  2.732659E-11  4.681401E-16  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  6.734475E-06  2.576943E-09  2.757401E-07  4.506595E-12  3.812253E-11  6.536978E-16  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  7.442557E-06  2.894472E-09  3.495308E-07  5.708754E-12  5.357637E-11  9.196487E-16  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  8.102961E-06  3.199162E-09  4.319067E-07  7.050355E-12  7.282774E-11  1.251388E-15  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  8.727121E-06  3.495227E-09  5.241514E-07  8.552376E-12  9.671314E-11  1.663511E-15  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  9.157914E-06  3.704514E-09  5.979181E-07  9.753405E-12  1.174836E-10  2.022272E-15  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  9.550597E-06  3.899062E-09  6.734442E-07  1.098303E-11  1.402183E-10  2.415308E-15  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  1.003990E-05  4.146910E-09  7.802283E-07  1.272154E-11  1.748002E-10  3.013755E-15  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  1.057127E-05  4.423569E-09  9.151164E-07  1.491767E-11  2.224114E-10  3.838678E-15  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  1.120717E-05  4.766436E-09  1.109427E-06  1.808162E-11  2.983915E-10  5.157074E-15  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.176228E-05  5.078385E-09  1.319134E-06  2.149693E-11  3.897764E-10  6.745279E-15  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.235100E-05  5.425351E-09  1.596853E-06  2.602118E-11  5.252997E-10  9.104661E-15  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.286828E-05  5.748437E-09  1.909276E-06  3.111288E-11  6.969924E-10  1.209937E-14  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  1.335092E-05  6.072935E-09  2.297988E-06  3.745133E-11  9.384220E-10  1.631876E-14  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  1.372827E-05  6.351808E-09  2.716001E-06  4.427222E-11  1.232142E-09  2.146271E-14  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  1.407767E-05  6.649020E-09  3.291662E-06  5.367401E-11  1.694690E-09  2.958261E-14  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  1.429070E-05  6.883814E-09  3.920017E-06  6.394801E-11  2.277327E-09  3.983709E-14  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  1.437786E-05  7.142594E-09  5.057783E-06  8.258323E-11  3.547164E-09  6.226494E-14  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  1.429857E-05  7.224402E-09  5.758048E-06  9.407411E-11  4.474961E-09  7.870609E-14  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  1.412320E-05  7.257641E-09  6.516852E-06  1.065439E-10  5.614366E-09  9.894636E-14  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.377951E-05  7.233968E-09  7.541387E-06  1.234132E-10  7.394522E-09  1.306629E-13  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  1.333255E-05  7.144464E-09  8.583154E-06  1.406076E-10  9.522003E-09  1.686953E-13  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  1.279840E-05  6.994453E-09  9.632768E-06  1.579756E-10  1.203142E-08  2.137018E-13  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  1.224446E-05  6.811802E-09  1.060726E-05  1.741449E-10  1.474145E-08  2.624629E-13  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  1.157857E-05  6.567997E-09  1.168469E-05  1.920779E-10  1.823972E-08  3.256186E-13  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  1.116378E-05  6.405542E-09  1.231785E-05  2.026466E-10  2.058221E-08  3.680274E-13  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  1.075981E-05  6.239843E-09  1.290989E-05  2.125490E-10  2.298886E-08  4.116833E-13  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  9.818478E-06  5.832743E-09  1.422379E-05  2.346095E-10  2.923116E-08  5.253031E-13  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  8.990132E-06  5.453657E-09  1.531860E-05  2.530958E-10  3.562816E-08  6.422578E-13  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  8.186537E-06  5.068219E-09  1.633219E-05  2.703111E-10  4.283820E-08  7.746188E-13  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  7.024263E-06  4.482593E-09  1.772307E-05  2.941365E-10  5.559082E-08  1.009965E-12  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  6.023896E-06  3.953851E-09  1.885099E-05  3.137013E-10  6.970900E-08  1.272148E-12  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  5.139975E-06  3.465649E-09  1.978653E-05  3.301648E-10  8.567809E-08  1.570431E-12  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  4.424310E-06  3.056357E-09  2.049429E-05  3.428497E-10  1.022224E-07  1.881227E-12  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  3.811178E-06  2.694671E-09  2.105500E-05  3.531248E-10  1.201914E-07  2.220584E-12  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  3.283222E-06  2.373626E-09  2.149436E-05  3.613998E-10  1.396792E-07  2.590458E-12  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  2.775636E-06  2.056369E-09  2.186457E-05  3.686720E-10  1.637082E-07  3.048987E-12  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  2.308075E-06  1.755435E-09  2.214190E-05  3.745253E-10  1.928762E-07  3.608818E-12  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.928911E-06  1.503803E-09  2.230427E-05  3.784255E-10  2.241662E-07  4.212773E-12  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.566885E-06  1.256603E-09  2.237821E-05  3.810467E-10  2.645650E-07  4.997412E-12  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.277327E-06  1.052763E-09  2.235232E-05  3.819687E-10  3.090641E-07  5.867211E-12  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  9.241494E-07  7.947195E-10  2.215109E-05  3.807169E-10  3.904503E-07  7.471078E-12  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  7.726220E-07  6.801562E-10  2.196750E-05  3.788039E-10  4.421838E-07  8.498595E-12  1.000000E-30  1.000000E-30
