 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                mo94          mo95          mo96          mo97          mo98          mo99          mo100         mo101
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.552409E-30  4.990609E-30  5.257477E-30  3.352324E-30  2.345400E-30
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.613350E-30  5.299363E-30  5.760719E-30  3.690084E-30  2.492391E-30
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.550842E-30  5.320314E-30  5.929200E-30  3.960345E-30  2.905859E-30
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.883584E-30  6.355704E-30  7.393850E-30  4.970162E-30  3.589125E-30
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.522026E-30  5.569597E-30  6.532968E-30  4.601502E-30  3.430958E-30
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.807011E-30  6.639693E-30  8.099560E-30  5.802204E-30  4.385696E-30
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.704574E-30  6.320918E-30  7.548115E-30  5.652343E-30  4.569859E-30
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.236009E-30  7.860575E-30  9.780106E-30  7.408226E-30  5.710948E-30
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.550657E-30  8.889376E-30  1.129790E-29  8.858634E-30  7.077836E-30
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.426839E-30  5.226777E-30  1.338583E-29  1.730848E-29  1.396926E-29  1.148943E-29
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  2.280649E-30  8.391234E-30  2.184980E-29  2.861450E-29  2.340361E-29  1.945558E-29
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  7.019952E-30  2.668456E-29  7.229214E-29  9.764939E-29  8.313430E-29  7.117583E-29
    109  4.603616864208E-02  1.000000E-30  1.975225E-30  1.650671E-29  6.430922E-29  1.792920E-28  2.474050E-28  2.161056E-28  1.883589E-28
    110  4.624194314299E-02  1.000000E-30  4.322922E-30  3.710735E-29  1.481117E-28  4.246603E-28  5.985091E-28  5.371044E-28  4.769485E-28
    111  4.641297951594E-02  1.000000E-30  8.117829E-30  7.134719E-29  2.904633E-28  8.521013E-28  1.222038E-27  1.121931E-27  1.012161E-27
    112  4.656990459822E-02  1.329999E-30  1.418306E-29  1.274429E-28  5.283167E-28  1.582688E-27  2.306291E-27  2.162314E-27  1.979391E-27
    113  4.671253119976E-02  2.135772E-30  2.312502E-29  2.120137E-28  8.934719E-28  2.728003E-27  4.033187E-27  3.854365E-27  3.575322E-27
    114  4.684580987606E-02  3.265118E-30  3.593261E-29  3.357520E-28  1.436878E-27  4.465998E-27  6.692680E-27  6.511451E-27  6.115302E-27
    115  4.697520204195E-02  4.859752E-30  5.434102E-29  5.172541E-28  2.247018E-27  7.106058E-27  1.079005E-26  1.068226E-26  1.015381E-26
    116  4.709649788536E-02  6.969486E-30  7.911131E-29  7.662667E-28  3.375862E-27  1.085100E-26  1.668107E-26  1.678659E-26  1.613722E-26
    117  4.721637454993E-02  9.844908E-30  1.134312E-28  1.117828E-27  4.993683E-27  1.631175E-26  2.538392E-26  2.596134E-26  2.523719E-26
    118  4.732862910872E-02  1.347931E-29  1.574983E-28  1.577455E-27  7.139461E-27  2.367573E-26  3.726758E-26  3.869811E-26  3.801405E-26
    119  4.750539400184E-02  2.174106E-29  2.597340E-28  2.668814E-27  1.232953E-26  4.187107E-26  6.710576E-26  7.136517E-26  7.126428E-26
    120  4.767210524850E-02  3.355585E-29  4.093884E-28  4.309754E-27  2.030171E-26  7.051779E-26  1.149627E-25  1.250627E-25  1.268468E-25
    121  4.783406579930E-02  5.043355E-29  6.280187E-28  6.769259E-27  3.249704E-26  1.153848E-25  1.912571E-25  2.127032E-25  2.190318E-25
    122  4.799263518131E-02  7.425379E-29  9.433855E-28  1.040684E-26  5.089598E-26  1.846482E-25  3.110858E-25  3.535383E-25  3.695006E-25
    123  4.815339657435E-02  1.087077E-28  1.409632E-27  1.592100E-26  7.934575E-26  2.942349E-25  5.039669E-25  5.854753E-25  6.211939E-25
    124  4.832264594384E-02  1.606645E-28  2.128806E-27  2.464935E-26  1.253131E-25  4.755579E-25  8.288495E-25  9.855128E-25  1.062368E-24
    125  4.849826454798E-02  2.384970E-28  3.231823E-27  3.840216E-26  1.993080E-25  7.747649E-25  1.375001E-24  1.674836E-24  1.835466E-24
    126  4.867786870736E-02  3.537688E-28  4.905446E-27  5.985604E-26  3.173029E-25  1.264207E-24  2.285606E-24  2.853743E-24  3.180675E-24
    127  4.885872256535E-02  5.215371E-28  7.401702E-27  9.276616E-26  5.023789E-25  2.051978E-24  3.779828E-24  4.838672E-24  5.485515E-24
    128  4.903755607841E-02  7.595108E-28  1.103005E-26  1.419580E-25  7.852142E-25  3.287213E-24  6.168252E-24  8.093861E-24  9.331583E-24
    129  4.921259737621E-02  1.089721E-27  1.618698E-26  2.138227E-25  1.207503E-24  5.178715E-24  9.895346E-24  1.330323E-23  1.559247E-23
    130  4.938368810460E-02  1.541412E-27  2.340858E-26  3.172040E-25  1.828061E-24  8.027961E-24  1.561429E-23  2.149637E-23  2.560510E-23
    131  4.955132280349E-02  2.153413E-27  3.342066E-26  4.643599E-25  2.729991E-24  1.227076E-23  2.428578E-23  3.422360E-23  4.141485E-23
    132  4.971624312404E-02  2.977473E-27  4.720985E-26  6.723501E-25  4.031164E-24  1.853940E-23  3.732744E-23  5.382580E-23  6.615857E-23
    133  4.987811857735E-02  4.073879E-27  6.596841E-26  9.626014E-25  5.883908E-24  2.767725E-23  5.667354E-23  8.359243E-23  1.043300E-22
    134  5.003799836445E-02  5.528724E-27  9.141326E-26  1.366381E-24  8.513119E-24  4.094894E-23  8.525993E-23  1.286053E-22  1.629571E-22
    135  5.019682549602E-02  7.457802E-27  1.258950E-25  1.927418E-24  1.223907E-23  6.019437E-23  1.274281E-22  1.965455E-22  2.528211E-22
    136  5.035511419132E-02  1.001000E-26  1.725166E-25  2.705141E-24  1.750666E-23  8.803435E-23  1.894761E-22  2.988294E-22  3.902060E-22
    137  5.051299755300E-02  1.337271E-26  2.352928E-25  3.778793E-24  2.492292E-23  1.281399E-22  2.803955E-22  4.521742E-22  5.993584E-22
    138  5.067010535678E-02  1.776937E-26  3.191718E-25  5.249572E-24  3.528370E-23  1.854679E-22  4.125853E-22  6.802771E-22  9.152739E-22
    139  5.082726902819E-02  2.351885E-26  4.312713E-25  7.264881E-24  4.976209E-23  2.674397E-22  6.048418E-22  1.019705E-21  1.392622E-21
    140  5.098506829486E-02  3.103333E-26  5.810267E-25  1.002570E-23  6.999230E-23  3.846528E-22  8.844937E-22  1.524919E-21  2.114133E-21
    141  5.114361869269E-02  4.082149E-26  7.804553E-25  1.379675E-23  9.818161E-23  5.518312E-22  1.290286E-21  2.275218E-21  3.202382E-21
    142  5.130328078870E-02  5.354587E-26  1.045576E-24  1.894039E-23  1.374139E-22  7.900470E-22  1.878658E-21  3.388896E-21  4.843124E-21
    143  5.146205644840E-02  6.977973E-26  1.391536E-24  2.582818E-23  1.910250E-22  1.123373E-21  2.716455E-21  5.012449E-21  7.272828E-21
    144  5.162089365231E-02  9.045796E-26  1.842324E-24  3.503933E-23  2.641940E-22  1.589250E-21  3.908117E-21  7.376938E-21  1.086740E-20
    145  5.177902725711E-02  1.164588E-25  2.422260E-24  4.720354E-23  3.628174E-22  2.232387E-21  5.582374E-21  1.077864E-20  1.612080E-20
    146  5.193558292952E-02  1.486536E-25  3.156985E-24  6.302350E-23  4.937219E-22  3.106616E-21  7.898362E-21  1.559652E-20  2.367848E-20
    147  5.207655208218E-02  1.841494E-25  3.985212E-24  8.131264E-23  6.480521E-22  4.161098E-21  1.073895E-20  2.164018E-20  3.330106E-20
    148  5.220437120847E-02  2.225132E-25  4.898519E-24  1.019471E-22  8.252921E-22  5.397466E-21  1.412041E-20  2.898317E-20  4.515144E-20
    149  5.240275279905E-02  2.954945E-25  6.679994E-24  1.433650E-22  1.189081E-21  8.002449E-21  2.138333E-20  4.517154E-20  7.173204E-20
    150  5.258707116153E-02  3.801010E-25  8.808104E-24  1.945407E-22  1.650392E-21  1.140656E-20  3.108378E-20  6.743521E-20  1.089978E-19
    151  5.276353482958E-02  4.781255E-25  1.134580E-23  2.575809E-22  2.233039E-21  1.583280E-20  4.396630E-20  9.785527E-20  1.608765E-19
    152  5.293536770993E-02  5.908591E-25  1.434938E-23  3.346346E-22  2.962968E-21  2.153849E-20  6.091974E-20  1.390167E-19  2.323641E-19
    153  5.310288915571E-02  7.178036E-25  1.783058E-23  4.268555E-22  3.858203E-21  2.873687E-20  8.274934E-20  1.934884E-19  3.286768E-19
    154  5.325369291828E-02  8.463561E-25  2.145717E-23  5.259743E-22  4.843370E-21  3.687626E-20  1.079189E-19  2.579558E-19  4.446181E-19
    155  5.339308966526E-02  9.766674E-25  2.523241E-23  6.322020E-22  5.922554E-21  4.601913E-20  1.367050E-19  3.334838E-19  5.825942E-19
    156  5.362726198018E-02  1.217536E-24  3.246833E-23  8.440289E-22  8.139521E-21  6.545553E-20  1.994228E-19  5.035652E-19  9.000517E-19
    157  5.383816121000E-02  1.453183E-24  3.988227E-23  1.071905E-21  1.061080E-20  8.800690E-20  2.742762E-19  7.142986E-19  1.302973E-18
    158  5.403768730975E-02  1.686085E-24  4.755134E-23  1.319090E-21  1.338538E-20  1.143276E-19  3.640584E-19  9.763924E-19  1.815882E-18
    159  5.422986619970E-02  1.913677E-24  5.540567E-23  1.584588E-21  1.646842E-20  1.447027E-19  4.704454E-19  1.298003E-18  2.459479E-18
    160  5.440569294967E-02  2.119865E-24  6.287117E-23  1.849150E-21  1.964396E-20  1.771529E-19  5.870134E-19  1.662331E-18  3.204182E-18
    161  5.456994612052E-02  2.307138E-24  6.998351E-23  2.112949E-21  2.291127E-20  2.117074E-19  7.141109E-19  2.072101E-18  4.058436E-18
    162  5.485681963417E-02  2.613592E-24  8.246145E-23  2.606507E-21  2.929699E-20  2.825354E-19  9.832962E-19  2.978182E-18  5.999684E-18
    163  5.511708850657E-02  2.861864E-24  9.359240E-23  3.084395E-21  3.581761E-20  3.590606E-19  1.285439E-18  4.046962E-18  8.362223E-18
    164  5.536560227933E-02  3.067341E-24  1.038095E-22  3.560460E-21  4.265708E-20  4.438072E-19  1.632459E-18  5.334009E-18  1.129285E-17
    165  5.559867087093E-02  3.229714E-24  1.128831E-22  4.019843E-21  4.959587E-20  5.343600E-19  2.016260E-18  6.822580E-18  1.477845E-17
    166  5.582344501454E-02  3.357051E-24  1.210464E-22  4.470161E-21  5.673965E-20  6.323671E-19  2.445526E-18  8.559963E-18  1.895587E-17
    167  5.608267729631E-02  3.468182E-24  1.296375E-22  4.993069E-21  6.549108E-20  7.590491E-19  3.020172E-18  1.099367E-17  2.497486E-17
    168  5.632179590432E-02  3.537165E-24  1.366907E-22  5.473615E-21  7.400600E-20  8.893867E-19  3.633095E-18  1.371276E-17  3.189551E-17
    169  5.658568452696E-02  3.577013E-24  1.434115E-22  5.995320E-21  8.382604E-20  1.048626E-18  4.410025E-18  1.732643E-17  4.136577E-17
    170  5.682194908758E-02  3.581862E-24  1.484261E-22  6.449418E-21  9.293218E-20  1.205177E-18  5.202440E-18  2.118928E-17  5.178539E-17
    171  5.707748662895E-02  3.556681E-24  1.527501E-22  6.921265E-21  1.030402E-19  1.389503E-18  6.170228E-18  2.613218E-17  6.550500E-17
    172  5.730159219632E-02  3.510843E-24  1.555971E-22  7.314793E-21  1.120683E-19  1.564087E-18  7.120308E-18  3.120993E-17  7.999483E-17
    173  5.769211250520E-02  3.384623E-24  1.584750E-22  7.945971E-21  1.279996E-19  1.897186E-18  9.020251E-18  4.198794E-17  1.118897E-16
    174  5.804755660481E-02  3.227535E-24  1.589096E-22  8.452012E-21  1.425356E-19  2.232134E-18  1.104209E-17  5.430399E-17  1.499382E-16
    175  5.837706807704E-02  3.056146E-24  1.576704E-22  8.859348E-21  1.559096E-19  2.569910E-18  1.319058E-17  6.827580E-17  1.948383E-16
    176  5.868213309337E-02  2.882141E-24  1.552870E-22  9.181930E-21  1.681088E-19  2.906116E-18  1.543571E-17  8.378775E-17  2.465387E-16
    177  5.897372529375E-02  2.707130E-24  1.520502E-22  9.441043E-21  1.795339E-19  3.248660E-18  1.783055E-17  1.013035E-16  3.069498E-16
    178  5.927019313219E-02  2.524712E-24  1.479438E-22  9.655696E-21  1.908534E-19  3.618225E-18  2.053417E-17  1.222197E-16  3.815613E-16
    179  5.955970264735E-02  2.345281E-24  1.432560E-22  9.818085E-21  2.015522E-19  3.999665E-18  2.345429E-17  1.461129E-16  4.696957E-16
