 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ca41          ca42          ca43          ca44          ca45          ca46          ca47          ca48 
    175  5.837706807704E-02  6.997614E-22  4.494193E-19  3.658466E-18  6.383044E-17  2.371914E-15  8.346690E-13  2.883498E-11  5.479394E-09
    176  5.868213309337E-02  6.508126E-22  4.277099E-19  3.485225E-18  4.716419E-17  1.364085E-15  4.586270E-13  1.655701E-11  3.335545E-09
    177  5.897372529375E-02  6.062786E-22  4.069632E-19  3.325525E-18  3.887846E-17  8.648222E-16  2.649624E-13  9.974258E-12  2.124438E-09
    178  5.927019313219E-02  5.632970E-22  3.859858E-19  3.167148E-18  3.419962E-17  5.940180E-16  1.574928E-13  6.184350E-12  1.393592E-09
    179  5.955970264735E-02  5.235587E-22  3.657167E-19  3.015694E-18  3.143652E-17  4.480366E-16  9.962548E-14  4.075550E-12  9.702861E-10
    180  5.987296131417E-02  4.830139E-22  3.441312E-19  2.855207E-18  2.943735E-17  3.572200E-16  6.493775E-14  2.776319E-12  7.016620E-10
    181  6.018239261751E-02  4.454463E-22  3.232386E-19  2.699999E-18  2.796460E-17  3.026704E-16  4.581689E-14  2.045920E-12  5.485401E-10
    182  6.051941164510E-02  4.072649E-22  3.010666E-19  2.534890E-18  2.663968E-17  2.633601E-16  3.380535E-14  1.582937E-12  4.526983E-10
    183  6.081686890997E-02  3.758609E-22  2.820765E-19  2.392798E-18  2.559552E-17  2.379212E-16  2.721119E-14  1.329030E-12  4.024820E-10
    184  6.107970107709E-02  3.498400E-22  2.657970E-19  2.270275E-18  2.472819E-17  2.196488E-16  2.311556E-14  1.172087E-12  3.734521E-10
    185  6.149099227918E-02  3.122261E-22  2.413470E-19  2.084671E-18  2.343331E-17  1.959369E-16  1.852893E-14  9.966696E-13  3.440265E-10
    186  6.184187848266E-02  2.829692E-22  2.215445E-19  1.932654E-18  2.236813E-17  1.788453E-16  1.563319E-14  8.846973E-13  3.272616E-10
    187  6.212841772032E-02  2.609130E-22  2.061292E-19  1.813037E-18  2.151611E-17  1.664582E-16  1.370598E-14  8.085392E-13  3.165440E-10
    188  6.241083345826E-02  2.407017E-22  1.916219E-19  1.699301E-18  2.068871E-17  1.553608E-16  1.208244E-14  7.425924E-13  3.074773E-10
    189  6.286334795077E-02  2.112764E-22  1.698279E-19  1.526024E-18  1.938483E-17  1.394776E-16  9.910851E-15  6.504943E-13  2.946845E-10
    190  6.324448148531E-02  1.891107E-22  1.528715E-19  1.388939E-18  1.830627E-17  1.276154E-16  8.401641E-15  5.827548E-13  2.848080E-10
    191  6.354755735680E-02  1.730482E-22  1.402960E-19  1.285845E-18  1.746253E-17  1.190119E-16  7.365068E-15  5.338343E-13  2.772893E-10
    192  6.382753282149E-02  1.593567E-22  1.293861E-19  1.195311E-18  1.669425E-17  1.116423E-16  6.519603E-15  4.921460E-13  2.705102E-10
    193  6.429792763326E-02  1.386378E-22  1.125531E-19  1.053410E-18  1.542939E-17  1.003617E-16  5.309237E-15  4.290066E-13  2.593580E-10
    194  6.470641913937E-02  1.227567E-22  9.940598E-20  9.405001E-19  1.436077E-17  9.154352E-17  4.439387E-15  3.804336E-13  2.498472E-10
    195  6.514351188605E-02  1.077023E-22  8.677602E-20  8.301058E-19  1.325241E-17  8.297656E-17  3.663331E-15  3.341834E-13  2.398242E-10
    196  6.551961572666E-02  9.618244E-23  7.702524E-20  7.434574E-19  1.233155E-17  7.623594E-17  3.100792E-15  2.984386E-13  2.313337E-10
    197  6.614173306661E-02  7.968807E-23  6.299264E-20  6.163116E-19  1.088170E-17  6.621004E-17  2.349525E-15  2.469059E-13  2.175722E-10
    198  6.666431851744E-02  6.797720E-23  5.303559E-20  5.241272E-19  9.740965E-18  5.874053E-17  1.859865E-15  2.101758E-13  2.063098E-10
    199  6.714973898932E-02  5.859943E-23  4.511311E-20  4.494798E-19  8.749196E-18  5.248737E-17  1.496604E-15  1.807353E-13  1.961288E-10
    200  6.763365269933E-02  5.049272E-23  3.833491E-20  3.846183E-19  7.828192E-18  4.684236E-17  1.203314E-15  1.551088E-13  1.862812E-10
    201  6.810748363549E-02  4.360410E-23  3.265626E-20  3.295184E-19  6.993099E-18  4.183545E-17  9.721219E-16  1.333796E-13  1.769468E-10
    202  6.886988901479E-02  3.436685E-23  2.521090E-20  2.561725E-19  5.788179E-18  3.475240E-17  6.908130E-16  1.044256E-13  1.626084E-10
    203  6.932442343830E-02  2.977981E-23  2.160707E-20  2.202119E-19  5.149484E-18  3.104552E-17  5.639285E-16  9.009179E-14  1.544746E-10
    204  6.977291475786E-02  2.582579E-23  1.856302E-20  1.896119E-19  4.575386E-18  2.773036E-17  4.619080E-16  7.777454E-14  1.467581E-10
    205  7.051837306122E-02  2.033044E-23  1.444488E-20  1.479249E-19  3.738119E-18  2.290526E-17  3.329070E-16  6.083464E-14  1.346168E-10
    206  7.120724846930E-02  1.625104E-23  1.148298E-20  1.177891E-19  3.084063E-18  1.912507E-17  2.473000E-16  4.839365E-14  1.241476E-10
    207  7.185571854523E-02  1.312700E-23  9.274570E-21  9.528690E-20  2.562408E-18  1.608842E-17  1.878493E-16  3.892055E-14  1.149327E-10
    208  7.250556240022E-02  1.057214E-23  7.507919E-21  7.731165E-20  2.121031E-18  1.349201E-17  1.436857E-16  3.126602E-14  1.063089E-10
    209  7.308358088908E-02  8.702521E-24  6.236098E-21  6.441254E-20  1.788614E-18  1.151228E-17  1.139780E-16  2.570926E-14  9.913069E-11
    210  7.365083251161E-02  7.175882E-24  5.208817E-21  5.403613E-20  1.510512E-18  9.834076E-18  9.135150E-17  2.117860E-14  9.251605E-11
    211  7.420607479025E-02  5.931505E-24  4.376552E-21  4.566940E-20  1.278825E-18  8.415774E-18  7.411833E-17  1.751471E-14  8.644495E-11
    212  7.477269193766E-02  4.876223E-24  3.671807E-21  3.861870E-20  1.078283E-18  7.169204E-18  6.036926E-17  1.442987E-14  8.064470E-11
    213  7.532671922740E-02  4.020132E-24  3.098506E-21  3.290767E-20  9.123282E-19  6.121157E-18  4.973548E-17  1.191885E-14  7.533371E-11
    214  7.590819975934E-02  3.278285E-24  2.597990E-21  2.793953E-20  7.657173E-19  5.179790E-18  4.092902E-17  9.750474E-15  7.013434E-11
    215  7.648106882397E-02  2.678190E-24  2.188164E-21  2.388082E-20  6.447891E-19  4.390001E-18  3.406874E-17  8.004547E-15  6.537134E-11
    216  7.706864365518E-02  2.174028E-24  1.838243E-21  2.041716E-20  5.411677E-19  3.701738E-18  2.844385E-17  6.534414E-15  6.083204E-11
    217  7.765097184480E-02  1.766185E-24  1.549368E-21  1.755323E-20  4.556187E-19  3.124061E-18  2.395709E-17  5.341216E-15  5.666169E-11
    218  7.824188421090E-02  1.429194E-24  1.304794E-21  1.511875E-20  3.834270E-19  2.628899E-18  2.027036E-17  4.357453E-15  5.275153E-11
    219  7.883216312169E-02  1.155855E-24  1.100834E-21  1.307523E-20  3.235516E-19  2.212228E-18  1.725787E-17  3.558141E-15  4.914890E-11
    220  7.934760137230E-02  9.597606E-25  9.502868E-22  1.155436E-20  2.796362E-19  1.902858E-18  1.505490E-17  2.979348E-15  4.623438E-11
    221  7.991019390762E-02  7.832337E-25  8.105916E-22  1.012853E-20  2.391954E-19  1.615083E-18  1.302277E-17  2.457953E-15  4.329398E-11
    222  8.044081450283E-02  6.465511E-25  6.988057E-22  8.973277E-21  2.070988E-19  1.384774E-18  1.139620E-17  2.053728E-15  4.074043E-11
    223  8.103419684334E-02  5.218159E-25  5.931797E-22  7.866274E-21  1.770198E-19  1.167491E-18  9.845399E-18  1.680253E-15  3.811884E-11
    224  8.158988408622E-02  4.271529E-25  5.099337E-22  6.979616E-21  1.535135E-19  9.969484E-19  8.608019E-18  1.394450E-15  3.588059E-11
    225  8.219791245697E-02  3.434959E-25  4.334001E-22  6.149931E-21  1.320766E-19  8.411682E-19  7.452516E-18  1.140610E-15  3.366110E-11
    226  8.273529679330E-02  2.836745E-25  3.764449E-22  5.521334E-21  1.162386E-19  7.261402E-19  6.575422E-18  9.568711E-16  3.188464E-11
    227  8.327310875316E-02  2.345852E-25  3.279091E-22  4.976550E-21  1.028236E-19  6.289571E-19  5.812064E-18  8.035895E-16  3.026765E-11
    228  8.381967664174E-02  1.937366E-25  2.858939E-22  4.496418E-21  9.127155E-20  5.457251E-19  5.137569E-18  6.750044E-16  2.878003E-11
    229  8.442137901789E-02  1.572788E-25  2.467603E-22  4.040447E-21  8.055791E-20  4.691845E-19  4.495207E-18  5.592352E-16  2.730560E-11
    230  8.496109010092E-02  1.306822E-25  2.169615E-22  3.686665E-21  7.242760E-20  4.116771E-19  3.993911E-18  4.726252E-16  2.610489E-11
    231  8.556251684447E-02  1.064733E-25  1.885801E-22  3.342474E-21  6.469070E-20  3.577400E-19  3.506151E-18  3.929460E-16  2.488537E-11
    232  8.609514523980E-02  8.888119E-26  1.669451E-22  3.073832E-21  5.878091E-20  3.172848E-19  3.126798E-18  3.344902E-16  2.388916E-11
    233  8.668730402486E-02  7.271740E-26  1.460613E-22  2.807851E-21  5.304800E-20  2.788559E-19  2.753423E-18  2.797368E-16  2.284617E-11
    234  8.725638446658E-02  5.990625E-26  1.285698E-22  2.578123E-21  4.819855E-20  2.471888E-19  2.435041E-18  2.354840E-16  2.188458E-11
    235  8.784892152766E-02  4.885490E-26  1.125438E-22  2.359707E-21  4.368162E-20  2.186045E-19  2.139175E-18  1.968664E-16  2.090408E-11
    236  8.837914431516E-02  4.058787E-26  9.977669E-23  2.178450E-21  4.000411E-20  1.960999E-19  1.900688E-18  1.675149E-16  2.002476E-11
    237  8.927467123273E-02  2.940612E-26  8.098467E-23  1.895691E-21  3.439535E-20  1.632855E-19  1.545475E-18  1.265259E-16  1.849128E-11
    238  9.009385267910E-02  2.161868E-26  6.629645E-23  1.655795E-21  2.975547E-20  1.376737E-19  1.265757E-18  9.719816E-17  1.701177E-11
    239  9.088007009323E-02  1.585904E-26  5.411452E-23  1.439878E-21  2.566439E-20  1.162244E-19  1.032801E-18  7.453822E-17  1.550452E-11
    240  9.160938796651E-02  1.173023E-26  4.431242E-23  1.251362E-21  2.215200E-20  9.862607E-20  8.454669E-19  5.770892E-17  1.404583E-11
    241  9.231864750676E-02  8.626617E-27  3.606181E-23  1.079813E-21  1.899901E-20  8.341025E-20  6.881084E-19  4.454855E-17  1.259383E-11
    242  9.335415502949E-02  5.368358E-27  2.612225E-23  8.531369E-22  1.489024E-20  6.431259E-20  4.991627E-19  2.990632E-17  1.047583E-11
    243  9.429165011748E-02  3.409703E-27  1.908184E-23  6.749027E-22  1.170204E-20  4.999657E-20  3.660186E-19  2.049988E-17  8.646056E-12
    244  9.514750284226E-02  2.210185E-27  1.407698E-23  5.359904E-22  9.242308E-21  3.921205E-20  2.716817E-19  1.430859E-17  7.105877E-12
    245  9.592869681963E-02  1.467364E-27  1.052217E-23  4.288046E-22  7.359337E-21  3.109444E-20  2.048564E-19  1.023022E-17  5.847440E-12
    246  9.638259128200E-02  1.150097E-27  8.835721E-24  3.747201E-22  6.414531E-21  2.706212E-20  1.731462E-19  8.378502E-18  5.183821E-12
    247  9.686466198075E-02  8.843524E-28  7.309427E-24  3.234703E-22  5.522580E-21  2.327891E-20  1.444391E-19  6.765275E-18  4.538050E-12
    248  9.745016881397E-02  6.396265E-28  5.774723E-24  2.691895E-22  4.581649E-21  1.931098E-20  1.155325E-19  5.209712E-18  3.835323E-12
    249  9.798964068785E-02  4.725272E-28  4.624636E-24  2.262229E-22  3.839840E-21  1.619789E-20  9.380070E-20  4.089082E-18  3.263681E-12
    250  9.892639389759E-02  2.767922E-28  3.111068E-24  1.656046E-22  2.798347E-21  1.184631E-20  6.499952E-20  2.673866E-18  2.429818E-12
    251  9.977784733458E-02  1.690010E-28  2.146546E-24  1.234598E-22  2.078215E-21  8.846783E-21  4.641391E-20  1.818754E-18  1.831836E-12
    252  1.005622893962E-01  1.066230E-28  1.511049E-24  9.340169E-23  1.567040E-21  6.719084E-21  3.395393E-20  1.273378E-18  1.392908E-12
    253  1.013070552067E-01  6.858267E-29  1.074660E-24  7.115861E-23  1.190284E-21  5.148905E-21  2.521590E-20  9.096699E-19  1.061982E-12
    254  1.019791947326E-01  4.590708E-29  7.850870E-25  5.533512E-23  9.232155E-22  4.032826E-21  1.927123E-20  6.724037E-19  8.226082E-13
    255  1.025982572428E-01  3.163481E-29  5.846776E-25  4.366544E-23  7.268644E-22  3.209133E-21  1.504171E-20  5.093945E-19  6.435199E-13
    256  1.032644197032E-01  2.114398E-29  4.233836E-25  3.365825E-23  5.589626E-22  2.501044E-21  1.152624E-20  3.787256E-19  4.885558E-13
    257  1.039121745974E-01  1.425602E-29  3.075104E-25  2.598452E-23  4.305753E-22  1.955850E-21  8.901028E-21  2.843767E-19  3.686842E-13
    258  1.045193471709E-01  9.830007E-30  2.266291E-25  2.028186E-23  3.354130E-22  1.548438E-21  6.988719E-21  2.177064E-19  2.791105E-13
    259  1.051181778144E-01  6.800921E-30  1.669138E-25  1.580915E-23  2.609476E-22  1.226564E-21  5.509563E-21  1.676738E-19  2.090165E-13
    260  1.056826419982E-01  4.797181E-30  1.245444E-25  1.244467E-23  2.050542E-22  9.823295E-22  4.405871E-21  1.313494E-19  1.566800E-13
    261  1.062431336111E-01  3.384866E-30  9.268803E-26  9.768343E-24  1.606844E-22  7.861019E-22  3.530273E-21  1.032258E-19  1.156104E-13
    262  1.068146627648E-01  2.367903E-30  6.828928E-26  7.598447E-24  1.247793E-22  6.250490E-22  2.818465E-21  8.094152E-20  8.323491E-14
    263  1.073656177930E-01  1.675150E-30  5.067024E-26  5.940348E-24  9.739309E-23  5.002232E-22  2.270101E-21  6.418654E-20  5.950242E-14
    264  1.079139362418E-01  1.184210E-30  3.748723E-26  4.629575E-24  7.578245E-23  3.999872E-22  1.830875E-21  5.104856E-20  4.171786E-14
    265  1.084202130578E-01  1.000000E-30  2.828738E-26  3.664935E-24  5.990437E-23  3.249217E-22  1.501821E-21  4.140502E-20  2.952354E-14
    266  1.089957947327E-01  1.000000E-30  2.046341E-26  2.799207E-24  4.567706E-23  2.561823E-22  1.199489E-21  3.271656E-20  1.953279E-14
    267  1.095139929398E-01  1.000000E-30  1.523746E-26  2.188419E-24  3.565562E-23  2.065639E-22  9.798987E-22  2.651889E-20  1.322526E-14
    268  1.100036617482E-01  1.000000E-30  1.149470E-26  1.728534E-24  2.812126E-23  1.683289E-22  8.093239E-22  2.177484E-20  9.003720E-15
    269  1.105581599754E-01  1.000000E-30  8.327785E-27  1.318882E-24  2.141969E-23  1.333510E-22  6.516348E-22  1.745167E-20  5.735655E-15
    270  1.111738162549E-01  1.000000E-30  5.801577E-27  9.728453E-25  1.576809E-23  1.028176E-22  5.120300E-22  1.367795E-20  3.417914E-15
    271  1.117276452796E-01  1.000000E-30  4.175298E-27  7.369298E-25  1.192155E-23  8.123745E-23  4.117485E-22  1.099851E-20  2.112351E-15
    272  1.122547306619E-01  1.000000E-30  3.044222E-27  5.639863E-25  9.106178E-24  6.483183E-23  3.342389E-22  8.946326E-21  1.321548E-15
    273  1.128196390807E-01  1.000000E-30  2.164123E-27  4.221610E-25  6.801090E-24  5.083525E-23  2.669135E-22  7.176901E-21  7.921262E-16
    274  1.134172103791E-01  1.000000E-30  1.503797E-27  3.096908E-25  4.976388E-24  3.922614E-23  2.099432E-22  5.687666E-21  4.564766E-16
    275  1.139661173569E-01  1.000000E-30  1.073306E-27  2.322556E-25  3.722463E-24  3.084678E-23  1.679735E-22  4.593643E-21  2.727632E-16
    276  1.145721141816E-01  1.000000E-30  7.379276E-28  1.685807E-25  2.693446E-24  2.360322E-23  1.309301E-22  3.628516E-21  1.536120E-16
    277  1.151138636995E-01  1.000000E-30  5.269410E-28  1.263102E-25  2.011850E-24  1.853709E-23  1.044775E-22  2.937792E-21  9.160769E-17
    278  1.160623872824E-01  1.000000E-30  2.906649E-28  7.575784E-26  1.199213E-24  1.205689E-23  6.976730E-23  2.024615E-21  3.664921E-17
    279  1.166131253687E-01  1.000000E-30  2.053957E-28  5.617202E-26  8.855854E-25  9.353752E-24  5.490217E-23  1.628619E-21  2.151721E-17
    280  1.171578902390E-01  1.000000E-30  1.454881E-28  4.171796E-26  6.548383E-25  7.251864E-24  4.313665E-23  1.311189E-21  1.271636E-17
    281  1.179966344325E-01  1.000000E-30  8.528119E-29  2.629795E-26  4.097174E-25  4.862806E-24  2.948403E-23  9.353081E-22  5.672730E-18
    282  1.184626561866E-01  1.000000E-30  6.332558E-29  2.032619E-26  3.152557E-25  3.879303E-24  2.375450E-23  7.737136E-22  3.646465E-18
    283  1.189221956404E-01  1.000000E-30  4.718896E-29  1.575548E-26  2.432245E-25  3.095658E-24  1.913217E-23  6.407637E-22  2.375961E-18
    284  1.197605220964E-01  1.000000E-30  2.751643E-29  9.872333E-27  1.510172E-25  2.033802E-24  1.276913E-23  4.520065E-22  1.110568E-18
    285  1.205341475296E-01  1.000000E-30  1.670116E-29  6.399097E-27  9.701680E-26  1.368108E-24  8.705051E-24  3.258998E-22  5.737058E-19
    286  1.212540834288E-01  1.000000E-30  1.047402E-29  4.264375E-27  6.409618E-26  9.385705E-25  6.041368E-24  2.392156E-22  3.248631E-19
    287  1.219299358624E-01  1.000000E-30  6.746600E-30  2.906248E-27  4.332209E-26  6.544285E-25  4.255600E-24  1.781684E-22  1.997217E-19
    288  1.225766858039E-01  1.000000E-30  4.423039E-30  2.009353E-27  2.971527E-26  4.609212E-25  3.025192E-24  1.339332E-22  1.314564E-19
    289  1.231854533608E-01  1.000000E-30  2.967055E-30  1.415914E-27  2.078337E-26  3.296788E-25  2.181995E-24  1.020256E-22  9.214398E-20
    290  1.237219182154E-01  1.000000E-30  2.084636E-30  1.037691E-27  1.513284E-26  2.444508E-25  1.629508E-24  8.006204E-23  6.925323E-20
    291  1.242404039059E-01  1.000000E-30  1.479997E-30  7.668489E-28  1.111443E-26  1.825559E-25  1.225145E-24  6.321324E-23  5.366175E-20
    292  1.248086455930E-01  1.000000E-30  1.014234E-30  5.489868E-28  7.904678E-27  1.321582E-25  8.933627E-25  4.868168E-23  4.132099E-20
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  4.056878E-28  5.807773E-27  9.864152E-26  6.710610E-25  3.842991E-23  3.304811E-20
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  2.893692E-28  4.117186E-27  7.119387E-26  4.877212E-25  2.952421E-23  2.605062E-20
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  2.086894E-28  2.952542E-27  5.199292E-26  3.585464E-25  2.289607E-23  2.086666E-20
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.434367E-28  2.016937E-27  3.632028E-26  2.523370E-25  1.712177E-23  1.627073E-20
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.023162E-28  1.431215E-27  2.634613E-26  1.842502E-25  1.319369E-23  1.304876E-20
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  5.340593E-29  7.404448E-28  1.431369E-26  1.013519E-25  8.025884E-24  8.583857E-21
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  3.898568E-29  5.381832E-28  1.068899E-26  7.613260E-26  6.320336E-24  7.010307E-21
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  2.930716E-29  4.031713E-28  8.224883E-27  5.889116E-26  5.097151E-24  5.837790E-21
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.661571E-29  2.273237E-28  4.924266E-27  3.562266E-26  3.339008E-24  4.063281E-21
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.223377E-29  1.667630E-28  3.744316E-27  2.723428E-26  2.660812E-24  3.337459E-21
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  9.200494E-30  1.250904E-28  2.911152E-27  2.127991E-26  2.158228E-24  2.780811E-21
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  5.312757E-30  7.206614E-29  1.809148E-27  1.334897E-26  1.450209E-24  1.962029E-21
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  3.383413E-30  4.576739E-29  1.229878E-27  9.142852E-27  1.048319E-24  1.471514E-21
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  2.139229E-30  2.891927E-29  8.373727E-28  6.270911E-27  7.574595E-25  1.100887E-21
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.403652E-30  1.897529E-29  5.910642E-28  4.455457E-27  5.633935E-25  8.442243E-22
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.253151E-29  4.212882E-28  3.195654E-27  4.219423E-25  6.505298E-22
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.371641E-30  3.043124E-28  2.322031E-27  3.192033E-25  5.051906E-22
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.554893E-30  1.887783E-28  1.453087E-27  2.114822E-25  3.476873E-22
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.360317E-30  1.474707E-28  1.139718E-27  1.706760E-25  2.860632E-22
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.453225E-30  1.155238E-28  8.966062E-28  1.380153E-25  2.356226E-22
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.293732E-30  7.278386E-29  5.697980E-28  9.223387E-26  1.631111E-22
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.570325E-29  4.378249E-28  7.288858E-26  1.316100E-22
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.361745E-29  3.442509E-28  5.875993E-26  1.080941E-22
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.016470E-29  2.398468E-28  4.246271E-26  8.036291E-23
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.148073E-29  1.718614E-28  3.142991E-26  6.113487E-23
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.548134E-29  1.246589E-28  2.349857E-26  4.697489E-23
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.099922E-29  8.925955E-29  1.734929E-26  3.571250E-23
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.037961E-30  6.567672E-29  1.311846E-26  2.779464E-23
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.980798E-30  4.922342E-29  1.008196E-26  2.199655E-23
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.892960E-30  4.033306E-29  8.397951E-27  1.871017E-23
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.056490E-30  3.358101E-29  7.099880E-27  1.614067E-23
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.185145E-30  2.664007E-29  5.744578E-27  1.341807E-23
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.435577E-30  2.061534E-29  4.542298E-27  1.095826E-23
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.731175E-30  1.499200E-29  3.394961E-27  8.553884E-24
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.272477E-30  1.119271E-29  2.595886E-27  6.826387E-24
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.007329E-30  1.913036E-27  5.306137E-24
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.797707E-30  1.424284E-27  4.178877E-24
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.091696E-30  1.038985E-27  3.250630E-24
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.956992E-30  7.740520E-28  2.582135E-24
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.970975E-30  5.438504E-28  1.970213E-24
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.348537E-30  3.893135E-28  1.530641E-24
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.316126E-28  1.042711E-24
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.752831E-28  8.491049E-25
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.325118E-28  6.925318E-25
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.323284E-29  5.374126E-25
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.680900E-29  4.225884E-25
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.864193E-29  3.358861E-25
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.659555E-29  2.732393E-25
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.676069E-29  2.182430E-25
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.255909E-29  1.912888E-25
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.908241E-29  1.691074E-25
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.266301E-29  1.279968E-25
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.123392E-30  1.004832E-25
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.573257E-30  7.932061E-26
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.686565E-30  5.561778E-26
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.232819E-30  3.993856E-26
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.266420E-30  2.896469E-26
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.162767E-26
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.630105E-26
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.238109E-26
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.120540E-27
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.539824E-27
