 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                k40           k41           k42           k43           k44           k45           k46           k47  
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.109874E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  9.976019E-30  1.814682E-29  8.828684E-30  9.700106E-30  1.158950E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.983532E-28  4.103009E-28  2.449275E-28  1.927553E-28  2.324526E-29  7.152730E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  8.963960E-27  1.768592E-26  1.023441E-26  1.314583E-26  2.829674E-27  2.325485E-27  2.733581E-28  5.878871E-29
     43  2.288535686070E-02  1.950680E-25  6.727543E-25  6.719589E-25  9.675193E-25  1.790726E-25  8.829869E-26  5.990237E-27  2.744339E-28
     44  2.437102778700E-02  1.467420E-24  5.301794E-24  5.902416E-24  1.119956E-23  2.655935E-24  2.093124E-24  2.550750E-25  6.910437E-26
     45  2.666254430666E-02  4.590673E-23  2.031420E-22  2.732209E-22  6.244370E-22  1.675927E-22  1.512477E-22  2.108690E-23  7.907007E-24
     46  2.807329513827E-02  4.541363E-22  2.416040E-21  4.033828E-21  1.166166E-20  3.634277E-21  3.641483E-21  5.135736E-22  1.434012E-22
     47  2.946719119355E-02  3.663309E-21  2.199177E-20  4.297275E-20  1.509837E-19  5.389117E-20  6.243170E-20  9.763065E-21  2.961667E-21
     48  2.982466835475E-02  6.161966E-21  3.727262E-20  7.564998E-20  2.896921E-19  1.110331E-19  1.459197E-19  2.640819E-20  1.120396E-20
     49  3.017238950627E-02  1.032853E-20  6.434611E-20  1.355119E-19  5.438425E-19  2.154449E-19  2.941862E-19  5.498516E-20  2.435995E-20
     50  3.052509122072E-02  1.722649E-20  1.106959E-19  2.423564E-19  1.022870E-18  4.200575E-19  5.979823E-19  1.156701E-19  5.336887E-20
     51  3.066477686677E-02  2.101639E-20  1.367429E-19  3.039684E-19  1.308427E-18  5.449590E-19  7.885517E-19  1.545998E-19  7.246907E-20
     52  3.080037159611E-02  2.548965E-20  1.678846E-19  3.787676E-19  1.662084E-18  7.018600E-19  1.031914E-18  2.049911E-19  9.758041E-20
     53  3.111325257314E-02  3.953355E-20  2.679649E-19  6.255599E-19  2.869608E-18  1.250959E-18  1.908262E-18  3.907789E-19  1.926926E-19
     54  3.147800645819E-02  6.485953E-20  4.551071E-19  1.105271E-18  5.337738E-18  2.414731E-18  3.844978E-18  8.157694E-19  4.188926E-19
     55  3.181357346897E-02  1.005501E-19  7.292142E-19  1.836074E-18  9.294066E-18  4.350098E-18  7.205227E-18  1.579319E-18  8.413967E-19
     56  3.217197145871E-02  1.577167E-19  1.186388E-18  3.104101E-18  1.651921E-17  8.018051E-18  1.385196E-17  3.143791E-18  1.741345E-18
     57  3.249951277145E-02  2.342560E-19  1.824151E-18  4.942613E-18  2.753119E-17  1.381435E-17  2.480308E-17  5.811454E-18  3.334629E-18
     58  3.262595809504E-02  2.719026E-19  2.146387E-18  5.894508E-18  3.341492E-17  1.698229E-17  3.094625E-17  7.340189E-18  4.269153E-18
     59  3.272641576722E-02  3.061356E-19  2.443191E-18  6.782191E-18  3.899143E-17  2.001985E-17  3.691678E-17  8.842577E-18  5.198804E-18
     60  3.304841700500E-02  4.442453E-19  3.674467E-18  1.055868E-17  6.350629E-17  3.369430E-17  6.454676E-17  1.595530E-17  9.710279E-18
     61  3.362823507679E-02  8.446660E-19  7.470132E-18  2.284374E-17  1.490197E-16  8.385860E-17  1.720170E-16  4.499215E-17  2.912946E-17
     62  3.417743618412E-02  1.510659E-18  1.428006E-17  4.634222E-17  3.267313E-16  1.945031E-16  4.259917E-16  1.175991E-16  8.070188E-17
     63  3.448472684867E-02  2.071054E-18  2.034751E-17  6.827827E-17  5.029322E-16  3.090232E-16  7.023765E-16  1.999376E-16  1.418476E-16
     64  3.459225947862E-02  2.311090E-18  2.301887E-17  7.815367E-17  5.845560E-16  3.631500E-16  8.360695E-16  2.405248E-16  1.726089E-16
     65  3.468161085917E-02  2.531828E-18  2.550815E-17  8.745853E-17  6.625835E-16  4.154250E-16  9.667556E-16  2.805941E-16  2.033037E-16
     66  3.501586344154E-02  3.548978E-18  3.734928E-17  1.328690E-16  1.056264E-15  6.854999E-16  1.660986E-15  4.983804E-16  3.743218E-16
     67  3.563385967804E-02  6.532089E-18  7.472798E-17  2.847510E-16  2.475242E-15  1.711931E-15  4.469002E-15  1.425733E-15  1.144784E-15
     68  3.619390900501E-02  1.119701E-17  1.386595E-16  5.628193E-16  5.311018E-15  3.893902E-15  1.088610E-14  3.673547E-15  3.133663E-15
     69  3.661379630041E-02  1.664836E-17  2.192836E-16  9.336782E-16  9.373804E-15  7.180632E-15  2.114068E-14  7.443484E-15  6.650325E-15
     70  3.704099468238E-02  2.479588E-17  3.484818E-16  1.558613E-15  1.667411E-14  1.335774E-14  4.146396E-14  1.524568E-14  1.428200E-14
     71  3.731378163516E-02  3.180841E-17  4.664846E-16  2.153357E-15  2.399384E-14  1.978166E-14  6.353456E-14  2.402304E-14  2.320631E-14
     72  3.757630769329E-02  4.023168E-17  6.152337E-16  2.928091E-15  3.393088E-14  2.875829E-14  9.544557E-14  3.707037E-14  3.688288E-14
     73  3.788075418501E-02  5.247850E-17  8.433681E-16  4.159175E-15  5.044035E-14  4.414660E-14  1.522189E-13  6.099438E-14  6.280986E-14
     74  3.819794660071E-02  6.861933E-17  1.162836E-15  5.951851E-15  7.568372E-14  6.849912E-14  2.458074E-13  1.017602E-13  1.086391E-13
     75  3.838080203158E-02  7.973902E-17  1.394095E-15  7.290224E-15  9.526410E-14  8.790324E-14  3.227894E-13  1.361658E-13  1.484366E-13
     76  3.859219912978E-02  9.461267E-17  1.715927E-15  9.199639E-15  1.240796E-13  1.170918E-13  4.416666E-13  1.904342E-13  2.127170E-13
     77  3.884096228080E-02  1.149702E-16  2.178839E-15  1.202945E-14  1.683900E-13  1.631684E-13  6.352758E-13  2.810768E-13  3.231535E-13
     78  3.907668434759E-02  1.373525E-16  2.715897E-15  1.541752E-14  2.235281E-13  2.221045E-13  8.911637E-13  4.040812E-13  4.775170E-13
     79  3.934936577490E-02  1.672711E-16  3.477305E-15  2.038510E-14  3.077553E-13  3.148296E-13  1.308167E-12  6.102931E-13  7.446754E-13
     80  3.961640452516E-02  2.009705E-16  4.392184E-15  2.657070E-14  4.172654E-13  4.392223E-13  1.888832E-12  9.061694E-13  1.141163E-12
     81  3.991996766101E-02  2.446833E-16  5.667033E-15  3.552647E-14  5.832986E-13  6.343030E-13  2.836907E-12  1.405138E-12  1.834723E-12
     82  4.019473378510E-02  2.890997E-16  7.064267E-15  4.572952E-14  7.814033E-13  8.751692E-13  4.056144E-12  2.068061E-12  2.790855E-12
     83  4.046928694587E-02  3.379465E-16  8.720815E-15  5.828326E-14  1.036148E-12  1.195302E-12  5.741757E-12  3.013801E-12  4.204600E-12
     84  4.074955599116E-02  3.915735E-16  1.069389E-14  7.381759E-14  1.365866E-12  1.624065E-12  8.093269E-12  4.376602E-12  6.318712E-12
     85  4.099011663524E-02  4.395437E-16  1.261165E-14  8.947849E-14  1.712650E-12  2.090053E-12  1.075016E-11  5.964405E-12  8.869820E-12
     86  4.118445936105E-02  4.788165E-16  1.430427E-14  1.037390E-13  2.039888E-12  2.542324E-12  1.341586E-11  7.599620E-12  1.157664E-11
     87  4.137235583218E-02  5.165287E-16  1.605060E-14  1.188720E-13  2.398338E-12  3.050563E-12  1.650292E-11  9.538529E-12  1.487392E-11
     88  4.152714488067E-02  5.469217E-16  1.755972E-14  1.322894E-13  2.725342E-12  3.525190E-12  1.946584E-11  1.143965E-11  1.818678E-11
     89  4.165981986900E-02  5.721656E-16  1.889519E-14  1.444268E-13  3.028365E-12  3.973970E-12  2.233405E-11  1.331393E-11  2.152171E-11
     90  4.188596337322E-02  6.127438E-16  2.123652E-14  1.663153E-13  3.591726E-12  4.830478E-12  2.797757E-11  1.709003E-11  2.842466E-11
     91  4.208159634323E-02  6.446643E-16  2.330283E-14  1.862939E-13  4.124479E-12  5.666205E-12  3.368610E-11  2.101683E-11  3.583284E-11
     92  4.230932596557E-02  6.773707E-16  2.571985E-14  2.104866E-13  4.792986E-12  6.749824E-12  4.137143E-11  2.645719E-11  4.643746E-11
     93  4.251598135750E-02  7.023910E-16  2.789290E-14  2.330399E-13  5.439108E-12  7.834155E-12  4.937093E-11  3.229087E-11  5.819982E-11
     94  4.274368410830E-02  7.243802E-16  3.022230E-14  2.581356E-13  6.183995E-12  9.130803E-12  5.933680E-11  3.978520E-11  7.384522E-11
     95  4.294191711445E-02  7.387164E-16  3.217127E-14  2.799313E-13  6.853071E-12  1.033970E-11  6.901810E-11  4.729080E-11  9.006172E-11
     96  4.316569238790E-02  7.498362E-16  3.426576E-14  3.042371E-13  7.623010E-12  1.178523E-11  8.108917E-11  5.694193E-11  1.116500E-10
     97  4.339365876136E-02  7.561043E-16  3.627249E-14  3.284695E-13  8.414991E-12  1.333673E-11  9.465044E-11  6.815138E-11  1.376787E-10
     98  4.362382833621E-02  7.578843E-16  3.816206E-14  3.522341E-13  9.214425E-12  1.497441E-11  1.096569E-10  8.098513E-11  1.686378E-10
     99  4.384703699487E-02  7.559261E-16  3.986426E-14  3.745310E-13  9.983859E-12  1.662401E-11  1.255038E-10  9.500306E-11  2.037564E-10
    100  4.408801045744E-02  7.504333E-16  4.156020E-14  3.977325E-13  1.080362E-11  1.846746E-11  1.440976E-10  1.120301E-10  2.481008E-10
    101  4.430336182063E-02  7.430054E-16  4.295382E-14  4.177151E-13  1.152600E-11  2.017087E-11  1.621223E-10  1.290997E-10  2.942706E-10
    102  4.453208602613E-02  7.329102E-16  4.430435E-14  4.381322E-13  1.228146E-11  2.203744E-11  1.828104E-10  1.493377E-10  3.510586E-10
    103  4.474836808964E-02  7.212858E-16  4.543992E-14  4.565354E-13  1.298285E-11  2.385555E-11  2.039173E-10  1.706624E-10  4.131240E-10
    104  4.497736119052E-02  7.066833E-16  4.646620E-14  4.748638E-13  1.371039E-11  2.583659E-11  2.280078E-10  1.957955E-10  4.889986E-10
    105  4.517199675598E-02  6.921948E-16  4.716603E-14  4.892494E-13  1.431387E-11  2.756249E-11  2.499513E-10  2.193964E-10  5.627634E-10
    106  4.536038532241E-02  6.760656E-16  4.765834E-14  5.017993E-13  1.487966E-11  2.926107E-11  2.724722E-10  2.443096E-10  6.431605E-10
    107  4.552484255766E-02  6.600814E-16  4.791226E-14  5.113600E-13  1.535323E-11  3.075584E-11  2.931143E-10  2.677606E-10  7.211451E-10
    108  4.581275722245E-02  6.273205E-16  4.788832E-14  5.240596E-13  1.611428E-11  3.335342E-11  3.311336E-10  3.125641E-10  8.763261E-10
    109  4.603616864208E-02  5.975115E-16  4.740461E-14  5.295789E-13  1.662243E-11  3.529958E-11  3.618167E-10  3.503454E-10  1.013547E-09
    110  4.624194314299E-02  5.664567E-16  4.655094E-14  5.305259E-13  1.700063E-11  3.697604E-11  3.903981E-10  3.870487E-10  1.152825E-09
    111  4.641297951594E-02  5.385278E-16  4.556003E-14  5.282487E-13  1.724203E-11  3.825988E-11  4.140744E-10  4.186783E-10  1.277739E-09
    112  4.656990459822E-02  5.114947E-16  4.443522E-14  5.236476E-13  1.739830E-11  3.932764E-11  4.354435E-10  4.483244E-10  1.399212E-09
    113  4.671253119976E-02  4.860169E-16  4.324679E-14  5.174046E-13  1.748282E-11  4.019278E-11  4.543689E-10  4.755830E-10  1.514914E-09
    114  4.684580987606E-02  4.616623E-16  4.200754E-14  5.098656E-13  1.751091E-11  4.090184E-11  4.714791E-10  5.011646E-10  1.627248E-09
    115  4.697520204195E-02  4.377262E-16  4.070020E-14  5.010644E-13  1.749097E-11  4.149290E-11  4.874461E-10  5.259692E-10  1.739892E-09
    116  4.709649788536E-02  4.152084E-16  3.939515E-14  4.915897E-13  1.743066E-11  4.195689E-11  5.017551E-10  5.490890E-10  1.848431E-09
    117  4.721637454993E-02  3.930381E-16  3.804294E-14  4.811694E-13  1.733264E-11  4.232835E-11  5.152064E-10  5.717243E-10  1.958265E-09
    118  4.732862910872E-02  3.724823E-16  3.673189E-14  4.705604E-13  1.720765E-11  4.259755E-11  5.271357E-10  5.926586E-10  2.063230E-09
    119  4.750539400184E-02  3.407751E-16  3.460480E-14  4.524241E-13  1.694958E-11  4.286887E-11  5.445363E-10  6.249782E-10  2.232282E-09
    120  4.767210524850E-02  3.119001E-16  3.255872E-14  4.340217E-13  1.664359E-11  4.295906E-11  5.593279E-10  6.545822E-10  2.395397E-09
    121  4.783406579930E-02  2.850380E-16  3.056182E-14  4.152404E-13  1.629453E-11  4.289965E-11  5.721527E-10  6.824060E-10  2.556865E-09
    122  4.799263518131E-02  2.600208E-16  2.861906E-14  3.962332E-13  1.590904E-11  4.270798E-11  5.832062E-10  7.086456E-10  2.717410E-09
    123  4.815339657435E-02  2.359788E-16  2.667258E-14  3.764734E-13  1.547734E-11  4.238088E-11  5.928301E-10  7.340914E-10  2.882178E-09
    124  4.832264594384E-02  2.123255E-16  2.467949E-14  3.555349E-13  1.498944E-11  4.191307E-11  6.013588E-10  7.596527E-10  3.057692E-09
    125  4.849826454798E-02  1.896160E-16  2.268788E-14  3.338949E-13  1.445410E-11  4.130624E-11  6.085054E-10  7.847815E-10  3.241639E-09
    126  4.867786870736E-02  1.683171E-16  2.074440E-14  3.120697E-13  1.388317E-11  4.057103E-11  6.140666E-10  8.089520E-10  3.431259E-09
    127  4.885872256535E-02  1.487922E-16  1.889192E-14  2.905881E-13  1.329104E-11  3.972680E-11  6.179319E-10  8.316694E-10  3.623253E-09
    128  4.903755607841E-02  1.313072E-16  1.716879E-14  2.699780E-13  1.269439E-11  3.880161E-11  6.200918E-10  8.524720E-10  3.813610E-09
    129  4.921259737621E-02  1.158558E-16  1.558928E-14  2.505164E-13  1.210453E-11  3.781954E-11  6.206478E-10  8.711689E-10  3.999837E-09
    130  4.938368810460E-02  1.022450E-16  1.414798E-14  2.322444E-13  1.152625E-11  3.679539E-11  6.197351E-10  8.877818E-10  4.181133E-09
    131  4.955132280349E-02  9.024131E-17  1.283274E-14  2.151062E-13  1.096105E-11  3.573771E-11  6.174692E-10  9.023874E-10  4.357355E-09
    132  4.971624312404E-02  7.962346E-17  1.163006E-14  1.990105E-13  1.040880E-11  3.465092E-11  6.139308E-10  9.150547E-10  4.528566E-09
    133  4.987811857735E-02  7.026089E-17  1.053458E-14  1.839620E-13  9.872291E-12  3.354467E-11  6.092025E-10  9.257502E-10  4.693648E-09
    134  5.003799836445E-02  6.192750E-17  9.527578E-15  1.697644E-13  9.346839E-12  3.241032E-11  6.032164E-10  9.343972E-10  4.852501E-09
    135  5.019682549602E-02  5.450667E-17  8.602117E-15  1.563815E-13  8.832963E-12  3.125350E-11  5.960627E-10  9.410987E-10  5.005381E-09
    136  5.035511419132E-02  4.789042E-17  7.750714E-15  1.437552E-13  8.330068E-12  3.007473E-11  5.877343E-10  9.457867E-10  5.151624E-09
    137  5.051299755300E-02  4.199675E-17  6.968186E-15  1.318541E-13  7.838430E-12  2.887601E-11  5.782204E-10  9.483420E-10  5.289981E-09
    138  5.067010535678E-02  3.676722E-17  6.251798E-15  1.206808E-13  7.359704E-12  2.766279E-11  5.675375E-10  9.486290E-10  5.418612E-09
    139  5.082726902819E-02  3.211011E-17  5.593557E-15  1.101516E-13  6.891765E-12  2.643093E-11  5.556146E-10  9.464987E-10  5.536465E-09
    140  5.098506829486E-02  2.795644E-17  4.987707E-15  1.002102E-13  6.433355E-12  2.517772E-11  5.423748E-10  9.417487E-10  5.641892E-09
    141  5.114361869269E-02  2.425830E-17  4.430899E-15  9.083482E-14  5.984629E-12  2.390397E-11  5.277667E-10  9.341515E-10  5.732553E-09
    142  5.130328078870E-02  2.096741E-17  3.919252E-15  8.199180E-14  5.545097E-12  2.260856E-11  5.117114E-10  9.234431E-10  5.805902E-09
    143  5.146205644840E-02  1.808203E-17  3.455935E-15  7.377025E-14  5.120612E-12  2.130993E-11  4.943913E-10  9.095575E-10  5.858338E-09
    144  5.162089365231E-02  1.554219E-17  3.034699E-15  6.609486E-14  4.708909E-12  2.000299E-11  4.757086E-10  8.922556E-10  5.887582E-09
    145  5.177902725711E-02  1.332244E-17  2.654428E-15  5.897902E-14  4.312325E-12  1.869717E-11  4.557722E-10  8.714840E-10  5.890861E-09
    146  5.193558292952E-02  1.139151E-17  2.312720E-15  5.241177E-14  3.932202E-12  1.739916E-11  4.346765E-10  8.471908E-10  5.865549E-09
    147  5.207655208218E-02  9.861684E-18  2.033558E-15  4.690880E-14  3.601949E-12  1.623282E-11  4.146260E-10  8.221675E-10  5.816698E-09
    148  5.220437120847E-02  8.630397E-18  1.802573E-15  4.224982E-14  3.313027E-12  1.518141E-11  3.956523E-10  7.969219E-10  5.749844E-09
    149  5.240275279905E-02  6.982510E-18  1.483052E-15  3.562435E-14  2.885567E-12  1.356925E-11  3.648757E-10  7.530380E-10  5.601595E-09
    150  5.258707116153E-02  5.705333E-18  1.225553E-15  3.010758E-14  2.512767E-12  1.210423E-11  3.350969E-10  7.074163E-10  5.413783E-09
    151  5.276353482958E-02  4.682552E-18  1.011745E-15  2.538409E-14  2.179418E-12  1.074370E-11  3.058526E-10  6.598497E-10  5.189131E-09
    152  5.293536770993E-02  3.851025E-18  8.318710E-16  2.129159E-14  1.878386E-12  9.470548E-12  2.770495E-10  6.104979E-10  4.930194E-09
    153  5.310288915571E-02  3.176809E-18  6.812264E-16  1.776542E-14  1.608470E-12  8.289825E-12  2.490411E-10  5.602398E-10  4.643135E-09
    154  5.325369291828E-02  2.670583E-18  5.647608E-16  1.496642E-14  1.386174E-12  7.286951E-12  2.242200E-10  5.138857E-10  4.359617E-09
    155  5.339308966526E-02  2.276928E-18  4.718685E-16  1.268040E-14  1.198507E-12  6.416792E-12  2.018705E-10  4.707083E-10  4.080589E-09
    156  5.362726198018E-02  1.752281E-18  3.443732E-16  9.448973E-15  9.220453E-13  5.090719E-12  1.662367E-10  3.990300E-10  3.587389E-09
    157  5.383816121000E-02  1.399680E-18  2.559581E-16  7.128690E-15  7.136821E-13  4.051030E-12  1.368173E-10  3.371264E-10  3.132129E-09
    158  5.403768730975E-02  1.148753E-18  1.916313E-16  5.387160E-15  5.502903E-13  3.206461E-12  1.118097E-10  2.824358E-10  2.707176E-09
    159  5.422986619970E-02  9.667071E-19  1.443924E-16  4.071233E-15  4.216761E-13  2.519612E-12  9.060727E-11  2.344293E-10  2.315707E-09
    160  5.440569294967E-02  8.398319E-19  1.114576E-16  3.130023E-15  3.261762E-13  1.994097E-12  7.375804E-11  1.950707E-10  1.980790E-09
    161  5.456994612052E-02  7.476955E-19  8.784208E-17  2.440040E-15  2.537767E-13  1.584763E-12  6.017923E-11  1.624600E-10  1.692756E-09
    162  5.485681963417E-02  6.308938E-19  5.916435E-17  1.580636E-15  1.597963E-13  1.034880E-12  4.113699E-11  1.151108E-10  1.254701E-09
    163  5.511708850657E-02  5.573319E-19  4.288810E-17  1.080481E-15  1.024504E-13  6.851280E-13  2.838136E-11  8.205113E-11  9.317648E-10
    164  5.536560227933E-02  5.047733E-19  3.298130E-17  7.721221E-16  6.572980E-14  4.525109E-13  1.948848E-11  5.812488E-11  6.864221E-10
    165  5.559867087093E-02  4.651890E-19  2.692207E-17  5.840162E-16  4.272928E-14  3.015856E-13  1.346033E-11  4.133513E-11  5.063878E-10
    166  5.582344501454E-02  4.325849E-19  2.297404E-17  4.640829E-16  2.789774E-14  2.010277E-13  9.276726E-12  2.930161E-11  3.719232E-10
    167  5.608267729631E-02  3.993570E-19  1.987639E-17  3.745252E-16  1.694494E-14  1.242533E-13  5.944876E-12  1.939514E-11  2.564299E-10
    168  5.632179590432E-02  3.715061E-19  1.786387E-17  3.209548E-16  1.070723E-14  7.904502E-14  3.895812E-12  1.309204E-11  1.796857E-10
    169  5.658568452696E-02  3.430384E-19  1.619711E-17  2.811597E-16  6.535952E-15  4.785236E-14  2.420478E-12  8.400043E-12  1.200822E-10
    170  5.682194908758E-02  3.192084E-19  1.500023E-17  2.557396E-16  4.303493E-15  3.068075E-14  1.573504E-12  5.616230E-12  8.320646E-11
    171  5.707748662895E-02  2.950154E-19  1.389716E-17  2.345648E-16  2.853397E-15  1.927768E-14  9.885133E-13  3.632759E-12  5.587430E-11
    172  5.730159219632E-02  2.750838E-19  1.303773E-17  2.192392E-16  2.084484E-15  1.314659E-14  6.620986E-13  2.492432E-12  3.955265E-11
    173  5.769211250520E-02  2.431144E-19  1.170192E-17  1.966103E-16  1.357357E-15  7.361038E-15  3.415418E-13  1.334023E-12  2.224100E-11
    174  5.804755660481E-02  2.169615E-19  1.061857E-17  1.786081E-16  1.034771E-15  4.916531E-15  2.006860E-13  8.050684E-13  1.394242E-11
    175  5.837706807704E-02  1.951176E-19  9.707348E-18  1.633406E-16  8.658097E-16  3.773150E-15  1.339632E-13  5.479820E-13  9.775063E-12
    176  5.868213309337E-02  1.768327E-19  8.935557E-18  1.501770E-16  7.627055E-16  3.183171E-15  1.003221E-13  4.171478E-13  7.632757E-12
    177  5.897372529375E-02  1.609804E-19  8.257887E-18  1.383840E-16  6.887888E-16  2.832866E-15  8.159653E-14  3.451476E-13  6.480971E-12
    178  5.927019313219E-02  1.463707E-19  7.625290E-18  1.271486E-16  6.273140E-16  2.588457E-15  6.984763E-14  3.016129E-13  5.836506E-12
    179  5.955970264735E-02  1.334502E-19  7.058839E-18  1.168885E-16  5.753258E-16  2.407844E-15  6.225416E-14  2.752274E-13  5.507474E-12
