 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                k40           k41           k42           k43           k44           k45           k46           k47  
    180  5.987296131417E-02  1.208329E-19  6.498911E-18  1.065549E-16  5.250190E-16  2.247414E-15  5.638452E-14  2.565034E-13  5.343452E-12
    181  6.018239261751E-02  1.096364E-19  5.996200E-18  9.711309E-17  4.798846E-16  2.109343E-15  5.191142E-14  2.434452E-13  5.291661E-12
    182  6.051941164510E-02  9.872550E-20  5.500796E-18  8.766177E-17  4.349232E-16  1.972857E-15  4.787208E-14  2.324157E-13  5.301771E-12
    183  6.081686890997E-02  9.008951E-20  5.104696E-18  8.000789E-17  3.984185E-16  1.860549E-15  4.473829E-14  2.241202E-13  5.340512E-12
    184  6.107970107709E-02  8.315398E-20  4.783940E-18  7.375515E-17  3.684254E-16  1.766202E-15  4.219426E-14  2.173931E-13  5.386366E-12
    185  6.149099227918E-02  7.346069E-20  4.331504E-18  6.487237E-17  3.254160E-16  1.626191E-15  3.852002E-14  2.074615E-13  5.467200E-12
    186  6.184187848266E-02  6.617329E-20  3.988065E-18  5.810097E-17  2.922188E-16  1.513207E-15  3.561837E-14  1.992886E-13  5.538042E-12
    187  6.212841772032E-02  6.081184E-20  3.733403E-18  5.308309E-17  2.673471E-16  1.425066E-15  3.338894E-14  1.927442E-13  5.594148E-12
    188  6.241083345826E-02  5.598918E-20  3.502738E-18  4.855534E-17  2.446789E-16  1.341649E-15  3.130481E-14  1.863811E-13  5.646717E-12
    189  6.286334795077E-02  4.910282E-20  3.170342E-18  4.209307E-17  2.119082E-16  1.214867E-15  2.818427E-14  1.763448E-13  5.723716E-12
    190  6.324448148531E-02  4.400241E-20  2.921392E-18  3.733413E-17  1.874291E-16  1.114440E-15  2.575268E-14  1.680427E-13  5.780604E-12
    191  6.354755735680E-02  4.034358E-20  2.741033E-18  3.394929E-17  1.698180E-16  1.038577E-15  2.393718E-14  1.615294E-13  5.820538E-12
    192  6.382753282149E-02  3.724256E-20  2.586719E-18  3.110913E-17  1.549089E-16  9.716013E-16  2.235037E-14  1.555929E-13  5.852861E-12
    193  6.429792763326E-02  3.256699E-20  2.350808E-18  2.689505E-17  1.325674E-16  8.656966E-16  1.987270E-14  1.458173E-13  5.896557E-12
    194  6.470641913937E-02  2.898428E-20  2.166595E-18  2.373711E-17  1.156634E-16  7.803415E-16  1.790293E-14  1.375466E-13  5.923189E-12
    195  6.514351188605E-02  2.557722E-20  1.987663E-18  2.080527E-17  9.986540E-17  6.956628E-16  1.597100E-14  1.289379E-13  5.939630E-12
    196  6.551961572666E-02  2.295645E-20  1.846864E-18  1.860420E-17  8.795715E-17  6.281424E-16  1.444305E-14  1.217259E-13  5.943902E-12
    197  6.614173306661E-02  1.916976E-20  1.636767E-18  1.551852E-17  7.126031E-17  5.270187E-16  1.217384E-14  1.102422E-13  5.929967E-12
    198  6.666431851744E-02  1.644681E-20  1.479079E-18  1.337314E-17  5.972474E-17  4.518777E-16  1.049968E-14  1.010622E-13  5.897497E-12
    199  6.714973898932E-02  1.424050E-20  1.345801E-18  1.168048E-17  5.072807E-17  3.896823E-16  9.118301E-15  9.293510E-14  5.850443E-12
    200  6.763365269933E-02  1.231264E-20  1.224218E-18  1.023294E-17  4.315460E-17  3.345056E-16  7.891337E-15  8.520588E-14  5.788087E-12
    201  6.810748363549E-02  1.065739E-20  1.114839E-18  9.010411E-18  3.689430E-17  2.867114E-16  6.826213E-15  7.803017E-14  5.711999E-12
    202  6.886988901479E-02  8.412144E-21  9.567134E-19  7.372806E-18  2.879176E-17  2.216356E-16  5.366953E-15  6.731810E-14  5.559790E-12
    203  6.932442343830E-02  7.286495E-21  8.719583E-19  6.554500E-18  2.490470E-17  1.890962E-16  4.629596E-15  6.141270E-14  5.452769E-12
    204  6.977291475786E-02  6.311070E-21  7.946735E-19  5.842725E-18  2.163322E-17  1.610720E-16  3.988192E-15  5.593613E-14  5.336247E-12
    205  7.051837306122E-02  4.948513E-21  6.789447E-19  4.834583E-18  1.721007E-17  1.224648E-16  3.091643E-15  4.761183E-14  5.120489E-12
    206  7.120724846930E-02  3.933442E-21  5.849226E-19  4.062112E-18  1.401333E-17  9.436725E-17  2.425151E-15  4.075325E-14  4.899818E-12
    207  7.185571854523E-02  3.155548E-21  5.067014E-19  3.448427E-18  1.160576E-17  7.341568E-17  1.916607E-15  3.498993E-14  4.676886E-12
    208  7.250556240022E-02  2.520174E-21  4.373530E-19  2.924757E-18  9.650715E-18  5.684358E-17  1.505044E-15  2.986792E-14  4.441788E-12
    209  7.308358088908E-02  2.056494E-21  3.826163E-19  2.523941E-18  8.217187E-18  4.515301E-17  1.207944E-15  2.582575E-14  4.225581E-12
    210  7.365083251161E-02  1.679334E-21  3.347161E-19  2.181678E-18  7.035673E-18  3.596107E-17  9.690584E-16  2.229272E-14  4.009276E-12
    211  7.420607479025E-02  1.373364E-21  2.929064E-19  1.889182E-18  6.056427E-18  2.876617E-17  7.782217E-16  1.923087E-14  3.795661E-12
    212  7.477269193766E-02  1.115371E-21  2.549617E-19  1.628587E-18  5.206352E-18  2.291905E-17  6.201107E-16  1.647980E-14  3.577840E-12
    213  7.532671922740E-02  9.074594E-22  2.220699E-19  1.406299E-18  4.496534E-18  1.837673E-17  4.949245E-16  1.411705E-14  3.366910E-12
    214  7.590819975934E-02  7.286815E-22  1.915786E-19  1.203234E-18  3.859255E-18  1.461373E-17  3.895925E-16  1.196013E-14  3.149615E-12
    215  7.648106882397E-02  5.853519E-22  1.651720E-19  1.029709E-18  3.321940E-18  1.170496E-17  3.071747E-16  1.012783E-14  2.941384E-12
    216  7.706864365518E-02  4.661520E-22  1.414472E-19  8.756628E-19  2.849454E-18  9.365898E-18  2.403089E-16  8.514322E-15  2.735370E-12
    217  7.765097184480E-02  3.708368E-22  1.209270E-19  7.438763E-19  2.447642E-18  7.550763E-18  1.882290E-16  7.150631E-15  2.540059E-12
    218  7.824188421090E-02  2.931132E-22  1.028060E-19  6.286684E-19  2.097258E-18  6.106803E-18  1.469418E-16  5.979331E-15  2.352039E-12
    219  7.883216312169E-02  2.310056E-22  8.711612E-20  5.298342E-19  1.796499E-18  4.973354E-18  1.148514E-16  4.994010E-15  2.175285E-12
    220  7.934760137230E-02  1.871373E-22  7.516988E-20  4.551731E-19  1.568621E-18  4.180192E-18  9.272808E-17  4.263326E-15  2.030429E-12
    221  7.991019390762E-02  1.483112E-22  6.378891E-20  3.845548E-19  1.351898E-18  3.478928E-18  7.360725E-17  3.587270E-15  1.882810E-12
    222  8.044081450283E-02  1.188165E-22  5.447038E-20  3.271224E-19  1.174260E-18  2.942033E-18  5.939809E-17  3.050082E-15  1.753776E-12
    223  8.103419684334E-02  9.246498E-23  4.549138E-20  2.721273E-19  1.002465E-18  2.453985E-18  4.692936E-17  2.546351E-15  1.621130E-12
    224  8.158988408622E-02  7.294557E-23  3.830064E-20  2.283464E-19  8.639541E-19  2.082035E-18  3.783626E-17  2.154431E-15  1.507962E-12
    225  8.219791245697E-02  5.615765E-23  3.161250E-20  1.878505E-19  7.338380E-19  1.749150E-18  3.010464E-17  1.800185E-15  1.396041E-12
    226  8.273529679330E-02  4.449931E-23  2.659834E-20  1.576395E-19  6.350498E-19  1.506211E-18  2.476170E-17  1.540994E-15  1.306987E-12
    227  8.327310875316E-02  3.521379E-23  2.231208E-20  1.319218E-19  5.493687E-19  1.301674E-18  2.049991E-17  1.323626E-15  1.226526E-12
    228  8.381967664174E-02  2.774046E-23  1.860769E-20  1.097822E-19  4.739667E-19  1.125842E-18  1.704683E-17  1.139214E-15  1.152931E-12
    229  8.442137901789E-02  2.132323E-23  1.518198E-20  8.938427E-20  4.026203E-19  9.623753E-19  1.403725E-17  9.711780E-16  1.080387E-12
    230  8.496109010092E-02  1.683288E-23  1.260527E-20  7.409071E-20  3.475191E-19  8.375037E-19  1.187782E-17  8.453595E-16  1.021786E-12
    231  8.556251684447E-02  1.293143E-23  1.020167E-20  5.986679E-20  2.944670E-19  7.178306E-19  9.938460E-18  7.280853E-16  9.624588E-13
    232  8.609514523980E-02  1.023749E-23  8.423319E-21  4.937016E-20  2.537487E-19  6.258786E-19  8.539727E-18  6.405988E-16  9.140995E-13
    233  8.668730402486E-02  7.893021E-24  6.772005E-21  3.964456E-20  2.143657E-19  5.364015E-19  7.254527E-18  5.575948E-16  8.637234E-13
    234  8.725638446658E-02  6.144401E-24  5.459299E-21  3.192820E-20  1.815318E-19  4.609945E-19  6.228727E-18  4.892653E-16  8.176000E-13
    235  8.784892152766E-02  4.730915E-24  4.333687E-21  2.532289E-20  1.518450E-19  3.918064E-19  5.331459E-18  4.278124E-16  7.709636E-13
    236  8.837914431516E-02  3.740551E-24  3.503240E-21  2.045629E-20  1.286934E-19  3.369272E-19  4.645479E-18  3.795690E-16  7.297181E-13
    237  8.927467123273E-02  2.507288E-24  2.411451E-21  1.406687E-20  9.593358E-20  2.574088E-19  3.680963E-18  3.093652E-16  6.597427E-13
    238  9.009385267910E-02  1.730419E-24  1.686599E-21  9.830751E-21  7.200673E-20  1.974954E-19  2.965254E-18  2.552526E-16  5.947247E-13
    239  9.088007009323E-02  1.204359E-24  1.179296E-21  6.869055E-21  5.368274E-20  1.502538E-19  2.395039E-18  2.104868E-16  5.313944E-13
    240  9.160938796651E-02  8.547107E-25  8.360403E-22  4.866971E-21  4.019636E-20  1.145377E-19  1.951166E-18  1.745253E-16  4.726639E-13
    241  9.231864750676E-02  6.078635E-25  5.920805E-22  3.445261E-21  2.985997E-20  8.649915E-20  1.586931E-18  1.442023E-16  4.165924E-13
    242  9.335415502949E-02  3.645852E-25  3.520686E-22  2.047907E-21  1.882150E-20  5.575456E-20  1.157953E-18  1.074547E-16  3.388526E-13
    243  9.429165011748E-02  2.265284E-25  2.169531E-22  1.262130E-21  1.207635E-20  3.644376E-20  8.592703E-19  8.126585E-17  2.751947E-13
    244  9.514750284226E-02  1.454278E-25  1.383336E-22  8.052855E-22  7.901814E-21  2.421992E-20  6.482436E-19  6.245948E-17  2.240402E-13
    245  9.592869681963E-02  9.661562E-26  9.133047E-23  5.323184E-22  5.295767E-21  1.644722E-20  4.980973E-19  4.895772E-17  1.837745E-13
    246  9.638259128200E-02  7.610232E-26  7.165275E-23  4.180468E-22  4.176094E-21  1.306382E-20  4.264425E-19  4.245671E-17  1.631229E-13
    247  9.686466198075E-02  5.907393E-26  5.534274E-23  3.233299E-22  3.234830E-21  1.019401E-20  3.611313E-19  3.650070E-17  1.433869E-13
    248  9.745016881397E-02  4.348330E-26  4.042454E-23  2.366680E-22  2.363910E-21  7.513484E-21  2.947601E-19  3.040633E-17  1.223147E-13
    249  9.798964068785E-02  3.285496E-26  3.026280E-23  1.775952E-22  1.766075E-21  5.656092E-21  2.443319E-19  2.572837E-17  1.054990E-13
    250  9.892639389759E-02  2.033696E-26  1.831402E-23  1.080325E-22  1.061053E-21  3.441766E-21  1.765680E-19  1.931858E-17  8.154491E-14
    251  9.977784733458E-02  1.328994E-26  1.161863E-23  6.894546E-23  6.682585E-22  2.193378E-21  1.320876E-19  1.497933E-17  6.483957E-14
    252  1.005622893962E-01  9.069374E-27  7.650677E-24  4.569799E-23  4.383210E-22  1.455743E-21  1.019670E-19  1.190935E-17  5.294265E-14
    253  1.013070552067E-01  6.369915E-27  5.154218E-24  3.101029E-23  2.961472E-22  9.965679E-22  8.078740E-20  9.634290E-18  4.429212E-14
    254  1.019791947326E-01  4.664661E-27  3.613514E-24  2.190236E-23  2.100332E-22  7.171412E-22  6.651036E-20  7.996789E-18  3.833841E-14
    255  1.025982572428E-01  3.519565E-27  2.607931E-24  1.592771E-23  1.548258E-22  5.375011E-22  5.658483E-20  6.765932E-18  3.418163E-14
    256  1.032644197032E-01  2.612257E-27  1.838066E-24  1.132768E-23  1.132924E-22  4.022084E-22  4.866959E-20  5.685156E-18  3.096142E-14
    257  1.039121745974E-01  1.961968E-27  1.309077E-24  8.146101E-24  8.517198E-23  3.106188E-22  4.316883E-20  4.829936E-18  2.890956E-14
    258  1.045193471709E-01  1.503360E-27  9.528072E-25  5.988302E-24  6.640260E-23  2.495437E-22  3.957525E-20  4.171207E-18  2.783683E-14
    259  1.051181778144E-01  1.157724E-27  6.968208E-25  4.426415E-24  5.293807E-23  2.057819E-22  3.719938E-20  3.634947E-18  2.751136E-14
    260  1.056826419982E-01  9.052886E-28  5.189035E-25  3.332357E-24  4.350252E-23  1.751142E-22  3.579213E-20  3.214949E-18  2.780361E-14
    261  1.062431336111E-01  7.087210E-28  3.871386E-25  2.515433E-24  3.637567E-23  1.518907E-22  3.501138E-20  2.865721E-18  2.860889E-14
    262  1.068146627648E-01  5.517074E-28  2.871219E-25  1.889776E-24  3.078283E-23  1.335532E-22  3.467463E-20  2.569212E-18  2.992410E-14
    263  1.073656177930E-01  4.328411E-28  2.151811E-25  1.435389E-24  2.655868E-23  1.195455E-22  3.464670E-20  2.330998E-18  3.162339E-14
    264  1.079139362418E-01  3.392797E-28  1.613630E-25  1.091989E-24  2.318711E-23  1.081664E-22  3.479383E-20  2.131509E-18  3.368084E-14
    265  1.084202130578E-01  2.704738E-28  1.236274E-25  8.486368E-25  2.063176E-23  9.934638E-23  3.498756E-20  1.975537E-18  3.587717E-14
    266  1.089957947327E-01  2.085584E-28  9.124623E-26  6.373695E-25  1.821929E-23  9.078125E-23  3.517582E-20  1.825327E-18  3.868115E-14
    267  1.095139929398E-01  1.646266E-28  6.934284E-26  4.926145E-25  1.639233E-23  8.407665E-23  3.524416E-20  1.709841E-18  4.143723E-14
    268  1.100036617482E-01  1.313147E-28  5.343291E-26  3.861207E-25  1.490074E-23  7.841796E-23  3.517072E-20  1.613959E-18  4.418839E-14
    269  1.105581599754E-01  1.013779E-28  3.972352E-26  2.930470E-25  1.343380E-23  7.265770E-23  3.486978E-20  1.517955E-18  4.743971E-14
    270  1.111738162549E-01  7.579475E-29  2.852817E-26  2.157219E-25  1.202680E-23  6.692151E-23  3.421789E-20  1.422955E-18  5.114407E-14
    271  1.117276452796E-01  5.812541E-29  2.113334E-26  1.636745E-25  1.092102E-23  6.225028E-23  3.332349E-20  1.344147E-18  5.444947E-14
    272  1.122547306619E-01  4.501619E-29  1.585469E-26  1.258123E-25  9.984862E-24  5.818004E-23  3.219238E-20  1.272936E-18  5.750204E-14
    273  1.128196390807E-01  3.413222E-29  1.163035E-26  9.488254E-26  9.086756E-24  5.417831E-23  3.068671E-20  1.199036E-18  6.059703E-14
    274  1.134172103791E-01  2.538159E-29  8.360433E-27  7.036829E-26  8.235349E-24  5.030205E-23  2.879343E-20  1.121680E-18  6.354375E-14
    275  1.139661173569E-01  1.927622E-29  6.159728E-27  5.344516E-26  7.528020E-24  4.702657E-23  2.682208E-20  1.050073E-18  6.582559E-14
    276  1.145721141816E-01  1.418657E-29  4.387097E-27  3.943483E-26  6.816687E-24  4.368985E-23  2.444907E-20  9.702444E-19  6.779749E-14
    277  1.151138636995E-01  1.076073E-29  3.232965E-27  3.003935E-26  6.232732E-24  4.092111E-23  2.221352E-20  8.981291E-19  6.898998E-14
    278  1.160623872824E-01  6.590821E-30  1.884937E-27  1.861761E-26  5.307029E-24  3.647055E-23  1.820615E-20  7.699494E-19  6.943667E-14
    279  1.166131253687E-01  4.947772E-30  1.374261E-27  1.408658E-26  4.817077E-24  3.407521E-23  1.593017E-20  6.961611E-19  6.873192E-14
    280  1.171578902390E-01  3.718243E-30  1.003795E-27  1.068165E-26  4.362140E-24  3.181334E-23  1.377609E-20  6.245065E-19  6.731049E-14
    281  1.179966344325E-01  2.384768E-30  6.164186E-28  6.956358E-27  3.714398E-24  2.850255E-23  1.073406E-20  5.183475E-19  6.367953E-14
    282  1.184626561866E-01  1.861961E-30  4.692531E-28  5.473254E-27  3.380681E-24  2.673909E-23  9.225012E-21  4.629429E-19  6.103011E-14
    283  1.189221956404E-01  1.456748E-30  3.582708E-28  4.316655E-27  3.069566E-24  2.504832E-23  7.876278E-21  4.113717E-19  5.804363E-14
    284  1.197605220964E-01  1.000000E-30  2.182092E-28  2.788256E-27  2.547455E-24  2.208259E-23  5.773404E-21  3.255404E-19  5.171974E-14
    285  1.205341475296E-01  1.000000E-30  1.376535E-28  1.855046E-27  2.118393E-24  1.948738E-23  4.238294E-21  2.573999E-19  4.535717E-14
    286  1.212540834288E-01  1.000000E-30  8.942658E-29  1.264486E-27  1.764451E-24  1.720540E-23  3.123290E-21  2.035652E-19  3.927074E-14
    287  1.219299358624E-01  1.000000E-30  5.951462E-29  8.790632E-28  1.471466E-24  1.519247E-23  2.313733E-21  1.611115E-19  3.365884E-14
    288  1.225766858039E-01  1.000000E-30  4.024780E-29  6.189252E-28  1.225786E-24  1.339457E-23  1.720059E-21  1.274581E-19  2.860397E-14
    289  1.231854533608E-01  1.000000E-30  2.780258E-29  4.434803E-28  1.023886E-24  1.182311E-23  1.291885E-21  1.012298E-19  2.419569E-14
    290  1.237219182154E-01  1.000000E-30  2.003866E-29  3.297973E-28  8.681923E-25  1.053923E-23  9.998772E-22  8.203415E-20  2.066002E-14
    291  1.242404039059E-01  1.000000E-30  1.458871E-29  2.472916E-28  7.362364E-25  9.390385E-24  7.791728E-22  6.659295E-20  1.759570E-14
    292  1.248086455930E-01  1.000000E-30  1.028842E-29  1.800272E-28  6.108259E-25  8.234863E-24  5.925074E-22  5.268612E-20  1.463416E-14
    293  1.253177247642E-01  1.000000E-30  7.511271E-30  1.351640E-28  5.138976E-25  7.289345E-24  4.636316E-22  4.244739E-20  1.230369E-14
    294  1.258810647447E-01  1.000000E-30  5.295083E-30  9.828410E-29  4.220787E-25  6.340508E-24  3.543329E-22  3.326349E-20  1.009089E-14
    295  1.264205598797E-01  1.000000E-30  3.782946E-30  7.234325E-29  3.476990E-25  5.524169E-24  2.749720E-22  2.623237E-20  8.303105E-15
    296  1.270317883483E-01  1.000000E-30  2.577261E-30  5.102878E-29  2.773569E-25  4.701765E-24  2.073942E-22  1.992597E-20  6.612726E-15
    297  1.275757308169E-01  1.000000E-30  1.828309E-30  3.736051E-29  2.255926E-25  4.056082E-24  1.623232E-22  1.553136E-20  5.376457E-15
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  2.068851E-29  1.506878E-25  3.036739E-24  1.039928E-22  9.620858E-21  3.615268E-15
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.559256E-29  1.236237E-25  2.634029E-24  8.479528E-23  7.620481E-21  2.983691E-15
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.210505E-29  1.032287E-25  2.313668E-24  7.094738E-23  6.174425E-21  2.512005E-15
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  7.376132E-30  7.202972E-26  1.785737E-24  5.065027E-23  4.079611E-21  1.797189E-15
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  5.667668E-30  5.922511E-26  1.551129E-24  4.254832E-23  3.261196E-21  1.503303E-15
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  4.449264E-30  4.937411E-26  1.360874E-24  3.636258E-23  2.652037E-21  1.276841E-15
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  2.815301E-30  3.482802E-26  1.058993E-24  2.720599E-23  1.792064E-21  9.405745E-16
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.945870E-30  2.611656E-26  8.614162E-25  2.161289E-23  1.301490E-21  7.351799E-16
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.347750E-30  1.953139E-26  6.996549E-25  1.724730E-23  9.449131E-22  5.756201E-16
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.496358E-26  5.784112E-25  1.409147E-23  7.073237E-22  4.615358E-16
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.151940E-26  4.800383E-25  1.159723E-23  5.338351E-22  3.721401E-16
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.939220E-27  4.008582E-25  9.628913E-24  4.073789E-22  3.021380E-16
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  6.138882E-27  3.071226E-25  7.339542E-24  2.749756E-22  2.219403E-16
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.044337E-27  2.673205E-25  6.379130E-24  2.247291E-22  1.887440E-16
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.150949E-27  2.329845E-25  5.555383E-24  1.842621E-22  1.604720E-16
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.865048E-27  1.795024E-25  4.279977E-24  1.273841E-22  1.174892E-16
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.306122E-27  1.541528E-25  3.678044E-24  1.032094E-22  9.766134E-17
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.890194E-27  1.341196E-25  3.203136E-24  8.534998E-23  8.224231E-17
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.399961E-27  1.087528E-25  2.602403E-24  6.448845E-23  6.320479E-17
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.059675E-27  8.957593E-26  2.148351E-24  5.011457E-23  4.931087E-17
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.093223E-28  7.427663E-26  1.785853E-24  3.952606E-23  3.861609E-17
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  6.107421E-28  6.111017E-26  1.473458E-24  3.104866E-23  2.976771E-17
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.710573E-28  5.106317E-26  1.234653E-24  2.500883E-23  2.332884E-17
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.687503E-28  4.312154E-26  1.045512E-24  2.050244E-23  1.848110E-17
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.110481E-28  3.835115E-26  9.316785E-25  1.790254E-23  1.568124E-17
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.659970E-28  3.443715E-26  8.381336E-25  1.583361E-23  1.346411E-17
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.183175E-28  3.006626E-26  7.334848E-25  1.359329E-23  1.108844E-17
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.753421E-28  2.586753E-26  6.327392E-25  1.151100E-23  8.920853E-18
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.335709E-28  2.146893E-26  5.269139E-25  9.401205E-24  6.788190E-18
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.038946E-28  1.808223E-26  4.451859E-25  7.823778E-24  5.254532E-18
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  7.804128E-29  1.487610E-26  3.675739E-25  6.370271E-24  3.913039E-18
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.915823E-29  1.231878E-26  3.054591E-25  5.237637E-24  2.932775E-18
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.397181E-29  1.007040E-26  2.506542E-25  4.259377E-24  2.144149E-18
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.331926E-29  8.344060E-27  2.084241E-25  3.519200E-24  1.594646E-18
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.388408E-29  6.660860E-27  1.670936E-25  2.806096E-24  1.113980E-18
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.741045E-29  5.380710E-27  1.355295E-25  2.268288E-24  7.887501E-19
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.066242E-29  3.867479E-27  9.803039E-26  1.636627E-24  4.584249E-19
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.167212E-30  3.233254E-27  8.223624E-26  1.372732E-24  3.402930E-19
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  6.260886E-30  2.705665E-27  6.905201E-26  1.153124E-24  2.519352E-19
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.488953E-30  2.165384E-27  5.549950E-26  9.280237E-25  1.724199E-19
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.270325E-30  1.752182E-27  4.509169E-26  7.554581E-25  1.198815E-19
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.418642E-30  1.432634E-27  3.701031E-26  6.214518E-25  8.445761E-20
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.844115E-30  1.196067E-27  3.100559E-26  5.218351E-25  6.156918E-20
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.374567E-30  9.834028E-28  2.558819E-26  4.318677E-25  4.364179E-20
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.156659E-30  8.772632E-28  2.287623E-26  3.867616E-25  3.567832E-20
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.890478E-28  2.061731E-26  3.491246E-25  2.956041E-20
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.220598E-28  1.632747E-26  2.774933E-25  1.938870E-20
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.069710E-28  1.335838E-26  2.277526E-25  1.351995E-20
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.162312E-28  1.100829E-26  1.882258E-25  9.574425E-21
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.110980E-28  8.272776E-27  1.419898E-25  5.817415E-21
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.382860E-28  6.368160E-27  1.096155E-25  3.765572E-21
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.850851E-28  4.969521E-27  8.569219E-26  2.556686E-21
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.477189E-28  3.982702E-27  6.873269E-26  1.863973E-21
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.192505E-28  3.227716E-27  5.570101E-26  1.421691E-21
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.727546E-29  2.642594E-27  4.555824E-26  1.128436E-21
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.791250E-29  2.124979E-27  3.656106E-26  9.041272E-22
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.153295E-29  1.685222E-27  2.889908E-26  7.357726E-22
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.933644E-29  1.356390E-27  2.315928E-26  6.196674E-22
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.841642E-29  1.060679E-27  1.800048E-26  5.195348E-22
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.022518E-29  8.378719E-28  1.411981E-26  4.433946E-22
    358  1.645369737572E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.090541E-29  5.829158E-28  9.699054E-27  3.500591E-22
    359  1.651200899964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.708807E-29  4.781116E-28  7.895791E-27  3.076793E-22
