 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ga75          ga76          ga77          ga78          ga79          ga80          ga81          ga82 
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.003094E-30  1.000154E-30  1.000000E-30  1.001192E-30  1.000093E-30  1.000000E-30  1.000122E-30
      3  6.264265632874E-16  1.000000E-30  1.019108E-30  1.000951E-30  1.000000E-30  1.007329E-30  1.000571E-30  1.000000E-30  1.000748E-30
      4  2.206990590178E-15  1.000000E-30  1.064523E-30  1.003188E-30  1.000000E-30  1.024427E-30  1.001881E-30  1.000000E-30  1.002506E-30
      5  6.425069294186E-15  1.000000E-30  1.168200E-30  1.008156E-30  1.000000E-30  1.061615E-30  1.004620E-30  1.000000E-30  1.006402E-30
      6  1.724777641531E-14  1.000000E-30  1.346688E-30  1.016320E-30  1.000000E-30  1.118288E-30  1.008422E-30  1.000000E-30  1.012635E-30
      7  4.527785414179E-14  1.000000E-30  1.523250E-30  1.028886E-30  1.010276E-30  1.159446E-30  1.010741E-30  1.000000E-30  1.018365E-30
      8  1.231582592127E-13  1.000000E-30  1.611405E-30  1.048555E-30  1.021732E-30  1.165338E-30  1.010958E-30  1.000017E-30  1.089654E-30
      9  4.001734798240E-13  1.638839E-30  1.707021E-30  1.060084E-30  1.026320E-30  1.167520E-30  1.009926E-30  1.000000E-30  1.117037E-30
     10  1.150918682670E-12  1.957642E-30  1.758040E-30  1.061765E-30  1.030761E-30  1.171372E-30  1.014028E-30  1.000000E-30  1.117905E-30
     11  2.802808442389E-12  1.646938E-30  1.735974E-30  1.065623E-30  1.032179E-30  1.176844E-30  1.043453E-30  1.041034E-30  1.147892E-30
     12  6.912921996243E-12  1.212202E-30  1.637065E-30  1.031515E-30  1.002900E-30  1.130177E-30  1.000749E-30  1.008306E-30  1.122206E-30
     13  1.659368270033E-11  1.000000E-30  1.389289E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     16  1.076223806424E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     17  6.834096797002E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
