 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                al23          al24          al25          al26          al27          al28          al29          al30 
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  2.549293E-23  1.263850E-20  2.719986E-15  5.473650E-15  1.232626E-13  4.858168E-14
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  2.569500E-23  1.202510E-20  2.734745E-15  5.508889E-15  1.234990E-13  4.993849E-14
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  2.594686E-23  1.137697E-20  2.746098E-15  5.537461E-15  1.234542E-13  5.132897E-14
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  2.619495E-23  1.082338E-20  2.752015E-15  5.554117E-15  1.231550E-13  5.247338E-14
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  2.643293E-23  1.034935E-20  2.754048E-15  5.562141E-15  1.226913E-13  5.341508E-14
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  2.683916E-23  9.637146E-21  2.751413E-15  5.562413E-15  1.216050E-13  5.475179E-14
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  2.721816E-23  9.058971E-21  2.743926E-15  5.551441E-15  1.203530E-13  5.575744E-14
    187  6.212841772032E-02  1.000000E-30  1.000000E-30  2.754478E-23  8.607311E-21  2.733992E-15  5.534387E-15  1.191076E-13  5.647646E-14
    188  6.241083345826E-02  1.000000E-30  1.000000E-30  2.787966E-23  8.180406E-21  2.720886E-15  5.510541E-15  1.176924E-13  5.709178E-14
    189  6.286334795077E-02  1.000000E-30  1.000000E-30  2.843838E-23  7.534397E-21  2.693200E-15  5.458105E-15  1.150600E-13  5.787902E-14
    190  6.324448148531E-02  1.000000E-30  1.000000E-30  2.892557E-23  7.026620E-21  2.663742E-15  5.400843E-15  1.125225E-13  5.834889E-14
    191  6.354755735680E-02  1.000000E-30  1.000000E-30  2.932488E-23  6.646273E-21  2.636833E-15  5.347737E-15  1.103256E-13  5.860168E-14
    192  6.382753282149E-02  1.000000E-30  1.000000E-30  2.969967E-23  6.313159E-21  2.609225E-15  5.292741E-15  1.081644E-13  5.873767E-14
    193  6.429792763326E-02  1.000000E-30  1.000000E-30  3.033460E-23  5.792262E-21  2.557006E-15  5.187820E-15  1.042754E-13  5.875353E-14
    194  6.470641913937E-02  1.000000E-30  1.000000E-30  3.088623E-23  5.378363E-21  2.506154E-15  5.084877E-15  1.006752E-13  5.855596E-14
    195  6.514351188605E-02  1.000000E-30  1.000000E-30  3.147171E-23  4.973612E-21  2.446648E-15  4.963761E-15  9.664042E-14  5.813638E-14
    196  6.551961572666E-02  1.000000E-30  1.000000E-30  3.197352E-23  4.655540E-21  2.392026E-15  4.852040E-15  9.306098E-14  5.761781E-14
    197  6.614173306661E-02  1.000000E-30  1.000000E-30  3.278526E-23  4.187527E-21  2.295350E-15  4.653513E-15  8.698910E-14  5.645676E-14
    198  6.666431851744E-02  1.000000E-30  1.000000E-30  3.343909E-23  3.846855E-21  2.208972E-15  4.475617E-15  8.181573E-14  5.521468E-14
    199  6.714973898932E-02  1.000000E-30  1.000000E-30  3.401873E-23  3.569989E-21  2.125520E-15  4.303458E-15  7.701298E-14  5.387123E-14
    200  6.763365269933E-02  1.000000E-30  1.000000E-30  3.457641E-23  3.328938E-21  2.040523E-15  4.127787E-15  7.228333E-14  5.238232E-14
    201  6.810748363549E-02  1.000000E-30  1.000000E-30  3.509200E-23  3.124069E-21  1.955880E-15  3.952776E-15  6.773967E-14  5.079748E-14
    202  6.886988901479E-02  1.000000E-30  1.000000E-30  3.585216E-23  2.852550E-21  1.818415E-15  3.668632E-15  6.068991E-14  4.804297E-14
    203  6.932442343830E-02  1.000000E-30  1.000000E-30  3.626793E-23  2.721249E-21  1.736795E-15  3.500002E-15  5.667934E-14  4.631540E-14
    204  6.977291475786E-02  1.000000E-30  1.000000E-30  3.665108E-23  2.611622E-21  1.657096E-15  3.335470E-15  5.288299E-14  4.457115E-14
    205  7.051837306122E-02  1.000000E-30  1.000000E-30  3.721756E-23  2.468240E-21  1.527213E-15  3.067871E-15  4.695229E-14  4.162433E-14
    206  7.120724846930E-02  1.000000E-30  1.000000E-30  3.766646E-23  2.373319E-21  1.411329E-15  2.829785E-15  4.191677E-14  3.889858E-14
    207  7.185571854523E-02  1.000000E-30  1.000000E-30  3.802993E-23  2.312258E-21  1.306913E-15  2.615887E-15  3.757675E-14  3.637301E-14
    208  7.250556240022E-02  1.000000E-30  1.000000E-30  3.832768E-23  2.274459E-21  1.207220E-15  2.412423E-15  3.361174E-14  3.391048E-14
    209  7.308358088908E-02  1.000000E-30  1.000000E-30  3.853978E-23  2.257923E-21  1.123143E-15  2.241463E-15  3.040003E-14  3.179833E-14
    210  7.365083251161E-02  1.000000E-30  1.000000E-30  3.870495E-23  2.255535E-21  1.045150E-15  2.083413E-15  2.752541E-14  2.981126E-14
    211  7.420607479025E-02  1.000000E-30  1.000000E-30  3.881703E-23  2.264560E-21  9.731235E-16  1.938014E-15  2.496400E-14  2.795717E-14
    212  7.477269193766E-02  1.000000E-30  1.000000E-30  3.887939E-23  2.283888E-21  9.040834E-16  1.799188E-15  2.259275E-14  2.616483E-14
    213  7.532671922740E-02  1.000000E-30  1.000000E-30  3.889712E-23  2.311938E-21  8.410696E-16  1.672930E-15  2.049657E-14  2.451469E-14
    214  7.590819975934E-02  1.000000E-30  1.000000E-30  3.885877E-23  2.349478E-21  7.795373E-16  1.550110E-15  1.851547E-14  2.289380E-14
    215  7.648106882397E-02  1.000000E-30  1.000000E-30  3.875778E-23  2.393274E-21  7.234069E-16  1.438500E-15  1.676564E-14  2.140875E-14
    216  7.706864365518E-02  1.000000E-30  1.000000E-30  3.858927E-23  2.444411E-21  6.703949E-16  1.333446E-15  1.516160E-14  2.000020E-14
    217  7.765097184480E-02  1.000000E-30  1.000000E-30  3.835048E-23  2.500115E-21  6.222333E-16  1.238296E-15  1.374522E-14  1.871646E-14
    218  7.824188421090E-02  1.000000E-30  1.000000E-30  3.802208E-23  2.560070E-21  5.775621E-16  1.150283E-15  1.246723E-14  1.752443E-14
    219  7.883216312169E-02  1.000000E-30  1.000000E-30  3.760334E-23  2.622361E-21  5.370009E-16  1.070528E-15  1.133537E-14  1.644127E-14
    220  7.934760137230E-02  1.000000E-30  1.000000E-30  3.716385E-23  2.678219E-21  5.048037E-16  1.007286E-15  1.045456E-14  1.558056E-14
    221  7.991019390762E-02  1.000000E-30  1.000000E-30  3.659548E-23  2.739184E-21  4.728677E-16  9.445807E-16  9.596393E-15  1.472788E-14
    222  8.044081450283E-02  1.000000E-30  1.000000E-30  3.597359E-23  2.795895E-21  4.456847E-16  8.911827E-16  8.876856E-15  1.400362E-14
    223  8.103419684334E-02  1.000000E-30  1.000000E-30  3.518865E-23  2.858534E-21  4.185980E-16  8.378808E-16  8.166648E-15  1.328296E-14
    224  8.158988408622E-02  1.000000E-30  1.000000E-30  3.436697E-23  2.915494E-21  3.962205E-16  7.937210E-16  7.583301E-15  1.268989E-14
    225  8.219791245697E-02  1.000000E-30  1.000000E-30  3.337527E-23  2.975149E-21  3.748528E-16  7.513783E-16  7.026474E-15  1.212744E-14
    226  8.273529679330E-02  1.000000E-30  1.000000E-30  3.242829E-23  3.025806E-21  3.585777E-16  7.189401E-16  6.598844E-15  1.170276E-14
    227  8.327310875316E-02  1.000000E-30  1.000000E-30  3.142203E-23  3.074665E-21  3.446162E-16  6.909080E-16  6.225695E-15  1.134268E-14
    228  8.381967664174E-02  1.000000E-30  1.000000E-30  3.033895E-23  3.121302E-21  3.325750E-16  6.665034E-16  5.896039E-15  1.103810E-14
    229  8.442137901789E-02  1.000000E-30  1.000000E-30  2.908006E-23  3.168276E-21  3.215697E-16  6.439046E-16  5.583637E-15  1.076794E-14
    230  8.496109010092E-02  1.000000E-30  1.000000E-30  2.789990E-23  3.206731E-21  3.135485E-16  6.271308E-16  5.343145E-15  1.057889E-14
    231  8.556251684447E-02  1.000000E-30  1.000000E-30  2.652045E-23  3.242337E-21  3.062246E-16  6.114771E-16  5.110544E-15  1.041651E-14
    232  8.609514523980E-02  1.000000E-30  1.000000E-30  2.524140E-23  3.265442E-21  3.008308E-16  5.996585E-16  4.929163E-15  1.030616E-14
    233  8.668730402486E-02  1.000000E-30  1.000000E-30  2.375991E-23  3.280181E-21  2.957194E-16  5.881611E-16  4.748266E-15  1.021069E-14
    234  8.725638446658E-02  1.000000E-30  1.000000E-30  2.227827E-23  3.280658E-21  2.912788E-16  5.779708E-16  4.588115E-15  1.013412E-14
    235  8.784892152766E-02  1.000000E-30  1.000000E-30  2.067845E-23  3.263247E-21  2.866567E-16  5.673329E-16  4.428049E-15  1.005584E-14
    236  8.837914431516E-02  1.000000E-30  1.000000E-30  1.920684E-23  3.230269E-21  2.821976E-16  5.571826E-16  4.285662E-15  9.976580E-15
    237  8.927467123273E-02  1.000000E-30  1.000000E-30  1.666979E-23  3.134198E-21  2.732787E-16  5.373973E-16  4.036963E-15  9.798980E-15
    238  9.009385267910E-02  1.000000E-30  1.000000E-30  1.434167E-23  2.997603E-21  2.626730E-16  5.147116E-16  3.788831E-15  9.557478E-15
    239  9.088007009323E-02  1.000000E-30  1.000000E-30  1.216566E-23  2.825645E-21  2.499728E-16  4.882644E-16  3.528536E-15  9.238947E-15
    240  9.160938796651E-02  1.000000E-30  1.000000E-30  1.025154E-23  2.634115E-21  2.358593E-16  4.594629E-16  3.267214E-15  8.859728E-15
    241  9.231864750676E-02  1.000000E-30  1.000000E-30  8.530015E-24  2.425292E-21  2.202340E-16  4.280338E-16  2.998723E-15  8.417583E-15
    242  9.335415502949E-02  1.000000E-30  1.000000E-30  6.327462E-24  2.097727E-21  1.950250E-16  3.779772E-16  2.594366E-15  7.666438E-15
    243  9.429165011748E-02  1.000000E-30  1.000000E-30  4.688617E-24  1.796609E-21  1.709952E-16  3.307739E-16  2.231415E-15  6.914481E-15
    244  9.514750284226E-02  1.000000E-30  1.000000E-30  3.487312E-24  1.533167E-21  1.492579E-16  2.883687E-16  1.916529E-15  6.206274E-15
    245  9.592869681963E-02  1.000000E-30  1.000000E-30  2.618448E-24  1.310265E-21  1.303007E-16  2.515639E-16  1.650475E-15  5.566950E-15
    246  9.638259128200E-02  1.000000E-30  1.000000E-30  2.202107E-24  1.190507E-21  1.198888E-16  2.314025E-16  1.507239E-15  5.206540E-15
    247  9.686466198075E-02  1.000000E-30  1.000000E-30  1.823612E-24  1.071797E-21  1.093973E-16  2.111203E-16  1.364891E-15  4.836370E-15
    248  9.745016881397E-02  1.000000E-30  1.000000E-30  1.441860E-24  9.397147E-22  9.750866E-17  1.881718E-16  1.205895E-15  4.407695E-15
    249  9.798964068785E-02  1.000000E-30  1.000000E-30  1.155306E-24  8.297681E-22  8.742430E-17  1.687291E-16  1.072873E-15  4.035561E-15
    250  9.892639389759E-02  1.000000E-30  1.000000E-30  7.781201E-25  6.645851E-22  7.191206E-17  1.388502E-16  8.714540E-16  3.445413E-15
    251  9.977784733458E-02  1.000000E-30  1.000000E-30  5.384124E-25  5.404172E-22  5.991635E-17  1.157610E-16  7.184426E-16  2.971594E-15
    252  1.005622893962E-01  1.000000E-30  1.000000E-30  3.809024E-25  4.453069E-22  5.049545E-17  9.762867E-17  5.999558E-16  2.586053E-15
    253  1.013070552067E-01  1.000000E-30  1.000000E-30  2.730847E-25  3.698347E-22  4.284625E-17  8.290327E-17  5.049302E-16  2.262385E-15
    254  1.019791947326E-01  1.000000E-30  1.000000E-30  2.016544E-25  3.124115E-22  3.690383E-17  7.145835E-17  4.318713E-16  2.002824E-15
    255  1.025982572428E-01  1.000000E-30  1.000000E-30  1.522058E-25  2.672661E-22  3.214393E-17  6.228539E-17  3.738592E-16  1.788675E-15
    256  1.032644197032E-01  1.000000E-30  1.000000E-30  1.123370E-25  2.258383E-22  2.769485E-17  5.370576E-17  3.200857E-16  1.582499E-15
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  8.355307E-26  1.916625E-22  2.395552E-17  4.648897E-17  2.752468E-16  1.403751E-15
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  6.329906E-26  1.643123E-22  2.090959E-17  4.060537E-17  2.389810E-16  1.253685E-15
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  4.818468E-26  1.411556E-22  1.828641E-17  3.553420E-17  2.079560E-16  1.120622E-15
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  3.730680E-26  1.223234E-22  1.611793E-17  3.133852E-17  1.824638E-16  1.007435E-15
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  2.897918E-26  1.061118E-22  1.422160E-17  2.766624E-17  1.602922E-16  9.056269E-16
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  2.246129E-26  9.179782E-23  1.252030E-17  2.436891E-17  1.405098E-16  8.116845E-16
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  1.763005E-26  7.983668E-23  1.107588E-17  2.156715E-17  1.238021E-16  7.296623E-16
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.390152E-26  6.948375E-23  9.806124E-18  1.910212E-17  1.091840E-16  6.555249E-16
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.120903E-26  6.112469E-23  8.765335E-18  1.708006E-17  9.725616E-17  5.931380E-16
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  8.826251E-27  5.283971E-23  7.717606E-18  1.504300E-17  8.530325E-17  5.286547E-16
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  7.158530E-27  4.634711E-23  6.883396E-18  1.341989E-17  7.582809E-17  4.759354E-16
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  5.904026E-27  4.094568E-23  6.179120E-18  1.204864E-17  6.785911E-17  4.303407E-16
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  4.781256E-27  3.558418E-23  5.469159E-18  1.066547E-17  5.985800E-17  3.832825E-16
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  3.819692E-27  3.044716E-23  4.776890E-18  9.315878E-18  5.209034E-17  3.362336E-16
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  3.148078E-27  2.645844E-23  4.229767E-18  8.248575E-18  4.597638E-17  2.981457E-16
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  2.640154E-27  2.314521E-23  3.767671E-18  7.346683E-18  4.083210E-17  2.653276E-16
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  2.206193E-27  2.005009E-23  3.328578E-18  6.489317E-18  3.596238E-17  2.335845E-16
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.842503E-27  1.722137E-23  2.919869E-18  5.690953E-18  3.144707E-17  2.035467E-16
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.574751E-27  1.497244E-23  2.588939E-18  5.044292E-18  2.780431E-17  1.788899E-16
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.336344E-27  1.282606E-23  2.267124E-18  4.415290E-18  2.427497E-17  1.546779E-16
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.162687E-27  1.116658E-23  2.013545E-18  3.919575E-18  2.150393E-17  1.354821E-16
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  9.246275E-28  8.755231E-24  1.635976E-18  3.181361E-18  1.739532E-17  1.068080E-16
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  8.156905E-28  7.599187E-24  1.450191E-18  2.818131E-18  1.538263E-17  9.275514E-17
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  7.239205E-28  6.604006E-24  1.287185E-18  2.499466E-18  1.362205E-17  8.051129E-17
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  6.068337E-28  5.316932E-24  1.071248E-18  2.077406E-18  1.129805E-17  6.450367E-17
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  5.519881E-28  4.712118E-24  9.673271E-19  1.874362E-18  1.018352E-17  5.694249E-17
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  5.037138E-28  4.182178E-24  8.747164E-19  1.693469E-18  9.192614E-18  5.030870E-17
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  4.278723E-28  3.361752E-24  7.279340E-19  1.406901E-18  7.626772E-18  4.004603E-17
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  3.693363E-28  2.746230E-24  6.143906E-19  1.185409E-18  6.420179E-18  3.239807E-17
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  3.227646E-28  2.273544E-24  5.246498E-19  1.010504E-18  5.469716E-18  2.658024E-17
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  2.847795E-28  1.902914E-24  4.523300E-19  8.696885E-19  4.706065E-18  2.207030E-17
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  2.528491E-28  1.604116E-24  3.924543E-19  7.532270E-19  4.075610E-18  1.848169E-17
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  2.261853E-28  1.365118E-24  3.433263E-19  6.577740E-19  3.559621E-18  1.564778E-17
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  2.050864E-28  1.183686E-24  3.051365E-19  5.836545E-19  3.159423E-18  1.352279E-17
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.865948E-28  1.030917E-24  2.722555E-19  5.199089E-19  2.815575E-18  1.175441E-17
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.682558E-28  8.856555E-25  2.402579E-19  4.579505E-19  2.481653E-18  1.009249E-17
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.533584E-28  7.726252E-25  2.147780E-19  4.086741E-19  2.216256E-18  8.812901E-18
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.383996E-28  6.639938E-25  1.897047E-19  3.602493E-19  1.955602E-18  7.595942E-18
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.254319E-28  5.740575E-25  1.684267E-19  3.192150E-19  1.734838E-18  6.598355E-18
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.121817E-28  4.864873E-25  1.471666E-19  2.782801E-19  1.514675E-18  5.635176E-18
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.015477E-28  4.196272E-25  1.304971E-19  2.462384E-19  1.342374E-18  4.905148E-18
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  8.406231E-29  3.168161E-25  1.039150E-19  1.952667E-19  1.068281E-18  3.790197E-18
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  7.680328E-29  2.769246E-25  9.321431E-20  1.748001E-19  9.581952E-19  3.359426E-18
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  7.081300E-29  2.453506E-25  8.454957E-20  1.582539E-19  8.691682E-19  3.018426E-18
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  6.037460E-29  1.933729E-25  6.982501E-20  1.302008E-19  7.181387E-19  2.455905E-18
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  5.543318E-29  1.701910E-25  6.303484E-20  1.172963E-19  6.486064E-19  2.203856E-18
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  5.123817E-29  1.512780E-25  5.736887E-20  1.065465E-19  5.906439E-19  1.997138E-18
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  4.412535E-29  1.208987E-25  4.797809E-20  8.877263E-20  4.947048E-19  1.662013E-18
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  3.906160E-29  1.006427E-25  4.147200E-20  7.649548E-20  4.283352E-19  1.435368E-18
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  3.457769E-29  8.372497E-26  3.584602E-20  6.590829E-20  3.710068E-19  1.242976E-18
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  3.094257E-29  7.076418E-26  3.138626E-20  5.753876E-20  3.256084E-19  1.092871E-18
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  2.776402E-29  6.001873E-26  2.756746E-20  5.039087E-20  2.867637E-19  9.659372E-19
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  2.501086E-29  5.118036E-26  2.432558E-20  4.433845E-20  2.538049E-19  8.592649E-19
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  2.144150E-29  4.042629E-26  2.022374E-20  3.670520E-20  2.121244E-19  7.256267E-19
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.979182E-29  3.574099E-26  1.836979E-20  3.326564E-20  1.932914E-19  6.656751E-19
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.828629E-29  3.163100E-26  1.670313E-20  3.017978E-20  1.763593E-19  6.119360E-19
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.574121E-29  2.507100E-26  1.394539E-20  2.508910E-20  1.483379E-19  5.232963E-19
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.442451E-29  2.187990E-26  1.255048E-20  2.252257E-20  1.341600E-19  4.785579E-19
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.331977E-29  1.931440E-26  1.139842E-20  2.040760E-20  1.224437E-19  4.415892E-19
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.181677E-29  1.599883E-26  9.859960E-21  1.759100E-20  1.067859E-19  3.921535E-19
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.058015E-29  1.343204E-26  8.621371E-21  1.533081E-20  9.416679E-20  3.522410E-19
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  9.512246E-30  1.133950E-26  7.573418E-21  1.342442E-20  8.347565E-20  3.183241E-19
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  8.518109E-30  9.500739E-27  6.617512E-21  1.169086E-20  7.370749E-20  2.872073E-19
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  7.697530E-30  8.068566E-27  5.844244E-21  1.029293E-20  6.579136E-20  2.618649E-19
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  6.999808E-30  6.915283E-27  5.198943E-21  9.129762E-21  5.917225E-20  2.405579E-19
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  6.555300E-30  6.212415E-27  4.794119E-21  8.401797E-21  5.501212E-20  2.270986E-19
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  6.173151E-30  5.629144E-27  4.450289E-21  7.784689E-21  5.147325E-20  2.155998E-19
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  5.724252E-30  4.969818E-27  4.051601E-21  7.070605E-21  4.736230E-20  2.021747E-19
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  5.266377E-30  4.327494E-27  3.651242E-21  6.355295E-21  4.322473E-20  1.885781E-19
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  4.751905E-30  3.643763E-27  3.209583E-21  5.568472E-21  3.864686E-20  1.734155E-19
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  4.325571E-30  3.108678E-27  2.850567E-21  4.930829E-21  3.491285E-20  1.609385E-19
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  3.889599E-30  2.593647E-27  2.490840E-21  4.293964E-21  3.115705E-20  1.482655E-19
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  3.512406E-30  2.175834E-27  2.186254E-21  3.756542E-21  2.796305E-20  1.373718E-19
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  3.152799E-30  1.802528E-27  1.902160E-21  3.256960E-21  2.496943E-20  1.270452E-19
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  2.852965E-30  1.511319E-27  1.670490E-21  2.850965E-21  2.251542E-20  1.184795E-19
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  2.533630E-30  1.222756E-27  1.429678E-21  2.430491E-21  1.994903E-20  1.094036E-19
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  2.267048E-30  9.996952E-28  1.233814E-21  2.089814E-21  1.784734E-20  1.018673E-19
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.913387E-30  7.309956E-28  9.823495E-22  1.654497E-21  1.512382E-20  9.192755E-20
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.747373E-30  6.163831E-28  8.680736E-22  1.457587E-21  1.387487E-20  8.729786E-20
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.598276E-30  5.199822E-28  7.677447E-22  1.285240E-21  1.277053E-20  8.315674E-20
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.431441E-30  4.200652E-28  6.584191E-22  1.098105E-21  1.155732E-20  7.855224E-20
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.290741E-30  3.426932E-28  5.689286E-22  9.455131E-22  1.055501E-20  7.470095E-20
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.171535E-30  2.822081E-28  4.952339E-22  8.203039E-22  9.722355E-21  7.146879E-20
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.075245E-30  2.369988E-28  4.373258E-22  7.222478E-22  9.062441E-21  6.888504E-20
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.959983E-28  3.821177E-22  6.290727E-22  8.427796E-21  6.638215E-20
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.753951E-28  3.531928E-22  5.803888E-22  8.092958E-21  6.505586E-20
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.581944E-28  3.283465E-22  5.386468E-22  7.804025E-21  6.390953E-20
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.254181E-28  2.787643E-22  4.555928E-22  7.223005E-21  6.160037E-20
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.026474E-28  2.421262E-22  3.944572E-22  6.789605E-21  5.988078E-20
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.457849E-29  2.113981E-22  3.433568E-22  6.423369E-21  5.843744E-20
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  6.349874E-29  1.730311E-22  2.798121E-22  5.962441E-21  5.665007E-20
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.876344E-29  1.440216E-22  2.319864E-22  5.611400E-21  5.533217E-20
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.776484E-29  1.210569E-22  1.942602E-22  5.332793E-21  5.433953E-20
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.020856E-29  1.036689E-22  1.658372E-22  5.122266E-21  5.364205E-20
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.488804E-29  8.949695E-23  1.428234E-22  4.952232E-21  5.313409E-20
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.128337E-29  7.785156E-23  1.240576E-22  4.815031E-21  5.278484E-20
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.806942E-29  6.687790E-23  1.064294E-22  4.687988E-21  5.253254E-20
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.494260E-29  5.688842E-23  9.037096E-23  4.575218E-21  5.239916E-20
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.206725E-29  4.888077E-23  7.744614E-23  4.488322E-21  5.239516E-20
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  9.325496E-30  4.114953E-23  6.498182E-23  4.409506E-21  5.252231E-20
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  7.291473E-30  3.489055E-23  5.493210E-23  4.352038E-21  5.277129E-20
    358  1.645369737572E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.056155E-30  2.707169E-23  4.244831E-23  4.293830E-21  5.338208E-20
    359  1.651200899964E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.146472E-30  2.356663E-23  3.687581E-23  4.275350E-21  5.382197E-20
