 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                al23          al24          al25          al26          al27          al28          al29          al30 
     91  4.208159634323E-02  1.000000E-30  1.111522E-28  2.078999E-21  8.876606E-18  1.639502E-13  9.550932E-13  4.361907E-11  4.551236E-12
     92  4.230932596557E-02  1.000000E-30  1.012053E-28  2.006630E-21  8.682808E-18  1.620305E-13  9.387863E-13  4.288109E-11  4.552637E-12
     93  4.251598135750E-02  1.000000E-30  9.242864E-29  1.932601E-21  8.469345E-18  1.595299E-13  9.186648E-13  4.184548E-11  4.512492E-12
     94  4.274368410830E-02  1.000000E-30  8.316840E-29  1.843338E-21  8.197218E-18  1.560582E-13  8.917734E-13  4.036047E-11  4.426655E-12
     95  4.294191711445E-02  1.000000E-30  7.551291E-29  1.760063E-21  7.931827E-18  1.525098E-13  8.652397E-13  3.882972E-11  4.320925E-12
     96  4.316569238790E-02  1.000000E-30  6.738686E-29  1.661548E-21  7.605880E-18  1.480382E-13  8.329573E-13  3.691205E-11  4.173976E-12
     97  4.339365876136E-02  1.000000E-30  5.971223E-29  1.557703E-21  7.249024E-18  1.430589E-13  7.984989E-13  3.482723E-11  4.001642E-12
     98  4.362382833621E-02  1.000000E-30  5.260355E-29  1.450723E-21  6.867094E-18  1.376601E-13  7.628896E-13  3.266102E-11  3.812241E-12
     99  4.384703699487E-02  1.000000E-30  4.633074E-29  1.346240E-21  6.479387E-18  1.321056E-13  7.280916E-13  3.056101E-11  3.620570E-12
    100  4.408801045744E-02  1.000000E-30  4.023045E-29  1.233780E-21  6.044639E-18  1.257638E-13  6.904693E-13  2.834338E-11  3.410878E-12
    101  4.430336182063E-02  1.000000E-30  3.531781E-29  1.133948E-21  5.642538E-18  1.197502E-13  6.566169E-13  2.642679E-11  3.224163E-12
    102  4.453208602613E-02  1.000000E-30  3.065101E-29  1.029633E-21  5.205223E-18  1.130151E-13  6.203968E-13  2.448106E-11  3.029986E-12
    103  4.474836808964E-02  1.000000E-30  2.672585E-29  9.328439E-22  4.783100E-18  1.062787E-13  5.855289E-13  2.272789E-11  2.851204E-12
    104  4.497736119052E-02  1.000000E-30  2.304022E-29  8.326265E-22  4.329773E-18  9.875026E-14  5.476226E-13  2.095791E-11  2.667095E-12
    105  4.517199675598E-02  1.000000E-30  2.025349E-29  7.495341E-22  3.941989E-18  9.204339E-14  5.143908E-13  1.951479E-11  2.514202E-12
    106  4.536038532241E-02  1.000000E-30  1.783118E-29  6.712411E-22  3.567418E-18  8.531438E-14  4.812363E-13  1.816149E-11  2.368390E-12
    107  4.552484255766E-02  1.000000E-30  1.592154E-29  6.049593E-22  3.243805E-18  7.929119E-14  4.515262E-13  1.700918E-11  2.242209E-12
    108  4.581275722245E-02  1.000000E-30  1.300429E-29  4.948852E-22  2.693724E-18  6.857582E-14  3.981611E-13  1.504380E-11  2.022196E-12
    109  4.603616864208E-02  1.000000E-30  1.109033E-29  4.161984E-22  2.290603E-18  6.030628E-14  3.562292E-13  1.356258E-11  1.851917E-12
    110  4.624194314299E-02  1.000000E-30  9.569409E-30  3.497643E-22  1.943046E-18  5.285260E-14  3.176497E-13  1.222590E-11  1.694480E-12
    111  4.641297951594E-02  1.000000E-30  8.480160E-30  2.999347E-22  1.677224E-18  4.692816E-14  2.863697E-13  1.114937E-11  1.565036E-12
    112  4.656990459822E-02  1.000000E-30  7.610766E-30  2.587900E-22  1.453729E-18  4.177617E-14  2.586561E-13  1.019487E-11  1.448174E-12
    113  4.671253119976E-02  1.000000E-30  6.920116E-30  2.252618E-22  1.268397E-18  3.736893E-14  2.345224E-13  9.359492E-12  1.344202E-12
    114  4.684580987606E-02  1.000000E-30  6.353125E-30  1.972297E-22  1.110799E-18  3.351151E-14  2.130392E-13  8.610123E-12  1.249523E-12
    115  4.697520204195E-02  1.000000E-30  5.868509E-30  1.729736E-22  9.721147E-19  3.002190E-14  1.932826E-13  7.914338E-12  1.160361E-12
    116  4.709649788536E-02  1.000000E-30  5.467430E-30  1.527630E-22  8.546165E-19  2.698583E-14  1.758179E-13  7.292549E-12  1.079611E-12
    117  4.721637454993E-02  1.000000E-30  5.116445E-30  1.350531E-22  7.499349E-19  2.421068E-14  1.596052E-13  6.708476E-12  1.002790E-12
    118  4.732862910872E-02  1.000000E-30  4.824386E-30  1.203732E-22  6.617267E-19  2.181351E-14  1.453883E-13  6.189923E-12  9.337569E-13
    119  4.750539400184E-02  1.000000E-30  4.426975E-30  1.006517E-22  5.407335E-19  1.842289E-14  1.248994E-13  5.430114E-12  8.311026E-13
    120  4.767210524850E-02  1.000000E-30  4.111608E-30  8.542570E-23  4.448959E-19  1.563608E-14  1.076731E-13  4.777634E-12  7.413985E-13
    121  4.783406579930E-02  1.000000E-30  3.850702E-30  7.332776E-23  3.668047E-19  1.328334E-14  9.280829E-14  4.202404E-12  6.610046E-13
    122  4.799263518131E-02  1.000000E-30  3.630662E-30  6.366690E-23  3.028603E-19  1.128883E-14  7.993153E-14  3.693130E-12  5.886873E-13
    123  4.815339657435E-02  1.000000E-30  3.435582E-30  5.570651E-23  2.488076E-19  9.543103E-15  6.841078E-14  3.227148E-12  5.214508E-13
    124  4.832264594384E-02  1.000000E-30  3.256407E-30  4.902146E-23  2.021838E-19  7.982825E-15  5.787652E-14  2.790756E-12  4.574706E-13
    125  4.849826454798E-02  1.000000E-30  3.093289E-30  4.358231E-23  1.631608E-19  6.627730E-15  4.850301E-14  2.392381E-12  3.980903E-13
    126  4.867786870736E-02  1.000000E-30  2.945568E-30  3.928187E-23  1.313855E-19  5.481815E-15  4.037114E-14  2.037330E-12  3.442656E-13
    127  4.885872256535E-02  1.000000E-30  2.812289E-30  3.596828E-23  1.061536E-19  4.536716E-15  3.348248E-14  1.728039E-12  2.965720E-13
    128  4.903755607841E-02  1.000000E-30  2.692640E-30  3.347459E-23  8.658261E-20  3.775892E-15  2.778087E-14  1.464661E-12  2.552654E-13
    129  4.921259737621E-02  1.000000E-30  2.584918E-30  3.161875E-23  7.157710E-20  3.171384E-15  2.311888E-14  1.243075E-12  2.199328E-13
    130  4.938368810460E-02  1.000000E-30  2.486943E-30  3.023785E-23  6.008198E-20  2.692465E-15  1.931379E-14  1.056997E-12  1.897796E-13
    131  4.955132280349E-02  1.000000E-30  2.396752E-30  2.920634E-23  5.124816E-20  2.312752E-15  1.620083E-14  9.003750E-13  1.639975E-13
    132  4.971624312404E-02  1.000000E-30  2.312742E-30  2.843198E-23  4.443083E-20  2.011258E-15  1.364467E-14  7.680415E-13  1.418763E-13
    133  4.987811857735E-02  1.000000E-30  2.234175E-30  2.785157E-23  3.918223E-20  1.773253E-15  1.155141E-14  6.565057E-13  1.229492E-13
    134  5.003799836445E-02  1.000000E-30  2.159041E-30  2.741434E-23  3.510626E-20  1.584449E-15  9.820868E-15  5.615662E-13  1.065941E-13
    135  5.019682549602E-02  1.000000E-30  2.087198E-30  2.708391E-23  3.194213E-20  1.435624E-15  8.390934E-15  4.807235E-13  9.246357E-14
    136  5.035511419132E-02  1.000000E-30  2.018159E-30  2.683416E-23  2.948881E-20  1.319341E-15  7.209648E-15  4.118212E-13  8.024630E-14
    137  5.051299755300E-02  1.000000E-30  1.951619E-30  2.664590E-23  2.759477E-20  1.229848E-15  6.236562E-15  3.531766E-13  6.969979E-14
    138  5.067010535678E-02  1.000000E-30  1.887532E-30  2.650478E-23  2.614444E-20  1.162622E-15  5.440096E-15  3.034886E-13  6.063891E-14
    139  5.082726902819E-02  1.000000E-30  1.825400E-30  2.639880E-23  2.503619E-20  1.113475E-15  4.788001E-15  2.612735E-13  5.283504E-14
    140  5.098506829486E-02  1.000000E-30  1.764884E-30  2.631921E-23  2.419492E-20  1.079263E-15  4.255818E-15  2.254008E-13  4.611446E-14
    141  5.114361869269E-02  1.000000E-30  1.705860E-30  2.625958E-23  2.356439E-20  1.057580E-15  3.825015E-15  1.950250E-13  4.034915E-14
    142  5.130328078870E-02  1.000000E-30  1.648131E-30  2.621483E-23  2.309898E-20  1.046432E-15  3.479432E-15  1.693749E-13  3.541933E-14
    143  5.146205644840E-02  1.000000E-30  1.592341E-30  2.618147E-23  2.276689E-20  1.044201E-15  3.209281E-15  1.480881E-13  3.127941E-14
    144  5.162089365231E-02  1.000000E-30  1.538067E-30  2.615609E-23  2.253510E-20  1.049353E-15  3.000380E-15  1.304056E-13  2.780305E-14
    145  5.177902725711E-02  1.000000E-30  1.485494E-30  2.613639E-23  2.238061E-20  1.060643E-15  2.843402E-15  1.158783E-13  2.491988E-14
    146  5.193558292952E-02  1.000000E-30  1.434304E-30  2.612222E-23  2.228578E-20  1.077058E-15  2.729704E-15  1.040552E-13  2.255499E-14
    147  5.207655208218E-02  1.000000E-30  1.389251E-30  2.611191E-23  2.223742E-20  1.095615E-15  2.657601E-15  9.531744E-14  2.079871E-14
    148  5.220437120847E-02  1.000000E-30  1.349296E-30  2.610349E-23  2.221625E-20  1.115122E-15  2.613420E-15  8.875916E-14  1.947875E-14
    149  5.240275279905E-02  1.000000E-30  1.288917E-30  2.609104E-23  2.221400E-20  1.149778E-15  2.578431E-15  8.078433E-14  1.788054E-14
    150  5.258707116153E-02  1.000000E-30  1.234586E-30  2.607913E-23  2.223378E-20  1.186090E-15  2.576193E-15  7.540086E-14  1.682076E-14
    151  5.276353482958E-02  1.000000E-30  1.184106E-30  2.606671E-23  2.226370E-20  1.224070E-15  2.596288E-15  7.176092E-14  1.613411E-14
    152  5.293536770993E-02  1.000000E-30  1.136354E-30  2.605319E-23  2.229709E-20  1.263723E-15  2.633067E-15  6.940235E-14  1.573079E-14
    153  5.310288915571E-02  1.000000E-30  1.091087E-30  2.603834E-23  2.232930E-20  1.304672E-15  2.682522E-15  6.804460E-14  1.555560E-14
    154  5.325369291828E-02  1.000000E-30  1.051418E-30  2.602349E-23  2.235520E-20  1.343279E-15  2.736646E-15  6.748926E-14  1.555775E-14
    155  5.339308966526E-02  1.000000E-30  1.015617E-30  2.600839E-23  2.237472E-20  1.380346E-15  2.793609E-15  6.745252E-14  1.567819E-14
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  2.598004E-23  2.239402E-20  1.445310E-15  2.901735E-15  6.823750E-14  1.610044E-14
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  2.595198E-23  2.239396E-20  1.506613E-15  3.010305E-15  6.967405E-14  1.668137E-14
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  2.592315E-23  2.237514E-20  1.566747E-15  3.120799E-15  7.152426E-14  1.737627E-14
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  2.589186E-23  2.233578E-20  1.626183E-15  3.232628E-15  7.364856E-14  1.815608E-14
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  2.585990E-23  2.227918E-20  1.681488E-15  3.338312E-15  7.581103E-14  1.894798E-14
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  2.582688E-23  2.220685E-20  1.733686E-15  3.439101E-15  7.797114E-14  1.974467E-14
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  2.576130E-23  2.203132E-20  1.825011E-15  3.617221E-15  8.194483E-14  2.123894E-14
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  2.569212E-23  2.181384E-20  1.906875E-15  3.778338E-15  8.565091E-14  2.267971E-14
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  2.561798E-23  2.155302E-20  1.982851E-15  3.928922E-15  8.917459E-14  2.410414E-14
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  2.554211E-23  2.126187E-20  2.051179E-15  4.065213E-15  9.239619E-14  2.546421E-14
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  2.546617E-23  2.094163E-20  2.114111E-15  4.191449E-15  9.539774E-14  2.678981E-14
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  2.537613E-23  2.052764E-20  2.182308E-15  4.329162E-15  9.868258E-14  2.832039E-14
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  2.529291E-23  2.010861E-20  2.240739E-15  4.448039E-15  1.015195E-13  2.972455E-14
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  2.520443E-23  1.961187E-20  2.300289E-15  4.570158E-15  1.044270E-13  3.126055E-14
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  2.513123E-23  1.914279E-20  2.349389E-15  4.671673E-15  1.068315E-13  3.262102E-14
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  2.506159E-23  1.861569E-20  2.398317E-15  4.773658E-15  1.092272E-13  3.407601E-14
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  2.501089E-23  1.814103E-20  2.437903E-15  4.856832E-15  1.111590E-13  3.533743E-14
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  2.495210E-23  1.729662E-20  2.500337E-15  4.989262E-15  1.141742E-13  3.750564E-14
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  2.493732E-23  1.651914E-20  2.550758E-15  5.097364E-15  1.165537E-13  3.944659E-14
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  2.495769E-23  1.579782E-20  2.592133E-15  5.187058E-15  1.184437E-13  4.120879E-14
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  2.500716E-23  1.513420E-20  2.626025E-15  5.261346E-15  1.199248E-13  4.280297E-14
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  2.508258E-23  1.450680E-20  2.654562E-15  5.324617E-15  1.210995E-13  4.428803E-14
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  2.518759E-23  1.387835E-20  2.679770E-15  5.381248E-15  1.220523E-13  4.575354E-14
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  2.531844E-23  1.327590E-20  2.700848E-15  5.429299E-15  1.227522E-13  4.713795E-14
