 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                na22          na23          na24          na25          na26          na27          na28          na29 
    175  5.837706807704E-02  4.313153E-18  5.177437E-16  2.032814E-15  5.215326E-14  9.647055E-15  4.369693E-15  7.704418E-18  1.262901E-19
    176  5.868213309337E-02  4.559214E-18  5.087846E-16  2.054539E-15  5.348576E-14  1.013295E-14  4.718899E-15  8.459016E-18  1.420008E-19
    177  5.897372529375E-02  4.804310E-18  4.997518E-16  2.072617E-15  5.469923E-14  1.060199E-14  5.070223E-15  9.234372E-18  1.585975E-19
    178  5.927019313219E-02  5.063752E-18  4.901738E-16  2.088393E-15  5.587127E-14  1.108282E-14  5.445470E-15  1.008001E-17  1.772017E-19
    179  5.955970264735E-02  5.327639E-18  4.805067E-16  2.101409E-15  5.695665E-14  1.155601E-14  5.830195E-15  1.096520E-17  1.972140E-19
    180  5.987296131417E-02  5.625815E-18  4.697710E-16  2.113039E-15  5.806824E-14  1.207231E-14  6.267974E-15  1.199409E-17  2.211337E-19
    181  6.018239261751E-02  5.932555E-18  4.589312E-16  2.121814E-15  5.909041E-14  1.258349E-14  6.721504E-15  1.308438E-17  2.472373E-19
    182  6.051941164510E-02  6.280532E-18  4.469275E-16  2.128325E-15  6.011338E-14  1.313971E-14  7.239335E-15  1.435926E-17  2.787147E-19
    183  6.081686890997E-02  6.599732E-18  4.362179E-16  2.131456E-15  6.093437E-14  1.362847E-14  7.716935E-15  1.556323E-17  3.093580E-19
    184  6.107970107709E-02  6.891220E-18  4.267046E-16  2.132209E-15  6.159354E-14  1.405739E-14  8.154849E-15  1.669076E-17  3.388422E-19
    185  6.149099227918E-02  7.365674E-18  4.118031E-16  2.129763E-15  6.249970E-14  1.472133E-14  8.870314E-15  1.858105E-17  3.899260E-19
    186  6.184187848266E-02  7.789156E-18  3.991580E-16  2.124435E-15  6.315508E-14  1.527985E-14  9.510464E-15  2.032212E-17  4.387441E-19
    187  6.212841772032E-02  8.146812E-18  3.889196E-16  2.117754E-15  6.360093E-14  1.572692E-14  1.005190E-14  2.183227E-17  4.824444E-19
    188  6.241083345826E-02  8.509557E-18  3.789429E-16  2.109163E-15  6.395998E-14  1.615797E-14  1.060128E-14  2.340010E-17  5.291253E-19
    189  6.286334795077E-02  9.111638E-18  3.632751E-16  2.091396E-15  6.436659E-14  1.682521E-14  1.151244E-14  2.608039E-17  6.119725E-19
    190  6.324448148531E-02  9.638365E-18  3.504646E-16  2.072786E-15  6.454722E-14  1.736127E-14  1.230736E-14  2.850173E-17  6.900667E-19
    191  6.354755735680E-02  1.007140E-17  3.405822E-16  2.055948E-15  6.459360E-14  1.777087E-14  1.295809E-14  3.054113E-17  7.581678E-19
    192  6.382753282149E-02  1.048189E-17  3.317211E-16  2.038796E-15  6.455726E-14  1.813380E-14  1.357218E-14  3.251456E-17  8.260855E-19
    193  6.429792763326E-02  1.119260E-17  3.174785E-16  2.006628E-15  6.432207E-14  1.870528E-14  1.462771E-14  3.602202E-17  9.516987E-19
    194  6.470641913937E-02  1.183054E-17  3.058370E-16  1.975561E-15  6.394503E-14  1.915924E-14  1.556496E-14  3.926357E-17  1.073348E-18
    195  6.514351188605E-02  1.253398E-17  2.941993E-16  1.939475E-15  6.337160E-14  1.959845E-14  1.658524E-14  4.293483E-17  1.217563E-18
    196  6.551961572666E-02  1.315856E-17  2.849131E-16  1.906564E-15  6.275304E-14  1.993885E-14  1.747746E-14  4.626974E-17  1.354414E-18
    197  6.614173306661E-02  1.422726E-17  2.711208E-16  1.848772E-15  6.148365E-14  2.041844E-14  1.897140E-14  5.213426E-17  1.608742E-18
    198  6.666431851744E-02  1.515680E-17  2.611259E-16  1.797565E-15  6.019690E-14  2.073631E-14  2.023347E-14  5.738689E-17  1.851581E-18
    199  6.714973898932E-02  1.604567E-17  2.531942E-16  1.748467E-15  5.884325E-14  2.096133E-14  2.140489E-14  6.252936E-17  2.103296E-18
    200  6.763365269933E-02  1.696074E-17  2.466237E-16  1.698844E-15  5.737285E-14  2.112319E-14  2.257220E-14  6.792339E-17  2.382154E-18
    201  6.810748363549E-02  1.788046E-17  2.415013E-16  1.649815E-15  5.582437E-14  2.121808E-14  2.370458E-14  7.344544E-17  2.683883E-18
    202  6.886988901479E-02  1.940834E-17  2.360137E-16  1.571072E-15  5.315253E-14  2.124282E-14  2.549178E-14  8.281479E-17  3.234453E-18
    203  6.932442343830E-02  2.035024E-17  2.343778E-16  1.524885E-15  5.148428E-14  2.118831E-14  2.653510E-14  8.869686E-17  3.605536E-18
    204  6.977291475786E-02  2.130324E-17  2.339682E-16  1.480279E-15  4.980203E-14  2.108768E-14  2.754496E-14  9.471348E-17  4.005752E-18
    205  7.051837306122E-02  2.293379E-17  2.359248E-16  1.408766E-15  4.695409E-14  2.082205E-14  2.916854E-14  1.051609E-16  4.752258E-18
    206  7.120724846930E-02  2.449509E-17  2.406797E-16  1.346483E-15  4.430977E-14  2.048091E-14  3.060617E-14  1.153313E-16  5.543768E-18
    207  7.185571854523E-02  2.601745E-17  2.477815E-16  1.292003E-15  4.184992E-14  2.009071E-14  3.190647E-14  1.253867E-16  6.390620E-18
    208  7.250556240022E-02  2.758842E-17  2.574551E-16  1.241834E-15  3.943631E-14  1.964170E-14  3.315296E-14  1.359336E-16  7.349958E-18
    209  7.308358088908E-02  2.902586E-17  2.682593E-16  1.201370E-15  3.735403E-14  1.920449E-14  3.421894E-14  1.457456E-16  8.308654E-18
    210  7.365083251161E-02  3.047715E-17  2.809539E-16  1.165865E-15  3.538629E-14  1.875111E-14  3.523521E-14  1.558282E-16  9.359999E-18
    211  7.420607479025E-02  3.192969E-17  2.954013E-16  1.135259E-15  3.353947E-14  1.828939E-14  3.620185E-14  1.661540E-16  1.050715E-17
    212  7.477269193766E-02  3.344227E-17  3.122659E-16  1.108479E-15  3.174406E-14  1.780744E-14  3.716736E-14  1.772153E-16  1.181439E-17
    213  7.532671922740E-02  3.495631E-17  3.309735E-16  1.087006E-15  3.008569E-14  1.733500E-14  3.810770E-14  1.886532E-16  1.324785E-17
    214  7.590819975934E-02  3.657159E-17  3.529973E-16  1.069543E-15  2.844983E-14  1.684274E-14  3.909699E-14  2.013909E-16  1.494009E-17
    215  7.648106882397E-02  3.818073E-17  3.771519E-16  1.057554E-15  2.694525E-14  1.636721E-14  4.008606E-14  2.147844E-16  1.682424E-17
    216  7.706864365518E-02  3.984632E-17  4.046097E-16  1.050912E-15  2.551598E-14  1.589669E-14  4.113689E-14  2.295738E-16  1.902103E-17
    217  7.765097184480E-02  4.150093E-17  4.345902E-16  1.050121E-15  2.421321E-14  1.545283E-14  4.223342E-14  2.454707E-16  2.150939E-17
    218  7.824188421090E-02  4.316335E-17  4.678176E-16  1.055207E-15  2.300398E-14  1.502881E-14  4.341847E-14  2.630622E-16  2.440681E-17
    219  7.883216312169E-02  4.479373E-17  5.039136E-16  1.066374E-15  2.190884E-14  1.463695E-14  4.470142E-14  2.823921E-16  2.774923E-17
    220  7.934760137230E-02  4.618480E-17  5.379302E-16  1.081320E-15  2.104514E-14  1.432527E-14  4.592985E-14  3.010083E-16  3.110963E-17
    221  7.991019390762E-02  4.764476E-17  5.776141E-16  1.103064E-15  2.019696E-14  1.401909E-14  4.740422E-14  3.234602E-16  3.533363E-17
    222  8.044081450283E-02  4.895184E-17  6.174966E-16  1.128837E-15  1.948605E-14  1.376575E-14  4.894826E-14  3.470305E-16  3.995211E-17
    223  8.103419684334E-02  5.032836E-17  6.651515E-16  1.164119E-15  1.879527E-14  1.352898E-14  5.089832E-14  3.767464E-16  4.601270E-17
    224  8.158988408622E-02  5.151657E-17  7.126734E-16  1.203368E-15  1.824544E-14  1.335391E-14  5.297251E-14  4.083573E-16  5.272827E-17
    225  8.219791245697E-02  5.268566E-17  7.678692E-16  1.253255E-15  1.774870E-14  1.321662E-14  5.556196E-14  4.479193E-16  6.148943E-17
    226  8.273529679330E-02  5.359915E-17  8.196466E-16  1.303727E-15  1.740128E-14  1.314627E-14  5.818094E-14  4.880809E-16  7.075186E-17
    227  8.327310875316E-02  5.439313E-17  8.744504E-16  1.360503E-15  1.713895E-14  1.312637E-14  6.116360E-14  5.340985E-16  8.178510E-17
    228  8.381967664174E-02  5.505499E-17  9.330135E-16  1.424370E-15  1.695414E-14  1.315643E-14  6.459906E-14  5.877199E-16  9.518108E-17
    229  8.442137901789E-02  5.559433E-17  1.000688E-15  1.501670E-15  1.684015E-14  1.324670E-14  6.890082E-14  6.560199E-16  1.130394E-16
    230  8.496109010092E-02  5.590095E-17  1.064415E-15  1.577440E-15  1.681543E-14  1.337923E-14  7.328436E-14  7.270225E-16  1.324897E-16
    231  8.556251684447E-02  5.600038E-17  1.137815E-15  1.667648E-15  1.685837E-14  1.357430E-14  7.876325E-14  8.182487E-16  1.587749E-16
    232  8.609514523980E-02  5.584521E-17  1.204124E-15  1.751463E-15  1.694608E-14  1.378041E-14  8.414434E-14  9.108427E-16  1.869052E-16
    233  8.668730402486E-02  5.537812E-17  1.278458E-15  1.847750E-15  1.708568E-14  1.403729E-14  9.071839E-14  1.028273E-15  2.246217E-16
    234  8.725638446658E-02  5.460326E-17  1.349022E-15  1.941207E-15  1.724289E-14  1.429718E-14  9.758268E-14  1.156493E-15  2.683906E-16
    235  8.784892152766E-02  5.342174E-17  1.419390E-15  2.036288E-15  1.740549E-14  1.456099E-14  1.052014E-13  1.306431E-15  3.230228E-16
    236  8.837914431516E-02  5.202681E-17  1.477989E-15  2.116945E-15  1.753152E-14  1.477557E-14  1.123344E-13  1.454990E-15  3.808725E-16
    237  8.927467123273E-02  4.894518E-17  1.563291E-15  2.237191E-15  1.765754E-14  1.505251E-14  1.247562E-13  1.735984E-15  5.007529E-16
    238  9.009385267910E-02  4.536347E-17  1.619466E-15  2.319324E-15  1.761070E-14  1.515291E-14  1.359354E-13  2.021137E-15  6.376660E-16
    239  9.088007009323E-02  4.135661E-17  1.649574E-15  2.366415E-15  1.738159E-14  1.507548E-14  1.459504E-13  2.313969E-15  7.962613E-16
    240  9.160938796651E-02  3.727936E-17  1.653564E-15  2.377207E-15  1.698166E-14  1.482651E-14  1.540743E-13  2.594041E-15  9.680945E-16
    241  9.231864750676E-02  3.313533E-17  1.634878E-15  2.356041E-15  1.641857E-14  1.441791E-14  1.605228E-13  2.866636E-15  1.158382E-15
    242  9.335415502949E-02  2.708439E-17  1.570624E-15  2.272211E-15  1.532176E-14  1.355362E-14  1.668738E-13  3.250324E-15  1.476621E-15
    243  9.429165011748E-02  2.192471E-17  1.480615E-15  2.149751E-15  1.410825E-14  1.255019E-14  1.692227E-13  3.568858E-15  1.804630E-15
    244  9.514750284226E-02  1.768405E-17  1.379990E-15  2.010182E-15  1.289177E-14  1.151767E-14  1.686768E-13  3.828055E-15  2.136510E-15
    245  9.592869681963E-02  1.430014E-17  1.278717E-15  1.868006E-15  1.174431E-14  1.052785E-14  1.661762E-13  4.034791E-15  2.465909E-15
    246  9.638259128200E-02  1.255655E-17  1.217942E-15  1.782066E-15  1.107994E-14  9.949234E-15  1.639919E-13  4.142378E-15  2.670015E-15
    247  9.686466198075E-02  1.088612E-17  1.152931E-15  1.689706E-15  1.038532E-14  9.340781E-15  1.611669E-13  4.246399E-15  2.896678E-15
    248  9.745016881397E-02  9.100243E-18  1.074525E-15  1.577788E-15  9.566302E-15  8.619348E-15  1.571527E-13  4.359525E-15  3.186815E-15
    249  9.798964068785E-02  7.675734E-18  1.003862E-15  1.476469E-15  8.843281E-15  7.979266E-15  1.530041E-13  4.452013E-15  3.469763E-15
    250  9.892639389759E-02  5.651690E-18  8.869973E-16  1.308043E-15  7.674972E-15  6.939317E-15  1.450837E-13  4.589334E-15  4.000913E-15
    251  9.977784733458E-02  4.240562E-18  7.888308E-16  1.165789E-15  6.718120E-15  6.083187E-15  1.374045E-13  4.692703E-15  4.533636E-15
    252  1.005622893962E-01  3.232374E-18  7.060558E-16  1.045314E-15  5.927547E-15  5.373088E-15  1.301575E-13  4.773446E-15  5.073803E-15
    253  1.013070552067E-01  2.487443E-18  6.344190E-16  9.406744E-16  5.255498E-15  4.767822E-15  1.232636E-13  4.839354E-15  5.635671E-15
    254  1.019791947326E-01  1.957955E-18  5.754719E-16  8.543122E-16  4.711042E-15  4.276465E-15  1.171047E-13  4.890982E-15  6.188397E-15
    255  1.025982572428E-01  1.567376E-18  5.257673E-16  7.813098E-16  4.258129E-15  3.867094E-15  1.115268E-13  4.932822E-15  6.740220E-15
    256  1.032644197032E-01  1.232388E-18  4.769140E-16  7.093993E-16  3.818827E-15  3.469591E-15  1.056553E-13  4.971956E-15  7.382610E-15
    257  1.039121745974E-01  9.747853E-19  4.337079E-16  6.456686E-16  3.435352E-15  3.122283E-15  1.000905E-13  5.004341E-15  8.060505E-15
    258  1.045193471709E-01  7.823356E-19  3.967710E-16  5.910863E-16  3.111490E-15  2.828769E-15  9.501100E-14  5.029425E-15  8.747007E-15
    259  1.051181778144E-01  6.303923E-19  3.634585E-16  5.417837E-16  2.822796E-15  2.567034E-15  9.013565E-14  5.048793E-15  9.474462E-15
    260  1.056826419982E-01  5.149680E-19  3.346699E-16  4.991178E-16  2.576038E-15  2.343271E-15  8.566030E-14  5.061618E-15  1.020775E-14
    261  1.062431336111E-01  4.219001E-19  3.083927E-16  4.601256E-16  2.353125E-15  2.141098E-15  8.132742E-14  5.068629E-15  1.098444E-14
    262  1.068146627648E-01  3.452613E-19  2.837826E-16  4.235673E-16  2.146532E-15  1.953742E-15  7.702357E-14  5.069165E-15  1.182533E-14
    263  1.073656177930E-01  2.855686E-19  2.619781E-16  3.911452E-16  1.965362E-15  1.789472E-15  7.298075E-14  5.062636E-15  1.268269E-14
    264  1.079139362418E-01  2.372262E-19  2.419927E-16  3.614005E-16  1.800909E-15  1.640384E-15  6.905323E-14  5.048424E-15  1.358236E-14
    265  1.084202130578E-01  2.007156E-19  2.249410E-16  3.360028E-16  1.661905E-15  1.514406E-15  6.551219E-14  5.027833E-15  1.445215E-14
    266  1.089957947327E-01  1.669456E-19  2.070575E-16  3.093479E-16  1.517502E-15  1.383589E-15  6.158527E-14  4.994933E-15  1.548318E-14
    267  1.095139929398E-01  1.422499E-19  1.922131E-16  2.872085E-16  1.398766E-15  1.276071E-15  5.813700E-14  4.955884E-15  1.644690E-14
    268  1.100036617482E-01  1.229262E-19  1.791902E-16  2.677747E-16  1.295479E-15  1.182577E-15  5.495174E-14  4.910158E-15  1.738649E-14
    269  1.105581599754E-01  1.049581E-19  1.655315E-16  2.473826E-16  1.188103E-15  1.085432E-15  5.143556E-14  4.847589E-15  1.847740E-14
    270  1.111738162549E-01  8.893151E-20  1.516077E-16  2.265854E-16  1.079708E-15  9.874224E-16  4.764726E-14  4.764093E-15  1.971332E-14
    271  1.117276452796E-01  7.728750E-20  1.400999E-16  2.093889E-16  9.909613E-16  9.072215E-16  4.434263E-14  4.675744E-15  2.084041E-14
    272  1.122547306619E-01  6.818114E-20  1.299704E-16  1.942473E-16  9.135186E-16  8.372756E-16  4.129553E-14  4.580044E-15  2.191702E-14
    273  1.128196390807E-01  6.015562E-20  1.199351E-16  1.792428E-16  8.374572E-16  7.686188E-16  3.814322E-14  4.465108E-15  2.306413E-14
    274  1.134172103791E-01  5.321908E-20  1.101687E-16  1.646369E-16  7.640912E-16  7.024369E-16  3.494208E-14  4.329908E-15  2.425781E-14
    275  1.139661173569E-01  4.796417E-20  1.019035E-16  1.522736E-16  7.025306E-16  6.469381E-16  3.212763E-14  4.193884E-15  2.532635E-14
    276  1.145721141816E-01  4.316484E-20  9.350152E-17  1.397043E-16  6.404829E-16  5.910361E-16  2.917296E-14  4.032046E-15  2.645906E-14
    277  1.151138636995E-01  3.958560E-20  8.658108E-17  1.293507E-16  5.897993E-16  5.454009E-16  2.667329E-14  3.878236E-15  2.741887E-14
    278  1.160623872824E-01  3.453214E-20  7.567322E-17  1.130301E-16  5.107147E-16  4.742436E-16  2.262539E-14  3.591642E-15  2.895566E-14
    279  1.166131253687E-01  3.215046E-20  6.998190E-17  1.045146E-16  4.698716E-16  4.375187E-16  2.047547E-14  3.417942E-15  2.975295E-14
    280  1.171578902390E-01  3.010030E-20  6.477217E-17  9.672015E-17  4.327510E-16  4.041562E-16  1.849678E-14  3.243157E-15  3.046160E-14
    281  1.179966344325E-01  2.740508E-20  5.749356E-17  8.583091E-17  3.813291E-16  3.579608E-16  1.573117E-14  2.971293E-15  3.139430E-14
    282  1.184626561866E-01  2.610270E-20  5.380704E-17  8.031629E-17  3.554938E-16  3.347595E-16  1.434160E-14  2.820825E-15  3.182763E-14
    283  1.189221956404E-01  2.492886E-20  5.040171E-17  7.522298E-17  3.317605E-16  3.134507E-16  1.307146E-14  2.674197E-15  3.219414E-14
    284  1.197605220964E-01  2.301555E-20  4.472814E-17  6.673801E-17  2.925015E-16  2.782088E-16  1.099478E-14  2.412720E-15  3.271386E-14
    285  1.205341475296E-01  2.146108E-20  4.005542E-17  5.975156E-17  2.604549E-16  2.494447E-16  9.341936E-15  2.182045E-15  3.303013E-14
    286  1.212540834288E-01  2.015723E-20  3.614102E-17  5.390024E-17  2.338173E-16  2.255352E-16  8.010209E-15  1.978572E-15  3.319513E-14
    287  1.219299358624E-01  1.903517E-20  3.281016E-17  4.892235E-17  2.113078E-16  2.053284E-16  6.924092E-15  1.798648E-15  3.324769E-14
    288  1.225766858039E-01  1.803985E-20  2.990695E-17  4.458477E-17  1.918140E-16  1.878250E-16  6.020018E-15  1.637567E-15  3.321542E-14
    289  1.231854533608E-01  1.716256E-20  2.740532E-17  4.084797E-17  1.751124E-16  1.728242E-16  5.276158E-15  1.495821E-15  3.312089E-14
    290  1.237219182154E-01  1.643214E-20  2.537182E-17  3.781110E-17  1.616047E-16  1.606877E-16  4.698217E-15  1.378996E-15  3.299211E-14
    291  1.242404039059E-01  1.576014E-20  2.354775E-17  3.508767E-17  1.495436E-16  1.498468E-16  4.202231E-15  1.273386E-15  3.283307E-14
    292  1.248086455930E-01  1.505922E-20  2.169628E-17  3.232397E-17  1.373565E-16  1.388874E-16  3.721769E-15  1.165644E-15  3.262510E-14
    293  1.253177247642E-01  1.445978E-20  2.015855E-17  3.002899E-17  1.272766E-16  1.298183E-16  3.340777E-15  1.075755E-15  3.241301E-14
    294  1.258810647447E-01  1.382577E-20  1.858119E-17  2.767547E-17  1.169803E-16  1.205487E-16  2.968468E-15  9.836289E-16  3.215533E-14
    295  1.264205598797E-01  1.324559E-20  1.718413E-17  2.559149E-17  1.078988E-16  1.123671E-16  2.655022E-15  9.023194E-16  3.188991E-14
    296  1.270317883483E-01  1.261814E-20  1.572451E-17  2.341467E-17  9.844885E-17  1.038469E-16  2.344081E-15  8.176865E-16  3.157119E-14
    297  1.275757308169E-01  1.208404E-20  1.452746E-17  2.162985E-17  9.072958E-17  9.688085E-17  2.102205E-15  7.487255E-16  3.127529E-14
    298  1.286048671531E-01  1.113439E-20  1.250068E-17  1.860901E-17  7.772745E-17  8.513294E-17  1.720801E-15  6.335542E-16  3.069285E-14
    299  1.290949488661E-01  1.070758E-20  1.163435E-17  1.731807E-17  7.219577E-17  8.012647E-17  1.568583E-15  5.848913E-16  3.040856E-14
    300  1.295345101683E-01  1.033810E-20  1.090716E-17  1.623470E-17  6.756574E-17  7.593311E-17  1.445980E-15  5.444870E-16  3.015059E-14
    301  1.303954523490E-01  9.650369E-21  9.608622E-18  1.430071E-17  5.932919E-17  6.846423E-17  1.238977E-15  4.734745E-16  2.964009E-14
    302  1.308549873199E-01  9.301482E-21  8.977916E-18  1.336154E-17  5.534298E-17  6.484453E-17  1.143872E-15  4.394616E-16  2.936469E-14
    303  1.312776310019E-01  8.991495E-21  8.433348E-18  1.255078E-17  5.190929E-17  6.172455E-17  1.064668E-15  4.104210E-16  2.911007E-14
    304  1.320787884157E-01  8.432232E-21  7.487717E-18  1.114325E-17  4.596572E-17  5.631914E-17  9.336583E-16  3.608432E-16  2.862410E-14
    305  1.327308179063E-01  8.003158E-21  6.794533E-18  1.011171E-17  4.162437E-17  5.236862E-17  8.428597E-16  3.251988E-16  2.822294E-14
    306  1.333821207310E-01  7.597268E-21  6.164148E-18  9.173809E-18  3.768829E-17  4.878628E-17  7.641249E-16  2.933333E-16  2.781604E-14
    307  1.339749669338E-01  7.246748E-21  5.639929E-18  8.394033E-18  3.442452E-17  4.581708E-17  7.015169E-16  2.673379E-16  2.743892E-14
    308  1.345530840576E-01  6.921565E-21  5.170320E-18  7.695601E-18  3.150814E-17  4.316640E-17  6.476207E-16  2.444352E-16  2.706202E-14
    309  1.351098094661E-01  6.623369E-21  4.753785E-18  7.076177E-18  2.892733E-17  4.082402E-17  6.015442E-16  2.244258E-16  2.668750E-14
    310  1.359304916944E-01  6.209086E-21  4.198477E-18  6.250546E-18  2.549635E-17  3.771855E-17  5.427512E-16  1.983349E-16  2.611236E-14
    311  1.363572082699E-01  6.005080E-21  3.935047E-18  5.858928E-18  2.387268E-17  3.625361E-17  5.159210E-16  1.861963E-16  2.579882E-14
    312  1.367788244083E-01  5.810827E-21  3.690333E-18  5.495149E-18  2.236662E-17  3.489931E-17  4.916074E-16  1.750466E-16  2.547723E-14
    313  1.375777712339E-01  5.461864E-21  3.266375E-18  4.864993E-18  1.976319E-17  3.257171E-17  4.509755E-16  1.561345E-16  2.483507E-14
    314  1.380438267916E-01  5.269426E-21  3.041257E-18  4.530421E-18  1.838389E-17  3.134783E-17  4.302012E-16  1.463252E-16  2.443796E-14
    315  1.384690951451E-01  5.100660E-21  2.848836E-18  4.244448E-18  1.720660E-17  3.031079E-17  4.128979E-16  1.380594E-16  2.405871E-14
    316  1.391087445178E-01  4.858693E-21  2.581317E-18  3.846880E-18  1.557260E-17  2.888643E-17  3.895968E-16  1.268014E-16  2.345799E-14
    317  1.397002518981E-01  4.647128E-21  2.355667E-18  3.511556E-18  1.419704E-17  2.770534E-17  3.706920E-16  1.175649E-16  2.287054E-14
    318  1.402705851668E-01  4.453747E-21  2.156144E-18  3.215060E-18  1.298286E-17  2.668183E-17  3.546091E-16  1.096179E-16  2.227393E-14
    319  1.408634912375E-01  4.263337E-21  1.965912E-18  2.932358E-18  1.182708E-17  2.573006E-17  3.398999E-16  1.022554E-16  2.162120E-14
    320  1.414089642241E-01  4.097297E-21  1.805297E-18  2.693672E-18  1.085283E-17  2.495061E-17  3.280389E-16  9.625468E-17  2.099669E-14
    321  1.419220762512E-01  3.948822E-21  1.665839E-18  2.486422E-18  1.000814E-17  2.429701E-17  3.182230E-16  9.123303E-17  2.039082E-14
    322  1.422771704232E-01  3.850280E-21  1.575395E-18  2.352001E-18  9.460907E-18  2.388777E-17  3.121333E-16  8.807339E-17  1.996008E-14
    323  1.426029315631E-01  3.762832E-21  1.496585E-18  2.234864E-18  8.984467E-18  2.354241E-17  3.070302E-16  8.539607E-17  1.955879E-14
    324  1.430135230101E-01  3.656588E-21  1.402667E-18  2.095266E-18  8.417225E-18  2.314699E-17  3.012296E-16  8.231283E-17  1.904681E-14
    325  1.434683796643E-01  3.543818E-21  1.305280E-18  1.950505E-18  7.829663E-18  2.275950E-17  2.955902E-16  7.925724E-17  1.847465E-14
    326  1.440315208021E-01  3.411151E-21  1.193712E-18  1.784648E-18  7.157346E-18  2.235094E-17  2.896918E-16  7.595934E-17  1.776195E-14
    327  1.445490332405E-01  3.295899E-21  1.099252E-18  1.644200E-18  6.588782E-18  2.204285E-17  2.852741E-16  7.335990E-17  1.710389E-14
    328  1.451370980342E-01  3.172222E-21  1.000681E-18  1.497618E-18  5.996197E-18  2.176904E-17  2.813732E-16  7.088718E-17  1.636328E-14
    329  1.457052374241E-01  3.059788E-21  9.136030E-19  1.368109E-18  5.473366E-18  2.157988E-17  2.786912E-16  6.894998E-17  1.566108E-14
    330  1.463107957421E-01  2.947315E-21  8.287641E-19  1.241897E-18  4.964545E-18  2.145836E-17  2.769669E-16  6.732750E-17  1.492758E-14
    331  1.468752132891E-01  2.849048E-21  7.565526E-19  1.134446E-18  4.531947E-18  2.141873E-17  2.763916E-16  6.620589E-17  1.426553E-14
    332  1.475510939381E-01  2.739187E-21  6.780615E-19  1.017620E-18  4.062282E-18  2.146410E-17  2.769911E-16  6.532879E-17  1.350795E-14
    333  1.481899111058E-01  2.642897E-21  6.110741E-19  9.178795E-19  3.661896E-18  2.160109E-17  2.788495E-16  6.493422E-17  1.282714E-14
    334  1.491767377555E-01  2.507806E-21  5.199484E-19  7.821361E-19  3.117958E-18  2.199541E-17  2.842131E-16  6.511319E-17  1.185423E-14
    335  1.497116139607E-01  2.441068E-21  4.762002E-19  7.169359E-19  2.857139E-18  2.230325E-17  2.883995E-16  6.559321E-17  1.137126E-14
    336  1.502421520731E-01  2.379313E-21  4.362748E-19  6.574076E-19  2.619280E-18  2.267799E-17  2.934906E-16  6.632871E-17  1.091846E-14
    337  1.509052103900E-01  2.307895E-21  3.909157E-19  5.897480E-19  2.349277E-18  2.324529E-17  3.011940E-16  6.760996E-17  1.039633E-14
    338  1.515352476696E-01  2.245642E-21  3.520748E-19  5.317810E-19  2.118272E-18  2.389067E-17  3.099549E-16  6.920091E-17  9.945097E-15
    339  1.521327102765E-01  2.191614E-21  3.186608E-19  4.818826E-19  1.919680E-18  2.460486E-17  3.196466E-16  7.105190E-17  9.551797E-15
    340  1.526678407657E-01  2.147089E-21  2.913566E-19  4.410858E-19  1.757506E-18  2.533269E-17  3.295245E-16  7.299973E-17  9.230485E-15
    341  1.532481602429E-01  2.102692E-21  2.643200E-19  4.006657E-19  1.597015E-18  2.622119E-17  3.415872E-16  7.543163E-17  8.914893E-15
    342  1.535863948111E-01  2.078625E-21  2.496994E-19  3.787962E-19  1.510266E-18  2.678956E-17  3.493063E-16  7.700875E-17  8.745652E-15
    343  1.538995751697E-01  2.057610E-21  2.368470E-19  3.595633E-19  1.434027E-18  2.735127E-17  3.569367E-16  7.857906E-17  8.596821E-15
    344  1.546020187628E-01  2.014411E-21  2.103229E-19  3.198473E-19  1.276760E-18  2.873870E-17  3.757973E-16  8.249692E-17  8.296050E-15
    345  1.552062305672E-01  1.981375E-21  1.898538E-19  2.891717E-19  1.155458E-18  3.008297E-17  3.940902E-16  8.633039E-17  8.073080E-15
    346  1.557875935888E-01  1.953161E-21  1.719879E-19  2.623737E-19  1.049624E-18  3.152054E-17  4.136739E-16  9.045690E-17  7.885965E-15
    347  1.566447447202E-01  1.917675E-21  1.486083E-19  2.272668E-19  9.111873E-19  3.392221E-17  4.464422E-16  9.739375E-17  7.659247E-15
    348  1.574294426159E-01  1.890922E-21  1.298798E-19  1.991197E-19  8.004079E-19  3.644380E-17  4.809189E-16  1.047175E-16  7.503304E-15
    349  1.581710514975E-01  1.870777E-21  1.137413E-19  1.749148E-19  7.053934E-19  3.914798E-17  5.179705E-16  1.126029E-16  7.395976E-15
    350  1.588328903187E-01  1.856446E-21  1.015773E-19  1.565562E-19  6.333635E-19  4.185518E-17  5.551428E-16  1.205225E-16  7.336659E-15
    351  1.594606073659E-01  1.845841E-21  9.296163E-20  1.432697E-19  5.810687E-19  4.471123E-17  5.944385E-16  1.288990E-16  7.311642E-15
    352  1.600565792087E-01  1.838613E-21  8.795442E-20  1.350991E-19  5.485577E-19  4.771490E-17  6.358469E-16  1.377278E-16  7.315207E-15
    353  1.607059625219E-01  1.833317E-21  8.340826E-20  1.275770E-19  5.185738E-19  5.132636E-17  6.857547E-16  1.483682E-16  7.350292E-15
    354  1.613957576202E-01  1.830417E-21  7.760883E-20  1.184131E-19  4.824589E-19  5.558357E-17  7.447526E-16  1.609432E-16  7.422084E-15
