 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                i125          i126          i127          i128          i129          i130          i131          i132 
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  2.262615E-30  1.220904E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.428795E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.654716E-30  1.171130E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.519545E-30  2.051210E-30  1.337446E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  4.534653E-30  4.058871E-30  2.425081E-30  1.090162E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  4.255245E-30  5.507748E-30  4.298262E-30  2.127017E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.679066E-30  1.624736E-30  1.219949E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.752991E-30  1.744165E-30  1.350145E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.903647E-30  1.948375E-30  1.556198E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.906989E-30  2.080384E-30  1.761536E-30  1.081390E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  2.360545E-30  2.596193E-30  2.359951E-30  1.495014E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  2.396822E-30  2.722400E-30  2.440655E-30  1.585432E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  2.559612E-30  3.155584E-30  3.226735E-30  2.194632E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  2.629087E-30  3.139030E-30  2.923827E-30  2.025551E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.042254E-30  1.305425E-30  1.307280E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.071765E-30  1.087693E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  2.884224E-30  3.770157E-30  3.907628E-30  3.016342E-30  1.387989E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  5.659802E-30  7.423228E-30  7.604952E-30  5.644856E-30  2.743563E-30  1.113666E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  5.691217E-30  8.651382E-30  1.037162E-29  8.986329E-30  4.903104E-30  2.066210E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  3.071458E-30  4.767750E-30  6.261963E-30  5.650683E-30  3.158447E-30  1.396193E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.154257E-30  1.751916E-30  2.184904E-30  1.918678E-30  1.040516E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.486753E-30  1.877379E-30  1.667291E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  3.645942E-30  5.914931E-30  7.711401E-30  7.174083E-30  4.084006E-30  1.884187E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  7.136408E-30  1.221286E-29  1.671591E-29  1.555009E-29  9.634251E-30  5.103398E-30  2.625357E-30  1.000000E-30
     68  3.619390900501E-02  7.035580E-30  1.205798E-29  1.832092E-29  1.914726E-29  1.143476E-29  6.103265E-30  3.011801E-30  1.000000E-30
     69  3.661379630041E-02  4.863613E-30  9.391258E-30  1.617491E-29  1.867057E-29  1.267892E-29  6.671296E-30  3.564972E-30  1.142071E-30
     70  3.704099468238E-02  5.237190E-30  1.001282E-29  1.636895E-29  1.900588E-29  1.463406E-29  8.652662E-30  5.157901E-30  1.708468E-30
     71  3.731378163516E-02  3.334232E-30  6.717581E-30  1.142493E-29  1.325906E-29  9.919561E-30  6.129636E-30  3.567929E-30  1.224047E-30
     72  3.757630769329E-02  3.190392E-30  6.510974E-30  1.160123E-29  1.410547E-29  1.043400E-29  6.239708E-30  3.883817E-30  1.370535E-30
     73  3.788075418501E-02  3.825363E-30  8.058337E-30  1.501511E-29  1.891580E-29  1.466036E-29  8.910997E-30  5.456030E-30  1.963949E-30
     74  3.819794660071E-02  3.960492E-30  8.597233E-30  1.663221E-29  2.156446E-29  1.725030E-29  1.083834E-29  6.650018E-30  2.523732E-30
     75  3.838080203158E-02  2.165017E-30  5.087013E-30  1.015576E-29  1.339980E-29  1.105250E-29  7.446202E-30  5.124706E-30  1.955712E-30
     76  3.859219912978E-02  2.527804E-30  5.853166E-30  1.203373E-29  1.651519E-29  1.406609E-29  9.358921E-30  6.232169E-30  2.491822E-30
     77  3.884096228080E-02  2.886804E-30  6.726344E-30  1.431876E-29  2.025382E-29  1.781142E-29  1.228064E-29  8.306160E-30  3.300056E-30
     78  3.907668434759E-02  2.713047E-30  6.589323E-30  1.441488E-29  2.087449E-29  1.883857E-29  1.324242E-29  9.209674E-30  3.884364E-30
     79  3.934936577490E-02  3.050317E-30  7.504001E-30  1.709041E-29  2.562888E-29  2.402692E-29  1.754955E-29  1.287232E-29  5.414561E-30
     80  3.961640452516E-02  2.905459E-30  7.369131E-30  1.739550E-29  2.676172E-29  2.575316E-29  1.927771E-29  1.455065E-29  6.189016E-30
     81  3.991996766101E-02  3.195107E-30  8.426636E-30  2.075118E-29  3.325569E-29  3.352768E-29  2.611673E-29  2.069789E-29  8.981484E-30
     82  4.019473378510E-02  2.805410E-30  7.632678E-30  1.948734E-29  3.203162E-29  3.309516E-29  2.633484E-29  2.140853E-29  9.478855E-30
     83  4.046928694587E-02  2.612272E-30  7.503731E-30  2.070284E-29  3.586299E-29  3.949718E-29  3.361259E-29  2.994040E-29  1.440970E-29
     84  4.074955599116E-02  2.574951E-30  7.936162E-30  2.137770E-29  3.680126E-29  4.020999E-29  3.362354E-29  2.921802E-29  1.445947E-29
     85  4.099011663524E-02  2.125417E-30  6.451498E-30  1.867533E-29  3.426986E-29  4.016703E-29  3.571559E-29  3.321426E-29  1.685358E-29
     86  4.118445936105E-02  1.672316E-30  5.155035E-30  1.525016E-29  2.849245E-29  3.403758E-29  3.074065E-29  2.909318E-29  1.498288E-29
     87  4.137235583218E-02  1.551641E-30  4.902536E-30  1.493372E-29  2.860601E-29  3.516091E-29  3.254934E-29  3.173980E-29  1.676815E-29
     88  4.152714488067E-02  1.241399E-30  4.010915E-30  1.242174E-29  2.410656E-29  3.005607E-29  2.815974E-29  2.784662E-29  1.488427E-29
     89  4.165981986900E-02  1.026980E-30  3.411986E-30  1.075896E-29  2.118089E-29  2.684406E-29  2.550830E-29  2.565957E-29  1.391616E-29
     90  4.188596337322E-02  1.656872E-30  5.792653E-30  1.856237E-29  3.711234E-29  4.779951E-29  4.596704E-29  4.677519E-29  2.550806E-29
     91  4.208159634323E-02  1.421957E-30  4.868851E-30  1.603896E-29  3.245322E-29  4.235108E-29  4.129699E-29  4.294974E-29  2.408022E-29
     92  4.230932596557E-02  1.557092E-30  5.569903E-30  1.865216E-29  3.885818E-29  5.249818E-29  5.256673E-29  5.614165E-29  3.187796E-29
     93  4.251598135750E-02  1.355335E-30  4.880402E-30  1.699721E-29  3.613605E-29  5.003252E-29  5.127284E-29  5.651316E-29  3.303894E-29
     94  4.274368410830E-02  1.400953E-30  5.227322E-30  1.863976E-29  4.086729E-29  5.848847E-29  6.148354E-29  6.959805E-29  4.150535E-29
     95  4.294191711445E-02  1.121173E-30  4.288352E-30  1.631186E-29  3.741974E-29  5.604641E-29  6.138543E-29  7.324668E-29  4.617087E-29
     96  4.316569238790E-02  1.146561E-30  4.675362E-30  1.861067E-29  4.331374E-29  6.619112E-29  7.382796E-29  9.028148E-29  5.799547E-29
     97  4.339365876136E-02  1.169927E-30  4.694714E-30  1.840066E-29  4.344269E-29  6.762841E-29  7.630390E-29  9.406705E-29  6.023379E-29
     98  4.362382833621E-02  1.090415E-30  4.537700E-30  1.839814E-29  4.467835E-29  7.182689E-29  8.322927E-29  1.058990E-28  6.959111E-29
     99  4.384703699487E-02  1.000000E-30  4.209586E-30  1.766762E-29  4.399156E-29  7.279982E-29  8.643759E-29  1.133159E-28  7.634637E-29
    100  4.408801045744E-02  1.000000E-30  4.310374E-30  1.869838E-29  4.806994E-29  8.238969E-29  1.005403E-28  1.358514E-28  9.366176E-29
    101  4.430336182063E-02  1.000000E-30  3.656351E-30  1.649784E-29  4.319955E-29  7.580094E-29  9.455849E-29  1.317324E-28  9.337226E-29
    102  4.453208602613E-02  1.000000E-30  3.675621E-30  1.702558E-29  4.612835E-29  8.403043E-29  1.078529E-28  1.549011E-28  1.122584E-28
    103  4.474836808964E-02  1.000000E-30  3.219035E-30  1.559886E-29  4.374738E-29  8.282017E-29  1.097413E-28  1.639736E-28  1.228693E-28
    104  4.497736119052E-02  1.000000E-30  3.171335E-30  1.600304E-29  4.634697E-29  9.110429E-29  1.244950E-28  1.930375E-28  1.490157E-28
    105  4.517199675598E-02  1.000000E-30  2.609360E-30  1.359055E-29  3.946724E-29  7.776498E-29  1.066357E-28  1.664601E-28  1.293914E-28
    106  4.536038532241E-02  1.000000E-30  2.384623E-30  1.272888E-29  3.800808E-29  7.755114E-29  1.093491E-28  1.762579E-28  1.404314E-28
    107  4.552484255766E-02  1.000000E-30  1.989966E-30  1.064240E-29  3.309323E-29  7.019941E-29  1.021122E-28  1.714485E-28  1.417371E-28
    108  4.581275722245E-02  1.000000E-30  3.162437E-30  1.806489E-29  5.733406E-29  1.249136E-28  1.849894E-28  3.147066E-28  2.612256E-28
    109  4.603616864208E-02  1.000000E-30  2.250603E-30  1.291072E-29  4.294389E-29  9.920455E-29  1.548493E-28  2.826701E-28  2.497172E-28
    110  4.624194314299E-02  1.000000E-30  1.952837E-30  1.176307E-29  3.951060E-29  9.203621E-29  1.450873E-28  2.699371E-28  2.430841E-28
    111  4.641297951594E-02  1.000000E-30  1.530557E-30  9.307935E-30  3.229615E-29  7.798139E-29  1.259659E-28  2.402639E-28  2.203638E-28
    112  4.656990459822E-02  1.000000E-30  1.329104E-30  8.373033E-30  2.948640E-29  7.211976E-29  1.178466E-28  2.280473E-28  2.113641E-28
    113  4.671253119976E-02  1.000000E-30  1.128841E-30  7.398074E-30  2.657179E-29  6.637655E-29  1.101453E-28  2.168986E-28  2.036740E-28
    114  4.684580987606E-02  1.000000E-30  1.002861E-30  6.737921E-30  2.458142E-29  6.245787E-29  1.050755E-28  2.102634E-28  1.998896E-28
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  6.363803E-30  2.356341E-29  6.087965E-29  1.038018E-28  2.110212E-28  2.030775E-28
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  5.794438E-30  2.177141E-29  5.734701E-29  9.921906E-29  2.053112E-28  2.003688E-28
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  5.567858E-30  2.123120E-29  5.677276E-29  9.945620E-29  2.088761E-28  2.062184E-28
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  5.082809E-30  1.963237E-29  5.348824E-29  9.500578E-29  2.029181E-28  2.030311E-28
    119  4.750539400184E-02  1.000000E-30  1.028826E-30  7.614789E-30  3.003843E-29  8.369726E-29  1.516041E-28  3.321140E-28  3.395108E-28
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  6.862317E-30  2.710479E-29  7.847516E-29  1.465473E-28  3.322026E-28  3.475512E-28
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  6.352713E-30  2.560633E-29  7.595316E-29  1.446897E-28  3.359430E-28  3.583647E-28
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  5.941274E-30  2.441029E-29  7.413644E-29  1.438846E-28  3.417757E-28  3.712988E-28
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  5.727979E-30  2.403145E-29  7.474568E-29  1.476357E-28  3.585691E-28  3.966639E-28
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  5.682809E-30  2.440048E-29  7.781624E-29  1.566475E-28  3.898281E-28  4.398991E-28
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  5.555396E-30  2.434571E-29  7.972490E-29  1.638627E-28  4.182711E-28  4.814422E-28
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  5.348318E-30  2.390143E-29  8.037108E-29  1.686693E-28  4.416546E-28  5.185731E-28
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  5.070370E-30  2.305940E-29  7.954214E-29  1.704207E-28  4.578095E-28  5.484880E-28
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  4.707079E-30  2.176032E-29  7.709196E-29  1.687904E-28  4.657221E-28  5.698277E-28
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  4.338731E-30  2.046920E-29  7.439534E-29  1.661965E-28  4.700259E-28  5.863587E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  3.985399E-30  1.917325E-29  7.138177E-29  1.625258E-28  4.706876E-28  5.983956E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  3.659374E-30  1.799762E-29  6.869291E-29  1.594178E-28  4.727382E-28  6.123837E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  3.372575E-30  1.691808E-29  6.615969E-29  1.564485E-28  4.749637E-28  6.268897E-28
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  3.103797E-30  1.593450E-29  6.377887E-29  1.535556E-28  4.766760E-28  6.402984E-28
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  2.865021E-30  1.498807E-29  6.146292E-29  1.507606E-28  4.790045E-28  6.553755E-28
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  2.658646E-30  1.423574E-29  5.972639E-29  1.490617E-28  4.840301E-28  6.738150E-28
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  2.465522E-30  1.352011E-29  5.807865E-29  1.475885E-28  4.901254E-28  6.944709E-28
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  2.280921E-30  1.284295E-29  5.648276E-29  1.461453E-28  4.963593E-28  7.158390E-28
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  2.101764E-30  1.213203E-29  5.460873E-29  1.438431E-28  4.994985E-28  7.329969E-28
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.952699E-30  1.154056E-29  5.315507E-29  1.424733E-28  5.056977E-28  7.550738E-28
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.816468E-30  1.098121E-29  5.177060E-29  1.412469E-28  5.126280E-28  7.789707E-28
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.687462E-30  1.044029E-29  5.038676E-29  1.399483E-28  5.194170E-28  8.033209E-28
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.574947E-30  9.922539E-30  4.904055E-29  1.386947E-28  5.266085E-28  8.291740E-28
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.459000E-30  9.305880E-30  4.708031E-29  1.356050E-28  5.267245E-28  8.442091E-28
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.353238E-30  8.773785E-30  4.545936E-29  1.332958E-28  5.295327E-28  8.638880E-28
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.243658E-30  8.219709E-30  4.361970E-29  1.302599E-28  5.293809E-28  8.790919E-28
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.152779E-30  7.745179E-30  4.172191E-29  1.258727E-28  5.178794E-28  8.678757E-28
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.534055E-30  3.632347E-29  1.117197E-28  4.707976E-28  8.035671E-28
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.634893E-30  3.201636E-29  1.000373E-28  4.297568E-28  7.443178E-28
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.127057E-30  8.101919E-30  4.723454E-29  1.508593E-28  6.650582E-28  1.175192E-27
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.766122E-30  4.047521E-29  1.331651E-28  6.105991E-28  1.113069E-27
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.045754E-30  3.720105E-29  1.243488E-28  5.827065E-28  1.081811E-27
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.489847E-30  3.466932E-29  1.181116E-28  5.665693E-28  1.071124E-27
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.971220E-30  3.239732E-29  1.123127E-28  5.493273E-28  1.051949E-27
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.126890E-30  2.779115E-29  9.834237E-29  4.936912E-28  9.644966E-28
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.592019E-30  2.410978E-29  8.653894E-29  4.434934E-28  8.793142E-28
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.378184E-30  3.842797E-29  1.419930E-28  7.528449E-28  1.533847E-27
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.328280E-30  3.115553E-29  1.182602E-28  6.499876E-28  1.365299E-27
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.782454E-30  2.814743E-29  1.084216E-28  6.079195E-28  1.299341E-27
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.220325E-30  2.553019E-29  1.014075E-28  5.871563E-28  1.279065E-27
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.657652E-30  2.180424E-29  8.867435E-29  5.294858E-28  1.181199E-27
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.291031E-30  1.864542E-29  7.722210E-29  4.743552E-28  1.080803E-27
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.349232E-30  2.977450E-29  1.282250E-28  8.247704E-28  1.943656E-27
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.798761E-30  2.430824E-29  1.056587E-28  6.916620E-28  1.670413E-27
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.168288E-30  2.131157E-29  9.735119E-29  6.683699E-28  1.655051E-27
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.745597E-30  1.795284E-29  8.462130E-29  6.059988E-28  1.550276E-27
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.482255E-30  1.503493E-29  7.285576E-29  5.458251E-28  1.445589E-27
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.435248E-30  1.520130E-29  7.670257E-29  5.998401E-28  1.638436E-27
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.116392E-30  1.243083E-29  6.439150E-29  5.248303E-28  1.483075E-27
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.043225E-30  1.214495E-29  6.526674E-29  5.534600E-28  1.608419E-27
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.866820E-30  5.419858E-29  4.769343E-28  1.426634E-27
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.229715E-30  5.265388E-29  4.825914E-28  1.488378E-27
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.303055E-30  4.261461E-29  4.063062E-28  1.291881E-27
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.874671E-30  6.258424E-29  6.633933E-28  2.257264E-27
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.575361E-30  5.658625E-29  5.799983E-28  1.895221E-27
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.958809E-30  4.117869E-29  4.754138E-28  1.739203E-27
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.506316E-30  3.246800E-29  4.009646E-28  1.535633E-27
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.508185E-30  2.626835E-29  3.449181E-28  1.386852E-27
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.993481E-30  2.315408E-29  3.170870E-28  1.325719E-27
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.494630E-30  1.975663E-29  2.818346E-28  1.221447E-27
