 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                se86          se87          se88          se89          se90          se91          se92          se93 
    178  5.927019313219E-02  2.917062E-07  4.534493E-08  7.165004E-10  6.798250E-12  1.317813E-13  3.659069E-16  2.735081E-18  4.558694E-21
    179  5.955970264735E-02  3.333483E-07  5.290090E-08  8.580791E-10  8.264676E-12  1.645628E-13  4.620804E-16  3.542467E-18  5.959146E-21
    180  5.987296131417E-02  3.835042E-07  6.223941E-08  1.038695E-09  1.016863E-11  2.084579E-13  5.925055E-16  4.668901E-18  7.933108E-21
    181  6.018239261751E-02  4.386811E-07  7.278916E-08  1.249531E-09  1.243184E-11  2.623215E-13  7.546603E-16  6.110941E-18  1.048693E-20
    182  6.051941164510E-02  5.057337E-07  8.596716E-08  1.522022E-09  1.541264E-11  3.356525E-13  9.784571E-16  8.162828E-18  1.416100E-20
    183  6.081686890997E-02  5.714722E-07  9.923802E-08  1.805718E-09  1.857370E-11  4.159699E-13  1.226860E-15  1.050902E-17  1.840726E-20
    184  6.107970107709E-02  6.350937E-07  1.123887E-07  2.095240E-09  2.185261E-11  5.016943E-13  1.495126E-15  1.311034E-17  2.316010E-20
    185  6.149099227918E-02  7.460092E-07  1.359823E-07  2.633658E-09  2.807290E-11  6.701157E-13  2.029874E-15  1.846658E-17  3.306161E-20
    186  6.184187848266E-02  8.526485E-07  1.594017E-07  3.189868E-09  3.464201E-11  8.550096E-13  2.626387E-15  2.465880E-17  4.465673E-20
    187  6.212841772032E-02  9.486223E-07  1.810503E-07  3.721571E-09  4.103912E-11  1.041016E-12  3.234602E-15  3.116473E-17  5.697154E-20
    188  6.241083345826E-02  1.051621E-06  2.048472E-07  4.323940E-09  4.840814E-11  1.261647E-12  3.964820E-15  3.918979E-17  7.231051E-20
    189  6.286334795077E-02  1.235483E-06  2.486765E-07  5.478184E-09  6.284089E-11  1.710759E-12  5.475181E-15  5.639326E-17  1.056202E-19
    190  6.324448148531E-02  1.409905E-06  2.917387E-07  6.663566E-09  7.802880E-11  2.204050E-12  7.163744E-15  7.640182E-17  1.449159E-19
    191  6.354755735680E-02  1.562614E-06  3.305378E-07  7.771116E-09  9.250593E-11  2.691088E-12  8.855326E-15  9.710775E-17  1.860593E-19
    192  6.382753282149E-02  1.715463E-06  3.703400E-07  8.943358E-09  1.080943E-10  3.231617E-12  1.075634E-14  1.210372E-16  2.340890E-19
    193  6.429792763326E-02  1.999548E-06  4.467333E-07  1.128750E-08  1.399792E-10  4.382228E-12  1.487057E-14  1.747819E-16  3.434141E-19
    194  6.470641913937E-02  2.276206E-06  5.239552E-07  1.377223E-08  1.746681E-10  5.692664E-12  1.964595E-14  2.398578E-16  4.778185E-19
    195  6.514351188605E-02  2.605784E-06  6.193363E-07  1.698639E-08  2.206922E-10  7.510652E-12  2.639467E-14  3.357055E-16  6.787455E-19
    196  6.551961572666E-02  2.919635E-06  7.133653E-07  2.029830E-08  2.692784E-10  9.513461E-12  3.396203E-14  4.475008E-16  9.164518E-19
    197  6.614173306661E-02  3.505376E-06  8.966425E-07  2.712458E-08  3.725382E-10  1.400699E-11  5.132744E-14  7.173187E-16  1.500700E-18
    198  6.666431851744E-02  4.066941E-06  1.081249E-06  3.444891E-08  4.872162E-10  1.930898E-11  7.233836E-14  1.062555E-15  2.263448E-18
    199  6.714973898932E-02  4.650409E-06  1.281674E-06  4.286178E-08  6.230431E-10  2.593708E-11  9.919986E-14  1.526509E-15  3.307075E-18
    200  6.763365269933E-02  5.296753E-06  1.513318E-06  5.312960E-08  7.938050E-10  3.471707E-11  1.355634E-13  2.185716E-15  4.815980E-18
    201  6.810748363549E-02  5.995510E-06  1.774610E-06  6.535991E-08  1.003307E-09  4.606407E-11  1.835858E-13  3.099175E-15  6.943419E-18
    202  6.886988901479E-02  7.265495E-06  2.276949E-06  9.063596E-08  1.453639E-09  7.220693E-11  2.974782E-13  5.410077E-15  1.245266E-17
    203  6.932442343830E-02  8.113521E-06  2.631208E-06  1.097434E-07  1.807014E-09  9.410759E-11  3.955099E-13  7.522147E-15  1.759762E-17
    204  6.977291475786E-02  9.019935E-06  3.025938E-06  1.321931E-07  2.234211E-09  1.219447E-10  5.227408E-13  1.039312E-14  2.470896E-17
    205  7.051837306122E-02  1.068118E-05  3.791698E-06  1.790155E-07  3.160616E-09  1.866009E-10  8.268523E-13  1.770714E-14  4.324862E-17
    206  7.120724846930E-02  1.238862E-05  4.635079E-06  2.352633E-07  4.326189E-09  2.748106E-10  1.255957E-12  2.882509E-14  7.219777E-17
    207  7.185571854523E-02  1.414336E-05  5.561435E-06  3.023713E-07  5.778987E-09  3.934999E-10  1.851984E-12  4.539143E-14  1.164405E-16
    208  7.250556240022E-02  1.602912E-05  6.626759E-06  3.862090E-07  7.674562E-09  5.605375E-10  2.717605E-12  7.117792E-14  1.870527E-16
    209  7.308358088908E-02  1.779571E-05  7.694117E-06  4.772269E-07  9.819972E-09  7.637441E-10  3.802647E-12  1.056974E-13  2.838473E-16
    210  7.365083251161E-02  1.959004E-05  8.852520E-06  5.839503E-07  1.243736E-08  1.029277E-09  5.261344E-12  1.550915E-13  4.255035E-16
    211  7.420607479025E-02  2.137126E-05  1.008632E-05  7.069740E-07  1.557754E-08  1.370468E-09  7.189539E-12  2.245579E-13  6.292281E-16
    212  7.477269193766E-02  2.317388E-05  1.143540E-05  8.531262E-07  1.946474E-08  1.823491E-09  9.824696E-12  3.256598E-13  9.325338E-16
    213  7.532671922740E-02  2.487630E-05  1.282509E-05  1.017440E-06  2.402361E-08  2.394177E-09  1.324278E-11  4.654123E-13  1.361493E-15
    214  7.590819975934E-02  2.653208E-05  1.432558E-05  1.212747E-06  2.969136E-08  3.158841E-09  1.796434E-11  6.716114E-13  2.009572E-15
    215  7.648106882397E-02  2.795316E-05  1.579945E-05  1.426555E-06  3.620287E-08  4.109425E-09  2.402341E-11  9.549141E-13  2.922022E-15
    216  7.706864365518E-02  2.910357E-05  1.724444E-05  1.664237E-06  4.382916E-08  5.319376E-09  3.199486E-11  1.354873E-12  4.242999E-15
    217  7.765097184480E-02  2.984163E-05  1.853306E-05  1.911556E-06  5.223757E-08  6.777634E-09  4.194125E-11  1.891849E-12  6.063133E-15
    218  7.824188421090E-02  3.008964E-05  1.960523E-05  2.164290E-06  6.141771E-08  8.531022E-09  5.434739E-11  2.614763E-12  8.580221E-15
    219  7.883216312169E-02  2.976602E-05  2.035149E-05  2.405589E-06  7.090233E-08  1.054730E-08  6.918410E-11  3.551547E-12  1.193431E-14
    220  7.934760137230E-02  2.898969E-05  2.067691E-05  2.595445E-06  7.908658E-08  1.249544E-08  8.409409E-11  4.570028E-12  1.568051E-14
    221  7.991019390762E-02  2.763295E-05  2.064485E-05  2.768233E-06  8.748810E-08  1.476799E-08  1.022299E-10  5.914107E-12  2.076253E-14
    222  8.044081450283E-02  2.591699E-05  2.023294E-05  2.888377E-06  9.450008E-08  1.698438E-08  1.207600E-10  7.412992E-12  2.659652E-14
    223  8.103419684334E-02  2.359303E-05  1.935194E-05  2.964523E-06  1.008397E-07  1.944979E-08  1.425145E-10  9.352238E-12  3.438486E-14
    224  8.158988408622E-02  2.115155E-05  1.817589E-05  2.975849E-06  1.050024E-07  2.164612E-08  1.631709E-10  1.140273E-11  4.290111E-14
    225  8.219791245697E-02  1.835075E-05  1.659757E-05  2.923976E-06  1.074161E-07  2.382653E-08  1.853068E-10  1.387778E-11  5.355528E-14
    226  8.273529679330E-02  1.589487E-05  1.504584E-05  2.829183E-06  1.077253E-07  2.550390E-08  2.039427E-10  1.624330E-11  6.411549E-14
    227  8.327310875316E-02  1.355880E-05  1.343633E-05  2.698105E-06  1.065058E-07  2.692553E-08  2.214236E-10  1.876354E-11  7.576730E-14
    228  8.381967664174E-02  1.139866E-05  1.183725E-05  2.542214E-06  1.041188E-07  2.814854E-08  2.382070E-10  2.150635E-11  8.888758E-14
    229  8.442137901789E-02  9.338176E-06  1.021377E-05  2.363157E-06  1.008172E-07  2.935872E-08  2.564660E-10  2.483876E-11  1.053453E-13
    230  8.496109010092E-02  7.799179E-06  8.939653E-06  2.212450E-06  9.792952E-08  3.049902E-08  2.741842E-10  2.829339E-11  1.228295E-13
    231  8.556251684447E-02  6.431153E-06  7.769276E-06  2.073714E-06  9.565946E-08  3.212271E-08  2.982371E-10  3.304378E-11  1.472605E-13
    232  8.609514523980E-02  5.507801E-06  6.972817E-06  1.990836E-06  9.527992E-08  3.421678E-08  3.269450E-10  3.859478E-11  1.760685E-13
    233  8.668730402486E-02  4.762254E-06  6.353449E-06  1.956185E-06  9.755728E-08  3.776900E-08  3.726957E-10  4.722974E-11  2.211802E-13
    234  8.725638446658E-02  4.281800E-06  6.009743E-06  1.990623E-06  1.033083E-07  4.301287E-08  4.378823E-10  5.943306E-11  2.854827E-13
    235  8.784892152766E-02  3.982190E-06  5.894455E-06  2.107870E-06  1.140545E-07  5.124763E-08  5.390600E-10  7.862163E-11  3.878457E-13
    236  8.837914431516E-02  3.851313E-06  5.980386E-06  2.291403E-06  1.287312E-07  6.195135E-08  6.711433E-10  1.044344E-10  5.276991E-13
    237  8.927467123273E-02  3.842825E-06  6.474565E-06  2.790549E-06  1.671230E-07  9.040576E-08  1.029851E-09  1.789381E-10  9.419216E-13
    238  9.009385267910E-02  3.984588E-06  7.238956E-06  3.478270E-06  2.209698E-07  1.331617E-07  1.589003E-09  3.056830E-10  1.671170E-12
    239  9.088007009323E-02  4.179915E-06  8.169386E-06  4.361843E-06  2.933858E-07  1.963072E-07  2.450344E-09  5.202528E-10  2.950526E-12
    240  9.160938796651E-02  4.356595E-06  9.117157E-06  5.372683E-06  3.811916E-07  2.812878E-07  3.662203E-09  8.527105E-10  5.005143E-12
    241  9.231864750676E-02  4.472862E-06  1.000963E-05  6.498037E-06  4.857886E-07  3.945745E-07  5.353948E-09  1.364619E-09  8.284758E-12
    242  9.335415502949E-02  4.441270E-06  1.097282E-05  8.217528E-06  6.635467E-07  6.209170E-07  8.954982E-09  2.607893E-09  1.664075E-11
    243  9.429165011748E-02  4.105393E-06  1.110547E-05  9.479739E-06  8.213642E-07  8.749324E-07  1.334393E-08  4.390517E-09  2.932489E-11
    244  9.514750284226E-02  3.499400E-06  1.029273E-05  9.914770E-06  9.167128E-07  1.100567E-06  1.767415E-08  6.508352E-09  4.534336E-11
    245  9.592869681963E-02  2.741767E-06  8.711127E-06  9.379395E-06  9.206554E-07  1.233946E-06  2.078186E-08  8.488498E-09  6.148632E-11
    246  9.638259128200E-02  2.258285E-06  7.506872E-06  8.627992E-06  8.770543E-07  1.253861E-06  2.171393E-08  9.424290E-09  6.983912E-11
    247  9.686466198075E-02  1.754572E-06  6.121069E-06  7.543128E-06  7.959522E-07  1.219063E-06  2.174923E-08  1.007149E-08  7.647614E-11
    248  9.745016881397E-02  1.210875E-06  4.481225E-06  6.013223E-06  6.641328E-07  1.106452E-06  2.047202E-08  1.026075E-08  8.027097E-11
    249  9.798964068785E-02  8.140320E-07  3.182252E-06  4.621212E-06  5.324410E-07  9.590330E-07  1.835419E-08  9.899700E-09  7.962018E-11
    250  9.892639389759E-02  3.766232E-07  1.620862E-06  2.703712E-06  3.354550E-07  6.928283E-07  1.406899E-08  8.631141E-09  7.287702E-11
    251  9.977784733458E-02  1.818316E-07  8.548072E-07  1.619348E-06  2.150473E-07  5.035413E-07  1.079751E-08  7.453686E-09  6.581135E-11
    252  1.005622893962E-01  9.307650E-08  4.751016E-07  1.013383E-06  1.433576E-07  3.773247E-07  8.511827E-09  6.557931E-09  6.036292E-11
    253  1.013070552067E-01  4.954183E-08  2.736374E-07  6.538493E-07  9.826622E-08  2.892746E-07  6.850581E-09  5.862712E-09  5.616015E-11
    254  1.019791947326E-01  2.822129E-08  1.674877E-07  4.437951E-07  7.047073E-08  2.297004E-07  5.685989E-09  5.354533E-09  5.319259E-11
    255  1.025982572428E-01  1.694211E-08  1.074901E-07  3.135362E-07  5.239423E-08  1.877299E-07  4.842053E-09  4.983386E-09  5.120798E-11
    256  1.032644197032E-01  9.940402E-09  6.780253E-08  2.194626E-07  3.875921E-08  1.538623E-07  4.149448E-09  4.701815E-09  5.012020E-11
    257  1.039121745974E-01  6.051004E-09  4.431031E-08  1.588296E-07  2.961204E-08  1.299729E-07  3.661787E-09  4.559424E-09  5.038331E-11
    258  1.045193471709E-01  3.897954E-09  3.052590E-08  1.205008E-07  2.364440E-08  1.141146E-07  3.350508E-09  4.560358E-09  5.213693E-11
    259  1.051181778144E-01  2.600621E-09  2.177036E-08  9.457100E-08  1.952223E-08  1.035251E-07  3.166852E-09  4.708518E-09  5.568157E-11
    260  1.056826419982E-01  1.822634E-09  1.625484E-08  7.732561E-08  1.674905E-08  9.712053E-08  3.088880E-09  4.994064E-09  6.098501E-11
    261  1.062431336111E-01  1.307023E-09  1.241903E-08  6.470512E-08  1.470562E-08  9.325130E-08  3.083521E-09  5.421409E-09  6.836316E-11
    262  1.068146627648E-01  9.446078E-10  9.578631E-09  5.478590E-08  1.308044E-08  9.091272E-08  3.128703E-09  5.994644E-09  7.812474E-11
    263  1.073656177930E-01  6.933772E-10  7.489009E-09  4.688691E-08  1.174239E-08  8.919737E-08  3.190965E-09  6.645075E-09  8.941679E-11
    264  1.079139362418E-01  5.056036E-10  5.817763E-09  3.988412E-08  1.047802E-08  8.701691E-08  3.236154E-09  7.326322E-09  1.017945E-10
    265  1.084202130578E-01  3.714443E-10  4.532965E-09  3.380943E-08  9.285376E-09  8.377006E-08  3.229755E-09  7.901469E-09  1.131038E-10
    266  1.089957947327E-01  2.534388E-10  3.308086E-09  2.716826E-08  7.849788E-09  7.784504E-08  3.127643E-09  8.360630E-09  1.238240E-10
    267  1.095139929398E-01  1.725190E-10  2.393435E-09  2.144867E-08  6.488478E-09  7.010088E-08  2.923680E-09  8.468394E-09  1.293528E-10
    268  1.100036617482E-01  1.145942E-10  1.684827E-09  1.640732E-08  5.184804E-09  6.077845E-08  2.626483E-09  8.211295E-09  1.291624E-10
    269  1.105581599754E-01  6.760143E-11  1.061862E-09  1.136692E-08  3.774944E-09  4.855711E-08  2.184969E-09  7.451259E-09  1.211958E-10
    270  1.111738162549E-01  3.427887E-11  5.797498E-10  6.897386E-09  2.421284E-09  3.454558E-08  1.626404E-09  6.111604E-09  1.031985E-10
    271  1.117276452796E-01  1.700386E-11  3.075367E-10  4.027128E-09  1.486524E-09  2.330034E-08  1.142875E-09  4.689723E-09  8.192328E-11
    272  1.122547306619E-01  8.127469E-12  1.567610E-10  2.250336E-09  8.715784E-10  1.494890E-08  7.626097E-10  3.404485E-09  6.143909E-11
    273  1.128196390807E-01  3.531513E-12  7.300693E-11  1.157061E-09  4.719656E-10  8.919299E-09  4.747119E-10  2.320688E-09  4.337827E-11
    274  1.134172103791E-01  1.491253E-12  3.319465E-11  5.845966E-10  2.519643E-10  5.279508E-09  2.939669E-10  1.582956E-09  3.071772E-11
    275  1.139661173569E-01  7.222569E-13  1.721689E-11  3.343413E-10  1.516240E-10  3.495781E-09  2.029486E-10  1.195180E-09  2.401088E-11
    276  1.145721141816E-01  3.490716E-13  8.979119E-12  1.943465E-10  9.324991E-11  2.390372E-09  1.453666E-10  9.454912E-10  1.974121E-11
    277  1.151138636995E-01  1.887307E-13  5.198832E-12  1.240421E-10  6.260526E-11  1.764991E-09  1.119128E-10  7.958551E-10  1.720378E-11
    278  1.160623872824E-01  6.567497E-14  2.042108E-12  5.790914E-11  3.194482E-11  1.065695E-09  7.274823E-11  6.058673E-10  1.392545E-11
    279  1.166131253687E-01  3.573922E-14  1.193206E-12  3.743366E-11  2.174380E-11  8.000859E-10  5.702644E-11  5.208586E-10  1.240995E-11
    280  1.171578902390E-01  1.960552E-14  7.024857E-13  2.436617E-11  1.489314E-11  6.040147E-10  4.494293E-11  4.499676E-10  1.111179E-11
    281  1.179966344325E-01  7.751469E-15  3.099950E-13  1.257200E-11  8.307155E-12  3.917506E-10  3.116099E-11  3.598453E-10  9.394482E-12
    282  1.184626561866E-01  4.629229E-15  1.969084E-13  8.715437E-12  6.010358E-12  3.081882E-10  2.544646E-11  3.182375E-10  8.571110E-12
    283  1.189221956404E-01  2.786446E-15  1.259770E-13  6.079366E-12  4.370188E-12  2.433437E-10  2.084982E-11  2.821594E-10  7.837853E-12
    284  1.197605220964E-01  1.100320E-15  5.566063E-14  3.150432E-12  2.436997E-12  1.577567E-10  1.446779E-11  2.264273E-10  6.657466E-12
    285  1.205341475296E-01  4.683268E-16  2.630342E-14  1.727080E-12  1.423430E-12  1.057384E-10  1.033036E-11  1.850384E-10  5.736265E-12
    286  1.212540834288E-01  2.125314E-16  1.317114E-14  9.940051E-13  8.638374E-13  7.280509E-11  7.547568E-12  1.534448E-10  4.999244E-12
    287  1.219299358624E-01  1.019388E-16  6.933984E-15  5.971371E-13  5.412942E-13  5.123403E-11  5.617594E-12  1.287448E-10  4.396576E-12
    288  1.225766858039E-01  5.113397E-17  3.804831E-15  3.719917E-13  3.477578E-13  3.663819E-11  4.239920E-12  1.090298E-10  3.896121E-12
    289  1.231854533608E-01  2.706915E-17  2.193395E-15  2.419206E-13  2.302368E-13  2.671634E-11  3.253714E-12  9.332233E-11  3.481395E-12
    290  1.237219182154E-01  1.568318E-17  1.370626E-15  1.682485E-13  1.608826E-13  2.023127E-11  2.577869E-12  8.145285E-11  3.156783E-12
    291  1.242404039059E-01  9.418733E-18  8.859213E-16  1.206455E-13  1.146037E-13  1.548825E-11  2.062004E-12  7.156295E-11  2.878305E-12
    292  1.248086455930E-01  5.508945E-18  5.619049E-16  8.578560E-14  7.980200E-14  1.158081E-11  1.618008E-12  6.226026E-11  2.608699E-12
    293  1.253177247642E-01  3.473674E-18  3.812245E-16  6.454962E-14  5.819606E-14  8.930908E-12  1.303111E-12  5.504323E-11  2.392943E-12
    294  1.258810647447E-01  2.139884E-18  2.547831E-16  4.839935E-14  4.161922E-14  6.720994E-12  1.029044E-12  4.820644E-11  2.183554E-12
    295  1.264205598797E-01  1.380933E-18  1.778371E-16  3.772973E-14  3.068836E-14  5.140364E-12  8.242861E-13  4.264894E-11  2.009787E-12
    296  1.270317883483E-01  8.635679E-19  1.216407E-16  2.928409E-14  2.216834E-14  3.810081E-12  6.439311E-13  3.731706E-11  1.839714E-12
    297  1.275757308169E-01  5.815744E-19  8.877454E-17  2.393693E-14  1.693408E-14  2.933596E-12  5.195913E-13  3.332772E-11  1.710850E-12
    298  1.286048671531E-01  2.898808E-19  5.157874E-17  1.725204E-14  1.077512E-14  1.823470E-12  3.530014E-13  2.745933E-11  1.522756E-12
    299  1.290949488661E-01  2.114395E-19  4.050478E-17  1.503491E-14  8.898644E-15  1.466140E-12  2.961461E-13  2.528039E-11  1.454940E-12
    300  1.295345101683E-01  1.605471E-19  3.287266E-17  1.340056E-14  7.593805E-15  1.213135E-12  2.545782E-13  2.362912E-11  1.406193E-12
    301  1.303954523490E-01  9.503860E-20  2.218723E-17  1.087309E-14  5.740323E-15  8.527826E-13  1.929104E-13  2.111566E-11  1.342418E-12
    302  1.308549873199E-01  7.201807E-20  1.804552E-17  9.768482E-15  5.003018E-15  7.130334E-13  1.679357E-13  2.009764E-11  1.323921E-12
    303  1.312776310019E-01  5.580335E-20  1.492786E-17  8.859379E-15  4.431604E-15  6.084750E-13  1.487570E-13  1.933806E-11  1.316428E-12
    304  1.320787884157E-01  3.428768E-20  1.039041E-17  7.345007E-15  3.548757E-15  4.579652E-13  1.202576E-13  1.831654E-11  1.327576E-12
    305  1.327308179063E-01  2.282685E-20  7.663415E-18  6.253940E-15  2.960486E-15  3.684486E-13  1.026497E-13  1.782522E-11  1.360191E-12
    306  1.333821207310E-01  1.498407E-20  5.577585E-18  5.261452E-15  2.453376E-15  2.996006E-13  8.865155E-14  1.758830E-11  1.413452E-12
    307  1.339749669338E-01  1.008085E-20  4.124267E-18  4.440485E-15  2.049704E-15  2.503107E-13  7.832544E-14  1.756725E-11  1.480385E-12
    308  1.345530840576E-01  6.750239E-21  3.030284E-18  3.715028E-15  1.702073E-15  2.113061E-13  6.989756E-14  1.769553E-11  1.562317E-12
    309  1.351098094661E-01  4.520314E-21  2.220691E-18  3.089383E-15  1.407563E-15  1.802128E-13  6.294679E-14  1.793530E-11  1.656644E-12
    310  1.359304916944E-01  2.450212E-21  1.375907E-18  2.307437E-15  1.044894E-15  1.435066E-13  5.439249E-14  1.847040E-11  1.824425E-12
    311  1.363572082699E-01  1.764888E-21  1.062939E-18  1.965502E-15  8.878115E-16  1.277723E-13  5.055984E-14  1.882030E-11  1.925431E-12
    312  1.367788244083E-01  1.266891E-21  8.181176E-19  1.668031E-15  7.517551E-16  1.139848E-13  4.708129E-14  1.920584E-11  2.034599E-12
    313  1.375777712339E-01  6.674362E-22  4.922425E-19  1.208329E-15  5.425431E-16  9.206168E-14  4.127660E-14  2.003716E-11  2.268650E-12
    314  1.380438267916E-01  4.564589E-22  3.639171E-19  9.956211E-16  4.461406E-16  8.138737E-14  3.829220E-14  2.057578E-11  2.422433E-12
    315  1.384690951451E-01  3.210183E-22  2.749541E-19  8.314378E-16  3.718832E-16  7.271958E-14  3.576001E-14  2.109677E-11  2.574380E-12
    316  1.391087445178E-01  1.878931E-22  1.793766E-19  6.312110E-16  2.815286E-16  6.140664E-14  3.228176E-14  2.193122E-11  2.825276E-12
    317  1.397002518981E-01  1.140785E-22  1.204622E-19  4.877892E-16  2.169691E-16  5.254625E-14  2.939046E-14  2.275264E-11  3.082773E-12
    318  1.402705851668E-01  7.026631E-23  8.182923E-20  3.796924E-16  1.684123E-16  4.520106E-14  2.684554E-14  2.358387E-11  3.355737E-12
    319  1.408634912375E-01  4.227686E-23  5.456097E-20  2.922014E-16  1.291880E-16  3.860637E-14  2.441052E-14  2.448583E-11  3.667216E-12
    320  1.414089642241E-01  2.649283E-23  3.759637E-20  2.297900E-16  1.012668E-16  3.337653E-14  2.235910E-14  2.534290E-11  3.979872E-12
    321  1.419220762512E-01  1.709218E-23  2.653069E-20  1.836186E-16  8.065192E-17  2.908632E-14  2.057645E-14  2.616509E-11  4.297441E-12
    322  1.422771704232E-01  1.260834E-23  2.083592E-20  1.573479E-16  6.893848E-17  2.640386E-14  1.939919E-14  2.673326E-11  4.529878E-12
    323  1.426029315631E-01  9.544000E-24  1.670858E-20  1.367465E-16  5.976455E-17  2.414412E-14  1.836661E-14  2.725556E-11  4.752918E-12
    324  1.430135230101E-01  6.734600E-24  1.268240E-20  1.148832E-16  5.004179E-17  2.154587E-14  1.712589E-14  2.790422E-11  5.046063E-12
    325  1.434683796643E-01  4.596515E-24  9.386758E-21  9.514870E-17  4.127933E-17  1.896054E-14  1.582373E-14  2.859763E-11  5.384746E-12
    326  1.440315208021E-01  2.885905E-24  6.518396E-21  7.597508E-17  3.277957E-17  1.612447E-14  1.429577E-14  2.938488E-11  5.818300E-12
    327  1.445490332405E-01  1.894021E-24  4.698325E-21  6.238864E-17  2.676430E-17  1.381299E-14  1.294922E-14  3.000268E-11  6.223341E-12
    328  1.451370980342E-01  1.192323E-24  3.291314E-21  5.069393E-17  2.159223E-17  1.151238E-14  1.150011E-14  3.053656E-11  6.679433E-12
    329  1.457052374241E-01  7.781442E-25  2.382531E-21  4.234604E-17  1.790089E-17  9.575816E-15  1.017175E-14  3.081453E-11  7.096798E-12
    330  1.463107957421E-01  5.049671E-25  1.728663E-21  3.587329E-17  1.503359E-17  7.762997E-15  8.804885E-15  3.074746E-11  7.483540E-12
    331  1.468752132891E-01  3.466534E-25  1.317805E-21  3.162360E-17  1.314212E-17  6.303080E-15  7.599316E-15  3.031873E-11  7.771234E-12
    332  1.475510939381E-01  2.298750E-25  9.911189E-22  2.829847E-17  1.164366E-17  4.826084E-15  6.258129E-15  2.928734E-11  7.989017E-12
    333  1.481899111058E-01  1.616947E-25  7.862806E-22  2.651583E-17  1.081219E-17  3.665971E-15  5.089545E-15  2.773854E-11  8.027269E-12
    334  1.491767377555E-01  1.004761E-25  5.892480E-22  2.574768E-17  1.036827E-17  2.301494E-15  3.539404E-15  2.443573E-11  7.749994E-12
    335  1.497116139607E-01  7.999770E-26  5.196155E-22  2.612614E-17  1.045722E-17  1.753716E-15  2.843457E-15  2.230972E-11  7.436094E-12
    336  1.502421520731E-01  6.460306E-26  4.649606E-22  2.694630E-17  1.072554E-17  1.319132E-15  2.245676E-15  2.003069E-11  7.013492E-12
    337  1.509052103900E-01  5.032905E-26  4.119957E-22  2.851821E-17  1.127761E-17  9.130728E-16  1.638670E-15  1.714032E-11  6.380459E-12
    338  1.515352476696E-01  4.023752E-26  3.723981E-22  3.050256E-17  1.199175E-17  6.406288E-16  1.192506E-15  1.448053E-11  5.709876E-12
    339  1.521327102765E-01  3.265032E-26  3.400073E-22  3.277527E-17  1.281583E-17  4.585125E-16  8.658707E-16  1.210075E-11  5.034711E-12
    340  1.526678407657E-01  2.716836E-26  3.146205E-22  3.510517E-17  1.366161E-17  3.449690E-16  6.437780E-16  1.016720E-11  4.433475E-12
    341  1.532481602429E-01  2.232118E-26  2.901239E-22  3.792024E-17  1.468159E-17  2.612938E-16  4.643385E-16  8.317234E-12  3.808972E-12
    342  1.535863948111E-01  1.990692E-26  2.768506E-22  3.969096E-17  1.532134E-17  2.267173E-16  3.833587E-16  7.358532E-12  3.463369E-12
    343  1.538995751697E-01  1.786805E-26  2.647251E-22  4.141329E-17  1.594205E-17  2.018023E-16  3.207092E-16  6.543523E-12  3.155386E-12
    344  1.546020187628E-01  1.401198E-26  2.393777E-22  4.554769E-17  1.742499E-17  1.656068E-16  2.171461E-16  4.988404E-12  2.527790E-12
    345  1.552062305672E-01  1.136099E-26  2.194655E-22  4.938817E-17  1.879312E-17  1.498380E-16  1.588327E-16  3.929009E-12  2.062788E-12
    346  1.557875935888E-01  9.242445E-27  2.011967E-22  5.332145E-17  2.018489E-17  1.432583E-16  1.210370E-16  3.114686E-12  1.677027E-12
    347  1.566447447202E-01  6.771693E-27  1.760794E-22  5.952742E-17  2.236165E-17  1.433195E-16  8.748012E-17  2.224738E-12  1.216089E-12
    348  1.574294426159E-01  5.076251E-27  1.554316E-22  6.561719E-17  2.447543E-17  1.495178E-16  7.134336E-17  1.666830E-12  8.963292E-13
    349  1.581710514975E-01  3.827292E-27  1.370845E-22  7.173316E-17  2.657743E-17  1.585045E-16  6.340036E-17  1.301067E-12  6.663234E-13
    350  1.588328903187E-01  2.968198E-27  1.223413E-22  7.748551E-17  2.853624E-17  1.682078E-16  6.001365E-17  1.073817E-12  5.118599E-13
    351  1.594606073659E-01  2.324829E-27  1.095642E-22  8.320587E-17  3.046771E-17  1.784630E-16  5.875152E-17  9.188230E-13  4.002643E-13
    352  1.600565792087E-01  1.831635E-27  9.818902E-23  8.888779E-17  3.237107E-17  1.889693E-16  5.865928E-17  8.094609E-13  3.188993E-13
    353  1.607059625219E-01  1.410977E-27  8.706788E-23  9.536927E-17  3.452498E-17  2.011768E-16  5.939801E-17  7.197633E-13  2.523594E-13
    354  1.613957576202E-01  1.066443E-27  7.648452E-23  1.026071E-16  3.691008E-17  2.149641E-16  6.081896E-17  6.450948E-13  2.003872E-13
    355  1.620398820205E-01  8.155321E-28  6.743069E-23  1.097211E-16  3.923544E-17  2.286073E-16  6.256765E-17  5.859004E-13  1.643031E-13
    356  1.627691861850E-01  6.018379E-28  5.847499E-23  1.182197E-16  4.199076E-17  2.449827E-16  6.496365E-17  5.256937E-13  1.339737E-13
    357  1.634667099868E-01  4.480892E-28  5.087617E-23  1.268101E-16  4.475250E-17  2.615857E-16  6.760324E-17  4.705591E-13  1.118342E-13
