 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                se78          se79          se80          se81          se82          se83          se84          se85 
     24  5.835696836295E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     25  1.496090518789E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     26  2.379765156362E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     27  3.772948503579E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  4.957278025650E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.774101E-30  1.331262E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  2.002077E-30  1.576236E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  2.900000E-30  2.346421E-30  1.442006E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  3.634859E-30  3.330481E-30  1.797416E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  4.845840E-30  6.048395E-30  4.417690E-30  2.088398E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.270362E-29  2.577260E-29  2.449671E-29  1.214394E-29  3.384000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  9.077474E-30  1.346076E-29  1.015452E-29  6.963381E-30  3.488694E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  8.603053E-30  1.053529E-29  1.110008E-29  1.435463E-29  9.498253E-30  1.566252E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  2.809072E-30  4.786533E-30  5.065207E-30  4.273890E-30  1.992208E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  2.727555E-30  5.180323E-30  5.806934E-30  5.008440E-30  2.399698E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  2.785125E-30  5.318093E-30  5.992768E-30  5.490594E-30  2.925608E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.221613E-30  2.275960E-30  2.536320E-30  2.165698E-30  1.137965E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.209042E-30  2.330251E-30  2.685470E-30  2.352407E-30  1.247914E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  3.039214E-30  6.028826E-30  7.313350E-30  6.612460E-30  3.653301E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  3.378685E-30  7.145127E-30  9.299402E-30  8.830560E-30  4.980994E-30  1.030167E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  3.363822E-30  7.183918E-30  9.705563E-30  9.435837E-30  5.501525E-30  1.164914E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  3.540106E-30  8.065218E-30  1.123531E-29  1.147338E-29  7.012717E-30  1.515983E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  3.401630E-30  7.326057E-30  9.852643E-30  9.662750E-30  6.262763E-30  1.392475E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.363631E-30  3.116688E-30  4.514334E-30  4.672095E-30  3.092932E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.100491E-30  2.526889E-30  3.647357E-30  3.777514E-30  2.524068E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  3.574210E-30  8.228741E-30  1.228638E-29  1.305218E-29  8.735858E-30  2.057944E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  6.472184E-30  1.520095E-29  2.541602E-29  2.975516E-29  2.199304E-29  5.447967E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  6.552624E-30  1.780146E-29  3.178104E-29  3.869825E-29  3.148829E-29  7.661036E-30  1.423816E-30  1.000000E-30
     63  3.448472684867E-02  3.642375E-30  9.848277E-30  1.731656E-29  2.083837E-29  1.703420E-29  4.698819E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.401863E-30  3.746270E-30  7.158186E-30  9.059514E-30  7.801822E-30  2.050134E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.187963E-30  3.276964E-30  6.116103E-30  7.709498E-30  6.517732E-30  1.733291E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  4.376056E-30  1.260196E-29  2.472395E-29  3.220485E-29  2.861012E-29  7.749483E-30  1.592900E-30  1.000000E-30
     67  3.563385967804E-02  9.139781E-30  2.821431E-29  6.084404E-29  8.620495E-29  8.707488E-29  2.663176E-29  6.196206E-30  1.000000E-30
     68  3.619390900501E-02  1.299951E-29  4.177635E-29  9.364578E-29  1.338649E-28  1.325180E-28  3.889865E-29  9.246960E-30  1.000000E-30
     69  3.661379630041E-02  2.680072E-29  9.036032E-29  2.265902E-28  3.590538E-28  4.118365E-28  1.327677E-28  3.420906E-29  2.063110E-30
     70  3.704099468238E-02  8.421922E-29  2.950819E-28  7.635116E-28  1.231312E-27  1.447752E-27  4.760863E-28  1.288494E-28  8.219633E-30
     71  3.731378163516E-02  1.813650E-28  6.509110E-28  1.723556E-27  2.815127E-27  3.355817E-27  1.113670E-27  3.075103E-28  1.985682E-29
     72  3.757630769329E-02  3.941367E-28  1.455634E-27  4.003250E-27  6.716277E-27  8.285024E-27  2.805488E-27  7.973839E-28  5.224836E-29
     73  3.788075418501E-02  9.711560E-28  3.706540E-27  1.065634E-26  1.845830E-26  2.375478E-26  8.252407E-27  2.438016E-27  1.630047E-28
     74  3.819794660071E-02  2.475131E-27  9.776249E-27  2.944119E-26  5.272205E-26  7.091756E-26  2.530268E-26  7.782889E-27  5.313752E-28
     75  3.838080203158E-02  4.229615E-27  1.703979E-26  5.270855E-26  9.621734E-26  1.327734E-25  4.810762E-26  1.514685E-26  1.046721E-27
     76  3.859219912978E-02  7.868463E-27  3.243587E-26  1.035067E-25  1.932021E-25  2.746401E-25  1.013045E-25  3.277231E-26  2.296649E-27
     77  3.884096228080E-02  1.626010E-26  6.886738E-26  2.279917E-25  4.368780E-25  6.431772E-25  2.422989E-25  8.093339E-26  5.765992E-27
     78  3.907668434759E-02  3.217655E-26  1.398251E-25  4.793548E-25  9.416985E-25  1.433323E-24  5.508852E-25  1.896930E-25  1.372732E-26
     79  3.934936577490E-02  7.042223E-26  3.152791E-25  1.125582E-24  2.275978E-24  3.600710E-24  1.416425E-24  5.052730E-25  3.723217E-26
     80  3.961640452516E-02  1.505384E-25  6.939530E-25  2.578187E-24  5.362965E-24  8.813014E-24  3.546831E-24  1.309973E-24  9.825624E-26
     81  3.991996766101E-02  3.539345E-25  1.686855E-24  6.558490E-24  1.408977E-23  2.417931E-23  9.987503E-24  3.837902E-24  2.937341E-25
     82  4.019473378510E-02  7.606180E-25  3.736387E-24  1.513964E-23  3.349091E-23  5.978274E-23  2.528454E-23  1.007297E-23  7.851769E-25
     83  4.046928694587E-02  1.621485E-24  8.209010E-24  3.466195E-23  7.894308E-23  1.465562E-22  6.345871E-23  2.620457E-23  2.080007E-24
     84  4.074955599116E-02  3.486982E-24  1.821068E-23  8.023956E-23  1.883255E-22  3.641157E-22  1.615432E-22  6.923538E-23  5.599617E-24
     85  4.099011663524E-02  6.673820E-24  3.579923E-23  1.636408E-22  3.941535E-22  7.892777E-22  3.576034E-22  1.582774E-22  1.301004E-23
     86  4.118445936105E-02  1.120611E-23  6.142136E-23  2.891964E-22  7.112416E-22  1.464990E-21  6.750513E-22  3.066071E-22  2.553128E-23
     87  4.137235583218E-02  1.840728E-23  1.030236E-22  4.992150E-22  1.252818E-21  2.652163E-21  1.242270E-21  5.785833E-22  4.878804E-23
     88  4.152714488067E-02  2.759739E-23  1.571457E-22  7.797333E-22  1.989663E-21  4.308268E-21  2.045431E-21  9.725947E-22  8.286550E-23
     89  4.165981986900E-02  3.894649E-23  2.250772E-22  1.139769E-21  2.950253E-21  6.513446E-21  3.128468E-21  1.514293E-21  1.301692E-22
     90  4.188596337322E-02  6.967552E-23  4.129754E-22  2.165309E-21  5.743315E-21  1.310727E-20  6.421505E-21  3.204207E-21  2.796353E-22
     91  4.208159634323E-02  1.146178E-22  6.944052E-22  3.752489E-21  1.016608E-20  2.387843E-20  1.190152E-20  6.097727E-21  5.391927E-22
     92  4.230932596557E-02  2.036324E-22  1.265648E-21  7.084885E-21  1.967359E-20  4.778909E-20  2.430174E-20  1.284096E-20  1.152950E-21
     93  4.251598135750E-02  3.418753E-22  2.174858E-21  1.257176E-20  3.570186E-20  8.941836E-20  4.630874E-20  2.516674E-20  2.291249E-21
     94  4.274368410830E-02  6.033111E-22  3.937808E-21  2.358464E-20  6.865601E-20  1.778669E-19  9.399062E-20  5.269007E-20  4.871041E-21
     95  4.294191711445E-02  9.881525E-22  6.595584E-21  4.074420E-20  1.211946E-19  3.233707E-19  1.739082E-19  1.001666E-19  9.384302E-21
     96  4.316569238790E-02  1.726916E-21  1.182204E-20  7.563397E-20  2.305304E-19  6.359643E-19  3.488873E-19  2.072038E-19  1.970663E-20
     97  4.339365876136E-02  3.063474E-21  2.152188E-20  1.427207E-19  4.460085E-19  1.273212E-18  7.128624E-19  4.369006E-19  4.219817E-20
     98  4.362382833621E-02  5.506958E-21  3.971353E-20  2.730834E-19  8.751837E-19  2.586195E-18  1.478107E-18  9.351625E-19  9.173755E-20
     99  4.384703699487E-02  9.835184E-21  7.275272E-20  5.182309E-19  1.702017E-18  5.201365E-18  3.032875E-18  1.979093E-18  1.970962E-19
    100  4.408801045744E-02  1.870072E-20  1.421891E-19  1.052250E-18  3.548619E-18  1.124609E-17  6.701043E-18  4.521580E-18  4.576966E-19
    101  4.430336182063E-02  3.383151E-20  2.636544E-19  2.019203E-18  6.973186E-18  2.283267E-17  1.387187E-17  9.645919E-18  9.907668E-19
    102  4.453208602613E-02  6.480741E-20  5.184760E-19  4.118429E-18  1.458635E-17  4.945011E-17  3.067040E-17  2.202046E-17  2.297126E-18
    103  4.474836808964E-02  1.220905E-19  1.001362E-18  8.234817E-18  2.987269E-17  1.046745E-16  6.620986E-17  4.900644E-17  5.188042E-18
    104  4.497736119052E-02  2.427324E-19  2.044031E-18  1.743874E-17  6.488660E-17  2.354627E-16  1.520683E-16  1.162463E-16  1.249932E-17
    105  4.517199675598E-02  4.392485E-19  3.782817E-18  3.329932E-17  1.266045E-16  4.733209E-16  3.111440E-16  2.444726E-16  2.663658E-17
    106  4.536038532241E-02  7.820802E-19  6.883508E-18  6.246309E-17  2.425115E-16  9.332645E-16  6.241349E-16  5.036623E-16  5.558505E-17
    107  4.552484255766E-02  1.291216E-18  1.158269E-17  1.079296E-16  4.267593E-16  1.684302E-15  1.143426E-15  9.444573E-16  1.054027E-16
    108  4.581275722245E-02  3.055006E-18  2.833169E-17  2.765512E-16  1.129020E-15  4.657300E-15  3.245818E-15  2.792545E-15  3.177910E-16
    109  4.603616864208E-02  5.828045E-18  5.547523E-17  5.615908E-16  2.350880E-15  1.004014E-14  7.143126E-15  6.345887E-15  7.333082E-16
    110  4.624194314299E-02  1.031784E-17  1.005982E-16  1.053210E-15  4.511866E-15  1.989724E-14  1.442797E-14  1.320325E-14  1.547420E-15
    111  4.641297951594E-02  1.627441E-17  1.618731E-16  1.742793E-15  7.610659E-15  3.446979E-14  2.539329E-14  2.381756E-14  2.824324E-15
    112  4.656990459822E-02  2.433568E-17  2.465325E-16  2.723351E-15  1.210408E-14  5.617995E-14  4.199198E-14  4.028736E-14  4.828929E-15
    113  4.671253119976E-02  3.462526E-17  3.566717E-16  4.033253E-15  1.821568E-14  8.645189E-14  6.547842E-14  6.412765E-14  7.761909E-15
    114  4.684580987606E-02  4.761657E-17  4.982100E-16  5.758452E-15  2.640030E-14  1.279373E-13  9.810515E-14  9.795183E-14  1.196469E-14
    115  4.697520204195E-02  6.425061E-17  6.825290E-16  8.058575E-15  3.748797E-14  1.853916E-13  1.438822E-13  1.463769E-13  1.803909E-14
    116  4.709649788536E-02  8.438514E-17  9.092705E-16  1.095232E-14  5.165107E-14  2.603431E-13  2.043455E-13  2.115810E-13  2.629253E-14
    117  4.721637454993E-02  1.096607E-16  1.198385E-15  1.472301E-14  7.037959E-14  3.614914E-13  2.869255E-13  3.023092E-13  3.787749E-14
    118  4.732862910872E-02  1.392722E-16  1.542212E-15  1.930162E-14  9.344398E-14  4.885116E-13  3.918273E-13  4.196383E-13  5.298503E-14
    119  4.750539400184E-02  2.006267E-16  2.268369E-15  2.923205E-14  1.443766E-13  7.760867E-13  6.328413E-13  6.954251E-13  8.887735E-14
    120  4.767210524850E-02  2.797612E-16  3.225949E-15  4.273735E-14  2.151061E-13  1.187171E-12  9.832998E-13  1.107242E-12  1.431435E-13
    121  4.783406579930E-02  3.826452E-16  4.497565E-15  6.120768E-14  3.137846E-13  1.776755E-12  1.494181E-12  1.722960E-12  2.252431E-13
    122  4.799263518131E-02  5.155635E-16  6.174662E-15  8.627797E-14  4.503498E-13  2.614992E-12  2.232143E-12  2.634596E-12  3.482086E-13
    123  4.815339657435E-02  6.922096E-16  8.449885E-15  1.212838E-13  6.447654E-13  3.840951E-12  3.328653E-12  4.023017E-12  5.376446E-13
    124  4.832264594384E-02  9.368442E-16  1.166848E-14  1.722952E-13  9.338002E-13  5.715039E-12  5.032556E-12  6.236372E-12  8.432435E-13
    125  4.849826454798E-02  1.273015E-15  1.619039E-14  2.462126E-13  1.361447E-12  8.569582E-12  7.672627E-12  9.758490E-12  1.335604E-12
    126  4.867786870736E-02  1.729719E-15  2.247480E-14  3.522561E-13  1.988240E-12  1.288018E-11  1.173005E-11  1.532203E-11  2.123295E-12
    127  4.885872256535E-02  2.340077E-15  3.106893E-14  5.020124E-13  2.892805E-12  1.929200E-11  1.787370E-11  2.398366E-11  3.365511E-12
    128  4.903755607841E-02  3.136846E-15  4.254757E-14  7.085401E-13  4.167497E-12  2.860355E-11  2.695549E-11  3.714726E-11  5.277736E-12
    129  4.921259737621E-02  4.157434E-15  5.758503E-14  9.877477E-13  5.927702E-12  4.184801E-11  4.010044E-11  5.672651E-11  8.157982E-12
    130  4.938368810460E-02  5.450237E-15  7.705674E-14  1.360588E-12  8.327442E-12  6.043511E-11  5.886553E-11  8.543246E-11  1.243315E-11
    131  4.955132280349E-02  7.076932E-15  1.020904E-13  1.854591E-12  1.157223E-11  8.629056E-11  8.540882E-11  1.271125E-10  1.871583E-11
    132  4.971624312404E-02  9.115855E-15  1.341385E-13  2.506027E-12  1.593730E-11  1.220561E-10  1.227346E-10  1.872503E-10  2.788872E-11
    133  4.987811857735E-02  1.164649E-14  1.747514E-13  3.355973E-12  2.174534E-11  1.709684E-10  1.746132E-10  2.729766E-10  4.111778E-11
    134  5.003799836445E-02  1.478631E-14  2.261896E-13  4.464205E-12  2.946654E-11  2.377884E-10  2.466248E-10  3.949881E-10  6.016321E-11
    135  5.019682549602E-02  1.868285E-14  2.913405E-13  5.908704E-12  3.972587E-11  3.289998E-10  3.464935E-10  5.684541E-10  8.755041E-11
    136  5.035511419132E-02  2.351190E-14  3.737442E-13  7.788738E-12  5.333697E-11  4.533077E-10  4.847699E-10  8.146574E-10  1.268650E-10
    137  5.051299755300E-02  2.947613E-14  4.776140E-13  1.022730E-11  7.133337E-11  6.221441E-10  6.755717E-10  1.162905E-09  1.831082E-10
    138  5.067010535678E-02  3.679082E-14  6.076272E-13  1.336825E-11  9.496160E-11  8.498518E-10  9.370031E-10  1.652025E-09  2.630011E-10
    139  5.082726902819E-02  4.576779E-14  7.704839E-13  1.741716E-11  1.260104E-10  1.157234E-09  1.295540E-09  2.339663E-09  3.765984E-10
    140  5.098506829486E-02  5.678043E-14  9.744369E-13  2.263658E-11  1.668161E-10  1.572303E-09  1.787461E-09  3.306958E-09  5.382229E-10
    141  5.114361869269E-02  7.024421E-14  1.229047E-12  2.934569E-11  2.203020E-10  2.131436E-09  2.460860E-09  4.664866E-09  7.677304E-10
    142  5.130328078870E-02  8.666843E-14  1.546298E-12  3.795683E-11  2.903210E-10  2.883939E-09  3.382006E-09  6.570245E-09  1.093518E-09
    143  5.146205644840E-02  1.063329E-13  1.934369E-12  4.881009E-11  3.803454E-10  3.878770E-09  4.619879E-09  9.197159E-09  1.547927E-09
    144  5.162089365231E-02  1.298432E-13  2.408493E-12  6.247598E-11  4.959933E-10  5.193056E-09  6.282361E-09  1.281701E-08  2.181439E-09
    145  5.177902725711E-02  1.575913E-13  2.980493E-12  7.947295E-11  6.427636E-10  6.908727E-09  8.488741E-09  1.774686E-08  3.054363E-09
    146  5.193558292952E-02  1.898615E-13  3.660605E-12  1.003171E-10  8.264360E-10  9.117657E-09  1.137674E-08  2.436900E-08  4.240678E-09
    147  5.207655208218E-02  2.233788E-13  4.382347E-12  1.231038E-10  1.031166E-09  1.164746E-08  1.473680E-08  3.226550E-08  5.671027E-09
    148  5.220437120847E-02  2.576872E-13  5.135821E-12  1.475463E-10  1.254703E-09  1.447876E-08  1.855178E-08  4.143462E-08  7.348736E-09
    149  5.240275279905E-02  3.186978E-13  6.509388E-12  1.936490E-10  1.685830E-09  2.011156E-08  2.628015E-08  6.054225E-08  1.088966E-08
    150  5.258707116153E-02  3.840013E-13  8.024317E-12  2.466047E-10  2.194229E-09  2.699942E-08  3.593116E-08  8.519481E-08  1.552531E-08
    151  5.276353482958E-02  4.540723E-13  9.698511E-12  3.074938E-10  2.793880E-09  3.541373E-08  4.796249E-08  1.169099E-07  2.157328E-08
    152  5.293536770993E-02  5.287308E-13  1.153676E-11  3.770675E-10  3.496677E-09  4.562406E-08  6.285677E-08  1.574050E-07  2.940257E-08
    153  5.310288915571E-02  6.065582E-13  1.351348E-11  4.549786E-10  4.304065E-09  5.776872E-08  8.092908E-08  2.080724E-07  3.933283E-08
    154  5.325369291828E-02  6.796194E-13  1.542838E-11  5.335434E-10  5.138779E-09  7.075309E-08  1.006238E-07  2.649313E-07  5.062171E-08
    155  5.339308966526E-02  7.485000E-13  1.729000E-11  6.129158E-10  6.002177E-09  8.461331E-08  1.220253E-07  3.284260E-07  6.338029E-08
    156  5.362726198018E-02  8.636389E-13  2.054162E-11  7.591728E-10  7.645293E-09  1.121434E-07  1.655725E-07  4.624690E-07  9.075388E-08
    157  5.383816121000E-02  9.621356E-13  2.349739E-11  9.017995E-10  9.313959E-09  1.416144E-07  2.135644E-07  6.168239E-07  1.228811E-07
    158  5.403768730975E-02  1.046568E-12  2.620811E-11  1.042521E-09  1.102833E-08  1.734968E-07  2.669600E-07  7.959501E-07  1.608460E-07
    159  5.422986619970E-02  1.116677E-12  2.864804E-11  1.179659E-09  1.277069E-08  2.076282E-07  3.257397E-07  1.001475E-06  2.051846E-07
    160  5.440569294967E-02  1.169153E-12  3.066646E-11  1.303434E-09  1.441262E-08  2.414992E-07  3.856821E-07  1.219614E-06  2.530497E-07
    161  5.456994612052E-02  1.207066E-12  3.232409E-11  1.415234E-09  1.596185E-08  2.751141E-07  4.467452E-07  1.450415E-06  3.045088E-07
    162  5.485681963417E-02  1.246360E-12  3.460938E-11  1.595992E-09  1.863531E-08  3.374609E-07  5.642093E-07  1.918297E-06  4.111436E-07
    163  5.511708850657E-02  1.252886E-12  3.595807E-11  1.738347E-09  2.094751E-08  3.967643E-07  6.811998E-07  2.415322E-06  5.274713E-07
    164  5.536560227933E-02  1.235611E-12  3.659992E-11  1.851122E-09  2.298940E-08  4.545705E-07  8.005326E-07  2.954833E-06  6.569779E-07
    165  5.559867087093E-02  1.201332E-12  3.665660E-11  1.934396E-09  2.471425E-08  5.088333E-07  9.177679E-07  3.518050E-06  7.955068E-07
    166  5.582344501454E-02  1.154322E-12  3.624848E-11  1.993277E-09  2.617445E-08  5.604337E-07  1.034479E-06  4.113333E-06  9.453920E-07
    167  5.608267729631E-02  1.087066E-12  3.528918E-11  2.035248E-09  2.758634E-08  6.180663E-07  1.171777E-06  4.860966E-06  1.138460E-06
    168  5.632179590432E-02  1.016234E-12  3.401847E-11  2.050362E-09  2.861769E-08  6.686322E-07  1.299390E-06  5.605868E-06  1.335966E-06
    169  5.658568452696E-02  9.320749E-13  3.227923E-11  2.042732E-09  2.945044E-08  7.207583E-07  1.439561E-06  6.485960E-06  1.575733E-06
    170  5.682194908758E-02  8.542919E-13  3.050108E-11  2.016511E-09  2.993029E-08  7.636349E-07  1.563148E-06  7.322491E-06  1.809937E-06
    171  5.707748662895E-02  7.702097E-13  2.842271E-11  1.970335E-09  3.018139E-08  8.055771E-07  1.693549E-06  8.275575E-06  2.084137E-06
    172  5.730159219632E-02  6.982119E-13  2.652489E-11  1.916998E-09  3.018915E-08  8.383740E-07  1.804298E-06  9.150301E-06  2.342618E-06
    173  5.769211250520E-02  5.798383E-13  2.317534E-11  1.801622E-09  2.977996E-08  8.864262E-07  1.987546E-06  1.075639E-05  2.834022E-06
    174  5.804755660481E-02  4.825239E-13  2.020222E-11  1.679051E-09  2.901016E-08  9.201896E-07  2.142068E-06  1.230352E-05  3.327768E-06
    175  5.837706807704E-02  4.027152E-13  1.760480E-11  1.557021E-09  2.803230E-08  9.433302E-07  2.273901E-06  1.380443E-05  3.825850E-06
    176  5.868213309337E-02  3.379553E-13  1.537813E-11  1.440890E-09  2.695209E-08  9.581557E-07  2.385731E-06  1.524786E-05  4.322602E-06
    177  5.897372529375E-02  2.839920E-13  1.342881E-11  1.329777E-09  2.580156E-08  9.667899E-07  2.483236E-06  1.667338E-05  4.830328E-06
    178  5.927019313219E-02  2.365697E-13  1.163326E-11  1.218754E-09  2.454685E-08  9.704263E-07  2.572882E-06  1.816628E-05  5.380434E-06
    179  5.955970264735E-02  1.968417E-13  1.005831E-11  1.113610E-09  2.326449E-08  9.693507E-07  2.651144E-06  1.966486E-05  5.951676E-06
