 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ni62          ni63          ni64          ni65          ni66          ni67          ni68          ni69 
     31  7.490864585256E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.415766E-30  1.498207E-30  1.061958E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.504814E-30  1.561915E-30  1.135825E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.226095E-30  1.249896E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.209855E-30  1.219419E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.541328E-30  1.539323E-30  1.193851E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.614716E-30  1.595020E-30  1.264911E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  3.356820E-30  3.512051E-30  2.644715E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  2.853502E-30  3.407031E-30  2.326940E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  6.849096E-30  8.014058E-30  7.851117E-30  2.058697E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  5.955468E-30  6.608563E-30  3.910834E-30  1.377927E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  4.744127E-30  4.007079E-30  4.196628E-30  1.606847E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.113845E-29  9.693169E-30  7.381611E-30  2.628945E-30  1.199031E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  3.930323E-29  2.931147E-29  1.806049E-29  3.993664E-30  1.572986E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  6.845327E-28  4.323596E-28  2.564024E-28  8.127658E-29  4.398202E-29  5.755495E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  2.997446E-27  2.788062E-27  2.481643E-27  8.093451E-28  2.372332E-28  1.912008E-29  1.928469E-30  1.000000E-30
     49  3.017238950627E-02  7.544152E-27  7.310933E-27  6.938004E-27  2.371139E-27  7.514835E-28  6.393107E-29  6.766316E-30  1.000000E-30
     50  3.052509122072E-02  1.875361E-26  1.879867E-26  1.866110E-26  6.566020E-27  2.168534E-27  1.892811E-28  2.077061E-29  1.031217E-30
     51  3.066477686677E-02  2.684031E-26  2.726736E-26  2.755668E-26  9.809059E-27  3.293526E-27  2.904528E-28  3.233538E-29  1.624237E-30
     52  3.080037159611E-02  3.808213E-26  3.919907E-26  4.031731E-26  1.451540E-26  4.953433E-27  4.412778E-28  4.982767E-29  2.528843E-30
     53  3.111325257314E-02  8.521736E-26  9.042314E-26  9.686944E-26  3.580557E-26  1.268659E-26  1.156935E-27  1.349981E-28  7.016569E-30
     54  3.147800645819E-02  2.158135E-25  2.372765E-25  2.666073E-25  1.016228E-25  3.762609E-26  3.526373E-27  4.276253E-28  2.285266E-29
     55  3.181357346897E-02  5.017030E-25  5.700019E-25  6.693808E-25  2.625102E-25  1.012412E-25  9.731833E-27  1.223108E-27  6.706793E-29
     56  3.217197145871E-02  1.219595E-24  1.435194E-24  1.767147E-24  7.144443E-25  2.878481E-25  2.842935E-26  3.712760E-27  2.092533E-28
     57  3.249951277145E-02  2.715481E-24  3.300388E-24  4.244841E-24  1.764895E-24  7.403182E-25  7.496521E-26  1.014355E-26  5.863343E-28
     58  3.262595809504E-02  3.686992E-24  4.537074E-24  5.933962E-24  2.493828E-24  1.062385E-24  1.086113E-25  1.489748E-26  8.694926E-28
     59  3.272641576722E-02  4.706675E-24  5.849667E-24  7.754127E-24  3.286931E-24  1.417720E-24  1.460526E-25  2.025263E-26  1.191224E-27
     60  3.304841700500E-02  1.024064E-23  1.314039E-23  1.818742E-23  7.925566E-24  3.557451E-24  3.756053E-25  5.394121E-26  3.252312E-27
     61  3.362823507679E-02  4.074948E-23  5.545347E-23  8.316937E-23  3.815899E-23  1.846371E-23  2.042127E-24  3.135846E-25  1.982333E-26
     62  3.417743618412E-02  1.470326E-22  2.111570E-22  3.405915E-22  1.636521E-22  8.463068E-23  9.749020E-24  1.586672E-24  1.044373E-25
     63  3.448472684867E-02  3.004458E-22  4.450254E-22  7.485838E-22  3.694002E-22  1.985382E-22  2.341594E-23  3.942249E-24  2.656384E-25
     64  3.459225947862E-02  3.854231E-22  5.770847E-22  9.851070E-22  4.906824E-22  2.673364E-22  3.179407E-23  5.417694E-24  3.681189E-25
     65  3.468161085917E-02  4.743843E-22  7.167113E-22  1.238585E-21  6.217708E-22  3.426243E-22  4.103191E-23  7.062356E-24  4.832111E-25
     66  3.501586344154E-02  1.029921E-21  1.609504E-21  2.912759E-21  1.505591E-21  8.657342E-22  1.064099E-22  1.901758E-23  1.335382E-24
     67  3.563385967804E-02  4.295500E-21  7.159174E-21  1.415907E-20  7.743779E-21  4.838158E-21  6.256558E-22  1.204258E-22  8.897914E-24
     68  3.619390900501E-02  1.541690E-20  2.716833E-20  5.797347E-20  3.325961E-20  2.227736E-20  3.005025E-21  6.149802E-22  4.736812E-23
     69  3.661379630041E-02  4.020014E-20  7.395774E-20  1.674381E-19  9.971560E-20  7.056169E-20  9.841616E-21  2.115548E-21  1.684717E-22
     70  3.704099468238E-02  1.064414E-19  2.046117E-19  4.920541E-19  3.043621E-19  2.277084E-19  3.284810E-20  7.419034E-21  6.107845E-22
     71  3.731378163516E-02  1.975204E-19  3.904729E-19  9.757518E-19  6.182191E-19  4.790351E-19  7.057794E-20  1.644032E-20  1.381589E-21
     72  3.757630769329E-02  3.569155E-19  7.251084E-19  1.881584E-18  1.220693E-18  9.794630E-19  1.473832E-19  3.541592E-20  3.038662E-21
     73  3.788075418501E-02  7.048737E-19  1.478060E-18  4.006708E-18  2.671590E-18  2.232050E-18  3.441571E-19  8.573514E-20  7.534482E-21
     74  3.819794660071E-02  1.422148E-18  3.082360E-18  8.746231E-18  6.001161E-18  5.230335E-18  8.272764E-19  2.140128E-19  1.928387E-20
     75  3.838080203158E-02  2.123079E-18  4.690087E-18  1.366358E-17  9.531155E-18  8.512064E-18  1.366275E-18  3.612381E-19  3.302208E-20
     76  3.859219912978E-02  3.371859E-18  7.615614E-18  2.287799E-17  1.626771E-17  1.494666E-17  2.440393E-18  6.617933E-19  6.151622E-20
     77  3.884096228080E-02  5.780765E-18  1.340193E-17  4.174573E-17  3.036280E-17  2.884773E-17  4.805838E-18  1.342865E-18  1.273056E-19
     78  3.907668434759E-02  9.578724E-18  2.276457E-17  7.339170E-17  5.453793E-17  5.349255E-17  9.083406E-18  2.611386E-18  2.522262E-19
     79  3.934936577490E-02  1.705571E-17  4.171755E-17  1.399772E-16  1.066415E-16  1.085366E-16  1.884343E-17  5.599427E-18  5.526527E-19
     80  3.961640452516E-02  2.976519E-17  7.488960E-17  2.613357E-16  2.040249E-16  2.153297E-16  3.820656E-17  1.172844E-17  1.182368E-18
     81  3.991996766101E-02  5.549985E-17  1.442085E-16  5.262747E-16  4.224770E-16  4.647549E-16  8.453450E-17  2.693150E-17  2.781318E-18
     82  4.019473378510E-02  9.659177E-17  2.584190E-16  9.821890E-16  8.086623E-16  9.237045E-16  1.718385E-16  5.662431E-17  5.977062E-18
     83  4.046928694587E-02  1.666514E-16  4.590852E-16  1.817402E-15  1.534632E-15  1.820240E-15  3.463233E-16  1.180372E-16  1.273400E-17
     84  4.074955599116E-02  2.880497E-16  8.176906E-16  3.375517E-15  2.925352E-15  3.607018E-15  7.023427E-16  2.478568E-16  2.734516E-17
     85  4.099011663524E-02  4.564396E-16  1.329595E-15  5.690248E-15  5.042863E-15  6.429156E-15  1.277032E-15  4.643895E-16  5.223142E-17
     86  4.118445936105E-02  6.575649E-16  1.955878E-15  8.618199E-15  7.776894E-15  1.018603E-14  2.056049E-15  7.660173E-16  8.750462E-17
     87  4.137235583218E-02  9.303914E-16  2.823959E-15  1.280013E-14  1.175463E-14  1.580447E-14  3.240242E-15  1.235943E-15  1.433256E-16
     88  4.152714488067E-02  1.232641E-15  3.804335E-15  1.765091E-14  1.644498E-14  2.259370E-14  4.692099E-15  1.824820E-15  2.142536E-16
     89  4.165981986900E-02  1.563525E-15  4.895207E-15  2.317187E-14  2.185809E-14  3.059324E-14  6.423895E-15  2.540367E-15  3.014554E-16
     90  4.188596337322E-02  2.328095E-15  7.469676E-15  3.659026E-14  3.525478E-14  5.093410E-14  1.089862E-14  4.434646E-15  5.358813E-16
     91  4.208159634323E-02  3.261621E-15  1.068923E-14  5.393859E-14  5.293258E-14  7.860619E-14  1.709686E-14  7.131021E-15  8.753611E-16
     92  4.230932596557E-02  4.792922E-15  1.610167E-14  8.411867E-14  8.433776E-14  1.293341E-13  2.867187E-14  1.230980E-14  1.539022E-15
     93  4.251598135750E-02  6.753008E-15  2.320335E-14  1.251107E-13  1.279040E-13  2.019668E-13  4.555670E-14  2.008073E-14  2.552707E-15
     94  4.274368410830E-02  9.783120E-15  3.446179E-14  1.924196E-13  2.009949E-13  3.278118E-13  7.537279E-14  3.420448E-14  4.428736E-15
     95  4.294191711445E-02  1.343825E-14  4.837573E-14  2.784652E-13  2.963846E-13  4.972173E-13  1.162487E-13  5.411130E-14  7.119188E-15
     96  4.316569238790E-02  1.913894E-14  7.061005E-14  4.207161E-13  4.573995E-13  7.922407E-13  1.887582E-13  9.042755E-14  1.211421E-14
     97  4.339365876136E-02  2.733731E-14  1.034174E-13  6.382959E-13  7.091681E-13  1.269085E-12  3.082666E-13  1.520921E-13  2.075488E-14
     98  4.362382833621E-02  3.909580E-14  1.516995E-13  9.702908E-13  1.101940E-12  2.038206E-12  5.048542E-13  2.566174E-13  3.567783E-14
     99  4.384703699487E-02  5.528363E-14  2.198650E-13  1.455906E-12  1.689084E-12  3.226219E-12  8.144343E-13  4.261529E-13  6.033114E-14
    100  4.408801045744E-02  8.045833E-14  3.286358E-13  2.259416E-12  2.682483E-12  5.305012E-12  1.367007E-12  7.381017E-13  1.065596E-13
    101  4.430336182063E-02  1.128603E-13  4.721344E-13  3.357274E-12  4.069183E-12  8.302581E-12  2.179165E-12  1.210236E-12  1.778097E-13
    102  4.453208602613E-02  1.622424E-13  6.962144E-13  5.131794E-12  6.358458E-12  1.341235E-11  3.589975E-12  2.054515E-12  3.075299E-13
    103  4.474836808964E-02  2.293339E-13  1.008137E-12  7.688435E-12  9.727060E-12  2.117549E-11  5.774125E-12  3.399969E-12  5.179856E-13
    104  4.497736119052E-02  3.314932E-13  1.494989E-12  1.182110E-11  1.529031E-11  3.441989E-11  9.572385E-12  5.809567E-12  9.017970E-13
    105  4.517199675598E-02  4.533378E-13  2.089521E-12  1.703875E-11  2.245856E-11  5.201874E-11  1.471147E-11  9.161568E-12  1.444915E-12
    106  4.536038532241E-02  6.124265E-13  2.883066E-12  2.422228E-11  3.251611E-11  7.742726E-11  2.225656E-11  1.421135E-11  2.276166E-12
    107  4.552484255766E-02  7.935309E-13  3.805287E-12  3.281609E-11  4.476211E-11  1.091976E-10  3.183865E-11  2.077935E-11  3.373241E-12
    108  4.581275722245E-02  1.233063E-12  6.108008E-12  5.514562E-11  7.736073E-11  1.969135E-10  5.886535E-11  3.992256E-11  6.635585E-12
    109  4.603616864208E-02  1.709581E-12  8.684713E-12  8.125431E-11  1.165013E-10  3.065148E-10  9.342817E-11  6.529033E-11  1.105329E-11
    110  4.624194314299E-02  2.277657E-12  1.184342E-11  1.145250E-10  1.675456E-10  4.545035E-10  1.410429E-10  1.013302E-10  1.744752E-11
    111  4.641297951594E-02  2.858837E-12  1.515684E-11  1.506499E-10  2.241220E-10  6.236680E-10  1.964494E-10  1.444272E-10  2.522085E-11
    112  4.656990459822E-02  3.489114E-12  1.883150E-11  1.919639E-10  2.900208E-10  8.261747E-10  2.638324E-10  1.981219E-10  3.504773E-11
    113  4.671253119976E-02  4.149616E-12  2.276318E-11  2.374422E-10  3.637981E-10  1.058683E-09  3.423310E-10  2.620801E-10  4.691056E-11
    114  4.684580987606E-02  4.847760E-12  2.700033E-11  2.877685E-10  4.467323E-10  1.326242E-09  4.338891E-10  3.382322E-10  6.121105E-11
    115  4.697520204195E-02  5.605042E-12  3.168299E-11  3.448178E-10  5.421713E-10  1.641126E-09  5.430408E-10  4.308257E-10  7.880601E-11
    116  4.709649788536E-02  6.390047E-12  3.662490E-11  4.065099E-10  6.468742E-10  1.994061E-09  6.668995E-10  5.378931E-10  9.938225E-11
    117  4.721637454993E-02  7.240982E-12  4.207578E-11  4.761773E-10  7.667695E-10  2.406663E-09  8.134301E-10  6.668836E-10  1.244430E-10
    118  4.732862910872E-02  8.108777E-12  4.772869E-11  5.500852E-10  8.956768E-10  2.859201E-09  9.759911E-10  8.125087E-10  1.530328E-10
    119  4.750539400184E-02  9.622136E-12  5.779825E-11  6.855702E-10  1.136021E-09  3.724484E-09  1.291353E-09  1.101346E-09  2.104948E-10
    120  4.767210524850E-02  1.122394E-11  6.872510E-11  8.376117E-10  1.411125E-09  4.744489E-09  1.669438E-09  1.456702E-09  2.822902E-10
    121  4.783406579930E-02  1.295341E-11  8.080855E-11  1.011250E-09  1.731316E-09  5.965567E-09  2.129423E-09  1.899854E-09  3.731524E-10
    122  4.799263518131E-02  1.482299E-11  9.417965E-11  1.209530E-09  2.103753E-09  7.425434E-09  2.688075E-09  2.451189E-09  4.878292E-10
    123  4.815339657435E-02  1.690851E-11  1.094477E-10  1.443232E-09  2.550850E-09  9.226793E-09  3.388256E-09  3.159012E-09  6.371692E-10
    124  4.832264594384E-02  1.932433E-11  1.275636E-10  1.729641E-09  3.109253E-09  1.154105E-08  4.302452E-09  4.106409E-09  8.400250E-10
    125  4.849826454798E-02  2.208584E-11  1.487967E-10  2.076829E-09  3.799635E-09  1.448772E-08  5.486232E-09  5.365343E-09  1.113759E-09
    126  4.867786870736E-02  2.519673E-11  1.733394E-10  2.492254E-09  4.642601E-09  1.819604E-08  7.001992E-09  7.020793E-09  1.479434E-09
    127  4.885872256535E-02  2.864201E-11  2.012375E-10  2.981296E-09  5.655494E-09  2.279033E-08  8.913065E-09  9.165000E-09  1.960696E-09
    128  4.903755607841E-02  3.237738E-11  2.322804E-10  3.544766E-09  6.846599E-09  2.836011E-08  1.127068E-08  1.188223E-08  2.580345E-09
    129  4.921259737621E-02  3.636893E-11  2.663112E-10  4.184002E-09  8.225238E-09  3.500283E-08  1.413109E-08  1.526717E-08  3.364418E-09
    130  4.938368810460E-02  4.060824E-11  3.033715E-10  4.903886E-09  9.808578E-09  4.285871E-08  1.757114E-08  1.944462E-08  4.346959E-09
    131  4.955132280349E-02  4.510084E-11  3.436251E-10  5.711944E-09  1.162035E-08  5.210980E-08  2.168925E-08  2.457377E-08  5.571514E-09
    132  4.971624312404E-02  4.986049E-11  3.873213E-10  6.618004E-09  1.369067E-08  6.298390E-08  2.660872E-08  3.085556E-08  7.093458E-09
    133  4.987811857735E-02  5.486937E-11  4.344272E-10  7.626544E-09  1.603857E-08  7.566403E-08  3.243730E-08  3.848309E-08  8.968354E-09
    134  5.003799836445E-02  6.014983E-11  4.853058E-10  8.751862E-09  1.870713E-08  9.048227E-08  3.935627E-08  4.776039E-08  1.128148E-08
    135  5.019682549602E-02  6.572572E-11  5.403438E-10  1.000868E-08  2.174290E-08  1.078097E-07  4.757435E-08  5.904891E-08  1.413623E-08
    136  5.035511419132E-02  7.160662E-11  5.998279E-10  1.141131E-08  2.519403E-08  1.280574E-07  5.732889E-08  7.277520E-08  1.765692E-08
    137  5.051299755300E-02  7.778474E-11  6.638928E-10  1.297175E-08  2.910551E-08  1.516492E-07  6.887428E-08  8.941934E-08  2.198693E-08
    138  5.067010535678E-02  8.422462E-11  7.323940E-10  1.469597E-08  3.350936E-08  1.789594E-07  8.245156E-08  1.094733E-07  2.727848E-08
    139  5.082726902819E-02  9.093161E-11  8.056335E-10  1.660221E-08  3.847142E-08  2.106065E-07  9.843643E-08  1.336661E-07  3.375365E-08
    140  5.098506829486E-02  9.789415E-11  8.837736E-10  1.870719E-08  4.405796E-08  2.472660E-07  1.172529E-07  1.628556E-07  4.167918E-08
    141  5.114361869269E-02  1.050686E-10  9.666507E-10  2.102078E-08  5.032141E-08  2.895799E-07  1.393294E-07  1.979704E-07  5.135322E-08
    142  5.130328078870E-02  1.124062E-10  1.054068E-09  2.355370E-08  5.732079E-08  3.382964E-07  1.651740E-07  2.401403E-07  6.314380E-08
    143  5.146205644840E-02  1.197299E-10  1.144272E-09  2.627136E-08  6.499141E-08  3.933396E-07  1.948754E-07  2.898737E-07  7.725852E-08
    144  5.162089365231E-02  1.269792E-10  1.236867E-09  2.917836E-08  7.337846E-08  4.554378E-07  2.289688E-07  3.484803E-07  9.414486E-08
    145  5.177902725711E-02  1.339972E-10  1.330224E-09  3.224138E-08  8.242047E-08  5.245825E-07  2.676092E-07  4.167038E-07  1.141056E-07
    146  5.193558292952E-02  1.406042E-10  1.422351E-09  3.541518E-08  9.201739E-08  6.004881E-07  3.108002E-07  4.950710E-07  1.373914E-07
    147  5.207655208218E-02  1.461376E-10  1.503656E-09  3.836085E-08  1.011430E-07  6.750999E-07  3.540119E-07  5.755744E-07  1.616716E-07
    148  5.220437120847E-02  1.507107E-10  1.574813E-09  4.107279E-08  1.097445E-07  7.476735E-07  3.967461E-07  6.571681E-07  1.866227E-07
    149  5.240275279905E-02  1.567431E-10  1.677587E-09  4.528051E-08  1.235167E-07  8.687323E-07  4.695623E-07  8.006071E-07  2.312576E-07
    150  5.258707116153E-02  1.609097E-10  1.761044E-09  4.907590E-08  1.364734E-07  9.887514E-07  5.436877E-07  9.523037E-07  2.794651E-07
    151  5.276353482958E-02  1.633470E-10  1.826386E-09  5.247990E-08  1.486604E-07  1.108118E-06  6.194386E-07  1.113389E-06  3.317334E-07
    152  5.293536770993E-02  1.640682E-10  1.873134E-09  5.545525E-08  1.599447E-07  1.225768E-06  6.962983E-07  1.283490E-06  3.881146E-07
    153  5.310288915571E-02  1.630753E-10  1.900124E-09  5.791922E-08  1.700165E-07  1.338736E-06  7.724906E-07  1.459433E-06  4.477371E-07
    154  5.325369291828E-02  1.606985E-10  1.907140E-09  5.968171E-08  1.779911E-07  1.436180E-06  8.405211E-07  1.623612E-06  5.046296E-07
    155  5.339308966526E-02  1.572590E-10  1.898322E-09  6.086901E-08  1.842171E-07  1.520405E-06  9.015381E-07  1.777645E-06  5.591971E-07
    156  5.362726198018E-02  1.489401E-10  1.850091E-09  6.180207E-08  1.917200E-07  1.643677E-06  9.963367E-07  2.033693E-06  6.528241E-07
    157  5.383816121000E-02  1.390314E-10  1.772204E-09  6.143443E-08  1.948797E-07  1.729262E-06  1.069280E-06  2.251943E-06  7.362219E-07
    158  5.403768730975E-02  1.280078E-10  1.672182E-09  6.004448E-08  1.945446E-07  1.783639E-06  1.123909E-06  2.438327E-06  8.110871E-07
    159  5.422986619970E-02  1.163701E-10  1.556546E-09  5.782423E-08  1.912167E-07  1.809312E-06  1.161035E-06  2.592109E-06  8.767715E-07
    160  5.440569294967E-02  1.052508E-10  1.438666E-09  5.513571E-08  1.857710E-07  1.809347E-06  1.180597E-06  2.705949E-06  9.293970E-07
    161  5.456994612052E-02  9.477011E-11  1.321949E-09  5.216060E-08  1.788523E-07  1.789733E-06  1.186181E-06  2.786425E-06  9.708405E-07
    162  5.485681963417E-02  7.698900E-11  1.112745E-09  4.620382E-08  1.633606E-07  1.713987E-06  1.167461E-06  2.863032E-06  1.022824E-06
    163  5.511708850657E-02  6.216064E-11  9.278873E-10  4.035588E-08  1.467182E-07  1.607117E-06  1.122237E-06  2.862050E-06  1.046029E-06
    164  5.536560227933E-02  4.961575E-11  7.638593E-10  3.472893E-08  1.296764E-07  1.480227E-06  1.058539E-06  2.802731E-06  1.046911E-06
    165  5.559867087093E-02  3.946677E-11  6.255082E-10  2.964939E-08  1.135225E-07  1.347030E-06  9.850953E-07  2.701833E-06  1.030091E-06
    166  5.582344501454E-02  3.116390E-11  5.079944E-10  2.507366E-08  9.836200E-08  1.211829E-06  9.056216E-07  2.570133E-06  9.994620E-07
    167  5.608267729631E-02  2.333362E-11  3.929180E-10  2.032372E-08  8.199818E-08  1.055121E-06  8.085043E-07  2.386974E-06  9.497071E-07
    168  5.632179590432E-02  1.760994E-11  3.055804E-10  1.650575E-08  6.834551E-08  9.155261E-07  7.179733E-07  2.198571E-06  8.934312E-07
    169  5.658568452696E-02  1.272303E-11  2.282382E-10  1.293299E-08  5.511189E-08  7.718348E-07  6.209987E-07  1.980065E-06  8.236649E-07
    170  5.682194908758E-02  9.401974E-12  1.737657E-10  1.027862E-08  4.494425E-08  6.550720E-07  5.393184E-07  1.783164E-06  7.574752E-07
    171  5.707748662895E-02  6.705782E-12  1.280060E-10  7.932765E-09  3.566972E-08  5.428827E-07  4.582416E-07  1.575880E-06  6.848057E-07
    172  5.730159219632E-02  4.945369E-12  9.712084E-11  6.270073E-09  2.889447E-08  4.568103E-07  3.941379E-07  1.403117E-06  6.220260E-07
    173  5.769211250520E-02  2.861788E-12  5.906409E-11  4.096296E-09  1.970563E-08  3.329795E-07  2.985283E-07  1.129036E-06  5.182940E-07
    174  5.804755660481E-02  1.712018E-12  3.697565E-11  2.738432E-09  1.370108E-08  2.460739E-07  2.284859E-07  9.133502E-07  4.328591E-07
    175  5.837706807704E-02  1.052058E-12  2.370220E-11  1.865937E-09  9.683113E-09  1.840605E-07  1.765716E-07  7.431481E-07  3.627863E-07
    176  5.868213309337E-02  6.651020E-13  1.558346E-11  1.298335E-09  6.970080E-09  1.396547E-07  1.380942E-07  6.096921E-07  3.059359E-07
    177  5.897372529375E-02  4.264678E-13  1.037474E-11  9.125957E-10  5.061195E-09  1.066569E-07  1.085742E-07  5.018558E-07  2.585495E-07
    178  5.927019313219E-02  2.699595E-13  6.823674E-12  6.343670E-10  3.636771E-09  8.068482E-08  8.460536E-08  4.097839E-07  2.168623E-07
    179  5.955970264735E-02  1.718357E-13  4.509429E-12  4.425809E-10  2.621063E-09  6.115813E-08  6.601900E-08  3.347550E-07  1.818772E-07
