 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                la141         la142         la143         la144         la145         la146         la147         la148
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000401E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.002154E-30
      3  6.264265632874E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.002486E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.013422E-30
      4  2.206990590178E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.008456E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.046529E-30
      5  6.425069294186E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.022467E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.129804E-30
      6  1.724777641531E-14  1.000007E-30  1.000000E-30  1.000000E-30  1.048361E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.313243E-30
      7  4.527785414179E-14  1.000567E-30  1.000000E-30  1.000000E-30  1.078103E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.635986E-30
      8  1.231582592127E-13  1.046041E-30  1.000014E-30  1.000008E-30  1.089752E-30  1.000055E-30  1.000019E-30  1.004445E-30  1.967970E-30
      9  4.001734798240E-13  1.199505E-30  1.000562E-30  1.000102E-30  1.090004E-30  1.000000E-30  1.000000E-30  1.061499E-30  2.056037E-30
     10  1.150918682670E-12  1.174015E-30  1.000000E-30  1.001345E-30  1.090813E-30  1.000000E-30  1.000000E-30  1.060114E-30  2.057840E-30
     11  2.802808442389E-12  1.101667E-30  1.000199E-30  1.000000E-30  1.083329E-30  1.000000E-30  1.000000E-30  1.048933E-30  2.048310E-30
     12  6.912921996243E-12  1.085085E-30  1.089438E-30  1.041375E-30  1.116218E-30  1.034436E-30  1.014036E-30  1.070032E-30  2.054164E-30
     13  1.659368270033E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.352313E-30
     14  1.134012897413E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     15  1.081477360150E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
