 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                zr84          zr85          zr86          zr87          zr88          zr89          zr90          zr91 
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.231319E-30  1.445264E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.256494E-30  1.523618E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.025944E-30  5.281117E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.704401E-30  2.084308E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.786894E-30  2.705112E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.653671E-30  6.945011E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.655384E-30  4.702919E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.164935E-30  4.257063E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.319410E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.324903E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.389863E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.313547E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.571970E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.497759E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.646337E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.552784E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.602892E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.089825E-30  2.832296E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.020706E-30  2.989854E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.702177E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.919690E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.119949E-30  3.765180E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.015268E-30  3.474439E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.666855E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.892026E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.807045E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.741536E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.017535E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.121515E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.255230E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.459016E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.704196E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.626366E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.877816E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.839321E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.117509E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.903638E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.936125E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.964004E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.693857E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.369799E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.326823E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.099668E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.606160E-30
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.470315E-30
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.822325E-30
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.957469E-30
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.636570E-30
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.510090E-30
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.033095E-30
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.593458E-30  1.128613E-29
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.189905E-30  2.325623E-29
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.628508E-30  4.965764E-29
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.547465E-29  1.189177E-28
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.438075E-29  2.699676E-28
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.356998E-29  6.707010E-28
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.998894E-28  1.637309E-27
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.190505E-30  5.162421E-28  4.319951E-27
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.635333E-30  1.170695E-27  9.975812E-27
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.708277E-30  2.591874E-27  2.247955E-26
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.114563E-29  5.157205E-27  4.542553E-26
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.483875E-29  1.667666E-26  1.509593E-25
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.126431E-29  4.002189E-26  3.702085E-25
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.703431E-28  8.628953E-26  8.145596E-25
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.054397E-28  1.585927E-25  1.522784E-24
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.048713E-30  5.088696E-28  2.705489E-25  2.638952E-24
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.611965E-30  7.928544E-28  4.310631E-25  4.265654E-24
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.366334E-30  1.179767E-27  6.554142E-25  6.574353E-24
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.382350E-30  1.709640E-27  9.704760E-25  9.864651E-24
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.666170E-30  2.390437E-27  1.385308E-24  1.425850E-23
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.338836E-30  3.292244E-27  1.948221E-24  2.030312E-23
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.362234E-30  4.401204E-27  2.656895E-24  2.801408E-23
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.270858E-29  6.834572E-27  4.260182E-24  4.575778E-23
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.852243E-29  1.017441E-26  6.541171E-24  7.150424E-23
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.631031E-29  1.476122E-26  9.784640E-24  1.088122E-22
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.662570E-29  2.098929E-26  1.434278E-23  1.622190E-22
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.061857E-29  2.965429E-26  2.091134E-23  2.406168E-22
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.036499E-29  4.220822E-26  3.077919E-23  3.606670E-22
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.795929E-29  6.024447E-26  4.550583E-23  5.434406E-22
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.359987E-28  8.583265E-26  6.723606E-23  8.187329E-22
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.874706E-28  1.214867E-25  9.874982E-23  1.226368E-21
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.553554E-28  1.699127E-25  1.432988E-22  1.814701E-21
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.430311E-28  2.343011E-25  2.049157E-22  2.645225E-21
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.548177E-28  3.187755E-25  2.889444E-22  3.800704E-21
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.961823E-28  4.286455E-25  4.024684E-22  5.392652E-21
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.740296E-28  5.707569E-25  5.549095E-22  7.571915E-21
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.953311E-28  7.525020E-25  7.572007E-22  1.051919E-20
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.269895E-27  9.842887E-25  1.025040E-21  1.449546E-20
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.610664E-27  1.279881E-24  1.379370E-21  1.985456E-20
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.032680E-27  1.656035E-24  1.847098E-21  2.706144E-20
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.553106E-27  2.132733E-24  2.462011E-21  3.671392E-20
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.140748E-30  3.189890E-27  2.732208E-24  3.264264E-21  4.954346E-20
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.373508E-30  3.968956E-27  3.486127E-24  4.311163E-21  6.660024E-20
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.648140E-30  4.920950E-27  4.433461E-24  5.676609E-21  8.926871E-20
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.969973E-30  6.079292E-27  5.619282E-24  7.451572E-21  1.193002E-19
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.345622E-30  7.484335E-27  7.099829E-24  9.754327E-21  1.590179E-19
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.775170E-30  9.155454E-27  8.913228E-24  1.268638E-20  2.105795E-19
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.264803E-30  1.113828E-26  1.112997E-23  1.641390E-20  2.774217E-19
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.814556E-30  1.345831E-26  1.380368E-23  2.109201E-20  3.629777E-19
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.420714E-30  1.612761E-26  1.697686E-23  2.687579E-20  4.708604E-19
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.016395E-30  1.886659E-26  2.033441E-23  3.324302E-20  5.919168E-19
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.596452E-30  2.164017E-26  2.383050E-23  4.011499E-20  7.248530E-19
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.565388E-30  2.650384E-26  3.017884E-23  5.316594E-20  9.828419E-19
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.516750E-30  3.160231E-26  3.713273E-23  6.826605E-20  1.289169E-18
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.452546E-30  3.695671E-26  4.475841E-23  8.572997E-20  1.652399E-18
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.359183E-30  4.252565E-26  5.305390E-23  1.057808E-19  2.079952E-18
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.020984E-29  4.817744E-26  6.187941E-23  1.283226E-19  2.572816E-18
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.091828E-29  5.332309E-26  7.032184E-23  1.511168E-19  3.083622E-18
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.150688E-29  5.802590E-26  7.842543E-23  1.741920E-19  3.612838E-18
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.230993E-29  6.552513E-26  9.230708E-23  2.167760E-19  4.620901E-18
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.277103E-29  7.145066E-26  1.045493E-22  2.583651E-19  5.645940E-18
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.296345E-29  7.606689E-26  1.154070E-22  2.994160E-19  6.698927E-18
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.292547E-29  7.943818E-26  1.248243E-22  3.394627E-19  7.769484E-18
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.270831E-29  8.151433E-26  1.322893E-22  3.756795E-19  8.779600E-18
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.236806E-29  8.258115E-26  1.381371E-22  4.085115E-19  9.734975E-18
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.152591E-29  8.254835E-26  1.455716E-22  4.620803E-19  1.139385E-17
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.056155E-29  8.065311E-26  1.492466E-22  5.052478E-19  1.285195E-17
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.556664E-30  7.756565E-26  1.502499E-22  5.407390E-19  1.417002E-17
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.591557E-30  7.380754E-26  1.492013E-22  5.685364E-19  1.532103E-17
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.671349E-30  6.958798E-26  1.465548E-22  5.901310E-19  1.633910E-17
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.659591E-30  6.427527E-26  1.418661E-22  6.086329E-19  1.738680E-17
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.790972E-30  5.915082E-26  1.362856E-22  6.196967E-19  1.822250E-17
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.918145E-30  5.343504E-26  1.290477E-22  6.254385E-19  1.898940E-17
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.215574E-30  4.838581E-26  1.218538E-22  6.251180E-19  1.953284E-17
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.541345E-30  4.310740E-26  1.135706E-22  6.194169E-19  1.996710E-17
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.019751E-30  3.869794E-26  1.060581E-22  6.102712E-19  2.021865E-17
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.258718E-30  3.161797E-26  9.281804E-23  5.863852E-19  2.038094E-17
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.706987E-30  2.591377E-26  8.100527E-23  5.575494E-19  2.024807E-17
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.302519E-30  2.131855E-26  7.064724E-23  5.265169E-19  1.991843E-17
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.005477E-30  1.764581E-26  6.173321E-23  4.952930E-19  1.946237E-17
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.462734E-26  5.390310E-23  4.640977E-19  1.891315E-17
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.201059E-26  4.667028E-23  4.317638E-19  1.826185E-17
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.847049E-27  4.030737E-23  4.001434E-19  1.755279E-17
