 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
      1  0.000000000000E+00  1.000000E+10  3.000000E+06  6.934236E+19 -6.794381E+28  1.079402E+18 -6.794381E+28  1.075526E-01  1.110223E-16
      2  1.000000000000E-16  1.000000E+10  3.000000E+06  6.934235E+19 -6.467179E+28  1.115831E+18 -6.467179E+28  1.075526E-01  1.110223E-16
      3  6.264265632874E-16  1.000000E+10  3.000000E+06  6.934232E+19 -4.987801E+28  1.115831E+18 -4.987801E+28  1.075526E-01  0.000000E+00
      4  2.206990590178E-15  1.000000E+10  3.000000E+06  6.934227E+19 -2.288250E+28  1.115831E+18 -2.288250E+28  1.075526E-01 -2.220446E-16
      5  6.425069294186E-15  1.000000E+10  3.000000E+06  6.934223E+19 -2.898302E+27  1.115831E+18 -2.898302E+27  1.075526E-01  4.440892E-16
      6  1.724777641531E-14  1.000000E+10  3.000000E+06  6.934222E+19 -6.508174E+25  1.115831E+18 -6.508174E+25  1.075526E-01  1.110223E-16
      7  4.527785414179E-14  1.000000E+10  3.000000E+06  6.934222E+19 -4.323981E+25  1.115831E+18 -4.323981E+25  1.075526E-01  3.330669E-16
      8  1.231582592127E-13  1.000000E+10  3.000000E+06  6.934222E+19 -2.685224E+25  1.115831E+18 -2.685224E+25  1.075526E-01 -2.220446E-16
      9  4.001734798240E-13  1.000000E+10  3.000000E+06  6.934221E+19 -6.243454E+24  1.115831E+18 -6.243455E+24  1.075526E-01  3.330669E-16
     10  1.150918682670E-12  1.000000E+10  3.000000E+06  6.934221E+19 -2.264065E+24  1.115831E+18 -2.264066E+24  1.075526E-01  9.992007E-16
     11  2.802808442389E-12  1.000000E+10  3.000000E+06  6.934221E+19 -2.234723E+24  1.115831E+18 -2.234724E+24  1.075526E-01  1.221245E-15
     12  6.912921996243E-12  1.000000E+10  3.000000E+06  6.934220E+19 -2.234619E+24  1.115831E+18 -2.234621E+24  1.075526E-01  6.661338E-16
     13  1.659368270033E-11  1.000000E+10  3.000000E+06  6.934218E+19 -2.234369E+24  1.115831E+18 -2.234370E+24  1.075526E-01  5.551115E-16
     14  1.134012897413E-10  1.000000E+10  3.000000E+06  6.934196E+19 -2.231870E+24  1.115831E+18 -2.231871E+24  1.075526E-01  5.551115E-16
     15  1.081477360150E-09  1.000000E+10  3.000000E+06  6.933981E+19 -2.207023E+24  1.115831E+18 -2.207024E+24  1.075526E-01  3.330669E-16
     16  1.076223806424E-08  9.999999E+09  2.999999E+06  6.931960E+19 -1.973033E+24  1.115830E+18 -1.973034E+24  1.075526E-01  4.440892E-16
     17  6.834096797002E-08  9.999993E+09  2.999994E+06  6.923677E+19 -1.009512E+24  1.115826E+18 -1.009513E+24  1.075526E-01  0.000000E+00
     18  2.542122411654E-07  9.999975E+09  2.999977E+06  6.916037E+19 -1.139737E+23  1.115814E+18 -1.139749E+23  1.075527E-01  1.110223E-16
     19  7.007518887657E-07  9.999930E+09  2.999937E+06  6.915073E+19 -5.865847E+20  1.115783E+18 -5.877005E+20  1.075528E-01  3.330669E-16
     20  1.724661805125E-06  9.999828E+09  2.999845E+06  6.915069E+19  8.408432E+18  1.115713E+18  7.292718E+18  1.075532E-01  5.551115E-16
     21  4.267664185819E-06  9.999573E+09  2.999616E+06  6.915071E+19  8.325614E+18  1.115540E+18  7.210075E+18  1.075540E-01  8.881784E-16
     22  1.786211798807E-05  9.998214E+09  2.998393E+06  6.915081E+19  8.371279E+18  1.114612E+18  7.256667E+18  1.075588E-01  4.329870E-15
     23  6.929007850093E-05  9.993073E+09  2.993770E+06  6.915118E+19  8.654121E+18  1.111109E+18  7.543012E+18  1.075765E-01 -1.953993E-14
     24  5.835696836295E-04  9.941813E+09  2.947936E+06  6.915530E+19  2.467741E+20  1.076682E+18  2.456974E+20  1.077519E-01  3.460565E-13
     25  1.496090518789E-03  9.851505E+09  2.868329E+06  6.916446E+19  1.082411E+21  1.018213E+18  1.081393E+21  1.080534E-01  2.390199E-12
     26  2.379765156362E-03  9.764833E+09  2.793288E+06  6.917603E+19  4.304246E+20  9.646334E+17  4.294599E+20  1.083336E-01  6.847078E-12
     27  3.772948503579E-03  9.629734E+09  2.678947E+06  6.920102E+19  4.438897E+21  8.858539E+17  4.438011E+21  1.087532E-01  3.550604E-12
     28  4.957278025650E-03  9.516359E+09  2.585435E+06  6.923082E+19  7.785505E+21  8.239865E+17  7.784681E+21  1.090894E-01 -8.011369E-13
     29  5.758110286319E-03  9.440453E+09  2.524061E+06  6.925628E+19  7.911490E+20  7.846305E+17  7.903644E+20  1.093066E-01 -1.186162E-12
     30  6.636115041812E-03  9.357928E+09  2.458445E+06  6.929027E+19  3.191508E+20  7.436480E+17  3.184072E+20  1.095355E-01  1.438516E-12
     31  7.490864585256E-03  9.278282E+09  2.396205E+06  6.932970E+19  8.033290E+20  7.058168E+17  8.026232E+20  1.097494E-01 -6.292744E-13
     32  8.026631019591E-03  9.228705E+09  2.357999E+06  6.935798E+19  2.249241E+20  6.830955E+17  2.242410E+20  1.098791E-01 -8.950618E-13
     33  8.451616658664E-03  9.189568E+09  2.328126E+06  6.938245E+19  4.870152E+18  6.655959E+17  4.204556E+18  1.099797E-01 -8.850698E-13
     34  9.803471762980E-03  9.066174E+09  2.235597E+06  6.947155E+19  6.257904E+21  6.128684E+17  6.257291E+21  1.102862E-01  2.095324E-12
     35  1.116687552369E-02  8.943405E+09  2.146001E+06  6.957828E+19  2.128173E+21  5.639364E+17  2.127609E+21  1.105753E-01  9.626744E-13
     36  1.219012310682E-02  8.852358E+09  2.081125E+06  6.966745E+19  1.756846E+20  5.298060E+17  1.751548E+20  1.107797E-01  1.938005E-12
     37  1.314647137106E-02  8.768102E+09  2.022265E+06  6.975561E+19  1.761056E+20  4.997840E+17  1.756059E+20  1.109615E-01  4.595213E-13
     38  1.431720408173E-02  8.666050E+09  1.952472E+06  6.986725E+19 -4.605683E+19  4.653463E+17 -4.652217E+19  1.111723E-01  6.139533E-13
     39  1.545287753035E-02  8.568188E+09  1.887071E+06  6.997531E+19 -4.851212E+20  4.342168E+17 -4.855554E+20  1.113651E-01  8.271162E-13
     40  1.716820108076E-02  8.422470E+09  1.792419E+06  7.013175E+19  7.369489E+20  3.911139E+17  7.365578E+20  1.116361E-01  2.095213E-12
     41  1.871872199221E-02  8.292885E+09  1.710953E+06  7.025901E+19 -1.626453E+21  3.558572E+17 -1.626809E+21  1.118616E-01  1.099565E-12
     42  2.131412024987E-02  8.080420E+09  1.582789E+06  7.042919E+19  1.301987E+22  3.038274E+17  1.301956E+22  1.122025E-01  1.719735E-12
     43  2.288535686070E-02  7.954450E+09  1.509912E+06  7.050408E+19  2.160580E+21  2.761099E+17  2.160303E+21  1.123890E-01  1.935563E-12
     44  2.437102778700E-02  7.837147E+09  1.444093E+06  7.055668E+19 -3.740537E+21  2.522367E+17 -3.740789E+21  1.125532E-01  1.652900E-12
     45  2.666254430666E-02  7.659599E+09  1.348154E+06  7.060897E+19  3.938813E+21  2.194051E+17  3.938593E+21  1.127853E-01  1.459610E-12
     46  2.807329513827E-02  7.552300E+09  1.292287E+06  7.062832E+19  5.075614E+20  2.013585E+17  5.073600E+20  1.129168E-01  1.472045E-12
     47  2.946719119355E-02  7.447759E+09  1.239362E+06  7.064068E+19  4.892492E+20  1.849878E+17  4.890642E+20  1.130388E-01  1.452616E-12
     48  2.982466835475E-02  7.421182E+09  1.226141E+06  7.064301E+19 -2.141203E+18  1.810085E+17 -2.322212E+18  1.130689E-01  1.453060E-12
     49  3.017238950627E-02  7.395422E+09  1.213417E+06  7.064499E+19 -2.702594E+18  1.772201E+17 -2.879814E+18  1.130977E-01  1.455946E-12
     50  3.052509122072E-02  7.369384E+09  1.200646E+06  7.064673E+19 -3.006001E+18  1.734585E+17 -3.179459E+18  1.131265E-01  1.450728E-12
     51  3.066477686677E-02  7.359098E+09  1.195625E+06  7.064736E+19  3.528624E+18  1.719909E+17  3.356633E+18  1.131378E-01  1.450617E-12
     52  3.080037159611E-02  7.349126E+09  1.190771E+06  7.064794E+19  1.536012E+18  1.705782E+17  1.365434E+18  1.131487E-01  1.451061E-12
     53  3.111325257314E-02  7.326168E+09  1.179646E+06  7.064917E+19  3.778920E+18  1.673625E+17  3.611558E+18  1.131735E-01  1.451617E-12
     54  3.147800645819E-02  7.299494E+09  1.166808E+06  7.065041E+19  1.559805E+18  1.636902E+17  1.396115E+18  1.132021E-01  1.452172E-12
     55  3.181357346897E-02  7.275040E+09  1.155121E+06  7.065140E+19  2.203963E+18  1.603831E+17  2.043580E+18  1.132280E-01  1.450506E-12
     56  3.217197145871E-02  7.249013E+09  1.142768E+06  7.065233E+19  1.940989E+18  1.569247E+17  1.784064E+18  1.132552E-01  1.451061E-12
     57  3.249951277145E-02  7.225309E+09  1.131594E+06  7.065308E+19 -6.453853E+17  1.538293E+17 -7.992146E+17  1.132797E-01  1.446843E-12
     58  3.262595809504E-02  7.216178E+09  1.127309E+06  7.065335E+19  4.001230E+17  1.526508E+17  2.474722E+17  1.132891E-01  1.447287E-12
     59  3.272641576722E-02  7.208933E+09  1.123917E+06  7.065356E+19  2.021613E+18  1.517209E+17  1.869892E+18  1.132965E-01  1.447509E-12
     60  3.304841700500E-02  7.185757E+09  1.113112E+06  7.065418E+19  1.276074E+18  1.487784E+17  1.127295E+18  1.133200E-01  1.447731E-12
     61  3.362823507679E-02  7.144214E+09  1.093917E+06  7.065517E+19  3.267177E+18  1.436230E+17  3.123554E+18  1.133616E-01  1.449729E-12
     62  3.417743618412E-02  7.105085E+09  1.076042E+06  7.065599E+19  1.385295E+18  1.389047E+17  1.246390E+18  1.133999E-01  1.450839E-12
     63  3.448472684867E-02  7.083285E+09  1.066168E+06  7.065641E+19  6.731075E+17  1.363327E+17  5.367748E+17  1.134210E-01  1.450506E-12
     64  3.459225947862E-02  7.075673E+09  1.062734E+06  7.065655E+19  2.938184E+18  1.354439E+17  2.802740E+18  1.134283E-01  1.450728E-12
     65  3.468161085917E-02  7.069353E+09  1.059889E+06  7.065666E+19  1.353279E+18  1.347098E+17  1.218569E+18  1.134344E-01  1.450950E-12
     66  3.501586344154E-02  7.045763E+09  1.049314E+06  7.065707E+19  9.895756E+17  1.319988E+17  8.575768E+17  1.134568E-01  1.451061E-12
     67  3.563385967804E-02  7.002355E+09  1.030039E+06  7.065778E+19  1.914588E+18  1.271293E+17  1.787458E+18  1.134974E-01  1.451506E-12
     68  3.619390900501E-02  6.963248E+09  1.012877E+06  7.065837E+19  1.213894E+18  1.228716E+17  1.091022E+18  1.135333E-01  1.451173E-12
     69  3.661379630041E-02  6.934071E+09  1.000198E+06  7.065879E+19  1.570378E+18  1.197732E+17  1.450605E+18  1.135596E-01  1.451506E-12
     70  3.704099468238E-02  6.904512E+09  9.874617E+05  7.065919E+19  1.134609E+18  1.167010E+17  1.017908E+18  1.135859E-01  1.451506E-12
     71  3.731378163516E-02  6.885703E+09  9.794137E+05  7.065944E+19  1.028997E+18  1.147806E+17  9.142168E+17  1.136025E-01  1.451617E-12
     72  3.757630769329E-02  6.867650E+09  9.717303E+05  7.065967E+19  8.227843E+17  1.129622E+17  7.098221E+17  1.136182E-01  1.451617E-12
     73  3.788075418501E-02  6.846774E+09  9.628955E+05  7.065993E+19  7.328720E+17  1.108895E+17  6.219825E+17  1.136362E-01  1.451839E-12
     74  3.819794660071E-02  6.825091E+09  9.537763E+05  7.066019E+19  6.932602E+17  1.087704E+17  5.844898E+17  1.136548E-01  1.451728E-12
     75  3.838080203158E-02  6.812622E+09  9.485585E+05  7.066034E+19  7.388143E+17  1.075672E+17  6.312472E+17  1.136653E-01  1.452061E-12
     76  3.859219912978E-02  6.798236E+09  9.425619E+05  7.066051E+19  8.158775E+17  1.061927E+17  7.096848E+17  1.136775E-01  1.452838E-12
     77  3.884096228080E-02  6.781345E+09  9.355538E+05  7.066070E+19  7.573516E+17  1.045978E+17  6.527538E+17  1.136916E-01  1.453171E-12
     78  3.907668434759E-02  6.765379E+09  9.289613E+05  7.066088E+19  7.549626E+17  1.031085E+17  6.518541E+17  1.137048E-01  1.453504E-12
     79  3.934936577490E-02  6.746956E+09  9.213929E+05  7.066108E+19  6.849859E+17  1.014122E+17  5.835738E+17  1.137200E-01  1.453948E-12
     80  3.961640452516E-02  6.728963E+09  9.140410E+05  7.066127E+19  6.637678E+17  9.977795E+16  5.639898E+17  1.137346E-01  1.453282E-12
     81  3.991996766101E-02  6.708567E+09  9.057547E+05  7.066148E+19  5.515429E+17  9.795209E+16  4.535908E+17  1.137511E-01  1.452394E-12
     82  4.019473378510E-02  6.690160E+09  8.983193E+05  7.066167E+19  5.630631E+17  9.632822E+16  4.667348E+17  1.137658E-01  1.452505E-12
     83  4.046928694587E-02  6.671817E+09  8.909506E+05  7.066185E+19  7.273248E+17  9.473245E+16  6.325923E+17  1.137803E-01  1.453615E-12
     84  4.074955599116E-02  6.653144E+09  8.834908E+05  7.066203E+19  7.508946E+17  9.313067E+16  6.577640E+17  1.137950E-01  1.453726E-12
     85  4.099011663524E-02  6.637158E+09  8.771378E+05  7.066218E+19  4.011351E+17  9.177741E+16  3.093577E+17  1.138074E-01  1.453948E-12
     86  4.118445936105E-02  6.624272E+09  8.720387E+05  7.066230E+19  5.322916E+17  9.069848E+16  4.415931E+17  1.138173E-01  1.453615E-12
     87  4.137235583218E-02  6.611837E+09  8.671369E+05  7.066241E+19  5.172318E+17  8.966738E+16  4.275645E+17  1.138269E-01  1.453726E-12
     88  4.152714488067E-02  6.601611E+09  8.631196E+05  7.066249E+19  5.878750E+17  8.882676E+16  4.990483E+17  1.138347E-01  1.454170E-12
     89  4.165981986900E-02  6.592858E+09  8.596910E+05  7.066257E+19  6.189962E+17  8.811249E+16  5.308837E+17  1.138413E-01  1.454170E-12
     90  4.188596337322E-02  6.577965E+09  8.538783E+05  7.066269E+19  1.163915E+18  8.690821E+16  1.077007E+18  1.138526E-01  1.453282E-12
     91  4.208159634323E-02  6.565109E+09  8.488816E+05  7.066279E+19  9.378803E+17  8.587966E+16  8.520006E+17  1.138622E-01  1.453060E-12
     92  4.230932596557E-02  6.550175E+09  8.431019E+05  7.066290E+19  1.045829E+18  8.469764E+16  9.611309E+17  1.138733E-01  1.453171E-12
     93  4.251598135750E-02  6.536653E+09  8.378911E+05  7.066300E+19  7.997279E+17  8.363907E+16  7.160889E+17  1.138833E-01  1.453504E-12
     94  4.274368410830E-02  6.521786E+09  8.321869E+05  7.066310E+19  9.449359E+17  8.248795E+16  8.624479E+17  1.138943E-01  1.452727E-12
     95  4.294191711445E-02  6.508870E+09  8.272526E+05  7.066318E+19  3.637442E+17  8.149869E+16  2.822456E+17  1.139037E-01  1.452172E-12
     96  4.316569238790E-02  6.494321E+09  8.217176E+05  7.066326E+19  2.973323E+17  8.039618E+16  2.169361E+17  1.139142E-01  1.452838E-12
     97  4.339365876136E-02  6.479533E+09  8.161171E+05  7.066333E+19  4.714519E+17  7.928831E+16  3.921636E+17  1.139248E-01  1.452727E-12
     98  4.362382833621E-02  6.464637E+09  8.105011E+05  7.066340E+19  7.247643E+17  7.818517E+16  6.465791E+17  1.139354E-01  1.452727E-12
     99  4.384703699487E-02  6.450223E+09  8.050919E+05  7.066346E+19  1.082354E+18  7.713002E+16  1.005224E+18  1.139456E-01  1.452949E-12
    100  4.408801045744E-02  6.434699E+09  7.992927E+05  7.066351E+19  1.920981E+18  7.600682E+16  1.844974E+18  1.139565E-01  1.453393E-12
    101  4.430336182063E-02  6.420856E+09  7.941455E+05  7.066355E+19  1.628350E+18  7.501685E+16  1.553333E+18  1.139662E-01  1.453504E-12
    102  4.453208602613E-02  6.406187E+09  7.887150E+05  7.066359E+19  3.117832E+18  7.397948E+16  3.043853E+18  1.139763E-01  1.453948E-12
    103  4.474836808964E-02  6.392346E+09  7.836140E+05  7.066363E+19  4.580269E+18  7.301170E+16  4.507257E+18  1.139858E-01  1.453282E-12
    104  4.497736119052E-02  6.377725E+09  7.782492E+05  7.066367E+19  6.122115E+18  7.200079E+16  6.050114E+18  1.139958E-01  1.453948E-12
    105  4.517199675598E-02  6.365324E+09  7.737182E+05  7.066371E+19  3.828102E+18  7.115253E+16  3.756949E+18  1.140042E-01  1.453504E-12
    106  4.536038532241E-02  6.353344E+09  7.693577E+05  7.066376E+19  4.028988E+18  7.034098E+16  3.958647E+18  1.140123E-01  1.452838E-12
    107  4.552484255766E-02  6.342904E+09  7.655713E+05  7.066381E+19  8.750640E+17  6.964007E+16  8.054239E+17  1.140192E-01  1.453393E-12
    108  4.581275722245E-02  6.324668E+09  7.589872E+05  7.066392E+19  1.115158E+19  6.842970E+16  1.108315E+19  1.140313E-01  1.453282E-12
    109  4.603616864208E-02  6.310554E+09  7.539172E+05  7.066402E+19  5.346372E+18  6.750496E+16  5.278867E+18  1.140406E-01  1.453060E-12
    110  4.624194314299E-02  6.297581E+09  7.492774E+05  7.066413E+19  4.510067E+18  6.666424E+16  4.443403E+18  1.140491E-01  1.452838E-12
    111  4.641297951594E-02  6.286819E+09  7.454426E+05  7.066423E+19  2.517028E+18  6.597339E+16  2.451055E+18  1.140561E-01  1.452616E-12
    112  4.656990459822E-02  6.276962E+09  7.419415E+05  7.066434E+19  1.973655E+18  6.534582E+16  1.908310E+18  1.140625E-01  1.452949E-12
    113  4.671253119976E-02  6.268015E+09  7.387737E+05  7.066444E+19  1.492763E+18  6.478058E+16  1.427982E+18  1.140682E-01  1.452616E-12
    114  4.684580987606E-02  6.259667E+09  7.358257E+05  7.066454E+19  1.231491E+18  6.425680E+16  1.167234E+18  1.140736E-01  1.452949E-12
    115  4.697520204195E-02  6.251573E+09  7.329749E+05  7.066464E+19  1.103495E+18  6.375233E+16  1.039743E+18  1.140787E-01  1.452949E-12
    116  4.709649788536E-02  6.243994E+09  7.303126E+05  7.066473E+19  9.263244E+17  6.328300E+16  8.630414E+17  1.140835E-01  1.452616E-12
    117  4.721637454993E-02  6.236514E+09  7.276909E+05  7.066483E+19  8.396954E+17  6.282254E+16  7.768728E+17  1.140883E-01  1.453060E-12
    118  4.732862910872E-02  6.229517E+09  7.252444E+05  7.066493E+19  7.256600E+17  6.239439E+16  6.632656E+17  1.140927E-01  1.452394E-12
    119  4.750539400184E-02  6.218515E+09  7.214086E+05  7.066508E+19 -1.017697E+18  6.172607E+16 -1.079423E+18  1.140996E-01  1.452172E-12
    120  4.767210524850E-02  6.208157E+09  7.178096E+05  7.066522E+19 -1.215445E+18  6.110230E+16 -1.276547E+18  1.141060E-01  1.452394E-12
    121  4.783406579930E-02  6.198110E+09  7.143304E+05  7.066537E+19 -1.413608E+18  6.050231E+16 -1.474110E+18  1.141122E-01  1.451617E-12
    122  4.799263518131E-02  6.188290E+09  7.109403E+05  7.066551E+19 -1.539389E+18  5.992057E+16 -1.599309E+18  1.141183E-01  1.451839E-12
    123  4.815339657435E-02  6.178349E+09  7.075198E+05  7.066566E+19 -2.024438E+18  5.933647E+16 -2.083774E+18  1.141244E-01  1.453060E-12
    124  4.832264594384E-02  6.167901E+09  7.039365E+05  7.066581E+19 -2.711095E+18  5.872765E+16 -2.769823E+18  1.141308E-01  1.452838E-12
    125  4.849826454798E-02  6.157079E+09  7.002375E+05  7.066597E+19 -3.538496E+18  5.810250E+16 -3.596599E+18  1.141373E-01  1.454170E-12
    126  4.867786870736E-02  6.146030E+09  6.964747E+05  7.066614E+19 -4.479702E+18  5.747001E+16 -4.537172E+18  1.141440E-01  1.454503E-12
    127  4.885872256535E-02  6.134925E+09  6.927062E+05  7.066631E+19 -5.460621E+18  5.684004E+16 -5.517461E+18  1.141506E-01  1.455280E-12
    128  4.903755607841E-02  6.123964E+09  6.889997E+05  7.066648E+19 -6.336318E+18  5.622387E+16 -6.392542E+18  1.141572E-01  1.455724E-12
    129  4.921259737621E-02  6.113254E+09  6.853911E+05  7.066664E+19 -7.087599E+18  5.562720E+16 -7.143227E+18  1.141635E-01  1.454392E-12
    130  4.938368810460E-02  6.102803E+09  6.818822E+05  7.066680E+19 -7.798397E+18  5.505009E+16 -7.853447E+18  1.141697E-01  1.454836E-12
    131  4.955132280349E-02  6.092581E+09  6.784616E+05  7.066696E+19 -8.539499E+18  5.449041E+16 -8.593990E+18  1.141757E-01  1.455280E-12
    132  4.971624312404E-02  6.082542E+09  6.751131E+05  7.066712E+19 -9.370177E+18  5.394533E+16 -9.424123E+18  1.141815E-01  1.453504E-12
    133  4.987811857735E-02  6.072704E+09  6.718425E+05  7.066728E+19 -1.015028E+19  5.341558E+16 -1.020369E+19  1.141872E-01  1.453393E-12
    134  5.003799836445E-02  6.063002E+09  6.686278E+05  7.066743E+19 -1.088618E+19  5.289744E+16 -1.093907E+19  1.141928E-01  1.453282E-12
    135  5.019682549602E-02  6.053380E+09  6.654495E+05  7.066759E+19 -1.223104E+19  5.238767E+16 -1.228343E+19  1.141983E-01  1.452949E-12
    136  5.035511419132E-02  6.043806E+09  6.622970E+05  7.066774E+19 -1.360569E+19  5.188448E+16 -1.365757E+19  1.142038E-01  1.453060E-12
    137  5.051299755300E-02  6.034271E+09  6.591675E+05  7.066790E+19 -1.512901E+19  5.138737E+16 -1.518039E+19  1.142092E-01  1.454947E-12
    138  5.067010535678E-02  6.024799E+09  6.560680E+05  7.066806E+19 -1.664639E+19  5.089741E+16 -1.669729E+19  1.142145E-01  1.455391E-12
    139  5.082726902819E-02  6.015337E+09  6.529820E+05  7.066822E+19 -1.852946E+19  5.041192E+16 -1.857988E+19  1.142198E-01  1.454614E-12
    140  5.098506829486E-02  6.005852E+09  6.498981E+05  7.066838E+19 -2.076093E+19  4.992910E+16 -2.081085E+19  1.142251E-01  1.455280E-12
    141  5.114361869269E-02  5.996338E+09  6.468142E+05  7.066854E+19 -2.320287E+19  4.944862E+16 -2.325232E+19  1.142304E-01  1.454836E-12
    142  5.130328078870E-02  5.986771E+09  6.437234E+05  7.066872E+19 -2.598243E+19  4.896941E+16 -2.603140E+19  1.142357E-01  1.454836E-12
    143  5.146205644840E-02  5.977274E+09  6.406645E+05  7.066889E+19 -2.777467E+19  4.849744E+16 -2.782317E+19  1.142409E-01  1.454170E-12
    144  5.162089365231E-02  5.967787E+09  6.376189E+05  7.066907E+19 -3.008847E+19  4.802981E+16 -3.013650E+19  1.142461E-01  1.453948E-12
    145  5.177902725711E-02  5.958357E+09  6.346012E+05  7.066925E+19 -3.185293E+19  4.756871E+16 -3.190050E+19  1.142513E-01  1.452838E-12
    146  5.193558292952E-02  5.949036E+09  6.316277E+05  7.066943E+19 -4.704041E+18  4.711654E+16 -4.751157E+18  1.142563E-01  1.453060E-12
    147  5.207655208218E-02  5.940656E+09  6.289621E+05  7.066960E+19 -6.079455E+18  4.671305E+16 -6.126168E+18  1.142608E-01  1.453837E-12
    148  5.220437120847E-02  5.933068E+09  6.265549E+05  7.066976E+19 -7.152612E+18  4.635016E+16 -7.198962E+18  1.142649E-01  1.456502E-12
    149  5.240275279905E-02  5.921309E+09  6.228371E+05  7.067002E+19 -9.635492E+19  4.579249E+16 -9.640071E+19  1.142712E-01  1.455724E-12
    150  5.258707116153E-02  5.910405E+09  6.194026E+05  7.067027E+19 -7.162396E+19  4.528033E+16 -7.166924E+19  1.142769E-01  1.454725E-12
    151  5.276353482958E-02  5.899985E+09  6.161322E+05  7.067053E+19 -6.751442E+19  4.479533E+16 -6.755921E+19  1.142824E-01  1.454170E-12
    152  5.293536770993E-02  5.889855E+09  6.129642E+05  7.067078E+19 -6.950610E+19  4.432802E+16 -6.955043E+19  1.142877E-01  1.452505E-12
    153  5.310288915571E-02  5.879997E+09  6.098914E+05  7.067105E+19  2.833941E+19  4.387709E+16  2.829553E+19  1.142929E-01  1.456057E-12
    154  5.325369291828E-02  5.871136E+09  6.071384E+05  7.067129E+19  7.851620E+18  4.347507E+16  7.808145E+18  1.142975E-01  1.452727E-12
    155  5.339308966526E-02  5.862958E+09  6.046047E+05  7.067153E+19  1.566944E+20  4.310671E+16  1.566513E+20  1.143017E-01  1.440514E-12
    156  5.362726198018E-02  5.849244E+09  6.003721E+05  7.067195E+19 -4.106869E+20  4.249487E+16 -4.107294E+20  1.143087E-01  1.440514E-12
    157  5.383816121000E-02  5.836921E+09  5.965856E+05  7.067235E+19 -2.656854E+20  4.195122E+16 -2.657274E+20  1.143150E-01  1.443068E-12
    158  5.403768730975E-02  5.825287E+09  5.930252E+05  7.067275E+19 -2.077241E+20  4.144325E+16 -2.077656E+20  1.143209E-01  1.455946E-12
    159  5.422986619970E-02  5.814102E+09  5.896161E+05  7.067314E+19  1.639907E+19  4.095976E+16  1.635811E+19  1.143265E-01  1.454725E-12
    160  5.440569294967E-02  5.803889E+09  5.865141E+05  7.067352E+19  3.372763E+18  4.052233E+16  3.332240E+18  1.143316E-01  1.477485E-12
    161  5.456994612052E-02  5.794363E+09  5.836311E+05  7.067389E+19  2.461579E+20  4.011787E+16  2.461178E+20  1.143363E-01  1.533773E-12
    162  5.485681963417E-02  5.777765E+09  5.786298E+05  7.067454E+19 -7.528675E+20  3.942107E+16 -7.529069E+20  1.143445E-01  1.537548E-12
    163  5.511708850657E-02  5.762747E+09  5.741295E+05  7.067517E+19 -3.009511E+20  3.879929E+16 -3.009899E+20  1.143518E-01  1.555200E-12
    164  5.536560227933E-02  5.748443E+09  5.698650E+05  7.067578E+19  2.211620E+20  3.821469E+16  2.211238E+20  1.143588E-01  1.590283E-12
    165  5.559867087093E-02  5.735061E+09  5.658944E+05  7.067637E+19  1.762225E+20  3.767436E+16  1.761849E+20  1.143652E-01  1.581402E-12
    166  5.582344501454E-02  5.722185E+09  5.620913E+05  7.067695E+19  4.097368E+20  3.716045E+16  4.096997E+20  1.143713E-01  1.587064E-12
    167  5.608267729631E-02  5.707370E+09  5.577368E+05  7.067764E+19  4.148503E+20  3.657638E+16  4.148138E+20  1.143783E-01  1.720735E-12
    168  5.632179590432E-02  5.693739E+09  5.537502E+05  7.067830E+19  2.363434E+20  3.604572E+16  2.363073E+20  1.143847E-01  2.074674E-12
    169  5.658568452696E-02  5.678734E+09  5.493837E+05  7.067903E+19  2.678567E+20  3.546894E+16  2.678212E+20  1.143917E-01  2.072675E-12
    170  5.682194908758E-02  5.665333E+09  5.455034E+05  7.067970E+19  1.549548E+20  3.496032E+16  1.549198E+20  1.143979E-01  2.332690E-12
    171  5.707748662895E-02  5.650874E+09  5.413375E+05  7.068045E+19  1.646535E+20  3.441835E+16  1.646191E+20  1.144045E-01  2.506884E-12
    172  5.730159219632E-02  5.638224E+09  5.377102E+05  7.068111E+19  9.011905E+19  3.394990E+16  9.008510E+19  1.144103E-01  2.585598E-12
    173  5.769211250520E-02  5.616249E+09  5.314474E+05  7.068229E+19  2.329991E+20  3.314866E+16  2.329659E+20  1.144202E-01  2.607026E-12
    174  5.804755660481E-02  5.596322E+09  5.258105E+05  7.068339E+19  5.533420E+19  3.243570E+16  5.530177E+19  1.144290E-01  2.624345E-12
    175  5.837706807704E-02  5.577911E+09  5.206383E+05  7.068444E+19  6.256638E+19  3.178835E+16  6.253459E+19  1.144371E-01  2.634892E-12
    176  5.868213309337E-02  5.560921E+09  5.158952E+05  7.068543E+19  3.256706E+19  3.120044E+16  3.253586E+19  1.144445E-01  2.689182E-12
    177  5.897372529375E-02  5.544730E+09  5.114019E+05  7.068640E+19  1.899123E+19  3.064858E+16  1.896058E+19  1.144514E-01  2.638334E-12
    178  5.927019313219E-02  5.528316E+09  5.068737E+05  7.068740E+19  1.767212E+19  3.009740E+16  1.764202E+19  1.144584E-01  2.624345E-12
