 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
    456  3.752653942304E-01  2.345541E+08  3.871244E+01  7.138627E+19  5.787804E+17  4.992260E+01  5.787804E+17  1.285867E-01  2.238321E-12
    457  3.809506426681E-01  2.215911E+08  3.264212E+01  7.138955E+19  5.733179E+17  3.258303E+01  5.733179E+17  1.287444E-01  2.237655E-12
    458  3.865190953769E-01  2.095892E+08  2.762027E+01  7.139272E+19  5.679817E+17  2.142922E+01  5.679817E+17  1.288972E-01  2.237321E-12
    459  3.928522091207E-01  1.967273E+08  2.284099E+01  7.139630E+19  5.625820E+17  1.328850E+01  5.625820E+17  1.290691E-01  2.238210E-12
    460  3.991093841216E-01  1.847949E+08  1.893177E+01  7.139981E+19  5.580606E+17  8.277946E+00  5.580606E+17  1.292371E-01  2.237988E-12
    461  4.054183851758E-01  1.734963E+08  1.566723E+01  7.140332E+19  5.541019E+17  5.131407E+00  5.541019E+17  1.294050E-01  2.238321E-12
    462  4.147392755742E-01  1.580557E+08  1.184546E+01  7.140846E+19  5.488103E+17  2.527539E+00  5.488103E+17  1.296507E-01  2.238432E-12
    463  4.232199499949E-01  1.452042E+08  9.184565E+00  7.141309E+19  5.440926E+17  1.324501E+00  5.440926E+17  1.298722E-01  2.238765E-12
    464  4.316976825025E-01  1.334015E+08  7.122027E+00  7.141768E+19  5.391276E+17  6.926748E-01  5.391276E+17  1.300915E-01  2.238432E-12
    465  4.393401554526E-01  1.235862E+08  5.662798E+00  7.142178E+19  5.342856E+17  3.854399E-01  5.342856E+17  1.302873E-01  2.238543E-12
    466  4.465935084243E-01  1.149394E+08  4.555419E+00  7.142564E+19  5.293240E+17  2.207896E-01  5.293240E+17  1.304713E-01  2.238876E-12
    467  4.537106765818E-01  1.070433E+08  3.679594E+00  7.142939E+19  5.241321E+17  1.278235E-01  5.241321E+17  1.306502E-01  2.238543E-12
    468  4.602314649238E-01  1.002860E+08  3.025810E+00  7.143279E+19  5.191405E+17  7.752141E-02  5.191405E+17  1.308124E-01  2.238432E-12
    469  4.709552966107E-01  9.008804E+07  2.193424E+00  7.143831E+19  5.105924E+17  3.433057E-02  5.105924E+17  1.310758E-01  2.238543E-12
    470  4.769745726746E-01  8.482537E+07  1.831043E+00  7.144137E+19  5.056859E+17  2.158686E-02  5.056859E+17  1.312217E-01  2.238987E-12
    471  4.828178172001E-01  8.001085E+07  1.536625E+00  7.144431E+19  5.008975E+17  1.376815E-02  5.008975E+17  1.313620E-01  2.239209E-12
    472  4.927188450138E-01  7.246850E+07  1.141745E+00  7.144923E+19  4.928015E+17  6.409075E-03  4.928015E+17  1.315968E-01  2.240430E-12
    473  5.000000000000E-01  6.737947E+07  9.177070E-01  7.145280E+19  4.869059E+17  3.639491E-03  4.869059E+17  1.317671E-01  2.239986E-12
