 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                kr105         kr106         kr107         kr108         rb74          rb75          rb76          rb77 
    360  1.656939516385E-01  6.299256E-07  2.766767E-05  7.758608E-09  1.476807E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  6.185478E-07  3.129363E-05  9.055545E-09  1.900773E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  6.024412E-07  3.482980E-05  1.038284E-08  2.390456E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  5.671627E-07  4.041377E-05  1.262085E-08  3.358139E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  5.397294E-07  4.379301E-05  1.407879E-08  4.099717E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  5.070780E-07  4.716926E-05  1.563235E-08  5.004071E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  4.385690E-07  5.271469E-05  1.849992E-08  7.076605E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  3.709471E-07  5.665411E-05  2.097385E-08  9.475215E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  3.165334E-07  5.884806E-05  2.276600E-08  1.179368E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  2.692608E-07  6.003850E-05  2.418930E-08  1.422063E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.253998E-07  6.047128E-05  2.539523E-08  1.698652E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.858376E-07  6.021418E-05  2.637651E-08  2.012191E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.533167E-07  5.941098E-05  2.709165E-08  2.342269E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.211863E-07  5.794824E-05  2.769514E-08  2.772511E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  9.577415E-08  5.611700E-05  2.807231E-08  3.240136E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  7.325079E-08  5.379241E-05  2.830181E-08  3.824596E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  5.650937E-08  5.140007E-05  2.837502E-08  4.455497E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  4.250900E-08  4.874277E-05  2.833935E-08  5.232779E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  3.187949E-08  4.607076E-05  2.821634E-08  6.129505E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  2.016985E-08  4.198511E-05  2.791239E-08  7.835343E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  1.277322E-08  3.819161E-05  2.754178E-08  9.971928E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  8.396086E-09  3.498228E-05  2.718216E-08  1.243084E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  5.681570E-09  3.223304E-05  2.685197E-08  1.526912E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  3.928730E-09  2.984968E-05  2.655736E-08  1.855808E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  2.733013E-09  2.769407E-05  2.629139E-08  2.251725E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.961498E-09  2.587286E-05  2.607349E-08  2.692313E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  1.416160E-09  2.422789E-05  2.588835E-08  3.213134E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  9.793709E-10  2.250558E-05  2.571424E-08  3.937646E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  6.969332E-10  2.105332E-05  2.559034E-08  4.760448E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  4.630278E-10  1.944903E-05  2.548606E-08  6.004615E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  3.133449E-10  1.804447E-05  2.542661E-08  7.526533E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  2.001945E-10  1.656422E-05  2.538833E-08  9.794397E-07  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.319524E-10  1.526779E-05  2.534855E-08  1.257862E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  6.724965E-11  1.323119E-05  2.512311E-08  1.903356E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  4.695099E-11  1.209253E-05  2.479222E-08  2.391881E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  3.353122E-11  1.092459E-05  2.420667E-08  2.984992E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  2.347225E-11  9.430733E-06  2.301915E-08  3.852692E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.833185E-11  8.027032E-06  2.141461E-08  4.744906E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.561818E-11  6.648455E-06  1.936292E-08  5.661482E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.429681E-11  5.186083E-06  1.666131E-08  6.645215E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  1.403266E-11  3.905566E-06  1.382391E-08  7.488502E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.463005E-11  2.342041E-06  9.648196E-09  8.443616E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.524224E-11  1.682404E-06  7.579551E-09  8.793956E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.600737E-11  1.142073E-06  5.685008E-09  9.036405E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.748596E-11  5.428828E-07  3.251200E-09  9.210697E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.884322E-11  2.691439E-07  1.912989E-09  9.216880E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  2.006373E-11  1.418497E-07  1.180570E-09  9.179348E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  2.114035E-11  8.101584E-08  7.766174E-10  9.139620E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  2.209500E-11  5.015472E-08  5.450160E-10  9.106868E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  2.357961E-11  2.540313E-08  3.338909E-10  9.063719E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  2.441903E-11  1.829106E-08  2.662040E-10  9.042448E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  2.520408E-11  1.404009E-08  2.239426E-10  9.023602E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  2.615489E-11  1.079083E-08  1.914257E-10  9.001101E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  2.711926E-11  8.758292E-09  1.723916E-10  8.977808E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  2.867407E-11  6.871940E-09  1.589792E-10  8.938198E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  3.016581E-11  5.843416E-09  1.567667E-10  8.897745E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  3.157717E-11  5.202611E-09  1.592951E-10  8.857933E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  3.381637E-11  4.522509E-09  1.674622E-10  8.793599E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  3.505667E-11  4.252923E-09  1.729923E-10  8.758065E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  3.629727E-11  4.035781E-09  1.788594E-10  8.722874E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  3.759091E-11  3.853730E-09  1.851792E-10  8.686632E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  3.892780E-11  3.704382E-09  1.918326E-10  8.649639E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  4.128913E-11  3.516938E-09  2.037364E-10  8.585021E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  4.264146E-11  3.445072E-09  2.105996E-10  8.548047E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  4.393810E-11  3.395985E-09  2.171959E-10  8.512287E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  4.664264E-11  3.344791E-09  2.309831E-10  8.435409E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  4.897663E-11  3.345562E-09  2.429010E-10  8.364690E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  5.120310E-11  3.377146E-09  2.542815E-10  8.291486E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  5.345866E-11  3.434524E-09  2.658205E-10  8.209798E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  5.555006E-11  3.507076E-09  2.765277E-10  8.125913E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  5.772945E-11  3.599789E-09  2.876917E-10  8.029171E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  5.966636E-11  3.695016E-09  2.976177E-10  7.934905E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  6.316068E-11  3.892631E-09  3.155279E-10  7.746536E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  6.669196E-11  4.119298E-09  3.336195E-10  7.538646E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  7.031572E-11  4.372202E-09  3.521624E-10  7.318841E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  7.401037E-11  4.644072E-09  3.710342E-10  7.100669E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  7.773510E-11  4.926990E-09  3.900211E-10  6.896005E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  8.415662E-11  5.425884E-09  4.226684E-10  6.590331E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  9.084192E-11  5.952433E-09  4.565574E-10  6.335030E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  9.776218E-11  6.500969E-09  4.915520E-10  6.127746E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.054858E-10  7.115396E-09  5.305278E-10  5.949846E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.139648E-10  7.791651E-09  5.732367E-10  5.803494E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.230417E-10  8.517191E-09  6.188835E-10  5.688746E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  1.395434E-10  9.840416E-09  7.017189E-10  5.555802E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  1.577053E-10  1.130418E-08  7.927123E-10  5.480044E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.775135E-10  1.291174E-08  8.917856E-10  5.444604E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.982297E-10  1.460744E-08  9.952316E-10  5.435189E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.331575E-10  1.750275E-08  1.169280E-09  5.443770E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  2.691592E-10  2.053365E-08  1.348187E-09  5.453797E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.062425E-10  2.369906E-08  1.531957E-09  5.450503E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  3.454477E-10  2.708372E-08  1.725702E-09  5.430717E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  3.867799E-10  3.068318E-08  1.929407E-09  5.397575E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  4.316215E-10  3.461315E-08  2.149836E-09  5.355604E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  4.810076E-10  3.896086E-08  2.391999E-09  5.309741E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  5.340528E-10  4.364448E-08  2.651485E-09  5.266036E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  5.925330E-10  4.881678E-08  2.936898E-09  5.227109E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  6.585516E-10  5.466000E-08  3.258361E-09  5.195270E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  7.762157E-10  6.507179E-08  3.829626E-09  5.166541E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  9.193902E-10  7.772248E-08  4.522243E-09  5.167737E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.124868E-09  9.583604E-08  5.512295E-09  5.210175E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  1.381006E-09  1.183451E-07  6.740802E-09  5.291338E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.698528E-09  1.461279E-07  8.255865E-09  5.396145E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.281709E-09  1.966965E-07  1.101676E-08  5.539743E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  2.935361E-09  2.524048E-07  1.407662E-08  5.604405E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  3.719332E-09  3.175224E-07  1.769638E-08  5.579825E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  4.559934E-09  3.850467E-07  2.151514E-08  5.485150E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  5.501729E-09  4.578345E-07  2.571821E-08  5.345290E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  6.591944E-09  5.384294E-07  3.048615E-08  5.174089E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  7.763447E-09  6.209165E-07  3.549687E-08  4.996648E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.012615E-08  7.755131E-07  4.526251E-08  4.676085E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.173403E-08  8.726562E-07  5.166073E-08  4.484650E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.352154E-08  9.737875E-07  5.854724E-08  4.292416E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  1.714017E-08  1.159050E-06  7.179435E-08  3.954333E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  2.035218E-08  1.304666E-06  8.281915E-08  3.697534E-06  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
