 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ca49          ca50          ca51          ca52          ca53          ca54          ca55          ca56 
    180  5.987296131417E-02  2.313147E-10  1.228125E-10  4.304473E-12  3.277920E-14  4.524569E-17  7.059511E-19  3.495164E-22  1.410137E-24
    181  6.018239261751E-02  1.861280E-10  1.020794E-10  3.678824E-12  2.873261E-14  4.001811E-17  6.432017E-19  3.209290E-22  1.329497E-24
    182  6.051941164510E-02  1.585252E-10  9.007949E-11  3.346618E-12  2.687148E-14  3.779619E-17  6.275371E-19  3.157807E-22  1.346565E-24
    183  6.081686890997E-02  1.449310E-10  8.498536E-11  3.243562E-12  2.669095E-14  3.787177E-17  6.471415E-19  3.281026E-22  1.435416E-24
    184  6.107970107709E-02  1.378456E-10  8.311564E-11  3.248798E-12  2.732215E-14  3.906933E-17  6.848473E-19  3.495410E-22  1.564334E-24
    185  6.149099227918E-02  1.320139E-10  8.316376E-11  3.374664E-12  2.936749E-14  4.250963E-17  7.755834E-19  4.000138E-22  1.855182E-24
    186  6.184187848266E-02  1.298359E-10  8.492819E-11  3.558652E-12  3.189102E-14  4.664924E-17  8.808541E-19  4.584018E-22  2.191985E-24
    187  6.212841772032E-02  1.290604E-10  8.706636E-11  3.745405E-12  3.438223E-14  5.072839E-17  9.852303E-19  5.165039E-22  2.532495E-24
    188  6.241083345826E-02  1.287939E-10  8.957892E-11  3.954862E-12  3.717944E-14  5.532534E-17  1.104831E-18  5.834296E-22  2.932371E-24
    189  6.286334795077E-02  1.289120E-10  9.417357E-11  4.334869E-12  4.234268E-14  6.388072E-17  1.334058E-18  7.127621E-22  3.727933E-24
    190  6.324448148531E-02  1.292555E-10  9.843631E-11  4.693944E-12  4.736270E-14  7.229331E-17  1.568060E-18  8.461239E-22  4.577194E-24
    191  6.354755735680E-02  1.295925E-10  1.020313E-10  5.004420E-12  5.182216E-14  7.984229E-17  1.785025E-18  9.708458E-22  5.395223E-24
    192  6.382753282149E-02  1.299121E-10  1.054879E-10  5.310773E-12  5.633293E-14  8.754766E-17  2.012981E-18  1.102880E-21  6.283796E-24
    193  6.429792763326E-02  1.304068E-10  1.115492E-10  5.868473E-12  6.482661E-14  1.022353E-16  2.464611E-18  1.367125E-21  8.124188E-24
    194  6.470641913937E-02  1.307602E-10  1.170570E-10  6.399129E-12  7.323942E-14  1.169945E-16  2.939349E-18  1.648164E-21  1.016053E-23
    195  6.514351188605E-02  1.310375E-10  1.231869E-10  7.017542E-12  8.343875E-14  1.351436E-16  3.549482E-18  2.013532E-21  1.291265E-23
    196  6.551961572666E-02  1.311967E-10  1.286749E-10  7.595972E-12  9.334676E-14  1.530151E-16  4.176257E-18  2.393007E-21  1.587910E-23
    197  6.614173306661E-02  1.312811E-10  1.381699E-10  8.653864E-12  1.123551E-13  1.878973E-16  5.467018E-18  3.185483E-21  2.237424E-23
    198  6.666431851744E-02  1.311829E-10  1.465603E-10  9.649785E-12  1.312431E-13  2.232406E-16  6.855562E-18  4.051403E-21  2.985330E-23
    199  6.714973898932E-02  1.309641E-10  1.547129E-10  1.067297E-11  1.516034E-13  2.620086E-16  8.462369E-18  5.067518E-21  3.905103E-23
    200  6.763365269933E-02  1.306495E-10  1.632426E-10  1.180025E-11  1.750861E-13  3.074727E-16  1.044635E-17  6.339102E-21  5.109512E-23
    201  6.810748363549E-02  1.302495E-10  1.719858E-10  1.301711E-11  2.016170E-13  3.597024E-16  1.284513E-17  7.897251E-21  6.653240E-23
    202  6.886988901479E-02  1.294429E-10  1.869403E-10  1.524232E-11  2.531233E-13  4.633645E-16  1.793915E-17  1.126550E-20  1.019581E-22
    203  6.932442343830E-02  1.288908E-10  1.964391E-10  1.674680E-11  2.899717E-13  5.390915E-16  2.190581E-17  1.393258E-20  1.316369E-22
    204  6.977291475786E-02  1.283020E-10  2.062885E-10  1.838167E-11  3.317767E-13  6.263888E-16  2.670662E-17  1.720200E-20  1.696058E-22
    205  7.051837306122E-02  1.272420E-10  2.237613E-10  2.146866E-11  4.154154E-13  8.048767E-16  3.719297E-17  2.446930E-20  2.591038E-22
    206  7.120724846930E-02  1.261995E-10  2.412713E-10  2.479621E-11  5.119361E-13  1.016208E-15  5.061268E-17  3.396243E-20  3.843382E-22
    207  7.185571854523E-02  1.251838E-10  2.591200E-10  2.842354E-11  6.240803E-13  1.267728E-15  6.779255E-17  4.635183E-20  5.586824E-22
    208  7.250556240022E-02  1.241454E-10  2.784427E-10  3.261642E-11  7.620617E-13  1.584638E-15  9.104142E-17  6.343892E-20  8.148550E-22
    209  7.308358088908E-02  1.232171E-10  2.969831E-10  3.689385E-11  9.113835E-13  1.935406E-15  1.185714E-16  8.403835E-20  1.142680E-21
    210  7.365083251161E-02  1.223132E-10  3.165760E-10  4.167684E-11  1.087849E-12  2.358802E-15  1.539859E-16  1.109888E-19  1.596479E-21
    211  7.420607479025E-02  1.214445E-10  3.371929E-10  4.699817E-11  1.295172E-12  2.866803E-15  1.992251E-16  1.459962E-19  2.219657E-21
    212  7.477269193766E-02  1.205854E-10  3.598515E-10  5.317971E-11  1.549543E-12  3.503430E-15  2.596058E-16  1.935145E-19  3.114250E-21
    213  7.532671922740E-02  1.197807E-10  3.838170E-10  6.008247E-11  1.849513E-12  4.270198E-15  3.370687E-16  2.555098E-19  4.348699E-21
    214  7.590819975934E-02  1.189878E-10  4.110683E-10  6.837761E-11  2.230616E-12  5.265751E-15  4.443416E-16  3.428582E-19  6.190658E-21
    215  7.648106882397E-02  1.182714E-10  4.402482E-10  7.777021E-11  2.687271E-12  6.485458E-15  5.846809E-16  4.591628E-19  8.790722E-21
    216  7.706864365518E-02  1.176147E-10  4.729234E-10  8.888769E-11  3.259505E-12  8.048493E-15  7.768698E-16  6.212974E-19  1.263615E-20
    217  7.765097184480E-02  1.170567E-10  5.084068E-10  1.016496E-10  3.955303E-12  9.992664E-15  1.032530E-15  8.408981E-19  1.816565E-20
    218  7.824188421090E-02  1.166038E-10  5.479377E-10  1.166800E-10  4.823668E-12  1.247547E-14  1.381882E-15  1.146496E-18  2.633951E-20
    219  7.883216312169E-02  1.162827E-10  5.914947E-10  1.341833E-10  5.895632E-12  1.561237E-14  1.854495E-15  1.567592E-18  3.831119E-20
    220  7.934760137230E-02  1.161252E-10  6.333908E-10  1.518961E-10  7.041039E-12  1.903742E-14  2.404575E-15  2.066179E-18  5.331661E-20
    221  7.991019390762E-02  1.161100E-10  6.837428E-10  1.742668E-10  8.567029E-12  2.369949E-14  3.202053E-15  2.801411E-18  7.672955E-20
    222  8.044081450283E-02  1.162697E-10  7.363052E-10  1.988063E-10  1.033361E-11  2.921511E-14  4.207550E-15  3.744504E-18  1.085225E-19
    223  8.103419684334E-02  1.166763E-10  8.020028E-10  2.310526E-10  1.278756E-11  3.705037E-14  5.733661E-15  5.201638E-18  1.606500E-19
    224  8.158988408622E-02  1.173132E-10  8.712043E-10  2.667830E-10  1.566456E-11  4.644928E-14  7.691733E-15  7.105480E-18  2.329936E-19
    225  8.219791245697E-02  1.183389E-10  9.569041E-10  3.133563E-10  1.963651E-11  5.973408E-14  1.065645E-14  1.004243E-17  3.517234E-19
    226  8.273529679330E-02  1.195667E-10  1.042968E-09  3.625103E-10  2.407080E-11  7.491006E-14  1.427878E-14  1.369679E-17  5.086481E-19
    227  8.327310875316E-02  1.211291E-10  1.140572E-09  4.209294E-10  2.962866E-11  9.435043E-14  1.922492E-14  1.877374E-17  7.395478E-19
    228  8.381967664174E-02  1.230877E-10  1.253266E-09  4.917121E-10  3.673708E-11  1.197757E-13  2.612657E-14  2.598416E-17  1.087165E-18
    229  8.442137901789E-02  1.256951E-10  1.395587E-09  5.859080E-10  4.676254E-11  1.565063E-13  3.681297E-14  3.736249E-17  1.671071E-18
    230  8.496109010092E-02  1.284333E-10  1.542388E-09  6.883504E-10  5.831813E-11  1.998628E-13  5.032810E-14  5.202464E-17  2.471426E-18
    231  8.556251684447E-02  1.319115E-10  1.729900E-09  8.267327E-10  7.489097E-11  2.635964E-13  7.164764E-14  7.560441E-17  3.842646E-18
    232  8.609514523980E-02  1.353252E-10  1.919431E-09  9.749296E-10  9.374259E-11  3.379097E-13  9.831246E-14  1.056674E-16  5.703688E-18
    233  8.668730402486E-02  1.394065E-10  2.159031E-09  1.173933E-09  1.206724E-10  4.467772E-13  1.402724E-13  1.539063E-16  8.886263E-18
    234  8.725638446658E-02  1.435040E-10  2.420134E-09  1.405461E-09  1.541173E-10  5.856098E-13  1.979196E-13  2.215376E-16  1.365239E-17
    235  8.784892152766E-02  1.478036E-10  2.725340E-09  1.695591E-09  1.989558E-10  7.768967E-13  2.836245E-13  3.241962E-16  2.138950E-17
    236  8.837914431516E-02  1.515252E-10  3.027867E-09  2.004229E-09  2.499516E-10  1.000372E-12  3.914607E-13  4.559981E-16  3.199066E-17
    237  8.927467123273E-02  1.570759E-10  3.600797E-09  2.648479E-09  3.664607E-10  1.529706E-12  6.737485E-13  8.105386E-16  6.313202E-17
    238  9.009385267910E-02  1.607721E-10  4.183379E-09  3.390838E-09  5.163839E-10  2.241276E-12  1.100889E-12  1.364513E-15  1.170463E-16
    239  9.088007009323E-02  1.624923E-10  4.782115E-09  4.258114E-09  7.116195E-10  3.207988E-12  1.751373E-12  2.234506E-15  2.104539E-16
    240  9.160938796651E-02  1.621457E-10  5.354327E-09  5.204876E-09  9.488091E-10  4.432123E-12  2.670806E-12  3.501250E-15  3.598712E-16
    241  9.231864750676E-02  1.598282E-10  5.908810E-09  6.258989E-09  1.242396E-09  6.010096E-12  3.989486E-12  5.371077E-15  6.013999E-16
    242  9.335415502949E-02  1.528910E-10  6.679334E-09  8.028996E-09  1.807107E-09  9.206102E-12  7.047541E-12  9.868662E-15  1.253584E-15
    243  9.429165011748E-02  1.433897E-10  7.298439E-09  9.847274E-09  2.486340E-09  1.328332E-11  1.158465E-11  1.681814E-14  2.397758E-15
    244  9.514750284226E-02  1.326038E-10  7.773827E-09  1.166603E-08  3.275220E-09  1.828542E-11  1.798470E-11  2.699514E-14  4.281003E-15
    245  9.592869681963E-02  1.216248E-10  8.119648E-09  1.343642E-08  4.159035E-09  2.418399E-11  2.656589E-11  4.112278E-14  7.192290E-15
    246  9.638259128200E-02  1.149052E-10  8.279944E-09  1.450850E-08  4.755324E-09  2.831932E-11  3.319062E-11  5.231366E-14  9.690030E-15
    247  9.686466198075E-02  1.076579E-10  8.416677E-09  1.567605E-08  5.461535E-09  3.336636E-11  4.190359E-11  6.733401E-14  1.325967E-14
    248  9.745016881397E-02  9.884816E-11  8.536401E-09  1.712782E-08  6.429266E-09  4.052661E-11  5.537298E-11  9.110535E-14  1.933307E-14
    249  9.798964068785E-02  9.083219E-11  8.602375E-09  1.849238E-08  7.438287E-09  4.827028E-11  7.131160E-11  1.199334E-13  2.727589E-14
    250  9.892639389759E-02  7.737930E-11  8.618509E-09  2.090430E-08  9.492073E-09  6.482719E-11  1.098254E-10  1.919656E-13  4.929290E-14
    251  9.977784733458E-02  6.600349E-11  8.528959E-09  2.310560E-08  1.172510E-08  8.393943E-11  1.612010E-10  2.919508E-13  8.379451E-14
    252  1.005622893962E-01  5.631144E-11  8.360338E-09  2.510162E-08  1.412792E-08  1.056855E-10  2.281062E-10  4.270331E-13  1.359547E-13
    253  1.013070552067E-01  4.792806E-11  8.125568E-09  2.691567E-08  1.672647E-08  1.305200E-10  3.149598E-10  6.086789E-13  2.139863E-13
    254  1.019791947326E-01  4.103448E-11  7.850305E-09  2.843271E-08  1.933577E-08  1.568058E-10  4.187784E-10  8.331194E-13  3.205298E-13
    255  1.025982572428E-01  3.523065E-11  7.541988E-09  2.967476E-08  2.194237E-08  1.844351E-10  5.411911E-10  1.106062E-12  4.627089E-13
    256  1.032644197032E-01  2.957941E-11  7.150985E-09  3.077359E-08  2.491328E-08  2.177184E-10  7.073057E-10  1.488499E-12  6.817694E-13
    257  1.039121745974E-01  2.463574E-11  6.710166E-09  3.152330E-08  2.789006E-08  2.532290E-10  9.088731E-10  1.968445E-12  9.853154E-13
    258  1.045193471709E-01  2.047300E-11  6.242783E-09  3.185820E-08  3.065315E-08  2.885651E-10  1.137868E-09  2.532286E-12  1.378452E-12
    259  1.051181778144E-01  1.681604E-11  5.734429E-09  3.176550E-08  3.321572E-08  3.241436E-10  1.402972E-09  3.207801E-12  1.897608E-12
    260  1.056826419982E-01  1.376009E-11  5.217343E-09  3.123728E-08  3.534519E-08  3.569245E-10  1.687403E-09  3.958504E-12  2.533870E-12
    261  1.062431336111E-01  1.108476E-11  4.675094E-09  3.025264E-08  3.704425E-08  3.871098E-10  1.999041E-09  4.811658E-12  3.332929E-12
    262  1.068146627648E-01  8.731579E-12  4.106723E-09  2.877640E-08  3.820719E-08  4.135589E-10  2.337564E-09  5.777014E-12  4.338751E-12
    263  1.073656177930E-01  6.809824E-12  3.558926E-09  2.693551E-08  3.867918E-08  4.332222E-10  2.672240E-09  6.775646E-12  5.503467E-12
    264  1.079139362418E-01  5.210664E-12  3.027919E-09  2.475616E-08  3.845795E-08  4.457606E-10  3.001261E-09  7.808035E-12  6.860579E-12
    265  1.084202130578E-01  3.999234E-12  2.564411E-09  2.252348E-08  3.763882E-08  4.503905E-10  3.288843E-09  8.763069E-12  8.282322E-12
    266  1.089957947327E-01  2.902684E-12  2.082345E-09  1.984764E-08  3.604953E-08  4.474005E-10  3.583661E-09  9.813371E-12  1.008076E-11
    267  1.095139929398E-01  2.137275E-12  1.697120E-09  1.741794E-08  3.411492E-08  4.376327E-10  3.811053E-09  1.069810E-11  1.185050E-11
    268  1.100036617482E-01  1.576056E-12  1.378837E-09  1.518284E-08  3.195068E-08  4.229786E-10  3.988247E-09  1.146282E-11  1.364283E-11
    269  1.105581599754E-01  1.099478E-12  1.073754E-09  1.280829E-08  2.924644E-08  4.013331E-10  4.141452E-09  1.222786E-11  1.579210E-11
    270  1.111738162549E-01  7.250262E-13  8.001794E-10  1.043584E-08  2.610019E-08  3.728475E-10  4.253660E-09  1.294338E-11  1.831151E-11
    271  1.117276452796E-01  4.912225E-13  6.058134E-10  8.566469E-09  2.326820E-08  3.447375E-10  4.307082E-09  1.346931E-11  2.069864E-11
    272  1.122547306619E-01  3.356040E-13  4.602077E-10  7.031154E-09  2.066664E-08  3.170919E-10  4.320615E-09  1.387086E-11  2.307240E-11
    273  1.128196390807E-01  2.211281E-13  3.396913E-10  5.640671E-09  1.804847E-08  2.875812E-10  4.300562E-09  1.420353E-11  2.572887E-11
    274  1.134172103791E-01  1.409289E-13  2.441541E-10  4.429924E-09  1.551259E-08  2.573341E-10  4.247247E-09  1.445824E-11  2.867964E-11
    275  1.139661173569E-01  9.243512E-14  1.789228E-10  3.523700E-09  1.341181E-08  2.309376E-10  4.174840E-09  1.461556E-11  3.153517E-11
    276  1.145721141816E-01  5.771361E-14  1.261613E-10  2.721030E-09  1.135684E-08  2.038335E-10  4.074185E-09  1.471496E-11  3.485451E-11
    277  1.151138636995E-01  3.774893E-14  9.188857E-11  2.150304E-09  9.746203E-09  1.815811E-10  3.969795E-09  1.474655E-11  3.798260E-11
    278  1.160623872824E-01  1.777751E-14  5.216164E-11  1.409963E-09  7.387690E-09  1.470295E-10  3.763088E-09  1.469134E-11  4.389294E-11
    279  1.166131253687E-01  1.147179E-14  3.738518E-11  1.099266E-09  6.264039E-09  1.295816E-10  3.632977E-09  1.460318E-11  4.758081E-11
    280  1.171578902390E-01  7.443426E-15  2.681957E-11  8.573460E-10  5.306567E-09  1.140811E-10  3.499189E-09  1.448037E-11  5.142935E-11
    281  1.179966344325E-01  3.834103E-15  1.598991E-11  5.819756E-10  4.088568E-09  9.330556E-11  3.286455E-09  1.422884E-11  5.778814E-11
    282  1.184626561866E-01  2.668398E-15  1.198043E-11  4.687550E-10  3.529818E-09  8.329028E-11  3.166161E-09  1.405986E-11  6.154301E-11
    283  1.189221956404E-01  1.878984E-15  9.007775E-12  3.785718E-10  3.049865E-09  7.438615E-11  3.046899E-09  1.387479E-11  6.540577E-11
    284  1.197605220964E-01  1.011158E-15  5.340852E-12  2.559808E-10  2.326897E-09  6.030762E-11  2.829324E-09  1.349439E-11  7.292634E-11
    285  1.205341475296E-01  5.939143E-16  3.302694E-12  1.787980E-10  1.808080E-09  4.958111E-11  2.631066E-09  1.310248E-11  8.039529E-11
    286  1.212540834288E-01  3.789908E-16  2.118088E-12  1.284908E-10  1.426973E-09  4.125237E-11  2.450747E-09  1.270998E-11  8.785664E-11
    287  1.219299358624E-01  2.610365E-16  1.402367E-12  9.471577E-11  1.141392E-09  3.468131E-11  2.286673E-09  1.232392E-11  9.536349E-11
    288  1.225766858039E-01  1.919985E-16  9.523015E-13  7.128776E-11  9.220100E-10  2.938740E-11  2.135674E-09  1.194524E-11  1.030254E-10
    289  1.231854533608E-01  1.499358E-16  6.665483E-13  5.499477E-11  7.544261E-10  2.515614E-11  1.999706E-09  1.158560E-11  1.107621E-10
    290  1.237219182154E-01  1.243045E-16  4.905628E-13  4.411045E-11  6.327624E-10  2.195712E-11  1.885471E-09  1.127061E-11  1.180609E-10
    291  1.242404039059E-01  1.061257E-16  3.679862E-13  3.596170E-11  5.347305E-10  1.928498E-11  1.780492E-09  1.097172E-11  1.255833E-10
    292  1.248086455930E-01  9.106848E-17  2.714673E-13  2.907119E-11  4.456818E-10  1.676816E-11  1.671911E-09  1.065421E-11  1.344520E-10
    293  1.253177247642E-01  8.042455E-17  2.086824E-13  2.427193E-11  3.793556E-10  1.482484E-11  1.580606E-09  1.038198E-11  1.431096E-10
    294  1.258810647447E-01  7.081622E-17  1.579519E-13  2.013670E-11  3.185463E-10  1.298276E-11  1.486423E-09  1.009828E-11  1.535473E-10
    295  1.264205598797E-01  6.309983E-17  1.225333E-13  1.706229E-11  2.706059E-10  1.148213E-11  1.403068E-09  9.847165E-12  1.645344E-10
    296  1.270317883483E-01  5.556801E-17  9.322016E-14  1.435867E-11  2.261133E-10  1.004272E-11  1.316666E-09  9.590408E-12  1.784723E-10
    297  1.275757308169E-01  4.968281E-17  7.402927E-14  1.248394E-11  1.937565E-10  8.963140E-12  1.246904E-09  9.389837E-12  1.924546E-10
    298  1.286048671531E-01  4.012633E-17  4.941595E-14  9.907755E-12  1.470391E-10  7.348239E-12  1.132371E-09  9.087905E-12  2.238317E-10
    299  1.290949488661E-01  3.615275E-17  4.126579E-14  8.996343E-12  1.299000E-10  6.736089E-12  1.085320E-09  8.981273E-12  2.416938E-10
    300  1.295345101683E-01  3.286935E-17  3.532861E-14  8.306592E-12  1.167619E-10  6.259587E-12  1.046898E-09  8.906166E-12  2.595672E-10
    301  1.303954523490E-01  2.713914E-17  2.644719E-14  7.218684E-12  9.593478E-11  5.491747E-12  9.808867E-10  8.812976E-12  3.004622E-10
    302  1.308549873199E-01  2.442376E-17  2.279016E-14  6.743119E-12  8.691433E-11  5.154333E-12  9.500553E-10  8.790731E-12  3.261633E-10
    303  1.312776310019E-01  2.212614E-17  1.993308E-14  6.355095E-12  7.966967E-11  4.881945E-12  9.241202E-10  8.786566E-12  3.525266E-10
    304  1.320787884157E-01  1.826411E-17  1.555388E-14  5.718043E-12  6.819126E-11  4.449509E-12  8.803052E-10  8.816468E-12  4.104788E-10
    305  1.327308179063E-01  1.555338E-17  1.274426E-14  5.267261E-12  6.055921E-11  4.162514E-12  8.488940E-10  8.872732E-12  4.667642E-10
    306  1.333821207310E-01  1.319462E-17  1.044674E-14  4.859042E-12  5.412765E-11  3.922628E-12  8.206806E-10  8.954805E-12  5.327846E-10
    307  1.339749669338E-01  1.132540E-17  8.711423E-15  4.514107E-12  4.911022E-11  3.738093E-12  7.971637E-10  9.048213E-12  6.024075E-10
    308  1.345530840576E-01  9.727294E-18  7.280061E-15  4.194568E-12  4.482876E-11  3.582934E-12  7.757792E-10  9.153465E-12  6.805433E-10
    309  1.351098094661E-01  8.375987E-18  6.103985E-15  3.898755E-12  4.117873E-11  3.452997E-12  7.564620E-10  9.267508E-12  7.670630E-10
    310  1.359304916944E-01  6.685212E-18  4.679200E-15  3.481297E-12  3.650184E-11  3.291045E-12  7.297726E-10  9.454464E-12  9.172057E-10
    311  1.363572082699E-01  5.930594E-18  4.060078E-15  3.271461E-12  3.434081E-11  3.218008E-12  7.165252E-10  9.558735E-12  1.007607E-09
    312  1.367788244083E-01  5.256804E-18  3.516863E-15  3.068147E-12  3.235644E-11  3.151863E-12  7.037897E-10  9.666045E-12  1.106916E-09
    313  1.375777712339E-01  4.161458E-18  2.658745E-15  2.697857E-12  2.897246E-11  3.042135E-12  6.806043E-10  9.881556E-12  1.324698E-09
    314  1.380438267916E-01  3.619735E-18  2.247784E-15  2.491545E-12  2.719372E-11  2.985903E-12  6.675150E-10  1.001319E-11  1.471951E-09
    315  1.384690951451E-01  3.178165E-18  1.920364E-15  2.308860E-12  2.567268E-11  2.938104E-12  6.557201E-10  1.013550E-11  1.621970E-09
    316  1.391087445178E-01  2.601172E-18  1.505710E-15  2.046998E-12  2.356086E-11  2.872676E-12  6.383878E-10  1.032561E-11  1.879021E-09
    317  1.397002518981E-01  2.150767E-18  1.194964E-15  1.820431E-12  2.177755E-11  2.818095E-12  6.227213E-10  1.050708E-11  2.154087E-09
    318  1.402705851668E-01  1.781314E-18  9.502000E-16  1.616312E-12  2.019020E-11  2.769337E-12  6.078022E-10  1.068510E-11  2.459063E-09
    319  1.408634912375E-01  1.455494E-18  7.432626E-16  1.419206E-12  1.866190E-11  2.721693E-12  5.924454E-10  1.087263E-11  2.825410E-09
    320  1.414089642241E-01  1.202607E-18  5.899495E-16  1.253027E-12  1.736138E-11  2.680634E-12  5.785217E-10  1.104841E-11  3.211565E-09
    321  1.419220762512E-01  1.000438E-18  4.727513E-16  1.109934E-12  1.622135E-11  2.643810E-12  5.655492E-10  1.121556E-11  3.623285E-09
    322  1.422771704232E-01  8.779143E-19  4.041370E-16  1.017555E-12  1.547198E-11  2.618600E-12  5.565409E-10  1.133030E-11  3.940976E-09
    323  1.426029315631E-01  7.770903E-19  3.492946E-16  9.378961E-13  1.481364E-11  2.595853E-12  5.483055E-10  1.143567E-11  4.257878E-09
    324  1.430135230101E-01  6.645098E-19  2.900114E-16  8.445089E-13  1.402273E-11  2.567742E-12  5.379859E-10  1.156900E-11  4.694233E-09
    325  1.434683796643E-01  5.567498E-19  2.353951E-16  7.498921E-13  1.319406E-11  2.537113E-12  5.266139E-10  1.171681E-11  5.229954E-09
    326  1.440315208021E-01  4.447681E-19  1.810558E-16  6.447167E-13  1.223076E-11  2.499356E-12  5.125473E-10  1.189799E-11  5.979152E-09
    327  1.445490332405E-01  3.595727E-19  1.414596E-16  5.584603E-13  1.139910E-11  2.464068E-12  4.995513E-10  1.206057E-11  6.767373E-09
    328  1.451370980342E-01  2.806768E-19  1.064633E-16  4.725143E-13  1.051739E-11  2.423866E-12  4.848405E-10  1.224279E-11  7.788996E-09
    329  1.457052374241E-01  2.196146E-19  8.062831E-17  4.005983E-13  9.724626E-12  2.384630E-12  4.706707E-10  1.241531E-11  8.919162E-09
    330  1.463107957421E-01  1.677656E-19  5.959516E-17  3.341567E-13  8.934298E-12  2.341274E-12  4.554451E-10  1.259017E-11  1.031116E-08
    331  1.468752132891E-01  1.296841E-19  4.478542E-17  2.810689E-13  8.247790E-12  2.299826E-12  4.412621E-10  1.274686E-11  1.180357E-08
    332  1.475510939381E-01  9.458342E-20  3.170670E-17  2.275512E-13  7.486260E-12  2.248988E-12  4.243376E-10  1.292614E-11  1.386814E-08
    333  1.481899111058E-01  6.958943E-20  2.275061E-17  1.853512E-13  6.819661E-12  2.198884E-12  4.082564E-10  1.308158E-11  1.615364E-08
    334  1.491767377555E-01  4.269659E-20  1.353111E-17  1.338726E-13  5.887180E-12  2.118341E-12  3.835109E-10  1.329784E-11  2.043524E-08
    335  1.497116139607E-01  3.256030E-20  1.019077E-17  1.118384E-13  5.428396E-12  2.073371E-12  3.701789E-10  1.340172E-11  2.318961E-08
    336  1.502421520731E-01  2.473356E-20  7.662765E-18  9.317656E-14  5.001229E-12  2.027257E-12  3.569039E-10  1.349043E-11  2.630233E-08
    337  1.509052103900E-01  1.744035E-20  5.361940E-18  7.393450E-14  4.507718E-12  1.968649E-12  3.404717E-10  1.358691E-11  3.075689E-08
    338  1.515352476696E-01  1.244596E-20  3.820821E-18  5.917912E-14  4.078028E-12  1.912226E-12  3.250232E-10  1.366195E-11  3.563391E-08
    339  1.521327102765E-01  8.976364E-21  2.764036E-18  4.769314E-14  3.701704E-12  1.857547E-12  3.103147E-10  1.370741E-11  4.095920E-08
    340  1.526678407657E-01  6.671297E-21  2.070136E-18  3.922170E-14  3.390439E-12  1.808325E-12  2.973014E-10  1.373354E-11  4.635904E-08
    341  1.532481602429E-01  4.817954E-21  1.516941E-18  3.166991E-14  3.079206E-12  1.755036E-12  2.833287E-10  1.374281E-11  5.292514E-08
    342  1.535863948111E-01  3.977507E-21  1.266836E-18  2.792692E-14  2.909576E-12  1.724021E-12  2.751869E-10  1.373503E-11  5.711434E-08
    343  1.538995751697E-01  3.323625E-21  1.071827E-18  2.481866E-14  2.759433E-12  1.695164E-12  2.675840E-10  1.371506E-11  6.127233E-08
    344  1.546020187628E-01  2.213309E-21  7.401216E-19  1.901240E-14  2.447914E-12  1.631155E-12  2.507316E-10  1.364432E-11  7.156601E-08
    345  1.552062305672E-01  1.554779E-21  5.417960E-19  1.509598E-14  2.206384E-12  1.577257E-12  2.363493E-10  1.354527E-11  8.146322E-08
    346  1.557875935888E-01  1.101988E-21  4.031234E-19  1.206031E-14  1.994707E-12  1.526332E-12  2.223393E-10  1.339617E-11  9.187973E-08
    347  1.566447447202E-01  6.594078E-22  2.636384E-19  8.636103E-15  1.717412E-12  1.453817E-12  2.017012E-10  1.308704E-11  1.087984E-07
    348  1.574294426159E-01  4.105676E-22  1.813834E-19  6.356542E-15  1.497227E-12  1.391131E-12  1.829220E-10  1.270347E-11  1.254534E-07
    349  1.581710514975E-01  2.609270E-22  1.286488E-19  4.745431E-15  1.314918E-12  1.335172E-12  1.649742E-10  1.221651E-11  1.416177E-07
    350  1.588328903187E-01  1.739776E-22  9.569623E-20  3.659478E-15  1.172065E-12  1.288888E-12  1.493426E-10  1.170914E-11  1.558846E-07
    351  1.594606073659E-01  1.183735E-22  7.283095E-20  2.862472E-15  1.052039E-12  1.248384E-12  1.348955E-10  1.116209E-11  1.686637E-07
    352  1.600565792087E-01  8.200947E-23  5.645805E-20  2.267137E-15  9.505078E-13  1.213059E-12  1.215287E-10  1.057921E-11  1.795109E-07
    353  1.607059625219E-01  5.509416E-23  4.303458E-20  1.763539E-15  8.527928E-13  1.178715E-12  1.078582E-10  9.916764E-12  1.895516E-07
    354  1.613957576202E-01  3.620420E-23  3.239254E-20  1.355051E-15  7.620998E-13  1.147162E-12  9.448592E-11  9.198540E-12  1.976714E-07
    355  1.620398820205E-01  2.450910E-23  2.487438E-20  1.062204E-15  6.881032E-13  1.122377E-12  8.309019E-11  8.523288E-12  2.023306E-07
    356  1.627691861850E-01  1.586771E-23  1.847894E-20  8.112448E-16  6.156462E-13  1.100406E-12  7.183886E-11  7.807982E-12  2.043965E-07
    357  1.634667099868E-01  1.053510E-23  1.389144E-20  6.302789E-16  5.559991E-13  1.085449E-12  6.264702E-11  7.185548E-12  2.032627E-07
    358  1.645369737572E-01  5.701605E-24  8.924717E-21  4.327906E-16  4.799646E-13  1.074270E-12  5.139134E-11  6.383636E-12  1.961994E-07
    359  1.651200899964E-01  4.118334E-24  6.996118E-21  3.550128E-16  4.452134E-13  1.074215E-12  4.663153E-11  6.042673E-12  1.905436E-07
