 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ca49          ca50          ca51          ca52          ca53          ca54          ca55          ca56 
     78  3.907668434759E-02  5.767390E-12  4.630846E-13  3.001852E-15  5.311570E-18  4.403880E-21  1.185881E-23  3.678519E-27  3.068423E-30
     79  3.934936577490E-02  9.302144E-12  7.629900E-13  5.044844E-15  9.070650E-18  7.563161E-21  2.077913E-23  6.481055E-27  5.505113E-30
     80  3.961640452516E-02  1.474027E-11  1.234631E-12  8.323609E-15  1.520369E-17  1.274750E-20  3.572043E-23  1.120156E-26  9.685899E-30
     81  3.991996766101E-02  2.463615E-11  2.113437E-12  1.456795E-14  2.709343E-17  2.286091E-20  6.551875E-23  2.067283E-26  1.824300E-29
     82  4.019473378510E-02  3.884954E-11  3.405944E-12  2.395479E-14  4.528763E-17  3.843368E-20  1.124265E-22  3.567209E-26  3.206633E-29
     83  4.046928694587E-02  6.074472E-11  5.442819E-12  3.906080E-14  7.507186E-17  6.407951E-20  1.913290E-22  6.104774E-26  5.590243E-29
     84  4.074955599116E-02  9.494896E-11  8.699927E-12  6.374047E-14  1.245934E-16  1.069826E-19  3.262206E-22  1.046863E-25  9.770122E-29
     85  4.099011663524E-02  1.380316E-10  1.289342E-11  9.616105E-14  1.907272E-16  1.646078E-19  5.111145E-22  1.648311E-25  1.563701E-28
     86  4.118445936105E-02  1.854935E-10  1.759923E-11  1.331627E-13  2.672579E-16  2.316151E-19  7.298048E-22  2.362989E-25  2.271576E-28
     87  4.137235583218E-02  2.453650E-10  2.363460E-11  1.813437E-13  3.681575E-16  3.203427E-19  1.023843E-21  3.327888E-25  3.240488E-28
     88  4.152714488067E-02  3.075160E-10  2.999359E-11  2.328026E-13  4.771302E-16  4.165423E-19  1.347035E-21  4.392388E-25  4.322601E-28
     89  4.165981986900E-02  3.718943E-10  3.666404E-11  2.874069E-13  5.938620E-16  5.199313E-19  1.698427E-21  5.553402E-25  5.515142E-28
     90  4.188596337322E-02  5.103260E-10  5.124270E-11  4.085344E-13  8.559922E-16  7.530903E-19  2.502846E-21  8.222035E-25  8.293364E-28
     91  4.208159634323E-02  6.659174E-10  6.793827E-11  5.496362E-13  1.165662E-15  1.029882E-18  3.474310E-21  1.145978E-24  1.171617E-27
     92  4.230932596557E-02  9.000178E-10  9.354399E-11  7.698464E-13  1.655941E-15  1.470301E-18  5.047422E-21  1.672761E-24  1.737329E-27
     93  4.251598135750E-02  1.174047E-09  1.241077E-10  1.037393E-12  2.260372E-15  2.016024E-18  7.031670E-21  2.340415E-24  2.465827E-27
     94  4.274368410830E-02  1.560003E-09  1.680199E-10  1.428788E-12  3.157873E-15  2.830558E-18  1.004753E-20  3.360154E-24  3.596693E-27
     95  4.294191711445E-02  1.984211E-09  2.172289E-10  1.875158E-12  4.196391E-15  3.777828E-18  1.361717E-20  4.572876E-24  4.962900E-27
     96  4.316569238790E-02  2.584576E-09  2.882368E-10  2.530683E-12  5.743894E-15  5.196515E-18  1.905863E-20  6.430331E-24  7.088775E-27
     97  4.339365876136E-02  3.359362E-09  3.817898E-10  3.410652E-12  7.853740E-15  7.141185E-18  2.665924E-20  9.037985E-24  1.012388E-26
     98  4.362382833621E-02  4.348867E-09  5.037997E-10  4.580238E-12  1.070249E-14  9.781302E-18  3.717668E-20  1.266491E-23  1.441793E-26
     99  4.384703699487E-02  5.554762E-09  6.555957E-10  6.062775E-12  1.437006E-14  1.319866E-17  5.104893E-20  1.747299E-23  2.020691E-26
    100  4.408801045744E-02  7.194417E-09  8.664171E-10  8.161624E-12  1.964599E-14  1.814200E-17  7.150765E-20  2.460088E-23  2.893872E-26
    101  4.430336182063E-02  9.029290E-09  1.107246E-09  1.060414E-11  2.588179E-14  2.401623E-17  9.627929E-20  3.327496E-23  3.974435E-26
    102  4.453208602613E-02  1.144528E-08  1.430839E-09  1.394657E-11  3.454661E-14  3.222207E-17  1.315288E-19  4.567937E-23  5.545458E-26
    103  4.474836808964E-02  1.426267E-08  1.815972E-09  1.799838E-11  4.521323E-14  4.237765E-17  1.759704E-19  6.139648E-23  7.569290E-26
    104  4.497736119052E-02  1.792254E-08  2.326718E-09  2.347248E-11  5.985043E-14  5.638899E-17  2.384471E-19  8.360323E-23  1.047712E-25
    105  4.517199675598E-02  2.167506E-08  2.860865E-09  2.929983E-11  7.566567E-14  7.160603E-17  3.075236E-19  1.082734E-22  1.375941E-25
    106  4.536038532241E-02  2.595100E-08  3.480734E-09  3.617369E-11  9.457830E-14  8.988949E-17  3.918944E-19  1.385384E-22  1.784540E-25
    107  4.552484255766E-02  3.026010E-08  4.116190E-09  4.332865E-11  1.145174E-13  1.092503E-16  4.826129E-19  1.712133E-22  2.231711E-25
    108  4.581275722245E-02  3.923915E-08  5.471014E-09  5.889736E-11  1.586514E-13  1.523571E-16  6.887704E-19  2.458726E-22  3.272214E-25
    109  4.603616864208E-02  4.757704E-08  6.762411E-09  7.408297E-11  2.025349E-13  1.955027E-16  8.998758E-19  3.227879E-22  4.365978E-25
    110  4.624194314299E-02  5.638920E-08  8.158729E-09  9.083319E-11  2.517514E-13  2.441676E-16  1.142722E-18  4.117300E-22  5.652941E-25
    111  4.641297951594E-02  6.456988E-08  9.481857E-09  1.069917E-10  2.999407E-13  2.920592E-16  1.385937E-18  5.012207E-22  6.967962E-25
    112  4.656990459822E-02  7.276754E-08  1.083229E-08  1.237481E-10  3.505780E-13  3.426109E-16  1.646681E-18  5.975547E-22  8.402976E-25
    113  4.671253119976E-02  8.079478E-08  1.217746E-08  1.406877E-10  4.023997E-13  3.945610E-16  1.918511E-18  6.983646E-22  9.923656E-25
    114  4.684580987606E-02  8.879138E-08  1.353916E-08  1.580732E-10  4.561962E-13  4.487006E-16  2.205600E-18  8.052077E-22  1.155426E-24
    115  4.697520204195E-02  9.701091E-08  1.496065E-08  1.764644E-10  5.137325E-13  5.068199E-16  2.517760E-18  9.217719E-22  1.335320E-24
    116  4.709649788536E-02  1.051222E-07  1.638454E-08  1.951232E-10  5.727241E-13  5.666227E-16  2.842925E-18  1.043584E-21  1.525334E-24
    117  4.721637454993E-02  1.135225E-07  1.788075E-08  2.149731E-10  6.361254E-13  6.311187E-16  3.197788E-18  1.176934E-21  1.735505E-24
    118  4.732862910872E-02  1.217331E-07  1.936392E-08  2.348865E-10  7.003600E-13  6.966809E-16  3.562662E-18  1.314457E-21  1.954421E-24
    119  4.750539400184E-02  1.353335E-07  2.186467E-08  2.689703E-10  8.116754E-13  8.107758E-16  4.206830E-18  1.558165E-21  2.347256E-24
    120  4.767210524850E-02  1.489121E-07  2.441478E-08  3.043514E-10  9.289370E-13  9.315638E-16  4.900442E-18  1.821743E-21  2.778424E-24
    121  4.783406579930E-02  1.628005E-07  2.707674E-08  3.419205E-10  1.055216E-12  1.062261E-15  5.663240E-18  2.112845E-21  3.261380E-24
    122  4.799263518131E-02  1.770641E-07  2.986571E-08  3.819441E-10  1.191606E-12  1.204082E-15  6.504157E-18  2.435089E-21  3.803396E-24
    123  4.815339657435E-02  1.922016E-07  3.288538E-08  4.260047E-10  1.343823E-12  1.363092E-15  7.461964E-18  2.803634E-21  4.431830E-24
    124  4.832264594384E-02  2.088777E-07  3.628144E-08  4.764148E-10  1.520457E-12  1.548494E-15  8.597053E-18  3.242251E-21  5.190382E-24
    125  4.849826454798E-02  2.269852E-07  4.004970E-08  5.333620E-10  1.722969E-12  1.762123E-15  9.927330E-18  3.758571E-21  6.096562E-24
    126  4.867786870736E-02  2.463505E-07  4.417091E-08  5.968038E-10  1.952039E-12  2.005014E-15  1.146645E-17  4.358673E-21  7.165862E-24
    127  4.885872256535E-02  2.667118E-07  4.860406E-08  6.663395E-10  2.207025E-12  2.276802E-15  1.321943E-17  5.045318E-21  8.408296E-24
    128  4.903755607841E-02  2.876853E-07  5.327629E-08  7.410129E-10  2.485116E-12  2.574771E-15  1.517551E-17  5.815048E-21  9.822563E-24
    129  4.921259737621E-02  3.090042E-07  5.813470E-08  8.201138E-10  2.784227E-12  2.896917E-15  1.732743E-17  6.665688E-21  1.140924E-23
    130  4.938368810460E-02  3.305699E-07  6.316119E-08  9.034579E-10  3.104148E-12  3.243225E-15  1.968059E-17  7.600016E-21  1.317796E-23
    131  4.955132280349E-02  3.523598E-07  6.835483E-08  9.911384E-10  3.445731E-12  3.614831E-15  2.224839E-17  8.624021E-21  1.514480E-23
    132  4.971624312404E-02  3.743843E-07  7.372322E-08  1.083406E-09  3.810493E-12  4.013618E-15  2.505009E-17  9.746121E-21  1.733112E-23
    133  4.987811857735E-02  3.965053E-07  7.923809E-08  1.179898E-09  4.197564E-12  4.438875E-15  2.808725E-17  1.096771E-20  1.974522E-23
    134  5.003799836445E-02  4.187623E-07  8.491621E-08  1.281047E-09  4.609272E-12  4.893413E-15  3.138708E-17  1.230056E-20  2.241647E-23
    135  5.019682549602E-02  4.411832E-07  9.077218E-08  1.387277E-09  5.048063E-12  5.380239E-15  3.497972E-17  1.375783E-20  2.537837E-23
    136  5.035511419132E-02  4.637184E-07  9.680354E-08  1.498744E-09  5.515423E-12  5.901356E-15  3.888964E-17  1.535057E-20  2.866169E-23
    137  5.051299755300E-02  4.862418E-07  1.029888E-07  1.615275E-09  6.011562E-12  6.457385E-15  4.313231E-17  1.708634E-20  3.229133E-23
    138  5.067010535678E-02  5.085299E-07  1.092792E-07  1.736184E-09  6.534521E-12  7.046535E-15  4.770549E-17  1.896554E-20  3.627820E-23
    139  5.082726902819E-02  5.304993E-07  1.156658E-07  1.861554E-09  7.085727E-12  7.670859E-15  5.263769E-17  2.100136E-20  4.066148E-23
    140  5.098506829486E-02  5.519903E-07  1.221208E-07  1.991153E-09  7.665415E-12  8.331139E-15  5.794988E-17  2.320416E-20  4.547657E-23
    141  5.114361869269E-02  5.727309E-07  1.285852E-07  2.124153E-09  8.271315E-12  9.025372E-15  6.364264E-17  2.557609E-20  5.074312E-23
    142  5.130328078870E-02  5.924266E-07  1.349943E-07  2.259639E-09  8.900872E-12  9.751283E-15  6.971610E-17  2.811937E-20  5.648288E-23
    143  5.146205644840E-02  6.104617E-07  1.411751E-07  2.394351E-09  9.540478E-12  1.049380E-14  7.606256E-17  3.079100E-20  6.261571E-23
    144  5.162089365231E-02  6.265505E-07  1.470588E-07  2.527189E-09  1.018645E-11  1.124928E-14  8.266912E-17  3.358766E-20  6.915116E-23
    145  5.177902725711E-02  6.401928E-07  1.524986E-07  2.655301E-09  1.082658E-11  1.200408E-14  8.943619E-17  3.646942E-20  7.601422E-23
    146  5.193558292952E-02  6.508821E-07  1.573373E-07  2.775450E-09  1.144632E-11  1.274166E-14  9.623404E-17  3.938309E-20  8.309570E-23
    147  5.207655208218E-02  6.577505E-07  1.611177E-07  2.875703E-09  1.198254E-11  1.338642E-14  1.023545E-16  4.202426E-20  8.965057E-23
    148  5.220437120847E-02  6.614404E-07  1.639828E-07  2.958208E-09  1.244219E-11  1.394522E-14  1.078245E-16  4.440100E-20  9.567320E-23
    149  5.240275279905E-02  6.618363E-07  1.671803E-07  3.066280E-09  1.308581E-11  1.474106E-14  1.159746E-16  4.797679E-20  1.049991E-22
    150  5.258707116153E-02  6.558444E-07  1.685801E-07  3.140014E-09  1.358344E-11  1.537401E-14  1.229260E-16  5.107017E-20  1.133994E-22
    151  5.276353482958E-02  6.439709E-07  1.683206E-07  3.181904E-09  1.394500E-11  1.585492E-14  1.287534E-16  5.371077E-20  1.209313E-22
    152  5.293536770993E-02  6.264872E-07  1.664465E-07  3.192203E-09  1.416905E-11  1.618110E-14  1.334066E-16  5.587476E-20  1.275204E-22
    153  5.310288915571E-02  6.038954E-07  1.630243E-07  3.170927E-09  1.425047E-11  1.634462E-14  1.367620E-16  5.750400E-20  1.329874E-22
    154  5.325369291828E-02  5.791333E-07  1.586060E-07  3.124427E-09  1.419973E-11  1.635012E-14  1.386451E-16  5.850123E-20  1.369188E-22
    155  5.339308966526E-02  5.528539E-07  1.534406E-07  3.058420E-09  1.404477E-11  1.623029E-14  1.393392E-16  5.898590E-20  1.395877E-22
    156  5.362726198018E-02  5.025756E-07  1.426533E-07  2.900246E-09  1.355341E-11  1.575827E-14  1.381316E-16  5.879629E-20  1.417554E-22
    157  5.383816121000E-02  4.524359E-07  1.310523E-07  2.712388E-09  1.287726E-11  1.505478E-14  1.344654E-16  5.751939E-20  1.410255E-22
    158  5.403768730975E-02  4.027003E-07  1.189132E-07  2.503172E-09  1.206347E-11  1.417729E-14  1.289033E-16  5.539915E-20  1.380085E-22
    159  5.422986619970E-02  3.544467E-07  1.066279E-07  2.281524E-09  1.115558E-11  1.317666E-14  1.218821E-16  5.261895E-20  1.331130E-22
    160  5.440569294967E-02  3.112855E-07  9.525417E-08  2.068912E-09  1.025125E-11  1.216474E-14  1.143100E-16  4.955497E-20  1.271421E-22
    161  5.456994612052E-02  2.726881E-07  8.478596E-08  1.867526E-09  9.369190E-12  1.116640E-14  1.064885E-16  4.634365E-20  1.204822E-22
    162  5.485681963417E-02  2.110857E-07  6.749536E-08  1.523644E-09  7.812723E-12  9.382666E-15  9.182749E-17  4.023636E-20  1.070595E-22
    163  5.511708850657E-02  1.630004E-07  5.346321E-08  1.234085E-09  6.454676E-12  7.805622E-15  7.820915E-17  3.448130E-20  9.369396E-23
    164  5.536560227933E-02  1.245638E-07  4.186408E-08  9.871718E-10  5.262210E-12  6.405967E-15  6.564436E-17  2.911297E-20  8.071156E-23
    165  5.559867087093E-02  9.503159E-08  3.268017E-08  7.862328E-10  4.266752E-12  5.226769E-15  5.470720E-17  2.439764E-20  6.893134E-23
    166  5.582344501454E-02  7.200732E-08  2.531869E-08  6.210595E-10  3.429242E-12  4.226353E-15  4.515148E-17  2.024456E-20  5.825368E-23
    167  5.608267729631E-02  5.135575E-08  1.852749E-08  4.647792E-10  2.618259E-12  3.249586E-15  3.554882E-17  1.603836E-20  4.713778E-23
    168  5.632179590432E-02  3.702992E-08  1.368105E-08  3.503968E-10  2.010874E-12  2.512030E-15  2.808962E-17  1.274609E-20  3.820248E-23
    169  5.658568452696E-02  2.542768E-08  9.645231E-09  2.527637E-10  1.480677E-12  1.863074E-15  2.134478E-17  9.747319E-21  2.985486E-23
    170  5.682194908758E-02  1.795388E-08  6.973436E-09  1.865497E-10  1.113165E-12  1.409759E-15  1.650726E-17  7.581401E-21  2.367738E-23
    171  5.707748662895E-02  1.219593E-08  4.860211E-09  1.329523E-10  8.093926E-13  1.032289E-15  1.237646E-17  5.719527E-21  1.824356E-23
    172  5.730159219632E-02  8.627149E-09  3.516607E-09  9.810460E-11  6.078708E-13  7.800932E-16  9.549372E-18  4.437156E-21  1.441841E-23
    173  5.769211250520E-02  4.664992E-09  1.978328E-09  5.712094E-11  3.650693E-13  4.736423E-16  6.014286E-18  2.821506E-21  9.473769E-24
    174  5.804755660481E-02  2.648520E-09  1.164568E-09  3.469428E-11  2.280767E-13  2.988611E-16  3.923048E-18  1.856496E-21  6.421123E-24
    175  5.837706807704E-02  1.573761E-09  7.156773E-10  2.195004E-11  1.481266E-13  1.958991E-16  2.651851E-18  1.265067E-21  4.496988E-24
    176  5.868213309337E-02  9.851420E-10  4.622654E-10  1.456682E-11  1.007347E-13  1.343781E-16  1.872105E-18  8.998292E-22  3.281680E-24
    177  5.897372529375E-02  6.444711E-10  3.116418E-10  1.007849E-11  7.135094E-14  9.597369E-17  1.374470E-18  6.654247E-22  2.487244E-24
    178  5.927019313219E-02  4.344645E-10  2.166357E-10  7.193732E-12  5.216237E-14  7.076066E-17  1.042313E-18  5.083451E-22  1.948393E-24
    179  5.955970264735E-02  3.107030E-10  1.596565E-10  5.440747E-12  4.038854E-14  5.524675E-17  8.365496E-19  4.109454E-22  1.614282E-24
