 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                p24           p25           p26           p27           p28           p29           p30           p31  
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.210759E-28  4.972756E-27  1.302613E-25
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.263080E-28  2.475262E-26  7.566197E-25
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.959888E-27  2.254153E-25  8.522317E-24
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.925177E-26  1.362370E-24  6.779739E-23
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.642171E-30  2.108655E-25  2.270032E-23  1.674794E-21
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.814017E-30  7.183228E-25  9.508565E-23  9.293852E-21
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.309697E-30  2.282409E-24  3.938077E-22  4.801025E-20
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.763222E-29  1.193166E-23  3.274347E-21  5.930295E-19
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.920115E-29  3.053766E-23  1.108375E-20  2.637039E-18
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.803899E-29  7.681067E-23  3.653364E-20  1.109762E-17
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.420057E-29  9.731344E-23  4.966830E-20  1.603957E-17
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.071111E-29  1.204651E-22  6.579015E-20  2.266264E-17
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.776196E-29  1.482342E-22  8.644787E-20  3.176529E-17
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.064614E-29  1.604964E-22  9.602274E-20  3.619815E-17
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.352435E-29  1.732637E-22  1.062610E-19  4.106785E-17
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.031247E-29  2.056880E-22  1.334702E-19  5.463813E-17
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.826591E-29  2.484359E-22  1.718836E-19  7.523721E-17
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.545876E-29  2.923859E-22  2.142405E-19  9.972013E-17
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.028568E-28  3.441071E-22  2.676522E-19  1.330010E-16
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.092714E-28  3.956498E-22  3.245703E-19  1.711773E-16
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.116506E-28  4.166669E-22  3.488043E-19  1.882234E-16
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.135395E-28  4.340915E-22  3.693049E-19  2.029539E-16
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.193472E-28  4.928220E-22  4.412648E-19  2.570674E-16
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.288536E-28  6.101194E-22  5.976327E-19  3.865152E-16
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.367778E-28  7.362208E-22  7.834153E-19  5.591978E-16
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.408313E-28  8.140346E-22  9.064920E-19  6.836533E-16
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.422100E-28  8.428572E-22  9.535941E-19  7.331643E-16
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.433493E-28  8.675908E-22  9.946237E-19  7.770578E-16
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.474684E-28  9.652455E-22  1.162215E-18  9.640638E-16
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.546161E-28  1.169557E-21  1.539627E-18  1.426685E-15
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.606618E-28  1.385538E-21  1.974305E-18  2.023195E-15
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.649995E-28  1.570700E-21  2.372908E-18  2.622784E-15
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.692052E-28  1.783122E-21  2.857169E-18  3.411981E-15
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.716907E-28  1.930935E-21  3.210525E-18  4.028768E-15
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.738770E-28  2.082011E-21  3.585202E-18  4.719406E-15
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.760783E-28  2.267496E-21  4.063811E-18  5.655839E-15
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.778827E-28  2.471356E-21  4.613750E-18  6.806830E-15
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.786492E-28  2.593178E-21  4.954654E-18  7.560842E-15
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.792449E-28  2.739107E-21  5.375012E-18  8.530503E-15
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.794922E-28  2.914400E-21  5.898899E-18  9.806511E-15
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.792288E-28  3.082649E-21  6.422715E-18  1.115990E-14
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.782705E-28  3.277785E-21  7.058820E-18  1.291277E-14
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.766116E-28  3.466944E-21  7.708998E-18  1.483611E-14
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.738184E-28  3.676027E-21  8.473952E-18  1.728410E-14
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.704284E-28  3.856097E-21  9.182079E-18  1.974813E-14
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.661476E-28  4.024472E-21  9.899099E-18  2.245788E-14
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.608478E-28  4.179180E-21  1.062672E-17  2.547014E-14
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.555764E-28  4.293444E-21  1.123346E-17  2.823368E-14
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.508423E-28  4.370654E-21  1.170303E-17  3.057054E-14
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.458787E-28  4.430663E-21  1.213282E-17  3.290319E-14
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.415210E-28  4.468222E-21  1.246468E-17  3.486715E-14
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.376066E-28  4.491271E-21  1.273039E-17  3.657216E-14
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.305942E-28  4.509984E-21  1.313719E-17  3.950089E-14
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.242334E-28  4.504505E-21  1.343681E-17  4.203487E-14
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.165368E-28  4.472589E-21  1.371899E-17  4.495174E-14
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.093422E-28  4.419677E-21  1.390775E-17  4.753527E-14
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.013518E-28  4.335860E-21  1.403564E-17  5.026381E-14
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.441689E-29  4.241794E-21  1.407476E-17  5.250041E-14
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.671528E-29  4.114367E-21  1.403814E-17  5.483502E-14
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.908881E-29  3.963237E-21  1.391071E-17  5.695711E-14
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.168128E-29  3.791000E-21  1.368838E-17  5.878183E-14
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.483129E-29  3.607419E-21  1.338277E-17  6.019234E-14
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.783711E-29  3.393263E-21  1.295339E-17  6.125247E-14
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.190139E-29  3.188750E-21  1.248076E-17  6.172462E-14
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.596950E-29  2.960775E-21  1.189115E-17  6.168228E-14
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.070352E-29  2.736089E-21  1.125134E-17  6.106098E-14
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.547110E-29  2.490445E-21  1.049325E-17  5.974222E-14
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.128791E-29  2.277108E-21  9.791030E-18  5.806473E-14
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.746266E-29  2.068460E-21  9.069516E-18  5.595513E-14
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.430601E-29  1.886271E-21  8.414245E-18  5.373818E-14
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.921819E-29  1.572808E-21  7.236951E-18  4.911031E-14
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.569480E-29  1.340290E-21  6.324980E-18  4.499416E-14
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.278690E-29  1.138067E-21  5.504990E-18  4.090474E-14
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.065455E-29  9.824734E-22  4.855809E-18  3.741396E-14
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.928719E-30  8.511072E-22  4.293948E-18  3.420653E-14
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.548055E-30  7.418329E-22  3.815767E-18  3.133379E-14
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.413302E-30  6.486982E-22  3.399420E-18  2.871877E-14
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.447369E-30  5.665998E-22  3.024764E-18  2.626851E-14
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.655104E-30  4.969543E-22  2.700521E-18  2.406767E-14
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.971316E-30  4.348489E-22  2.405688E-18  2.199608E-14
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.412747E-30  3.824835E-22  2.152318E-18  2.015721E-14
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.675673E-30  3.106210E-22  1.796236E-18  1.747044E-14
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.118680E-30  2.536855E-22  1.505821E-18  1.517739E-14
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.684974E-30  2.072957E-22  1.262441E-18  1.317264E-14
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.345142E-30  1.693183E-22  1.057584E-18  1.141533E-14
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.069725E-30  1.372219E-22  8.795635E-19  9.825326E-15
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.095507E-22  7.215217E-19  8.355691E-15
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.640268E-23  5.851640E-19  7.033785E-15
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.756203E-23  4.705612E-19  5.874566E-15
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.260414E-23  3.765453E-19  4.882010E-15
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.100001E-23  3.011721E-19  4.051746E-15
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.209634E-23  2.414335E-19  3.365726E-15
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.526559E-23  1.941258E-19  2.799929E-15
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.000360E-23  1.565364E-19  2.332139E-15
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.592808E-23  1.265283E-19  1.943828E-15
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.277423E-23  1.026116E-19  1.622208E-15
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.030631E-23  8.335452E-20  1.353047E-15
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.371879E-24  6.783143E-20  1.127696E-15
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.852616E-24  5.530357E-20  9.387960E-16
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.659592E-24  4.520494E-20  7.806037E-16
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.725447E-24  3.709906E-20  6.486501E-16
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.990487E-24  3.057294E-20  5.381972E-16
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.410777E-24  2.531711E-20  4.456393E-16
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.953742E-24  2.109879E-20  3.682561E-16
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.592942E-24  1.772199E-20  3.036342E-16
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.311354E-24  1.506384E-20  2.504801E-16
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.089597E-24  1.296732E-20  2.065874E-16
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.915075E-24  1.132994E-20  1.706015E-16
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.777236E-24  1.006136E-20  1.412136E-16
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.676648E-24  9.164929E-21  1.192931E-16
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.600695E-24  8.517402E-21  1.025853E-16
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.504968E-24  7.762315E-21  8.162669E-17
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.434102E-24  7.274151E-21  6.657524E-17
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.377994E-24  6.953429E-21  5.534236E-17
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.331345E-24  6.746963E-21  4.679428E-17
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.291340E-24  6.623203E-21  4.027955E-17
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.258685E-24  6.562560E-21  3.565028E-17
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.230546E-24  6.540169E-21  3.221521E-17
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.186307E-24  6.557408E-21  2.787069E-17
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.148462E-24  6.615890E-21  2.509824E-17
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.113599E-24  6.696773E-21  2.318733E-17
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.080405E-24  6.789849E-21  2.181822E-17
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.050149E-24  6.882807E-21  2.085625E-17
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.021859E-24  6.973138E-21  2.013898E-17
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.723141E-25  7.131114E-21  1.917135E-17
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.271658E-25  7.267251E-21  1.849254E-17
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.840824E-25  7.384705E-21  1.794968E-17
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.439199E-25  7.479957E-21  1.749898E-17
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.055781E-25  7.557261E-21  1.709895E-17
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.620757E-25  7.626563E-21  1.666823E-17
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.228294E-25  7.671293E-21  1.629329E-17
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.806718E-25  7.700328E-21  1.589992E-17
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.440727E-25  7.709601E-21  1.556370E-17
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.057874E-25  7.703616E-21  1.521542E-17
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.733718E-25  7.686076E-21  1.492216E-17
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.195313E-25  7.632171E-21  1.443568E-17
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.734769E-25  7.561375E-21  1.401718E-17
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.333229E-25  7.478819E-21  1.364739E-17
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.983182E-25  7.389413E-21  1.331846E-17
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.667860E-25  7.293367E-21  1.301433E-17
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.366254E-25  7.185986E-21  1.271381E-17
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.089740E-25  7.072739E-21  1.242747E-17
