 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                os182         os183         os184         os185         os186         os187         os188         os189
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  3.649063E-30  2.552776E-29  5.187393E-29  1.653654E-28  1.864803E-28  2.879674E-28
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  3.296503E-30  2.296245E-29  4.763314E-29  1.561206E-28  1.814171E-28  2.860147E-28
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  3.041983E-30  2.151561E-29  4.576537E-29  1.529251E-28  1.819413E-28  2.924573E-28
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  2.835670E-30  2.059503E-29  4.497126E-29  1.533849E-28  1.868989E-28  3.063282E-28
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  2.625013E-30  1.995951E-29  4.454304E-29  1.536306E-28  1.900125E-28  3.158974E-28
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  2.277625E-30  1.753456E-29  4.020928E-29  1.414587E-28  1.788407E-28  3.025196E-28
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  2.074498E-30  1.602195E-29  3.666938E-29  1.299773E-28  1.657150E-28  2.817207E-28
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  3.230041E-30  2.611491E-29  6.268631E-29  2.292311E-28  3.032578E-28  5.324246E-28
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  2.758613E-30  2.233773E-29  5.524567E-29  2.098236E-28  2.897165E-28  5.234467E-28
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  2.475124E-30  2.043455E-29  5.211348E-29  2.022086E-28  2.868078E-28  5.304467E-28
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  2.240915E-30  1.951858E-29  5.096274E-29  2.001520E-28  2.885723E-28  5.421430E-28
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.940030E-30  1.730919E-29  4.651375E-29  1.868850E-28  2.765391E-28  5.301098E-28
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.766774E-30  1.576348E-29  4.263462E-29  1.735160E-28  2.602502E-28  5.030734E-28
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  2.788361E-30  2.629176E-29  7.475067E-29  3.143178E-28  4.919998E-28  9.890600E-28
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  2.322934E-30  2.168649E-29  6.469787E-29  2.860620E-28  4.732745E-28  9.873620E-28
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  2.027824E-30  2.054019E-29  6.283625E-29  2.811487E-28  4.741827E-28  1.009995E-27
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.755748E-30  1.825528E-29  5.795304E-29  2.671210E-28  4.659456E-28  1.017815E-27
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.609368E-30  1.671238E-29  5.418268E-29  2.558236E-28  4.570127E-28  1.012514E-27
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.673152E-30  1.791812E-29  6.088736E-29  2.978928E-28  5.526557E-28  1.257951E-27
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.381269E-30  1.544100E-29  5.457184E-29  2.758451E-28  5.345545E-28  1.262670E-27
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.399458E-30  1.600030E-29  5.857518E-29  3.048357E-28  6.088567E-28  1.467581E-27
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.151860E-30  1.369086E-29  5.130999E-29  2.724890E-28  5.609489E-28  1.389582E-27
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.104798E-30  1.348482E-29  5.305538E-29  2.930024E-28  6.294095E-28  1.606293E-27
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.127938E-29  4.548993E-29  2.561480E-28  5.660707E-28  1.482058E-27
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.269574E-30  1.769613E-29  7.623246E-29  4.476895E-28  1.040696E-27  2.844288E-27
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.067134E-30  1.387915E-29  6.153351E-29  3.742173E-28  9.254628E-28  2.687550E-27
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.192475E-29  5.719412E-29  3.636166E-28  9.244952E-28  2.702016E-27
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  9.693624E-30  4.890077E-29  3.261570E-28  8.789177E-28  2.679697E-27
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  8.208533E-30  4.344570E-29  3.010029E-28  8.513696E-28  2.698775E-27
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  7.347030E-30  4.064972E-29  2.929496E-28  8.716212E-28  2.873378E-27
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.259331E-30  3.653046E-29  2.737861E-28  8.535993E-28  2.914157E-27
