 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                co77          co78          co79          co80          ni50          ni51          ni52          ni53 
    180  5.987296131417E-02  5.224836E-24  1.338924E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  5.445216E-24  1.394662E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  5.716942E-24  1.463448E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  6.001046E-24  1.535454E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  6.302636E-24  1.611976E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  6.914016E-24  1.767290E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  7.630705E-24  1.949545E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  8.411320E-24  2.148181E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  9.416227E-24  2.403983E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  1.171066E-23  2.988187E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  1.457774E-23  3.718256E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  1.771856E-23  4.518005E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  2.152970E-23  5.488370E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  3.062959E-23  7.805024E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  4.239717E-23  1.080036E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  6.076558E-23  1.547522E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  8.330641E-23  2.121133E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  1.409614E-22  3.588177E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  2.192020E-22  5.578947E-27  1.167533E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  3.293836E-22  8.382519E-27  1.797765E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  4.923564E-22  1.252975E-26  2.740420E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  7.266436E-22  1.849266E-26  4.123817E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  1.347974E-21  3.431125E-26  7.897026E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  1.936459E-21  4.929922E-26  1.156221E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  2.761189E-21  7.031148E-26  1.680291E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  4.950019E-21  1.261108E-25  3.110440E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  8.436754E-21  2.150682E-25  5.462709E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  1.388466E-20  3.541824E-25  9.250876E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  2.281333E-20  5.823996E-25  1.564684E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  3.544810E-20  9.056706E-25  2.495570E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  5.461933E-20  1.396692E-24  3.946202E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  8.341692E-20  2.135082E-24  6.183330E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  1.286240E-19  3.295599E-24  9.789790E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  1.967517E-19  5.046720E-24  1.537138E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  3.080081E-19  7.910304E-24  2.473922E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  4.801733E-19  1.234807E-23  3.964559E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  7.595440E-19  1.956035E-23  6.452862E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  1.200733E-18  3.096872E-23  1.049687E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  1.917816E-18  4.954292E-23  1.726365E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  3.073761E-18  7.953807E-23  2.849783E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  4.657267E-18  1.206979E-22  4.431576E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  7.355624E-18  1.909584E-22  7.202086E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  1.135870E-17  2.953795E-22  1.142785E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  1.855152E-17  4.833680E-22  1.924481E-25  1.075374E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  2.949256E-17  7.698940E-22  3.149160E-25  1.750187E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  4.921275E-17  1.287436E-21  5.425089E-25  2.992954E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  7.773154E-17  2.037497E-21  8.816005E-25  4.832273E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  1.233429E-16  3.239644E-21  1.439622E-24  7.840098E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  1.978500E-16  5.207765E-21  2.378157E-24  1.286693E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  3.338245E-16  8.808527E-21  4.145916E-24  2.227136E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  5.347532E-16  1.414292E-20  6.840970E-24  3.651522E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  9.031745E-16  2.395077E-20  1.194579E-23  6.331484E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  1.432010E-15  3.806848E-20  1.951371E-23  1.027865E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  2.375973E-15  6.334311E-20  3.347940E-23  1.751459E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  3.827248E-15  1.023248E-19  5.571096E-23  2.895518E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  6.192729E-15  1.660777E-19  9.327846E-23  4.815436E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  9.364007E-15  2.518406E-19  1.454686E-22  7.464810E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  1.795798E-14  4.853900E-19  2.940786E-22  1.494010E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  3.048327E-14  8.278892E-19  5.242318E-22  2.639130E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  4.730183E-14  1.290813E-18  8.530877E-22  4.257677E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  6.676388E-14  1.830305E-18  1.259078E-21  6.234100E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  8.843310E-14  2.435593E-18  1.742594E-21  8.562175E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  1.235079E-13  3.425633E-18  2.597383E-21  1.262133E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  1.588120E-13  4.434287E-18  3.545867E-21  1.706024E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  1.967882E-13  5.529473E-18  4.643640E-21  2.214370E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  2.410374E-13  6.813369E-18  5.984937E-21  2.831277E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  2.739668E-13  7.772110E-18  7.010434E-21  3.301118E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  3.170023E-13  9.028011E-18  8.376980E-21  3.925460E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  3.852192E-13  1.102397E-17  1.058874E-20  4.932996E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  4.699136E-13  1.350932E-17  1.339900E-20  6.209109E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  6.944398E-13  2.012869E-17  2.111951E-20  9.698270E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  1.036126E-12  3.026657E-17  3.344130E-20  1.523283E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  1.545972E-12  4.549530E-17  5.274666E-20  2.385146E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  2.305515E-12  6.834083E-17  8.297540E-20  3.726542E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  3.342775E-12  9.975627E-17  1.263165E-19  5.638788E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  4.731358E-12  1.420940E-16  1.870858E-19  8.305772E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  6.882333E-12  2.081442E-16  2.858973E-19  1.261886E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  9.881991E-12  3.009533E-16  4.308874E-19  1.891269E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  1.380066E-11  4.231110E-16  6.299994E-19  2.751027E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  1.902660E-11  5.872663E-16  9.091417E-19  3.950155E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  2.549771E-11  7.921008E-16  1.272417E-18  5.502909E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  3.372536E-11  1.054560E-15  1.757794E-18  7.567476E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  4.423907E-11  1.392715E-15  2.411185E-18  1.033284E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  5.662121E-11  1.794394E-15  3.223051E-18  1.375172E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  7.128604E-11  2.274342E-15  4.238493E-18  1.800661E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  8.697028E-11  2.792227E-15  5.384853E-18  2.278696E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  1.072496E-10  3.468356E-15  6.955889E-18  2.930522E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  1.276397E-10  4.155195E-15  8.634299E-18  3.623363E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  1.486936E-10  4.871431E-15  1.046981E-17  4.377541E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  1.745161E-10  5.759353E-15  1.286311E-17  5.356240E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  2.054836E-10  6.837642E-15  1.594203E-17  6.608803E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  2.352838E-10  7.888876E-15  1.912369E-17  7.896741E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  2.654017E-10  8.964351E-15  2.255739E-17  9.280673E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  2.995753E-10  1.020010E-14  2.672228E-17  1.095221E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  3.378467E-10  1.160302E-14  3.173128E-17  1.295382E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  3.749928E-10  1.298319E-14  3.694457E-17  1.502856E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  4.184167E-10  1.461858E-14  4.347659E-17  1.761796E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  4.594397E-10  1.618463E-14  5.008642E-17  2.022847E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  5.361596E-10  1.916752E-14  6.363562E-17  2.555444E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  5.838533E-10  2.105556E-14  7.284049E-17  2.915717E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  6.332867E-10  2.303938E-14  8.303793E-17  3.313615E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  7.134494E-10  2.631511E-14  1.010769E-16  4.014815E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  7.602810E-10  2.826128E-14  1.124903E-16  4.457011E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  8.080256E-10  3.026997E-14  1.248190E-16  4.933581E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  8.982874E-10  3.413900E-14  1.502233E-16  5.912418E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  9.855034E-10  3.796438E-14  1.774809E-16  6.958781E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  1.069484E-09  4.173167E-14  2.065005E-16  8.069081E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  1.150345E-09  4.543989E-14  2.372745E-16  9.242969E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  1.229750E-09  4.915766E-14  2.703492E-16  1.050125E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.305770E-09  5.279222E-14  3.049686E-16  1.181502E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.373789E-09  5.610755E-14  3.385690E-16  1.308737E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  1.440808E-09  5.943002E-14  3.741488E-16  1.443220E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  1.515878E-09  6.321630E-14  4.170320E-16  1.605019E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  1.584325E-09  6.673100E-14  4.591701E-16  1.763738E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  1.662543E-09  7.080924E-14  5.106395E-16  1.957324E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  1.740791E-09  7.494606E-14  5.654715E-16  2.163292E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  1.834131E-09  7.994806E-14  6.351420E-16  2.424689E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  1.923032E-09  8.476373E-14  7.052550E-16  2.687493E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  2.114364E-09  9.522177E-14  8.653620E-16  3.287064E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  2.219495E-09  1.010024E-13  9.576672E-16  3.632503E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  2.324517E-09  1.067844E-13  1.051969E-15  3.985322E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  2.568662E-09  1.202330E-13  1.277326E-15  4.828224E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  2.725211E-09  1.288620E-13  1.425745E-15  5.383216E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  2.889747E-09  1.379357E-13  1.584531E-15  5.976885E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  3.269732E-09  1.589225E-13  1.961258E-15  7.385101E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  3.662961E-09  1.807152E-13  2.365326E-15  8.895116E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  4.154098E-09  2.080683E-13  2.889450E-15  1.085328E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  4.709166E-09  2.391797E-13  3.506716E-15  1.315882E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  5.374753E-09  2.767626E-13  4.279770E-15  1.604553E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  6.159657E-09  3.214520E-13  5.234309E-15  1.960908E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  7.640234E-09  4.067663E-13  7.151607E-15  2.676494E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  8.598941E-09  4.626462E-13  8.467431E-15  3.167493E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  9.703236E-09  5.275547E-13  1.004837E-14  3.757351E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  1.230701E-08  6.826803E-13  1.403121E-14  5.243190E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  1.420019E-08  7.970794E-13  1.713131E-14  6.399630E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  1.622519E-08  9.207207E-13  2.061700E-14  7.699905E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  1.990529E-08  1.148394E-12  2.736129E-14  1.021586E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  2.411777E-08  1.413115E-12  3.567043E-14  1.331596E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  2.908335E-08  1.729937E-12  4.618565E-14  1.723990E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  3.540970E-08  2.139849E-12  6.058211E-14  2.261366E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  4.246997E-08  2.604547E-12  7.785425E-14  2.906299E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  5.039983E-08  3.134335E-12  9.863035E-14  3.682365E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  5.675295E-08  3.563971E-12  1.162319E-13  4.340079E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  6.329329E-08  4.010570E-12  1.351747E-13  5.048132E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  7.259987E-08  4.653011E-12  1.634990E-13  6.107241E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  8.446122E-08  5.482500E-12  2.017868E-13  7.539578E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  1.017400E-07  6.709783E-12  2.616292E-13  9.779638E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.206242E-07  8.073166E-12  3.320497E-13  1.241749E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.460889E-07  9.943881E-12  4.347194E-13  1.626642E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.753163E-07  1.213135E-11  5.627453E-13  2.107033E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  2.123003E-07  1.495307E-11  7.392170E-13  2.769890E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  2.530059E-07  1.811973E-11  9.508689E-13  3.565792E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  3.105916E-07  2.269732E-11  1.279960E-12  4.804992E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  3.749619E-07  2.793508E-11  1.687107E-12  6.340512E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  4.960273E-07  3.808847E-11  2.559744E-12  9.638833E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  5.735004E-07  4.477432E-11  3.190025E-12  1.202624E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  6.592083E-07  5.232777E-11  3.952086E-12  1.491764E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  7.792476E-07  6.316752E-11  5.133904E-12  1.941078E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  9.067879E-07  7.500259E-11  6.539006E-12  2.476535E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  1.039970E-06  8.769608E-11  8.176153E-12  3.101909E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  1.169332E-06  1.003426E-10  9.938313E-12  3.776619E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  1.320003E-06  1.154602E-10  1.221535E-11  4.650621E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  1.412602E-06  1.249567E-10  1.374095E-11  5.237427E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  1.501396E-06  1.342088E-10  1.529860E-11  5.837485E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  1.710697E-06  1.565830E-10  1.935652E-11  7.404753E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.901038E-06  1.776262E-10  2.355515E-11  9.031831E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  2.092211E-06  1.994405E-10  2.831047E-11  1.088054E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  2.386630E-06  2.344009E-10  3.681506E-11  1.420047E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  2.666909E-06  2.692835E-10  4.643469E-11  1.797390E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  2.939164E-06  3.047408E-10  5.744676E-11  2.231388E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  3.186679E-06  3.383962E-10  6.911090E-11  2.693153E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  3.424221E-06  3.720422E-10  8.202363E-11  3.206529E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  3.651435E-06  4.055296E-10  9.619490E-11  3.772281E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  3.900019E-06  4.437163E-10  1.140463E-10  4.488059E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  4.164307E-06  4.862100E-10  1.361698E-10  5.379383E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  4.410603E-06  5.276920E-10  1.602254E-10  6.353252E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  4.688136E-06  5.767759E-10  1.920261E-10  7.647347E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  4.951612E-06  6.258530E-10  2.277165E-10  9.107700E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  5.351059E-06  7.053208E-10  2.944930E-10  1.185958E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  5.565808E-06  7.508063E-10  3.381105E-10  1.366912E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
