 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                in110         in111         in112         in113         in114         in115         in116         in117
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.026398E-30  1.291786E-30  1.546600E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.013811E-30  1.286036E-30  1.611032E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.725592E-30  2.744535E-30  4.170776E-30  2.263560E-30  1.235007E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.241007E-30  1.711328E-30  3.182130E-30  1.952635E-30  1.141414E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.249601E-30  1.828620E-30  3.064961E-30  2.162857E-30  1.380991E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.869292E-30  3.932222E-30  4.050543E-30  1.615169E-30  3.292641E-30  1.429376E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.293820E-30  2.065700E-30  5.169203E-30  3.673284E-30  2.798248E-30  1.186390E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.250719E-30  2.435137E-30  5.630845E-30  3.535805E-30  1.593441E-30  2.077986E-30  1.140958E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.769801E-30  1.823058E-30  1.765773E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.794274E-30  1.906360E-30  1.904956E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.894493E-30  2.075805E-30  2.155840E-30  1.129740E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.802219E-30  2.150048E-30  2.375206E-30  1.308877E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.276231E-30  2.681240E-30  3.249666E-30  1.857479E-30  1.078894E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.071410E-30  2.477142E-30  3.132863E-30  1.857461E-30  1.115209E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.342483E-30  3.250852E-30  3.913932E-30  2.444826E-30  1.516030E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.149498E-30  2.807676E-30  3.599192E-30  2.323454E-30  1.491269E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.174635E-30  1.517291E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.251191E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.262189E-30  3.184732E-30  4.329750E-30  3.031704E-30  2.048054E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.078950E-30  4.089221E-30  6.083774E-30  9.312491E-30  7.393660E-30  5.869718E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.901566E-30  6.397018E-30  9.925901E-30  7.821379E-30  6.352911E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.272977E-30  3.582426E-30  6.018847E-30  4.748345E-30  3.529076E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.371597E-30  2.191106E-30  1.710903E-30  1.368851E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.154197E-30  1.865999E-30  1.473218E-30  1.191848E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.471583E-30  4.310742E-30  7.174322E-30  6.026031E-30  5.070982E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.415837E-30  8.412078E-30  1.549611E-29  1.428321E-29  1.460782E-29
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  4.033345E-30  8.017297E-30  1.594966E-29  1.439011E-29  1.247673E-29
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.090170E-30  6.461340E-30  1.350596E-29  1.317414E-29  1.295500E-29
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.266388E-30  6.910355E-30  1.440991E-29  1.484551E-29  1.605510E-29
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.995109E-30  4.409492E-30  9.697253E-30  1.024345E-29  1.121166E-29
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.837516E-30  4.523612E-30  1.005099E-29  1.060660E-29  1.158104E-29
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.096659E-30  5.172258E-30  1.215583E-29  1.351775E-29  1.549991E-29
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.137150E-30  5.449143E-30  1.327713E-29  1.529139E-29  1.815002E-29
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.230255E-30  3.102195E-30  7.873513E-30  9.329542E-30  1.137475E-29
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.365670E-30  3.737736E-30  9.465694E-30  1.132593E-29  1.411526E-29
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.543977E-30  4.415678E-30  1.166205E-29  1.444020E-29  1.859060E-29
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.436436E-30  4.200131E-30  1.123407E-29  1.414373E-29  1.865111E-29
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.592150E-30  4.787722E-30  1.354129E-29  1.781858E-29  2.443788E-29
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.494917E-30  4.722650E-30  1.367105E-29  1.847860E-29  2.597980E-29
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.652292E-30  5.195417E-30  1.578285E-29  2.220918E-29  3.267726E-29
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.404134E-30  4.770935E-30  1.482299E-29  2.138750E-29  3.221630E-29
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.351236E-30  4.599668E-30  1.522087E-29  2.320362E-29  3.663274E-29
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.369281E-30  4.618908E-30  1.530878E-29  2.330227E-29  3.742607E-29
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.094861E-30  3.818436E-30  1.345906E-29  2.175327E-29  3.706655E-29
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.092265E-30  1.112886E-29  1.828462E-29  3.168246E-29
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.933291E-30  1.084218E-29  1.826190E-29  3.251074E-29
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.386889E-30  8.928693E-30  1.523037E-29  2.748153E-29
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.021283E-30  7.662223E-30  1.326243E-29  2.432218E-29
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.396990E-30  1.301379E-29  2.288527E-29  4.271710E-29
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.875600E-30  1.170675E-29  2.100565E-29  3.963369E-29
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.275133E-30  1.331422E-29  2.443553E-29  4.788945E-29
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.893856E-30  1.236406E-29  2.324710E-29  4.640430E-29
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.111303E-30  1.343786E-29  2.594140E-29  5.361905E-29
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.636414E-30  1.161752E-29  2.359214E-29  5.098258E-29
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.818673E-30  1.324510E-29  2.735941E-29  5.979620E-29
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.829195E-30  1.334764E-29  2.772367E-29  6.191957E-29
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.733285E-30  1.328399E-29  2.838960E-29  6.536245E-29
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.523911E-30  1.270071E-29  2.787804E-29  6.603134E-29
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.626250E-30  1.349328E-29  3.055511E-29  7.481004E-29
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.235810E-30  1.216852E-29  2.824465E-29  7.072916E-29
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.288191E-30  1.259186E-29  3.009622E-29  7.807674E-29
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.058475E-30  1.154480E-29  2.859306E-29  7.680123E-29
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.052233E-30  1.198766E-29  3.062943E-29  8.525648E-29
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.646456E-30  1.028999E-29  2.662728E-29  7.442230E-29
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.529946E-30  9.757607E-30  2.580400E-29  7.435924E-29
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.315811E-30  8.306748E-30  2.301262E-29  6.898174E-29
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.097921E-30  1.417795E-29  3.978947E-29  1.220245E-28
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.575702E-30  1.038512E-29  3.070513E-29  9.976882E-29
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.385534E-30  9.446198E-30  2.847090E-29  9.356867E-29
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.074863E-30  7.736632E-30  2.390523E-29  8.085800E-29
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.011012E-30  2.205602E-29  7.557626E-29
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.291621E-30  2.008888E-29  7.013271E-29
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.797701E-30  1.879869E-29  6.671477E-29
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.535050E-30  1.824084E-29  6.581290E-29
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.130928E-30  1.715835E-29  6.295425E-29
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.982618E-30  1.692234E-29  6.302602E-29
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.615777E-30  1.584314E-29  5.993517E-29
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.001418E-30  2.464665E-29  9.537645E-29
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.491478E-30  2.261188E-29  9.043751E-29
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.136465E-30  2.186970E-29  8.952996E-29
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.859282E-30  2.131483E-29  8.906529E-29
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.752633E-30  2.139038E-29  9.121684E-29
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.809572E-30  2.213299E-29  9.650782E-29
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.788164E-30  2.253838E-29  1.006663E-28
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.687359E-30  2.264615E-29  1.036304E-28
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.513509E-30  2.241046E-29  1.050007E-28
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.258085E-30  2.174418E-29  1.042812E-28
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.959894E-30  2.086798E-29  1.025158E-28
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.670392E-30  2.011048E-29  1.011484E-28
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.419272E-30  1.947463E-29  1.000318E-28
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.197346E-30  1.882177E-29  9.874569E-29
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.966819E-30  1.814299E-29  9.731730E-29
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.774484E-30  1.763714E-29  9.658820E-29
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.609547E-30  1.718394E-29  9.610240E-29
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.451908E-30  1.679605E-29  9.599787E-29
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.304168E-30  1.645607E-29  9.602274E-29
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.161068E-30  1.598728E-29  9.527762E-29
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.024397E-30  1.561905E-29  9.518852E-29
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.898504E-30  1.535216E-29  9.557345E-29
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.786694E-30  1.500680E-29  9.546427E-29
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.670778E-30  1.468809E-29  9.567786E-29
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.531363E-30  1.423374E-29  9.486209E-29
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.402685E-30  1.385934E-29  9.464101E-29
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.281680E-30  1.336734E-29  9.349623E-29
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.012206E-30  1.249516E-29  8.966970E-29
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.749602E-30  1.098318E-29  8.053744E-29
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.540479E-30  9.750644E-30  7.281374E-29
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.186314E-30  1.431596E-29  1.103949E-28
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.988196E-30  1.300091E-29  1.023606E-28
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.788177E-30  1.199672E-29  9.693154E-29
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.635969E-30  1.122810E-29  9.314776E-29
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.404626E-30  1.014490E-29  8.649713E-29
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.205230E-30  8.802419E-30  7.681976E-29
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.022425E-30  7.627846E-30  6.777968E-29
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.589867E-30  1.217375E-29  1.121480E-28
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.402174E-30  1.081250E-29  1.018883E-28
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.244979E-30  9.823902E-30  9.508669E-29
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.028946E-30  8.578123E-30  8.622147E-29
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.630481E-30  7.840250E-29
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.782384E-30  7.140804E-29
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.257739E-30  1.115489E-29  1.205851E-28
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.080996E-30  1.013361E-29  1.142345E-28
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.867114E-30  1.042012E-28
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.104351E-30  9.959446E-29
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.030122E-30  1.011184E-28
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.181597E-30  1.204844E-28
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.203323E-30  1.245884E-28
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.050353E-29  1.503750E-28
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.122277E-29  1.673913E-28
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.151384E-30  1.387797E-29  2.145785E-28
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.316669E-30  1.628688E-29  2.599624E-28
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.997634E-30  2.591502E-29  4.378027E-28
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.621561E-30  3.572107E-29  6.386728E-28
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.475337E-30  4.960448E-29  9.349764E-28
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.572883E-30  6.803526E-29  1.345492E-27
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.962419E-30  9.229257E-29  1.911290E-27
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.800047E-30  1.257117E-28  2.728609E-27
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008819E-29  1.691438E-28  3.844371E-27
