 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                cl45          cl46          cl47          cl48          cl49          cl50          cl51          ar30 
    360  1.656939516385E-01  6.037705E-10  2.309709E-10  4.363211E-06  1.233544E-08  3.608013E-06  3.595535E-10  6.234667E-10  1.000000E-30
    361  1.664404283242E-01  4.346786E-10  1.821300E-10  4.104874E-06  1.223180E-08  4.139476E-06  4.231672E-10  8.181899E-10  1.000000E-30
    362  1.671401020014E-01  3.153054E-10  1.439780E-10  3.830741E-06  1.199751E-08  4.659116E-06  4.879312E-10  1.045610E-09  1.000000E-30
    363  1.682228463170E-01  1.867111E-10  9.752932E-11  3.363119E-06  1.138684E-08  5.485066E-06  5.965966E-10  1.501688E-09  1.000000E-30
    364  1.688914277275E-01  1.332994E-10  7.570791E-11  3.062040E-06  1.088469E-08  5.993663E-06  6.675349E-10  1.857349E-09  1.000000E-30
    365  1.695862681704E-01  9.264187E-11  5.744017E-11  2.746727E-06  1.027537E-08  6.513177E-06  7.436456E-10  2.298553E-09  1.000000E-30
    366  1.708796298676E-01  4.592476E-11  3.356852E-11  2.184369E-06  8.997430E-09  7.424117E-06  8.883648E-10  3.345758E-09  1.000000E-30
    367  1.720689125062E-01  2.345201E-11  1.996726E-11  1.718360E-06  7.744297E-09  8.174746E-06  1.022082E-09  4.629079E-09  1.000000E-30
    368  1.730357271347E-01  1.345851E-11  1.297864E-11  1.389145E-06  6.742556E-09  8.710732E-06  1.129277E-09  5.951746E-09  1.000000E-30
    369  1.739185931198E-01  8.083927E-12  8.736674E-12  1.129404E-06  5.870652E-09  9.140800E-06  1.225417E-09  7.428908E-09  1.000000E-30
    370  1.748109107026E-01  4.869989E-12  5.904539E-12  9.069040E-07  5.056130E-09  9.518419E-06  1.320548E-09  9.233486E-09  1.000000E-30
    371  1.757092013639E-01  2.966512E-12  4.037872E-12  7.197397E-07  4.309296E-09  9.845420E-06  1.414476E-09  1.143704E-08  1.000000E-30
    372  1.765567714958E-01  1.910510E-12  2.900328E-12  5.746760E-07  3.682935E-09  1.010839E-05  1.501504E-09  1.393899E-08  1.000000E-30
    373  1.775373762473E-01  1.195323E-12  2.061144E-12  4.387219E-07  3.044611E-09  1.036502E-05  1.600936E-09  1.747213E-08  1.000000E-30
    374  1.784803688374E-01  8.044915E-13  1.571548E-12  3.362483E-07  2.521373E-09  1.056899E-05  1.695716E-09  2.164936E-08  1.000000E-30
    375  1.795112536071E-01  5.542544E-13  1.246645E-12  2.492112E-07  2.035974E-09  1.075226E-05  1.799348E-09  2.733170E-08  1.000000E-30
    376  1.804824008025E-01  4.125855E-13  1.064928E-12  1.869398E-07  1.657309E-09  1.089272E-05  1.897695E-09  3.400143E-08  1.000000E-30
    377  1.815169070317E-01  3.150519E-13  9.467702E-13  1.366051E-07  1.322777E-09  1.101472E-05  2.004213E-09  4.291655E-08  1.000000E-30
    378  1.825428215499E-01  2.494110E-13  8.751359E-13  9.960706E-08  1.053853E-09  1.111266E-05  2.112461E-09  5.407403E-08  1.000000E-30
    379  1.841355644659E-01  1.800942E-13  8.088759E-13  6.034260E-08  7.342234E-10  1.123049E-05  2.287793E-09  7.758582E-08  1.000000E-30
    380  1.856860183354E-01  1.335653E-13  7.668632E-13  3.662011E-08  5.118644E-10  1.131676E-05  2.469652E-09  1.106923E-07  1.000000E-30
    381  1.870847965371E-01  1.020739E-13  7.337081E-13  2.315160E-08  3.675148E-10  1.137866E-05  2.645617E-09  1.531138E-07  1.000000E-30
    382  1.883699545972E-01  7.919405E-14  7.013076E-13  1.511044E-08  2.700515E-10  1.142634E-05  2.819007E-09  2.070013E-07  1.000000E-30
    383  1.895671856375E-01  6.183987E-14  6.664962E-13  1.009904E-08  2.018454E-10  1.146383E-05  2.991686E-09  2.751147E-07  1.000000E-30
    384  1.907324824205E-01  4.796931E-14  6.270640E-13  6.794924E-09  1.516077E-10  1.149226E-05  3.170429E-09  3.639655E-07  1.000000E-30
    385  1.917913284253E-01  3.756722E-14  5.859617E-13  4.731027E-09  1.167594E-10  1.150742E-05  3.341492E-09  4.702324E-07  1.000000E-30
    386  1.928179034582E-01  2.920218E-14  5.415006E-13  3.316417E-09  9.032083E-11  1.150562E-05  3.513547E-09  6.040293E-07  1.000000E-30
    387  1.939781308337E-01  2.156634E-14  4.867823E-13  2.217737E-09  6.757402E-11  1.147308E-05  3.711892E-09  8.017157E-07  1.000000E-30
    388  1.950365569225E-01  1.604470E-14  4.339792E-13  1.530660E-09  5.169061E-11  1.139915E-05  3.890477E-09  1.037881E-06  1.000000E-30
    389  1.963061656501E-01  1.098940E-14  3.696447E-13  9.802800E-10  3.747521E-11  1.122914E-05  4.090261E-09  1.409461E-06  1.000000E-30
    390  1.975160386553E-01  7.479931E-15  3.098225E-13  6.407699E-10  2.759027E-11  1.095223E-05  4.249016E-09  1.874016E-06  1.000000E-30
    391  1.988970783448E-01  4.695861E-15  2.465763E-13  3.945513E-10  1.947310E-11  1.045402E-05  4.363684E-09  2.561956E-06  1.000000E-30
    392  2.001908516564E-01  2.976130E-15  1.944867E-13  2.526947E-10  1.418863E-11  9.778799E-06  4.376711E-09  3.370058E-06  1.000000E-30
    393  2.023233395230E-01  1.374388E-15  1.264574E-13  1.263139E-10  8.810435E-12  8.205914E-06  4.130739E-09  5.012657E-06  1.000000E-30
    394  2.035207364909E-01  8.968406E-16  9.797953E-14  8.907089E-11  7.050778E-12  7.122620E-06  3.835366E-09  6.031236E-06  1.000000E-30
    395  2.047171141817E-01  5.979927E-16  7.572805E-14  6.521993E-11  5.883376E-12  5.967537E-06  3.440728E-09  7.039276E-06  1.000000E-30
    396  2.061861175315E-01  3.834129E-16  5.556821E-14  4.705789E-11  5.015593E-12  4.571824E-06  2.870847E-09  8.145072E-06  1.000000E-30
    397  2.075162532616E-01  2.749235E-16  4.271047E-14  3.667169E-11  4.568878E-12  3.433215E-06  2.332238E-09  8.930092E-06  1.000000E-30
    398  2.088103947538E-01  2.138083E-16  3.391321E-14  2.965687E-11  4.312687E-12  2.500943E-06  1.836305E-09  9.453838E-06  1.000000E-30
    399  2.102374295066E-01  1.753370E-16  2.732280E-14  2.399081E-11  4.143020E-12  1.699795E-06  1.361750E-09  9.754722E-06  1.000000E-30
    400  2.116254943500E-01  1.543203E-16  2.311750E-14  1.977090E-11  4.036205E-12  1.133894E-06  9.902060E-10  9.806804E-06  1.000000E-30
    401  2.137594200207E-01  1.384021E-16  1.936497E-14  1.486818E-11  3.920866E-12  5.840969E-07  5.840028E-10  9.556460E-06  1.000000E-30
    402  2.149968302441E-01  1.342531E-16  1.813814E-14  1.265762E-11  3.866730E-12  3.923642E-07  4.249309E-10  9.294290E-06  1.000000E-30
    403  2.163578604848E-01  1.322769E-16  1.728127E-14  1.063430E-11  3.813232E-12  2.515399E-07  2.977915E-10  8.952738E-06  1.000000E-30
    404  2.188327022992E-01  1.334994E-16  1.651043E-14  7.817800E-12  3.728471E-12  1.129387E-07  1.576399E-10  8.271333E-06  1.000000E-30
    405  2.210861741802E-01  1.386046E-16  1.626540E-14  5.982960E-12  3.664065E-12  5.642959E-08  9.166880E-11  7.651120E-06  1.000000E-30
    406  2.231360986547E-01  1.460161E-16  1.620858E-14  4.756576E-12  3.615887E-12  3.195870E-08  5.964712E-11  7.117448E-06  1.000000E-30
    407  2.249661932162E-01  1.547205E-16  1.621277E-14  3.930126E-12  3.581209E-12  2.066545E-08  4.366974E-11  6.674210E-06  1.000000E-30
    408  2.266023391923E-01  1.641555E-16  1.622950E-14  3.357111E-12  3.556812E-12  1.492902E-08  3.527071E-11  6.306196E-06  1.000000E-30
    409  2.291569547831E-01  1.820837E-16  1.624547E-14  2.698497E-12  3.531068E-12  1.005544E-08  2.834545E-11  5.783976E-06  1.000000E-30
    410  2.305971902523E-01  1.939911E-16  1.623902E-14  2.424485E-12  3.523123E-12  8.448637E-09  2.635412E-11  5.516253E-06  1.000000E-30
    411  2.319348711247E-01  2.062757E-16  1.621934E-14  2.218151E-12  3.519944E-12  7.346859E-09  2.521208E-11  5.283719E-06  1.000000E-30
    412  2.335360820165E-01  2.226141E-16  1.617612E-14  2.020292E-12  3.521416E-12  6.340358E-09  2.442910E-11  5.024554E-06  1.000000E-30
    413  2.351317971316E-01  2.407750E-16  1.611000E-14  1.865609E-12  3.528559E-12  5.555928E-09  2.405812E-11  4.785689E-06  1.000000E-30
    414  2.376293164755E-01  2.732696E-16  1.595777E-14  1.687075E-12  3.551015E-12  4.600994E-09  2.396243E-11  4.447411E-06  1.000000E-30
    415  2.399259738388E-01  3.079583E-16  1.576399E-14  1.571515E-12  3.583713E-12  3.914680E-09  2.417698E-11  4.170921E-06  1.000000E-30
    416  2.420046682363E-01  3.437563E-16  1.554428E-14  1.494039E-12  3.623198E-12  3.404666E-09  2.452407E-11  3.946200E-06  1.000000E-30
    417  2.451201276448E-01  4.062091E-16  1.513866E-14  1.408696E-12  3.699907E-12  2.790559E-09  2.523472E-11  3.649561E-06  1.000000E-30
    418  2.467564269033E-01  4.437211E-16  1.489086E-14  1.373214E-12  3.748612E-12  2.526989E-09  2.568099E-11  3.510989E-06  1.000000E-30
    419  2.483354027874E-01  4.833220E-16  1.463059E-14  1.342726E-12  3.801115E-12  2.305080E-09  2.615587E-11  3.387389E-06  1.000000E-30
    420  2.499258654919E-01  5.268645E-16  1.434886E-14  1.314466E-12  3.859481E-12  2.110226E-09  2.667681E-11  3.272159E-06  1.000000E-30
    421  2.515152656983E-01  5.743378E-16  1.404932E-14  1.287730E-12  3.923332E-12  1.941183E-09  2.723954E-11  3.165588E-06  1.000000E-30
    422  2.542060864984E-01  6.646544E-16  1.350631E-14  1.244023E-12  4.044117E-12  1.706030E-09  2.828814E-11  3.002887E-06  1.000000E-30
    423  2.556901221114E-01  7.203532E-16  1.319057E-14  1.220127E-12  4.117625E-12  1.600464E-09  2.891876E-11  2.921803E-06  1.000000E-30
    424  2.570805114381E-01  7.767019E-16  1.288625E-14  1.197621E-12  4.190995E-12  1.515237E-09  2.954391E-11  2.850907E-06  1.000000E-30
    425  2.598984391343E-01  9.045024E-16  1.225078E-14  1.151319E-12  4.353235E-12  1.378187E-09  3.091479E-11  2.720887E-06  1.000000E-30
    426  2.622653138568E-01  1.027563E-15  1.170588E-14  1.111718E-12  4.503785E-12  1.295036E-09  3.217693E-11  2.624315E-06  1.000000E-30
    427  2.644885215151E-01  1.157950E-15  1.119279E-14  1.074193E-12  4.657362E-12  1.239459E-09  3.345750E-11  2.542848E-06  1.000000E-30
    428  2.667229470066E-01  1.305190E-15  1.068323E-14  1.036605E-12  4.823894E-12  1.202534E-09  3.484031E-11  2.468981E-06  1.000000E-30
    429  2.687894382327E-01  1.457489E-15  1.022373E-14  1.002445E-12  4.989073E-12  1.183049E-09  3.620765E-11  2.407042E-06  1.000000E-30
    430  2.709436570286E-01  1.634638E-15  9.763195E-15  9.680339E-13  5.173018E-12  1.175836E-09  3.772643E-11  2.348294E-06  1.000000E-30
    431  2.728595154549E-01  1.809663E-15  9.374695E-15  9.389840E-13  5.346992E-12  1.179333E-09  3.916013E-11  2.300524E-06  1.000000E-30
    432  2.763050324764E-01  2.171426E-15  8.740753E-15  8.920281E-13  5.685441E-12  1.205896E-09  4.194352E-11  2.223893E-06  1.000000E-30
    433  2.797281875476E-01  2.600195E-15  8.214703E-15  8.546000E-13  6.055867E-12  1.254278E-09  4.498374E-11  2.157850E-06  1.000000E-30
    434  2.831107064370E-01  3.104426E-15  7.820254E-15  8.295860E-13  6.457437E-12  1.320308E-09  4.827446E-11  2.100789E-06  1.000000E-30
    435  2.863632962154E-01  3.678527E-15  7.579427E-15  8.194920E-13  6.879059E-12  1.398695E-09  5.172495E-11  2.052301E-06  1.000000E-30
    436  2.894106333807E-01  4.309549E-15  7.494224E-15  8.248039E-13  7.307680E-12  1.484087E-09  5.522857E-11  2.011609E-06  1.000000E-30
    437  2.941185503109E-01  5.496960E-15  7.667322E-15  8.663612E-13  8.038691E-12  1.637052E-09  6.119519E-11  1.956058E-06  1.000000E-30
    438  2.983685787405E-01  6.838886E-15  8.184787E-15  9.448471E-13  8.776572E-12  1.796189E-09  6.720654E-11  1.911960E-06  1.000000E-30
    439  3.021949729112E-01  8.316725E-15  8.985207E-15  1.054606E-12  9.510174E-12  1.956503E-09  7.317109E-11  1.876057E-06  1.000000E-30
    440  3.059150641439E-01  1.005001E-14  1.010691E-14  1.202349E-12  1.029194E-11  2.128289E-09  7.951319E-11  1.843853E-06  1.000000E-30
    441  3.094680949786E-01  1.203195E-14  1.153509E-14  1.386736E-12  1.110708E-11  2.307703E-09  8.610956E-11  1.815048E-06  1.000000E-30
    442  3.127856926026E-01  1.422397E-14  1.322444E-14  1.602504E-12  1.193356E-11  2.489521E-09  9.277968E-11  1.789505E-06  1.000000E-30
    443  3.178598433803E-01  1.834978E-14  1.657991E-14  2.027742E-12  1.333123E-11  2.796242E-09  1.040162E-10  1.752329E-06  1.000000E-30
    444  3.224504526026E-01  2.307445E-14  2.057282E-14  2.530906E-12  1.474932E-11  3.106100E-09  1.153587E-10  1.720088E-06  1.000000E-30
    445  3.266870398371E-01  2.847658E-14  2.524005E-14  3.116643E-12  1.620198E-11  3.421911E-09  1.269152E-10  1.691094E-06  1.000000E-30
    446  3.305577136787E-01  3.447996E-14  3.049979E-14  3.774252E-12  1.766232E-11  3.737677E-09  1.384680E-10  1.664997E-06  1.000000E-30
    447  3.362681054783E-01  4.565336E-14  4.041077E-14  5.006978E-12  2.007509E-11  4.255574E-09  1.574133E-10  1.626822E-06  1.000000E-30
    448  3.414589872690E-01  5.883306E-14  5.223460E-14  6.467239E-12  2.256826E-11  4.785738E-09  1.768044E-10  1.592166E-06  1.000000E-30
    449  3.462773530350E-01  7.435480E-14  6.629405E-14  8.189872E-12  2.517149E-11  5.334006E-09  1.968547E-10  1.559847E-06  1.000000E-30
    450  3.508856189623E-01  9.291182E-14  8.325749E-14  1.025001E-11  2.795314E-11  5.914047E-09  2.180634E-10  1.528700E-06  1.000000E-30
    451  3.552628710565E-01  1.146950E-13  1.033530E-13  1.266697E-11  3.089009E-11  6.520197E-09  2.402224E-10  1.498842E-06  1.000000E-30
    452  3.595141079779E-01  1.405991E-13  1.274737E-13  1.553779E-11  3.404778E-11  7.165004E-09  2.637894E-10  1.469566E-06  1.000000E-30
    453  3.636744849418E-01  1.714558E-13  1.564838E-13  1.895162E-11  3.746038E-11  7.854186E-09  2.889719E-10  1.440640E-06  1.000000E-30
    454  3.676260234901E-01  2.068491E-13  1.900864E-13  2.285893E-11  4.102756E-11  8.566465E-09  3.149908E-10  1.412920E-06  1.000000E-30
    455  3.714655117309E-01  2.480433E-13  2.295849E-13  2.739507E-11  4.482814E-11  9.316667E-09  3.423861E-10  1.385767E-06  1.000000E-30
    456  3.752653942304E-01  2.966765E-13  2.766916E-13  3.273454E-11  4.894571E-11  1.011985E-08  3.717057E-10  1.358698E-06  1.000000E-30
    457  3.809506426681E-01  3.873080E-13  3.656594E-13  4.264127E-11  5.584251E-11  1.144426E-08  4.200271E-10  1.317877E-06  1.000000E-30
    458  3.865190953769E-01  5.021168E-13  4.802253E-13  5.511432E-11  6.356371E-11  1.289818E-08  4.730358E-10  1.277590E-06  1.000000E-30
    459  3.928522091207E-01  6.733853E-13  6.542861E-13  7.357800E-11  7.368312E-11  1.476188E-08  5.409237E-10  1.231507E-06  1.000000E-30
    460  3.991093841216E-01  8.982415E-13  8.874394E-13  9.758830E-11  8.529951E-11  1.684848E-08  6.168463E-10  1.185818E-06  1.000000E-30
    461  4.054183851758E-01  1.198827E-12  1.205655E-12  1.293306E-10  9.890706E-11  1.922857E-08  7.033346E-10  1.139715E-06  1.000000E-30
    462  4.147392755742E-01  1.830227E-12  1.892455E-12  1.949047E-10  1.231617E-10  2.332149E-08  8.517749E-10  1.071783E-06  1.000000E-30
    463  4.232199499949E-01  2.680273E-12  2.845833E-12  2.812805E-10  1.504494E-10  2.772981E-08  1.011235E-09  1.010426E-06  1.000000E-30
    464  4.316976825025E-01  3.911741E-12  4.268241E-12  4.033532E-10  1.838462E-10  3.288704E-08  1.197225E-09  9.497584E-07  1.000000E-30
    465  4.393401554526E-01  5.485053E-12  6.136223E-12  5.551234E-10  2.203225E-10  3.826482E-08  1.390516E-09  8.958056E-07  1.000000E-30
    466  4.465935084243E-01  7.541706E-12  8.638886E-12  7.478808E-10  2.616389E-10  4.408290E-08  1.598874E-09  8.453616E-07  1.000000E-30
    467  4.537106765818E-01  1.028464E-11  1.205345E-11  9.969831E-10  3.097052E-10  5.053631E-08  1.829047E-09  7.966716E-07  1.000000E-30
    468  4.602314649238E-01  1.363921E-11  1.631443E-11  1.291643E-09  3.614265E-10  5.715263E-08  2.063989E-09  7.528225E-07  1.000000E-30
    469  4.709552966107E-01  2.161385E-11  2.668652E-11  1.958377E-09  4.657466E-10  6.962570E-08  2.503945E-09  6.824132E-07  1.000000E-30
    470  4.769745726746E-01  2.793027E-11  3.505354E-11  2.460343E-09  5.367794E-10  7.755381E-08  2.781504E-09  6.438751E-07  1.000000E-30
    471  4.828178172001E-01  3.577477E-11  4.556239E-11  3.058616E-09  6.158874E-10  8.591910E-08  3.072527E-09  6.071733E-07  1.000000E-30
    472  4.927188450138E-01  5.425961E-11  7.060826E-11  4.383688E-09  7.766938E-10  1.016371E-07  3.613915E-09  5.466512E-07  1.000000E-30
    473  5.000000000000E-01  7.354601E-11  9.691757E-11  5.670453E-09  9.202558E-10  1.144369E-07  4.049118E-09  5.035465E-07  1.000000E-30
