 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                zr116         zr117         zr118         zr119         zr120         zr121         zr122         nb80 
    360  1.656939516385E-01  1.010354E-10  3.939641E-11  9.604231E-09  1.475254E-10  5.191363E-09  3.001135E-07  3.997726E-05  1.000000E-30
    361  1.664404283242E-01  7.147617E-11  2.926168E-11  6.456104E-09  1.043903E-10  4.013698E-09  2.610698E-07  4.056763E-05  1.000000E-30
    362  1.671401020014E-01  5.494569E-11  2.378901E-11  4.522140E-09  7.650760E-11  3.143157E-09  2.284061E-07  4.103873E-05  1.000000E-30
    363  1.682228463170E-01  3.996365E-11  1.929540E-11  2.719379E-09  4.900531E-11  2.132486E-09  1.840795E-07  4.152984E-05  1.000000E-30
    364  1.688914277275E-01  3.411275E-11  1.781495E-11  2.060603E-09  3.843924E-11  1.671691E-09  1.604386E-07  4.167876E-05  1.000000E-30
    365  1.695862681704E-01  2.951778E-11  1.682754E-11  1.598096E-09  3.080260E-11  1.291556E-09  1.384002E-07  4.172044E-05  1.000000E-30
    366  1.708796298676E-01  2.337013E-11  1.582628E-11  1.106756E-09  2.259241E-11  7.958170E-10  1.043900E-07  4.155583E-05  1.000000E-30
    367  1.720689125062E-01  1.932345E-11  1.540298E-11  8.816547E-10  1.903972E-11  5.083778E-10  7.986744E-08  4.122880E-05  1.000000E-30
    368  1.730357271347E-01  1.674284E-11  1.525054E-11  7.788096E-10  1.772091E-11  3.550557E-10  6.407617E-08  4.091440E-05  1.000000E-30
    369  1.739185931198E-01  1.478137E-11  1.521033E-11  7.192760E-10  1.726131E-11  2.578227E-10  5.228939E-08  4.063667E-05  1.000000E-30
    370  1.748109107026E-01  1.310111E-11  1.524572E-11  6.796622E-10  1.729629E-11  1.894515E-10  4.260111E-08  4.040334E-05  1.000000E-30
    371  1.757092013639E-01  1.165642E-11  1.535043E-11  6.536272E-10  1.772156E-11  1.418341E-10  3.464465E-08  4.025470E-05  1.000000E-30
    372  1.765567714958E-01  1.048819E-11  1.551562E-11  6.386882E-10  1.844798E-11  1.112462E-10  2.859638E-08  4.023137E-05  1.000000E-30
    373  1.775373762473E-01  9.328821E-12  1.578829E-11  6.309770E-10  1.969189E-11  8.783227E-11  2.294645E-08  4.040044E-05  1.000000E-30
    374  1.784803688374E-01  8.370864E-12  1.611936E-11  6.317813E-10  2.133175E-11  7.424604E-11  1.870828E-08  4.082417E-05  1.000000E-30
    375  1.795112536071E-01  7.429124E-12  1.647854E-11  6.387249E-10  2.363007E-11  6.619622E-11  1.506206E-08  4.165217E-05  1.000000E-30
    376  1.804824008025E-01  6.579669E-12  1.667413E-11  6.461437E-10  2.619671E-11  6.320028E-11  1.241381E-08  4.282287E-05  1.000000E-30
    377  1.815169070317E-01  5.658376E-12  1.653557E-11  6.482728E-10  2.916260E-11  6.302872E-11  1.017814E-08  4.447549E-05  1.000000E-30
    378  1.825428215499E-01  4.724817E-12  1.590996E-11  6.392043E-10  3.208958E-11  6.462800E-11  8.431499E-09  4.644623E-05  1.000000E-30
    379  1.841355644659E-01  3.322292E-12  1.396190E-11  5.989988E-10  3.611558E-11  6.831807E-11  6.335030E-09  4.983450E-05  1.000000E-30
    380  1.856860183354E-01  2.164984E-12  1.131412E-11  5.352842E-10  3.907266E-11  7.167489E-11  4.797600E-09  5.303346E-05  1.000000E-30
    381  1.870847965371E-01  1.378307E-12  8.786559E-12  4.672975E-10  4.084723E-11  7.383492E-11  3.731099E-09  5.546169E-05  1.000000E-30
    382  1.883699545972E-01  8.686478E-13  6.659982E-12  4.036153E-10  4.179479E-11  7.496667E-11  2.967339E-09  5.712181E-05  1.000000E-30
    383  1.895671856375E-01  5.460030E-13  4.980519E-12  3.473518E-10  4.218350E-11  7.533438E-11  2.405964E-09  5.810592E-05  1.000000E-30
    384  1.907324824205E-01  3.384295E-13  3.662279E-12  2.974859E-10  4.219592E-11  7.515543E-11  1.977693E-09  5.853351E-05  1.000000E-30
    385  1.917913284253E-01  2.151440E-13  2.722927E-12  2.570867E-10  4.196451E-11  7.462454E-11  1.673572E-09  5.848983E-05  1.000000E-30
    386  1.928179034582E-01  1.365785E-13  2.015246E-12  2.224137E-10  4.157389E-11  7.385093E-11  1.438445E-09  5.808856E-05  1.000000E-30
    387  1.939781308337E-01  8.061216E-14  1.416580E-12  1.883591E-10  4.098748E-11  7.274820E-11  1.234153E-09  5.726036E-05  1.000000E-30
    388  1.950365569225E-01  4.924666E-14  1.016269E-12  1.615822E-10  4.035805E-11  7.159146E-11  1.089847E-09  5.620896E-05  1.000000E-30
    389  1.963061656501E-01  2.696911E-14  6.753854E-13  1.342564E-10  3.952448E-11  7.007830E-11  9.593854E-10  5.464439E-05  1.000000E-30
    390  1.975160386553E-01  1.506006E-14  4.534233E-13  1.124099E-10  3.868148E-11  6.855886E-11  8.668792E-10  5.291264E-05  1.000000E-30
    391  1.988970783448E-01  7.689227E-15  2.848136E-13  9.166810E-11  3.769016E-11  6.677953E-11  7.880002E-10  5.072733E-05  1.000000E-30
    392  2.001908516564E-01  4.098305E-15  1.828372E-13  7.564431E-11  3.675291E-11  6.510173E-11  7.329425E-10  4.854468E-05  1.000000E-30
    393  2.023233395230E-01  1.499531E-15  8.674632E-14  5.496796E-11  3.522466E-11  6.237151E-11  6.674702E-10  4.480243E-05  1.000000E-30
    394  2.035207364909E-01  8.933276E-16  5.669942E-14  4.587830E-11  3.438833E-11  6.087943E-11  6.397732E-10  4.268101E-05  1.000000E-30
    395  2.047171141817E-01  5.665015E-16  3.688869E-14  3.824668E-11  3.357528E-11  5.942992E-11  6.162303E-10  4.057916E-05  1.000000E-30
    396  2.061861175315E-01  3.658481E-16  2.168316E-14  3.054043E-11  3.261470E-11  5.771854E-11  5.915443E-10  3.805103E-05  1.000000E-30
    397  2.075162532616E-01  2.804234E-16  1.338371E-14  2.487385E-11  3.178732E-11  5.624538E-11  5.721295E-10  3.583356E-05  1.000000E-30
    398  2.088103947538E-01  2.402717E-16  8.380056E-15  2.034246E-11  3.102715E-11  5.489256E-11  5.552866E-10  3.375670E-05  1.000000E-30
    399  2.102374295066E-01  2.203962E-16  5.039560E-15  1.627333E-11  3.024721E-11  5.350525E-11  5.386873E-10  3.157119E-05  1.000000E-30
    400  2.116254943500E-01  2.132960E-16  3.128308E-15  1.308305E-11  2.955441E-11  5.227356E-11  5.243195E-10  2.955956E-05  1.000000E-30
    401  2.137594200207E-01  2.132043E-16  1.605714E-15  9.337755E-12  2.863150E-11  5.063379E-11  5.054399E-10  2.669914E-05  1.000000E-30
    402  2.149968302441E-01  2.162798E-16  1.158993E-15  7.674953E-12  2.818219E-11  4.983605E-11  4.962472E-10  2.517246E-05  1.000000E-30
    403  2.163578604848E-01  2.212786E-16  8.664065E-16  6.182511E-12  2.776508E-11  4.909601E-11  4.876176E-10  2.360535E-05  1.000000E-30
    404  2.188327022992E-01  2.337025E-16  6.255463E-16  4.171671E-12  2.721969E-11  4.813002E-11  4.758872E-10  2.105035E-05  1.000000E-30
    405  2.210861741802E-01  2.483141E-16  5.605484E-16  2.914301E-12  2.696310E-11  4.767823E-11  4.695534E-10  1.903859E-05  1.000000E-30
    406  2.231360986547E-01  2.643253E-16  5.567790E-16  2.102411E-12  2.692401E-11  4.761391E-11  4.672492E-10  1.744903E-05  1.000000E-30
    407  2.249661932162E-01  2.809419E-16  5.757546E-16  1.570202E-12  2.704080E-11  4.782744E-11  4.678599E-10  1.620635E-05  1.000000E-30
    408  2.266023391923E-01  2.978146E-16  6.035342E-16  1.209148E-12  2.726343E-11  4.822983E-11  4.704670E-10  1.522331E-05  1.000000E-30
    409  2.291569547831E-01  3.284455E-16  6.615200E-16  8.031358E-13  2.783134E-11  4.925294E-11  4.783467E-10  1.390363E-05  1.000000E-30
    410  2.305971902523E-01  3.483401E-16  7.011303E-16  6.376201E-13  2.827066E-11  5.004373E-11  4.848350E-10  1.326274E-05  1.000000E-30
    411  2.319348711247E-01  3.687735E-16  7.424468E-16  5.145616E-13  2.875785E-11  5.092063E-11  4.922123E-10  1.272703E-05  1.000000E-30
    412  2.335360820165E-01  3.960696E-16  7.981406E-16  3.981891E-13  2.944594E-11  5.215931E-11  5.028262E-10  1.215463E-05  1.000000E-30
    413  2.351317971316E-01  4.268812E-16  8.613573E-16  3.088226E-13  3.025390E-11  5.361426E-11  5.154737E-10  1.165233E-05  1.000000E-30
    414  2.376293164755E-01  4.842098E-16  9.794266E-16  2.087371E-13  3.179818E-11  5.639657E-11  5.399866E-10  1.098923E-05  1.000000E-30
    415  2.399259738388E-01  5.498916E-16  1.115005E-15  1.475013E-13  3.358569E-11  5.961899E-11  5.687056E-10  1.050010E-05  1.000000E-30
    416  2.420046682363E-01  6.234948E-16  1.267113E-15  1.098149E-13  3.558986E-11  6.323381E-11  6.011757E-10  1.015076E-05  1.000000E-30
    417  2.451201276448E-01  7.638383E-16  1.557563E-15  7.473545E-14  3.944852E-11  7.019945E-11  6.641334E-10  9.788336E-06  1.000000E-30
    418  2.467564269033E-01  8.510827E-16  1.738455E-15  6.336830E-14  4.191162E-11  7.465179E-11  7.044757E-10  9.672737E-06  1.000000E-30
    419  2.483354027874E-01  9.413586E-16  1.925967E-15  5.557476E-14  4.453149E-11  7.939488E-11  7.474414E-10  9.605254E-06  1.000000E-30
    420  2.499258654919E-01  1.035529E-15  2.121975E-15  5.008643E-14  4.733528E-11  8.448200E-11  7.934453E-10  9.573665E-06  1.000000E-30
    421  2.515152656983E-01  1.130657E-15  2.320426E-15  4.639424E-14  5.020764E-11  8.970876E-11  8.405706E-10  9.568268E-06  1.000000E-30
    422  2.542060864984E-01  1.291696E-15  2.657354E-15  4.312942E-14  5.498547E-11  9.844891E-11  9.189167E-10  9.584890E-06  1.000000E-30
    423  2.556901221114E-01  1.381244E-15  2.845143E-15  4.257262E-14  5.748694E-11  1.030550E-10  9.599183E-10  9.590844E-06  1.000000E-30
    424  2.570805114381E-01  1.466882E-15  3.024926E-15  4.268858E-14  5.972131E-11  1.071913E-10  9.965449E-10  9.585890E-06  1.000000E-30
    425  2.598984391343E-01  1.650657E-15  3.411043E-15  4.447417E-14  6.395121E-11  1.150898E-10  1.065966E-09  9.529839E-06  1.000000E-30
    426  2.622653138568E-01  1.821730E-15  3.770520E-15  4.732499E-14  6.729352E-11  1.214009E-10  1.121009E-09  9.429619E-06  1.000000E-30
    427  2.644885215151E-01  2.001673E-15  4.148481E-15  5.096445E-14  7.038006E-11  1.272828E-10  1.172087E-09  9.295446E-06  1.000000E-30
    428  2.667229470066E-01  2.205590E-15  4.576533E-15  5.548671E-14  7.354039E-11  1.333515E-10  1.224696E-09  9.130547E-06  1.000000E-30
    429  2.687894382327E-01  2.418042E-15  5.022198E-15  6.041656E-14  7.659507E-11  1.392535E-10  1.275859E-09  8.960257E-06  1.000000E-30
    430  2.709436570286E-01  2.666988E-15  5.544036E-15  6.632586E-14  7.997672E-11  1.458214E-10  1.332848E-09  8.773188E-06  1.000000E-30
    431  2.728595154549E-01  2.914324E-15  6.062110E-15  7.226073E-14  8.318936E-11  1.520902E-10  1.387310E-09  8.604513E-06  1.000000E-30
    432  2.763050324764E-01  3.427329E-15  7.135461E-15  8.463311E-14  8.951387E-11  1.645082E-10  1.495371E-09  8.307882E-06  1.000000E-30
    433  2.797281875476E-01  4.034033E-15  8.402798E-15  9.926289E-14  9.652572E-11  1.783951E-10  1.616411E-09  8.031889E-06  1.000000E-30
    434  2.831107064370E-01  4.741106E-15  9.876953E-15  1.162521E-13  1.041543E-10  1.936531E-10  1.749542E-09  7.781150E-06  1.000000E-30
    435  2.863632962154E-01  5.535059E-15  1.152856E-14  1.352357E-13  1.121062E-10  2.097339E-10  1.889942E-09  7.558772E-06  1.000000E-30
    436  2.894106333807E-01  6.393753E-15  1.331045E-14  1.556586E-13  1.200645E-10  2.260179E-10  2.032176E-09  7.363438E-06  1.000000E-30
    437  2.941185503109E-01  7.974811E-15  1.657964E-14  1.929945E-13  1.332592E-10  2.534558E-10  2.271962E-09  7.077856E-06  1.000000E-30
    438  2.983685787405E-01  9.720246E-15  2.017195E-14  2.338626E-13  1.460856E-10  2.806692E-10  2.509981E-09  6.829378E-06  1.000000E-30
    439  3.021949729112E-01  1.160938E-14  2.404170E-14  2.777467E-13  1.584178E-10  3.073389E-10  2.743493E-09  6.609680E-06  1.000000E-30
    440  3.059150641439E-01  1.380015E-14  2.850777E-14  3.282567E-13  1.712153E-10  3.355226E-10  2.990579E-09  6.399265E-06  1.000000E-30
    441  3.094680949786E-01  1.629168E-14  3.356179E-14  3.852830E-13  1.843135E-10  3.648750E-10  3.248289E-09  6.202365E-06  1.000000E-30
    442  3.127856926026E-01  1.904833E-14  3.912598E-14  4.479425E-13  1.974657E-10  3.948257E-10  3.511650E-09  6.023820E-06  1.000000E-30
    443  3.178598433803E-01  2.428209E-14  4.962207E-14  5.658900E-13  2.197092E-10  4.464520E-10  3.966501E-09  5.765093E-06  1.000000E-30
    444  3.224504526026E-01  3.039901E-14  6.179525E-14  7.024028E-13  2.426277E-10  5.007543E-10  4.445961E-09  5.551123E-06  1.000000E-30
    445  3.266870398371E-01  3.759596E-14  7.601262E-14  8.615895E-13  2.667734E-10  5.589992E-10  4.961168E-09  5.374848E-06  1.000000E-30
    446  3.305577136787E-01  4.586766E-14  9.223789E-14  1.043037E-12  2.919280E-10  6.206562E-10  5.507349E-09  5.234235E-06  1.000000E-30
    447  3.362681054783E-01  6.200718E-14  1.236128E-13  1.393487E-12  3.356555E-10  7.299214E-10  6.476704E-09  5.065619E-06  1.000000E-30
    448  3.414589872690E-01  8.213950E-14  1.623314E-13  1.825496E-12  3.835971E-10  8.524920E-10  7.565405E-09  4.953032E-06  1.000000E-30
    449  3.462773530350E-01  1.070590E-13  2.097497E-13  2.354196E-12  4.361356E-10  9.899811E-10  8.787578E-09  4.880225E-06  1.000000E-30
    450  3.508856189623E-01  1.381593E-13  2.682953E-13  3.006692E-12  4.942741E-10  1.145906E-09  1.017420E-08  4.833719E-06  1.000000E-30
    451  3.552628710565E-01  1.760400E-13  3.388320E-13  3.792728E-12  5.570261E-10  1.318611E-09  1.171013E-08  4.804261E-06  1.000000E-30
    452  3.595141079779E-01  2.225819E-13  4.245485E-13  4.748053E-12  6.252701E-10  1.511550E-09  1.342548E-08  4.783481E-06  1.000000E-30
    453  3.636744849418E-01  2.797414E-13  5.286536E-13  5.908780E-12  6.993226E-10  1.726816E-09  1.533792E-08  4.765770E-06  1.000000E-30
    454  3.676260234901E-01  3.472792E-13  6.503101E-13  7.266034E-12  7.767175E-10  1.958151E-09  1.739071E-08  4.748104E-06  1.000000E-30
    455  3.714655117309E-01  4.282800E-13  7.946458E-13  8.877611E-12  8.590578E-10  2.211081E-09  1.963150E-08  4.728362E-06  1.000000E-30
    456  3.752653942304E-01  5.270076E-13  9.686803E-13  1.082267E-11  9.482245E-10  2.492452E-09  2.211900E-08  4.705688E-06  1.000000E-30
    457  3.809506426681E-01  7.195055E-13  1.303375E-12  1.456910E-11  1.098138E-09  2.981576E-09  2.642831E-08  4.666725E-06  1.000000E-30
    458  3.865190953769E-01  9.787535E-13  1.746873E-12  1.954341E-11  1.268263E-09  3.558260E-09  3.148257E-08  4.626067E-06  1.000000E-30
    459  3.928522091207E-01  1.396540E-12  2.449265E-12  2.744118E-11  1.497757E-09  4.366986E-09  3.852114E-08  4.583905E-06  1.000000E-30
    460  3.991093841216E-01  1.999290E-12  3.444124E-12  3.865962E-11  1.773842E-09  5.378634E-09  4.724691E-08  4.555257E-06  1.000000E-30
    461  4.054183851758E-01  2.894223E-12  4.893885E-12  5.505910E-11  2.117289E-09  6.685897E-09  5.840223E-08  4.547573E-06  1.000000E-30
    462  4.147392755742E-01  5.058467E-12  8.313689E-12  9.391436E-11  2.781390E-09  9.342519E-09  8.069395E-08  4.582930E-06  1.000000E-30
    463  4.232199499949E-01  8.444238E-12  1.351402E-11  1.533151E-10  3.588621E-09  1.277041E-08  1.087974E-07  4.654212E-06  1.000000E-30
    464  4.316976825025E-01  1.403833E-11  2.186443E-11  2.492268E-10  4.622928E-09  1.744942E-08  1.460774E-07  4.734667E-06  1.000000E-30
    465  4.393401554526E-01  2.204050E-11  3.347894E-11  3.832976E-10  5.772115E-09  2.299318E-08  1.887624E-07  4.786790E-06  1.000000E-30
    466  4.465935084243E-01  3.357393E-11  4.978578E-11  5.724191E-10  7.072424E-09  2.966299E-08  2.381748E-07  4.799355E-06  1.000000E-30
    467  4.537106765818E-01  5.044062E-11  7.302637E-11  8.430053E-10  8.571507E-09  3.781977E-08  2.959791E-07  4.767870E-06  1.000000E-30
    468  4.602314649238E-01  7.295149E-11  1.032942E-10  1.196483E-09  1.016842E-08  4.699205E-08  3.578849E-07  4.699804E-06  1.000000E-30
    469  4.709552966107E-01  1.331672E-10  1.816584E-10  2.113973E-09  1.336050E-08  6.656409E-08  4.805682E-07  4.514507E-06  1.000000E-30
    470  4.769745726746E-01  1.864278E-10  2.489309E-10  2.902106E-09  1.552885E-08  8.062852E-08  5.619731E-07  4.377032E-06  1.000000E-30
    471  4.828178172001E-01  2.583632E-10  3.377510E-10  3.941671E-09  1.794931E-08  9.691405E-08  6.502505E-07  4.224862E-06  1.000000E-30
    472  4.927188450138E-01  4.492419E-10  5.658662E-10  6.601182E-09  2.290733E-08  1.317746E-07  8.211325E-07  3.932312E-06  1.000000E-30
    473  5.000000000000E-01  6.752378E-10  8.264835E-10  9.617135E-09  2.738636E-08  1.645415E-07  9.632219E-07  3.693982E-06  1.000000E-30
