 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                as84          as85          as86          as87          as88          as89          as90          as91 
    132  4.971624312404E-02  1.510957E-12  4.319665E-14  1.412102E-16  1.472400E-18  2.215224E-21  9.644205E-24  5.707137E-27  1.087664E-29
    133  4.987811857735E-02  2.222426E-12  6.446386E-14  2.122535E-16  2.241975E-18  3.393944E-21  1.494441E-23  8.888505E-27  1.711082E-29
    134  5.003799836445E-02  3.244503E-12  9.546956E-14  3.165862E-16  3.387089E-18  5.158861E-21  2.297219E-23  1.373182E-26  2.669878E-29
    135  5.019682549602E-02  4.711291E-12  1.406236E-13  4.696331E-16  5.088946E-18  7.798222E-21  3.511538E-23  2.109547E-26  4.142436E-29
    136  5.035511419132E-02  6.812844E-12  2.062726E-13  6.937611E-16  7.613894E-18  1.173844E-20  5.345144E-23  3.227118E-26  6.399992E-29
    137  5.051299755300E-02  9.813796E-12  3.014000E-13  1.020884E-15  1.134747E-17  1.760096E-20  8.104575E-23  4.917546E-26  9.849394E-29
    138  5.067010535678E-02  1.406916E-11  4.382795E-13  1.494993E-15  1.682951E-17  2.626237E-20  1.222811E-22  7.456485E-26  1.508273E-28
    139  5.082726902819E-02  2.010961E-11  6.354480E-13  2.182873E-15  2.488772E-17  3.907311E-20  1.839699E-22  1.127415E-25  2.303168E-28
    140  5.098506829486E-02  2.869010E-11  9.196890E-13  3.181760E-15  3.674368E-17  5.803914E-20  2.763525E-22  1.702066E-25  3.511889E-28
    141  5.114361869269E-02  4.085570E-11  1.328735E-12  4.629800E-15  5.415947E-17  8.607466E-20  4.145004E-22  2.565834E-25  5.347441E-28
    142  5.130328078870E-02  5.809941E-11  1.917311E-12  6.728848E-15  7.974463E-17  1.275229E-19  6.211409E-22  3.864602E-25  8.136079E-28
    143  5.146205644840E-02  8.211720E-11  2.749596E-12  9.719161E-15  1.166859E-16  1.877501E-19  9.249470E-22  5.784085E-25  1.230050E-27
    144  5.162089365231E-02  1.155571E-10  3.926109E-12  1.397784E-14  1.700094E-16  2.752425E-19  1.371512E-21  8.620377E-25  1.851842E-27
    145  5.177902725711E-02  1.615764E-10  5.570075E-12  1.997320E-14  2.460994E-16  4.008911E-19  2.020441E-21  1.276370E-24  2.769703E-27
    146  5.193558292952E-02  2.240350E-10  7.835471E-12  2.829656E-14  3.531676E-16  5.788248E-19  2.950276E-21  1.873178E-24  4.105630E-27
    147  5.207655208218E-02  2.992623E-10  1.060365E-11  3.853922E-14  4.866169E-16  8.019422E-19  4.129273E-21  2.633670E-24  5.824777E-27
    148  5.220437120847E-02  3.874174E-10  1.389056E-11  5.077978E-14  6.479650E-16  1.073192E-18  5.577242E-21  3.571892E-24  7.964817E-27
    149  5.240275279905E-02  5.732888E-10  2.093729E-11  7.723641E-14  1.001883E-15  1.672341E-18  8.817019E-21  5.683212E-24  1.283580E-26
    150  5.258707116153E-02  8.163219E-10  3.032831E-11  1.128232E-13  1.485999E-15  2.498416E-18  1.334961E-20  8.656322E-24  1.978408E-26
    151  5.276353482958E-02  1.133086E-09  4.279509E-11  1.604892E-13  2.145001E-15  3.631497E-18  1.965464E-20  1.281798E-23  2.963126E-26
    152  5.293536770993E-02  1.542781E-09  5.921204E-11  2.238091E-13  3.034377E-15  5.172091E-18  2.834577E-20  1.858972E-23  4.345443E-26
    153  5.310288915571E-02  2.061972E-09  8.039023E-11  3.062006E-13  4.209832E-15  7.223221E-18  4.007472E-20  2.642587E-23  6.244684E-26
    154  5.325369291828E-02  2.651800E-09  1.048601E-10  4.021797E-13  5.599533E-15  9.665073E-18  5.421769E-20  3.592867E-23  8.573923E-26
    155  5.339308966526E-02  3.318006E-09  1.329354E-10  5.131375E-13  7.228252E-15  1.254531E-17  7.109822E-20  4.733057E-23  1.139784E-25
    156  5.362726198018E-02  4.746405E-09  1.944189E-10  7.586227E-13  1.089884E-14  1.909276E-17  1.100892E-19  7.385424E-23  1.805984E-25
    157  5.383816121000E-02  6.420757E-09  2.682982E-10  1.057132E-12  1.545916E-14  2.730925E-17  1.599321E-19  1.080388E-22  2.678620E-25
    158  5.403768730975E-02  8.397146E-09  3.575869E-10  1.422001E-12  2.114788E-14  3.765640E-17  2.238052E-19  1.521857E-22  3.822889E-25
    159  5.422986619970E-02  1.070267E-08  4.641727E-10  1.862364E-12  2.815086E-14  5.051167E-17  3.045156E-19  2.083890E-22  5.301337E-25
    160  5.440569294967E-02  1.318874E-08  5.816633E-10  2.352888E-12  3.609969E-14  6.523108E-17  3.984245E-19  2.742483E-22  7.058171E-25
    161  5.456994612052E-02  1.585817E-08  7.104592E-10  2.895912E-12  4.505572E-14  8.195137E-17  5.067102E-19  3.506944E-22  9.124180E-25
    162  5.485681963417E-02  2.138034E-08  9.845911E-10  4.067371E-12  6.484977E-14  1.193214E-16  7.537648E-19  5.266995E-22  1.396686E-24
    163  5.511708850657E-02  2.738784E-08  1.293224E-09  5.407700E-12  8.816058E-14  1.639199E-16  1.055895E-18  7.442686E-22  2.008123E-24
    164  5.536560227933E-02  3.405829E-08  1.647245E-09  6.968711E-12  1.160579E-13  2.179641E-16  1.430499E-18  1.016761E-21  2.789238E-24
    165  5.559867087093E-02  4.117560E-08  2.036954E-09  8.712231E-12  1.480354E-13  2.806530E-16  1.874592E-18  1.342909E-21  3.741920E-24
    166  5.582344501454E-02  4.885480E-08  2.470219E-09  1.067773E-11  1.849880E-13  3.539204E-16  2.404513E-18  1.735657E-21  4.909886E-24
    167  5.608267729631E-02  5.872057E-08  3.045068E-09  1.332459E-11  2.360864E-13  4.564675E-16  3.162828E-18  2.303179E-21  6.630180E-24
    168  5.632179590432E-02  6.878946E-08  3.651651E-09  1.616069E-11  2.923490E-13  5.707864E-16  4.027593E-18  2.956845E-21  8.650681E-24
    169  5.658568452696E-02  8.098858E-08  4.412068E-09  1.977196E-11  3.660015E-13  7.223356E-16  5.200729E-18  3.852625E-21  1.147508E-23
    170  5.682194908758E-02  9.288524E-08  5.179317E-09  2.347258E-11  4.435764E-13  8.839544E-16  6.480634E-18  4.839740E-21  1.464898E-23
    171  5.707748662895E-02  1.067967E-07  6.107336E-09  2.801771E-11  5.414742E-13  1.090435E-15  8.153019E-18  6.142344E-21  1.891909E-23
    172  5.730159219632E-02  1.198994E-07  7.010694E-09  3.250835E-11  6.407761E-13  1.302383E-15  9.907449E-18  7.521951E-21  2.352697E-23
    173  5.769211250520E-02  1.447854E-07  8.801454E-09  4.158369E-11  8.484388E-13  1.752526E-15  1.374094E-17  1.057431E-20  3.397475E-23
    174  5.804755660481E-02  1.697665E-07  1.069370E-08  5.139602E-11  1.082261E-12  2.268733E-15  1.828693E-17  1.424762E-20  4.691564E-23
    175  5.837706807704E-02  1.949728E-07  1.269505E-08  6.199427E-11  1.344356E-12  2.857117E-15  2.362998E-17  1.862353E-20  6.274421E-23
    176  5.868213309337E-02  2.201308E-07  1.478137E-08  7.325820E-11  1.632604E-12  3.514262E-15  2.976876E-17  2.371403E-20  8.161221E-23
    177  5.897372529375E-02  2.458745E-07  1.700516E-08  8.548354E-11  1.955636E-12  4.261415E-15  3.693605E-17  2.972719E-20  1.044163E-22
    178  5.927019313219E-02  2.738098E-07  1.951707E-08  9.954041E-11  2.338943E-12  5.160648E-15  4.579052E-17  3.724174E-20  1.335646E-22
    179  5.955970264735E-02  3.028622E-07  2.223573E-08  1.150247E-10  2.774566E-12  6.197101E-15  5.626424E-17  4.623260E-20  1.692302E-22
