 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sm182         sm183         sm184         sm185         sm186         sm187         sm188         eu136
    360  1.656939516385E-01  2.134578E-21  1.741747E-22  2.208322E-21  5.902053E-22  4.328654E-20  5.138014E-21  1.724554E-20  1.000000E-30
    361  1.664404283242E-01  2.263358E-21  1.987927E-22  2.913602E-21  8.424041E-22  7.159515E-20  9.148814E-21  3.468963E-20  1.000000E-30
    362  1.671401020014E-01  2.239860E-21  2.099836E-22  3.512250E-21  1.092759E-21  1.068777E-19  1.466322E-20  6.251008E-20  1.000000E-30
    363  1.682228463170E-01  2.106357E-21  2.174166E-22  4.394558E-21  1.521267E-21  1.838700E-19  2.813027E-20  1.438125E-19  1.000000E-30
    364  1.688914277275E-01  1.829512E-21  2.017022E-22  4.722762E-21  1.773470E-21  2.482993E-19  4.083845E-20  2.341128E-19  1.000000E-30
    365  1.695862681704E-01  1.580932E-21  1.876968E-22  5.074853E-21  2.061240E-21  3.338139E-19  5.906050E-20  3.811765E-19  1.000000E-30
    366  1.708796298676E-01  1.189989E-21  1.603962E-22  5.600313E-21  2.625659E-21  5.573056E-19  1.131348E-19  9.121837E-19  1.000000E-30
    367  1.720689125062E-01  8.798821E-22  1.333361E-22  5.887104E-21  3.155613E-21  8.622404E-19  1.990228E-19  1.974332E-18  1.000000E-30
    368  1.730357271347E-01  6.771847E-22  1.126583E-22  5.999077E-21  3.589358E-21  1.206328E-18  3.095365E-19  3.639408E-18  1.000000E-30
    369  1.739185931198E-01  5.263700E-22  9.520959E-23  6.006582E-21  3.977858E-21  1.618544E-18  4.579734E-19  6.298378E-18  1.000000E-30
    370  1.748109107026E-01  4.083323E-22  8.018158E-23  5.929076E-21  4.353429E-21  2.150976E-18  6.725526E-19  1.084735E-17  1.000000E-30
    371  1.757092013639E-01  4.017306E-22  7.899969E-23  6.282932E-21  5.097627E-21  3.052529E-18  1.054169E-18  1.992812E-17  1.000000E-30
    372  1.765567714958E-01  3.533533E-22  8.245472E-23  8.617091E-21  7.772382E-21  5.641521E-18  2.151534E-18  4.759050E-17  1.000000E-30
    373  1.775373762473E-01  2.441713E-22  6.439388E-23  8.380769E-21  8.517367E-21  7.711198E-18  3.294968E-18  8.727542E-17  1.000000E-30
    374  1.784803688374E-01  1.602640E-22  4.601509E-23  7.129124E-21  8.122249E-21  9.090829E-18  4.337806E-18  1.367437E-16  1.000000E-30
    375  1.795112536071E-01  9.536621E-23  3.030078E-23  5.625932E-21  7.272459E-21  1.029618E-17  5.551548E-18  2.122128E-16  1.000000E-30
    376  1.804824008025E-01  5.913574E-23  2.074697E-23  4.431991E-21  6.458699E-21  1.140929E-17  6.911551E-18  3.171587E-16  1.000000E-30
    377  1.815169070317E-01  3.735471E-23  1.456066E-23  3.428136E-21  5.682603E-21  1.272980E-17  8.743985E-18  4.886645E-16  1.000000E-30
    378  1.825428215499E-01  2.571928E-23  1.111305E-23  2.677941E-21  5.047017E-21  1.427689E-17  1.112456E-17  7.569781E-16  1.000000E-30
    379  1.841355644659E-01  1.750052E-23  8.772890E-24  1.851922E-21  4.262908E-21  1.717015E-17  1.632211E-17  1.513912E-15  1.000000E-30
    380  1.856860183354E-01  1.487827E-23  8.406956E-24  1.328478E-21  3.710942E-21  2.045797E-17  2.368317E-17  2.984446E-15  1.000000E-30
    381  1.870847965371E-01  1.487167E-23  8.968441E-24  1.035081E-21  3.433397E-21  2.364784E-17  3.279412E-17  5.469472E-15  1.000000E-30
    382  1.883699545972E-01  1.623064E-23  9.943870E-24  8.906753E-22  3.457889E-21  2.659536E-17  4.362639E-17  9.440625E-15  1.000000E-30
    383  1.895671856375E-01  1.874982E-23  1.116908E-23  8.526738E-22  3.843963E-21  2.918620E-17  5.607408E-17  1.551499E-14  1.000000E-30
    384  1.907324824205E-01  2.269624E-23  1.267114E-23  9.010526E-22  4.731578E-21  3.145154E-17  7.054988E-17  2.486145E-14  1.000000E-30
    385  1.917913284253E-01  2.801762E-23  1.437833E-23  1.017542E-21  6.181784E-21  3.323873E-17  8.585373E-17  3.775258E-14  1.000000E-30
    386  1.928179034582E-01  3.528588E-23  1.643650E-23  1.196003E-21  8.418252E-21  3.463402E-17  1.025460E-16  5.605132E-14  1.000000E-30
    387  1.939781308337E-01  4.687780E-23  1.945457E-23  1.480423E-21  1.235918E-20  3.587693E-17  1.237708E-16  8.661569E-14  1.000000E-30
    388  1.950365569225E-01  6.158746E-23  2.306603E-23  1.820009E-21  1.780444E-20  3.667141E-17  1.450130E-16  1.275069E-13  1.000000E-30
    389  1.963061656501E-01  8.621437E-23  2.891523E-23  2.337830E-21  2.771288E-20  3.736504E-17  1.728680E-16  2.002198E-13  1.000000E-30
    390  1.975160386553E-01  1.190706E-22  3.656769E-23  2.953395E-21  4.210018E-20  3.792798E-17  2.015004E-16  3.040062E-13  1.000000E-30
    391  1.988970783448E-01  1.715387E-22  4.864770E-23  3.813421E-21  6.721787E-20  3.875430E-17  2.358890E-16  4.827097E-13  1.000000E-30
    392  2.001908516564E-01  2.397558E-22  6.426171E-23  4.783462E-21  1.030008E-19  4.022671E-17  2.695194E-16  7.343309E-13  1.000000E-30
    393  2.023233395230E-01  4.076945E-22  1.024311E-22  6.743826E-21  2.025848E-19  4.576581E-17  3.261726E-16  1.425299E-12  1.000000E-30
    394  2.035207364909E-01  5.422850E-22  1.327949E-22  8.043546E-21  2.916887E-19  5.177006E-17  3.584513E-16  2.036852E-12  1.000000E-30
    395  2.047171141817E-01  7.142991E-22  1.713247E-22  9.473935E-21  4.152531E-19  6.089035E-17  3.902984E-16  2.878261E-12  1.000000E-30
    396  2.061861175315E-01  9.890756E-22  2.323127E-22  1.139999E-20  6.312527E-19  7.805360E-17  4.303226E-16  4.336038E-12  1.000000E-30
    397  2.075162532616E-01  1.312485E-21  3.033167E-22  1.328567E-20  9.096921E-19  1.012492E-16  4.688116E-16  6.197498E-12  1.000000E-30
    398  2.088103947538E-01  1.710697E-21  3.897603E-22  1.522184E-20  1.282251E-18  1.330984E-16  5.098302E-16  8.665024E-12  1.000000E-30
    399  2.102374295066E-01  2.265906E-21  5.087857E-22  1.744677E-20  1.847050E-18  1.820999E-16  5.630542E-16  1.236755E-11  1.000000E-30
    400  2.116254943500E-01  2.947228E-21  6.529014E-22  1.967959E-20  2.599849E-18  2.478368E-16  6.283804E-16  1.724772E-11  1.000000E-30
    401  2.137594200207E-01  4.333475E-21  9.410217E-22  2.319009E-20  4.292439E-18  3.955616E-16  7.700281E-16  2.805354E-11  1.000000E-30
    402  2.149968302441E-01  5.367796E-21  1.152525E-21  2.526798E-20  5.667667E-18  5.150160E-16  8.866057E-16  3.670504E-11  1.000000E-30
    403  2.163578604848E-01  6.742916E-21  1.430117E-21  2.758029E-20  7.614597E-18  6.831176E-16  1.054268E-15  4.880200E-11  1.000000E-30
    404  2.188327022992E-01  1.002913E-20  2.080763E-21  3.200561E-20  1.268491E-17  1.116265E-15  1.508762E-15  7.968207E-11  1.000000E-30
    405  2.210861741802E-01  1.414893E-20  2.877782E-21  3.651467E-20  1.962828E-17  1.701338E-15  2.155804E-15  1.209101E-10  1.000000E-30
    406  2.231360986547E-01  1.911563E-20  3.818435E-21  4.140549E-20  2.856915E-17  2.445158E-15  3.012958E-15  1.726938E-10  1.000000E-30
    407  2.249661932162E-01  2.479606E-20  4.873497E-21  4.680262E-20  3.929074E-17  3.326975E-15  4.060348E-15  2.333205E-10  1.000000E-30
    408  2.266023391923E-01  3.110658E-20  6.024872E-21  5.281574E-20  5.159905E-17  4.329174E-15  5.277744E-15  3.013557E-10  1.000000E-30
    409  2.291569547831E-01  4.389346E-20  8.305418E-21  6.534294E-20  7.725683E-17  6.393191E-15  7.842662E-15  4.389922E-10  1.000000E-30
    410  2.305971902523E-01  5.305130E-20  9.903944E-21  7.465699E-20  9.593428E-17  7.879658E-15  9.723155E-15  5.363221E-10  1.000000E-30
    411  2.319348711247E-01  6.308634E-20  1.162823E-20  8.513359E-20  1.165204E-16  9.505958E-15  1.180331E-14  6.412994E-10  1.000000E-30
    412  2.335360820165E-01  7.736705E-20  1.404027E-20  1.004393E-19  1.458649E-16  1.180650E-14  1.477746E-14  7.873907E-10  1.000000E-30
    413  2.351317971316E-01  9.448627E-20  1.687727E-20  1.192645E-19  1.809447E-16  1.453472E-14  1.834210E-14  9.573797E-10  1.000000E-30
    414  2.376293164755E-01  1.283258E-19  2.234479E-20  1.574997E-19  2.495907E-16  1.982054E-14  2.533518E-14  1.278010E-09  1.000000E-30
    415  2.399259738388E-01  1.688364E-19  2.869831E-20  2.043510E-19  3.302541E-16  2.596494E-14  3.357021E-14  1.638386E-09  1.000000E-30
    416  2.420046682363E-01  2.151688E-19  3.576719E-20  2.587372E-19  4.204401E-16  3.277175E-14  4.279102E-14  2.024468E-09  1.000000E-30
    417  2.451201276448E-01  3.063248E-19  4.921381E-20  3.669982E-19  5.920074E-16  4.558944E-14  6.035589E-14  2.720077E-09  1.000000E-30
    418  2.467564269033E-01  3.669944E-19  5.790168E-20  4.395202E-19  7.024270E-16  5.377141E-14  7.167077E-14  3.145757E-09  1.000000E-30
    419  2.483354027874E-01  4.355631E-19  6.752167E-20  5.217095E-19  8.241031E-16  6.274122E-14  8.414511E-14  3.598153E-09  1.000000E-30
    420  2.499258654919E-01  5.160364E-19  7.858718E-20  6.183340E-19  9.632044E-16  7.294786E-14  9.841123E-14  4.096660E-09  1.000000E-30
    421  2.515152656983E-01  6.095037E-19  9.118460E-20  7.306690E-19  1.120406E-15  8.443365E-14  1.145384E-13  4.639072E-09  1.000000E-30
    422  2.542060864984E-01  8.025996E-19  1.165140E-19  9.628305E-19  1.432862E-15  1.071471E-13  1.466009E-13  5.661291E-09  1.000000E-30
    423  2.556901221114E-01  9.308798E-19  1.329207E-19  1.117021E-18  1.632832E-15  1.216235E-13  1.671231E-13  6.282304E-09  1.000000E-30
    424  2.570805114381E-01  1.067213E-18  1.500547E-19  1.280804E-18  1.839814E-15  1.365710E-13  1.883650E-13  6.901687E-09  1.000000E-30
    425  2.598984391343E-01  1.398571E-18  1.906371E-19  1.678413E-18  2.323307E-15  1.713861E-13  2.379791E-13  8.269573E-09  1.000000E-30
    426  2.622653138568E-01  1.743372E-18  2.315955E-19  2.091398E-18  2.802814E-15  2.058280E-13  2.871706E-13  9.535348E-09  1.000000E-30
    427  2.644885215151E-01  2.132628E-18  2.766204E-19  2.556714E-18  3.321269E-15  2.430219E-13  3.403372E-13  1.082067E-08  1.000000E-30
    428  2.667229470066E-01  2.598156E-18  3.291217E-19  3.112000E-18  3.915367E-15  2.856306E-13  4.012306E-13  1.220472E-08  1.000000E-30
    429  2.687894382327E-01  3.105342E-18  3.849780E-19  3.715587E-18  4.535904E-15  3.301612E-13  4.647974E-13  1.356469E-08  1.000000E-30
    430  2.709436570286E-01  3.724612E-18  4.516463E-19  4.450763E-18  5.261899E-15  3.823320E-13  5.391176E-13  1.506112E-08  1.000000E-30
    431  2.728595154549E-01  4.364497E-18  5.190912E-19  5.208514E-18  5.981018E-15  4.341167E-13  6.126809E-13  1.645662E-08  1.000000E-30
    432  2.763050324764E-01  5.766032E-18  6.628385E-19  6.862249E-18  7.466284E-15  5.415027E-13  7.644523E-13  1.911063E-08  1.000000E-30
    433  2.797281875476E-01  7.549336E-18  8.398679E-19  8.956302E-18  9.216622E-15  6.689217E-13  9.430340E-13  2.191832E-08  1.000000E-30
    434  2.831107064370E-01  9.795717E-18  1.056191E-18  1.158069E-17  1.125537E-14  8.186331E-13  1.150687E-12  2.484732E-08  1.000000E-30
    435  2.863632962154E-01  1.252757E-17  1.312041E-18  1.475553E-17  1.354924E-14  9.888069E-13  1.383906E-12  2.780017E-08  1.000000E-30
    436  2.894106333807E-01  1.572132E-17  1.603799E-18  1.844792E-17  1.603848E-14  1.175544E-12  1.636529E-12  3.068352E-08  1.000000E-30
    437  2.941185503109E-01  2.220644E-17  2.179205E-18  2.589454E-17  2.064140E-14  1.526351E-12  2.102539E-12  3.535734E-08  1.000000E-30
    438  2.983685787405E-01  3.018248E-17  2.865613E-18  3.497994E-17  2.573370E-14  1.922334E-12  2.616614E-12  3.980840E-08  1.000000E-30
    439  3.021949729112E-01  3.964946E-17  3.659985E-18  4.568329E-17  3.122849E-14  2.358217E-12  3.169819E-12  4.401089E-08  1.000000E-30
    440  3.059150641439E-01  5.154839E-17  4.636892E-18  5.903993E-17  3.754475E-14  2.869410E-12  3.804054E-12  4.828192E-08  1.000000E-30
    441  3.094680949786E-01  6.608355E-17  5.807455E-18  7.524153E-17  4.462268E-14  3.454057E-12  4.512911E-12  5.253974E-08  1.000000E-30
    442  3.127856926026E-01  8.319134E-17  7.162457E-18  9.418357E-17  5.229843E-14  4.100974E-12  5.279690E-12  5.668046E-08  1.000000E-30
    443  3.178598433803E-01  1.179969E-16  9.868524E-18  1.324001E-16  6.639106E-14  5.319892E-12  6.682930E-12  6.333983E-08  1.000000E-30
    444  3.224504526026E-01  1.615662E-16  1.319472E-17  1.797940E-16  8.208158E-14  6.718724E-12  8.239392E-12  6.972923E-08  1.000000E-30
    445  3.266870398371E-01  2.157136E-16  1.727039E-17  2.382011E-16  9.957820E-14  8.323223E-12  9.968861E-12  7.596137E-08  1.000000E-30
    446  3.305577136787E-01  2.808149E-16  2.211726E-17  3.078950E-16  1.186010E-13  1.011385E-11  1.184292E-11  8.196450E-08  1.000000E-30
    447  3.362681054783E-01  4.144864E-16  3.196461E-17  4.497362E-16  1.531570E-13  1.346991E-11  1.523324E-11  9.142735E-08  1.000000E-30
    448  3.414589872690E-01  5.911259E-16  4.486476E-17  6.354251E-16  1.929464E-13  1.746963E-11  1.911852E-11  1.007491E-07  1.000000E-30
    449  3.462773530350E-01  8.230159E-16  6.171327E-17  8.772310E-16  2.389237E-13  2.223555E-11  2.358777E-11  1.101163E-07  1.000000E-30
    450  3.508856189623E-01  1.131274E-15  8.405672E-17  1.196395E-15  2.930659E-13  2.800631E-11  2.882756E-11  1.198167E-07  1.000000E-30
    451  3.552628710565E-01  1.532884E-15  1.131624E-16  1.609631E-15  3.558603E-13  3.487054E-11  3.487828E-11  1.297957E-07  1.000000E-30
    452  3.595141079779E-01  2.062287E-15  1.515991E-16  2.151410E-15  4.298237E-13  4.314281E-11  4.197428E-11  1.402906E-07  1.000000E-30
    453  3.636744849418E-01  2.761301E-15  2.025327E-16  2.863405E-15  5.172573E-13  5.312698E-11  5.032567E-11  1.514149E-07  1.000000E-30
    454  3.676260234901E-01  3.648681E-15  2.675241E-16  3.763715E-15  6.169455E-13  6.472197E-11  5.980551E-11  1.628428E-07  1.000000E-30
    455  3.714655117309E-01  4.789573E-15  3.516257E-16  4.917560E-15  7.324307E-13  7.837092E-11  7.073893E-11  1.748248E-07  1.000000E-30
    456  3.752653942304E-01  6.277404E-15  4.621636E-16  6.418547E-15  8.682661E-13  9.464981E-11  8.354068E-11  1.876058E-07  1.000000E-30
    457  3.809506426681E-01  9.430359E-15  6.992509E-16  9.592482E-15  1.120493E-12  1.253219E-10  1.071696E-10  2.085925E-07  1.000000E-30
    458  3.865190953769E-01  1.408450E-14  1.055140E-15  1.427264E-14  1.439031E-12  1.645548E-10  1.367892E-10  2.315108E-07  1.000000E-30
    459  3.928522091207E-01  2.229172E-14  1.696238E-15  2.253241E-14  1.913208E-12  2.234003E-10  1.805090E-10  2.606892E-07  1.000000E-30
    460  3.991093841216E-01  3.519195E-14  2.730407E-15  3.555631E-14  2.534985E-12  3.006071E-10  2.372904E-10  2.930549E-07  1.000000E-30
    461  4.054183851758E-01  5.593110E-14  4.442964E-15  5.661523E-14  3.365888E-12  4.029592E-10  3.123873E-10  3.295315E-07  1.000000E-30
    462  4.147392755742E-01  1.115070E-13  9.237525E-15  1.137166E-13  5.112237E-12  6.129242E-10  4.680083E-10  3.910432E-07  1.000000E-30
    463  4.232199499949E-01  2.100822E-13  1.821056E-14  2.168781E-13  7.468673E-12  8.833609E-10  6.743540E-10  4.554799E-07  1.000000E-30
    464  4.316976825025E-01  3.979554E-13  3.633503E-14  4.182618E-13  1.089478E-11  1.251199E-09  9.689207E-10  5.284626E-07  1.000000E-30
    465  4.393401554526E-01  7.115206E-13  6.846350E-14  7.641199E-13  1.529371E-11  1.685181E-09  1.340080E-09  6.019093E-07  1.000000E-30
    466  4.465935084243E-01  1.240764E-12  1.260603E-13  1.366863E-12  2.108000E-11  2.202234E-09  1.819099E-09  6.785064E-07  1.000000E-30
    467  4.537106765818E-01  2.150966E-12  2.315247E-13  2.441873E-12  2.885532E-11  2.821292E-09  2.450284E-09  7.602643E-07  1.000000E-30
    468  4.602314649238E-01  3.575153E-12  4.072099E-13  4.191233E-12  3.844706E-11  3.493199E-09  3.213646E-09  8.409030E-07  1.000000E-30
    469  4.709552966107E-01  8.313318E-12  1.046844E-12  1.037777E-11  6.156645E-11  4.824402E-09  5.003080E-09  9.852148E-07  1.000000E-30
    470  4.769745726746E-01  1.340819E-11  1.793061E-12  1.743633E-11  8.015020E-11  5.692818E-09  6.403084E-09  1.072361E-06  1.000000E-30
    471  4.828178172001E-01  2.138303E-11  3.039212E-12  2.904506E-11  1.035168E-10  6.613146E-09  8.126781E-09  1.160951E-06  1.000000E-30
    472  4.927188450138E-01  4.739759E-11  7.510899E-12  6.991735E-11  1.596251E-10  8.321594E-09  1.214191E-08  1.319314E-06  1.000000E-30
    473  5.000000000000E-01  8.535241E-11  1.471195E-11  1.346786E-10  2.194362E-10  9.668562E-09  1.628121E-08  1.441583E-06  1.000000E-30
