 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                tl227         tl228         tl229         tl230         tl231         tl232         tl233         tl234
      1  0.000000000000E+00  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
      2  1.000000000000E-16  1.000000E-30  1.000021E-30  1.000000E-30  1.000019E-30  1.000002E-30  1.000011E-30  1.000022E-30  1.000010E-30
      3  6.264265632874E-16  1.000000E-30  1.000133E-30  1.000000E-30  1.000119E-30  1.000014E-30  1.000072E-30  1.000141E-30  1.000062E-30
      4  2.206990590178E-15  1.000000E-30  1.000469E-30  1.000000E-30  1.000419E-30  1.000049E-30  1.000252E-30  1.000495E-30  1.000218E-30
      5  6.425069294186E-15  1.000000E-30  1.001364E-30  1.000000E-30  1.001218E-30  1.000144E-30  1.000732E-30  1.001438E-30  1.000633E-30
      6  1.724777641531E-14  1.000000E-30  1.003640E-30  1.000000E-30  1.003251E-30  1.000407E-30  1.001956E-30  1.003842E-30  1.001689E-30
      7  4.527785414179E-14  1.000000E-30  1.009411E-30  1.000000E-30  1.008411E-30  1.001200E-30  1.005066E-30  1.009955E-30  1.004368E-30
      8  1.231582592127E-13  1.000000E-30  1.024549E-30  1.000084E-30  1.021986E-30  1.004185E-30  1.013281E-30  1.026117E-30  1.011407E-30
      9  4.001734798240E-13  1.001715E-30  1.069799E-30  1.005223E-30  1.062505E-30  1.021979E-30  1.037990E-30  1.074890E-30  1.032204E-30
     10  1.150918682670E-12  1.026205E-30  1.157301E-30  1.048161E-30  1.132121E-30  1.093436E-30  1.079649E-30  1.157758E-30  1.065597E-30
     11  2.802808442389E-12  1.083022E-30  1.290919E-30  1.204944E-30  1.196297E-30  1.214185E-30  1.111071E-30  1.220920E-30  1.088297E-30
     12  6.912921996243E-12  1.134663E-30  1.445747E-30  1.491037E-30  1.225322E-30  1.272332E-30  1.119036E-30  1.237083E-30  1.093208E-30
