 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                be9           be10          be11          be12          b8            b9            b10           b11  
    175  5.837706807704E-02  8.628894E-13  3.627428E-16  1.252007E-20  3.601078E-25  1.141990E-28  1.827819E-19  1.894873E-15  1.828044E-13
    176  5.868213309337E-02  8.614352E-13  3.627428E-16  1.251988E-20  3.565834E-25  9.349189E-29  1.664675E-19  1.812607E-15  1.707137E-13
    177  5.897372529375E-02  8.600366E-13  3.627428E-16  1.251969E-20  3.532470E-25  7.714970E-29  1.521815E-19  1.736764E-15  1.595985E-13
    178  5.927019313219E-02  8.586053E-13  3.627428E-16  1.251951E-20  3.498867E-25  6.339181E-29  1.388532E-19  1.662312E-15  1.487699E-13
    179  5.955970264735E-02  8.571976E-13  3.627428E-16  1.251932E-20  3.466362E-25  5.225671E-29  1.268963E-19  1.592022E-15  1.386656E-13
    180  5.987296131417E-02  8.556619E-13  3.627428E-16  1.251913E-20  3.431531E-25  4.231609E-29  1.150246E-19  1.518430E-15  1.282531E-13
    181  6.018239261751E-02  8.541332E-13  3.627428E-16  1.251893E-20  3.397468E-25  3.430254E-29  1.043254E-19  1.448398E-15  1.185413E-13
    182  6.051941164510E-02  8.524554E-13  3.627428E-16  1.251872E-20  3.360754E-25  2.724461E-29  9.373765E-20  1.375073E-15  1.086161E-13
    183  6.081686890997E-02  8.509639E-13  3.627428E-16  1.251853E-20  3.328679E-25  2.219990E-29  8.523975E-20  1.312861E-15  1.004175E-13
    184  6.107970107709E-02  8.496381E-13  3.627428E-16  1.251837E-20  3.300592E-25  1.850499E-29  7.833940E-20  1.259807E-15  9.360357E-14
    185  6.149099227918E-02  8.475496E-13  3.627428E-16  1.251811E-20  3.257116E-25  1.388576E-29  6.858126E-20  1.180231E-15  8.371871E-14
    186  6.184187848266E-02  8.457547E-13  3.627428E-16  1.251789E-20  3.220478E-25  1.083701E-29  6.115405E-20  1.115434E-15  7.598899E-14
    187  6.212841772032E-02  8.442821E-13  3.627428E-16  1.251771E-20  3.190864E-25  8.838995E-30  5.565891E-20  1.064722E-15  7.015422E-14
    188  6.241083345826E-02  8.428259E-13  3.627428E-16  1.251753E-20  3.161944E-25  7.222260E-30  5.070285E-20  1.016643E-15  6.480477E-14
    189  6.286334795077E-02  8.404859E-13  3.627428E-16  1.251725E-20  3.116150E-25  5.213467E-30  4.362557E-20  9.434424E-16  5.701731E-14
    190  6.324448148531E-02  8.385118E-13  3.627428E-16  1.251701E-20  3.078094E-25  3.953689E-30  3.840482E-20  8.853366E-16  5.115583E-14
    191  6.354755735680E-02  8.369412E-13  3.627428E-16  1.251682E-20  3.048165E-25  3.166504E-30  3.467458E-20  8.412094E-16  4.690081E-14
    192  6.382753282149E-02  8.354915E-13  3.627428E-16  1.251664E-20  3.020775E-25  2.575920E-30  3.153484E-20  8.020964E-16  4.327515E-14
    193  6.429792763326E-02  8.330632E-13  3.627428E-16  1.251635E-20  2.975310E-25  1.817013E-30  2.686282E-20  7.399453E-16  3.780333E-14
    194  6.470641913937E-02  8.309668E-13  3.627428E-16  1.251609E-20  2.936383E-25  1.339152E-30  2.335162E-20  6.894667E-16  3.362709E-14
    195  6.514351188605E-02  8.287418E-13  3.627428E-16  1.251582E-20  2.895295E-25  1.000000E-30  2.008511E-20  6.388787E-16  2.968859E-14
    196  6.551961572666E-02  8.268450E-13  3.627428E-16  1.251558E-20  2.860401E-25  1.000000E-30  1.762410E-20  5.978907E-16  2.668163E-14
    197  6.614173306661E-02  8.237538E-13  3.627428E-16  1.251519E-20  2.803602E-25  1.000000E-30  1.417502E-20  5.351736E-16  2.240558E-14
    198  6.666431851744E-02  8.212123E-13  3.627428E-16  1.251486E-20  2.756763E-25  1.000000E-30  1.179169E-20  4.871936E-16  1.940342E-14
    199  6.714973898932E-02  8.189045E-13  3.627428E-16  1.251456E-20  2.713956E-25  1.000000E-30  9.929969E-21  4.462121E-16  1.702570E-14
    200  6.763365269933E-02  8.166582E-13  3.627428E-16  1.251425E-20  2.671944E-25  1.000000E-30  8.353622E-21  4.083503E-16  1.498151E-14
    201  6.810748363549E-02  8.145179E-13  3.627428E-16  1.251395E-20  2.631438E-25  1.000000E-30  7.047415E-21  3.741835E-16  1.326307E-14
    202  6.886988901479E-02  8.112091E-13  3.627428E-16  1.251348E-20  2.567547E-25  1.000000E-30  5.353885E-21  3.248150E-16  1.099044E-14
    203  6.932442343830E-02  8.093197E-13  3.627428E-16  1.251319E-20  2.530197E-25  1.000000E-30  4.539944E-21  2.983238E-16  9.871800E-15
    204  6.977291475786E-02  8.075186E-13  3.627428E-16  1.251291E-20  2.493875E-25  1.000000E-30  3.855015E-21  2.741494E-16  8.911146E-15
    205  7.051837306122E-02  8.046705E-13  3.627428E-16  1.251244E-20  2.434654E-25  1.000000E-30  2.935646E-21  2.381275E-16  7.584457E-15
    206  7.120724846930E-02  8.022022E-13  3.627428E-16  1.251201E-20  2.381179E-25  1.000000E-30  2.280834E-21  2.089882E-16  6.599555E-15
    207  7.185571854523E-02  8.000199E-13  3.627428E-16  1.251160E-20  2.331914E-25  1.000000E-30  1.797087E-21  1.847448E-16  5.836701E-15
    208  7.250556240022E-02  7.979692E-13  3.627428E-16  1.251119E-20  2.283568E-25  1.000000E-30  1.416292E-21  1.633817E-16  5.205652E-15
    209  7.308358088908E-02  7.962539E-13  3.627428E-16  1.251083E-20  2.241407E-25  1.000000E-30  1.147001E-21  1.465871E-16  4.735034E-15
    210  7.365083251161E-02  7.946607E-13  3.627428E-16  1.251047E-20  2.200789E-25  1.000000E-30  9.332591E-22  1.318834E-16  4.339895E-15
    211  7.420607479025E-02  7.931805E-13  3.627428E-16  1.251012E-20  2.161744E-25  1.000000E-30  7.643726E-22  1.191410E-16  4.010634E-15
    212  7.477269193766E-02  7.917379E-13  3.627428E-16  1.250977E-20  2.122613E-25  1.000000E-30  6.254500E-22  1.076831E-16  3.725363E-15
    213  7.532671922740E-02  7.903727E-13  3.627428E-16  1.250942E-20  2.085037E-25  1.000000E-30  5.155245E-22  9.778729E-17  3.486945E-15
    214  7.590819975934E-02  7.889641E-13  3.627428E-16  1.250906E-20  2.046314E-25  1.000000E-30  4.229108E-22  8.873023E-17  3.277147E-15
    215  7.648106882397E-02  7.875674E-13  3.627428E-16  1.250870E-20  2.008867E-25  1.000000E-30  3.501272E-22  8.103900E-17  3.107805E-15
    216  7.706864365518E-02  7.860773E-13  3.627428E-16  1.250833E-20  1.971171E-25  1.000000E-30  2.904851E-22  7.426823E-17  2.968091E-15
    217  7.765097184480E-02  7.844868E-13  3.627428E-16  1.250796E-20  1.934510E-25  1.000000E-30  2.433324E-22  6.856083E-17  2.860997E-15
    218  7.824188421090E-02  7.826988E-13  3.627428E-16  1.250759E-20  1.898005E-25  1.000000E-30  2.052753E-22  6.371091E-17  2.783664E-15
    219  7.883216312169E-02  7.806774E-13  3.627428E-16  1.250722E-20  1.862227E-25  1.000000E-30  1.749716E-22  5.969254E-17  2.735709E-15
    220  7.934760137230E-02  7.786758E-13  3.627428E-16  1.250690E-20  1.831537E-25  1.000000E-30  1.534430E-22  5.676055E-17  2.715761E-15
    221  7.991019390762E-02  7.762139E-13  3.627428E-16  1.250654E-20  1.798617E-25  1.000000E-30  1.342093E-22  5.411768E-17  2.717376E-15
    222  8.044081450283E-02  7.736155E-13  3.627428E-16  1.250621E-20  1.768110E-25  1.000000E-30  1.193402E-22  5.209000E-17  2.740430E-15
    223  8.103419684334E-02  7.703938E-13  3.627428E-16  1.250584E-20  1.734607E-25  1.000000E-30  1.056583E-22  5.027285E-17  2.789553E-15
    224  8.158988408622E-02  7.671023E-13  3.627428E-16  1.250549E-20  1.703808E-25  1.000000E-30  9.516173E-23  4.896336E-17  2.858671E-15
    225  8.219791245697E-02  7.632554E-13  3.627428E-16  1.250511E-20  1.670735E-25  1.000000E-30  8.576280E-23  4.792146E-17  2.960795E-15
    226  8.273529679330E-02  7.597025E-13  3.627428E-16  1.250477E-20  1.642039E-25  1.000000E-30  7.891161E-23  4.729671E-17  3.074346E-15
    227  8.327310875316E-02  7.560615E-13  3.627428E-16  1.250443E-20  1.613813E-25  1.000000E-30  7.314126E-23  4.690528E-17  3.209720E-15
    228  8.381967664174E-02  7.523318E-13  3.627428E-16  1.250409E-20  1.585625E-25  1.000000E-30  6.814646E-23  4.669133E-17  3.368254E-15
    229  8.442137901789E-02  7.482410E-13  3.627428E-16  1.250371E-20  1.555163E-25  1.000000E-30  6.337546E-23  4.658490E-17  3.563564E-15
    230  8.496109010092E-02  7.446034E-13  3.627428E-16  1.250337E-20  1.528337E-25  1.000000E-30  5.952287E-23  4.652840E-17  3.753099E-15
    231  8.556251684447E-02  7.405902E-13  3.627428E-16  1.250300E-20  1.498989E-25  1.000000E-30  5.552758E-23  4.642948E-17  3.974835E-15
    232  8.609514523980E-02  7.370568E-13  3.627428E-16  1.250266E-20  1.473468E-25  1.000000E-30  5.213841E-23  4.625403E-17  4.175625E-15
    233  8.668730402486E-02  7.331167E-13  3.627428E-16  1.250229E-20  1.445605E-25  1.000000E-30  4.845421E-23  4.591825E-17  4.398835E-15
    234  8.725638446658E-02  7.292793E-13  3.627428E-16  1.250193E-20  1.419325E-25  1.000000E-30  4.495978E-23  4.542740E-17  4.608959E-15
    235  8.784892152766E-02  7.251904E-13  3.627428E-16  1.250156E-20  1.392469E-25  1.000000E-30  4.136027E-23  4.472322E-17  4.818745E-15
    236  8.837914431516E-02  7.214187E-13  3.627428E-16  1.250123E-20  1.368868E-25  1.000000E-30  3.818222E-23  4.392472E-17  4.995910E-15
    237  8.927467123273E-02  7.147443E-13  3.627428E-16  1.250067E-20  1.329912E-25  1.000000E-30  3.296082E-23  4.223741E-17  5.267341E-15
    238  9.009385267910E-02  7.082901E-13  3.627428E-16  1.250015E-20  1.295249E-25  1.000000E-30  2.843834E-23  4.037002E-17  5.480956E-15
    239  9.088007009323E-02  7.018103E-13  3.627428E-16  1.249966E-20  1.262831E-25  1.000000E-30  2.441556E-23  3.836555E-17  5.655174E-15
    240  9.160938796651E-02  6.956300E-13  3.627428E-16  1.249920E-20  1.233484E-25  1.000000E-30  2.102691E-23  3.639260E-17  5.792860E-15
    241  9.231864750676E-02  6.895622E-13  3.627428E-16  1.249876E-20  1.205600E-25  1.000000E-30  1.808475E-23  3.443852E-17  5.910325E-15
    242  9.335415502949E-02  6.808320E-13  3.627428E-16  1.249811E-20  1.166016E-25  1.000000E-30  1.443824E-23  3.164963E-17  6.068390E-15
    243  9.429165011748E-02  6.733381E-13  3.627428E-16  1.249752E-20  1.131301E-25  1.000000E-30  1.178053E-23  2.930285E-17  6.217289E-15
    244  9.514750284226E-02  6.670518E-13  3.627428E-16  1.249698E-20  1.100513E-25  1.000000E-30  9.831008E-24  2.737442E-17  6.375454E-15
    245  9.592869681963E-02  6.619155E-13  3.627428E-16  1.249649E-20  1.073142E-25  1.000000E-30  8.392765E-24  2.581529E-17  6.549913E-15
    246  9.638259128200E-02  6.592284E-13  3.627428E-16  1.249621E-20  1.057553E-25  1.000000E-30  7.683342E-24  2.499819E-17  6.667735E-15
    247  9.686466198075E-02  6.566336E-13  3.627428E-16  1.249591E-20  1.041244E-25  1.000000E-30  7.017993E-24  2.419879E-17  6.807701E-15
    248  9.745016881397E-02  6.538560E-13  3.627428E-16  1.249554E-20  1.021773E-25  1.000000E-30  6.315814E-24  2.331737E-17  6.999893E-15
    249  9.798964068785E-02  6.516688E-13  3.627428E-16  1.249520E-20  1.004156E-25  1.000000E-30  5.756501E-24  2.258482E-17  7.199692E-15
    250  9.892639389759E-02  6.487289E-13  3.627428E-16  1.249461E-20  9.742837E-26  1.000000E-30  4.947189E-24  2.147248E-17  7.601302E-15
    251  9.977784733458E-02  6.470030E-13  3.627428E-16  1.249408E-20  9.479030E-26  1.000000E-30  4.353653E-24  2.060994E-17  8.029063E-15
    252  1.005622893962E-01  6.461953E-13  3.627428E-16  1.249359E-20  9.242311E-26  1.000000E-30  3.898237E-24  1.991856E-17  8.478782E-15
    253  1.013070552067E-01  6.461115E-13  3.627428E-16  1.249312E-20  9.023039E-26  1.000000E-30  3.530106E-24  1.933625E-17  8.956472E-15
    254  1.019791947326E-01  6.465934E-13  3.627428E-16  1.249270E-20  8.829619E-26  1.000000E-30  3.240999E-24  1.886206E-17  9.431857E-15
    255  1.025982572428E-01  6.474956E-13  3.627428E-16  1.249231E-20  8.655142E-26  1.000000E-30  3.004369E-24  1.846083E-17  9.907919E-15
    256  1.032644197032E-01  6.489492E-13  3.627428E-16  1.249189E-20  8.471240E-26  1.000000E-30  2.776502E-24  1.806118E-17  1.046292E-14
    257  1.039121745974E-01  6.508329E-13  3.627428E-16  1.249149E-20  8.296168E-26  1.000000E-30  2.577321E-24  1.769911E-17  1.104671E-14
    258  1.045193471709E-01  6.530129E-13  3.627428E-16  1.249111E-20  8.135351E-26  1.000000E-30  2.407686E-24  1.738010E-17  1.163550E-14
    259  1.051181778144E-01  6.555503E-13  3.627428E-16  1.249073E-20  7.979796E-26  1.000000E-30  2.254479E-24  1.708129E-17  1.225702E-14
    260  1.056826419982E-01  6.582885E-13  3.627428E-16  1.249038E-20  7.835894E-26  1.000000E-30  2.121306E-24  1.681308E-17  1.288277E-14
    261  1.062431336111E-01  6.613350E-13  3.627428E-16  1.249002E-20  7.695571E-26  1.000000E-30  1.998556E-24  1.655751E-17  1.354383E-14
    262  1.068146627648E-01  6.647740E-13  3.627428E-16  1.248967E-20  7.555073E-26  1.000000E-30  1.882176E-24  1.630675E-17  1.426101E-14
    263  1.073656177930E-01  6.684027E-13  3.627428E-16  1.248932E-20  7.422061E-26  1.000000E-30  1.777525E-24  1.607303E-17  1.499550E-14
    264  1.079139362418E-01  6.723147E-13  3.627428E-16  1.248898E-20  7.292011E-26  1.000000E-30  1.679914E-24  1.584811E-17  1.577166E-14
    265  1.084202130578E-01  6.761916E-13  3.627428E-16  1.248866E-20  7.173956E-26  1.000000E-30  1.595064E-24  1.564523E-17  1.652900E-14
    266  1.089957947327E-01  6.809066E-13  3.627428E-16  1.248830E-20  7.042061E-26  1.000000E-30  1.504165E-24  1.541958E-17  1.744023E-14
    267  1.095139929398E-01  6.854308E-13  3.627428E-16  1.248797E-20  6.925391E-26  1.000000E-30  1.426919E-24  1.522039E-17  1.830888E-14
    268  1.100036617482E-01  6.899500E-13  3.627428E-16  1.248767E-20  6.816921E-26  1.000000E-30  1.357522E-24  1.503471E-17  1.917337E-14
    269  1.105581599754E-01  6.953585E-13  3.627428E-16  1.248732E-20  6.696139E-26  1.000000E-30  1.282846E-24  1.482610E-17  2.020499E-14
    270  1.111738162549E-01  7.017307E-13  3.627428E-16  1.248693E-20  6.564542E-26  1.000000E-30  1.204434E-24  1.459628E-17  2.142002E-14
    271  1.117276452796E-01  7.077968E-13  3.627428E-16  1.248659E-20  6.448372E-26  1.000000E-30  1.137667E-24  1.439165E-17  2.258094E-14
    272  1.122547306619E-01  7.138670E-13  3.627428E-16  1.248626E-20  6.339721E-26  1.000000E-30  1.077287E-24  1.419797E-17  2.374792E-14
    273  1.128196390807E-01  7.206950E-13  3.627428E-16  1.248590E-20  6.225305E-26  1.000000E-30  1.015892E-24  1.399171E-17  2.507032E-14
    274  1.134172103791E-01  7.282796E-13  3.627428E-16  1.248553E-20  6.106520E-26  1.000000E-30  9.545393E-25  1.377632E-17  2.655783E-14
    275  1.139661173569E-01  7.355737E-13  3.627428E-16  1.248518E-20  5.999407E-26  1.000000E-30  9.012846E-25  1.358084E-17  2.800940E-14
    276  1.145721141816E-01  7.439937E-13  3.627428E-16  1.248480E-20  5.883334E-26  1.000000E-30  8.457793E-25  1.336761E-17  2.971320E-14
    277  1.151138636995E-01  7.518506E-13  3.627428E-16  1.248446E-20  5.781470E-26  1.000000E-30  7.989342E-25  1.317921E-17  3.133237E-14
    278  1.160623872824E-01  7.663683E-13  3.627428E-16  1.248387E-20  5.607350E-26  1.000000E-30  7.227368E-25  1.285546E-17  3.440751E-14
    279  1.166131253687E-01  7.752534E-13  3.627428E-16  1.248353E-20  5.508667E-26  1.000000E-30  6.817068E-25  1.267008E-17  3.634186E-14
    280  1.171578902390E-01  7.843789E-13  3.627428E-16  1.248318E-20  5.412764E-26  1.000000E-30  6.432807E-25  1.248866E-17  3.837249E-14
    281  1.179966344325E-01  7.990982E-13  3.627428E-16  1.248266E-20  5.268360E-26  1.000000E-30  5.880546E-25  1.221379E-17  4.174745E-14
    282  1.184626561866E-01  8.076362E-13  3.627428E-16  1.248237E-20  5.189799E-26  1.000000E-30  5.593308E-25  1.206286E-17  4.376051E-14
    283  1.189221956404E-01  8.163125E-13  3.627428E-16  1.248208E-20  5.113477E-26  1.000000E-30  5.322993E-25  1.191521E-17  4.584881E-14
    284  1.197605220964E-01  8.328108E-13  3.627428E-16  1.248155E-20  4.977125E-26  1.000000E-30  4.860980E-25  1.165016E-17  4.994814E-14
    285  1.205341475296E-01  8.488266E-13  3.627428E-16  1.248107E-20  4.854525E-26  1.000000E-30  4.468355E-25  1.140913E-17  5.408491E-14
    286  1.212540834288E-01  8.644323E-13  3.627428E-16  1.248062E-20  4.743148E-26  1.000000E-30  4.129939E-25  1.118835E-17  5.827228E-14
    287  1.219299358624E-01  8.797157E-13  3.627428E-16  1.248019E-20  4.640917E-26  1.000000E-30  3.834332E-25  1.098423E-17  6.252712E-14
    288  1.225766858039E-01  8.949319E-13  3.627428E-16  1.247979E-20  4.545152E-26  1.000000E-30  3.570287E-25  1.079122E-17  6.691423E-14
    289  1.231854533608E-01  9.097958E-13  3.627428E-16  1.247941E-20  4.456817E-26  1.000000E-30  3.337521E-25  1.061220E-17  7.135326E-14
    290  1.237219182154E-01  9.233417E-13  3.627428E-16  1.247907E-20  4.380398E-26  1.000000E-30  3.144401E-25  1.045639E-17  7.553165E-14
    291  1.242404039059E-01  9.368433E-13  3.627428E-16  1.247875E-20  4.307785E-26  1.000000E-30  2.967880E-25  1.030724E-17  7.982154E-14
    292  1.248086455930E-01  9.521159E-13  3.627428E-16  1.247839E-20  4.229586E-26  1.000000E-30  2.785246E-25  1.014547E-17  8.482766E-14
    293  1.253177247642E-01  9.662328E-13  3.627428E-16  1.247807E-20  4.160735E-26  1.000000E-30  2.630736E-25  1.000260E-17  8.960797E-14
    294  1.258810647447E-01  9.823501E-13  3.627428E-16  1.247772E-20  4.085850E-26  1.000000E-30  2.469265E-25  9.845948E-18  9.523775E-14
    295  1.264205598797E-01  9.982904E-13  3.627428E-16  1.247738E-20  4.015400E-26  1.000000E-30  2.323527E-25  9.697331E-18  1.009872E-13
    296  1.270317883483E-01  1.016969E-12  3.627428E-16  1.247700E-20  3.937048E-26  1.000000E-30  2.168277E-25  9.531060E-18  1.079631E-13
    297  1.275757308169E-01  1.034165E-12  3.627428E-16  1.247666E-20  3.868608E-26  1.000000E-30  2.038468E-25  9.384803E-18  1.146124E-13
    298  1.286048671531E-01  1.068250E-12  3.627428E-16  1.247601E-20  3.742359E-26  1.000000E-30  1.812785E-25  9.111294E-18  1.284247E-13
    299  1.290949488661E-01  1.085225E-12  3.627428E-16  1.247571E-20  3.683695E-26  1.000000E-30  1.713928E-25  8.983152E-18  1.356318E-13
    300  1.295345101683E-01  1.100874E-12  3.627428E-16  1.247543E-20  3.631860E-26  1.000000E-30  1.629611E-25  8.869035E-18  1.424659E-13
    301  1.303954523490E-01  1.132728E-12  3.627428E-16  1.247489E-20  3.532440E-26  1.000000E-30  1.475785E-25  8.647374E-18  1.569366E-13
    302  1.308549873199E-01  1.150402E-12  3.627428E-16  1.247461E-20  3.480492E-26  1.000000E-30  1.399508E-25  8.530701E-18  1.653091E-13
    303  1.312776310019E-01  1.167085E-12  3.627428E-16  1.247434E-20  3.433389E-26  1.000000E-30  1.332707E-25  8.424271E-18  1.734358E-13
    304  1.320787884157E-01  1.199868E-12  3.627428E-16  1.247384E-20  3.345844E-26  1.000000E-30  1.214461E-25  8.224376E-18  1.900336E-13
    305  1.327308179063E-01  1.227710E-12  3.627428E-16  1.247343E-20  3.276245E-26  1.000000E-30  1.125926E-25  8.064140E-18  2.048118E-13
    306  1.333821207310E-01  1.256607E-12  3.627428E-16  1.247302E-20  3.208169E-26  1.000000E-30  1.043851E-25  7.906503E-18  2.208295E-13
    307  1.339749669338E-01  1.283890E-12  3.627428E-16  1.247265E-20  3.147433E-26  1.000000E-30  9.743641E-26  7.764691E-18  2.365802E-13
    308  1.345530840576E-01  1.311431E-12  3.627428E-16  1.247229E-20  3.089314E-26  1.000000E-30  9.110687E-26  7.628242E-18  2.531186E-13
    309  1.351098094661E-01  1.338857E-12  3.627428E-16  1.247194E-20  3.034361E-26  1.000000E-30  8.540140E-26  7.498698E-18  2.702423E-13
    310  1.359304916944E-01  1.380972E-12  3.627428E-16  1.247143E-20  2.955129E-26  1.000000E-30  7.764003E-26  7.310076E-18  2.977770E-13
    311  1.363572082699E-01  1.403695E-12  3.627428E-16  1.247116E-20  2.914754E-26  1.000000E-30  7.389165E-26  7.213194E-18  3.132694E-13
    312  1.367788244083E-01  1.426721E-12  3.627428E-16  1.247090E-20  2.875402E-26  1.000000E-30  7.036597E-26  7.118568E-18  3.294491E-13
    313  1.375777712339E-01  1.471976E-12  3.627428E-16  1.247040E-20  2.802285E-26  1.000000E-30  6.414448E-26  6.940968E-18  3.625888E-13
    314  1.380438267916E-01  1.499393E-12  3.627428E-16  1.247010E-20  2.760494E-26  1.000000E-30  6.077832E-26  6.838382E-18  3.835337E-13
    315  1.384690951451E-01  1.525090E-12  3.627428E-16  1.246984E-20  2.722905E-26  1.000000E-30  5.786281E-26  6.745799E-18  4.037986E-13
    316  1.391087445178E-01  1.565005E-12  3.627428E-16  1.246944E-20  2.667329E-26  1.000000E-30  5.374413E-26  6.607914E-18  4.364614E-13
    317  1.397002518981E-01  1.603317E-12  3.627428E-16  1.246907E-20  2.616945E-26  1.000000E-30  5.020418E-26  6.481551E-18  4.691488E-13
    318  1.402705851668E-01  1.641587E-12  3.627428E-16  1.246871E-20  2.569266E-26  1.000000E-30  4.701849E-26  6.360967E-18  5.031417E-13
    319  1.408634912375E-01  1.682811E-12  3.627428E-16  1.246834E-20  2.520621E-26  1.000000E-30  4.392791E-26  6.237164E-18  5.413081E-13
    320  1.414089642241E-01  1.722085E-12  3.627428E-16  1.246800E-20  2.476682E-26  1.000000E-30  4.127194E-26  6.124194E-18  5.791113E-13
    321  1.419220762512E-01  1.760251E-12  3.627428E-16  1.246768E-20  2.436049E-26  1.000000E-30  3.892696E-26  6.018731E-18  6.172038E-13
    322  1.422771704232E-01  1.787381E-12  3.627428E-16  1.246746E-20  2.408320E-26  1.000000E-30  3.738657E-26  5.946489E-18  6.451491E-13
    323  1.426029315631E-01  1.812799E-12  3.627428E-16  1.246725E-20  2.383159E-26  1.000000E-30  3.603001E-26  5.880686E-18  6.719767E-13
    324  1.430135230101E-01  1.845575E-12  3.627428E-16  1.246699E-20  2.351821E-26  1.000000E-30  3.439396E-26  5.798101E-18  7.074531E-13
    325  1.434683796643E-01  1.882871E-12  3.627428E-16  1.246671E-20  2.317584E-26  1.000000E-30  3.267367E-26  5.707200E-18  7.490507E-13
    326  1.440315208021E-01  1.930532E-12  3.627428E-16  1.246636E-20  2.275887E-26  1.000000E-30  3.067037E-26  5.595572E-18  8.041423E-13
    327  1.445490332405E-01  1.975834E-12  3.627428E-16  1.246603E-20  2.238231E-26  1.000000E-30  2.894592E-26  5.494267E-18  8.586199E-13
    328  1.451370980342E-01  2.029126E-12  3.627428E-16  1.246567E-20  2.196196E-26  1.000000E-30  2.711274E-26  5.380042E-18  9.252195E-13
    329  1.457052374241E-01  2.082524E-12  3.627428E-16  1.246531E-20  2.156336E-26  1.000000E-30  2.546128E-26  5.270530E-18  9.946629E-13
    330  1.463107957421E-01  2.141607E-12  3.627428E-16  1.246493E-20  2.114646E-26  1.000000E-30  2.382133E-26  5.155242E-18  1.074848E-12
    331  1.468752132891E-01  2.198783E-12  3.627428E-16  1.246458E-20  2.076515E-26  1.000000E-30  2.239708E-26  5.048804E-18  1.155688E-12
    332  1.475510939381E-01  2.270060E-12  3.627428E-16  1.246416E-20  2.031757E-26  1.000000E-30  2.081375E-26  4.922348E-18  1.260832E-12
    333  1.481899111058E-01  2.340389E-12  3.627428E-16  1.246376E-20  1.990341E-26  1.000000E-30  1.943111E-26  4.804243E-18  1.369523E-12
    334  1.491767377555E-01  2.455023E-12  3.627428E-16  1.246314E-20  1.928016E-26  1.000000E-30  1.749188E-26  4.624063E-18  1.557005E-12
    335  1.497116139607E-01  2.520365E-12  3.627428E-16  1.246280E-20  1.895054E-26  1.000000E-30  1.653339E-26  4.527353E-18  1.669475E-12
    336  1.502421520731E-01  2.587532E-12  3.627428E-16  1.246247E-20  1.862916E-26  1.000000E-30  1.564042E-26  4.432541E-18  1.789637E-12
    337  1.509052103900E-01  2.674917E-12  3.627428E-16  1.246206E-20  1.823516E-26  1.000000E-30  1.460018E-26  4.314932E-18  1.952381E-12
    338  1.515352476696E-01  2.761667E-12  3.627428E-16  1.246166E-20  1.786850E-26  1.000000E-30  1.368406E-26  4.204006E-18  2.120999E-12
    339  1.521327102765E-01  2.847470E-12  3.627428E-16  1.246129E-20  1.752762E-26  1.000000E-30  1.287564E-26  4.100067E-18  2.295132E-12
    340  1.526678407657E-01  2.927378E-12  3.627428E-16  1.246096E-20  1.722782E-26  1.000000E-30  1.219755E-26  4.007643E-18  2.463493E-12
    341  1.532481602429E-01  3.017451E-12  3.627428E-16  1.246059E-20  1.690850E-26  1.000000E-30  1.150767E-26  3.908033E-18  2.660228E-12
    342  1.535863948111E-01  3.071656E-12  3.627428E-16  1.246038E-20  1.672512E-26  1.000000E-30  1.112626E-26  3.850340E-18  2.782227E-12
    343  1.538995751697E-01  3.123010E-12  3.627428E-16  1.246018E-20  1.655710E-26  1.000000E-30  1.078605E-26  3.797331E-18  2.900546E-12
    344  1.546020187628E-01  3.242380E-12  3.627428E-16  1.245975E-20  1.618636E-26  1.000000E-30  1.006502E-26  3.679099E-18  3.184672E-12
    345  1.552062305672E-01  3.349888E-12  3.627428E-16  1.245937E-20  1.587411E-26  1.000000E-30  9.488604E-27  3.578140E-18  3.451251E-12
    346  1.557875935888E-01  3.457777E-12  3.627428E-16  1.245900E-20  1.557935E-26  1.000000E-30  8.969312E-27  3.481918E-18  3.729367E-12
    347  1.566447447202E-01  3.625228E-12  3.627428E-16  1.245847E-20  1.515473E-26  1.000000E-30  8.261310E-27  3.341471E-18  4.181210E-12
    348  1.574294426159E-01  3.787800E-12  3.627428E-16  1.245798E-20  1.477615E-26  1.000000E-30  7.667952E-27  3.214137E-18  4.642131E-12
    349  1.581710514975E-01  3.950170E-12  3.627428E-16  1.245751E-20  1.442705E-26  1.000000E-30  7.150970E-27  3.095313E-18  5.125156E-12
    350  1.588328903187E-01  4.102634E-12  3.627428E-16  1.245710E-20  1.412248E-26  1.000000E-30  6.721877E-27  2.990150E-18  5.597350E-12
    351  1.594606073659E-01  4.254210E-12  3.627428E-16  1.245671E-20  1.383955E-26  1.000000E-30  6.340793E-27  2.891302E-18  6.084528E-12
    352  1.600565792087E-01  4.404754E-12  3.627428E-16  1.245633E-20  1.357618E-26  1.000000E-30  6.000779E-27  2.798423E-18  6.586194E-12
    353  1.607059625219E-01  4.576493E-12  3.627428E-16  1.245593E-20  1.329491E-26  1.000000E-30  5.652192E-27  2.698039E-18  7.177804E-12
    354  1.613957576202E-01  4.768217E-12  3.627428E-16  1.245550E-20  1.300251E-26  1.000000E-30  5.305178E-27  2.592490E-18  7.862183E-12
