 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                p32           p33           p34           p35           p36           p37           p38           p39  
    173  5.769211250520E-02  3.723766E-16  4.420344E-14  6.916858E-14  1.110784E-12  1.269627E-14  7.332313E-15  6.800574E-17  1.483968E-17
    174  5.804755660481E-02  3.548177E-16  4.125473E-14  6.676179E-14  1.119912E-12  1.301559E-14  7.849625E-15  7.427828E-17  1.686057E-17
    175  5.837706807704E-02  3.392113E-16  3.874118E-14  6.468084E-14  1.129469E-12  1.333210E-14  8.371475E-15  8.070922E-17  1.900569E-17
    176  5.868213309337E-02  3.253036E-16  3.659152E-14  6.288523E-14  1.139522E-12  1.364660E-14  8.896322E-15  8.727088E-17  2.126468E-17
    177  5.897372529375E-02  3.124653E-16  3.468455E-14  6.128359E-14  1.150373E-12  1.396916E-14  9.440151E-15  9.416079E-17  2.370772E-17
    178  5.927019313219E-02  2.998387E-16  3.288142E-14  5.976375E-14  1.162742E-12  1.432110E-14  1.003991E-14  1.018596E-16  2.651837E-17
    179  5.955970264735E-02  2.878934E-16  3.123985E-14  5.837595E-14  1.176194E-12  1.468990E-14  1.067607E-14  1.101333E-16  2.962849E-17
    180  5.987296131417E-02  2.753652E-16  2.958178E-14  5.696914E-14  1.192347E-12  1.511885E-14  1.142684E-14  1.200308E-16  3.346383E-17
    181  6.018239261751E-02  2.633773E-16  2.805427E-14  5.566799E-14  1.209809E-12  1.557265E-14  1.223633E-14  1.308615E-16  3.779754E-17
    182  6.051941164510E-02  2.507322E-16  2.650116E-14  5.433667E-14  1.230427E-12  1.610098E-14  1.320108E-14  1.439774E-16  4.322755E-17
    183  6.081686890997E-02  2.399075E-16  2.521514E-14  5.322384E-14  1.249896E-12  1.659647E-14  1.413012E-14  1.568143E-16  4.872573E-17
    184  6.107970107709E-02  2.305934E-16  2.413774E-14  5.228058E-14  1.267989E-12  1.705650E-14  1.501560E-14  1.692317E-16  5.420956E-17
    185  6.149099227918E-02  2.164700E-16  2.254929E-14  5.086311E-14  1.297787E-12  1.781723E-14  1.653202E-14  1.908933E-16  6.414583E-17
    186  6.184187848266E-02  2.048355E-16  2.127573E-14  4.969324E-14  1.324504E-12  1.850549E-14  1.796391E-14  2.117833E-16  7.415047E-17
    187  6.212841772032E-02  1.956149E-16  2.028620E-14  4.875745E-14  1.346910E-12  1.909122E-14  1.923182E-14  2.306282E-16  8.351592E-17
    188  6.241083345826E-02  1.867702E-16  1.935117E-14  4.784631E-14  1.369340E-12  1.968758E-14  2.057260E-14  2.509000E-16  9.393590E-17
    189  6.286334795077E-02  1.730980E-16  1.792851E-14  4.639807E-14  1.405610E-12  2.067830E-14  2.291988E-14  2.872117E-16  1.134548E-16
    190  6.324448148531E-02  1.620562E-16  1.679575E-14  4.517906E-14  1.436106E-12  2.154234E-14  2.509984E-14  3.218380E-16  1.330403E-16
    191  6.354755735680E-02  1.535844E-16  1.593343E-14  4.420411E-14  1.460220E-12  2.224778E-14  2.697741E-14  3.523177E-16  1.510244E-16
    192  6.382753282149E-02  1.460037E-16  1.516586E-14  4.329739E-14  1.482167E-12  2.291084E-14  2.882907E-14  3.829577E-16  1.697785E-16
    193  6.429792763326E-02  1.338049E-16  1.393667E-14  4.175886E-14  1.517837E-12  2.404213E-14  3.220167E-14  4.402121E-16  2.065654E-16
    194  6.470641913937E-02  1.237607E-16  1.292808E-14  4.040547E-14  1.547223E-12  2.503669E-14  3.541194E-14  4.963850E-16  2.447607E-16
    195  6.514351188605E-02  1.135847E-16  1.190732E-14  3.894064E-14  1.576614E-12  2.610596E-14  3.915103E-14  5.637910E-16  2.932120E-16
    196  6.551961572666E-02  1.052986E-16  1.107503E-14  3.766613E-14  1.600157E-12  2.702905E-14  4.264315E-14  6.285654E-16  3.423281E-16
    197  6.614173306661E-02  9.255078E-17  9.791030E-15  3.553998E-14  1.634718E-12  2.854524E-14  4.899765E-14  7.508163E-16  4.415496E-16
    198  6.666431851744E-02  8.275473E-17  8.799983E-15  3.374745E-14  1.659018E-12  2.979673E-14  5.491976E-14  8.696264E-16  5.456418E-16
    199  6.714973898932E-02  7.438773E-17  7.949157E-15  3.208770E-14  1.677424E-12  3.093185E-14  6.092925E-14  9.948293E-16  6.631373E-16
    200  6.763365269933E-02  6.672257E-17  7.164489E-15  3.044374E-14  1.691964E-12  3.203690E-14  6.745886E-14  1.135848E-15  8.045553E-16
    201  6.810748363549E-02  5.985188E-17  6.456796E-15  2.885588E-14  1.702158E-12  3.308253E-14  7.438371E-14  1.290965E-15  9.707504E-16
    202  6.886988901479E-02  5.004587E-17  5.438349E-15  2.636683E-14  1.710114E-12  3.467782E-14  8.671565E-14  1.580914E-15  1.309841E-15
    203  6.932442343830E-02  4.488236E-17  4.897071E-15  2.493026E-14  1.710154E-12  3.557410E-14  9.478804E-14  1.779614E-15  1.562380E-15
    204  6.977291475786E-02  4.025331E-17  4.408426E-15  2.355311E-14  1.706880E-12  3.641765E-14  1.033612E-13  1.998188E-15  1.858298E-15
    205  7.051837306122E-02  3.350438E-17  3.689969E-15  2.136742E-14  1.694198E-12  3.771770E-14  1.189799E-13  2.415870E-15  2.474546E-15
    206  7.120724846930E-02  2.821088E-17  3.120541E-15  1.947183E-14  1.675084E-12  3.880231E-14  1.350143E-13  2.869532E-15  3.215269E-15
    207  7.185571854523E-02  2.395623E-17  2.658341E-15  1.780132E-14  1.651304E-12  3.972260E-14  1.516801E-13  3.366425E-15  4.107191E-15
    208  7.250556240022E-02  2.031671E-17  2.259687E-15  1.624413E-14  1.622154E-12  4.053938E-14  1.699739E-13  3.940931E-15  5.238562E-15
    209  7.308358088908E-02  1.753905E-17  1.953129E-15  1.495697E-14  1.592288E-12  4.117989E-14  1.877239E-13  4.526365E-15  6.496535E-15
    210  7.365083251161E-02  1.518101E-17  1.691053E-15  1.378146E-14  1.559835E-12  4.173131E-14  2.066226E-13  5.178808E-15  8.019221E-15
    211  7.420607479025E-02  1.318388E-17  1.467892E-15  1.271504E-14  1.525247E-12  4.219324E-14  2.265688E-13  5.899641E-15  9.844013E-15
    212  7.477269193766E-02  1.142323E-17  1.270237E-15  1.171008E-14  1.487402E-12  4.258532E-14  2.484796E-13  6.728833E-15  1.212187E-14
    213  7.532671922740E-02  9.937296E-18  1.102579E-15  1.080413E-14  1.448361E-12  4.289605E-14  2.715966E-13  7.644115E-15  1.485013E-14
    214  7.590819975934E-02  8.595639E-18  9.507084E-16  9.932497E-15  1.405371E-12  4.314023E-14  2.976771E-13  8.726684E-15  1.835911E-14
    215  7.648106882397E-02  7.462451E-18  8.221573E-16  9.149147E-15  1.361253E-12  4.329751E-14  3.252408E-13  9.927898E-15  2.260005E-14
    216  7.706864365518E-02  6.467000E-18  7.090127E-16  8.418070E-15  1.314502E-12  4.337372E-14  3.555781E-13  1.131629E-14  2.794570E-14
    217  7.765097184480E-02  5.623260E-18  6.130335E-16  7.761175E-15  1.266874E-12  4.336187E-14  3.877640E-13  1.286492E-14  3.445769E-14
    218  7.824188421090E-02  4.891264E-18  5.298500E-16  7.159115E-15  1.217380E-12  4.325618E-14  4.225080E-13  1.462573E-14  4.255371E-14
    219  7.883216312169E-02  4.266576E-18  4.589812E-16  6.617655E-15  1.166993E-12  4.305488E-14  4.593499E-13  1.659466E-14  5.247050E-14
    220  7.934760137230E-02  3.795875E-18  4.056710E-16  6.190183E-15  1.122428E-12  4.280112E-14  4.933285E-13  1.850324E-14  6.294450E-14
    221  7.991019390762E-02  3.350617E-18  3.554165E-16  5.768784E-15  1.073315E-12  4.243783E-14  5.321214E-13  2.079645E-14  7.665163E-14
    222  8.044081450283E-02  2.987458E-18  3.145964E-16  5.411549E-15  1.026737E-12  4.201383E-14  5.702557E-13  2.317336E-14  9.215175E-14
    223  8.103419684334E-02  2.637846E-18  2.754214E-16  5.055008E-15  9.746374E-13  4.144966E-14  6.147164E-13  2.610029E-14  1.130587E-13
    224  8.158988408622E-02  2.357140E-18  2.440904E-16  4.759293E-15  9.260504E-13  4.083793E-14  6.578469E-13  2.910917E-14  1.366580E-13
    225  8.219791245697E-02  2.094372E-18  2.148784E-16  4.474675E-15  8.733674E-13  4.007985E-14  7.063493E-13  3.270824E-14  1.677590E-13
    226  8.273529679330E-02  1.895499E-18  1.928238E-16  4.254335E-15  8.274356E-13  3.933782E-14  7.502142E-13  3.617120E-14  2.006999E-13
    227  8.327310875316E-02  1.723475E-18  1.737639E-16  4.060581E-15  7.822136E-13  3.853077E-14  7.947926E-13  3.990958E-14  2.396909E-13
    228  8.381967664174E-02  1.572198E-18  1.570297E-16  3.887905E-15  7.370991E-13  3.764503E-14  8.401717E-13  4.397624E-14  2.863407E-13
    229  8.442137901789E-02  1.428748E-18  1.411838E-16  3.722094E-15  6.884682E-13  3.659238E-14  8.894532E-13  4.874491E-14  3.470502E-13
    230  8.496109010092E-02  1.317426E-18  1.288770E-16  3.591812E-15  6.457411E-13  3.557456E-14  9.325015E-13  5.326763E-14  4.111472E-13
    231  8.556251684447E-02  1.208783E-18  1.168916E-16  3.461761E-15  5.990976E-13  3.435263E-14  9.775937E-13  5.849898E-14  4.942375E-13
    232  8.609514523980E-02  1.123402E-18  1.075091E-16  3.355577E-15  5.586141E-13  3.318826E-14  1.013688E-12  6.322062E-14  5.788270E-13
    233  8.668730402486E-02  1.037946E-18  9.815846E-17  3.242987E-15  5.144928E-13  3.179788E-14  1.048150E-12  6.846321E-14  6.857821E-13
    234  8.725638446658E-02  9.629721E-19  9.001757E-17  3.135435E-15  4.730112E-13  3.036548E-14  1.073930E-12  7.335162E-14  8.014450E-13
    235  8.784892152766E-02  8.902551E-19  8.221974E-17  3.018993E-15  4.309100E-13  2.877893E-14  1.091184E-12  7.809631E-14  9.344063E-13
    236  8.837914431516E-02  8.285731E-19  7.570237E-17  2.907685E-15  3.943153E-13  2.728477E-14  1.097074E-12  8.188715E-14  1.063077E-12
    237  8.927467123273E-02  7.295230E-19  6.545726E-17  2.698606E-15  3.352509E-13  2.463225E-14  1.084269E-12  8.691879E-14  1.296514E-12
    238  9.009385267910E-02  6.426263E-19  5.675897E-17  2.479201E-15  2.850085E-13  2.212841E-14  1.045915E-12  8.953555E-14  1.517479E-12
    239  9.088007009323E-02  5.623612E-19  4.896513E-17  2.245147E-15  2.407889E-13  1.972164E-14  9.864615E-13  8.996881E-14  1.725361E-12
    240  9.160938796651E-02  4.909691E-19  4.223766E-17  2.012082E-15  2.037540E-13  1.754841E-14  9.143200E-13  8.845828E-14  1.903339E-12
    241  9.231864750676E-02  4.252213E-19  3.620559E-17  1.777956E-15  1.716496E-13  1.553708E-14  8.324817E-13  8.531351E-14  2.054100E-12
    242  9.335415502949E-02  3.376463E-19  2.839856E-17  1.439783E-15  1.317716E-13  1.285090E-14  7.016760E-13  7.823773E-14  2.221926E-12
    243  9.429165011748E-02  2.685600E-19  2.242051E-17  1.154787E-15  1.025657E-13  1.072729E-14  5.820020E-13  7.005227E-14  2.311761E-12
    244  9.514750284226E-02  2.147406E-19  1.786445E-17  9.239108E-16  8.103328E-14  9.054805E-15  4.791564E-13  6.184622E-14  2.342366E-12
    245  9.592869681963E-02  1.732698E-19  1.441232E-17  7.423814E-16  6.511637E-14  7.743911E-15  3.945856E-13  5.427940E-14  2.331147E-12
    246  9.638259128200E-02  1.523714E-19  1.268946E-17  6.501687E-16  5.728164E-14  7.069163E-15  3.502120E-13  4.998813E-14  2.310245E-12
    247  9.686466198075E-02  1.325740E-19  1.106728E-17  5.627270E-16  4.996756E-14  6.417865E-15  3.072214E-13  4.560392E-14  2.278251E-12
    248  9.745016881397E-02  1.115982E-19  9.357782E-18  4.703678E-16  4.231691E-14  5.709966E-15  2.607738E-13  4.059110E-14  2.228480E-12
    249  9.798964068785E-02  9.497361E-20  8.007966E-18  3.976767E-16  3.630833E-14  5.130551E-15  2.233933E-13  3.632318E-14  2.174952E-12
    250  9.892639389759E-02  7.143844E-20  6.100080E-18  2.961614E-16  2.784433E-14  4.268684E-15  1.698652E-13  2.978794E-14  2.073435E-12
    251  9.977784733458E-02  5.494127E-20  4.760459E-18  2.266878E-16  2.190561E-14  3.620715E-15  1.324348E-13  2.487421E-14  1.982894E-12
    252  1.005622893962E-01  4.304291E-20  3.788451E-18  1.777643E-16  1.758343E-14  3.117406E-15  1.058480E-13  2.118895E-14  1.912572E-12
    253  1.013070552067E-01  3.410001E-20  3.051605E-18  1.418758E-16  1.429168E-14  2.709433E-15  8.652966E-14  1.842421E-14  1.868106E-12
    254  1.019791947326E-01  2.761885E-20  2.511884E-18  1.163979E-16  1.186600E-14  2.390511E-15  7.320539E-14  1.651084E-14  1.856459E-12
    255  1.025982572428E-01  2.273816E-20  2.100662E-18  9.750859E-17  1.000557E-14  2.132167E-15  6.381703E-14  1.521396E-14  1.878836E-12
    256  1.032644197032E-01  1.844348E-20  1.734037E-18  8.109024E-17  8.335073E-15  1.887070E-15  5.632986E-14  1.430373E-14  1.949322E-12
    257  1.039121745974E-01  1.504673E-20  1.439671E-18  6.818684E-17  6.982817E-15  1.677005E-15  5.121771E-14  1.388387E-14  2.076985E-12
    258  1.045193471709E-01  1.243393E-20  1.209666E-18  5.825409E-17  5.917272E-15  1.502081E-15  4.804945E-14  1.389853E-14  2.262986E-12
    259  1.051181778144E-01  1.030350E-20  1.019109E-18  5.010300E-17  5.027177E-15  1.347909E-15  4.622994E-14  1.429994E-14  2.522675E-12
    260  1.056826419982E-01  8.632050E-21  8.671553E-19  4.362219E-17  4.311446E-15  1.217289E-15  4.551829E-14  1.503100E-14  2.849909E-12
    261  1.062431336111E-01  7.241572E-21  7.386503E-19  3.811932E-17  3.700950E-15  1.100060E-15  4.562999E-14  1.610028E-14  3.267608E-12
    262  1.068146627648E-01  6.055288E-21  6.271464E-19  3.330459E-17  3.166798E-15  9.920450E-16  4.647204E-14  1.755532E-14  3.801231E-12
    263  1.073656177930E-01  5.096989E-21  5.355102E-19  2.929382E-17  2.724174E-15  8.977811E-16  4.788624E-14  1.932118E-14  4.430528E-12
    264  1.079139362418E-01  4.294222E-21  4.574072E-19  2.580633E-17  2.343653E-15  8.124970E-16  4.980381E-14  2.145183E-14  5.181091E-12
    265  1.084202130578E-01  3.666097E-21  3.952685E-19  2.296989E-17  2.038529E-15  7.406347E-16  5.198154E-14  2.377274E-14  5.990803E-12
    266  1.089957947327E-01  3.063111E-21  3.345914E-19  2.012847E-17  1.738290E-15  6.662150E-16  5.489086E-14  2.685814E-14  7.052677E-12
    267  1.095139929398E-01  2.605602E-21  2.877477E-19  1.786890E-17  1.504682E-15  6.051987E-16  5.787834E-14  3.008122E-14  8.139499E-12
    268  1.100036617482E-01  2.236048E-21  2.493002E-19  1.595611E-17  1.311507E-15  5.522271E-16  6.100876E-14  3.355650E-14  9.279567E-12
    269  1.105581599754E-01  1.880268E-21  2.116887E-19  1.402462E-17  1.121230E-15  4.973352E-16  6.491087E-14  3.805280E-14  1.069281E-11
    270  1.111738162549E-01  1.550875E-21  1.762555E-19  1.213695E-17  9.406440E-16  4.421638E-16  6.969029E-14  4.383314E-14  1.239427E-11
    271  1.117276452796E-01  1.303761E-21  1.492176E-19  1.063838E-17  8.017405E-16  3.971841E-16  7.440219E-14  4.984514E-14  1.401947E-11
    272  1.122547306619E-01  1.104953E-21  1.271439E-19  9.370513E-18  6.875663E-16  3.581524E-16  7.925940E-14  5.637865E-14  1.561617E-11
    273  1.128196390807E-01  9.251649E-22  1.069102E-19  8.166994E-18  5.822341E-16  3.201053E-16  8.487699E-14  6.437328E-14  1.733926E-11
    274  1.134172103791E-01  7.664654E-22  8.881326E-20  7.049162E-18  4.873462E-16  2.837461E-16  9.128736E-14  7.409469E-14  1.911995E-11
    275  1.139661173569E-01  6.445812E-22  7.475268E-20  6.146945E-18  4.130504E-16  2.535457E-16  9.759608E-14  8.431591E-14  2.066060E-11
    276  1.145721141816E-01  5.322585E-22  6.167123E-20  5.276440E-18  3.434359E-16  2.235131E-16  1.049920E-13  9.718293E-14  2.218710E-11
    277  1.151138636995E-01  4.484222E-22  5.183313E-20  4.597548E-18  2.906934E-16  1.993580E-16  1.119391E-13  1.102167E-13  2.334111E-11
    278  1.160623872824E-01  3.319342E-22  3.806483E-20  3.599968E-18  2.160352E-16  1.624269E-16  1.246920E-13  1.368779E-13  2.473866E-11
    279  1.166131253687E-01  2.786761E-22  3.175061E-20  3.119565E-18  1.814098E-16  1.438511E-16  1.322646E-13  1.546963E-13  2.513029E-11
    280  1.171578902390E-01  2.343590E-22  2.649423E-20  2.704906E-18  1.523314E-16  1.273187E-16  1.397323E-13  1.740569E-13  2.519120E-11
    281  1.179966344325E-01  1.794235E-22  1.999241E-20  2.167377E-18  1.159193E-16  1.050346E-16  1.508923E-13  2.072384E-13  2.464264E-11
    282  1.184626561866E-01  1.546613E-22  1.707799E-20  1.915347E-18  9.941901E-17  9.418729E-17  1.567329E-13  2.273276E-13  2.402828E-11
    283  1.189221956404E-01  1.335819E-22  1.460967E-20  1.694853E-18  8.533966E-17  8.445913E-17  1.621253E-13  2.481966E-13  2.323157E-11
    284  1.197605220964E-01  1.022174E-22  1.096816E-20  1.353856E-18  6.432701E-17  6.889705E-17  1.707769E-13  2.887274E-13  2.135672E-11
    285  1.205341475296E-01  7.984333E-23  8.408200E-21  1.099223E-18  4.938137E-17  5.682495E-17  1.770386E-13  3.282605E-13  1.930161E-11
    286  1.212540834288E-01  6.343939E-23  6.560308E-21  9.042668E-19  3.848497E-17  4.729324E-17  1.811380E-13  3.662445E-13  1.723941E-11
    287  1.219299358624E-01  5.111804E-23  5.194687E-21  7.517030E-19  3.037070E-17  3.965419E-17  1.833349E-13  4.023384E-13  1.527494E-11
    288  1.225766858039E-01  4.157742E-23  4.155151E-21  6.289425E-19  2.416762E-17  3.340558E-17  1.838836E-13  4.366748E-13  1.345363E-11
    289  1.231854533608E-01  3.423012E-23  3.367773E-21  5.307731E-19  1.945376E-17  2.834649E-17  1.830158E-13  4.683823E-13  1.183114E-11
    290  1.237219182154E-01  2.884052E-23  2.799245E-21  4.562497E-19  1.604610E-17  2.447760E-17  1.811695E-13  4.954751E-13  1.050348E-11
    291  1.242404039059E-01  2.444147E-23  2.342157E-21  3.935166E-19  1.331008E-17  2.121190E-17  1.784734E-13  5.206080E-13  9.329112E-12
    292  1.248086455930E-01  2.038867E-23  1.927514E-21  3.338789E-19  1.083430E-17  1.810555E-17  1.745607E-13  5.466935E-13  8.170519E-12
    293  1.253177247642E-01  1.733181E-23  1.619418E-21  2.874725E-19  8.999156E-18  1.568713E-17  1.702689E-13  5.685694E-13  7.242189E-12
    294  1.258810647447E-01  1.448172E-23  1.336522E-21  2.429445E-19  7.323742E-18  1.337440E-17  1.647633E-13  5.908729E-13  6.340500E-12
    295  1.264205598797E-01  1.219391E-23  1.112937E-21  2.061929E-19  6.009253E-18  1.147428E-17  1.588522E-13  6.101842E-13  5.594106E-12
    296  1.270317883483E-01  1.003559E-23  9.052192E-22  1.705638E-19  4.797800E-18  9.638650E-18  1.515205E-13  6.294907E-13  4.871587E-12
    297  1.275757308169E-01  8.438728E-24  7.538615E-22  1.435561E-19  3.924037E-18  8.252363E-18  1.445580E-13  6.442750E-13  4.329252E-12
    298  1.286048671531E-01  6.080816E-24  5.345440E-22  1.026078E-19  2.679728E-18  6.159991E-18  1.306982E-13  6.660204E-13  3.527353E-12
    299  1.290949488661E-01  5.202588E-24  4.543914E-22  8.706364E-20  2.233048E-18  5.363816E-18  1.239306E-13  6.735873E-13  3.229189E-12
    300  1.295345101683E-01  4.523506E-24  3.929953E-22  7.493350E-20  1.895736E-18  4.741501E-18  1.178642E-13  6.789368E-13  3.001078E-12
    301  1.303954523490E-01  3.440302E-24  2.962806E-22  5.547600E-20  1.375252E-18  3.735966E-18  1.061762E-13  6.858251E-13  2.643749E-12
    302  1.308549873199E-01  2.972913E-24  2.550724E-22  4.708194E-20  1.158323E-18  3.295475E-18  1.001053E-13  6.877478E-13  2.491818E-12
    303  1.312776310019E-01  2.599481E-24  2.223782E-22  4.039638E-20  9.890925E-19  2.940170E-18  9.467240E-14  6.885830E-13  2.371941E-12
    304  1.320787884157E-01  2.016142E-24  1.717512E-22  3.005887E-20  7.334367E-19  2.378296E-18  8.485957E-14  6.880963E-13  2.187955E-12
    305  1.327308179063E-01  1.639968E-24  1.394110E-22  2.351886E-20  5.750947E-19  2.009580E-18  7.738455E-14  6.860561E-13  2.070891E-12
    306  1.333821207310E-01  1.334670E-24  1.133472E-22  1.833181E-20  4.512447E-19  1.704932E-18  7.040714E-14  6.828842E-13  1.976353E-12
    307  1.339749669338E-01  1.106918E-24  9.400777E-23  1.456923E-20  3.621421E-19  1.473543E-18  6.450275E-14  6.792664E-13  1.905922E-12
    308  1.345530840576E-01  9.226180E-25  7.842001E-23  1.161506E-20  2.924156E-19  1.282469E-18  5.914307E-14  6.752249E-13  1.848372E-12
    309  1.351098094661E-01  7.744427E-25  6.592594E-23  9.316988E-21  2.381427E-19  1.125355E-18  5.433978E-14  6.709695E-13  1.801200E-12
    310  1.359304916944E-01  5.987665E-25  5.114189E-23  6.710955E-21  1.762863E-19  9.335880E-19  4.789180E-14  6.642772E-13  1.743549E-12
    311  1.363572082699E-01  5.240188E-25  4.486067E-23  5.652401E-21  1.509148E-19  8.494765E-19  4.481806E-14  6.606586E-13  1.717964E-12
    312  1.367788244083E-01  4.594206E-25  3.943238E-23  4.765735E-21  1.294914E-19  7.750476E-19  4.195221E-14  6.570109E-13  1.694988E-12
    313  1.375777712339E-01  3.583632E-25  3.093320E-23  3.443990E-21  9.709002E-20  6.545396E-19  3.698130E-14  6.499981E-13  1.656875E-12
    314  1.380438267916E-01  3.102180E-25  2.687940E-23  2.848471E-21  8.220007E-20  5.948169E-19  3.434152E-14  6.458736E-13  1.637316E-12
    315  1.384690951451E-01  2.720331E-25  2.365944E-23  2.394008E-21  7.066289E-20  5.459706E-19  3.208188E-14  6.420921E-13  1.620802E-12
    316  1.391087445178E-01  2.234255E-25  1.955154E-23  1.842610E-21  5.637920E-20  4.814079E-19  2.894132E-14  6.363996E-13  1.598055E-12
    317  1.397002518981E-01  1.864165E-25  1.641372E-23  1.446702E-21  4.584886E-20  4.299210E-19  2.629751E-14  6.311488E-13  1.578918E-12
    318  1.402705851668E-01  1.566812E-25  1.388370E-23  1.145993E-21  3.762938E-20  3.865787E-19  2.396321E-14  6.261029E-13  1.561860E-12
    319  1.408634912375E-01  1.308991E-25  1.168190E-23  8.997518E-22  3.069666E-20  3.471075E-19  2.173958E-14  6.208809E-13  1.545321E-12
    320  1.414089642241E-01  1.110525E-25  9.979213E-24  7.208172E-22  2.550090E-20  3.151600E-19  1.986807E-14  6.161091E-13  1.531060E-12
    321  1.419220762512E-01  9.522663E-26  8.615164E-24  5.856618E-22  2.145614E-20  2.884167E-19  1.824845E-14  6.116517E-13  1.518361E-12
    322  1.422771704232E-01  8.565349E-26  7.787105E-24  5.074664E-22  1.905336E-20  2.715559E-19  1.719886E-14  6.085856E-13  1.509918E-12
    323  1.426029315631E-01  7.774969E-26  7.101324E-24  4.451464E-22  1.709793E-20  2.571691E-19  1.628587E-14  6.057885E-13  1.502408E-12
    324  1.430135230101E-01  6.885837E-26  6.326953E-24  3.776591E-22  1.493125E-20  2.403863E-19  1.520087E-14  6.022867E-13  1.493246E-12
    325  1.434683796643E-01  6.023947E-26  5.572827E-24  3.151176E-22  1.286696E-20  2.233924E-19  1.407975E-14  5.984397E-13  1.483462E-12
    326  1.440315208021E-01  5.110912E-26  4.769500E-24  2.522602E-22  1.072184E-20  2.044214E-19  1.280020E-14  5.937272E-13  1.471831E-12
    327  1.445490332405E-01  4.399247E-26  4.139827E-24  2.059379E-22  9.081414E-21  1.887665E-19  1.171959E-14  5.894510E-13  1.461572E-12
    328  1.451370980342E-01  3.715776E-26  3.530977E-24  1.639261E-22  7.536356E-21  1.728062E-19  1.059782E-14  5.846583E-13  1.450387E-12
    329  1.457052374241E-01  3.161735E-26  3.033682E-24  1.318451E-22  6.307877E-21  1.590108E-19  9.612692E-15  5.800965E-13  1.440022E-12
    330  1.463107957421E-01  2.666258E-26  2.585758E-24  1.048205E-22  5.228708E-21  1.458328E-19  8.656535E-15  5.753141E-13  1.429410E-12
    331  1.468752132891E-01  2.278571E-26  2.232480E-24  8.489608E-23  4.398993E-21  1.348022E-19  7.847301E-15  5.709313E-13  1.419903E-12
    332  1.475510939381E-01  1.892253E-26  1.877225E-24  6.622929E-23  3.586841E-21  1.229825E-19  6.973996E-15  5.657773E-13  1.408972E-12
    333  1.481899111058E-01  1.591176E-26  1.597763E-24  5.259378E-23  2.964628E-21  1.130216E-19  6.232933E-15  5.610103E-13  1.399079E-12
    334  1.491767377555E-01  1.223228E-26  1.251998E-24  3.715979E-23  2.219700E-21  9.960694E-20  5.233799E-15  5.538548E-13  1.384607E-12
    335  1.497116139607E-01  1.063657E-26  1.100206E-24  3.094333E-23  1.902493E-21  9.320732E-20  4.758825E-15  5.500835E-13  1.377155E-12
    336  1.502421520731E-01  9.274115E-27  9.695596E-25  2.588619E-23  1.634899E-21  8.737460E-20  4.327101E-15  5.464312E-13  1.370050E-12
    337  1.509052103900E-01  7.835001E-27  8.301616E-25  2.081942E-23  1.356077E-21  8.073862E-20  3.840579E-15  5.419804E-13  1.361544E-12
    338  1.515352476696E-01  6.694086E-27  7.183806E-25  1.702081E-23  1.138184E-21  7.503041E-20  3.427798E-15  5.378665E-13  1.353826E-12
    339  1.521327102765E-01  5.779601E-27  6.279215E-25  1.412992E-23  9.656906E-22  7.008975E-20  3.074653E-15  5.340817E-13  1.346852E-12
    340  1.526678407657E-01  5.077927E-27  5.578189E-25  1.201152E-23  8.349646E-22  6.601692E-20  2.788337E-15  5.307829E-13  1.340875E-12
    341  1.532481602429E-01  4.423250E-27  4.917448E-25  1.011882E-23  7.144929E-22  6.193881E-20  2.507186E-15  5.272985E-13  1.334664E-12
    342  1.535863948111E-01  4.085837E-27  4.574099E-25  9.176914E-24  6.530072E-22  5.971018E-20  2.356063E-15  5.253128E-13  1.331172E-12
    343  1.538995751697E-01  3.798834E-27  4.280688E-25  8.395178E-24  6.010434E-22  5.773663E-20  2.223484E-15  5.235130E-13  1.328043E-12
    344  1.546020187628E-01  3.234583E-27  3.698615E-25  6.911675E-24  5.000613E-22  5.360464E-20  1.951933E-15  5.195898E-13  1.321339E-12
    345  1.552062305672E-01  2.824967E-27  3.270899E-25  5.881428E-24  4.278651E-22  5.034772E-20  1.744496E-15  5.163341E-13  1.315897E-12
    346  1.557875935888E-01  2.485745E-27  2.913168E-25  5.060490E-24  3.688817E-22  4.744536E-20  1.564652E-15  5.133151E-13  1.310963E-12
    347  1.566447447202E-01  2.067238E-27  2.466423E-25  4.090523E-24  2.973993E-22  4.353876E-20  1.331517E-15  5.090749E-13  1.304243E-12
    348  1.574294426159E-01  1.754226E-27  2.127294E-25  3.397610E-24  2.450911E-22  4.030829E-20  1.148017E-15  5.053830E-13  1.298591E-12
    349  1.581710514975E-01  1.507573E-27  1.856833E-25  2.873039E-24  2.047139E-22  3.752161E-20  9.965976E-16  5.020908E-13  1.293757E-12
    350  1.588328903187E-01  1.321060E-27  1.649703E-25  2.489039E-24  1.748265E-22  3.523143E-20  8.780900E-16  4.992836E-13  1.289782E-12
    351  1.594606073659E-01  1.168663E-27  1.478522E-25  2.183640E-24  1.508790E-22  3.321285E-20  7.783055E-16  4.967264E-13  1.286281E-12
    352  1.600565792087E-01  1.042676E-27  1.335598E-25  1.937108E-24  1.314442E-22  3.142281E-20  6.934681E-16  4.944178E-13  1.283262E-12
