 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                p32           p33           p34           p35           p36           p37           p38           p39  
    353  1.607059625219E-01  9.230794E-28  1.198493E-25  1.708173E-24  1.134049E-22  2.960100E-20  6.113199E-16  4.919953E-13  1.280208E-12
    354  1.613957576202E-01  8.131074E-28  1.071098E-25  1.502206E-24  9.722701E-23  2.779834E-20  5.343319E-16  4.895114E-13  1.277190E-12
    355  1.620398820205E-01  7.238589E-28  9.667493E-26  1.338388E-24  8.442542E-23  2.622806E-20  4.707144E-16  4.873042E-13  1.274654E-12
    356  1.627691861850E-01  6.362676E-28  8.631673E-26  1.180212E-24  7.220655E-23  2.457012E-20  4.075921E-16  4.848712E-13  1.271946E-12
    357  1.634667099868E-01  5.638282E-28  7.765057E-26  1.051247E-24  6.238013E-23  2.309091E-20  3.547725E-16  4.825887E-13  1.269459E-12
    358  1.645369737572E-01  4.704336E-28  6.632117E-26  8.872876E-25  5.016244E-23  2.100445E-20  2.861603E-16  4.791617E-13  1.265813E-12
    359  1.651200899964E-01  4.271952E-28  6.099724E-26  8.120309E-25  4.470097E-23  1.995092E-20  2.543471E-16  4.772604E-13  1.263721E-12
    360  1.656939516385E-01  3.889909E-28  5.625417E-26  7.459253E-25  3.999166E-23  1.896563E-20  2.261939E-16  4.753867E-13  1.261641E-12
    361  1.664404283242E-01  3.450216E-28  5.073323E-26  6.700819E-25  3.472970E-23  1.775637E-20  1.940408E-16  4.728800E-13  1.258731E-12
    362  1.671401020014E-01  3.088945E-28  4.613851E-26  6.078271E-25  3.054012E-23  1.668963E-20  1.678749E-16  4.704019E-13  1.255638E-12
    363  1.682228463170E-01  2.611048E-28  3.997063E-26  5.254110E-25  2.520157E-23  1.515567E-20  1.337374E-16  4.663550E-13  1.250231E-12
    364  1.688914277275E-01  2.358223E-28  3.665019E-26  4.815462E-25  2.248020E-23  1.427307E-20  1.160964E-16  4.636241E-13  1.246235E-12
    365  1.695862681704E-01  2.123825E-28  3.353623E-26  4.406938E-25  2.002376E-23  1.340176E-20  9.998614E-17  4.605896E-13  1.241520E-12
    366  1.708796298676E-01  1.753296E-28  2.851879E-26  3.753764E-25  1.629012E-23  1.189893E-20  7.549940E-17  4.542600E-13  1.230798E-12
    367  1.720689125062E-01  1.474878E-28  2.464946E-26  3.253109E-25  1.359922E-23  1.063672E-20  5.796880E-17  4.475132E-13  1.218283E-12
    368  1.730357271347E-01  1.283864E-28  2.193068E-26  2.902292E-25  1.181430E-23  9.687056E-21  4.661216E-17  4.412154E-13  1.205772E-12
    369  1.739185931198E-01  1.132520E-28  1.973214E-26  2.618765E-25  1.043347E-23  8.875044E-21  3.806155E-17  4.348165E-13  1.192466E-12
    370  1.748109107026E-01  9.986336E-29  1.774596E-26  2.362442E-25  9.235705E-24  8.104434E-21  3.093901E-17  4.276094E-13  1.176864E-12
    371  1.757092013639E-01  8.805028E-29  1.595620E-26  2.131061E-25  8.194213E-24  7.375708E-21  2.501355E-17  4.195994E-13  1.158940E-12
    372  1.765567714958E-01  7.823572E-29  1.443637E-26  1.934080E-25  7.338646E-24  6.731194E-21  2.043490E-17  4.113258E-13  1.139906E-12
    373  1.775373762473E-01  6.825291E-29  1.285596E-26  1.728574E-25  6.474096E-24  6.031967E-21  1.609426E-17  4.008213E-13  1.115107E-12
    374  1.784803688374E-01  5.987291E-29  1.149613E-26  1.551034E-25  5.750629E-24  5.408173E-21  1.277430E-17  3.898476E-13  1.088618E-12
    375  1.795112536071E-01  5.186269E-29  1.016444E-26  1.376380E-25  5.057934E-24  4.774934E-21  9.877832E-18  3.768001E-13  1.056459E-12
    376  1.804824008025E-01  4.527932E-29  9.041739E-27  1.228412E-25  4.485391E-24  4.226138E-21  7.748881E-18  3.636138E-13  1.023380E-12
    377  1.815169070317E-01  3.913633E-29  7.968634E-27  1.086283E-25  3.946208E-24  3.688168E-21  5.967559E-18  3.486071E-13  9.851253E-13
    378  1.825428215499E-01  3.382361E-29  7.017053E-27  9.596001E-26  3.473858E-24  3.202864E-21  4.613541E-18  3.329112E-13  9.445455E-13
    379  1.841355644659E-01  2.686446E-29  5.734372E-27  7.877881E-26  2.843590E-24  2.538962E-21  3.109414E-18  3.072031E-13  8.770226E-13
    380  1.856860183354E-01  2.136113E-29  4.683471E-27  6.460105E-26  2.330783E-24  1.992133E-21  2.146943E-18  2.811066E-13  8.073538E-13
    381  1.870847965371E-01  1.728230E-29  3.880371E-27  5.369965E-26  1.939916E-24  1.577768E-21  1.569516E-18  2.571837E-13  7.426411E-13
    382  1.883699545972E-01  1.415615E-29  3.248631E-27  4.508065E-26  1.632459E-24  1.257901E-21  1.205451E-18  2.352923E-13  6.827896E-13
    383  1.895671856375E-01  1.169883E-29  2.740521E-27  3.811894E-26  1.384876E-24  1.007219E-21  9.645181E-19  2.152495E-13  6.274954E-13
    384  1.907324824205E-01  9.668999E-30  2.312200E-27  3.222895E-26  1.175832E-24  8.028558E-22  7.942511E-19  1.963071E-13  5.748222E-13
    385  1.917913284253E-01  8.098772E-30  1.973945E-27  2.756250E-26  1.010471E-24  6.476648E-22  6.786863E-19  1.797584E-13  5.284860E-13
    386  1.928179034582E-01  6.788831E-30  1.686848E-27  2.359152E-26  8.699649E-25  5.213648E-22  5.910877E-19  1.643976E-13  4.852072E-13
    387  1.939781308337E-01  5.534733E-30  1.406272E-27  1.970076E-26  7.325717E-25  4.042065E-22  5.135188E-19  1.479991E-13  4.387240E-13
    388  1.950365569225E-01  4.567974E-30  1.185981E-27  1.663908E-26  6.247597E-25  3.174392E-22  4.560932E-19  1.339649E-13  3.987038E-13
    389  1.963061656501E-01  3.605771E-30  9.614628E-28  1.351226E-26  5.151368E-25  2.349405E-22  3.991629E-19  1.183805E-13  3.539995E-13
    390  1.975160386553E-01  2.855405E-30  7.826081E-28  1.101680E-26  4.282563E-25  1.743801E-22  3.532115E-19  1.048126E-13  3.148430E-13
    391  1.988970783448E-01  2.169628E-30  6.141209E-28  8.662833E-27  3.471837E-25  1.223733E-22  3.075243E-19  9.082484E-14  2.742265E-13
    392  2.001908516564E-01  1.660893E-30  4.858162E-28  6.868601E-27  2.864087E-25  8.673123E-23  2.696847E-19  7.913889E-14  2.400869E-13
    393  2.023233395230E-01  1.057467E-30  3.248881E-28  4.618250E-27  2.126632E-25  4.790867E-23  2.152926E-19  6.265276E-14  1.915643E-13
    394  2.035207364909E-01  1.000000E-30  2.569374E-28  3.669101E-27  1.831641E-25  3.388027E-23  1.885276E-19  5.478458E-14  1.682395E-13
    395  2.047171141817E-01  1.000000E-30  2.018958E-28  2.902034E-27  1.606607E-25  2.373456E-23  1.642309E-19  4.781016E-14  1.474600E-13
    396  2.061861175315E-01  1.000000E-30  1.489001E-28  2.166018E-27  1.410538E-25  1.515931E-23  1.376480E-19  4.035251E-14  1.251199E-13
    397  2.075162532616E-01  1.000000E-30  1.121312E-28  1.658373E-27  1.295978E-25  1.000479E-23  1.165208E-19  3.453650E-14  1.075987E-13
    398  2.088103947538E-01  1.000000E-30  8.446205E-29  1.279763E-27  1.231248E-25  6.625205E-24  9.848216E-20  2.962674E-14  9.272955E-14
    399  2.102374295066E-01  1.000000E-30  6.133663E-29  9.667798E-28  1.203359E-25  4.179170E-24  8.128145E-20  2.496599E-14  7.853846E-14
    400  2.116254943500E-01  1.000000E-30  4.457522E-29  7.443878E-28  1.211625E-25  2.664452E-24  6.703558E-20  2.109485E-14  6.668633E-14
    401  2.137594200207E-01  1.000000E-30  2.698249E-29  5.180242E-28  1.277227E-25  1.348423E-24  4.932916E-20  1.621551E-14  5.164593E-14
    402  2.149968302441E-01  1.000000E-30  1.994461E-29  4.334783E-28  1.338568E-25  9.270353E-25  4.108368E-20  1.389085E-14  4.443261E-14
    403  2.163578604848E-01  1.000000E-30  1.426051E-29  3.690349E-28  1.422068E-25  6.343619E-25  3.346484E-20  1.169204E-14  3.757564E-14
    404  2.188327022992E-01  1.000000E-30  7.765700E-30  3.061498E-28  1.610245E-25  3.701241E-25  2.285321E-20  8.501652E-15  2.755511E-14
    405  2.210861741802E-01  1.000000E-30  4.400490E-30  2.886148E-28  1.817244E-25  2.826486E-25  1.602366E-20  6.319660E-15  2.064003E-14
    406  2.231360986547E-01  1.000000E-30  2.601207E-30  2.932811E-28  2.033581E-25  2.610521E-25  1.155060E-20  4.799755E-15  1.578426E-14
    407  2.249661932162E-01  1.000000E-30  1.644123E-30  3.087179E-28  2.250066E-25  2.650092E-25  8.606317E-21  3.738781E-15  1.237027E-14
    408  2.266023391923E-01  1.000000E-30  1.109512E-30  3.292204E-28  2.463782E-25  2.789332E-25  6.613465E-21  2.980959E-15  9.916319E-15
    409  2.291569547831E-01  1.000000E-30  1.000000E-30  3.714962E-28  2.840442E-25  3.125189E-25  4.393787E-21  2.080990E-15  6.980556E-15
    410  2.305971902523E-01  1.000000E-30  1.000000E-30  3.999579E-28  3.079000E-25  3.360875E-25  3.501497E-21  1.695267E-15  5.713273E-15
    411  2.319348711247E-01  1.000000E-30  1.000000E-30  4.295381E-28  3.319830E-25  3.605596E-25  2.846783E-21  1.399584E-15  4.737142E-15
    412  2.335360820165E-01  1.000000E-30  1.000000E-30  4.689512E-28  3.635248E-25  3.930699E-25  2.237755E-21  1.111499E-15  3.781392E-15
    413  2.351317971316E-01  1.000000E-30  1.000000E-30  5.127112E-28  3.982471E-25  4.291009E-25  1.779766E-21  8.833460E-16  3.020487E-15
    414  2.376293164755E-01  1.000000E-30  1.000000E-30  5.913987E-28  4.601810E-25  4.935134E-25  1.283624E-21  6.184530E-16  2.131451E-15
    415  2.399259738388E-01  1.000000E-30  1.000000E-30  6.759967E-28  5.266867E-25  5.626322E-25  9.969153E-22  4.495673E-16  1.560593E-15
    416  2.420046682363E-01  1.000000E-30  1.000000E-30  7.644906E-28  5.962011E-25  6.347416E-25  8.349009E-22  3.416919E-16  1.193832E-15
    417  2.451201276448E-01  1.000000E-30  1.000000E-30  9.229264E-28  7.202955E-25  7.631072E-25  7.119849E-22  2.368476E-16  8.355513E-16
    418  2.467564269033E-01  1.000000E-30  1.000000E-30  1.020214E-27  7.967605E-25  8.420042E-25  6.894273E-22  2.015907E-16  7.147668E-16
    419  2.483354027874E-01  1.000000E-30  1.000000E-30  1.125409E-27  8.791691E-25  9.268768E-25  6.888335E-22  1.771624E-16  6.311978E-16
    420  2.499258654919E-01  1.000000E-30  1.000000E-30  1.243793E-27  9.718544E-25  1.022165E-24  7.061506E-22  1.601788E-16  5.734484E-16
    421  2.515152656983E-01  1.000000E-30  1.000000E-30  1.376222E-27  1.075487E-24  1.128521E-24  7.393588E-22  1.493753E-16  5.373232E-16
    422  2.542060864984E-01  1.000000E-30  1.000000E-30  1.638837E-27  1.280576E-24  1.338503E-24  8.286931E-22  1.420453E-16  5.150005E-16
    423  2.556901221114E-01  1.000000E-30  1.000000E-30  1.807707E-27  1.412630E-24  1.473423E-24  8.953577E-22  1.427538E-16  5.197716E-16
    424  2.570805114381E-01  1.000000E-30  1.000000E-30  1.984901E-27  1.550919E-24  1.614507E-24  9.694159E-22  1.459680E-16  5.335578E-16
    425  2.598984391343E-01  1.000000E-30  1.000000E-30  2.411788E-27  1.883359E-24  1.952953E-24  1.157128E-21  1.590848E-16  5.860264E-16
    426  2.622653138568E-01  1.000000E-30  1.000000E-30  2.855567E-27  2.228686E-24  2.303649E-24  1.359237E-21  1.763071E-16  6.536029E-16
    427  2.644885215151E-01  1.000000E-30  1.000000E-30  3.358090E-27  2.619051E-24  2.699153E-24  1.591549E-21  1.972338E-16  7.354698E-16
    428  2.667229470066E-01  1.000000E-30  1.000000E-30  3.957102E-27  3.083538E-24  3.168579E-24  1.870529E-21  2.225245E-16  8.345892E-16
    429  2.687894382327E-01  1.000000E-30  1.000000E-30  4.601729E-27  3.582511E-24  3.671549E-24  2.171835E-21  2.493559E-16  9.401664E-16
    430  2.709436570286E-01  1.000000E-30  1.000000E-30  5.373809E-27  4.178850E-24  4.271057E-24  2.533145E-21  2.805462E-16  1.063519E-15
    431  2.728595154549E-01  1.000000E-30  1.000000E-30  6.153789E-27  4.780060E-24  4.873893E-24  2.898190E-21  3.109026E-16  1.184224E-15
    432  2.763050324764E-01  1.000000E-30  1.000000E-30  7.808711E-27  6.051373E-24  6.144274E-24  3.671481E-21  3.716416E-16  1.427547E-15
    433  2.797281875476E-01  1.000000E-30  1.000000E-30  9.833034E-27  7.600354E-24  7.685703E-24  4.614832E-21  4.401908E-16  1.704739E-15
    434  2.831107064370E-01  1.000000E-30  1.000000E-30  1.229365E-26  9.475011E-24  9.543950E-24  5.757110E-21  5.167724E-16  2.017177E-15
    435  2.863632962154E-01  1.000000E-30  1.000000E-30  1.519332E-26  1.167433E-23  1.171616E-23  7.097317E-21  5.996922E-16  2.358267E-15
    436  2.894106333807E-01  1.000000E-30  1.000000E-30  1.849245E-26  1.416568E-23  1.416874E-23  8.615175E-21  6.866164E-16  2.718491E-15
    437  2.941185503109E-01  1.000000E-30  1.315262E-30  2.499048E-26  1.904375E-23  1.895213E-23  1.158567E-20  8.408700E-16  3.363347E-15
    438  2.983685787405E-01  1.000000E-30  1.224194E-30  3.274041E-26  2.482234E-23  2.459453E-23  1.510139E-20  1.003987E-15  4.051714E-15
    439  3.021949729112E-01  1.000000E-30  1.140919E-30  4.171595E-26  3.147201E-23  3.106370E-23  1.914299E-20  1.173178E-15  4.771477E-15
    440  3.059150641439E-01  1.000000E-30  1.123041E-30  5.276552E-26  3.960736E-23  3.895207E-23  2.408207E-20  1.360763E-15  5.575233E-15
    441  3.094680949786E-01  1.000000E-30  1.094403E-30  6.601671E-26  4.930358E-23  4.832500E-23  2.996164E-20  1.563915E-15  6.451456E-15
    442  3.127856926026E-01  1.000000E-30  1.000000E-30  8.135868E-26  6.046282E-23  5.908180E-23  3.671981E-20  1.777333E-15  7.377490E-15
    443  3.178598433803E-01  1.000000E-30  1.360990E-30  1.119549E-25  8.254744E-23  8.029824E-23  5.007193E-20  2.154172E-15  9.024210E-15
    444  3.224504526026E-01  1.000000E-30  1.262958E-30  1.493977E-25  1.093365E-22  1.059395E-22  6.623416E-20  2.555499E-15  1.079143E-14
    445  3.266870398371E-01  1.000000E-30  1.197882E-30  1.949289E-25  1.416444E-22  1.367639E-22  8.568631E-20  2.984901E-15  1.269490E-14
    446  3.305577136787E-01  1.000000E-30  1.000000E-30  2.485108E-25  1.793719E-22  1.726566E-22  1.083567E-19  3.433899E-15  1.469691E-14
    447  3.362681054783E-01  1.000000E-30  1.367821E-30  3.554430E-25  2.539513E-22  2.433788E-22  1.530609E-19  4.210822E-15  1.818421E-14
    448  3.414589872690E-01  1.000000E-30  1.274904E-30  4.919147E-25  3.481173E-22  3.323621E-22  2.093431E-19  5.055718E-15  2.200372E-14
    449  3.462773530350E-01  1.000000E-30  1.224225E-30  6.648266E-25  4.662424E-22  4.436491E-22  2.797549E-19  5.979500E-15  2.620587E-14
    450  3.508856189623E-01  1.000000E-30  1.209901E-30  8.864418E-25  6.162075E-22  5.845515E-22  3.689139E-19  7.009632E-15  3.091808E-14
    451  3.552628710565E-01  1.000000E-30  1.218272E-30  1.164547E-24  8.026928E-22  7.593393E-22  4.795081E-19  8.141663E-15  3.612299E-14
    452  3.595141079779E-01  1.000000E-30  1.255854E-30  1.517316E-24  1.037178E-21  9.786275E-22  6.182325E-19  9.405662E-15  4.196228E-14
    453  3.636744849418E-01  1.000000E-30  1.323476E-30  1.964978E-24  1.332199E-21  1.253962E-21  7.923587E-19  1.082215E-14  4.853531E-14
    454  3.676260234901E-01  1.000000E-30  1.437964E-30  2.510871E-24  1.689001E-21  1.586334E-21  1.002472E-18  1.235460E-14  5.567621E-14
    455  3.714655117309E-01  1.000000E-30  1.598622E-30  3.184879E-24  2.126074E-21  1.992790E-21  1.259294E-18  1.404126E-14  6.356645E-14
    456  3.752653942304E-01  1.000000E-30  1.362012E-30  4.028205E-24  2.668739E-21  2.496646E-21  1.577484E-18  1.592681E-14  7.242016E-14
    457  3.809506426681E-01  1.000000E-30  2.180606E-30  5.719746E-24  3.746672E-21  3.495704E-21  2.207830E-18  1.920908E-14  8.790275E-14
    458  3.865190953769E-01  1.000000E-30  3.333217E-30  8.054900E-24  5.218228E-21  4.856884E-21  3.065681E-18  2.304970E-14  1.061142E-13
    459  3.928522091207E-01  1.000000E-30  5.773547E-30  1.187316E-23  7.596280E-21  7.052567E-21  4.447363E-18  2.831783E-14  1.312306E-13
    460  3.991093841216E-01  1.000000E-30  1.074941E-29  1.739361E-23  1.099322E-20  1.018373E-20  6.414062E-18  3.465254E-14  1.616016E-13
    461  4.054183851758E-01  1.000000E-30  2.039993E-29  2.551939E-23  1.593479E-20  1.473235E-20  9.264693E-18  4.241151E-14  1.990065E-13
    462  4.147392755742E-01  1.000000E-30  5.641221E-29  4.481914E-23  2.750142E-20  2.536375E-20  1.590387E-17  5.700172E-14  2.698334E-13
    463  4.232199499949E-01  1.000000E-30  1.460700E-28  7.454793E-23  4.504878E-20  4.147800E-20  2.591598E-17  7.436531E-14  3.547715E-13
    464  4.316976825025E-01  1.000000E-30  3.735114E-28  1.235418E-22  7.356562E-20  6.765635E-20  4.207778E-17  9.669742E-14  4.648289E-13
    465  4.393401554526E-01  1.000000E-30  8.746467E-28  1.942018E-22  1.141943E-19  1.049454E-19  6.493078E-17  1.221577E-13  5.912075E-13
    466  4.465935084243E-01  1.000000E-30  1.948608E-27  2.974906E-22  1.729435E-19  1.589004E-19  9.769712E-17  1.520504E-13  7.405900E-13
    467  4.537106765818E-01  1.000000E-30  4.271320E-27  4.508939E-22  2.593621E-19  2.383207E-19  1.454204E-16  1.879123E-13  9.210123E-13
    468  4.602314649238E-01  1.000000E-30  8.747216E-27  6.585029E-22  3.753278E-19  3.450023E-19  2.087423E-16  2.274909E-13  1.121439E-12
    469  4.709552966107E-01  1.000000E-30  2.828324E-26  1.222000E-21  6.869077E-19  6.321155E-19  3.757411E-16  3.094507E-13  1.540125E-12
    470  4.769745726746E-01  1.000000E-30  5.447140E-26  1.724900E-21  9.626079E-19  8.867389E-19  5.205180E-16  3.663217E-13  1.833110E-12
    471  4.828178172001E-01  1.000000E-30  1.026881E-25  2.406715E-21  1.334330E-18  1.230569E-18  7.122061E-16  4.302295E-13  2.164432E-12
    472  4.927188450138E-01  1.000000E-30  2.990209E-25  4.219174E-21  2.315489E-18  2.140380E-18  1.203235E-15  5.609204E-13  2.847963E-12
    473  5.000000000000E-01  1.000000E-30  6.530343E-25  6.362974E-21  3.467980E-18  3.212251E-18  1.759145E-15  6.775182E-13  3.463705E-12
