 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sr87          sr88          sr89          sr90          sr91          sr92          sr93          sr94 
     28  4.957278025650E-03  1.276294E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  5.758110286319E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  6.636115041812E-03  1.086676E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  7.490864585256E-03  1.122762E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.973198E-30  1.417552E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  2.575191E-30  1.770290E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.852352E-30  1.464719E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.886162E-30  1.557909E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  2.643446E-30  1.820300E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  2.599828E-30  3.325181E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  5.323960E-30  5.369870E-30  1.236094E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  5.183183E-30  6.292888E-30  1.498959E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.202959E-29  1.469550E-29  4.082229E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  8.203543E-30  1.573605E-29  4.500199E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  8.688048E-30  1.512851E-29  4.245830E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.594543E-29  3.942772E-29  1.516490E-29  2.206449E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.120124E-29  2.956634E-29  1.023574E-29  2.398670E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.145018E-29  4.461138E-29  2.023482E-29  5.396760E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  3.071890E-30  1.301603E-29  6.035484E-30  1.309673E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  2.807123E-30  1.248621E-29  5.810084E-30  1.310271E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  2.880838E-30  1.366689E-29  6.312732E-30  1.468455E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.202518E-30  5.816017E-30  2.798156E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.176240E-30  5.842969E-30  2.803788E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  2.834887E-30  1.439294E-29  7.235135E-30  1.778418E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  3.248894E-30  1.744799E-29  9.328638E-30  2.506392E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  3.120325E-30  1.775156E-29  9.725260E-30  2.667278E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  3.267669E-30  1.952446E-29  1.091950E-29  3.123356E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  2.855976E-30  1.829880E-29  9.733019E-30  2.694183E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.152264E-30  7.437369E-30  4.222355E-30  1.228114E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  6.084822E-30  3.431544E-30  1.011073E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  2.996402E-30  2.146655E-29  1.222733E-29  3.628699E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  5.564395E-30  4.331242E-29  2.573287E-29  7.518521E-30  1.108251E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  5.271747E-30  4.698158E-29  3.056280E-29  1.007078E-29  1.534053E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  2.927144E-30  2.476169E-29  1.595760E-29  6.033869E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.010929E-30  9.460296E-30  6.141087E-30  2.189978E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  7.664906E-30  4.991249E-30  1.802073E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  3.081143E-30  3.044742E-29  2.080168E-29  7.779068E-30  1.286479E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  5.781432E-30  6.780726E-29  5.078693E-29  1.998064E-29  3.317839E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  5.334546E-30  6.757778E-29  5.169808E-29  2.086716E-29  3.532822E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  4.005179E-30  4.770653E-29  3.716606E-29  1.833487E-29  3.649468E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  3.994554E-30  5.470280E-29  4.219391E-29  1.832169E-29  3.362709E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  2.591943E-30  3.712988E-29  2.998498E-29  1.358767E-29  2.726743E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  2.464109E-30  3.636611E-29  3.006793E-29  1.467925E-29  2.921889E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  2.727391E-30  4.365848E-29  3.742606E-29  1.916622E-29  4.239572E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  2.797387E-30  4.698990E-29  4.116263E-29  2.171524E-29  4.998685E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.661723E-30  2.742026E-29  2.394812E-29  1.280774E-29  2.855810E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.891142E-30  3.411974E-29  3.107834E-29  1.732208E-29  4.050662E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.255326E-30  4.247603E-29  3.949015E-29  2.261573E-29  5.348393E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  2.107965E-30  4.083091E-29  3.844055E-29  2.245548E-29  5.430245E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  2.501950E-30  5.219392E-29  5.096546E-29  3.119061E-29  7.401004E-30  1.017988E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  2.539646E-30  5.522699E-29  5.495169E-29  3.445878E-29  8.429189E-30  1.185183E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  3.257396E-30  7.497715E-29  7.691770E-29  5.050359E-29  1.309160E-29  1.874167E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  3.753237E-30  9.068740E-29  9.515292E-29  6.441336E-29  1.725186E-29  2.492279E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  5.953870E-30  1.489692E-28  1.596303E-28  1.114525E-28  3.064725E-29  4.764239E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.136061E-29  2.973266E-28  3.245564E-28  2.311797E-28  6.438079E-29  1.016471E-29  1.350617E-30  1.000000E-30
     85  4.099011663524E-02  2.176155E-29  5.974500E-28  6.664665E-28  4.875846E-28  1.385614E-28  2.231468E-29  3.039860E-30  1.000000E-30
     86  4.118445936105E-02  3.860962E-29  1.101422E-27  1.251042E-27  9.372060E-28  2.714514E-28  4.460618E-29  6.179578E-30  1.000000E-30
     87  4.137235583218E-02  6.911706E-29  2.043356E-27  2.360386E-27  1.808121E-27  5.331888E-28  8.930341E-29  1.257156E-29  1.000000E-30
     88  4.152714488067E-02  1.118675E-28  3.404754E-27  3.987389E-27  3.110502E-27  9.307890E-28  1.583485E-28  2.258530E-29  1.333868E-30
     89  4.165981986900E-02  1.694625E-28  5.287411E-27  6.265367E-27  4.964217E-27  1.504276E-27  2.593596E-28  3.741064E-29  2.242916E-30
     90  4.188596337322E-02  3.451168E-28  1.123156E-26  1.357697E-26  1.104585E-26  3.419447E-27  6.031564E-28  8.868192E-29  5.425146E-30
     91  4.208159634323E-02  6.352840E-28  2.144440E-26  2.637497E-26  2.195596E-26  6.923995E-27  1.245714E-27  1.862184E-28  1.159313E-29
     92  4.230932596557E-02  1.292983E-27  4.554638E-26  5.716039E-26  4.887296E-26  1.574899E-26  2.899543E-27  4.418951E-28  2.807779E-29
     93  4.251598135750E-02  2.464696E-27  9.025537E-26  1.153686E-25  1.010707E-25  3.321590E-26  6.245203E-27  9.686528E-28  6.270400E-29
     94  4.274368410830E-02  5.028058E-27  1.921634E-25  2.506584E-25  2.255644E-25  7.575445E-26  1.457742E-26  2.305241E-27  1.523239E-28
     95  4.294191711445E-02  9.387742E-27  3.723645E-25  4.943622E-25  4.553876E-25  1.558566E-25  3.060430E-26  4.922073E-27  3.311208E-28
     96  4.316569238790E-02  1.914785E-26  7.919986E-25  1.072676E-24  1.014549E-24  3.547278E-25  7.126738E-26  1.168259E-26  8.020258E-28
     97  4.339365876136E-02  4.012772E-26  1.732427E-24  2.394941E-24  2.327403E-24  8.318136E-25  1.710976E-25  2.860242E-26  2.005037E-27
     98  4.362382833621E-02  8.623038E-26  3.886595E-24  5.485101E-24  5.478142E-24  2.001726E-24  4.216419E-25  7.189262E-26  5.147117E-27
     99  4.384703699487E-02  1.852565E-25  8.705146E-24  1.253472E-23  1.285575E-23  4.799731E-24  1.034659E-24  1.798356E-25  1.314223E-26
    100  4.408801045744E-02  4.361119E-25  2.143246E-23  3.153841E-23  3.328774E-23  1.272061E-23  2.811575E-24  4.989250E-25  3.727970E-26
    101  4.430336182063E-02  9.678489E-25  4.951547E-23  7.429775E-23  8.046518E-23  3.139828E-23  7.097597E-24  1.283172E-24  9.781297E-26
    102  4.453208602613E-02  2.332921E-24  1.245519E-22  1.908029E-22  2.123734E-22  8.473009E-23  1.961655E-23  3.617287E-24  2.816543E-25
    103  4.474836808964E-02  5.522230E-24  3.070134E-22  4.796929E-22  5.480105E-22  2.233101E-22  5.289218E-23  9.938772E-24  7.897115E-25
    104  4.497736119052E-02  1.408266E-23  8.172225E-22  1.303825E-21  1.531088E-21  6.380073E-22  1.548025E-22  2.967289E-23  2.408821E-24
    105  4.517199675598E-02  3.157618E-23  1.900563E-21  3.086668E-21  3.710555E-21  1.575870E-21  3.902857E-22  7.608663E-23  6.290353E-24
    106  4.536038532241E-02  6.913860E-23  4.312193E-21  7.125611E-21  8.762902E-21  3.790984E-21  9.578127E-22  1.898205E-22  1.597422E-23
    107  4.552484255766E-02  1.362735E-22  8.768000E-21  1.470885E-20  1.845026E-20  8.111280E-21  2.085274E-21  4.192099E-22  3.582766E-23
    108  4.581275722245E-02  4.338619E-22  2.948860E-20  5.079780E-20  6.597082E-20  2.983296E-20  7.907378E-21  1.630045E-21  1.431508E-22
    109  4.603616864208E-02  1.029897E-21  7.308989E-20  1.285479E-19  1.715332E-19  7.929671E-20  2.152470E-20  4.524682E-21  4.058653E-22
    110  4.624194314299E-02  2.200763E-21  1.626325E-19  2.916096E-19  3.990596E-19  1.882979E-19  5.226065E-20  1.118752E-20  1.023578E-21
    111  4.641297951594E-02  4.018824E-21  3.071803E-19  5.597049E-19  7.821454E-19  3.753936E-19  1.061295E-19  2.306558E-20  2.145375E-21
    112  4.656990459822E-02  6.820957E-21  5.378085E-19  9.944604E-19  1.416588E-18  6.905759E-19  1.985665E-19  4.375665E-20  4.131711E-21
    113  4.671253119976E-02  1.082446E-20  8.780057E-19  1.645428E-18  2.385113E-18  1.179324E-18  3.443593E-19  7.684460E-20  7.356247E-21
    114  4.684580987606E-02  1.640565E-20  1.366563E-18  2.593359E-18  3.821014E-18  1.914534E-18  5.671509E-19  1.280592E-19  1.241741E-20
    115  4.697520204195E-02  2.422807E-20  2.071112E-18  3.978690E-18  5.955859E-18  3.022942E-18  9.081381E-19  2.074112E-19  2.036473E-20
    116  4.709649788536E-02  3.451285E-20  3.023006E-18  5.874287E-18  8.925297E-18  4.585260E-18  1.395727E-18  3.222121E-19  3.200984E-20
    117  4.721637454993E-02  4.845482E-20  4.347858E-18  8.545210E-18  1.317608E-17  6.850620E-18  2.112639E-18  4.929235E-19  4.954134E-20
    118  4.732862910872E-02  6.599538E-20  6.057403E-18  1.203255E-17  1.881114E-17  9.890872E-18  3.087705E-18  7.276334E-19  7.393216E-20
    119  4.750539400184E-02  1.056631E-19  1.005104E-17  2.030340E-17  3.243847E-17  1.736013E-17  5.524645E-18  1.322439E-18  1.366904E-19
    120  4.767210524850E-02  1.620973E-19  1.595050E-17  3.273703E-17  5.339133E-17  2.905627E-17  9.417151E-18  2.287912E-18  2.403681E-19
    121  4.783406579930E-02  2.423808E-19  2.465008E-17  5.138128E-17  8.549293E-17  4.729096E-17  1.560187E-17  3.845653E-18  4.104871E-19
    122  4.799263518131E-02  3.552939E-19  3.732266E-17  7.898650E-17  1.340294E-16  7.533341E-17  2.529048E-17  6.322643E-18  6.854702E-19
    123  4.815339657435E-02  5.181617E-19  5.626112E-17  1.209174E-16  2.093108E-16  1.195708E-16  4.085883E-17  1.036257E-17  1.141367E-18
    124  4.832264594384E-02  7.631709E-19  8.580695E-17  1.874448E-16  3.313632E-16  1.925621E-16  6.704245E-17  1.726287E-17  1.933401E-18
    125  4.849826454798E-02  1.129439E-18  1.316828E-16  2.925721E-16  5.286271E-16  3.127102E-16  1.110109E-16  2.903812E-17  3.309194E-18
    126  4.867786870736E-02  1.670977E-18  2.022063E-16  4.571246E-16  8.446283E-16  5.088304E-16  1.842695E-16  4.898487E-17  5.682669E-18
    127  4.885872256535E-02  2.458105E-18  3.088357E-16  7.105134E-16  1.342761E-15  8.239273E-16  3.044432E-16  8.225815E-17  9.715825E-18
    128  4.903755607841E-02  3.573562E-18  4.659915E-16  1.090833E-15  2.108060E-15  1.317282E-15  4.965402E-16  1.363393E-16  1.639318E-17
    129  4.921259737621E-02  5.120403E-18  6.924930E-16  1.648874E-15  3.256998E-15  2.071878E-15  7.964036E-16  2.221542E-16  2.718270E-17
    130  4.938368810460E-02  7.235609E-18  1.014120E-15  2.455287E-15  4.954922E-15  3.207541E-15  1.256791E-15  3.560366E-16  4.431761E-17
    131  4.955132280349E-02  1.010129E-17  1.466243E-15  3.608519E-15  7.436928E-15  4.897535E-15  1.955426E-15  5.624164E-16  7.119547E-17
    132  4.971624312404E-02  1.396044E-17  2.097590E-15  5.246309E-15  1.103860E-14  7.393305E-15  3.007202E-15  8.779457E-16  1.129992E-16
    133  4.987811857735E-02  1.909668E-17  2.968369E-15  7.543038E-15  1.619751E-14  1.103037E-14  4.569231E-15  1.353712E-15  1.771054E-16
    134  5.003799836445E-02  2.591570E-17  4.166642E-15  1.075578E-14  2.356653E-14  1.631467E-14  6.881467E-15  2.068581E-15  2.750455E-16
    135  5.019682549602E-02  3.496335E-17  5.813462E-15  1.524356E-14  3.407590E-14  2.397925E-14  1.029802E-14  3.140664E-15  4.243765E-16
    136  5.035511419132E-02  4.694306E-17  8.071743E-15  2.149840E-14  4.902947E-14  3.507022E-14  1.533428E-14  4.744555E-15  6.515037E-16
    137  5.051299755300E-02  6.274204E-17  1.115615E-14  3.018121E-14  7.022110E-14  5.105464E-14  2.272815E-14  7.134338E-15  9.955565E-16
    138  5.067010535678E-02  8.342097E-17  1.533698E-14  4.214311E-14  1.000245E-13  7.391572E-14  3.350027E-14  1.066777E-14  1.512721E-15
    139  5.082726902819E-02  1.104956E-16  2.100602E-14  5.862876E-14  1.419563E-13  1.066257E-13  4.920125E-14  1.589456E-14  2.290484E-15
    140  5.098506829486E-02  1.459298E-16  2.869159E-14  8.134729E-14  2.009547E-13  1.534342E-13  7.209219E-14  2.362885E-14  3.460671E-15
    141  5.114361869269E-02  1.921554E-16  3.908072E-14  1.125691E-13  2.837518E-13  2.202545E-13  1.053895E-13  3.504877E-14  5.217717E-15
    142  5.130328078870E-02  2.523483E-16  5.310445E-14  1.554239E-13  3.998301E-13  3.155626E-13  1.537936E-13  5.190250E-14  7.855132E-15
    143  5.146205644840E-02  3.292841E-16  7.168985E-14  2.131821E-13  5.596407E-13  4.490704E-13  2.229048E-13  7.633392E-14  1.174402E-14
    144  5.162089365231E-02  4.274792E-16  9.629017E-14  2.909364E-13  7.794232E-13  6.358988E-13  3.214892E-13  1.117184E-13  1.747347E-14
    145  5.177902725711E-02  5.512191E-16  1.284473E-13  3.943189E-13  1.077985E-12  8.941623E-13  4.604156E-13  1.623490E-13  2.581333E-14
    146  5.193558292952E-02  7.047757E-16  1.698718E-13  5.297725E-13  1.477624E-12  1.245913E-12  6.532885E-13  2.337128E-13  3.777046E-14
    147  5.207655208218E-02  8.744930E-16  2.173210E-13  6.874774E-13  1.952548E-12  1.670927E-12  8.906321E-13  3.228077E-13  5.294272E-14
    148  5.220437120847E-02  1.058343E-15  2.704087E-13  8.665563E-13  2.501967E-12  2.170081E-12  1.174053E-12  4.306051E-13  7.157318E-14
    149  5.240275279905E-02  1.409160E-15  3.758899E-13  1.229059E-12  3.640517E-12  3.224388E-12  1.785464E-12  6.670665E-13  1.132190E-13
    150  5.258707116153E-02  1.817445E-15  5.046541E-13  1.681298E-12  5.099871E-12  4.605582E-12  2.605868E-12  9.903819E-13  1.713793E-13
    151  5.276353482958E-02  2.292409E-15  6.615051E-13  2.243849E-12  6.963226E-12  6.406725E-12  3.700832E-12  1.429833E-12  2.520703E-13
    152  5.293536770993E-02  2.841023E-15  8.511499E-13  2.938244E-12  9.323129E-12  8.735525E-12  5.149127E-12  2.021530E-12  3.629179E-13
    153  5.310288915571E-02  3.461653E-15  1.075726E-12  3.777663E-12  1.224946E-11  1.168297E-11  7.023773E-12  2.800960E-12  5.118481E-13
    154  5.325369291828E-02  4.093230E-15  1.314681E-12  4.688797E-12  1.550447E-11  1.502630E-11  9.196273E-12  3.719430E-12  6.906713E-13
    155  5.339308966526E-02  4.736506E-15  1.568432E-12  5.674450E-12  1.910650E-11  1.879370E-11  1.169331E-11  4.791481E-12  9.030443E-13
    156  5.362726198018E-02  5.933902E-15  2.068440E-12  7.666223E-12  2.661323E-11  2.684097E-11  1.717309E-11  7.194043E-12  1.390408E-12
    157  5.383816121000E-02  7.115736E-15  2.598593E-12  9.843251E-12  3.512320E-11  3.622949E-11  2.376822E-11  1.015569E-11  2.007536E-12
    158  5.403768730975E-02  8.294590E-15  3.166201E-12  1.224382E-11  4.484380E-11  4.725440E-11  3.174841E-11  1.382268E-11  2.791599E-12
    159  5.422986619970E-02  9.457911E-15  3.767715E-12  1.486350E-11  5.582550E-11  6.005034E-11  4.128397E-11  1.830290E-11  3.773710E-12
    160  5.440569294967E-02  1.052266E-14  4.359189E-12  1.751463E-11  6.731825E-11  7.379364E-11  5.181456E-11  2.335647E-11  4.908049E-12
    161  5.456994612052E-02  1.149959E-14  4.941410E-12  2.019703E-11  7.932135E-11  8.850114E-11  6.338137E-11  2.901796E-11  6.207202E-12
    162  5.485681963417E-02  1.312210E-14  6.011150E-12  2.531871E-11  1.032699E-10  1.188500E-10  8.812440E-11  4.146334E-11  9.151646E-12
    163  5.511708850657E-02  1.446226E-14  7.021500E-12  3.039334E-11  1.282956E-10  1.518582E-10  1.161984E-10  5.603950E-11  1.272460E-11
    164  5.536560227933E-02  1.559445E-14  8.003302E-12  3.556182E-11  1.551262E-10  1.886256E-10  1.487543E-10  7.345840E-11  1.713984E-11
    165  5.559867087093E-02  1.650982E-14  8.926326E-12  4.065239E-11  1.828963E-10  2.280953E-10  1.850664E-10  9.344777E-11  2.237010E-11
    166  5.582344501454E-02  1.724582E-14  9.808536E-12  4.574769E-11  2.120631E-10  2.710227E-10  2.260255E-10  1.166118E-10  2.861625E-11
    167  5.608267729631E-02  1.791243E-14  1.080233E-11  5.179185E-11  2.485217E-10  3.267354E-10  2.813002E-10  1.487852E-10  3.757543E-11
    168  5.632179590432E-02  1.835442E-14  1.168428E-11  5.746899E-11  2.847160E-10  3.842462E-10  3.407027E-10  1.843971E-10  4.782402E-11
    169  5.658568452696E-02  1.865262E-14  1.260527E-11  6.377614E-11  3.273278E-10  4.547298E-10  4.165663E-10  2.312666E-10  6.177291E-11
    170  5.682194908758E-02  1.875728E-14  1.337316E-11  6.940111E-11  3.676737E-10  5.242247E-10  4.945072E-10  2.808781E-10  7.703706E-11
    171  5.707748662895E-02  1.870892E-14  1.413424E-11  7.539936E-11  4.134191E-10  6.062874E-10  5.903924E-10  3.437450E-10  9.702838E-11
    172  5.730159219632E-02  1.853958E-14  1.473678E-11  8.054201E-11  4.551608E-10  6.842366E-10  6.851981E-10  4.077191E-10  1.180343E-10
    173  5.769211250520E-02  1.799270E-14  1.563254E-11  8.913899E-11  5.310663E-10  8.336618E-10  8.767232E-10  5.419077E-10  1.639858E-10
    174  5.804755660481E-02  1.726027E-14  1.627286E-11  9.646267E-11  6.031297E-10  9.849770E-10  1.083297E-09  6.932529E-10  2.184580E-10
    175  5.837706807704E-02  1.643624E-14  1.671763E-11  1.027465E-10  6.719267E-10  1.138445E-09  1.305408E-09  8.628160E-10  2.823513E-10
    176  5.868213309337E-02  1.558402E-14  1.700594E-11  1.080903E-10  7.369721E-10  1.292040E-09  1.540108E-09  1.048938E-09  3.555277E-10
    177  5.897372529375E-02  1.471560E-14  1.717607E-11  1.127490E-10  8.000814E-10  1.449370E-09  1.793140E-09  1.256898E-09  4.406226E-10
    178  5.927019313219E-02  1.380079E-14  1.724985E-11  1.170215E-10  8.649325E-10  1.620040E-09  2.081872E-09  1.502696E-09  5.452442E-10
    179  5.955970264735E-02  1.289173E-14  1.723216E-11  1.207351E-10  9.287204E-10  1.797332E-09  2.397331E-09  1.780789E-09  6.683400E-10
