 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                in126         in127         in128         in129         in130         in131         in132         in133
    180  5.987296131417E-02  1.043061E-22  1.394146E-22  2.961722E-23  3.985844E-23  5.463914E-24  1.021672E-24  2.730642E-27  7.258818E-30
    181  6.018239261751E-02  2.138556E-22  2.987682E-22  6.558128E-23  9.193513E-23  1.297682E-23  2.527616E-24  6.826007E-27  1.850953E-29
    182  6.051941164510E-02  4.640174E-22  6.804171E-22  1.547907E-22  2.268942E-22  3.306711E-23  6.734747E-24  1.839570E-26  5.097881E-29
    183  6.081686890997E-02  9.120815E-22  1.396066E-21  3.277996E-22  4.998434E-22  7.493663E-23  1.587672E-23  4.380677E-26  1.237601E-28
    184  6.107970107709E-02  1.647040E-21  2.618854E-21  6.323892E-22  9.986515E-22  1.535215E-22  3.368451E-23  9.378027E-26  2.695119E-28
    185  6.149099227918E-02  4.097532E-21  6.916569E-21  1.745169E-21  2.911454E-21  4.655293E-22  1.079024E-22  3.046842E-25  8.994454E-28
    186  6.184187848266E-02  8.791787E-21  1.562256E-20  4.093084E-21  7.157959E-21  1.183801E-21  2.876194E-22  8.220917E-25  2.483438E-27
    187  6.212841772032E-02  1.623316E-20  3.008543E-20  8.128898E-21  1.477483E-20  2.511916E-21  6.342841E-22  1.831158E-24  5.637171E-27
    188  6.241083345826E-02  2.944177E-20  5.688511E-20  1.584487E-20  2.991819E-20  5.227215E-21  1.371148E-21  3.997864E-24  1.253942E-26
    189  6.286334795077E-02  7.499271E-20  1.549389E-19  4.531953E-20  9.098075E-20  1.660892E-20  4.631560E-21  1.372196E-23  4.435382E-26
    190  6.324448148531E-02  1.618188E-19  3.538482E-19  1.078664E-19  2.280626E-19  4.320725E-20  1.268779E-20  3.810406E-23  1.263407E-25
    191  6.354755735680E-02  2.949412E-19  6.748919E-19  2.126306E-19  4.685752E-19  9.144313E-20  2.798528E-20  8.496517E-23  2.875111E-25
    192  6.382753282149E-02  5.089636E-19  1.214665E-18  3.945500E-19  9.034622E-19  1.812153E-19  5.762232E-20  1.767215E-22  6.093876E-25
    193  6.429792763326E-02  1.250931E-18  3.205214E-18  1.096089E-18  2.677598E-18  5.625048E-19  1.907829E-19  5.952086E-22  2.118892E-24
    194  6.470641913937E-02  2.687477E-18  7.326682E-18  2.620384E-18  6.772610E-18  1.481353E-18  5.314675E-19  1.683122E-21  6.160755E-24
    195  6.514351188605E-02  6.001184E-18  1.748949E-17  6.563529E-18  1.802347E-17  4.116864E-18  1.568860E-18  5.049501E-21  1.904422E-23
    196  6.551961572666E-02  1.184816E-17  3.658289E-17  1.431172E-17  4.141393E-17  9.820749E-18  3.942988E-18  1.287016E-20  4.981263E-23
    197  6.614173306661E-02  3.583390E-17  1.218128E-16  5.106145E-17  1.612058E-16  4.068445E-17  1.781485E-17  5.952845E-20  2.405450E-22
    198  6.666431851744E-02  8.961950E-17  3.304751E-16  1.468404E-16  4.989795E-16  1.327326E-16  6.253304E-17  2.131596E-19  8.933285E-22
    199  6.714973898932E-02  2.087160E-16  8.304580E-16  3.896065E-16  1.418009E-15  3.961881E-16  1.998310E-16  6.940296E-19  3.009457E-21
    200  6.763365269933E-02  4.835511E-16  2.076713E-15  1.028779E-15  4.011328E-15  1.177303E-15  6.359039E-16  2.250506E-18  1.009813E-20
    201  6.810748363549E-02  1.099628E-15  5.091585E-15  2.660936E-15  1.110260E-14  3.420241E-15  1.976034E-15  7.124646E-18  3.306389E-20
    202  6.886988901479E-02  4.072946E-15  2.130472E-14  1.214028E-14  5.652372E-14  1.883260E-14  1.213108E-14  4.508498E-17  2.209765E-19
    203  6.932442343830E-02  8.686346E-15  4.889217E-14  2.934368E-14  1.459131E-13  5.095680E-14  3.503807E-14  1.326221E-16  6.717164E-19
    204  6.977291475786E-02  1.772573E-14  1.073045E-13  6.779619E-14  3.598573E-13  1.316722E-13  9.659379E-14  3.723343E-16  1.948271E-18
    205  7.051837306122E-02  5.187306E-14  3.547051E-13  2.441855E-13  1.445492E-12  5.718048E-13  4.673518E-13  1.857499E-15  1.026441E-17
    206  7.120724846930E-02  1.201147E-13  9.201367E-13  6.860448E-13  4.495096E-12  1.912051E-12  1.728001E-12  7.067968E-15  4.109515E-17
    207  7.185571854523E-02  2.310808E-13  1.971945E-12  1.585668E-12  1.144012E-11  5.213004E-12  5.182466E-12  2.178590E-14  1.329359E-16
    208  7.250556240022E-02  3.963673E-13  3.771788E-12  3.272834E-12  2.602001E-11  1.270921E-11  1.390758E-11  6.011125E-14  3.851307E-16
    209  7.308358088908E-02  5.898660E-13  6.188838E-12  5.748403E-12  4.985033E-11  2.591027E-11  3.089451E-11  1.369128E-13  9.163958E-16
    210  7.365083251161E-02  8.171991E-13  9.443826E-12  9.381135E-12  8.864924E-11  4.899368E-11  6.359102E-11  2.888902E-13  2.019017E-15
    211  7.420607479025E-02  1.066988E-12  1.356157E-11  1.439130E-11  1.479829E-10  8.687987E-11  1.225701E-10  5.706640E-13  4.161834E-15
    212  7.477269193766E-02  1.336951E-12  1.873676E-11  2.127586E-11  2.385743E-10  1.490253E-10  2.289890E-10  1.093462E-12  8.331312E-15
    213  7.532671922740E-02  1.598564E-12  2.466921E-11  2.994056E-11  3.656481E-10  2.427744E-10  4.057926E-10  1.986804E-12  1.580437E-14
    214  7.590819975934E-02  1.851369E-12  3.163186E-11  4.118307E-11  5.503459E-10  3.897196E-10  7.118517E-10  3.578992E-12  2.979604E-14
    215  7.648106882397E-02  2.059252E-12  3.891785E-11  5.431488E-11  7.935194E-10  5.989518E-10  1.194359E-09  6.165603E-12  5.370181E-14
    216  7.706864365518E-02  2.210046E-12  4.635717E-11  6.950288E-11  1.113320E-09  8.975585E-10  1.959449E-09  1.039588E-11  9.487106E-14
    217  7.765097184480E-02  2.282034E-12  5.312017E-11  8.553586E-11  1.501925E-09  1.293068E-09  3.089695E-09  1.684789E-11  1.610777E-13
    218  7.824188421090E-02  2.270822E-12  5.878528E-11  1.018028E-10  1.963016E-09  1.807210E-09  4.734231E-09  2.655090E-11  2.662079E-13
    219  7.883216312169E-02  2.177024E-12  6.271173E-11  1.168325E-10  2.475007E-09  2.437324E-09  7.002457E-09  4.040066E-11  4.249097E-13
    220  7.934760137230E-02  2.034953E-12  6.440142E-11  1.279266E-10  2.943738E-09  3.075643E-09  9.583886E-09  5.669254E-11  6.218457E-13
    221  7.991019390762E-02  1.832847E-12  6.431091E-11  1.370480E-10  3.452964E-09  3.849631E-09  1.311137E-08  7.972124E-11  9.157243E-13
    222  8.044081450283E-02  1.614182E-12  6.245750E-11  1.422580E-10  3.905630E-09  4.630604E-09  1.715555E-08  1.070759E-10  1.284955E-12
    223  8.103419684334E-02  1.356062E-12  5.858667E-11  1.438103E-10  4.349235E-09  5.526188E-09  2.250863E-08  1.446955E-10  1.824054E-12
    224  8.158988408622E-02  1.119328E-12  5.365614E-11  1.413164E-10  4.681417E-09  6.349008E-09  2.827267E-08  1.868903E-10  2.467870E-12
    225  8.219791245697E-02  8.814660E-13  4.737018E-11  1.347994E-10  4.935701E-09  7.191585E-09  3.531902E-08  2.407722E-10  3.346037E-12
    226  8.273529679330E-02  6.969030E-13  4.146096E-11  1.263799E-10  5.058207E-09  7.855354E-09  4.208647E-08  2.948994E-10  4.288792E-12
    227  8.327310875316E-02  5.393672E-13  3.555577E-11  1.161436E-10  5.084799E-09  8.420330E-09  4.924805E-08  3.547891E-10  5.401418E-12
    228  8.381967664174E-02  4.079396E-13  2.986198E-11  1.046820E-10  5.022420E-09  8.880883E-09  5.680006E-08  4.210052E-10  6.716594E-12
    229  8.442137901789E-02  2.940863E-13  2.417253E-11  9.162116E-11  4.864093E-09  9.248714E-09  6.529257E-08  4.995048E-10  8.393122E-12
    230  8.496109010092E-02  2.154320E-13  1.966814E-11  7.999614E-11  4.654498E-09  9.450400E-09  7.295789E-08  5.743720E-10  1.011402E-11
    231  8.556251684447E-02  1.498477E-13  1.538830E-11  6.773290E-11  4.366843E-09  9.543004E-09  8.142547E-08  6.620437E-10  1.228694E-11
    232  8.609514523980E-02  1.072840E-13  1.223287E-11  5.776463E-11  4.080056E-09  9.519815E-09  8.877917E-08  7.429545E-10  1.445003E-11
    233  8.668730402486E-02  7.299051E-14  9.358241E-12  4.780419E-11  3.739832E-09  9.389646E-09  9.672880E-08  8.361187E-10  1.713782E-11
    234  8.725638446658E-02  4.979697E-14  7.152463E-12  3.942176E-11  3.404705E-09  9.176542E-09  1.040887E-07  9.284598E-10  2.002156E-11
    235  8.784892152766E-02  3.309633E-14  5.353384E-12  3.194805E-11  3.059907E-09  8.883004E-09  1.114223E-07  1.027260E-09  2.336282E-11
    236  8.837914431516E-02  2.276787E-14  4.098333E-12  2.627204E-11  2.761643E-09  8.571400E-09  1.176875E-07  1.117886E-09  2.667212E-11
    237  8.927467123273E-02  1.188664E-14  2.567972E-12  1.859295E-11  2.290552E-09  7.966710E-09  1.276262E-07  1.275718E-09  3.302740E-11
    238  9.009385267910E-02  6.463345E-15  1.651803E-12  1.337934E-11  1.907486E-09  7.369036E-09  1.360283E-07  1.425549E-09  3.979695E-11
    239  9.088007009323E-02  3.549077E-15  1.068089E-12  9.644634E-12  1.584426E-09  6.776682E-09  1.435370E-07  1.575013E-09  4.730241E-11
    240  9.160938796651E-02  2.017882E-15  7.070476E-13  7.065574E-12  1.324923E-09  6.232328E-09  1.500692E-07  1.719310E-09  5.528884E-11
    241  9.231864750676E-02  1.155665E-15  4.700935E-13  5.188209E-12  1.107421E-09  5.718042E-09  1.560864E-07  1.865784E-09  6.415759E-11
    242  9.335415502949E-02  5.047527E-16  2.559170E-13  3.269452E-12  8.448804E-10  5.005176E-09  1.644055E-07  2.092656E-09  7.943490E-11
    243  9.429165011748E-02  2.357833E-16  1.462044E-13  2.134996E-12  6.569136E-10  4.412781E-09  1.715941E-07  2.314028E-09  9.615698E-11
    244  9.514750284226E-02  1.164467E-16  8.695597E-14  1.436368E-12  5.192534E-10  3.916913E-09  1.779860E-07  2.532085E-09  1.143800E-10
    245  9.592869681963E-02  6.083416E-17  5.387807E-14  9.967346E-13  4.177435E-10  3.505838E-09  1.837486E-07  2.746544E-09  1.339853E-10
    246  9.638259128200E-02  4.152030E-17  4.065359E-14  8.036960E-13  3.674155E-10  3.282363E-09  1.870910E-07  2.878826E-09  1.469076E-10
    247  9.686466198075E-02  2.762080E-17  3.009644E-14  6.386299E-13  3.202900E-10  3.058725E-09  1.906471E-07  3.026027E-09  1.620263E-10
    248  9.745016881397E-02  1.679889E-17  2.085106E-14  4.823610E-13  2.708256E-10  2.805741E-09  1.949884E-07  3.214851E-09  1.825542E-10
    249  9.798964068785E-02  1.059426E-17  1.483590E-14  3.718102E-13  2.317654E-10  2.589337E-09  1.990230E-07  3.399407E-09  2.038460E-10
    250  9.892639389759E-02  4.713415E-18  8.158925E-15  2.352517E-13  1.761960E-10  2.246989E-09  2.061389E-07  3.746538E-09  2.471783E-10
    251  9.977784733458E-02  2.246333E-18  4.719220E-15  1.547275E-13  1.370571E-10  1.973255E-09  2.127524E-07  4.094508E-09  2.948966E-10
    252  1.005622893962E-01  1.124094E-18  2.830169E-15  1.045834E-13  1.083590E-10  1.746718E-09  2.189905E-07  4.445846E-09  3.474392E-10
    253  1.013070552067E-01  5.804024E-19  1.736636E-15  7.194824E-14  8.656732E-11  1.554683E-09  2.250494E-07  4.809415E-09  4.064145E-10
    254  1.019791947326E-01  3.181795E-19  1.113686E-15  5.119325E-14  7.056315E-11  1.398153E-09  2.306372E-07  5.165062E-09  4.686527E-10
    255  1.025982572428E-01  1.818488E-19  7.366461E-16  3.729478E-14  5.833601E-11  1.266381E-09  2.358863E-07  5.517754E-09  5.348387E-10
    256  1.032644197032E-01  9.937180E-20  4.712426E-16  2.648449E-14  4.748679E-11  1.137920E-09  2.416436E-07  5.926265E-09  6.170595E-10
    257  1.039121745974E-01  5.495191E-20  3.041305E-16  1.893401E-14  3.880755E-11  1.024460E-09  2.473493E-07  6.354678E-09  7.097449E-10
    258  1.045193471709E-01  3.137494E-20  2.009527E-16  1.377955E-14  3.205420E-11  9.272492E-10  2.527917E-07  6.786380E-09  8.098764E-10
    259  1.051181778144E-01  1.801335E-20  1.333065E-16  1.005990E-14  2.652303E-11  8.400862E-10  2.582448E-07  7.242703E-09  9.230872E-10
    260  1.056826419982E-01  1.064492E-20  9.033074E-17  7.464916E-15  2.216041E-11  7.649498E-10  2.634596E-07  7.702610E-09  1.044912E-09
    261  1.062431336111E-01  6.277734E-21  6.112456E-17  5.531922E-15  1.849944E-11  6.960019E-10  2.687059E-07  8.189919E-09  1.182554E-09
    262  1.068146627648E-01  3.656512E-21  4.097584E-17  4.070369E-15  1.537532E-11  6.318248E-10  2.741206E-07  8.720126E-09  1.342338E-09
    263  1.073656177930E-01  2.168663E-21  2.783135E-17  3.025476E-15  1.285533E-11  5.753934E-10  2.793978E-07  9.265104E-09  1.517544E-09
    264  1.079139362418E-01  1.281093E-21  1.885361E-17  2.243760E-15  1.073348E-11  5.234377E-10  2.847006E-07  9.842817E-09  1.715614E-09
    265  1.084202130578E-01  7.862216E-22  1.313412E-17  1.699922E-15  9.076855E-12  4.793263E-10  2.896368E-07  1.040926E-08  1.922208E-09
    266  1.089957947327E-01  4.505450E-22  8.695166E-18  1.238617E-15  7.496095E-12  4.335155E-10  2.952886E-07  1.109405E-08  2.188468E-09
    267  1.095139929398E-01  2.721487E-22  5.984839E-18  9.298407E-16  6.302566E-12  3.957560E-10  3.004066E-07  1.175002E-08  2.460682E-09
    268  1.100036617482E-01  1.681006E-22  4.188673E-18  7.068409E-16  5.339071E-12  3.625899E-10  3.052624E-07  1.240647E-08  2.750188E-09
    269  1.105581599754E-01  9.722635E-23  2.791648E-18  5.175275E-16  4.420614E-12  3.282123E-10  3.107759E-07  1.319496E-08  3.120644E-09
    270  1.111738162549E-01  5.285332E-23  1.776245E-18  3.656852E-16  3.581343E-12  2.937077E-10  3.169043E-07  1.412999E-08  3.592503E-09
    271  1.117276452796E-01  3.033647E-23  1.176874E-18  2.664706E-16  2.955702E-12  2.652995E-10  3.224105E-07  1.502848E-08  4.079953E-09
    272  1.122547306619E-01  1.781785E-23  7.930624E-19  1.967083E-16  2.458331E-12  2.405875E-10  3.276335E-07  1.593680E-08  4.607065E-09
    273  1.128196390807E-01  1.005792E-23  5.187424E-19  1.419281E-16  2.015953E-12  2.165393E-10  3.331991E-07  1.697094E-08  5.249811E-09
    274  1.134172103791E-01  5.469259E-24  3.299648E-19  1.002195E-16  1.631304E-12  1.934798E-10  3.390327E-07  1.813711E-08  6.030249E-09
    275  1.139661173569E-01  3.104324E-24  2.166849E-19  7.249776E-17  1.339392E-12  1.741368E-10  3.443245E-07  1.927745E-08  6.851883E-09
    276  1.145721141816E-01  1.657494E-24  1.359271E-19  5.063021E-17  1.076073E-12  1.549043E-10  3.500711E-07  2.061672E-08  7.891929E-09
    277  1.151138636995E-01  9.446993E-25  8.946101E-20  3.669216E-17  8.839796E-13  1.394386E-10  3.551027E-07  2.188873E-08  8.956618E-09
    278  1.160623872824E-01  3.466035E-25  4.244387E-20  2.065509E-17  6.221894E-13  1.154087E-10  3.636003E-07  2.429663E-08  1.118599E-08
    279  1.166131253687E-01  1.932643E-25  2.747557E-20  1.476863E-17  5.065686E-13  1.032932E-10  3.683112E-07  2.580446E-08  1.272880E-08
    280  1.171578902390E-01  1.081436E-25  1.782116E-20  1.057674E-17  4.127223E-13  9.246156E-11  3.727746E-07  2.737875E-08  1.446520E-08
    281  1.179966344325E-01  4.357697E-26  9.050979E-21  6.267792E-18  2.992592E-13  7.762150E-11  3.791880E-07  2.996969E-08  1.761634E-08
    282  1.184626561866E-01  2.623212E-26  6.199335E-21  4.679792E-18  2.499749E-13  7.036423E-11  3.824735E-07  3.149799E-08  1.965284E-08
    283  1.189221956404E-01  1.589969E-26  4.264358E-21  3.505367E-18  2.091492E-13  6.383407E-11  3.854898E-07  3.306787E-08  2.188851E-08
    284  1.197605220964E-01  6.265757E-27  2.128665E-21  2.047653E-18  1.500222E-13  5.316153E-11  3.903285E-07  3.609456E-08  2.663740E-08
    285  1.205341475296E-01  2.644607E-27  1.115101E-21  1.241406E-18  1.100105E-13  4.478124E-11  3.939202E-07  3.906916E-08  3.190359E-08
    286  1.212540834288E-01  1.172715E-27  6.064365E-22  7.743221E-19  8.202437E-14  3.803033E-11  3.963757E-07  4.198762E-08  3.770374E-08
    287  1.219299358624E-01  5.412145E-28  3.395214E-22  4.936386E-19  6.194810E-14  3.249123E-11  3.977864E-07  4.484907E-08  4.406229E-08
    288  1.225766858039E-01  2.576272E-28  1.942932E-22  3.200436E-19  4.722907E-14  2.788701E-11  3.982285E-07  4.768369E-08  5.108437E-08
    289  1.231854533608E-01  1.268676E-28  1.139883E-22  2.114154E-19  3.640628E-14  2.405672E-11  3.977333E-07  5.042397E-08  5.864417E-08
    290  1.237219182154E-01  6.754174E-29  7.085075E-23  1.459723E-19  2.883240E-14  2.105291E-11  3.964963E-07  5.288215E-08  6.615131E-08
    291  1.242404039059E-01  3.666801E-29  4.462912E-23  1.018234E-19  2.296324E-14  1.847231E-11  3.945375E-07  5.528153E-08  7.422355E-08
    292  1.248086455930E-01  1.874039E-29  2.679521E-23  6.839738E-20  1.784028E-14  1.596516E-11  3.914672E-07  5.791917E-08  8.407185E-08
    293  1.253177247642E-01  1.015894E-29  1.680971E-23  4.750282E-20  1.414941E-14  1.394568E-11  3.878320E-07  6.027085E-08  9.386597E-08
    294  1.258810647447E-01  5.169514E-30  9.996727E-24  3.162917E-20  1.091332E-14  1.197351E-11  3.828023E-07  6.283519E-08  1.058304E-07
    295  1.264205598797E-01  2.715610E-30  6.059208E-24  2.136815E-20  8.485370E-15  1.031957E-11  3.769569E-07  6.522737E-08  1.184598E-07
    296  1.270317883483E-01  1.323557E-30  3.401910E-24  1.358334E-20  6.338120E-15  8.671444E-12  3.690603E-07  6.782611E-08  1.342457E-07
    297  1.275757308169E-01  1.000000E-30  2.020154E-24  9.014620E-21  4.861589E-15  7.391776E-12  3.608819E-07  7.000431E-08  1.496599E-07
    298  1.286048671531E-01  1.000000E-30  7.455559E-25  4.109121E-21  2.913075E-15  5.413319E-12  3.424976E-07  7.366029E-08  1.824029E-07
    299  1.290949488661E-01  1.000000E-30  4.575598E-25  2.793789E-21  2.262525E-15  4.632193E-12  3.324168E-07  7.513301E-08  1.996813E-07
    300  1.295345101683E-01  1.000000E-30  2.943404E-25  1.970264E-21  1.797923E-15  4.016263E-12  3.227073E-07  7.628092E-08  2.160689E-07
    301  1.303954523490E-01  1.000000E-30  1.231191E-25  9.871265E-22  1.137114E-15  3.014733E-12  3.020384E-07  7.799772E-08  2.504828E-07
    302  1.308549873199E-01  1.000000E-30  7.645559E-26  6.758702E-22  8.835930E-16  2.569660E-12  2.901910E-07  7.859530E-08  2.700572E-07
    303  1.312776310019E-01  1.000000E-30  4.909396E-26  4.749433E-22  6.979190E-16  2.210827E-12  2.788858E-07  7.893655E-08  2.887210E-07
    304  1.320787884157E-01  1.000000E-30  2.104832E-26  2.416733E-22  4.429109E-16  1.650720E-12  2.566493E-07  7.901919E-08  3.255854E-07
    305  1.327308179063E-01  1.000000E-30  1.043170E-26  1.378818E-22  3.028467E-16  1.289825E-12  2.380192E-07  7.852761E-08  3.567904E-07
    306  1.333821207310E-01  1.000000E-30  5.104800E-27  7.775990E-23  2.050701E-16  9.992296E-13  2.192184E-07  7.754030E-08  3.887484E-07
    307  1.339749669338E-01  1.000000E-30  2.651521E-27  4.597711E-23  1.430558E-16  7.881462E-13  2.022009E-07  7.623525E-08  4.182369E-07
    308  1.345530840576E-01  1.000000E-30  1.388271E-27  2.734394E-23  1.000197E-16  6.216627E-13  1.858621E-07  7.461011E-08  4.471719E-07
    309  1.351098094661E-01  1.000000E-30  7.370128E-28  1.642088E-23  7.029976E-17  4.913350E-13  1.705076E-07  7.274098E-08  4.750390E-07
    310  1.359304916944E-01  1.000000E-30  2.888331E-28  7.717192E-24  4.154263E-17  3.453352E-13  1.488938E-07  6.953015E-08  5.156985E-07
    311  1.363572082699E-01  1.000000E-30  1.767573E-28  5.199055E-24  3.149335E-17  2.866397E-13  1.382225E-07  6.767737E-08  5.365261E-07
    312  1.367788244083E-01  1.000000E-30  1.081726E-28  3.497871E-24  2.383776E-17  2.375242E-13  1.280862E-07  6.573786E-08  5.568547E-07
    313  1.375777712339E-01  1.000000E-30  4.303565E-29  1.654529E-24  1.402642E-17  1.660073E-13  1.101610E-07  6.185239E-08  5.944408E-07
    314  1.380438267916E-01  1.000000E-30  2.511163E-29  1.073880E-24  1.029584E-17  1.347395E-13  1.005179E-07  5.949626E-08  6.157277E-07
    315  1.384690951451E-01  1.000000E-30  1.539428E-29  7.222082E-25  7.742362E-18  1.111684E-13  9.222797E-08  5.730024E-08  6.347448E-07
    316  1.391087445178E-01  1.000000E-30  7.590998E-30  3.996920E-25  5.043891E-18  8.333162E-14  8.070644E-08  5.395930E-08  6.625435E-07
    317  1.397002518981E-01  1.000000E-30  4.029836E-30  2.346056E-25  3.412352E-18  6.419898E-14  7.106562E-08  5.087236E-08  6.873493E-07
    318  1.402705851668E-01  1.000000E-30  2.280862E-30  1.422286E-25  2.354284E-18  5.024020E-14  6.264822E-08  4.792216E-08  7.104703E-07
    319  1.408634912375E-01  1.000000E-30  1.350049E-30  8.555836E-26  1.610124E-18  3.922525E-14  5.475788E-08  4.490099E-08  7.337150E-07
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  5.475488E-26  1.149807E-18  3.164683E-14  4.825133E-08  4.219466E-08  7.543806E-07
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  3.673720E-26  8.495596E-19  2.622807E-14  4.274647E-08  3.972629E-08  7.732212E-07
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  2.804877E-26  6.931053E-19  2.319153E-14  3.925170E-08  3.805805E-08  7.859579E-07
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  2.204550E-26  5.786040E-19  2.085051E-14  3.626523E-08  3.656268E-08  7.974263E-07
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.644736E-26  4.654654E-19  1.841995E-14  3.278813E-08  3.473164E-08  8.115930E-07
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.205048E-26  3.708147E-19  1.627947E-14  2.928664E-08  3.277626E-08  8.269312E-07
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  8.327997E-27  2.851665E-19  1.424291E-14  2.541687E-08  3.046129E-08  8.454453E-07
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  5.967049E-27  2.272757E-19  1.280435E-14  2.226471E-08  2.843048E-08  8.620463E-07
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  4.137149E-27  1.790069E-19  1.156744E-14  1.911953E-08  2.624933E-08  8.804431E-07
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  2.934403E-27  1.445023E-19  1.066197E-14  1.647535E-08  2.426960E-08  8.977796E-07
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  2.033664E-27  1.162409E-19  9.899774E-15  1.402394E-08  2.228257E-08  9.158373E-07
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.446668E-27  9.569898E-20  9.325004E-15  1.204639E-08  2.054943E-08  9.322847E-07
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  9.655624E-28  7.641921E-20  8.749702E-15  1.002191E-08  1.862370E-08  9.515002E-07
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  6.547441E-28  6.186814E-20  8.266756E-15  8.400096E-09  1.693734E-08  9.691874E-07
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  3.564630E-28  4.457474E-20  7.575672E-15  6.367577E-09  1.458182E-08  9.955213E-07
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  2.559341E-28  3.723641E-20  7.210528E-15  5.469070E-09  1.342613E-08  1.009228E-06
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.824537E-28  3.097732E-20  6.843858E-15  4.692779E-09  1.235024E-08  1.022368E-06
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.193824E-28  2.449077E-20  6.381374E-15  3.867687E-09  1.110927E-08  1.038048E-06
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  7.986984E-29  1.948571E-20  5.937616E-15  3.211749E-09  1.003020E-08  1.052042E-06
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  5.411743E-29  1.554940E-20  5.511526E-15  2.684594E-09  9.082838E-09  1.064328E-06
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  3.824648E-29  1.263724E-20  5.130904E-15  2.281844E-09  8.298001E-09  1.074375E-06
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  2.646009E-29  1.004304E-20  4.723417E-15  1.909201E-09  7.511397E-09  1.084071E-06
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  2.134584E-29  8.759651E-21  4.489549E-15  1.718702E-09  7.081119E-09  1.089063E-06
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.751195E-29  7.693114E-21  4.275170E-15  1.557405E-09  6.698222E-09  1.093190E-06
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.151906E-29  5.717311E-21  3.809618E-15  1.245036E-09  5.899451E-09  1.100548E-06
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  8.150355E-30  4.405762E-21  3.429939E-15  1.023694E-09  5.274974E-09  1.104482E-06
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  5.957446E-30  3.405118E-21  3.083924E-15  8.446789E-10  4.721400E-09  1.105816E-06
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  3.992843E-30  2.305656E-21  2.613719E-15  6.317917E-10  3.985574E-09  1.102733E-06
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  2.859657E-30  1.603175E-21  2.228984E-15  4.807946E-10  3.391352E-09  1.093884E-06
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  2.152433E-30  1.125964E-21  1.903639E-15  3.681704E-10  2.889297E-09  1.079380E-06
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.706091E-30  8.193614E-22  1.646071E-15  2.882686E-10  2.489807E-09  1.060990E-06
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.397652E-30  6.046090E-22  1.428451E-15  2.270647E-10  2.149233E-09  1.038438E-06
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.165101E-30  4.511928E-22  1.243711E-15  1.797149E-10  1.856949E-09  1.012147E-06
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  3.283249E-22  1.066238E-15  1.382846E-10  1.572983E-09  9.781396E-07
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  2.345564E-22  9.021253E-16  1.037035E-10  1.307376E-09  9.359340E-07
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.713195E-22  7.687937E-16  7.845027E-11  1.089646E-09  8.910295E-07
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.209656E-22  6.395048E-16  5.657672E-11  8.775487E-10  8.346362E-07
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  8.734410E-23  5.342521E-16  4.086995E-11  7.051687E-10  7.759420E-07
    358  1.645369737572E-01  1.000000E-30  1.000000E-30  1.000000E-30  5.408545E-23  4.026708E-16  2.420796E-11  4.926653E-10  6.795486E-07
    359  1.651200899964E-01  1.000000E-30  1.000000E-30  1.000000E-30  4.230146E-23  3.441715E-16  1.797966E-11  4.006347E-10  6.253991E-07
