 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                eu185         eu186         eu187         eu188         eu189         eu190         gd139         gd140
    360  1.656939516385E-01  1.636976E-23  2.215004E-23  2.325125E-21  1.380726E-21  6.800219E-21  9.369575E-27  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.698885E-23  2.539625E-23  3.080145E-21  2.013072E-21  1.128336E-20  1.522729E-26  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  1.762696E-23  2.895033E-23  4.023924E-21  2.879254E-21  1.823300E-20  2.413191E-26  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  1.828963E-23  3.479980E-23  5.987135E-21  4.936155E-21  3.782858E-20  4.858141E-26  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  1.842838E-23  3.842662E-23  7.548095E-21  6.797887E-21  5.865684E-20  7.394095E-26  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.831581E-23  4.204140E-23  9.492900E-21  9.379215E-21  9.165594E-20  1.133240E-25  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.756058E-23  4.828935E-23  1.415926E-20  1.665290E-20  2.055347E-19  2.451264E-25  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.636620E-23  5.324609E-23  1.992418E-20  2.757220E-20  4.230614E-19  4.880879E-25  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  1.519098E-23  5.675229E-23  2.593944E-20  4.103642E-20  7.528118E-19  8.453891E-25  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  1.401864E-23  5.950280E-23  3.271668E-20  5.856468E-20  1.266877E-18  1.388001E-24  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  1.280599E-23  6.191000E-23  4.108016E-20  8.341622E-20  2.134128E-18  2.280534E-24  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  1.159581E-23  6.397677E-23  5.139937E-20  1.186449E-19  3.600092E-18  3.751585E-24  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.209421E-23  7.569111E-23  7.290644E-20  1.901752E-19  6.786660E-18  6.906064E-24  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.247701E-23  9.048118E-23  1.078668E-19  3.246241E-19  1.400596E-17  1.386535E-23  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  1.148139E-23  9.605173E-23  1.407088E-19  4.865195E-19  2.522330E-17  2.431682E-23  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  9.470305E-24  9.278742E-23  1.708266E-19  6.887676E-19  4.376258E-17  4.098332E-23  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  7.447630E-24  8.480094E-23  1.938264E-19  9.045686E-19  6.970646E-17  6.351873E-23  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  5.538207E-24  7.415171E-23  2.140967E-19  1.169988E-18  1.110270E-16  9.826730E-23  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  4.045870E-24  6.372212E-23  2.322413E-19  1.486683E-18  1.737212E-16  1.493810E-22  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  2.429482E-24  4.940508E-23  2.596331E-19  2.132948E-18  3.458553E-16  2.843679E-22  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  1.452662E-24  3.808389E-23  2.870325E-19  3.019884E-18  6.772505E-16  5.330905E-22  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  9.025246E-25  2.980149E-23  3.117486E-19  4.115843E-18  1.242006E-15  9.399281E-22  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  5.738957E-25  2.353636E-23  3.329082E-19  5.431086E-18  2.159850E-15  1.576528E-21  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  3.707740E-25  1.864285E-23  3.493321E-19  6.961445E-18  3.592743E-15  2.535619E-21  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  2.388096E-25  1.467759E-23  3.609902E-19  8.763981E-18  5.846696E-15  3.993346E-21  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.586538E-25  1.171542E-23  3.673062E-19  1.069142E-17  9.024481E-15  5.982952E-21  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  1.055442E-25  9.320267E-24  3.683481E-19  1.281490E-17  1.363207E-14  8.780393E-21  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  6.655187E-26  7.175489E-24  3.642357E-19  1.553654E-17  2.150438E-14  1.340607E-20  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  4.384961E-26  5.634747E-24  3.549100E-19  1.827825E-17  3.227662E-14  1.953107E-20  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  2.743563E-26  4.252276E-24  3.380137E-19  2.188426E-17  5.189422E-14  3.029941E-20  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.889728E-26  3.315049E-24  3.168168E-19  2.558783E-17  8.059859E-14  4.548258E-20  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.446239E-26  2.593782E-24  2.875102E-19  3.000787E-17  1.313357E-13  7.128580E-20  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.389546E-26  2.192735E-24  2.573012E-19  3.426506E-17  2.047261E-13  1.071414E-19  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.902656E-26  1.993274E-24  2.052754E-19  4.115281E-17  4.138518E-13  2.039436E-19  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  2.545029E-26  2.114246E-24  1.768365E-19  4.480452E-17  6.053222E-13  2.883872E-19  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  3.506354E-26  2.413281E-24  1.496925E-19  4.808501E-17  8.757554E-13  4.033664E-19  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  5.269102E-26  3.079112E-24  1.195933E-19  5.160525E-17  1.358621E-12  6.003239E-19  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  7.619261E-26  4.045455E-24  9.581951E-20  5.423723E-17  1.994951E-12  8.489471E-19  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.084816E-25  5.423867E-24  7.595817E-20  5.619074E-17  2.864148E-12  1.174989E-18  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.587426E-25  7.611427E-24  5.785486E-20  5.773170E-17  4.210089E-12  1.658709E-18  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  2.275851E-25  1.063378E-23  4.389488E-20  5.879721E-17  6.042545E-12  2.288779E-18  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  3.880234E-25  1.768702E-23  2.832076E-20  6.000402E-17  1.027237E-11  3.662222E-18  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  5.227950E-25  2.359194E-23  2.204870E-20  6.094788E-17  1.378822E-11  4.745800E-18  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  7.188475E-25  3.214048E-23  1.686229E-20  6.244909E-17  1.885298E-11  6.242620E-18  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.251505E-24  5.515568E-23  1.103921E-20  6.835028E-17  3.237708E-11  9.990967E-18  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  2.019150E-24  8.792951E-23  8.364091E-21  7.939266E-17  5.141243E-11  1.487694E-17  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  3.055612E-24  1.316835E-22  7.319684E-21  9.665925E-17  7.648763E-11  2.087381E-17  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  4.353538E-24  1.859220E-22  7.173205E-21  1.198860E-16  1.071178E-10  2.774230E-17  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  5.903094E-24  2.501003E-22  7.569563E-21  1.484809E-16  1.428043E-10  3.529255E-17  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  9.296288E-24  3.891284E-22  9.174436E-21  2.114837E-16  2.183753E-10  5.015926E-17  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  1.188044E-23  4.940110E-22  1.068114E-20  2.589445E-16  2.740542E-10  6.039995E-17  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  1.482273E-23  6.126519E-22  1.253552E-20  3.120699E-16  3.358567E-10  7.123074E-17  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.916582E-23  7.865988E-22  1.542956E-20  3.886766E-16  4.244950E-10  8.597839E-17  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  2.455904E-23  1.001090E-21  1.917851E-20  4.810247E-16  5.309986E-10  1.027202E-16  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  3.565421E-23  1.438508E-21  2.717927E-20  6.627822E-16  7.402672E-10  1.332489E-16  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  4.946881E-23  1.978047E-21  3.742083E-20  8.768006E-16  9.865323E-10  1.661701E-16  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  6.576118E-23  2.609315E-21  4.970807E-20  1.115788E-15  1.261364E-09  2.000462E-16  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  9.885043E-23  3.880175E-21  7.503750E-20  1.568377E-15  1.780788E-09  2.579924E-16  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.214147E-22  4.740799E-21  9.248807E-20  1.857922E-15  2.111997E-09  2.917432E-16  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.473044E-22  5.723959E-21  1.126327E-19  2.175312E-15  2.473811E-09  3.263465E-16  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.781114E-22  6.889267E-21  1.367364E-19  2.536003E-15  2.883200E-09  3.630898E-16  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  2.143617E-22  8.255587E-21  1.652477E-19  2.940922E-15  3.340327E-09  4.015461E-16  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  2.905260E-22  1.111416E-20  2.255622E-19  3.737638E-15  4.231648E-09  4.701031E-16  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  3.419069E-22  1.303605E-20  2.665043E-19  4.242257E-15  4.790430E-09  5.094713E-16  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  3.970973E-22  1.509636E-20  3.106702E-19  4.760573E-15  5.359679E-09  5.471581E-16  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  5.333991E-22  2.017280E-20  4.204357E-19  5.957029E-15  6.655696E-09  6.252686E-16  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  6.780007E-22  2.554805E-20  5.377581E-19  7.126265E-15  7.898651E-09  6.918570E-16  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  8.440863E-22  3.171670E-20  6.734018E-19  8.373712E-15  9.200258E-09  7.544398E-16  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.046022E-21  3.921649E-20  8.393776E-19  9.784447E-15  1.064339E-08  8.166703E-16  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  1.269418E-21  4.751871E-20  1.024112E-18  1.123901E-14  1.210103E-08  8.730368E-16  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.546077E-21  5.781406E-20  1.254256E-18  1.291861E-14  1.374796E-08  9.300050E-16  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.835583E-21  6.860781E-20  1.496456E-18  1.456074E-14  1.532248E-08  9.786904E-16  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  2.479456E-21  9.269859E-20  2.039199E-18  1.789085E-14  1.841349E-08  1.060393E-15  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  3.312579E-21  1.240532E-19  2.748057E-18  2.172007E-14  2.180997E-08  1.132650E-15  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.377207E-21  1.644153E-19  3.662145E-18  2.606670E-14  2.547630E-08  1.194045E-15  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  5.688146E-21  2.145401E-19  4.797504E-18  3.083128E-14  2.928282E-08  1.242965E-15  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  7.237719E-21  2.743389E-19  6.150388E-18  3.587327E-14  3.309041E-08  1.279519E-15  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.042697E-20  3.990441E-19  8.962492E-18  4.491158E-14  3.941470E-08  1.318501E-15  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.440995E-20  5.573815E-19  1.251278E-17  5.457682E-14  4.556967E-08  1.336309E-15  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.920529E-20  7.511566E-19  1.682797E-17  6.471176E-14  5.146501E-08  1.339432E-15  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  2.531584E-20  1.002170E-18  2.237443E-17  7.607784E-14  5.751585E-08  1.331963E-15  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  3.288110E-20  1.318170E-18  2.929692E-17  8.854038E-14  6.359027E-08  1.316294E-15  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  4.189907E-20  1.701079E-18  3.760966E-17  1.018044E-13  6.952619E-08  1.295092E-15  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  6.053538E-20  2.509360E-18  5.493996E-17  1.256544E-13  7.911050E-08  1.252352E-15  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  8.426559E-20  3.564020E-18  7.721282E-17  1.516565E-13  8.832801E-08  1.204994E-15  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.142036E-19  4.925033E-18  1.055331E-16  1.801677E-13  9.731954E-08  1.155685E-15  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.506804E-19  6.618152E-18  1.402664E-16  2.107473E-13  1.059659E-07  1.107109E-15  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.267576E-19  1.023830E-17  2.132173E-16  2.655305E-13  1.195355E-07  1.031300E-15  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  3.290232E-19  1.523626E-17  3.119150E-16  3.278171E-13  1.328006E-07  9.599793E-16  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  4.654122E-19  2.205896E-17  4.441387E-16  3.991692E-13  1.460087E-07  8.931971E-16  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  6.495013E-19  3.145866E-17  6.231073E-16  4.827358E-13  1.595532E-07  8.297944E-16  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  8.929690E-19  4.411461E-17  8.600884E-16  5.793998E-13  1.733522E-07  7.706684E-16  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.218770E-18  6.131262E-17  1.177095E-15  6.932391E-13  1.877347E-07  7.147350E-16  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.655582E-18  8.467162E-17  1.601290E-15  8.280969E-13  2.028582E-07  6.617398E-16  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.218691E-18  1.150978E-16  2.146211E-15  9.824975E-13  2.182913E-07  6.132053E-16  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.953901E-18  1.551310E-16  2.854077E-15  1.162431E-12  2.343890E-07  5.678543E-16  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  3.927880E-18  2.084419E-16  3.785523E-15  1.375696E-12  2.514936E-07  5.248015E-16  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  6.035235E-18  3.241056E-16  5.778055E-15  1.776566E-12  2.794949E-07  4.638833E-16  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  9.225999E-18  4.987713E-16  8.742748E-15  2.291799E-12  3.100351E-07  4.083162E-16  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.501607E-17  8.123241E-16  1.399296E-14  3.076310E-12  3.489652E-07  3.500545E-16  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.441159E-17  1.310464E-15  2.223858E-14  4.133979E-12  3.923060E-07  2.975999E-16  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  4.003836E-17  2.112377E-15  3.540309E-14  5.592805E-12  4.414269E-07  2.497922E-16  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  8.396016E-17  4.230641E-15  7.000144E-14  8.802079E-12  5.250261E-07  1.883266E-16  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.664658E-16  7.851756E-15  1.292755E-13  1.338311E-11  6.136789E-07  1.416664E-16  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  3.340177E-16  1.435480E-14  2.369058E-13  2.045095E-11  7.154058E-07  1.034529E-16  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  6.339053E-16  2.438655E-14  4.062078E-13  3.009027E-11  8.191355E-07  7.573610E-17  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.179812E-15  3.979110E-14  6.733716E-13  4.353730E-11  9.286963E-07  5.482299E-17  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  2.204146E-15  6.349055E-14  1.099326E-12  6.271144E-11  1.047126E-06  3.882847E-17  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  3.970436E-15  9.627094E-14  1.714335E-12  8.777152E-11  1.165381E-06  2.757908E-17  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.088105E-14  1.862219E-13  3.529612E-12  1.530698E-10  1.380471E-06  1.481641E-17  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.964688E-14  2.661057E-13  5.273887E-12  2.094092E-10  1.512468E-06  1.010105E-17  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  3.556556E-14  3.730910E-13  7.775296E-12  2.840975E-10  1.648275E-06  6.788252E-18  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  1.018945E-13  6.503546E-13  1.498802E-11  4.768887E-10  1.895215E-06  3.256506E-18  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  2.293596E-13  9.690172E-13  2.431195E-11  6.980576E-10  2.089744E-06  1.800392E-18  1.000000E-30  1.000000E-30
