 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                in134         in135         in136         in137         sn99          sn100         sn101         sn102
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  1.087865E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  2.431611E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  8.654102E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  2.478077E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  5.663164E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  1.205047E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  4.218109E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  1.233648E-27  1.299516E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  3.837784E-27  4.175336E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  1.009390E-26  1.122145E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  4.919797E-26  5.670471E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  1.841635E-25  2.188571E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  6.250623E-25  7.643903E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  2.113262E-24  2.659681E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  6.971382E-24  9.026236E-27  1.208511E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  4.716676E-23  6.394593E-26  8.644173E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  1.444460E-22  2.013306E-25  2.732516E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  4.220804E-22  6.047032E-25  8.240216E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  2.251811E-21  3.378318E-24  4.634923E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  9.122785E-21  1.428867E-23  1.972929E-27  1.149189E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  2.984728E-20  4.870072E-23  6.765793E-27  4.118870E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  8.747715E-20  1.487629E-22  2.079681E-26  1.315266E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  2.103351E-19  3.712194E-22  5.219070E-26  3.415698E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  4.682675E-19  8.573494E-22  1.212199E-25  8.207028E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  9.752910E-19  1.851514E-21  2.632589E-25  1.843052E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  1.973411E-18  3.888533E-21  5.561234E-25  4.029932E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  3.783536E-18  7.733943E-21  1.112495E-24  8.340421E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  7.214301E-18  1.533030E-20  2.218834E-24  1.724428E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.315032E-17  2.904178E-20  4.229376E-24  3.406663E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  2.350656E-17  5.402134E-20  7.917855E-24  6.617995E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  4.038521E-17  9.657448E-20  1.424654E-23  1.235620E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  6.755918E-17  1.682564E-19  2.498648E-23  2.250656E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  1.091688E-16  2.832312E-19  4.234446E-23  3.962268E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  1.615102E-16  4.343596E-19  6.532620E-23  6.321003E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  2.407053E-16  6.734090E-19  1.019454E-22  1.023441E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  3.416413E-16  9.922835E-19  1.511623E-22  1.571566E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  4.912813E-16  1.488370E-18  2.283464E-22  2.469425E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  6.728653E-16  2.121166E-18  3.276216E-22  3.677196E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  9.247390E-16  3.045693E-18  4.739300E-22  5.541845E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  1.199733E-15  4.108425E-18  6.435711E-22  7.805135E-25  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  1.529620E-15  5.447817E-18  8.591673E-22  1.081011E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  1.926212E-15  7.141407E-18  1.134134E-21  1.481710E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  2.441128E-15  9.462552E-18  1.514513E-21  2.063045E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  2.979522E-15  1.202363E-17  1.938145E-21  2.741668E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  3.672327E-15  1.550391E-17  2.519356E-21  3.718172E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  4.375211E-15  1.923052E-17  3.147674E-21  4.824601E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  5.265397E-15  2.421086E-17  3.995491E-21  6.389247E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  6.239555E-15  2.997051E-17  4.985800E-21  8.306968E-24  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  7.390972E-15  3.716442E-17  6.235243E-21  1.084595E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  8.553464E-15  4.482128E-17  7.578100E-21  1.370365E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  1.084160E-14  6.094831E-17  1.044255E-20  2.017540E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  1.335090E-14  8.009178E-17  1.389415E-20  2.853806E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  1.620908E-14  1.035550E-16  1.818471E-20  3.963337E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  1.932836E-14  1.309756E-16  2.326653E-20  5.360549E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  2.287572E-14  1.642329E-16  2.950945E-20  7.179692E-23  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  2.916586E-14  2.280188E-16  4.167527E-20  1.098862E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  3.627542E-14  3.066247E-16  5.693740E-20  1.616084E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  4.425124E-14  4.019768E-16  7.575755E-20  2.301603E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  5.306313E-14  5.151046E-16  9.842928E-20  3.183905E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  5.898744E-14  5.953050E-16  1.146873E-19  3.848530E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  6.602594E-14  6.945759E-16  1.349931E-19  4.711091E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  7.575295E-14  8.383735E-16  1.647152E-19  6.030666E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  8.603128E-14  9.980070E-16  1.980765E-19  7.581984E-22  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  1.074789E-13  1.354003E-15  2.736054E-19  1.132217E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  1.318216E-13  1.791390E-15  3.681032E-19  1.636397E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  1.593834E-13  2.324203E-15  4.851833E-19  2.305590E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  1.911526E-13  2.982305E-15  6.321563E-19  3.202193E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  2.255233E-13  3.741682E-15  8.043497E-19  4.318380E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  2.629215E-13  4.618379E-15  1.005972E-18  5.700359E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  3.104740E-13  5.801771E-15  1.282073E-18  7.702701E-21  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  3.653782E-13  7.254569E-15  1.626107E-18  1.034626E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  4.260797E-13  8.958355E-15  2.035424E-18  1.367117E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  4.962769E-13  1.104475E-14  2.543768E-18  1.802942E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  5.734909E-13  1.347072E-14  3.143022E-18  2.344290E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  6.626161E-13  1.642670E-14  3.883078E-18  3.047806E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  7.683640E-13  2.013208E-14  4.823596E-18  3.989388E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  8.868796E-13  2.451853E-14  5.952418E-18  5.179257E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  1.023772E-12  2.986619E-14  7.347447E-18  6.726361E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  1.169564E-12  3.586578E-14  8.933338E-18  8.573330E-20  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  1.361594E-12  4.420721E-14  1.116892E-17  1.131302E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  1.562295E-12  5.341469E-14  1.367142E-17  1.454124E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  1.780159E-12  6.392947E-14  1.656680E-17  1.845842E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  2.065048E-12  7.843018E-14  2.061546E-17  2.421698E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  2.436948E-12  9.853028E-14  2.631664E-17  3.279672E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  2.830708E-12  1.211269E-13  3.282804E-17  4.316212E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  3.266474E-12  1.475741E-13  4.056343E-17  5.613966E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  3.810607E-12  1.825414E-13  5.094889E-17  7.452386E-19  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  4.488362E-12  2.288484E-13  6.493118E-17  1.007395E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  5.220129E-12  2.819704E-13  8.123597E-17  1.330935E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  6.170791E-12  3.553933E-13  1.041554E-16  1.812925E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  7.169578E-12  4.374332E-13  1.302002E-16  2.393083E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  9.334730E-12  6.306349E-13  1.929529E-16  3.904388E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  1.088552E-11  7.806227E-13  2.427651E-16  5.196942E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  1.267664E-11  9.646834E-13  3.049356E-16  6.903988E-18  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  1.603756E-11  1.338314E-12  4.339544E-16  1.071744E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  1.827854E-11  1.606074E-12  5.283072E-16  1.369821E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  2.079546E-11  1.923064E-12  6.416878E-16  1.745967E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  2.631940E-11  2.673796E-12  9.160940E-16  2.723510E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  3.270025E-11  3.625840E-12  1.273492E-15  4.111494E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  4.000343E-11  4.815279E-12  1.731371E-15  6.039397E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  4.830803E-11  6.284815E-12  2.310748E-15  8.672390E-17  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  5.781063E-11  8.105757E-12  3.045427E-15  1.226452E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  6.839582E-11  1.029539E-11  3.948644E-15  1.700079E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  7.924554E-11  1.270358E-11  4.962539E-15  2.266991E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  9.126622E-11  1.555333E-11  6.185631E-15  2.993113E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  1.063998E-10  1.939683E-11  7.868811E-15  4.056883E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  1.219293E-10  2.362124E-11  9.756158E-15  5.325858E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  1.415235E-10  2.933612E-11  1.236222E-14  7.191684E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  1.629201E-10  3.604463E-11  1.548713E-14  9.578641E-16  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  1.906488E-10  4.543348E-11  1.996049E-14  1.323843E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  2.187496E-10  5.571874E-11  2.497431E-14  1.763277E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  2.817293E-10  8.147601E-11  3.795164E-14  3.018898E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  3.167259E-10  9.736382E-11  4.620361E-14  3.892217E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  3.510506E-10  1.140194E-10  5.502573E-14  4.881098E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  4.267686E-10  1.544937E-10  7.708917E-14  7.571154E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  4.720605E-10  1.811628E-10  9.204205E-14  9.548684E-15  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  5.168009E-10  2.093277E-10  1.081455E-13  1.180168E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  6.098442E-10  2.737853E-10  1.460563E-13  1.755377E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  6.937156E-10  3.388749E-10  1.856244E-13  2.414690E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  7.848547E-10  4.173985E-10  2.348305E-13  3.308007E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  8.741026E-10  5.024785E-10  2.897376E-13  4.390210E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  9.669094E-10  5.999455E-10  3.544263E-13  5.768752E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  1.061652E-09  7.093693E-10  4.290661E-13  7.485100E-14  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  1.210593E-09  9.028517E-10  5.656422E-13  1.093710E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  1.292387E-09  1.020916E-09  6.515422E-13  1.329501E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  1.376184E-09  1.151066E-09  7.482412E-13  1.610697E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  1.542840E-09  1.439010E-09  9.689522E-13  2.309627E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  1.644835E-09  1.635425E-09  1.124316E-12  2.845147E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  1.741129E-09  1.835815E-09  1.286406E-12  3.438955E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  1.891775E-09  2.179876E-09  1.572405E-12  4.567295E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  2.037424E-09  2.549812E-09  1.889719E-12  5.929460E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  2.183955E-09  2.961203E-09  2.253215E-12  7.619708E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  2.343031E-09  3.454985E-09  2.702678E-12  9.884735E-13  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  2.495675E-09  3.977039E-09  3.192010E-12  1.255195E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  2.645094E-09  4.535949E-09  3.730421E-12  1.570928E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  2.752072E-09  4.966728E-09  4.154673E-12  1.835010E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  2.852863E-09  5.396628E-09  4.585576E-12  2.116212E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  2.983634E-09  5.989967E-09  5.191860E-12  2.532775E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  3.133589E-09  6.721286E-09  5.956261E-12  3.090705E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  3.327114E-09  7.748768E-09  7.059327E-12  3.955547E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  3.513193E-09  8.830125E-09  8.253269E-12  4.965085E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  3.734710E-09  1.024052E-08  9.856799E-12  6.430980E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  3.959557E-09  1.181441E-08  1.170198E-11  8.260739E-12  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  4.211865E-09  1.376157E-08  1.405689E-11  1.079892E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  4.459448E-09  1.586524E-08  1.668204E-11  1.387329E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  4.772650E-09  1.881214E-08  2.048596E-11  1.874371E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  5.086544E-09  2.210672E-08  2.489289E-11  2.494411E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  5.607608E-09  2.837742E-08  3.367189E-11  3.887472E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  5.909247E-09  3.249370E-08  3.968003E-11  4.949461E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  6.222346E-09  3.717903E-08  4.672529E-11  6.296309E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  6.633339E-09  4.399545E-08  5.733356E-11  8.513378E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  7.044262E-09  5.162024E-08  6.965269E-11  1.134793E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  7.452173E-09  6.007807E-08  8.381276E-11  1.492115E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  7.832072E-09  6.880835E-08  9.892827E-11  1.907675E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  8.258735E-09  7.968013E-08  1.183983E-10  2.490767E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  8.513951E-09  8.677366E-08  1.314584E-10  2.910124E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  8.754152E-09  9.390060E-08  1.448413E-10  3.362212E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  9.304684E-09  1.119876E-07  1.799211E-10  4.647887E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  9.788197E-09  1.301425E-07  2.166208E-10  6.138219E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  1.025801E-08  1.502175E-07  2.587769E-10  8.020448E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  1.094902E-08  1.850831E-07  3.355963E-10  1.188285E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  1.156618E-08  2.231732E-07  4.243351E-10  1.698795E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  1.211907E-08  2.653551E-07  5.279647E-10  2.376533E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  1.257427E-08  3.083977E-07  6.392337E-10  3.196613E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.295987E-08  3.542118E-07  7.635287E-10  4.221495E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.327234E-08  4.024038E-07  9.005816E-10  5.481499E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  1.354230E-08  4.599688E-07  1.072770E-09  7.254173E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.373412E-08  5.267089E-07  1.283991E-09  9.716379E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.381147E-08  5.939067E-07  1.509462E-09  1.269930E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.377230E-08  6.745981E-07  1.798268E-09  1.706840E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.360038E-08  7.553231E-07  2.108363E-09  2.247856E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  1.308001E-08  8.824890E-07  2.646103E-09  3.377735E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  1.267448E-08  9.514588E-07  2.967717E-09  4.181694E-08  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
