                                                      NUCLIDE ABUNDANCE YIELDS
                                                      ------- --------- ------


 Computational parameters:
   cy = 0.300/  ct = 0.030/  initial temp = 8.48E-02/  final temp = 1.00E-02/  smallest abundances allowed = 1.00E-25
 Model parameters:
   g =  1.00/  tau = 885.70/  # nu =  3.00/  lambda =  0.000E+00/  xi-e =  0.000E+00/  xi-m =  0.000E+00/  xi-t =  0.000E+00

    SumX         time        N          P            D          T          He3          He4          Li7       Li8       N14       Fe56
-2.503E+05   1.788E+00   3.572E-07   2.536E-07   1.055E-09   1.119E-07   5.175E-12   2.500E-01   1.132E-07   6.535E-09   9.943E-10   1.616E-08
-2.503E+05   1.801E+00   3.591E-07   2.531E-07   1.066E-09   1.110E-07   5.127E-12   2.500E-01   1.137E-07   6.649E-09   9.343E-10   1.616E-08
-2.503E+05   1.813E+00   3.609E-07   2.525E-07   1.078E-09   1.101E-07   5.081E-12   2.500E-01   1.142E-07   6.764E-09   8.777E-10   1.616E-08
-2.503E+05   1.825E+00   3.627E-07   2.520E-07   1.090E-09   1.093E-07   5.035E-12   2.500E-01   1.148E-07   6.879E-09   8.243E-10   1.616E-08
-2.503E+05   1.837E+00   3.645E-07   2.514E-07   1.101E-09   1.084E-07   4.990E-12   2.500E-01   1.153E-07   6.995E-09   7.739E-10   1.616E-08
-2.503E+05   1.849E+00   3.662E-07   2.508E-07   1.113E-09   1.075E-07   4.946E-12   2.500E-01   1.158E-07   7.111E-09   7.263E-10   1.616E-08
-2.503E+05   1.861E+00   3.680E-07   2.502E-07   1.124E-09   1.067E-07   4.903E-12   2.500E-01   1.163E-07   7.228E-09   6.815E-10   1.616E-08
-2.503E+05   1.874E+00   3.697E-07   2.496E-07   1.136E-09   1.058E-07   4.860E-12   2.500E-01   1.168E-07   7.346E-09   6.392E-10   1.616E-08
-2.503E+05   1.886E+00   3.714E-07   2.489E-07   1.148E-09   1.049E-07   4.818E-12   2.500E-01   1.172E-07   7.463E-09   5.994E-10   1.616E-08
-2.503E+05   1.898E+00   3.731E-07   2.483E-07   1.160E-09   1.041E-07   4.777E-12   2.500E-01   1.177E-07   7.582E-09   5.618E-10   1.616E-08
-2.503E+05   1.910E+00   3.748E-07   2.476E-07   1.171E-09   1.032E-07   4.736E-12   2.500E-01   1.182E-07   7.701E-09   5.265E-10   1.616E-08
-2.503E+05   1.922E+00   3.764E-07   2.469E-07   1.183E-09   1.024E-07   4.697E-12   2.500E-01   1.186E-07   7.819E-09   4.933E-10   1.616E-08
-2.503E+05   1.934E+00   3.781E-07   2.463E-07   1.194E-09   1.016E-07   4.657E-12   2.500E-01   1.191E-07   7.938E-09   4.620E-10   1.616E-08
-2.503E+05   1.947E+00   3.797E-07   2.456E-07   1.206E-09   1.007E-07   4.619E-12   2.500E-01   1.195E-07   8.057E-09   4.326E-10   1.616E-08
-2.503E+05   1.959E+00   3.812E-07   2.449E-07   1.218E-09   9.989E-08   4.581E-12   2.500E-01   1.200E-07   8.177E-09   4.050E-10   1.616E-08
-2.503E+05   1.971E+00   3.828E-07   2.442E-07   1.230E-09   9.906E-08   4.544E-12   2.500E-01   1.204E-07   8.298E-09   3.790E-10   1.616E-08
-2.503E+05   1.983E+00   3.844E-07   2.435E-07   1.241E-09   9.823E-08   4.507E-12   2.500E-01   1.208E-07   8.419E-09   3.545E-10   1.616E-08
-2.503E+05   1.995E+00   3.859E-07   2.427E-07   1.253E-09   9.741E-08   4.471E-12   2.500E-01   1.212E-07   8.540E-09   3.316E-10   1.616E-08
-2.503E+05   2.007E+00   3.874E-07   2.420E-07   1.265E-09   9.659E-08   4.435E-12   2.500E-01   1.216E-07   8.661E-09   3.101E-10   1.616E-08
-2.503E+05   2.020E+00   3.889E-07   2.412E-07   1.276E-09   9.578E-08   4.400E-12   2.500E-01   1.221E-07   8.782E-09   2.899E-10   1.616E-08
-2.503E+05   2.032E+00   3.904E-07   2.404E-07   1.288E-09   9.497E-08   4.366E-12   2.500E-01   1.224E-07   8.903E-09   2.709E-10   1.616E-08
-2.503E+05   2.044E+00   3.919E-07   2.397E-07   1.299E-09   9.417E-08   4.332E-12   2.500E-01   1.228E-07   9.023E-09   2.531E-10   1.616E-08
-2.503E+05   2.056E+00   3.933E-07   2.389E-07   1.311E-09   9.338E-08   4.299E-12   2.500E-01   1.232E-07   9.144E-09   2.364E-10   1.616E-08
-2.503E+05   2.068E+00   3.948E-07   2.381E-07   1.323E-09   9.258E-08   4.266E-12   2.500E-01   1.236E-07   9.266E-09   2.208E-10   1.616E-08
-2.503E+05   2.080E+00   3.962E-07   2.374E-07   1.335E-09   9.179E-08   4.233E-12   2.500E-01   1.240E-07   9.389E-09   2.062E-10   1.616E-08
-2.503E+05   2.093E+00   3.976E-07   2.366E-07   1.346E-09   9.101E-08   4.202E-12   2.500E-01   1.243E-07   9.512E-09   1.924E-10   1.616E-08
-2.503E+05   2.105E+00   3.989E-07   2.358E-07   1.358E-09   9.024E-08   4.170E-12   2.500E-01   1.247E-07   9.635E-09   1.796E-10   1.616E-08
-2.503E+05   2.117E+00   4.003E-07   2.350E-07   1.370E-09   8.946E-08   4.139E-12   2.500E-01   1.250E-07   9.758E-09   1.675E-10   1.616E-08
-2.503E+05   2.129E+00   4.016E-07   2.341E-07   1.382E-09   8.869E-08   4.108E-12   2.500E-01   1.254E-07   9.881E-09   1.563E-10   1.616E-08
-2.503E+05   2.141E+00   4.030E-07   2.333E-07   1.393E-09   8.793E-08   4.079E-12   2.500E-01   1.257E-07   1.000E-08   1.457E-10   1.616E-08
-2.503E+05   2.153E+00   4.043E-07   2.325E-07   1.405E-09   8.718E-08   4.049E-12   2.500E-01   1.261E-07   1.013E-08   1.359E-10   1.616E-08
-2.503E+05   2.166E+00   4.056E-07   2.317E-07   1.416E-09   8.642E-08   4.019E-12   2.500E-01   1.264E-07   1.025E-08   1.266E-10   1.616E-08
-2.503E+05   2.178E+00   4.069E-07   2.308E-07   1.428E-09   8.568E-08   3.991E-12   2.500E-01   1.267E-07   1.037E-08   1.180E-10   1.616E-08
-2.503E+05   2.190E+00   4.081E-07   2.300E-07   1.440E-09   8.494E-08   3.962E-12   2.500E-01   1.270E-07   1.050E-08   1.100E-10   1.616E-08
-2.503E+05   2.202E+00   4.093E-07   2.292E-07   1.452E-09   8.420E-08   3.934E-12   2.500E-01   1.273E-07   1.062E-08   1.024E-10   1.616E-08
-2.503E+05   2.214E+00   4.106E-07   2.283E-07   1.463E-09   8.347E-08   3.907E-12   2.500E-01   1.276E-07   1.074E-08   9.539E-11   1.616E-08
-2.503E+05   2.226E+00   4.118E-07   2.274E-07   1.475E-09   8.275E-08   3.879E-12   2.500E-01   1.279E-07   1.086E-08   8.882E-11   1.616E-08
-2.503E+05   2.239E+00   4.130E-07   2.266E-07   1.486E-09   8.202E-08   3.852E-12   2.500E-01   1.282E-07   1.099E-08   8.268E-11   1.616E-08
-2.503E+05   2.251E+00   4.142E-07   2.257E-07   1.498E-09   8.132E-08   3.826E-12   2.500E-01   1.285E-07   1.111E-08   7.695E-11   1.616E-08
-2.623E+05   2.263E+00   4.153E-07   2.249E-07   1.509E-09   8.061E-08   3.800E-12   2.500E-01   1.287E-07   1.123E-08   7.160E-11   1.616E-08
-2.623E+05   2.275E+00   4.165E-07   2.240E-07   1.521E-09   7.990E-08   3.774E-12   2.500E-01   1.290E-07   1.135E-08   6.662E-11   1.616E-08
-2.623E+05   2.287E+00   4.176E-07   2.231E-07   1.533E-09   7.921E-08   3.748E-12   2.500E-01   1.293E-07   1.147E-08   6.196E-11   1.616E-08
-2.623E+05   2.299E+00   4.188E-07   2.223E-07   1.544E-09   7.852E-08   3.723E-12   2.500E-01   1.296E-07   1.159E-08   5.762E-11   1.616E-08
-2.623E+05   2.312E+00   4.199E-07   2.214E-07   1.556E-09   7.783E-08   3.698E-12   2.500E-01   1.298E-07   1.171E-08   5.358E-11   1.616E-08
-2.623E+05   2.324E+00   4.210E-07   2.205E-07   1.568E-09   7.715E-08   3.674E-12   2.500E-01   1.300E-07   1.183E-08   4.981E-11   1.616E-08
-2.623E+05   2.336E+00   4.221E-07   2.197E-07   1.579E-09   7.648E-08   3.649E-12   2.500E-01   1.303E-07   1.195E-08   4.629E-11   1.616E-08
-2.623E+05   2.348E+00   4.231E-07   2.188E-07   1.591E-09   7.580E-08   3.626E-12   2.500E-01   1.305E-07   1.207E-08   4.302E-11   1.616E-08
-2.623E+05   2.360E+00   4.242E-07   2.179E-07   1.602E-09   7.514E-08   3.602E-12   2.500E-01   1.308E-07   1.220E-08   3.997E-11   1.616E-08
-2.623E+05   2.372E+00   4.252E-07   2.170E-07   1.614E-09   7.449E-08   3.579E-12   2.500E-01   1.310E-07   1.232E-08   3.713E-11   1.616E-08
-2.623E+05   2.385E+00   4.262E-07   2.161E-07   1.625E-09   7.383E-08   3.556E-12   2.500E-01   1.312E-07   1.243E-08   3.448E-11   1.616E-08
-2.623E+05   2.397E+00   4.273E-07   2.152E-07   1.637E-09   7.318E-08   3.533E-12   2.500E-01   1.314E-07   1.255E-08   3.202E-11   1.616E-08
-2.503E+05   2.409E+00   4.283E-07   2.143E-07   1.648E-09   7.255E-08   3.510E-12   2.500E-01   1.316E-07   1.267E-08   2.973E-11   1.616E-08
-2.503E+05   2.421E+00   4.292E-07   2.134E-07   1.659E-09   7.191E-08   3.488E-12   2.500E-01   1.318E-07   1.279E-08   2.759E-11   1.616E-08
-2.623E+05   2.433E+00   4.302E-07   2.125E-07   1.671E-09   7.128E-08   3.466E-12   2.500E-01   1.320E-07   1.291E-08   2.561E-11   1.616E-08
-2.623E+05   2.445E+00   4.312E-07   2.116E-07   1.682E-09   7.066E-08   3.445E-12   2.500E-01   1.323E-07   1.303E-08   2.377E-11   1.616E-08
-2.623E+05   2.458E+00   4.321E-07   2.107E-07   1.693E-09   7.003E-08   3.423E-12   2.500E-01   1.325E-07   1.315E-08   2.205E-11   1.616E-08
-2.623E+05   2.470E+00   4.331E-07   2.098E-07   1.705E-09   6.942E-08   3.402E-12   2.500E-01   1.326E-07   1.326E-08   2.045E-11   1.616E-08
-2.623E+05   2.482E+00   4.340E-07   2.089E-07   1.716E-09   6.882E-08   3.381E-12   2.500E-01   1.328E-07   1.338E-08   1.897E-11   1.616E-08
-2.623E+05   2.494E+00   4.349E-07   2.080E-07   1.728E-09   6.821E-08   3.360E-12   2.500E-01   1.330E-07   1.350E-08   1.759E-11   1.616E-08
-2.623E+05   2.506E+00   4.358E-07   2.071E-07   1.739E-09   6.761E-08   3.340E-12   2.500E-01   1.331E-07   1.361E-08   1.631E-11   1.616E-08
-2.623E+05   2.518E+00   4.367E-07   2.062E-07   1.750E-09   6.703E-08   3.319E-12   2.500E-01   1.333E-07   1.373E-08   1.512E-11   1.616E-08
-2.623E+05   2.531E+00   4.376E-07   2.053E-07   1.761E-09   6.644E-08   3.299E-12   2.500E-01   1.335E-07   1.384E-08   1.402E-11   1.616E-08
-2.623E+05   2.543E+00   4.384E-07   2.044E-07   1.773E-09   6.586E-08   3.279E-12   2.500E-01   1.337E-07   1.396E-08   1.299E-11   1.616E-08
-2.623E+05   2.555E+00   4.393E-07   2.035E-07   1.784E-09   6.529E-08   3.260E-12   2.500E-01   1.338E-07   1.407E-08   1.204E-11   1.616E-08
-2.623E+05   2.567E+00   4.401E-07   2.026E-07   1.795E-09   6.472E-08   3.241E-12   2.500E-01   1.339E-07   1.419E-08   1.115E-11   1.616E-08
-2.623E+05   2.579E+00   4.409E-07   2.017E-07   1.806E-09   6.415E-08   3.221E-12   2.500E-01   1.341E-07   1.430E-08   1.033E-11   1.616E-08
-2.623E+05   2.591E+00   4.418E-07   2.008E-07   1.817E-09   6.359E-08   3.202E-12   2.500E-01   1.342E-07   1.441E-08   9.570E-12   1.616E-08
-2.623E+05   2.604E+00   4.426E-07   1.999E-07   1.828E-09   6.304E-08   3.183E-12   2.500E-01   1.344E-07   1.453E-08   8.863E-12   1.616E-08
-2.623E+05   2.616E+00   4.434E-07   1.990E-07   1.839E-09   6.249E-08   3.165E-12   2.500E-01   1.345E-07   1.464E-08   8.206E-12   1.616E-08
-2.623E+05   2.628E+00   4.442E-07   1.981E-07   1.850E-09   6.195E-08   3.147E-12   2.500E-01   1.346E-07   1.475E-08   7.598E-12   1.616E-08
-2.623E+05   2.640E+00   4.449E-07   1.972E-07   1.861E-09   6.142E-08   3.128E-12   2.500E-01   1.348E-07   1.486E-08   7.034E-12   1.616E-08
-2.623E+05   2.652E+00   4.457E-07   1.963E-07   1.872E-09   6.088E-08   3.111E-12   2.500E-01   1.349E-07   1.497E-08   6.510E-12   1.616E-08
-2.623E+05   2.664E+00   4.464E-07   1.954E-07   1.883E-09   6.036E-08   3.093E-12   2.500E-01   1.350E-07   1.508E-08   6.025E-12   1.616E-08
-2.623E+05   2.677E+00   4.472E-07   1.945E-07   1.894E-09   5.984E-08   3.075E-12   2.500E-01   1.351E-07   1.519E-08   5.575E-12   1.616E-08
-2.623E+05   2.689E+00   4.480E-07   1.936E-07   1.904E-09   5.932E-08   3.057E-12   2.500E-01   1.352E-07   1.530E-08   5.159E-12   1.616E-08
-2.623E+05   2.701E+00   4.487E-07   1.927E-07   1.915E-09   5.881E-08   3.040E-12   2.500E-01   1.353E-07   1.541E-08   4.772E-12   1.616E-08
-2.623E+05   2.713E+00   4.494E-07   1.918E-07   1.926E-09   5.831E-08   3.023E-12   2.500E-01   1.354E-07   1.552E-08   4.414E-12   1.616E-08
-2.623E+05   2.725E+00   4.501E-07   1.910E-07   1.937E-09   5.781E-08   3.006E-12   2.500E-01   1.355E-07   1.562E-08   4.083E-12   1.616E-08
-2.623E+05   2.737E+00   4.508E-07   1.901E-07   1.948E-09   5.731E-08   2.989E-12   2.500E-01   1.356E-07   1.573E-08   3.776E-12   1.616E-08
-2.623E+05   2.750E+00   4.515E-07   1.893E-07   1.958E-09   5.682E-08   2.973E-12   2.500E-01   1.357E-07   1.584E-08   3.491E-12   1.616E-08
-2.623E+05   2.762E+00   4.522E-07   1.884E-07   1.969E-09   5.634E-08   2.956E-12   2.500E-01   1.358E-07   1.594E-08   3.228E-12   1.616E-08
-2.623E+05   2.774E+00   4.528E-07   1.875E-07   1.980E-09   5.586E-08   2.940E-12   2.500E-01   1.358E-07   1.605E-08   2.984E-12   1.616E-08
-2.623E+05   2.786E+00   4.535E-07   1.867E-07   1.991E-09   5.538E-08   2.923E-12   2.500E-01   1.359E-07   1.615E-08   2.758E-12   1.616E-08
-2.623E+05   2.798E+00   4.542E-07   1.858E-07   2.002E-09   5.491E-08   2.908E-12   2.500E-01   1.360E-07   1.626E-08   2.549E-12   1.616E-08
-2.623E+05   2.810E+00   4.548E-07   1.849E-07   2.012E-09   5.444E-08   2.892E-12   2.500E-01   1.361E-07   1.636E-08   2.356E-12   1.616E-08
-2.623E+05   2.823E+00   4.554E-07   1.841E-07   2.023E-09   5.398E-08   2.876E-12   2.500E-01   1.361E-07   1.646E-08   2.177E-12   1.616E-08
-2.503E+05   2.835E+00   4.560E-07   1.832E-07   2.033E-09   5.353E-08   2.861E-12   2.500E-01   1.362E-07   1.657E-08   2.011E-12   1.616E-08
-2.503E+05   2.847E+00   4.566E-07   1.823E-07   2.043E-09   5.308E-08   2.845E-12   2.500E-01   1.363E-07   1.667E-08   1.858E-12   1.616E-08
-2.503E+05   2.859E+00   4.573E-07   1.815E-07   2.054E-09   5.263E-08   2.830E-12   2.500E-01   1.363E-07   1.677E-08   1.716E-12   1.616E-08
-2.503E+05   2.871E+00   4.579E-07   1.806E-07   2.064E-09   5.219E-08   2.815E-12   2.500E-01   1.364E-07   1.687E-08   1.585E-12   1.616E-08
-2.623E+05   2.883E+00   4.585E-07   1.798E-07   2.074E-09   5.175E-08   2.800E-12   2.500E-01   1.364E-07   1.697E-08   1.464E-12   1.616E-08
-2.623E+05   2.896E+00   4.591E-07   1.789E-07   2.084E-09   5.132E-08   2.785E-12   2.500E-01   1.365E-07   1.706E-08   1.352E-12   1.616E-08
-2.623E+05   2.908E+00   4.596E-07   1.780E-07   2.095E-09   5.089E-08   2.770E-12   2.500E-01   1.365E-07   1.716E-08   1.248E-12   1.616E-08
-2.623E+05   2.920E+00   4.602E-07   1.772E-07   2.104E-09   5.047E-08   2.756E-12   2.500E-01   1.365E-07   1.726E-08   1.152E-12   1.616E-08
-2.623E+05   2.932E+00   4.607E-07   1.763E-07   2.114E-09   5.005E-08   2.741E-12   2.500E-01   1.366E-07   1.736E-08   1.064E-12   1.616E-08
-2.623E+05   2.944E+00   4.613E-07   1.755E-07   2.125E-09   4.964E-08   2.727E-12   2.500E-01   1.366E-07   1.745E-08   9.821E-13   1.616E-08
-2.623E+05   2.956E+00   4.618E-07   1.747E-07   2.135E-09   4.923E-08   2.713E-12   2.500E-01   1.366E-07   1.755E-08   9.065E-13   1.616E-08
-2.623E+05   2.969E+00   4.624E-07   1.739E-07   2.145E-09   4.882E-08   2.698E-12   2.500E-01   1.367E-07   1.764E-08   8.366E-13   1.616E-08
-2.623E+05   2.981E+00   4.629E-07   1.730E-07   2.155E-09   4.842E-08   2.684E-12   2.500E-01   1.367E-07   1.774E-08   7.720E-13   1.616E-08
-2.623E+05   2.993E+00   4.635E-07   1.722E-07   2.165E-09   4.802E-08   2.670E-12   2.500E-01   1.367E-07   1.783E-08   7.124E-13   1.616E-08
-2.623E+05   3.005E+00   4.640E-07   1.714E-07   2.174E-09   4.763E-08   2.657E-12   2.500E-01   1.368E-07   1.793E-08   6.573E-13   1.616E-08
-2.623E+05   3.017E+00   4.645E-07   1.705E-07   2.184E-09   4.724E-08   2.643E-12   2.500E-01   1.368E-07   1.802E-08   6.064E-13   1.616E-08
-2.623E+05   3.029E+00   4.650E-07   1.697E-07   2.194E-09   4.686E-08   2.630E-12   2.500E-01   1.368E-07   1.811E-08   5.594E-13   1.616E-08
-2.623E+05   3.042E+00   4.654E-07   1.689E-07   2.203E-09   4.648E-08   2.616E-12   2.500E-01   1.368E-07   1.820E-08   5.160E-13   1.616E-08
-2.623E+05   3.054E+00   4.659E-07   1.681E-07   2.212E-09   4.611E-08   2.603E-12   2.500E-01   1.368E-07   1.829E-08   4.759E-13   1.616E-08
-2.623E+05   3.066E+00   4.664E-07   1.672E-07   2.221E-09   4.574E-08   2.590E-12   2.500E-01   1.368E-07   1.838E-08   4.389E-13   1.616E-08
-2.623E+05   3.078E+00   4.669E-07   1.664E-07   2.231E-09   4.537E-08   2.577E-12   2.500E-01   1.368E-07   1.847E-08   4.047E-13   1.616E-08
-2.623E+05   3.090E+00   4.674E-07   1.656E-07   2.240E-09   4.501E-08   2.564E-12   2.500E-01   1.368E-07   1.856E-08   3.732E-13   1.616E-08
-2.742E+05   3.102E+00   4.679E-07   1.648E-07   2.249E-09   4.465E-08   2.551E-12   2.500E-01   1.368E-07   1.865E-08   3.441E-13   1.616E-08
-2.742E+05   3.115E+00   4.683E-07   1.640E-07   2.259E-09   4.430E-08   2.538E-12   2.500E-01   1.368E-07   1.873E-08   3.172E-13   1.616E-08
-2.742E+05   3.127E+00   4.688E-07   1.632E-07   2.268E-09   4.395E-08   2.525E-12   2.500E-01   1.368E-07   1.882E-08   2.925E-13   1.616E-08
-2.742E+05   3.139E+00   4.692E-07   1.625E-07   2.277E-09   4.360E-08   2.513E-12   2.500E-01   1.368E-07   1.891E-08   2.696E-13   1.616E-08
-2.742E+05   3.151E+00   4.696E-07   1.617E-07   2.286E-09   4.326E-08   2.500E-12   2.500E-01   1.368E-07   1.899E-08   2.485E-13   1.616E-08
-2.742E+05   3.163E+00   4.700E-07   1.609E-07   2.295E-09   4.292E-08   2.488E-12   2.500E-01   1.368E-07   1.908E-08   2.290E-13   1.616E-08
-2.742E+05   3.175E+00   4.704E-07   1.601E-07   2.303E-09   4.259E-08   2.476E-12   2.500E-01   1.367E-07   1.916E-08   2.111E-13   1.616E-08
-2.742E+05   3.188E+00   4.709E-07   1.593E-07   2.312E-09   4.226E-08   2.464E-12   2.500E-01   1.367E-07   1.924E-08   1.945E-13   1.616E-08
-2.742E+05   3.200E+00   4.713E-07   1.585E-07   2.321E-09   4.193E-08   2.452E-12   2.500E-01   1.367E-07   1.932E-08   1.792E-13   1.616E-08
-2.742E+05   3.212E+00   4.717E-07   1.577E-07   2.329E-09   4.161E-08   2.440E-12   2.500E-01   1.366E-07   1.940E-08   1.651E-13   1.616E-08
-2.742E+05   3.224E+00   4.721E-07   1.569E-07   2.338E-09   4.129E-08   2.428E-12   2.500E-01   1.366E-07   1.949E-08   1.522E-13   1.616E-08
-2.742E+05   3.236E+00   4.725E-07   1.562E-07   2.346E-09   4.098E-08   2.416E-12   2.500E-01   1.366E-07   1.957E-08   1.402E-13   1.616E-08
-2.742E+05   3.248E+00   4.729E-07   1.554E-07   2.355E-09   4.067E-08   2.404E-12   2.500E-01   1.365E-07   1.964E-08   1.291E-13   1.616E-08
-2.742E+05   3.261E+00   4.733E-07   1.547E-07   2.363E-09   4.036E-08   2.392E-12   2.500E-01   1.365E-07   1.972E-08   1.189E-13   1.616E-08
-2.742E+05   3.273E+00   4.737E-07   1.539E-07   2.371E-09   4.005E-08   2.381E-12   2.500E-01   1.365E-07   1.980E-08   1.096E-13   1.616E-08
-2.742E+05   3.285E+00   4.740E-07   1.531E-07   2.379E-09   3.975E-08   2.369E-12   2.500E-01   1.364E-07   1.988E-08   1.009E-13   1.616E-08
-2.742E+05   3.297E+00   4.744E-07   1.524E-07   2.387E-09   3.946E-08   2.358E-12   2.500E-01   1.364E-07   1.995E-08   9.293E-14   1.616E-08
-2.742E+05   3.309E+00   4.747E-07   1.516E-07   2.395E-09   3.916E-08   2.347E-12   2.500E-01   1.364E-07   2.003E-08   8.558E-14   1.616E-08
-2.742E+05   3.321E+00   4.750E-07   1.509E-07   2.402E-09   3.887E-08   2.336E-12   2.500E-01   1.363E-07   2.010E-08   7.881E-14   1.616E-08
-2.742E+05   3.334E+00   4.754E-07   1.501E-07   2.410E-09   3.859E-08   2.324E-12   2.500E-01   1.363E-07   2.018E-08   7.257E-14   1.616E-08
-2.623E+05   3.346E+00   4.757E-07   1.494E-07   2.418E-09   3.830E-08   2.313E-12   2.500E-01   1.363E-07   2.025E-08   6.682E-14   1.616E-08
-2.623E+05   3.358E+00   4.761E-07   1.486E-07   2.425E-09   3.802E-08   2.302E-12   2.500E-01   1.362E-07   2.032E-08   6.152E-14   1.616E-08
-2.623E+05   3.370E+00   4.764E-07   1.479E-07   2.433E-09   3.775E-08   2.291E-12   2.500E-01   1.362E-07   2.040E-08   5.664E-14   1.616E-08
-2.623E+05   3.382E+00   4.768E-07   1.472E-07   2.440E-09   3.747E-08   2.280E-12   2.500E-01   1.361E-07   2.047E-08   5.214E-14   1.616E-08
-2.623E+05   3.394E+00   4.771E-07   1.465E-07   2.448E-09   3.721E-08   2.270E-12   2.500E-01   1.360E-07   2.054E-08   4.800E-14   1.616E-08
-2.623E+05   3.407E+00   4.773E-07   1.457E-07   2.455E-09   3.694E-08   2.259E-12   2.500E-01   1.360E-07   2.061E-08   4.418E-14   1.616E-08
-2.623E+05   3.419E+00   4.776E-07   1.450E-07   2.462E-09   3.668E-08   2.249E-12   2.500E-01   1.359E-07   2.068E-08   4.067E-14   1.616E-08
-2.623E+05   3.431E+00   4.779E-07   1.443E-07   2.468E-09   3.642E-08   2.239E-12   2.500E-01   1.358E-07   2.074E-08   3.743E-14   1.616E-08
-2.623E+05   3.443E+00   4.782E-07   1.436E-07   2.475E-09   3.616E-08   2.228E-12   2.500E-01   1.358E-07   2.081E-08   3.445E-14   1.616E-08
-2.623E+05   3.455E+00   4.784E-07   1.428E-07   2.481E-09   3.591E-08   2.218E-12   2.500E-01   1.357E-07   2.088E-08   3.170E-14   1.616E-08
-2.623E+05   3.467E+00   4.787E-07   1.421E-07   2.488E-09   3.566E-08   2.208E-12   2.500E-01   1.356E-07   2.095E-08   2.917E-14   1.616E-08
-2.623E+05   3.480E+00   4.790E-07   1.415E-07   2.494E-09   3.541E-08   2.198E-12   2.500E-01   1.355E-07   2.101E-08   2.685E-14   1.616E-08
-2.623E+05   3.492E+00   4.793E-07   1.408E-07   2.501E-09   3.517E-08   2.187E-12   2.500E-01   1.355E-07   2.108E-08   2.470E-14   1.616E-08
-2.623E+05   3.504E+00   4.796E-07   1.401E-07   2.507E-09   3.492E-08   2.177E-12   2.500E-01   1.354E-07   2.114E-08   2.273E-14   1.616E-08
-2.623E+05   3.516E+00   4.798E-07   1.394E-07   2.514E-09   3.468E-08   2.167E-12   2.500E-01   1.353E-07   2.120E-08   2.091E-14   1.616E-08
-2.623E+05   3.528E+00   4.801E-07   1.387E-07   2.520E-09   3.445E-08   2.157E-12   2.500E-01   1.353E-07   2.127E-08   1.924E-14   1.616E-08
-2.623E+05   3.540E+00   4.804E-07   1.380E-07   2.526E-09   3.422E-08   2.147E-12   2.500E-01   1.352E-07   2.133E-08   1.770E-14   1.616E-08
-2.623E+05   3.553E+00   4.807E-07   1.373E-07   2.532E-09   3.399E-08   2.137E-12   2.500E-01   1.351E-07   2.139E-08   1.629E-14   1.616E-08
-2.623E+05   3.565E+00   4.809E-07   1.366E-07   2.538E-09   3.376E-08   2.128E-12   2.500E-01   1.351E-07   2.145E-08   1.498E-14   1.616E-08
-2.623E+05   3.577E+00   4.812E-07   1.359E-07   2.543E-09   3.354E-08   2.118E-12   2.500E-01   1.350E-07   2.151E-08   1.378E-14   1.616E-08
-2.623E+05   3.589E+00   4.815E-07   1.352E-07   2.549E-09   3.332E-08   2.108E-12   2.500E-01   1.349E-07   2.157E-08   1.268E-14   1.616E-08
-2.623E+05   3.601E+00   4.818E-07   1.346E-07   2.555E-09   3.310E-08   2.098E-12   2.500E-01   1.349E-07   2.163E-08   1.166E-14   1.616E-08
-2.623E+05   3.613E+00   4.820E-07   1.339E-07   2.560E-09   3.288E-08   2.089E-12   2.500E-01   1.348E-07   2.169E-08   1.072E-14   1.616E-08
-2.623E+05   3.626E+00   4.823E-07   1.333E-07   2.566E-09   3.267E-08   2.079E-12   2.500E-01   1.347E-07   2.174E-08   9.863E-15   1.616E-08
-2.623E+05   3.638E+00   4.826E-07   1.326E-07   2.571E-09   3.246E-08   2.069E-12   2.500E-01   1.346E-07   2.180E-08   9.070E-15   1.616E-08
-2.623E+05   3.650E+00   4.829E-07   1.320E-07   2.577E-09   3.225E-08   2.060E-12   2.500E-01   1.345E-07   2.186E-08   8.341E-15   1.616E-08
-2.623E+05   3.662E+00   4.831E-07   1.313E-07   2.582E-09   3.205E-08   2.050E-12   2.500E-01   1.344E-07   2.191E-08   7.670E-15   1.616E-08
-2.623E+05   3.674E+00   4.834E-07   1.307E-07   2.587E-09   3.184E-08   2.041E-12   2.500E-01   1.343E-07   2.197E-08   7.053E-15   1.616E-08
-2.623E+05   3.686E+00   4.837E-07   1.300E-07   2.592E-09   3.164E-08   2.031E-12   2.500E-01   1.342E-07   2.202E-08   6.485E-15   1.616E-08
-2.623E+05   3.699E+00   4.840E-07   1.293E-07   2.597E-09   3.144E-08   2.022E-12   2.500E-01   1.341E-07   2.208E-08   5.963E-15   1.616E-08
-2.623E+05   3.711E+00   4.842E-07   1.287E-07   2.602E-09   3.124E-08   2.013E-12   2.500E-01   1.340E-07   2.213E-08   5.482E-15   1.616E-08
-2.623E+05   3.723E+00   4.843E-07   1.281E-07   2.606E-09   3.105E-08   2.004E-12   2.500E-01   1.339E-07   2.218E-08   5.040E-15   1.616E-08
-2.623E+05   3.735E+00   4.845E-07   1.274E-07   2.611E-09   3.086E-08   1.996E-12   2.500E-01   1.338E-07   2.223E-08   4.633E-15   1.616E-08
