       0   0.000000E+00   0.000000E+00   0.000000E+00
     180   1.004325E-03   1.211870E-01   4.986400E-02
     287   2.000698E-03   1.923310E-01   7.810700E-02
     394   3.001718E-03   2.653660E-01   1.068900E-01
     501   4.006087E-03   3.477270E-01   1.380220E-01
     608   5.007372E-03   4.487730E-01   1.718350E-01
     715   6.006261E-03   5.221170E-01   2.008920E-01
     822   7.002890E-03   5.975600E-01   2.311910E-01
     930   8.007133E-03   6.715570E-01   2.607810E-01
    1037   9.001326E-03   7.444620E-01   2.901260E-01
    1145   1.000817E-02   8.175510E-01   3.191630E-01
    1252   1.100214E-02   8.886850E-01   3.479210E-01
    1360   1.200192E-02   9.618480E-01   3.775540E-01
    1468   1.300178E-02   1.037017E+00   4.067750E-01
    1576   1.400052E-02   1.115006E+00   4.373320E-01
    1684   1.500369E-02   1.223630E+00   4.738040E-01
    1791   1.600086E-02   1.328599E+00   5.086410E-01
    1899   1.700656E-02   1.432628E+00   5.441250E-01
    2006   1.800229E-02   1.521069E+00   5.757530E-01
    2114   1.900658E-02   1.609781E+00   6.079850E-01
    2221   2.000084E-02   1.712109E+00   6.425390E-01
    2329   2.100361E-02   1.817311E+00   6.782680E-01
    2437   2.200556E-02   1.913953E+00   7.124670E-01
    2545   2.300661E-02   2.012201E+00   7.474640E-01
    2653   2.400675E-02   2.102514E+00   7.796920E-01
    2761   2.500587E-02   2.207022E+00   8.153370E-01
    2869   2.600394E-02   2.298521E+00   8.475850E-01
    2977   2.700094E-02   2.372465E+00   8.769350E-01
    3086   2.800596E-02   2.449642E+00   9.078010E-01
    3194   2.900046E-02   2.525168E+00   9.380160E-01
    3303   3.000285E-02   2.620476E+00   9.720910E-01
    3412   3.100378E-02   2.730455E+00   1.009120E+00
    3521   3.200325E-02   2.822709E+00   1.041951E+00
    3630   3.300115E-02   2.921339E+00   1.076075E+00
    3740   3.400651E-02   3.009503E+00   1.108219E+00
    3849   3.500101E-02   3.091505E+00   1.139314E+00
    3959   3.600284E-02   3.169197E+00   1.169860E+00
    4069   3.700278E-02   3.243716E+00   1.199609E+00
    4179   3.800077E-02   3.319997E+00   1.229996E+00
    4290   3.900576E-02   3.396864E+00   1.260841E+00
    4401   4.000883E-02   3.474152E+00   1.291637E+00
    4511   4.100073E-02   3.548903E+00   1.321578E+00
    4623   4.200848E-02   3.649995E+00   1.356402E+00
    4734   4.300485E-02   3.728729E+00   1.387959E+00
    4846   4.400782E-02   3.808381E+00   1.419759E+00
    4958   4.500800E-02   3.891360E+00   1.452023E+00
    5070   4.600564E-02   3.970778E+00   1.484078E+00
    5182   4.700001E-02   4.051491E+00   1.516186E+00
    5295   4.800053E-02   4.130145E+00   1.547860E+00
    5409   4.900653E-02   4.209926E+00   1.579774E+00
    5522   5.000058E-02   4.288342E+00   1.611182E+00
    5637   5.100861E-02   4.369623E+00   1.643387E+00
    5751   5.200460E-02   4.450490E+00   1.675933E+00
    5866   5.300580E-02   4.528983E+00   1.707166E+00
    5981   5.400340E-02   4.606936E+00   1.737950E+00
    6097   5.500600E-02   4.686463E+00   1.769894E+00
    6213   5.600450E-02   4.768408E+00   1.802978E+00
    6329   5.700081E-02   4.849285E+00   1.835602E+00
    6446   5.800761E-02   4.930284E+00   1.867839E+00
    6562   5.900430E-02   5.012957E+00   1.900344E+00
    6681   6.000806E-02   5.109659E+00   1.935889E+00
    6801   6.100641E-02   5.192851E+00   1.969569E+00
    6920   6.200336E-02   5.275578E+00   2.002743E+00
    7040   6.300811E-02   5.359728E+00   2.036545E+00
    7160   6.400720E-02   5.442176E+00   2.069897E+00
    7280   6.500532E-02   5.526822E+00   2.103638E+00
    7399   6.600252E-02   5.609647E+00   2.137079E+00
    7517   6.700276E-02   5.692055E+00   2.170023E+00
    7636   6.800017E-02   5.792829E+00   2.206017E+00
    7758   6.900107E-02   5.873808E+00   2.238648E+00
    7882   7.000071E-02   5.960561E+00   2.273531E+00
    8006   7.100426E-02   6.048186E+00   2.309073E+00
    8129   7.200003E-02   6.135950E+00   2.344063E+00
    8254   7.300650E-02   6.223417E+00   2.378858E+00
    8379   7.400657E-02   6.310406E+00   2.413931E+00
    8504   7.500144E-02   6.417091E+00   2.452583E+00
    8631   7.600635E-02   6.508419E+00   2.489096E+00
    8758   7.700441E-02   6.597787E+00   2.525145E+00
    8886   7.800437E-02   6.687987E+00   2.561372E+00
    9015   7.900493E-02   6.783302E+00   2.598508E+00
    9145   8.000596E-02   6.874070E+00   2.634983E+00
    9275   8.100101E-02   6.968529E+00   2.672644E+00
    9407   8.200246E-02   7.086440E+00   2.713729E+00
    9540   8.300613E-02   7.187755E+00   2.752375E+00
    9674   8.400629E-02   7.284522E+00   2.790097E+00
    9809   8.500661E-02   7.381516E+00   2.827660E+00
    9944   8.600077E-02   7.479962E+00   2.867078E+00
   10082   8.700439E-02   7.592839E+00   2.908735E+00
   10220   8.800166E-02   7.690142E+00   2.946717E+00
   10360   8.900337E-02   7.794886E+00   2.987098E+00
   10501   9.000051E-02   7.891746E+00   3.025825E+00
   10644   9.100423E-02   7.990744E+00   3.065717E+00
   10788   9.200214E-02   8.092506E+00   3.106630E+00
   10934   9.300634E-02   8.195445E+00   3.147783E+00
   11080   9.400006E-02   8.294909E+00   3.187806E+00
   11230   9.500659E-02   8.399020E+00   3.229473E+00
   11381   9.600593E-02   8.500119E+00   3.270308E+00
   11534   9.700239E-02   8.608565E+00   3.312803E+00
   11689   9.800075E-02   8.717271E+00   3.355177E+00
   11846   9.900006E-02   8.854387E+00   3.403740E+00
   12006   1.000026E-01   8.978365E+00   3.450133E+00
   12168   1.010008E-01   9.089433E+00   3.494442E+00
   12333   1.020024E-01   9.207852E+00   3.541937E+00
   12501   1.030015E-01   9.323076E+00   3.588602E+00
   12672   1.040029E-01   9.442140E+00   3.635923E+00
   12847   1.050027E-01   9.597323E+00   3.690165E+00
   13025   1.060012E-01   9.719726E+00   3.739402E+00
   13207   1.070011E-01   9.845325E+00   3.790225E+00
   13394   1.080051E-01   9.976556E+00   3.842537E+00
   13584   1.090029E-01   1.010481E+01   3.894282E+00
   13780   1.100028E-01   1.024316E+01   3.950143E+00
   13983   1.110029E-01   1.040654E+01   4.010341E+00
   14193   1.120014E-01   1.054740E+01   4.067365E+00
   14412   1.130035E-01   1.069852E+01   4.128749E+00
   14640   1.140000E-01   1.085513E+01   4.192466E+00
   14881   1.150008E-01   1.102435E+01   4.260566E+00
   15138   1.160031E-01   1.122354E+01   4.334977E+00
   15414   1.170002E-01   1.142140E+01   4.412351E+00
   15720   1.180017E-01   1.163582E+01   4.494996E+00
   15729   1.180294E-01   1.164301E+01   4.497770E+00
   15746   1.180814E-01   1.165541E+01   4.502367E+00
   15762   1.181300E-01   1.166715E+01   4.506713E+00
   15779   1.181812E-01   1.167957E+01   4.511359E+00
   15796   1.182320E-01   1.169595E+01   4.516853E+00
   15812   1.182796E-01   1.170965E+01   4.521714E+00
   15829   1.183297E-01   1.172416E+01   4.527157E+00
   15846   1.183795E-01   1.173741E+01   4.532030E+00
   15864   1.184317E-01   1.175248E+01   4.537615E+00
   15881   1.184806E-01   1.176856E+01   4.543673E+00
   15899   1.185319E-01   1.178294E+01   4.549047E+00
   15916   1.185800E-01   1.179701E+01   4.554310E+00
   15934   1.186304E-01   1.181182E+01   4.559796E+00
   15952   1.186804E-01   1.182712E+01   4.565465E+00
   15970   1.187300E-01   1.184150E+01   4.570642E+00
   15989   1.187818E-01   1.185639E+01   4.575913E+00
   16007   1.188304E-01   1.187031E+01   4.581020E+00
   16026   1.188812E-01   1.188601E+01   4.586820E+00
   16045   1.189314E-01   1.190246E+01   4.592924E+00
   16064   1.189811E-01   1.191692E+01   4.598216E+00
   16083   1.190303E-01   1.193336E+01   4.604234E+00
   16103   1.190815E-01   1.194968E+01   4.610162E+00
   16122   1.191295E-01   1.196513E+01   4.615834E+00
   16142   1.191795E-01   1.198552E+01   4.622267E+00
   16163   1.192313E-01   1.200219E+01   4.628314E+00
   16183   1.192799E-01   1.201870E+01   4.634166E+00
   16204   1.193303E-01   1.203726E+01   4.641017E+00
   16225   1.193800E-01   1.205526E+01   4.647602E+00
   16247   1.194313E-01   1.207453E+01   4.654565E+00
   16268   1.194795E-01   1.209231E+01   4.660933E+00
   16291   1.195314E-01   1.211022E+01   4.667363E+00
   16313   1.195802E-01   1.212723E+01   4.673457E+00
   16336   1.196304E-01   1.214704E+01   4.680414E+00
   16359   1.196796E-01   1.216799E+01   4.687386E+00
   16383   1.197300E-01   1.219140E+01   4.694560E+00
   16408   1.197812E-01   1.221228E+01   4.702048E+00
   16433   1.198313E-01   1.223405E+01   4.709788E+00
   16458   1.198803E-01   1.225610E+01   4.717623E+00
   16484   1.199299E-01   1.227738E+01   4.725222E+00
   16511   1.199801E-01   1.230147E+01   4.733755E+00
   16539   1.200305E-01   1.232439E+01   4.741776E+00
