 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ni78          ni79          ni80          ni81          ni82          ni83          cu52          cu53 
     27  8.489118412102E-05  1.008634E-30  1.008253E-30  1.011660E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.009733E-30  1.009303E-30  1.013145E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.010891E-30  1.010410E-30  1.014708E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.012111E-30  1.011576E-30  1.016356E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.013895E-30  1.013281E-30  1.018764E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.017245E-30  1.016482E-30  1.023287E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.020267E-30  1.019369E-30  1.027367E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.023026E-30  1.022005E-30  1.031091E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.025585E-30  1.024449E-30  1.034546E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.027996E-30  1.026753E-30  1.037801E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.030302E-30  1.028955E-30  1.040913E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.032537E-30  1.031089E-30  1.043929E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.035838E-30  1.034242E-30  1.048384E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.039013E-30  1.037274E-30  1.052669E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.042084E-30  1.040206E-30  1.056813E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.045070E-30  1.043057E-30  1.060842E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.047991E-30  1.045846E-30  1.064783E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.050865E-30  1.048589E-30  1.068660E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.053707E-30  1.051302E-30  1.072495E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.056533E-30  1.053999E-30  1.076306E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.059354E-30  1.056691E-30  1.080111E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.062182E-30  1.059390E-30  1.083925E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.065027E-30  1.062105E-30  1.087762E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.067899E-30  1.064845E-30  1.091635E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.070807E-30  1.067619E-30  1.095557E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.073760E-30  1.070436E-30  1.099539E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.076768E-30  1.073305E-30  1.103594E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.079840E-30  1.076235E-30  1.107736E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.082988E-30  1.079237E-30  1.111979E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.086224E-30  1.082324E-30  1.116342E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.089567E-30  1.085511E-30  1.120847E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.093036E-30  1.088819E-30  1.125524E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.096666E-30  1.092279E-30  1.130415E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.100506E-30  1.095940E-30  1.135591E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.104657E-30  1.099896E-30  1.141184E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.109436E-30  1.104450E-30  1.147623E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.114582E-30  1.109353E-30  1.154555E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.119840E-30  1.114363E-30  1.161638E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.125166E-30  1.119436E-30  1.168811E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.130543E-30  1.124557E-30  1.176051E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.135963E-30  1.129718E-30  1.183349E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.141422E-30  1.134916E-30  1.190699E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.146920E-30  1.140149E-30  1.198100E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.152454E-30  1.145417E-30  1.205549E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.158026E-30  1.150718E-30  1.213047E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.163633E-30  1.156053E-30  1.220592E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.169276E-30  1.161422E-30  1.228185E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.174955E-30  1.166824E-30  1.235825E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.180670E-30  1.172258E-30  1.243512E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.186420E-30  1.177726E-30  1.251246E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.192206E-30  1.183226E-30  1.259026E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.198028E-30  1.188760E-30  1.266853E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.203884E-30  1.194326E-30  1.274727E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.209777E-30  1.199924E-30  1.282648E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.215704E-30  1.205556E-30  1.290614E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.221667E-30  1.211219E-30  1.298627E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.227665E-30  1.216915E-30  1.306686E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.233697E-30  1.222643E-30  1.314791E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.239765E-30  1.228404E-30  1.322941E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.245868E-30  1.234197E-30  1.331138E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.252006E-30  1.240021E-30  1.339380E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.258178E-30  1.245878E-30  1.347668E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.264385E-30  1.251766E-30  1.356001E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.270627E-30  1.257687E-30  1.364380E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.276904E-30  1.263639E-30  1.372803E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.283215E-30  1.269623E-30  1.381273E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.289561E-30  1.275638E-30  1.389787E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.295941E-30  1.281685E-30  1.398346E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.302356E-30  1.287764E-30  1.406950E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
