 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ar31          ar32          ar33          ar34          ar35          ar36          ar37          ar38 
     27  8.489118412102E-05  1.000000E-30  1.017328E-30  1.001078E-30  1.001321E-30  1.000298E-30  1.000172E-30  1.000048E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.019535E-30  1.001216E-30  1.001489E-30  1.000336E-30  1.000194E-30  1.000054E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.021857E-30  1.001360E-30  1.001667E-30  1.000376E-30  1.000217E-30  1.000061E-30  1.000000E-30
     30  1.190882425669E-04  1.000000E-30  1.024306E-30  1.001513E-30  1.001853E-30  1.000418E-30  1.000241E-30  1.000067E-30  1.000000E-30
     31  1.366291075688E-04  1.000000E-30  1.027884E-30  1.001735E-30  1.002127E-30  1.000480E-30  1.000277E-30  1.000077E-30  1.000000E-30
     32  1.695708820900E-04  1.000000E-30  1.034603E-30  1.002153E-30  1.002640E-30  1.000595E-30  1.000344E-30  1.000096E-30  1.000000E-30
     33  1.992873377730E-04  1.000000E-30  1.040663E-30  1.002531E-30  1.003102E-30  1.000700E-30  1.000404E-30  1.000113E-30  1.000000E-30
     34  2.264248739983E-04  1.000000E-30  1.046196E-30  1.002875E-30  1.003525E-30  1.000796E-30  1.000459E-30  1.000128E-30  1.000000E-30
     35  2.515933231106E-04  1.000000E-30  1.051326E-30  1.003195E-30  1.003917E-30  1.000884E-30  1.000510E-30  1.000142E-30  1.000000E-30
     36  2.753099894686E-04  1.000000E-30  1.056160E-30  1.003496E-30  1.004287E-30  1.000968E-30  1.000558E-30  1.000156E-30  1.000001E-30
     37  2.979926919870E-04  1.000000E-30  1.060782E-30  1.003783E-30  1.004640E-30  1.001048E-30  1.000604E-30  1.000169E-30  1.000001E-30
     38  3.199702121451E-04  1.000000E-30  1.065260E-30  1.004062E-30  1.004983E-30  1.001126E-30  1.000649E-30  1.000181E-30  1.000001E-30
     39  3.524429751724E-04  1.000000E-30  1.071875E-30  1.004474E-30  1.005489E-30  1.001240E-30  1.000715E-30  1.000199E-30  1.000001E-30
     40  3.836809895565E-04  1.000000E-30  1.078237E-30  1.004870E-30  1.005976E-30  1.001351E-30  1.000778E-30  1.000217E-30  1.000001E-30
     41  4.138876583201E-04  1.000000E-30  1.084387E-30  1.005254E-30  1.006447E-30  1.001458E-30  1.000840E-30  1.000234E-30  1.000001E-30
     42  4.432651277490E-04  1.000000E-30  1.090367E-30  1.005626E-30  1.006906E-30  1.001562E-30  1.000899E-30  1.000251E-30  1.000001E-30
     43  4.720041568584E-04  1.000000E-30  1.096217E-30  1.005991E-30  1.007354E-30  1.001664E-30  1.000958E-30  1.000267E-30  1.000001E-30
     44  5.002792532552E-04  1.000000E-30  1.101970E-30  1.006349E-30  1.007795E-30  1.001764E-30  1.001015E-30  1.000283E-30  1.000001E-30
     45  5.282472522620E-04  1.000000E-30  1.107660E-30  1.006704E-30  1.008232E-30  1.001863E-30  1.001072E-30  1.000299E-30  1.000001E-30
     46  5.560479783168E-04  1.000000E-30  1.113315E-30  1.007056E-30  1.008666E-30  1.001962E-30  1.001128E-30  1.000315E-30  1.000001E-30
     47  5.838060709037E-04  1.000000E-30  1.118960E-30  1.007408E-30  1.009099E-30  1.002060E-30  1.001185E-30  1.000330E-30  1.000001E-30
     48  6.116334118686E-04  1.000000E-30  1.124618E-30  1.007761E-30  1.009534E-30  1.002159E-30  1.001241E-30  1.000346E-30  1.000001E-30
     49  6.396318340541E-04  1.000000E-30  1.130310E-30  1.008115E-30  1.009971E-30  1.002259E-30  1.001298E-30  1.000362E-30  1.000001E-30
     50  6.678959636874E-04  1.000000E-30  1.136054E-30  1.008473E-30  1.010412E-30  1.002360E-30  1.001356E-30  1.000378E-30  1.000001E-30
     51  6.965161747902E-04  1.000000E-30  1.141870E-30  1.008836E-30  1.010859E-30  1.002462E-30  1.001414E-30  1.000394E-30  1.000001E-30
     52  7.255817382538E-04  1.000000E-30  1.147775E-30  1.009204E-30  1.011314E-30  1.002565E-30  1.001473E-30  1.000411E-30  1.000001E-30
     53  7.551843574001E-04  1.000000E-30  1.153788E-30  1.009579E-30  1.011776E-30  1.002671E-30  1.001533E-30  1.000427E-30  1.000001E-30
     54  7.854224313090E-04  1.000000E-30  1.159929E-30  1.009962E-30  1.012249E-30  1.002779E-30  1.001595E-30  1.000445E-30  1.000001E-30
     55  8.164066374138E-04  1.000000E-30  1.166219E-30  1.010354E-30  1.012733E-30  1.002890E-30  1.001658E-30  1.000462E-30  1.000001E-30
     56  8.482679080764E-04  1.000000E-30  1.172687E-30  1.010758E-30  1.013232E-30  1.003004E-30  1.001723E-30  1.000480E-30  1.000002E-30
     57  8.811699017317E-04  1.000000E-30  1.179364E-30  1.011174E-30  1.013746E-30  1.003122E-30  1.001790E-30  1.000499E-30  1.000002E-30
     58  9.153304977871E-04  1.000000E-30  1.186295E-30  1.011607E-30  1.014281E-30  1.003244E-30  1.001859E-30  1.000518E-30  1.000002E-30
     59  9.510634923056E-04  1.000000E-30  1.193543E-30  1.012059E-30  1.014840E-30  1.003372E-30  1.001932E-30  1.000539E-30  1.000002E-30
     60  9.888739022907E-04  1.000000E-30  1.201211E-30  1.012538E-30  1.015431E-30  1.003508E-30  1.002009E-30  1.000560E-30  1.000002E-30
     61  1.029744313280E-03  1.000000E-30  1.209497E-30  1.013055E-30  1.016071E-30  1.003655E-30  1.002092E-30  1.000583E-30  1.000002E-30
     62  1.076805333108E-03  1.000000E-30  1.219035E-30  1.013650E-30  1.016808E-30  1.003824E-30  1.002188E-30  1.000610E-30  1.000002E-30
     63  1.127478238084E-03  1.000000E-30  1.229301E-30  1.014291E-30  1.017602E-30  1.004006E-30  1.002291E-30  1.000639E-30  1.000002E-30
     64  1.179263354774E-03  1.000000E-30  1.239789E-30  1.014946E-30  1.018413E-30  1.004193E-30  1.002397E-30  1.000668E-30  1.000002E-30
     65  1.231720185468E-03  1.000000E-30  1.250409E-30  1.015609E-30  1.019235E-30  1.004382E-30  1.002504E-30  1.000698E-30  1.000002E-30
     66  1.284679788904E-03  1.000000E-30  1.261127E-30  1.016278E-30  1.020065E-30  1.004574E-30  1.002612E-30  1.000728E-30  1.000002E-30
     67  1.338068714676E-03  1.000000E-30  1.271928E-30  1.016953E-30  1.020902E-30  1.004767E-30  1.002721E-30  1.000758E-30  1.000002E-30
     68  1.391852718980E-03  1.000000E-30  1.282804E-30  1.017633E-30  1.021746E-30  1.004962E-30  1.002831E-30  1.000789E-30  1.000003E-30
     69  1.446014888479E-03  1.000000E-30  1.293753E-30  1.018317E-30  1.022596E-30  1.005159E-30  1.002941E-30  1.000819E-30  1.000003E-30
     70  1.500546342624E-03  1.000000E-30  1.304772E-30  1.019005E-30  1.023452E-30  1.005357E-30  1.003053E-30  1.000850E-30  1.000003E-30
     71  1.555442065896E-03  1.000000E-30  1.315861E-30  1.019698E-30  1.024314E-30  1.005556E-30  1.003165E-30  1.000882E-30  1.000003E-30
     72  1.610698967280E-03  1.000000E-30  1.327018E-30  1.020396E-30  1.025182E-30  1.005758E-30  1.003278E-30  1.000913E-30  1.000003E-30
     73  1.666314948699E-03  1.000000E-30  1.338243E-30  1.021098E-30  1.026056E-30  1.005961E-30  1.003391E-30  1.000945E-30  1.000003E-30
     74  1.722288445659E-03  1.000000E-30  1.349536E-30  1.021804E-30  1.026935E-30  1.006165E-30  1.003506E-30  1.000976E-30  1.000003E-30
     75  1.778618195039E-03  1.000000E-30  1.360896E-30  1.022515E-30  1.027821E-30  1.006371E-30  1.003621E-30  1.001009E-30  1.000003E-30
     76  1.835303663832E-03  1.000000E-30  1.372324E-30  1.023230E-30  1.028713E-30  1.006579E-30  1.003737E-30  1.001041E-30  1.000003E-30
     77  1.892344396716E-03  1.000000E-30  1.383818E-30  1.023949E-30  1.029610E-30  1.006788E-30  1.003854E-30  1.001073E-30  1.000003E-30
     78  1.949739812628E-03  1.000000E-30  1.395380E-30  1.024672E-30  1.030513E-30  1.006999E-30  1.003971E-30  1.001106E-30  1.000004E-30
     79  2.007489276907E-03  1.000000E-30  1.407007E-30  1.025400E-30  1.031423E-30  1.007211E-30  1.004089E-30  1.001139E-30  1.000004E-30
     80  2.065592139419E-03  1.000000E-30  1.418702E-30  1.026132E-30  1.032338E-30  1.007425E-30  1.004208E-30  1.001172E-30  1.000004E-30
     81  2.124047755162E-03  1.000000E-30  1.430462E-30  1.026869E-30  1.033259E-30  1.007641E-30  1.004328E-30  1.001205E-30  1.000004E-30
     82  2.182855495215E-03  1.000000E-30  1.442288E-30  1.027609E-30  1.034185E-30  1.007858E-30  1.004449E-30  1.001239E-30  1.000004E-30
     83  2.242014752368E-03  1.000000E-30  1.454180E-30  1.028354E-30  1.035118E-30  1.008077E-30  1.004570E-30  1.001272E-30  1.000004E-30
     84  2.301524943777E-03  1.000000E-30  1.466138E-30  1.029104E-30  1.036056E-30  1.008297E-30  1.004692E-30  1.001306E-30  1.000004E-30
     85  2.361385511936E-03  1.000000E-30  1.478161E-30  1.029857E-30  1.037001E-30  1.008519E-30  1.004815E-30  1.001340E-30  1.000004E-30
     86  2.421595924701E-03  1.000000E-30  1.490249E-30  1.030615E-30  1.037951E-30  1.008743E-30  1.004939E-30  1.001375E-30  1.000004E-30
     87  2.482155674804E-03  1.000000E-30  1.502402E-30  1.031376E-30  1.038907E-30  1.008968E-30  1.005063E-30  1.001409E-30  1.000005E-30
     88  2.543064279071E-03  1.000000E-30  1.514619E-30  1.032142E-30  1.039869E-30  1.009195E-30  1.005188E-30  1.001444E-30  1.000005E-30
     89  2.604321277494E-03  1.000000E-30  1.526902E-30  1.032913E-30  1.040837E-30  1.009423E-30  1.005314E-30  1.001479E-30  1.000005E-30
     90  2.665926232237E-03  1.000000E-30  1.539248E-30  1.033687E-30  1.041810E-30  1.009654E-30  1.005441E-30  1.001514E-30  1.000005E-30
     91  2.727878734382E-03  1.000000E-30  1.551659E-30  1.034466E-30  1.042790E-30  1.009885E-30  1.005568E-30  1.001549E-30  1.000005E-30
     92  2.790178404165E-03  1.000000E-30  1.564134E-30  1.035248E-30  1.043775E-30  1.010119E-30  1.005696E-30  1.001585E-30  1.000005E-30
     93  2.852824875480E-03  1.000000E-30  1.576673E-30  1.036035E-30  1.044766E-30  1.010354E-30  1.005825E-30  1.001620E-30  1.000005E-30
     94  2.915817796872E-03  1.000000E-30  1.589276E-30  1.036826E-30  1.045763E-30  1.010590E-30  1.005955E-30  1.001656E-30  1.000005E-30
     95  2.979156831833E-03  1.000000E-30  1.601942E-30  1.037621E-30  1.046766E-30  1.010829E-30  1.006085E-30  1.001693E-30  1.000005E-30
