 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                hf200         hf201         hf202         hf203         hf204         hf205         hf206         hf207
     27  8.489118412102E-05  1.001120E-30  1.001045E-30  1.001639E-30  1.000384E-30  1.001319E-30  1.000933E-30  1.001866E-30  1.000553E-30
     28  9.570255892797E-05  1.001262E-30  1.001178E-30  1.001848E-30  1.000433E-30  1.001486E-30  1.001052E-30  1.002104E-30  1.000624E-30
     29  1.070853065563E-04  1.001413E-30  1.001318E-30  1.002067E-30  1.000484E-30  1.001663E-30  1.001177E-30  1.002354E-30  1.000698E-30
     30  1.190882425669E-04  1.001571E-30  1.001466E-30  1.002299E-30  1.000538E-30  1.001850E-30  1.001309E-30  1.002617E-30  1.000776E-30
     31  1.366291075688E-04  1.001802E-30  1.001682E-30  1.002638E-30  1.000617E-30  1.002122E-30  1.001501E-30  1.003002E-30  1.000890E-30
     32  1.695708820900E-04  1.002237E-30  1.002087E-30  1.003274E-30  1.000766E-30  1.002633E-30  1.001863E-30  1.003725E-30  1.001104E-30
     33  1.992873377730E-04  1.002629E-30  1.002453E-30  1.003847E-30  1.000900E-30  1.003094E-30  1.002189E-30  1.004377E-30  1.001297E-30
     34  2.264248739983E-04  1.002987E-30  1.002787E-30  1.004371E-30  1.001022E-30  1.003515E-30  1.002486E-30  1.004973E-30  1.001473E-30
     35  2.515933231106E-04  1.003319E-30  1.003096E-30  1.004857E-30  1.001136E-30  1.003905E-30  1.002762E-30  1.005524E-30  1.001637E-30
     36  2.753099894686E-04  1.003631E-30  1.003388E-30  1.005315E-30  1.001243E-30  1.004273E-30  1.003022E-30  1.006044E-30  1.001790E-30
     37  2.979926919870E-04  1.003931E-30  1.003667E-30  1.005752E-30  1.001345E-30  1.004625E-30  1.003270E-30  1.006541E-30  1.001937E-30
     38  3.199702121451E-04  1.004221E-30  1.003938E-30  1.006177E-30  1.001444E-30  1.004965E-30  1.003510E-30  1.007022E-30  1.002080E-30
     39  3.524429751724E-04  1.004649E-30  1.004337E-30  1.006803E-30  1.001590E-30  1.005469E-30  1.003865E-30  1.007733E-30  1.002290E-30
     40  3.836809895565E-04  1.005061E-30  1.004722E-30  1.007406E-30  1.001730E-30  1.005953E-30  1.004207E-30  1.008416E-30  1.002492E-30
     41  4.138876583201E-04  1.005459E-30  1.005093E-30  1.007989E-30  1.001866E-30  1.006421E-30  1.004536E-30  1.009077E-30  1.002687E-30
     42  4.432651277490E-04  1.005847E-30  1.005455E-30  1.008556E-30  1.001998E-30  1.006875E-30  1.004857E-30  1.009719E-30  1.002877E-30
     43  4.720041568584E-04  1.006226E-30  1.005808E-30  1.009110E-30  1.002127E-30  1.007320E-30  1.005171E-30  1.010347E-30  1.003063E-30
     44  5.002792532552E-04  1.006599E-30  1.006156E-30  1.009656E-30  1.002254E-30  1.007758E-30  1.005479E-30  1.010965E-30  1.003245E-30
     45  5.282472522620E-04  1.006967E-30  1.006500E-30  1.010196E-30  1.002380E-30  1.008191E-30  1.005784E-30  1.011576E-30  1.003426E-30
     46  5.560479783168E-04  1.007334E-30  1.006842E-30  1.010732E-30  1.002505E-30  1.008621E-30  1.006086E-30  1.012182E-30  1.003605E-30
     47  5.838060709037E-04  1.007700E-30  1.007184E-30  1.011267E-30  1.002629E-30  1.009050E-30  1.006389E-30  1.012788E-30  1.003784E-30
     48  6.116334118686E-04  1.008067E-30  1.007526E-30  1.011804E-30  1.002754E-30  1.009481E-30  1.006691E-30  1.013395E-30  1.003963E-30
     49  6.396318340541E-04  1.008436E-30  1.007870E-30  1.012344E-30  1.002879E-30  1.009914E-30  1.006996E-30  1.014005E-30  1.004143E-30
     50  6.678959636874E-04  1.008809E-30  1.008218E-30  1.012890E-30  1.003006E-30  1.010351E-30  1.007303E-30  1.014621E-30  1.004324E-30
     51  6.965161747902E-04  1.009186E-30  1.008570E-30  1.013442E-30  1.003134E-30  1.010793E-30  1.007614E-30  1.015244E-30  1.004508E-30
     52  7.255817382538E-04  1.009570E-30  1.008927E-30  1.014002E-30  1.003264E-30  1.011242E-30  1.007929E-30  1.015877E-30  1.004695E-30
     53  7.551843574001E-04  1.009960E-30  1.009291E-30  1.014573E-30  1.003397E-30  1.011699E-30  1.008250E-30  1.016521E-30  1.004885E-30
     54  7.854224313090E-04  1.010359E-30  1.009663E-30  1.015156E-30  1.003532E-30  1.012166E-30  1.008578E-30  1.017179E-30  1.005079E-30
     55  8.164066374138E-04  1.010767E-30  1.010044E-30  1.015754E-30  1.003670E-30  1.012645E-30  1.008914E-30  1.017853E-30  1.005277E-30
     56  8.482679080764E-04  1.011187E-30  1.010436E-30  1.016368E-30  1.003813E-30  1.013137E-30  1.009259E-30  1.018545E-30  1.005481E-30
     57  8.811699017317E-04  1.011621E-30  1.010841E-30  1.017003E-30  1.003960E-30  1.013644E-30  1.009615E-30  1.019260E-30  1.005692E-30
     58  9.153304977871E-04  1.012072E-30  1.011261E-30  1.017662E-30  1.004112E-30  1.014171E-30  1.009985E-30  1.020002E-30  1.005910E-30
     59  9.510634923056E-04  1.012543E-30  1.011700E-30  1.018351E-30  1.004271E-30  1.014723E-30  1.010371E-30  1.020777E-30  1.006138E-30
     60  9.888739022907E-04  1.013041E-30  1.012165E-30  1.019080E-30  1.004440E-30  1.015306E-30  1.010780E-30  1.021597E-30  1.006380E-30
     61  1.029744313280E-03  1.013580E-30  1.012667E-30  1.019867E-30  1.004622E-30  1.015936E-30  1.011221E-30  1.022483E-30  1.006640E-30
     62  1.076805333108E-03  1.014201E-30  1.013246E-30  1.020775E-30  1.004832E-30  1.016661E-30  1.011728E-30  1.023503E-30  1.006940E-30
     63  1.127478238084E-03  1.014869E-30  1.013869E-30  1.021752E-30  1.005057E-30  1.017442E-30  1.012275E-30  1.024600E-30  1.007263E-30
     64  1.179263354774E-03  1.015551E-30  1.014505E-30  1.022750E-30  1.005287E-30  1.018239E-30  1.012832E-30  1.025720E-30  1.007592E-30
     65  1.231720185468E-03  1.016243E-30  1.015150E-30  1.023761E-30  1.005520E-30  1.019046E-30  1.013396E-30  1.026854E-30  1.007925E-30
     66  1.284679788904E-03  1.016941E-30  1.015801E-30  1.024782E-30  1.005755E-30  1.019861E-30  1.013965E-30  1.027998E-30  1.008261E-30
     67  1.338068714676E-03  1.017645E-30  1.016457E-30  1.025810E-30  1.005992E-30  1.020682E-30  1.014538E-30  1.029150E-30  1.008599E-30
     68  1.391852718980E-03  1.018354E-30  1.017118E-30  1.026847E-30  1.006231E-30  1.021509E-30  1.015115E-30  1.030310E-30  1.008939E-30
     69  1.446014888479E-03  1.019068E-30  1.017783E-30  1.027890E-30  1.006471E-30  1.022341E-30  1.015695E-30  1.031477E-30  1.009282E-30
     70  1.500546342624E-03  1.019787E-30  1.018453E-30  1.028941E-30  1.006712E-30  1.023179E-30  1.016279E-30  1.032651E-30  1.009626E-30
     71  1.555442065896E-03  1.020510E-30  1.019128E-30  1.029999E-30  1.006955E-30  1.024022E-30  1.016865E-30  1.033832E-30  1.009972E-30
     72  1.610698967280E-03  1.021239E-30  1.019807E-30  1.031063E-30  1.007199E-30  1.024870E-30  1.017455E-30  1.035020E-30  1.010320E-30
     73  1.666314948699E-03  1.021972E-30  1.020490E-30  1.032134E-30  1.007444E-30  1.025723E-30  1.018049E-30  1.036215E-30  1.010670E-30
     74  1.722288445659E-03  1.022709E-30  1.021177E-30  1.033212E-30  1.007691E-30  1.026581E-30  1.018645E-30  1.037416E-30  1.011021E-30
     75  1.778618195039E-03  1.023452E-30  1.021869E-30  1.034297E-30  1.007939E-30  1.027444E-30  1.019245E-30  1.038624E-30  1.011374E-30
     76  1.835303663832E-03  1.024199E-30  1.022565E-30  1.035389E-30  1.008189E-30  1.028313E-30  1.019847E-30  1.039839E-30  1.011730E-30
     77  1.892344396716E-03  1.024950E-30  1.023266E-30  1.036487E-30  1.008440E-30  1.029186E-30  1.020453E-30  1.041060E-30  1.012086E-30
     78  1.949739812628E-03  1.025707E-30  1.023971E-30  1.037592E-30  1.008692E-30  1.030065E-30  1.021062E-30  1.042288E-30  1.012445E-30
     79  2.007489276907E-03  1.026468E-30  1.024680E-30  1.038704E-30  1.008946E-30  1.030948E-30  1.021674E-30  1.043522E-30  1.012806E-30
     80  2.065592139419E-03  1.027233E-30  1.025393E-30  1.039823E-30  1.009201E-30  1.031837E-30  1.022289E-30  1.044763E-30  1.013168E-30
     81  2.124047755162E-03  1.028004E-30  1.026111E-30  1.040948E-30  1.009457E-30  1.032730E-30  1.022907E-30  1.046011E-30  1.013531E-30
     82  2.182855495215E-03  1.028779E-30  1.026833E-30  1.042080E-30  1.009714E-30  1.033629E-30  1.023529E-30  1.047264E-30  1.013897E-30
     83  2.242014752368E-03  1.029558E-30  1.027559E-30  1.043218E-30  1.009973E-30  1.034532E-30  1.024153E-30  1.048525E-30  1.014264E-30
     84  2.301524943777E-03  1.030342E-30  1.028289E-30  1.044363E-30  1.010234E-30  1.035440E-30  1.024780E-30  1.049791E-30  1.014633E-30
     85  2.361385511936E-03  1.031131E-30  1.029024E-30  1.045515E-30  1.010495E-30  1.036354E-30  1.025410E-30  1.051064E-30  1.015004E-30
     86  2.421595924701E-03  1.031924E-30  1.029763E-30  1.046674E-30  1.010758E-30  1.037272E-30  1.026043E-30  1.052344E-30  1.015376E-30
     87  2.482155674804E-03  1.032722E-30  1.030506E-30  1.047839E-30  1.011022E-30  1.038195E-30  1.026679E-30  1.053629E-30  1.015750E-30
     88  2.543064279071E-03  1.033524E-30  1.031254E-30  1.049011E-30  1.011287E-30  1.039123E-30  1.027318E-30  1.054921E-30  1.016126E-30
     89  2.604321277494E-03  1.034331E-30  1.032005E-30  1.050189E-30  1.011554E-30  1.040056E-30  1.027960E-30  1.056219E-30  1.016503E-30
     90  2.665926232237E-03  1.035143E-30  1.032761E-30  1.051374E-30  1.011822E-30  1.040993E-30  1.028605E-30  1.057524E-30  1.016882E-30
     91  2.727878734382E-03  1.035959E-30  1.033521E-30  1.052565E-30  1.012091E-30  1.041936E-30  1.029253E-30  1.058834E-30  1.017262E-30
     92  2.790178404165E-03  1.036780E-30  1.034285E-30  1.053763E-30  1.012361E-30  1.042883E-30  1.029903E-30  1.060151E-30  1.017644E-30
     93  2.852824875480E-03  1.037605E-30  1.035054E-30  1.054968E-30  1.012633E-30  1.043835E-30  1.030557E-30  1.061473E-30  1.018028E-30
     94  2.915817796872E-03  1.038434E-30  1.035826E-30  1.056179E-30  1.012906E-30  1.044792E-30  1.031213E-30  1.062802E-30  1.018413E-30
     95  2.979156831833E-03  1.039269E-30  1.036603E-30  1.057397E-30  1.013180E-30  1.045754E-30  1.031872E-30  1.064137E-30  1.018800E-30
