 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ni70          ni71          ni72          ni73          ni74          ni75          ni76          ni77 
     27  8.489118412102E-05  1.000383E-30  1.000722E-30  1.000912E-30  1.002232E-30  1.003053E-30  3.932619E-28  1.003726E-30  1.004258E-30
     28  9.570255892797E-05  1.000431E-30  1.000814E-30  1.001028E-30  1.002517E-30  1.003442E-30  4.432162E-28  1.004201E-30  1.004800E-30
     29  1.070853065563E-04  1.000483E-30  1.000911E-30  1.001150E-30  1.002816E-30  1.003852E-30  4.958098E-28  1.004700E-30  1.005371E-30
     30  1.190882425669E-04  1.000537E-30  1.001013E-30  1.001279E-30  1.003132E-30  1.004283E-30  5.512567E-28  1.005227E-30  1.005973E-30
     31  1.366291075688E-04  1.000616E-30  1.001162E-30  1.001467E-30  1.003593E-30  1.004914E-30  6.322441E-28  1.005997E-30  1.006853E-30
     32  1.695708820900E-04  1.000764E-30  1.001442E-30  1.001821E-30  1.004459E-30  1.006099E-30  7.843738E-28  1.007442E-30  1.008505E-30
     33  1.992873377730E-04  1.000898E-30  1.001695E-30  1.002140E-30  1.005241E-30  1.007167E-30  9.216245E-28  1.008746E-30  1.009995E-30
     34  2.264248739983E-04  1.001020E-30  1.001925E-30  1.002431E-30  1.005954E-30  1.008143E-30  1.046973E-27  1.009937E-30  1.011356E-30
     35  2.515933231106E-04  1.001134E-30  1.002139E-30  1.002702E-30  1.006616E-30  1.009048E-30  1.163230E-27  1.011041E-30  1.012618E-30
     36  2.753099894686E-04  1.001241E-30  1.002341E-30  1.002956E-30  1.007240E-30  1.009901E-30  1.272782E-27  1.012081E-30  1.013807E-30
     37  2.979926919870E-04  1.001343E-30  1.002534E-30  1.003200E-30  1.007836E-30  1.010717E-30  1.377558E-27  1.013076E-30  1.014944E-30
     38  3.199702121451E-04  1.001442E-30  1.002721E-30  1.003436E-30  1.008414E-30  1.011507E-30  1.478999E-27  1.014040E-30  1.016046E-30
     39  3.524429751724E-04  1.001589E-30  1.002997E-30  1.003784E-30  1.009268E-30  1.012675E-30  1.628934E-27  1.015464E-30  1.017674E-30
     40  3.836809895565E-04  1.001730E-30  1.003262E-30  1.004120E-30  1.010089E-30  1.013798E-30  1.773172E-27  1.016834E-30  1.019240E-30
     41  4.138876583201E-04  1.001866E-30  1.003519E-30  1.004444E-30  1.010883E-30  1.014884E-30  1.912649E-27  1.018159E-30  1.020754E-30
     42  4.432651277490E-04  1.001998E-30  1.003769E-30  1.004759E-30  1.011655E-30  1.015940E-30  2.048297E-27  1.019447E-30  1.022227E-30
     43  4.720041568584E-04  1.002128E-30  1.004013E-30  1.005068E-30  1.012411E-30  1.016973E-30  2.180997E-27  1.020707E-30  1.023668E-30
     44  5.002792532552E-04  1.002256E-30  1.004254E-30  1.005372E-30  1.013154E-30  1.017990E-30  2.311553E-27  1.021947E-30  1.025085E-30
     45  5.282472522620E-04  1.002382E-30  1.004491E-30  1.005672E-30  1.013889E-30  1.018995E-30  2.440688E-27  1.023173E-30  1.026487E-30
     46  5.560479783168E-04  1.002507E-30  1.004728E-30  1.005970E-30  1.014620E-30  1.019995E-30  2.569047E-27  1.024391E-30  1.027880E-30
     47  5.838060709037E-04  1.002632E-30  1.004964E-30  1.006268E-30  1.015350E-30  1.020992E-30  2.697206E-27  1.025608E-30  1.029271E-30
     48  6.116334118686E-04  1.002758E-30  1.005200E-30  1.006567E-30  1.016081E-30  1.021993E-30  2.825680E-27  1.026827E-30  1.030666E-30
     49  6.396318340541E-04  1.002884E-30  1.005438E-30  1.006868E-30  1.016817E-30  1.022999E-30  2.954938E-27  1.028054E-30  1.032069E-30
     50  6.678959636874E-04  1.003012E-30  1.005679E-30  1.007171E-30  1.017560E-30  1.024015E-30  3.085418E-27  1.029293E-30  1.033485E-30
     51  6.965161747902E-04  1.003141E-30  1.005922E-30  1.007478E-30  1.018312E-30  1.025044E-30  3.217536E-27  1.030547E-30  1.034919E-30
     52  7.255817382538E-04  1.003272E-30  1.006169E-30  1.007790E-30  1.019076E-30  1.026089E-30  3.351702E-27  1.031820E-30  1.036376E-30
     53  7.551843574001E-04  1.003406E-30  1.006421E-30  1.008108E-30  1.019854E-30  1.027153E-30  3.488339E-27  1.033117E-30  1.037859E-30
     54  7.854224313090E-04  1.003543E-30  1.006678E-30  1.008433E-30  1.020649E-30  1.028239E-30  3.627901E-27  1.034441E-30  1.039374E-30
     55  8.164066374138E-04  1.003683E-30  1.006941E-30  1.008765E-30  1.021463E-30  1.029353E-30  3.770897E-27  1.035798E-30  1.040926E-30
     56  8.482679080764E-04  1.003826E-30  1.007212E-30  1.009107E-30  1.022301E-30  1.030498E-30  3.917930E-27  1.037194E-30  1.042523E-30
     57  8.811699017317E-04  1.003975E-30  1.007492E-30  1.009460E-30  1.023165E-30  1.031680E-30  4.069751E-27  1.038634E-30  1.044171E-30
     58  9.153304977871E-04  1.004129E-30  1.007782E-30  1.009827E-30  1.024063E-30  1.032908E-30  4.227365E-27  1.040130E-30  1.045882E-30
     59  9.510634923056E-04  1.004291E-30  1.008086E-30  1.010211E-30  1.025002E-30  1.034192E-30  4.392214E-27  1.041695E-30  1.047672E-30
     60  9.888739022907E-04  1.004462E-30  1.008408E-30  1.010617E-30  1.025996E-30  1.035551E-30  4.566622E-27  1.043350E-30  1.049566E-30
     61  1.029744313280E-03  1.004646E-30  1.008755E-30  1.011055E-30  1.027070E-30  1.037019E-30  4.755112E-27  1.045139E-30  1.051613E-30
     62  1.076805333108E-03  1.004859E-30  1.009155E-30  1.011560E-30  1.028306E-30  1.038710E-30  4.972102E-27  1.047199E-30  1.053970E-30
     63  1.127478238084E-03  1.005088E-30  1.009586E-30  1.012104E-30  1.029638E-30  1.040531E-30  5.205730E-27  1.049416E-30  1.056507E-30
     64  1.179263354774E-03  1.005322E-30  1.010026E-30  1.012660E-30  1.030998E-30  1.042391E-30  5.444475E-27  1.051682E-30  1.059100E-30
     65  1.231720185468E-03  1.005559E-30  1.010472E-30  1.013223E-30  1.032377E-30  1.044276E-30  5.686304E-27  1.053977E-30  1.061727E-30
     66  1.284679788904E-03  1.005799E-30  1.010922E-30  1.013791E-30  1.033768E-30  1.046178E-30  5.930439E-27  1.056293E-30  1.064379E-30
     67  1.338068714676E-03  1.006040E-30  1.011376E-30  1.014364E-30  1.035170E-30  1.048096E-30  6.176541E-27  1.058628E-30  1.067051E-30
     68  1.391852718980E-03  1.006284E-30  1.011833E-30  1.014942E-30  1.036583E-30  1.050028E-30  6.424452E-27  1.060980E-30  1.069744E-30
     69  1.446014888479E-03  1.006529E-30  1.012293E-30  1.015523E-30  1.038006E-30  1.051973E-30  6.674093E-27  1.063348E-30  1.072455E-30
     70  1.500546342624E-03  1.006775E-30  1.012757E-30  1.016108E-30  1.039438E-30  1.053931E-30  6.925423E-27  1.065732E-30  1.075184E-30
     71  1.555442065896E-03  1.007024E-30  1.013224E-30  1.016697E-30  1.040880E-30  1.055903E-30  7.178420E-27  1.068131E-30  1.077931E-30
     72  1.610698967280E-03  1.007274E-30  1.013693E-30  1.017290E-30  1.042332E-30  1.057887E-30  7.433068E-27  1.070546E-30  1.080697E-30
     73  1.666314948699E-03  1.007526E-30  1.014166E-30  1.017887E-30  1.043792E-30  1.059884E-30  7.689359E-27  1.072976E-30  1.083479E-30
     74  1.722288445659E-03  1.007779E-30  1.014642E-30  1.018487E-30  1.045262E-30  1.061894E-30  7.947285E-27  1.075421E-30  1.086280E-30
     75  1.778618195039E-03  1.008035E-30  1.015120E-30  1.019092E-30  1.046742E-30  1.063917E-30  8.206840E-27  1.077882E-30  1.089098E-30
     76  1.835303663832E-03  1.008291E-30  1.015602E-30  1.019700E-30  1.048230E-30  1.065952E-30  8.468021E-27  1.080357E-30  1.091934E-30
     77  1.892344396716E-03  1.008550E-30  1.016087E-30  1.020312E-30  1.049728E-30  1.067999E-30  8.730827E-27  1.082848E-30  1.094787E-30
     78  1.949739812628E-03  1.008810E-30  1.016575E-30  1.020928E-30  1.051235E-30  1.070060E-30  8.995255E-27  1.085354E-30  1.097658E-30
     79  2.007489276907E-03  1.009072E-30  1.017066E-30  1.021547E-30  1.052751E-30  1.072133E-30  9.261302E-27  1.087874E-30  1.100546E-30
     80  2.065592139419E-03  1.009335E-30  1.017559E-30  1.022171E-30  1.054277E-30  1.074218E-30  9.528965E-27  1.090410E-30  1.103452E-30
     81  2.124047755162E-03  1.009600E-30  1.018056E-30  1.022798E-30  1.055811E-30  1.076316E-30  9.798240E-27  1.092961E-30  1.106375E-30
     82  2.182855495215E-03  1.009867E-30  1.018556E-30  1.023429E-30  1.057355E-30  1.078427E-30  1.006913E-26  1.095527E-30  1.109315E-30
     83  2.242014752368E-03  1.010135E-30  1.019059E-30  1.024064E-30  1.058908E-30  1.080550E-30  1.034162E-26  1.098107E-30  1.112273E-30
     84  2.301524943777E-03  1.010406E-30  1.019564E-30  1.024702E-30  1.060470E-30  1.082686E-30  1.061572E-26  1.100703E-30  1.115248E-30
     85  2.361385511936E-03  1.010677E-30  1.020073E-30  1.025344E-30  1.062042E-30  1.084834E-30  1.089142E-26  1.103313E-30  1.118240E-30
     86  2.421595924701E-03  1.010951E-30  1.020585E-30  1.025990E-30  1.063622E-30  1.086994E-30  1.116872E-26  1.105938E-30  1.121249E-30
     87  2.482155674804E-03  1.011226E-30  1.021099E-30  1.026640E-30  1.065211E-30  1.089167E-30  1.144761E-26  1.108578E-30  1.124276E-30
     88  2.543064279071E-03  1.011502E-30  1.021617E-30  1.027293E-30  1.066810E-30  1.091352E-30  1.172810E-26  1.111232E-30  1.127320E-30
     89  2.604321277494E-03  1.011781E-30  1.022137E-30  1.027950E-30  1.068417E-30  1.093550E-30  1.201019E-26  1.113902E-30  1.130381E-30
     90  2.665926232237E-03  1.012061E-30  1.022661E-30  1.028611E-30  1.070034E-30  1.095760E-30  1.229386E-26  1.116586E-30  1.133459E-30
     91  2.727878734382E-03  1.012342E-30  1.023187E-30  1.029275E-30  1.071660E-30  1.097982E-30  1.257913E-26  1.119284E-30  1.136554E-30
     92  2.790178404165E-03  1.012625E-30  1.023717E-30  1.029943E-30  1.073294E-30  1.100216E-30  1.286598E-26  1.121998E-30  1.139666E-30
     93  2.852824875480E-03  1.012910E-30  1.024249E-30  1.030615E-30  1.074938E-30  1.102463E-30  1.315442E-26  1.124725E-30  1.142795E-30
     94  2.915817796872E-03  1.013197E-30  1.024784E-30  1.031291E-30  1.076591E-30  1.104722E-30  1.344444E-26  1.127468E-30  1.145941E-30
     95  2.979156831833E-03  1.013485E-30  1.025322E-30  1.031970E-30  1.078253E-30  1.106994E-30  1.373604E-26  1.130225E-30  1.149105E-30
