 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ho185         ho186         ho187         ho188         ho189         ho190         ho191         ho192
     27  8.489118412102E-05  1.000047E-30  1.000284E-30  1.000530E-30  1.000554E-30  1.000682E-30  1.000648E-30  1.000203E-30  1.000286E-30
     28  9.570255892797E-05  1.000053E-30  1.000320E-30  1.000598E-30  1.000625E-30  1.000769E-30  1.000731E-30  1.000229E-30  1.000323E-30
     29  1.070853065563E-04  1.000059E-30  1.000358E-30  1.000669E-30  1.000699E-30  1.000861E-30  1.000818E-30  1.000257E-30  1.000363E-30
     30  1.190882425669E-04  1.000066E-30  1.000398E-30  1.000744E-30  1.000778E-30  1.000957E-30  1.000910E-30  1.000286E-30  1.000404E-30
     31  1.366291075688E-04  1.000075E-30  1.000457E-30  1.000854E-30  1.000893E-30  1.001098E-30  1.001045E-30  1.000328E-30  1.000465E-30
     32  1.695708820900E-04  1.000094E-30  1.000568E-30  1.001060E-30  1.001108E-30  1.001363E-30  1.001297E-30  1.000409E-30  1.000580E-30
     33  1.992873377730E-04  1.000110E-30  1.000668E-30  1.001247E-30  1.001303E-30  1.001602E-30  1.001525E-30  1.000482E-30  1.000686E-30
     34  2.264248739983E-04  1.000126E-30  1.000759E-30  1.001417E-30  1.001481E-30  1.001820E-30  1.001734E-30  1.000549E-30  1.000783E-30
     35  2.515933231106E-04  1.000140E-30  1.000844E-30  1.001575E-30  1.001647E-30  1.002022E-30  1.001927E-30  1.000611E-30  1.000874E-30
     36  2.753099894686E-04  1.000153E-30  1.000924E-30  1.001724E-30  1.001803E-30  1.002213E-30  1.002110E-30  1.000670E-30  1.000960E-30
     37  2.979926919870E-04  1.000166E-30  1.001001E-30  1.001867E-30  1.001952E-30  1.002395E-30  1.002285E-30  1.000727E-30  1.001043E-30
     38  3.199702121451E-04  1.000178E-30  1.001075E-30  1.002006E-30  1.002097E-30  1.002572E-30  1.002454E-30  1.000782E-30  1.001124E-30
     39  3.524429751724E-04  1.000197E-30  1.001185E-30  1.002210E-30  1.002311E-30  1.002833E-30  1.002704E-30  1.000864E-30  1.001245E-30
     40  3.836809895565E-04  1.000214E-30  1.001291E-30  1.002407E-30  1.002517E-30  1.003084E-30  1.002946E-30  1.000943E-30  1.001362E-30
     41  4.138876583201E-04  1.000232E-30  1.001394E-30  1.002598E-30  1.002716E-30  1.003327E-30  1.003179E-30  1.001020E-30  1.001477E-30
     42  4.432651277490E-04  1.000249E-30  1.001494E-30  1.002784E-30  1.002910E-30  1.003563E-30  1.003407E-30  1.001095E-30  1.001590E-30
     43  4.720041568584E-04  1.000265E-30  1.001592E-30  1.002966E-30  1.003100E-30  1.003794E-30  1.003629E-30  1.001169E-30  1.001701E-30
     44  5.002792532552E-04  1.000281E-30  1.001688E-30  1.003145E-30  1.003288E-30  1.004022E-30  1.003849E-30  1.001242E-30  1.001811E-30
     45  5.282472522620E-04  1.000298E-30  1.001784E-30  1.003322E-30  1.003473E-30  1.004246E-30  1.004066E-30  1.001314E-30  1.001921E-30
     46  5.560479783168E-04  1.000314E-30  1.001879E-30  1.003499E-30  1.003657E-30  1.004470E-30  1.004282E-30  1.001387E-30  1.002031E-30
     47  5.838060709037E-04  1.000330E-30  1.001974E-30  1.003675E-30  1.003842E-30  1.004693E-30  1.004498E-30  1.001460E-30  1.002142E-30
     48  6.116334118686E-04  1.000346E-30  1.002069E-30  1.003852E-30  1.004027E-30  1.004917E-30  1.004714E-30  1.001533E-30  1.002255E-30
     49  6.396318340541E-04  1.000362E-30  1.002166E-30  1.004030E-30  1.004213E-30  1.005142E-30  1.004932E-30  1.001607E-30  1.002368E-30
     50  6.678959636874E-04  1.000379E-30  1.002263E-30  1.004210E-30  1.004401E-30  1.005369E-30  1.005153E-30  1.001682E-30  1.002484E-30
     51  6.965161747902E-04  1.000396E-30  1.002361E-30  1.004392E-30  1.004592E-30  1.005600E-30  1.005376E-30  1.001758E-30  1.002602E-30
     52  7.255817382538E-04  1.000413E-30  1.002462E-30  1.004577E-30  1.004785E-30  1.005833E-30  1.005603E-30  1.001836E-30  1.002723E-30
     53  7.551843574001E-04  1.000430E-30  1.002564E-30  1.004766E-30  1.004983E-30  1.006071E-30  1.005835E-30  1.001916E-30  1.002848E-30
     54  7.854224313090E-04  1.000448E-30  1.002669E-30  1.004960E-30  1.005185E-30  1.006315E-30  1.006072E-30  1.001998E-30  1.002976E-30
     55  8.164066374138E-04  1.000467E-30  1.002776E-30  1.005158E-30  1.005392E-30  1.006564E-30  1.006314E-30  1.002083E-30  1.003108E-30
     56  8.482679080764E-04  1.000486E-30  1.002886E-30  1.005362E-30  1.005606E-30  1.006820E-30  1.006564E-30  1.002170E-30  1.003245E-30
     57  8.811699017317E-04  1.000506E-30  1.003001E-30  1.005573E-30  1.005826E-30  1.007085E-30  1.006823E-30  1.002260E-30  1.003388E-30
     58  9.153304977871E-04  1.000526E-30  1.003120E-30  1.005792E-30  1.006055E-30  1.007360E-30  1.007091E-30  1.002355E-30  1.003538E-30
     59  9.510634923056E-04  1.000548E-30  1.003244E-30  1.006021E-30  1.006295E-30  1.007647E-30  1.007373E-30  1.002454E-30  1.003696E-30
     60  9.888739022907E-04  1.000570E-30  1.003376E-30  1.006264E-30  1.006549E-30  1.007951E-30  1.007671E-30  1.002560E-30  1.003865E-30
     61  1.029744313280E-03  1.000595E-30  1.003519E-30  1.006527E-30  1.006824E-30  1.008280E-30  1.007993E-30  1.002675E-30  1.004049E-30
     62  1.076805333108E-03  1.000624E-30  1.003684E-30  1.006831E-30  1.007142E-30  1.008659E-30  1.008365E-30  1.002808E-30  1.004264E-30
     63  1.127478238084E-03  1.000655E-30  1.003862E-30  1.007158E-30  1.007484E-30  1.009067E-30  1.008767E-30  1.002953E-30  1.004498E-30
     64  1.179263354774E-03  1.000687E-30  1.004045E-30  1.007492E-30  1.007834E-30  1.009484E-30  1.009177E-30  1.003102E-30  1.004740E-30
     65  1.231720185468E-03  1.000719E-30  1.004230E-30  1.007832E-30  1.008189E-30  1.009906E-30  1.009594E-30  1.003254E-30  1.004989E-30
     66  1.284679788904E-03  1.000752E-30  1.004417E-30  1.008176E-30  1.008548E-30  1.010332E-30  1.010015E-30  1.003409E-30  1.005243E-30
     67  1.338068714676E-03  1.000786E-30  1.004607E-30  1.008522E-30  1.008911E-30  1.010762E-30  1.010441E-30  1.003567E-30  1.005502E-30
     68  1.391852718980E-03  1.000820E-30  1.004798E-30  1.008872E-30  1.009277E-30  1.011195E-30  1.010871E-30  1.003727E-30  1.005767E-30
     69  1.446014888479E-03  1.000854E-30  1.004991E-30  1.009225E-30  1.009646E-30  1.011631E-30  1.011304E-30  1.003889E-30  1.006036E-30
     70  1.500546342624E-03  1.000888E-30  1.005186E-30  1.009581E-30  1.010019E-30  1.012070E-30  1.011741E-30  1.004054E-30  1.006311E-30
     71  1.555442065896E-03  1.000923E-30  1.005382E-30  1.009940E-30  1.010394E-30  1.012512E-30  1.012182E-30  1.004221E-30  1.006591E-30
     72  1.610698967280E-03  1.000959E-30  1.005581E-30  1.010302E-30  1.010773E-30  1.012957E-30  1.012626E-30  1.004391E-30  1.006877E-30
     73  1.666314948699E-03  1.000995E-30  1.005781E-30  1.010667E-30  1.011154E-30  1.013405E-30  1.013074E-30  1.004563E-30  1.007168E-30
     74  1.722288445659E-03  1.001031E-30  1.005983E-30  1.011035E-30  1.011539E-30  1.013856E-30  1.013526E-30  1.004738E-30  1.007464E-30
     75  1.778618195039E-03  1.001068E-30  1.006187E-30  1.011406E-30  1.011927E-30  1.014310E-30  1.013982E-30  1.004916E-30  1.007765E-30
     76  1.835303663832E-03  1.001105E-30  1.006393E-30  1.011779E-30  1.012318E-30  1.014767E-30  1.014441E-30  1.005096E-30  1.008072E-30
     77  1.892344396716E-03  1.001143E-30  1.006600E-30  1.012156E-30  1.012712E-30  1.015226E-30  1.014904E-30  1.005278E-30  1.008385E-30
     78  1.949739812628E-03  1.001181E-30  1.006809E-30  1.012536E-30  1.013109E-30  1.015689E-30  1.015371E-30  1.005463E-30  1.008703E-30
     79  2.007489276907E-03  1.001219E-30  1.007020E-30  1.012918E-30  1.013510E-30  1.016154E-30  1.015842E-30  1.005651E-30  1.009027E-30
     80  2.065592139419E-03  1.001258E-30  1.007233E-30  1.013304E-30  1.013913E-30  1.016623E-30  1.016316E-30  1.005842E-30  1.009357E-30
     81  2.124047755162E-03  1.001297E-30  1.007448E-30  1.013693E-30  1.014320E-30  1.017094E-30  1.016794E-30  1.006035E-30  1.009692E-30
     82  2.182855495215E-03  1.001337E-30  1.007665E-30  1.014084E-30  1.014729E-30  1.017568E-30  1.017276E-30  1.006231E-30  1.010033E-30
     83  2.242014752368E-03  1.001377E-30  1.007883E-30  1.014479E-30  1.015142E-30  1.018045E-30  1.017762E-30  1.006430E-30  1.010380E-30
     84  2.301524943777E-03  1.001418E-30  1.008104E-30  1.014877E-30  1.015559E-30  1.018525E-30  1.018251E-30  1.006632E-30  1.010733E-30
     85  2.361385511936E-03  1.001459E-30  1.008326E-30  1.015278E-30  1.015978E-30  1.019008E-30  1.018744E-30  1.006836E-30  1.011092E-30
     86  2.421595924701E-03  1.001501E-30  1.008550E-30  1.015681E-30  1.016400E-30  1.019494E-30  1.019242E-30  1.007044E-30  1.011457E-30
     87  2.482155674804E-03  1.001543E-30  1.008776E-30  1.016088E-30  1.016826E-30  1.019982E-30  1.019743E-30  1.007254E-30  1.011828E-30
     88  2.543064279071E-03  1.001585E-30  1.009004E-30  1.016498E-30  1.017255E-30  1.020474E-30  1.020248E-30  1.007467E-30  1.012205E-30
     89  2.604321277494E-03  1.001628E-30  1.009234E-30  1.016911E-30  1.017687E-30  1.020968E-30  1.020756E-30  1.007684E-30  1.012588E-30
     90  2.665926232237E-03  1.001672E-30  1.009466E-30  1.017327E-30  1.018122E-30  1.021466E-30  1.021269E-30  1.007903E-30  1.012978E-30
     91  2.727878734382E-03  1.001716E-30  1.009699E-30  1.017746E-30  1.018561E-30  1.021966E-30  1.021786E-30  1.008125E-30  1.013374E-30
     92  2.790178404165E-03  1.001760E-30  1.009935E-30  1.018169E-30  1.019003E-30  1.022469E-30  1.022306E-30  1.008350E-30  1.013776E-30
     93  2.852824875480E-03  1.001805E-30  1.010172E-30  1.018594E-30  1.019448E-30  1.022975E-30  1.022831E-30  1.008579E-30  1.014185E-30
     94  2.915817796872E-03  1.001851E-30  1.010412E-30  1.019023E-30  1.019896E-30  1.023484E-30  1.023359E-30  1.008810E-30  1.014600E-30
     95  2.979156831833E-03  1.001897E-30  1.010653E-30  1.019454E-30  1.020348E-30  1.023995E-30  1.023891E-30  1.009045E-30  1.015022E-30
