 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                se86          se87          se88          se89          se90          se91          se92          se93 
     27  8.489118412102E-05  1.000058E-30  1.000094E-30  1.971490E-28  1.000600E-30  1.001758E-30  1.001264E-30  1.000002E-30  1.001454E-30
     28  9.570255892797E-05  1.000066E-30  1.000106E-30  2.221373E-28  1.000677E-30  1.001982E-30  1.001425E-30  1.000003E-30  1.001639E-30
     29  1.070853065563E-04  1.000074E-30  1.000119E-30  2.484549E-28  1.000757E-30  1.002218E-30  1.001594E-30  1.000004E-30  1.001835E-30
     30  1.190882425669E-04  1.000082E-30  1.000132E-30  2.762611E-28  1.000842E-30  1.002466E-30  1.001773E-30  1.000000E-30  1.002041E-30
     31  1.366291075688E-04  1.000094E-30  1.000152E-30  3.167960E-28  1.000967E-30  1.002829E-30  1.002034E-30  1.000000E-30  1.002342E-30
     32  1.695708820900E-04  1.000117E-30  1.000189E-30  3.929062E-28  1.001200E-30  1.003512E-30  1.002525E-30  1.000000E-30  1.002908E-30
     33  1.992873377730E-04  1.000137E-30  1.000222E-30  4.615606E-28  1.001411E-30  1.004127E-30  1.002968E-30  1.000000E-30  1.003419E-30
     34  2.264248739983E-04  1.000156E-30  1.000252E-30  5.242547E-28  1.001604E-30  1.004689E-30  1.003372E-30  1.000000E-30  1.003886E-30
     35  2.515933231106E-04  1.000173E-30  1.000280E-30  5.823987E-28  1.001783E-30  1.005210E-30  1.003747E-30  1.000000E-30  1.004320E-30
     36  2.753099894686E-04  1.000190E-30  1.000306E-30  6.371881E-28  1.001952E-30  1.005701E-30  1.004101E-30  1.000000E-30  1.004729E-30
     37  2.979926919870E-04  1.000205E-30  1.000331E-30  6.895884E-28  1.002114E-30  1.006171E-30  1.004439E-30  1.000004E-30  1.005120E-30
     38  3.199702121451E-04  1.000220E-30  1.000356E-30  7.403901E-28  1.002271E-30  1.006626E-30  1.004766E-30  1.000000E-30  1.005500E-30
     39  3.524429751724E-04  1.000243E-30  1.000392E-30  8.154100E-28  1.002502E-30  1.007299E-30  1.005250E-30  1.000000E-30  1.006061E-30
     40  3.836809895565E-04  1.000264E-30  1.000427E-30  8.875749E-28  1.002725E-30  1.007946E-30  1.005716E-30  1.000000E-30  1.006601E-30
     41  4.138876583201E-04  1.000285E-30  1.000461E-30  9.573553E-28  1.002942E-30  1.008571E-30  1.006167E-30  1.000000E-30  1.007124E-30
     42  4.432651277490E-04  1.000305E-30  1.000493E-30  1.025219E-27  1.003152E-30  1.009180E-30  1.006605E-30  1.000000E-30  1.007633E-30
     43  4.720041568584E-04  1.000325E-30  1.000525E-30  1.091606E-27  1.003358E-30  1.009775E-30  1.007033E-30  1.000000E-30  1.008132E-30
     44  5.002792532552E-04  1.000345E-30  1.000557E-30  1.156921E-27  1.003561E-30  1.010360E-30  1.007455E-30  1.000000E-30  1.008622E-30
     45  5.282472522620E-04  1.000364E-30  1.000588E-30  1.221525E-27  1.003761E-30  1.010940E-30  1.007873E-30  1.000000E-30  1.009108E-30
     46  5.560479783168E-04  1.000383E-30  1.000619E-30  1.285742E-27  1.003961E-30  1.011516E-30  1.008287E-30  1.000000E-30  1.009592E-30
     47  5.838060709037E-04  1.000402E-30  1.000650E-30  1.349860E-27  1.004161E-30  1.012091E-30  1.008702E-30  1.000000E-30  1.010075E-30
     48  6.116334118686E-04  1.000421E-30  1.000681E-30  1.414136E-27  1.004361E-30  1.012667E-30  1.009117E-30  1.000000E-30  1.010559E-30
     49  6.396318340541E-04  1.000441E-30  1.000712E-30  1.478808E-27  1.004563E-30  1.013247E-30  1.009535E-30  1.000000E-30  1.011047E-30
     50  6.678959636874E-04  1.000460E-30  1.000744E-30  1.544092E-27  1.004767E-30  1.013832E-30  1.009957E-30  1.000000E-30  1.011540E-30
     51  6.965161747902E-04  1.000480E-30  1.000775E-30  1.610198E-27  1.004973E-30  1.014425E-30  1.010385E-30  1.000000E-30  1.012040E-30
     52  7.255817382538E-04  1.000500E-30  1.000808E-30  1.677332E-27  1.005183E-30  1.015027E-30  1.010819E-30  1.000000E-30  1.012548E-30
     53  7.551843574001E-04  1.000520E-30  1.000841E-30  1.745706E-27  1.005397E-30  1.015641E-30  1.011261E-30  1.000000E-30  1.013066E-30
     54  7.854224313090E-04  1.000541E-30  1.000875E-30  1.815547E-27  1.005616E-30  1.016267E-30  1.011713E-30  1.000000E-30  1.013595E-30
     55  8.164066374138E-04  1.000563E-30  1.000909E-30  1.887112E-27  1.005841E-30  1.016909E-30  1.012176E-30  1.000000E-30  1.014138E-30
     56  8.482679080764E-04  1.000585E-30  1.000945E-30  1.960702E-27  1.006072E-30  1.017569E-30  1.012652E-30  1.000000E-30  1.014696E-30
     57  8.811699017317E-04  1.000607E-30  1.000981E-30  2.036695E-27  1.006311E-30  1.018251E-30  1.013144E-30  1.000000E-30  1.015274E-30
     58  9.153304977871E-04  1.000631E-30  1.001019E-30  2.115597E-27  1.006559E-30  1.018959E-30  1.013655E-30  1.000000E-30  1.015874E-30
     59  9.510634923056E-04  1.000655E-30  1.001059E-30  2.198132E-27  1.006819E-30  1.019700E-30  1.014189E-30  1.000000E-30  1.016502E-30
     60  9.888739022907E-04  1.000682E-30  1.001102E-30  2.285468E-27  1.007095E-30  1.020483E-30  1.014755E-30  1.000000E-30  1.017168E-30
     61  1.029744313280E-03  1.000710E-30  1.001147E-30  2.379880E-27  1.007393E-30  1.021330E-30  1.015366E-30  1.000000E-30  1.017888E-30
     62  1.076805333108E-03  1.000742E-30  1.001200E-30  2.488617E-27  1.007737E-30  1.022306E-30  1.016071E-30  1.000000E-30  1.018719E-30
     63  1.127478238084E-03  1.000777E-30  1.001256E-30  2.605715E-27  1.008108E-30  1.023356E-30  1.016829E-30  1.000000E-30  1.019614E-30
     64  1.179263354774E-03  1.000813E-30  1.001314E-30  2.725385E-27  1.008487E-30  1.024430E-30  1.017605E-30  1.000000E-30  1.020531E-30
     65  1.231720185468E-03  1.000849E-30  1.001373E-30  2.846609E-27  1.008872E-30  1.025518E-30  1.018391E-30  1.000000E-30  1.021460E-30
     66  1.284679788904E-03  1.000886E-30  1.001432E-30  2.968994E-27  1.009262E-30  1.026616E-30  1.019184E-30  1.000000E-30  1.022400E-30
     67  1.338068714676E-03  1.000923E-30  1.001492E-30  3.092371E-27  1.009655E-30  1.027723E-30  1.019985E-30  1.000000E-30  1.023349E-30
     68  1.391852718980E-03  1.000960E-30  1.001552E-30  3.216659E-27  1.010052E-30  1.028839E-30  1.020791E-30  1.000000E-30  1.024307E-30
     69  1.446014888479E-03  1.000997E-30  1.001612E-30  3.341821E-27  1.010453E-30  1.029962E-30  1.021604E-30  1.000000E-30  1.025273E-30
     70  1.500546342624E-03  1.001035E-30  1.001673E-30  3.467834E-27  1.010856E-30  1.031094E-30  1.022422E-30  1.000000E-30  1.026246E-30
     71  1.555442065896E-03  1.001073E-30  1.001735E-30  3.594688E-27  1.011264E-30  1.032233E-30  1.023246E-30  1.000000E-30  1.027228E-30
     72  1.610698967280E-03  1.001111E-30  1.001797E-30  3.722375E-27  1.011674E-30  1.033380E-30  1.024076E-30  1.000000E-30  1.028218E-30
     73  1.666314948699E-03  1.001150E-30  1.001859E-30  3.850891E-27  1.012088E-30  1.034535E-30  1.024912E-30  1.000000E-30  1.029215E-30
     74  1.722288445659E-03  1.001188E-30  1.001921E-30  3.980231E-27  1.012506E-30  1.035697E-30  1.025753E-30  1.000000E-30  1.030221E-30
     75  1.778618195039E-03  1.001227E-30  1.001985E-30  4.110393E-27  1.012927E-30  1.036867E-30  1.026600E-30  1.000000E-30  1.031235E-30
     76  1.835303663832E-03  1.001267E-30  1.002048E-30  4.241376E-27  1.013351E-30  1.038044E-30  1.027453E-30  1.000000E-30  1.032256E-30
     77  1.892344396716E-03  1.001306E-30  1.002112E-30  4.373177E-27  1.013779E-30  1.039229E-30  1.028311E-30  1.000000E-30  1.033286E-30
     78  1.949739812628E-03  1.001346E-30  1.002176E-30  4.505797E-27  1.014210E-30  1.040422E-30  1.029175E-30  1.000000E-30  1.034323E-30
     79  2.007489276907E-03  1.001386E-30  1.002241E-30  4.639232E-27  1.014644E-30  1.041622E-30  1.030045E-30  1.000000E-30  1.035369E-30
     80  2.065592139419E-03  1.001426E-30  1.002306E-30  4.773483E-27  1.015082E-30  1.042830E-30  1.030921E-30  1.000000E-30  1.036422E-30
     81  2.124047755162E-03  1.001466E-30  1.002372E-30  4.908546E-27  1.015524E-30  1.044046E-30  1.031802E-30  1.000000E-30  1.037484E-30
     82  2.182855495215E-03  1.001507E-30  1.002438E-30  5.044421E-27  1.015969E-30  1.045269E-30  1.032689E-30  1.000000E-30  1.038554E-30
     83  2.242014752368E-03  1.001548E-30  1.002504E-30  5.181107E-27  1.016417E-30  1.046499E-30  1.033582E-30  1.000000E-30  1.039632E-30
     84  2.301524943777E-03  1.001589E-30  1.002571E-30  5.318601E-27  1.016869E-30  1.047738E-30  1.034480E-30  1.000000E-30  1.040718E-30
     85  2.361385511936E-03  1.001631E-30  1.002638E-30  5.456902E-27  1.017325E-30  1.048984E-30  1.035384E-30  1.000000E-30  1.041812E-30
     86  2.421595924701E-03  1.001673E-30  1.002706E-30  5.596009E-27  1.017784E-30  1.050237E-30  1.036294E-30  1.000000E-30  1.042914E-30
     87  2.482155674804E-03  1.001715E-30  1.002774E-30  5.735921E-27  1.018247E-30  1.051499E-30  1.037210E-30  1.000000E-30  1.044024E-30
     88  2.543064279071E-03  1.001757E-30  1.002842E-30  5.876637E-27  1.018713E-30  1.052767E-30  1.038131E-30  1.000000E-30  1.045142E-30
     89  2.604321277494E-03  1.001799E-30  1.002911E-30  6.018155E-27  1.019182E-30  1.054044E-30  1.039058E-30  1.000000E-30  1.046269E-30
     90  2.665926232237E-03  1.001842E-30  1.002980E-30  6.160474E-27  1.019656E-30  1.055328E-30  1.039991E-30  1.000000E-30  1.047404E-30
     91  2.727878734382E-03  1.001885E-30  1.003050E-30  6.303594E-27  1.020132E-30  1.056620E-30  1.040929E-30  1.000000E-30  1.048547E-30
     92  2.790178404165E-03  1.001928E-30  1.003120E-30  6.447512E-27  1.020613E-30  1.057919E-30  1.041874E-30  1.000000E-30  1.049698E-30
     93  2.852824875480E-03  1.001972E-30  1.003190E-30  6.592229E-27  1.021097E-30  1.059227E-30  1.042824E-30  1.000000E-30  1.050858E-30
     94  2.915817796872E-03  1.002016E-30  1.003261E-30  6.737743E-27  1.021585E-30  1.060541E-30  1.043780E-30  1.000000E-30  1.052026E-30
     95  2.979156831833E-03  1.002060E-30  1.003332E-30  6.884054E-27  1.022076E-30  1.061864E-30  1.044742E-30  1.000000E-30  1.053202E-30
