 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tl227         tl228         tl229         tl230         tl231         tl232         tl233         tl234
     27  8.489118412102E-05  1.000404E-30  1.000440E-30  1.000866E-30  1.000502E-30  1.000610E-30  1.001106E-30  1.001216E-30  1.001123E-30
     28  9.570255892797E-05  1.000455E-30  1.000496E-30  1.000977E-30  1.000566E-30  1.000688E-30  1.001247E-30  1.001371E-30  1.001266E-30
     29  1.070853065563E-04  1.000509E-30  1.000555E-30  1.001093E-30  1.000633E-30  1.000770E-30  1.001395E-30  1.001535E-30  1.001416E-30
     30  1.190882425669E-04  1.000566E-30  1.000617E-30  1.001215E-30  1.000704E-30  1.000856E-30  1.001552E-30  1.001707E-30  1.001575E-30
     31  1.366291075688E-04  1.000650E-30  1.000708E-30  1.001395E-30  1.000808E-30  1.000982E-30  1.001781E-30  1.001958E-30  1.001808E-30
     32  1.695708820900E-04  1.000807E-30  1.000880E-30  1.001731E-30  1.001003E-30  1.001220E-30  1.002211E-30  1.002431E-30  1.002245E-30
     33  1.992873377730E-04  1.000948E-30  1.001034E-30  1.002035E-30  1.001180E-30  1.001434E-30  1.002600E-30  1.002858E-30  1.002639E-30
     34  2.264248739983E-04  1.001078E-30  1.001175E-30  1.002312E-30  1.001341E-30  1.001629E-30  1.002955E-30  1.003248E-30  1.003000E-30
     35  2.515933231106E-04  1.001198E-30  1.001306E-30  1.002570E-30  1.001490E-30  1.001811E-30  1.003284E-30  1.003609E-30  1.003334E-30
     36  2.753099894686E-04  1.001311E-30  1.001430E-30  1.002812E-30  1.001631E-30  1.001982E-30  1.003595E-30  1.003950E-30  1.003650E-30
     37  2.979926919870E-04  1.001419E-30  1.001548E-30  1.003044E-30  1.001766E-30  1.002146E-30  1.003892E-30  1.004277E-30  1.003952E-30
     38  3.199702121451E-04  1.001524E-30  1.001663E-30  1.003269E-30  1.001896E-30  1.002305E-30  1.004181E-30  1.004593E-30  1.004244E-30
     39  3.524429751724E-04  1.001679E-30  1.001832E-30  1.003602E-30  1.002089E-30  1.002540E-30  1.004607E-30  1.005060E-30  1.004677E-30
     40  3.836809895565E-04  1.001828E-30  1.001996E-30  1.003922E-30  1.002275E-30  1.002766E-30  1.005018E-30  1.005510E-30  1.005094E-30
     41  4.138876583201E-04  1.001973E-30  1.002154E-30  1.004231E-30  1.002455E-30  1.002984E-30  1.005415E-30  1.005945E-30  1.005497E-30
     42  4.432651277490E-04  1.002113E-30  1.002307E-30  1.004532E-30  1.002630E-30  1.003197E-30  1.005802E-30  1.006368E-30  1.005889E-30
     43  4.720041568584E-04  1.002251E-30  1.002458E-30  1.004827E-30  1.002802E-30  1.003405E-30  1.006180E-30  1.006782E-30  1.006274E-30
     44  5.002792532552E-04  1.002386E-30  1.002606E-30  1.005117E-30  1.002971E-30  1.003610E-30  1.006553E-30  1.007190E-30  1.006652E-30
     45  5.282472522620E-04  1.002520E-30  1.002753E-30  1.005403E-30  1.003138E-30  1.003813E-30  1.006922E-30  1.007594E-30  1.007026E-30
     46  5.560479783168E-04  1.002653E-30  1.002899E-30  1.005689E-30  1.003304E-30  1.004015E-30  1.007289E-30  1.007995E-30  1.007399E-30
     47  5.838060709037E-04  1.002786E-30  1.003044E-30  1.005974E-30  1.003470E-30  1.004216E-30  1.007656E-30  1.008396E-30  1.007771E-30
     48  6.116334118686E-04  1.002920E-30  1.003191E-30  1.006259E-30  1.003636E-30  1.004419E-30  1.008024E-30  1.008798E-30  1.008144E-30
     49  6.396318340541E-04  1.003054E-30  1.003338E-30  1.006547E-30  1.003804E-30  1.004622E-30  1.008395E-30  1.009202E-30  1.008520E-30
     50  6.678959636874E-04  1.003190E-30  1.003487E-30  1.006837E-30  1.003973E-30  1.004828E-30  1.008769E-30  1.009611E-30  1.008900E-30
     51  6.965161747902E-04  1.003327E-30  1.003637E-30  1.007131E-30  1.004145E-30  1.005036E-30  1.009149E-30  1.010025E-30  1.009285E-30
     52  7.255817382538E-04  1.003467E-30  1.003791E-30  1.007430E-30  1.004319E-30  1.005248E-30  1.009534E-30  1.010445E-30  1.009676E-30
     53  7.551843574001E-04  1.003609E-30  1.003947E-30  1.007734E-30  1.004496E-30  1.005464E-30  1.009927E-30  1.010874E-30  1.010074E-30
     54  7.854224313090E-04  1.003755E-30  1.004106E-30  1.008045E-30  1.004678E-30  1.005684E-30  1.010329E-30  1.011311E-30  1.010482E-30
     55  8.164066374138E-04  1.003904E-30  1.004270E-30  1.008364E-30  1.004864E-30  1.005910E-30  1.010741E-30  1.011760E-30  1.010900E-30
     56  8.482679080764E-04  1.004057E-30  1.004439E-30  1.008692E-30  1.005056E-30  1.006143E-30  1.011165E-30  1.012222E-30  1.011330E-30
     57  8.811699017317E-04  1.004215E-30  1.004613E-30  1.009031E-30  1.005254E-30  1.006383E-30  1.011604E-30  1.012699E-30  1.011774E-30
     58  9.153304977871E-04  1.004380E-30  1.004794E-30  1.009383E-30  1.005459E-30  1.006633E-30  1.012059E-30  1.013195E-30  1.012236E-30
     59  9.510634923056E-04  1.004552E-30  1.004983E-30  1.009751E-30  1.005675E-30  1.006894E-30  1.012536E-30  1.013713E-30  1.012719E-30
     60  9.888739022907E-04  1.004735E-30  1.005184E-30  1.010141E-30  1.005903E-30  1.007171E-30  1.013041E-30  1.014262E-30  1.013231E-30
     61  1.029744313280E-03  1.004932E-30  1.005401E-30  1.010562E-30  1.006149E-30  1.007471E-30  1.013588E-30  1.014856E-30  1.013785E-30
     62  1.076805333108E-03  1.005159E-30  1.005651E-30  1.011048E-30  1.006434E-30  1.007816E-30  1.014218E-30  1.015540E-30  1.014424E-30
     63  1.127478238084E-03  1.005404E-30  1.005921E-30  1.011571E-30  1.006740E-30  1.008188E-30  1.014898E-30  1.016277E-30  1.015112E-30
     64  1.179263354774E-03  1.005654E-30  1.006197E-30  1.012106E-30  1.007054E-30  1.008569E-30  1.015593E-30  1.017030E-30  1.015816E-30
     65  1.231720185468E-03  1.005908E-30  1.006477E-30  1.012648E-30  1.007371E-30  1.008955E-30  1.016299E-30  1.017794E-30  1.016531E-30
     66  1.284679788904E-03  1.006165E-30  1.006760E-30  1.013195E-30  1.007693E-30  1.009345E-30  1.017012E-30  1.018566E-30  1.017253E-30
     67  1.338068714676E-03  1.006424E-30  1.007046E-30  1.013748E-30  1.008017E-30  1.009738E-30  1.017732E-30  1.019345E-30  1.017982E-30
     68  1.391852718980E-03  1.006685E-30  1.007334E-30  1.014304E-30  1.008344E-30  1.010135E-30  1.018458E-30  1.020130E-30  1.018717E-30
     69  1.446014888479E-03  1.006948E-30  1.007625E-30  1.014865E-30  1.008674E-30  1.010536E-30  1.019191E-30  1.020921E-30  1.019458E-30
     70  1.500546342624E-03  1.007213E-30  1.007918E-30  1.015430E-30  1.009006E-30  1.010939E-30  1.019930E-30  1.021718E-30  1.020205E-30
     71  1.555442065896E-03  1.007480E-30  1.008213E-30  1.016000E-30  1.009341E-30  1.011346E-30  1.020674E-30  1.022521E-30  1.020958E-30
     72  1.610698967280E-03  1.007749E-30  1.008511E-30  1.016573E-30  1.009679E-30  1.011755E-30  1.021425E-30  1.023329E-30  1.021717E-30
     73  1.666314948699E-03  1.008020E-30  1.008811E-30  1.017151E-30  1.010019E-30  1.012168E-30  1.022182E-30  1.024144E-30  1.022482E-30
     74  1.722288445659E-03  1.008293E-30  1.009113E-30  1.017732E-30  1.010362E-30  1.012584E-30  1.022944E-30  1.024964E-30  1.023253E-30
     75  1.778618195039E-03  1.008568E-30  1.009418E-30  1.018318E-30  1.010708E-30  1.013003E-30  1.023713E-30  1.025790E-30  1.024030E-30
     76  1.835303663832E-03  1.008845E-30  1.009725E-30  1.018907E-30  1.011056E-30  1.013426E-30  1.024488E-30  1.026622E-30  1.024813E-30
     77  1.892344396716E-03  1.009124E-30  1.010035E-30  1.019501E-30  1.011406E-30  1.013851E-30  1.025268E-30  1.027460E-30  1.025601E-30
     78  1.949739812628E-03  1.009405E-30  1.010347E-30  1.020099E-30  1.011760E-30  1.014280E-30  1.026055E-30  1.028304E-30  1.026396E-30
     79  2.007489276907E-03  1.009687E-30  1.010661E-30  1.020700E-30  1.012116E-30  1.014712E-30  1.026848E-30  1.029153E-30  1.027196E-30
     80  2.065592139419E-03  1.009972E-30  1.010978E-30  1.021306E-30  1.012474E-30  1.015147E-30  1.027647E-30  1.030008E-30  1.028002E-30
     81  2.124047755162E-03  1.010259E-30  1.011297E-30  1.021916E-30  1.012835E-30  1.015585E-30  1.028452E-30  1.030869E-30  1.028814E-30
     82  2.182855495215E-03  1.010548E-30  1.011618E-30  1.022530E-30  1.013199E-30  1.016026E-30  1.029263E-30  1.031736E-30  1.029633E-30
     83  2.242014752368E-03  1.010839E-30  1.011942E-30  1.023148E-30  1.013565E-30  1.016470E-30  1.030080E-30  1.032608E-30  1.030457E-30
     84  2.301524943777E-03  1.011132E-30  1.012268E-30  1.023770E-30  1.013935E-30  1.016918E-30  1.030904E-30  1.033486E-30  1.031287E-30
     85  2.361385511936E-03  1.011426E-30  1.012596E-30  1.024396E-30  1.014306E-30  1.017369E-30  1.031733E-30  1.034370E-30  1.032122E-30
     86  2.421595924701E-03  1.011723E-30  1.012927E-30  1.025026E-30  1.014681E-30  1.017823E-30  1.032569E-30  1.035260E-30  1.032964E-30
     87  2.482155674804E-03  1.012022E-30  1.013261E-30  1.025661E-30  1.015058E-30  1.018281E-30  1.033411E-30  1.036156E-30  1.033812E-30
     88  2.543064279071E-03  1.012323E-30  1.013597E-30  1.026299E-30  1.015438E-30  1.018741E-30  1.034259E-30  1.037057E-30  1.034666E-30
     89  2.604321277494E-03  1.012626E-30  1.013935E-30  1.026941E-30  1.015820E-30  1.019205E-30  1.035113E-30  1.037964E-30  1.035525E-30
     90  2.665926232237E-03  1.012931E-30  1.014276E-30  1.027588E-30  1.016205E-30  1.019672E-30  1.035973E-30  1.038877E-30  1.036391E-30
     91  2.727878734382E-03  1.013237E-30  1.014619E-30  1.028238E-30  1.016593E-30  1.020142E-30  1.036840E-30  1.039796E-30  1.037263E-30
     92  2.790178404165E-03  1.013546E-30  1.014964E-30  1.028893E-30  1.016983E-30  1.020616E-30  1.037713E-30  1.040721E-30  1.038140E-30
     93  2.852824875480E-03  1.013857E-30  1.015312E-30  1.029552E-30  1.017377E-30  1.021093E-30  1.038592E-30  1.041651E-30  1.039024E-30
     94  2.915817796872E-03  1.014170E-30  1.015663E-30  1.030214E-30  1.017773E-30  1.021573E-30  1.039478E-30  1.042587E-30  1.039913E-30
