 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cr59          cr60          cr61          cr62          cr63          cr64          cr65          cr66 
     27  8.489118412102E-05  1.000657E-30  1.000191E-30  1.001968E-30  1.002549E-30  1.002845E-30  1.006670E-30  1.005932E-30  1.000000E-30
     28  9.570255892797E-05  1.000741E-30  1.000215E-30  1.002218E-30  1.002874E-30  1.003208E-30  1.007519E-30  1.006687E-30  1.000000E-30
     29  1.070853065563E-04  1.000829E-30  1.000241E-30  1.002482E-30  1.003216E-30  1.003590E-30  1.008413E-30  1.007482E-30  1.000000E-30
     30  1.190882425669E-04  1.000923E-30  1.000268E-30  1.002760E-30  1.003577E-30  1.003992E-30  1.009356E-30  1.008321E-30  1.000000E-30
     31  1.366291075688E-04  1.001059E-30  1.000308E-30  1.003166E-30  1.004104E-30  1.004581E-30  1.010734E-30  1.009546E-30  1.000000E-30
     32  1.695708820900E-04  1.001315E-30  1.000382E-30  1.003930E-30  1.005093E-30  1.005686E-30  1.013321E-30  1.011847E-30  1.000000E-30
     33  1.992873377730E-04  1.001546E-30  1.000449E-30  1.004618E-30  1.005986E-30  1.006684E-30  1.015654E-30  1.013922E-30  1.000000E-30
     34  2.264248739983E-04  1.001757E-30  1.000510E-30  1.005247E-30  1.006802E-30  1.007595E-30  1.017784E-30  1.015816E-30  1.000000E-30
     35  2.515933231106E-04  1.001953E-30  1.000567E-30  1.005830E-30  1.007559E-30  1.008441E-30  1.019760E-30  1.017573E-30  1.000000E-30
     36  2.753099894686E-04  1.002137E-30  1.000621E-30  1.006379E-30  1.008271E-30  1.009238E-30  1.021622E-30  1.019229E-30  1.000000E-30
     37  2.979926919870E-04  1.002314E-30  1.000672E-30  1.006905E-30  1.008953E-30  1.010000E-30  1.023402E-30  1.020812E-30  1.000000E-30
     38  3.199702121451E-04  1.002486E-30  1.000721E-30  1.007414E-30  1.009614E-30  1.010739E-30  1.025127E-30  1.022346E-30  1.000000E-30
     39  3.524429751724E-04  1.002739E-30  1.000795E-30  1.008166E-30  1.010591E-30  1.011831E-30  1.027675E-30  1.024611E-30  1.000000E-30
     40  3.836809895565E-04  1.002983E-30  1.000865E-30  1.008889E-30  1.011530E-30  1.012883E-30  1.030125E-30  1.026791E-30  1.000000E-30
     41  4.138876583201E-04  1.003219E-30  1.000934E-30  1.009589E-30  1.012439E-30  1.013899E-30  1.032495E-30  1.028898E-30  1.000000E-30
     42  4.432651277490E-04  1.003449E-30  1.001000E-30  1.010269E-30  1.013323E-30  1.014889E-30  1.034799E-30  1.030947E-30  1.000000E-30
     43  4.720041568584E-04  1.003674E-30  1.001065E-30  1.010934E-30  1.014188E-30  1.015857E-30  1.037053E-30  1.032951E-30  1.000000E-30
     44  5.002792532552E-04  1.003896E-30  1.001129E-30  1.011589E-30  1.015039E-30  1.016810E-30  1.039270E-30  1.034922E-30  1.000000E-30
     45  5.282472522620E-04  1.004115E-30  1.001193E-30  1.012237E-30  1.015881E-30  1.017753E-30  1.041463E-30  1.036872E-30  1.000000E-30
     46  5.560479783168E-04  1.004333E-30  1.001256E-30  1.012880E-30  1.016718E-30  1.018691E-30  1.043642E-30  1.038810E-30  1.000000E-30
     47  5.838060709037E-04  1.004551E-30  1.001319E-30  1.013523E-30  1.017554E-30  1.019628E-30  1.045818E-30  1.040744E-30  1.000000E-30
     48  6.116334118686E-04  1.004770E-30  1.001382E-30  1.014167E-30  1.018393E-30  1.020567E-30  1.047999E-30  1.042684E-30  1.000000E-30
     49  6.396318340541E-04  1.004990E-30  1.001445E-30  1.014815E-30  1.019236E-30  1.021513E-30  1.050193E-30  1.044634E-30  1.000000E-30
     50  6.678959636874E-04  1.005213E-30  1.001510E-30  1.015469E-30  1.020088E-30  1.022468E-30  1.052408E-30  1.046603E-30  1.000000E-30
     51  6.965161747902E-04  1.005438E-30  1.001575E-30  1.016132E-30  1.020951E-30  1.023436E-30  1.054650E-30  1.048597E-30  1.000000E-30
     52  7.255817382538E-04  1.005667E-30  1.001641E-30  1.016805E-30  1.021827E-30  1.024419E-30  1.056927E-30  1.050621E-30  1.000000E-30
     53  7.551843574001E-04  1.005901E-30  1.001708E-30  1.017490E-30  1.022720E-30  1.025421E-30  1.059245E-30  1.052683E-30  1.000000E-30
     54  7.854224313090E-04  1.006139E-30  1.001777E-30  1.018190E-30  1.023632E-30  1.026444E-30  1.061613E-30  1.054788E-30  1.000000E-30
     55  8.164066374138E-04  1.006384E-30  1.001847E-30  1.018907E-30  1.024567E-30  1.027494E-30  1.064039E-30  1.056945E-30  1.000000E-30
     56  8.482679080764E-04  1.006636E-30  1.001920E-30  1.019644E-30  1.025529E-30  1.028574E-30  1.066534E-30  1.059163E-30  1.000000E-30
     57  8.811699017317E-04  1.006897E-30  1.001995E-30  1.020406E-30  1.026522E-30  1.029690E-30  1.069109E-30  1.061452E-30  1.000000E-30
     58  9.153304977871E-04  1.007168E-30  1.002073E-30  1.021197E-30  1.027554E-30  1.030849E-30  1.071783E-30  1.063829E-30  1.000000E-30
     59  9.510634923056E-04  1.007451E-30  1.002154E-30  1.022024E-30  1.028634E-30  1.032063E-30  1.074579E-30  1.066315E-30  1.000000E-30
     60  9.888739022907E-04  1.007751E-30  1.002240E-30  1.022899E-30  1.029776E-30  1.033348E-30  1.077538E-30  1.068945E-30  1.000000E-30
     61  1.029744313280E-03  1.008076E-30  1.002334E-30  1.023845E-30  1.031012E-30  1.034738E-30  1.080735E-30  1.071787E-30  1.000000E-30
     62  1.076805333108E-03  1.008451E-30  1.002441E-30  1.024934E-30  1.032436E-30  1.036340E-30  1.084416E-30  1.075059E-30  1.000000E-30
     63  1.127478238084E-03  1.008855E-30  1.002557E-30  1.026107E-30  1.033969E-30  1.038066E-30  1.088378E-30  1.078581E-30  1.000000E-30
     64  1.179263354774E-03  1.009268E-30  1.002675E-30  1.027305E-30  1.035538E-30  1.039832E-30  1.092427E-30  1.082180E-30  1.000000E-30
     65  1.231720185468E-03  1.009687E-30  1.002796E-30  1.028520E-30  1.037127E-30  1.041624E-30  1.096527E-30  1.085824E-30  1.000000E-30
     66  1.284679788904E-03  1.010111E-30  1.002917E-30  1.029746E-30  1.038733E-30  1.043434E-30  1.100665E-30  1.089502E-30  1.000000E-30
     67  1.338068714676E-03  1.010539E-30  1.003039E-30  1.030982E-30  1.040353E-30  1.045261E-30  1.104836E-30  1.093209E-30  1.000000E-30
     68  1.391852718980E-03  1.010971E-30  1.003163E-30  1.032227E-30  1.041986E-30  1.047104E-30  1.109036E-30  1.096943E-30  1.000000E-30
     69  1.446014888479E-03  1.011406E-30  1.003287E-30  1.033481E-30  1.043631E-30  1.048962E-30  1.113266E-30  1.100702E-30  1.000000E-30
     70  1.500546342624E-03  1.011846E-30  1.003413E-30  1.034743E-30  1.045289E-30  1.050836E-30  1.117523E-30  1.104485E-30  1.000000E-30
     71  1.555442065896E-03  1.012288E-30  1.003539E-30  1.036015E-30  1.046960E-30  1.052724E-30  1.121807E-30  1.108292E-30  1.000000E-30
     72  1.610698967280E-03  1.012735E-30  1.003667E-30  1.037294E-30  1.048642E-30  1.054627E-30  1.126118E-30  1.112124E-30  1.000000E-30
     73  1.666314948699E-03  1.013185E-30  1.003795E-30  1.038582E-30  1.050337E-30  1.056545E-30  1.130457E-30  1.115979E-30  1.000000E-30
     74  1.722288445659E-03  1.013638E-30  1.003924E-30  1.039879E-30  1.052044E-30  1.058478E-30  1.134822E-30  1.119858E-30  1.000000E-30
     75  1.778618195039E-03  1.014096E-30  1.004054E-30  1.041184E-30  1.053764E-30  1.060427E-30  1.139214E-30  1.123760E-30  1.000000E-30
     76  1.835303663832E-03  1.014556E-30  1.004185E-30  1.042497E-30  1.055496E-30  1.062390E-30  1.143633E-30  1.127686E-30  1.000000E-30
     77  1.892344396716E-03  1.015021E-30  1.004317E-30  1.043819E-30  1.057240E-30  1.064369E-30  1.148078E-30  1.131636E-30  1.000000E-30
     78  1.949739812628E-03  1.015489E-30  1.004451E-30  1.045150E-30  1.058997E-30  1.066363E-30  1.152549E-30  1.135608E-30  1.000000E-30
     79  2.007489276907E-03  1.015961E-30  1.004585E-30  1.046489E-30  1.060766E-30  1.068373E-30  1.157047E-30  1.139605E-30  1.000000E-30
     80  2.065592139419E-03  1.016437E-30  1.004719E-30  1.047836E-30  1.062548E-30  1.070398E-30  1.161571E-30  1.143624E-30  1.000000E-30
     81  2.124047755162E-03  1.016916E-30  1.004855E-30  1.049191E-30  1.064342E-30  1.072439E-30  1.166122E-30  1.147667E-30  1.000000E-30
     82  2.182855495215E-03  1.017399E-30  1.004992E-30  1.050556E-30  1.066149E-30  1.074495E-30  1.170699E-30  1.151732E-30  1.000000E-30
     83  2.242014752368E-03  1.017885E-30  1.005130E-30  1.051928E-30  1.067969E-30  1.076568E-30  1.175302E-30  1.155821E-30  1.000000E-30
     84  2.301524943777E-03  1.018376E-30  1.005269E-30  1.053309E-30  1.069801E-30  1.078656E-30  1.179931E-30  1.159933E-30  1.000000E-30
     85  2.361385511936E-03  1.018870E-30  1.005409E-30  1.054699E-30  1.071647E-30  1.080760E-30  1.184586E-30  1.164067E-30  1.000000E-30
     86  2.421595924701E-03  1.019368E-30  1.005549E-30  1.056097E-30  1.073505E-30  1.082881E-30  1.189267E-30  1.168225E-30  1.000000E-30
     87  2.482155674804E-03  1.019869E-30  1.005691E-30  1.057503E-30  1.075376E-30  1.085018E-30  1.193973E-30  1.172405E-30  1.000000E-30
     88  2.543064279071E-03  1.020375E-30  1.005834E-30  1.058918E-30  1.077260E-30  1.087171E-30  1.198706E-30  1.176608E-30  1.000000E-30
     89  2.604321277494E-03  1.020884E-30  1.005978E-30  1.060342E-30  1.079157E-30  1.089340E-30  1.203464E-30  1.180834E-30  1.000000E-30
     90  2.665926232237E-03  1.021397E-30  1.006122E-30  1.061774E-30  1.081068E-30  1.091527E-30  1.208248E-30  1.185082E-30  1.000000E-30
     91  2.727878734382E-03  1.021914E-30  1.006268E-30  1.063215E-30  1.082991E-30  1.093730E-30  1.213058E-30  1.189353E-30  1.000000E-30
     92  2.790178404165E-03  1.022435E-30  1.006415E-30  1.064664E-30  1.084928E-30  1.095949E-30  1.217894E-30  1.193646E-30  1.000000E-30
     93  2.852824875480E-03  1.022960E-30  1.006562E-30  1.066122E-30  1.086879E-30  1.098186E-30  1.222755E-30  1.197962E-30  1.000000E-30
     94  2.915817796872E-03  1.023488E-30  1.006711E-30  1.067588E-30  1.088842E-30  1.100440E-30  1.227643E-30  1.202301E-30  1.000000E-30
     95  2.979156831833E-03  1.024021E-30  1.006861E-30  1.069063E-30  1.090820E-30  1.102711E-30  1.232557E-30  1.206661E-30  1.000000E-30
