 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                w213          w214          w215          w216          w217          w218          w219          w220 
     27  8.489118412102E-05  1.000705E-30  1.000753E-30  1.001676E-30  1.001076E-30  1.001685E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000795E-30  1.000849E-30  1.001890E-30  1.001213E-30  1.001899E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000889E-30  1.000950E-30  1.002114E-30  1.001357E-30  1.002125E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000989E-30  1.001056E-30  1.002351E-30  1.001508E-30  1.002363E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.001134E-30  1.001212E-30  1.002696E-30  1.001730E-30  1.002710E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.001407E-30  1.001503E-30  1.003345E-30  1.002146E-30  1.003361E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.001653E-30  1.001766E-30  1.003930E-30  1.002520E-30  1.003947E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.001878E-30  1.002006E-30  1.004463E-30  1.002862E-30  1.004482E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.002086E-30  1.002228E-30  1.004958E-30  1.003179E-30  1.004978E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.002282E-30  1.002438E-30  1.005423E-30  1.003477E-30  1.005445E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.002470E-30  1.002638E-30  1.005868E-30  1.003762E-30  1.005891E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.002651E-30  1.002832E-30  1.006299E-30  1.004038E-30  1.006322E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.002919E-30  1.003118E-30  1.006936E-30  1.004445E-30  1.006960E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.003177E-30  1.003393E-30  1.007547E-30  1.004836E-30  1.007572E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.003426E-30  1.003659E-30  1.008138E-30  1.005213E-30  1.008163E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.003668E-30  1.003917E-30  1.008712E-30  1.005580E-30  1.008737E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.003904E-30  1.004170E-30  1.009274E-30  1.005939E-30  1.009299E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.004137E-30  1.004418E-30  1.009826E-30  1.006291E-30  1.009850E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.004367E-30  1.004664E-30  1.010371E-30  1.006640E-30  1.010395E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.004595E-30  1.004908E-30  1.010913E-30  1.006985E-30  1.010936E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.004823E-30  1.005151E-30  1.011454E-30  1.007330E-30  1.011476E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.005051E-30  1.005395E-30  1.011995E-30  1.007676E-30  1.012016E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.005281E-30  1.005640E-30  1.012540E-30  1.008023E-30  1.012559E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.005513E-30  1.005887E-30  1.013089E-30  1.008373E-30  1.013107E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.005747E-30  1.006137E-30  1.013645E-30  1.008727E-30  1.013661E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.005985E-30  1.006391E-30  1.014208E-30  1.009086E-30  1.014223E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.006227E-30  1.006650E-30  1.014782E-30  1.009452E-30  1.014794E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.006474E-30  1.006914E-30  1.015368E-30  1.009825E-30  1.015377E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.006727E-30  1.007184E-30  1.015968E-30  1.010206E-30  1.015974E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.006987E-30  1.007462E-30  1.016584E-30  1.010598E-30  1.016587E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.007256E-30  1.007748E-30  1.017220E-30  1.011003E-30  1.017219E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.007534E-30  1.008045E-30  1.017879E-30  1.011422E-30  1.017875E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.007825E-30  1.008356E-30  1.018569E-30  1.011860E-30  1.018560E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.008133E-30  1.008684E-30  1.019297E-30  1.012323E-30  1.019283E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.008465E-30  1.009039E-30  1.020084E-30  1.012822E-30  1.020064E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.008847E-30  1.009447E-30  1.020989E-30  1.013396E-30  1.020962E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.009259E-30  1.009886E-30  1.021962E-30  1.014013E-30  1.021926E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.009678E-30  1.010334E-30  1.022955E-30  1.014643E-30  1.022910E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.010103E-30  1.010787E-30  1.023960E-30  1.015279E-30  1.023904E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.010531E-30  1.011244E-30  1.024973E-30  1.015920E-30  1.024906E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.010962E-30  1.011704E-30  1.025992E-30  1.016566E-30  1.025914E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.011396E-30  1.012167E-30  1.027018E-30  1.017214E-30  1.026927E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.011832E-30  1.012633E-30  1.028049E-30  1.017866E-30  1.027945E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.012271E-30  1.013101E-30  1.029086E-30  1.018521E-30  1.028968E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.012712E-30  1.013571E-30  1.030129E-30  1.019179E-30  1.029995E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.013156E-30  1.014045E-30  1.031176E-30  1.019840E-30  1.031027E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.013602E-30  1.014520E-30  1.032229E-30  1.020503E-30  1.032063E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.014050E-30  1.014999E-30  1.033288E-30  1.021170E-30  1.033104E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.014501E-30  1.015479E-30  1.034351E-30  1.021839E-30  1.034149E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.014953E-30  1.015962E-30  1.035419E-30  1.022512E-30  1.035198E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.015408E-30  1.016447E-30  1.036493E-30  1.023187E-30  1.036252E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.015866E-30  1.016935E-30  1.037572E-30  1.023865E-30  1.037309E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.016325E-30  1.017425E-30  1.038655E-30  1.024545E-30  1.038371E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.016787E-30  1.017918E-30  1.039744E-30  1.025228E-30  1.039437E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.017251E-30  1.018413E-30  1.040837E-30  1.025914E-30  1.040506E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.017717E-30  1.018910E-30  1.041936E-30  1.026602E-30  1.041580E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.018185E-30  1.019409E-30  1.043039E-30  1.027293E-30  1.042658E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.018656E-30  1.019911E-30  1.044147E-30  1.027987E-30  1.043739E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.019128E-30  1.020415E-30  1.045260E-30  1.028683E-30  1.044824E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.019603E-30  1.020921E-30  1.046377E-30  1.029381E-30  1.045913E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.020080E-30  1.021429E-30  1.047499E-30  1.030082E-30  1.047006E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.020559E-30  1.021940E-30  1.048626E-30  1.030786E-30  1.048102E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.021040E-30  1.022452E-30  1.049758E-30  1.031492E-30  1.049202E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.021523E-30  1.022967E-30  1.050894E-30  1.032200E-30  1.050305E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.022008E-30  1.023485E-30  1.052035E-30  1.032910E-30  1.051412E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.022495E-30  1.024004E-30  1.053180E-30  1.033623E-30  1.052523E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.022984E-30  1.024525E-30  1.054329E-30  1.034338E-30  1.053636E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.023476E-30  1.025049E-30  1.055483E-30  1.035056E-30  1.054754E-30  1.000000E-30  1.000000E-30  1.000000E-30
