 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                os214         os215         os216         os217         os218         os219         os220         os221
     27  8.489118412102E-05  1.000990E-30  1.000684E-30  1.000853E-30  1.001336E-30  1.001138E-30  1.001298E-30  1.001652E-30  1.001507E-30
     28  9.570255892797E-05  1.001117E-30  1.000771E-30  1.000962E-30  1.001506E-30  1.001283E-30  1.001464E-30  1.001863E-30  1.001699E-30
     29  1.070853065563E-04  1.001249E-30  1.000863E-30  1.001076E-30  1.001685E-30  1.001436E-30  1.001638E-30  1.002085E-30  1.001901E-30
     30  1.190882425669E-04  1.001389E-30  1.000960E-30  1.001197E-30  1.001874E-30  1.001597E-30  1.001822E-30  1.002319E-30  1.002114E-30
     31  1.366291075688E-04  1.001594E-30  1.001101E-30  1.001374E-30  1.002150E-30  1.001832E-30  1.002091E-30  1.002661E-30  1.002424E-30
     32  1.695708820900E-04  1.001978E-30  1.001367E-30  1.001706E-30  1.002669E-30  1.002275E-30  1.002595E-30  1.003303E-30  1.003007E-30
     33  1.992873377730E-04  1.002325E-30  1.001607E-30  1.002005E-30  1.003137E-30  1.002674E-30  1.003051E-30  1.003883E-30  1.003533E-30
     34  2.264248739983E-04  1.002641E-30  1.001826E-30  1.002279E-30  1.003564E-30  1.003039E-30  1.003467E-30  1.004413E-30  1.004013E-30
     35  2.515933231106E-04  1.002934E-30  1.002028E-30  1.002533E-30  1.003961E-30  1.003378E-30  1.003853E-30  1.004905E-30  1.004457E-30
     36  2.753099894686E-04  1.003211E-30  1.002220E-30  1.002773E-30  1.004335E-30  1.003697E-30  1.004217E-30  1.005369E-30  1.004876E-30
     37  2.979926919870E-04  1.003475E-30  1.002403E-30  1.003002E-30  1.004692E-30  1.004002E-30  1.004565E-30  1.005813E-30  1.005276E-30
     38  3.199702121451E-04  1.003731E-30  1.002580E-30  1.003224E-30  1.005039E-30  1.004298E-30  1.004902E-30  1.006243E-30  1.005663E-30
     39  3.524429751724E-04  1.004110E-30  1.002842E-30  1.003552E-30  1.005550E-30  1.004736E-30  1.005401E-30  1.006879E-30  1.006235E-30
     40  3.836809895565E-04  1.004474E-30  1.003094E-30  1.003869E-30  1.006043E-30  1.005157E-30  1.005881E-30  1.007491E-30  1.006785E-30
     41  4.138876583201E-04  1.004826E-30  1.003338E-30  1.004175E-30  1.006519E-30  1.005565E-30  1.006346E-30  1.008083E-30  1.007316E-30
     42  4.432651277490E-04  1.005168E-30  1.003575E-30  1.004472E-30  1.006983E-30  1.005961E-30  1.006798E-30  1.008659E-30  1.007832E-30
     43  4.720041568584E-04  1.005503E-30  1.003807E-30  1.004764E-30  1.007436E-30  1.006350E-30  1.007240E-30  1.009223E-30  1.008337E-30
     44  5.002792532552E-04  1.005832E-30  1.004035E-30  1.005051E-30  1.007882E-30  1.006732E-30  1.007675E-30  1.009779E-30  1.008833E-30
     45  5.282472522620E-04  1.006158E-30  1.004260E-30  1.005335E-30  1.008324E-30  1.007110E-30  1.008106E-30  1.010328E-30  1.009323E-30
     46  5.560479783168E-04  1.006482E-30  1.004485E-30  1.005618E-30  1.008763E-30  1.007486E-30  1.008534E-30  1.010875E-30  1.009810E-30
     47  5.838060709037E-04  1.006805E-30  1.004709E-30  1.005900E-30  1.009201E-30  1.007862E-30  1.008962E-30  1.011421E-30  1.010296E-30
     48  6.116334118686E-04  1.007129E-30  1.004934E-30  1.006183E-30  1.009640E-30  1.008238E-30  1.009391E-30  1.011968E-30  1.010782E-30
     49  6.396318340541E-04  1.007455E-30  1.005160E-30  1.006468E-30  1.010083E-30  1.008618E-30  1.009823E-30  1.012520E-30  1.011272E-30
     50  6.678959636874E-04  1.007784E-30  1.005388E-30  1.006756E-30  1.010529E-30  1.009001E-30  1.010259E-30  1.013077E-30  1.011765E-30
     51  6.965161747902E-04  1.008117E-30  1.005619E-30  1.007048E-30  1.010981E-30  1.009389E-30  1.010700E-30  1.013641E-30  1.012264E-30
     52  7.255817382538E-04  1.008455E-30  1.005854E-30  1.007345E-30  1.011441E-30  1.009783E-30  1.011149E-30  1.014214E-30  1.012771E-30
     53  7.551843574001E-04  1.008799E-30  1.006093E-30  1.007647E-30  1.011908E-30  1.010185E-30  1.011606E-30  1.014798E-30  1.013287E-30
     54  7.854224313090E-04  1.009151E-30  1.006337E-30  1.007956E-30  1.012387E-30  1.010596E-30  1.012074E-30  1.015396E-30  1.013813E-30
     55  8.164066374138E-04  1.009512E-30  1.006587E-30  1.008272E-30  1.012876E-30  1.011017E-30  1.012553E-30  1.016008E-30  1.014352E-30
     56  8.482679080764E-04  1.009882E-30  1.006844E-30  1.008598E-30  1.013380E-30  1.011450E-30  1.013046E-30  1.016638E-30  1.014906E-30
     57  8.811699017317E-04  1.010265E-30  1.007110E-30  1.008935E-30  1.013901E-30  1.011898E-30  1.013555E-30  1.017288E-30  1.015477E-30
     58  9.153304977871E-04  1.010662E-30  1.007386E-30  1.009285E-30  1.014441E-30  1.012363E-30  1.014083E-30  1.017965E-30  1.016069E-30
     59  9.510634923056E-04  1.011078E-30  1.007675E-30  1.009652E-30  1.015007E-30  1.012849E-30  1.014637E-30  1.018672E-30  1.016689E-30
     60  9.888739022907E-04  1.011517E-30  1.007981E-30  1.010040E-30  1.015606E-30  1.013364E-30  1.015223E-30  1.019422E-30  1.017343E-30
     61  1.029744313280E-03  1.011992E-30  1.008311E-30  1.010459E-30  1.016253E-30  1.013922E-30  1.015856E-30  1.020232E-30  1.018050E-30
     62  1.076805333108E-03  1.012539E-30  1.008691E-30  1.010943E-30  1.016998E-30  1.014564E-30  1.016586E-30  1.021166E-30  1.018863E-30
     63  1.127478238084E-03  1.013128E-30  1.009101E-30  1.011465E-30  1.017801E-30  1.015256E-30  1.017373E-30  1.022173E-30  1.019737E-30
     64  1.179263354774E-03  1.013730E-30  1.009520E-30  1.011998E-30  1.018622E-30  1.015964E-30  1.018177E-30  1.023203E-30  1.020629E-30
     65  1.231720185468E-03  1.014339E-30  1.009944E-30  1.012540E-30  1.019454E-30  1.016682E-30  1.018992E-30  1.024247E-30  1.021531E-30
     66  1.284679788904E-03  1.014954E-30  1.010372E-30  1.013087E-30  1.020294E-30  1.017407E-30  1.019816E-30  1.025302E-30  1.022440E-30
     67  1.338068714676E-03  1.015574E-30  1.010804E-30  1.013639E-30  1.021141E-30  1.018139E-30  1.020647E-30  1.026367E-30  1.023356E-30
     68  1.391852718980E-03  1.016198E-30  1.011239E-30  1.014196E-30  1.021995E-30  1.018876E-30  1.021484E-30  1.027440E-30  1.024277E-30
     69  1.446014888479E-03  1.016827E-30  1.011678E-30  1.014757E-30  1.022855E-30  1.019620E-30  1.022328E-30  1.028522E-30  1.025203E-30
     70  1.500546342624E-03  1.017460E-30  1.012119E-30  1.015323E-30  1.023722E-30  1.020369E-30  1.023179E-30  1.029613E-30  1.026134E-30
     71  1.555442065896E-03  1.018097E-30  1.012564E-30  1.015893E-30  1.024594E-30  1.021124E-30  1.024035E-30  1.030711E-30  1.027070E-30
     72  1.610698967280E-03  1.018738E-30  1.013011E-30  1.016468E-30  1.025473E-30  1.021885E-30  1.024898E-30  1.031818E-30  1.028011E-30
     73  1.666314948699E-03  1.019383E-30  1.013462E-30  1.017047E-30  1.026357E-30  1.022651E-30  1.025767E-30  1.032933E-30  1.028956E-30
     74  1.722288445659E-03  1.020032E-30  1.013915E-30  1.017631E-30  1.027248E-30  1.023423E-30  1.026642E-30  1.034057E-30  1.029906E-30
     75  1.778618195039E-03  1.020685E-30  1.014372E-30  1.018219E-30  1.028145E-30  1.024201E-30  1.027523E-30  1.035188E-30  1.030861E-30
     76  1.835303663832E-03  1.021342E-30  1.014831E-30  1.018812E-30  1.029048E-30  1.024984E-30  1.028411E-30  1.036328E-30  1.031820E-30
     77  1.892344396716E-03  1.022003E-30  1.015293E-30  1.019409E-30  1.029957E-30  1.025772E-30  1.029304E-30  1.037476E-30  1.032783E-30
     78  1.949739812628E-03  1.022668E-30  1.015759E-30  1.020011E-30  1.030871E-30  1.026567E-30  1.030204E-30  1.038632E-30  1.033751E-30
     79  2.007489276907E-03  1.023337E-30  1.016227E-30  1.020617E-30  1.031792E-30  1.027367E-30  1.031110E-30  1.039796E-30  1.034724E-30
     80  2.065592139419E-03  1.024010E-30  1.016699E-30  1.021227E-30  1.032719E-30  1.028172E-30  1.032022E-30  1.040969E-30  1.035701E-30
     81  2.124047755162E-03  1.024687E-30  1.017173E-30  1.021842E-30  1.033652E-30  1.028983E-30  1.032940E-30  1.042150E-30  1.036682E-30
     82  2.182855495215E-03  1.025368E-30  1.017650E-30  1.022462E-30  1.034591E-30  1.029800E-30  1.033864E-30  1.043338E-30  1.037668E-30
     83  2.242014752368E-03  1.026053E-30  1.018131E-30  1.023086E-30  1.035536E-30  1.030622E-30  1.034795E-30  1.044536E-30  1.038657E-30
     84  2.301524943777E-03  1.026741E-30  1.018614E-30  1.023714E-30  1.036488E-30  1.031450E-30  1.035731E-30  1.045741E-30  1.039652E-30
     85  2.361385511936E-03  1.027434E-30  1.019100E-30  1.024347E-30  1.037445E-30  1.032283E-30  1.036674E-30  1.046954E-30  1.040650E-30
     86  2.421595924701E-03  1.028130E-30  1.019589E-30  1.024985E-30  1.038408E-30  1.033123E-30  1.037623E-30  1.048176E-30  1.041652E-30
     87  2.482155674804E-03  1.028831E-30  1.020081E-30  1.025627E-30  1.039377E-30  1.033967E-30  1.038577E-30  1.049405E-30  1.042659E-30
     88  2.543064279071E-03  1.029535E-30  1.020577E-30  1.026274E-30  1.040352E-30  1.034818E-30  1.039538E-30  1.050643E-30  1.043670E-30
     89  2.604321277494E-03  1.030243E-30  1.021075E-30  1.026925E-30  1.041334E-30  1.035674E-30  1.040506E-30  1.051889E-30  1.044685E-30
     90  2.665926232237E-03  1.030955E-30  1.021576E-30  1.027581E-30  1.042321E-30  1.036535E-30  1.041479E-30  1.053144E-30  1.045704E-30
     91  2.727878734382E-03  1.031671E-30  1.022080E-30  1.028241E-30  1.043315E-30  1.037402E-30  1.042458E-30  1.054406E-30  1.046727E-30
     92  2.790178404165E-03  1.032391E-30  1.022587E-30  1.028906E-30  1.044314E-30  1.038275E-30  1.043443E-30  1.055677E-30  1.047754E-30
     93  2.852824875480E-03  1.033115E-30  1.023097E-30  1.029575E-30  1.045320E-30  1.039153E-30  1.044435E-30  1.056956E-30  1.048785E-30
     94  2.915817796872E-03  1.033842E-30  1.023610E-30  1.030249E-30  1.046331E-30  1.040037E-30  1.045433E-30  1.058243E-30  1.049819E-30
