 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                gd173         gd174         gd175         gd176         gd177         gd178         gd179         gd180
     27  8.489118412102E-05  1.000715E-30  1.000866E-30  1.000331E-30  1.000863E-30  1.001090E-30  1.001377E-30  1.001505E-30  1.003174E-30
     28  9.570255892797E-05  1.000806E-30  1.000977E-30  1.000373E-30  1.000973E-30  1.001229E-30  1.001553E-30  1.001697E-30  1.003578E-30
     29  1.070853065563E-04  1.000902E-30  1.001093E-30  1.000417E-30  1.001088E-30  1.001375E-30  1.001737E-30  1.001900E-30  1.004003E-30
     30  1.190882425669E-04  1.001003E-30  1.001215E-30  1.000464E-30  1.001210E-30  1.001529E-30  1.001932E-30  1.002113E-30  1.004451E-30
     31  1.366291075688E-04  1.001150E-30  1.001394E-30  1.000533E-30  1.001388E-30  1.001755E-30  1.002217E-30  1.002425E-30  1.005107E-30
     32  1.695708820900E-04  1.001428E-30  1.001730E-30  1.000661E-30  1.001723E-30  1.002178E-30  1.002751E-30  1.003011E-30  1.006337E-30
     33  1.992873377730E-04  1.001678E-30  1.002034E-30  1.000777E-30  1.002025E-30  1.002559E-30  1.003233E-30  1.003540E-30  1.007446E-30
     34  2.264248739983E-04  1.001906E-30  1.002310E-30  1.000883E-30  1.002301E-30  1.002908E-30  1.003673E-30  1.004024E-30  1.008459E-30
     35  2.515933231106E-04  1.002118E-30  1.002567E-30  1.000981E-30  1.002556E-30  1.003231E-30  1.004082E-30  1.004472E-30  1.009398E-30
     36  2.753099894686E-04  1.002318E-30  1.002809E-30  1.001074E-30  1.002797E-30  1.003535E-30  1.004466E-30  1.004896E-30  1.010283E-30
     37  2.979926919870E-04  1.002509E-30  1.003040E-30  1.001162E-30  1.003027E-30  1.003827E-30  1.004834E-30  1.005301E-30  1.011129E-30
     38  3.199702121451E-04  1.002694E-30  1.003265E-30  1.001248E-30  1.003250E-30  1.004109E-30  1.005191E-30  1.005694E-30  1.011948E-30
     39  3.524429751724E-04  1.002967E-30  1.003596E-30  1.001375E-30  1.003580E-30  1.004526E-30  1.005717E-30  1.006275E-30  1.013159E-30
     40  3.836809895565E-04  1.003230E-30  1.003914E-30  1.001496E-30  1.003897E-30  1.004927E-30  1.006224E-30  1.006834E-30  1.014323E-30
     41  4.138876583201E-04  1.003484E-30  1.004222E-30  1.001614E-30  1.004204E-30  1.005314E-30  1.006714E-30  1.007375E-30  1.015448E-30
     42  4.432651277490E-04  1.003731E-30  1.004522E-30  1.001729E-30  1.004502E-30  1.005691E-30  1.007191E-30  1.007902E-30  1.016543E-30
     43  4.720041568584E-04  1.003973E-30  1.004815E-30  1.001841E-30  1.004794E-30  1.006060E-30  1.007657E-30  1.008418E-30  1.017613E-30
     44  5.002792532552E-04  1.004211E-30  1.005103E-30  1.001951E-30  1.005081E-30  1.006423E-30  1.008115E-30  1.008926E-30  1.018665E-30
     45  5.282472522620E-04  1.004446E-30  1.005388E-30  1.002061E-30  1.005364E-30  1.006782E-30  1.008569E-30  1.009429E-30  1.019706E-30
     46  5.560479783168E-04  1.004680E-30  1.005671E-30  1.002169E-30  1.005646E-30  1.007139E-30  1.009020E-30  1.009929E-30  1.020740E-30
     47  5.838060709037E-04  1.004913E-30  1.005954E-30  1.002278E-30  1.005928E-30  1.007495E-30  1.009470E-30  1.010429E-30  1.021773E-30
     48  6.116334118686E-04  1.005147E-30  1.006238E-30  1.002386E-30  1.006210E-30  1.007853E-30  1.009922E-30  1.010931E-30  1.022807E-30
     49  6.396318340541E-04  1.005383E-30  1.006523E-30  1.002496E-30  1.006494E-30  1.008212E-30  1.010376E-30  1.011436E-30  1.023848E-30
     50  6.678959636874E-04  1.005620E-30  1.006811E-30  1.002606E-30  1.006781E-30  1.008575E-30  1.010834E-30  1.011946E-30  1.024899E-30
     51  6.965161747902E-04  1.005861E-30  1.007103E-30  1.002718E-30  1.007071E-30  1.008942E-30  1.011299E-30  1.012463E-30  1.025962E-30
     52  7.255817382538E-04  1.006105E-30  1.007399E-30  1.002831E-30  1.007365E-30  1.009315E-30  1.011770E-30  1.012989E-30  1.027042E-30
     53  7.551843574001E-04  1.006354E-30  1.007700E-30  1.002947E-30  1.007666E-30  1.009695E-30  1.012250E-30  1.013524E-30  1.028141E-30
     54  7.854224313090E-04  1.006608E-30  1.008008E-30  1.003065E-30  1.007972E-30  1.010083E-30  1.012741E-30  1.014072E-30  1.029263E-30
     55  8.164066374138E-04  1.006869E-30  1.008324E-30  1.003186E-30  1.008286E-30  1.010481E-30  1.013243E-30  1.014634E-30  1.030413E-30
     56  8.482679080764E-04  1.007137E-30  1.008648E-30  1.003311E-30  1.008609E-30  1.010890E-30  1.013760E-30  1.015212E-30  1.031595E-30
     57  8.811699017317E-04  1.007413E-30  1.008983E-30  1.003439E-30  1.008942E-30  1.011312E-30  1.014294E-30  1.015810E-30  1.032815E-30
     58  9.153304977871E-04  1.007700E-30  1.009331E-30  1.003573E-30  1.009288E-30  1.011750E-30  1.014848E-30  1.016431E-30  1.034082E-30
     59  9.510634923056E-04  1.008001E-30  1.009695E-30  1.003713E-30  1.009650E-30  1.012209E-30  1.015428E-30  1.017081E-30  1.035406E-30
     60  9.888739022907E-04  1.008318E-30  1.010080E-30  1.003860E-30  1.010033E-30  1.012694E-30  1.016041E-30  1.017770E-30  1.036807E-30
     61  1.029744313280E-03  1.008662E-30  1.010496E-30  1.004020E-30  1.010447E-30  1.013218E-30  1.016705E-30  1.018516E-30  1.038321E-30
     62  1.076805333108E-03  1.009057E-30  1.010975E-30  1.004204E-30  1.010924E-30  1.013822E-30  1.017468E-30  1.019376E-30  1.040063E-30
     63  1.127478238084E-03  1.009483E-30  1.011491E-30  1.004402E-30  1.011437E-30  1.014472E-30  1.018290E-30  1.020302E-30  1.041938E-30
     64  1.179263354774E-03  1.009918E-30  1.012018E-30  1.004605E-30  1.011961E-30  1.015137E-30  1.019131E-30  1.021251E-30  1.043853E-30
     65  1.231720185468E-03  1.010358E-30  1.012551E-30  1.004810E-30  1.012492E-30  1.015810E-30  1.019982E-30  1.022213E-30  1.045792E-30
     66  1.284679788904E-03  1.010803E-30  1.013090E-30  1.005018E-30  1.013028E-30  1.016489E-30  1.020841E-30  1.023186E-30  1.047749E-30
     67  1.338068714676E-03  1.011251E-30  1.013633E-30  1.005227E-30  1.013568E-30  1.017174E-30  1.021708E-30  1.024169E-30  1.049720E-30
     68  1.391852718980E-03  1.011703E-30  1.014180E-30  1.005437E-30  1.014112E-30  1.017864E-30  1.022581E-30  1.025160E-30  1.051705E-30
     69  1.446014888479E-03  1.012158E-30  1.014731E-30  1.005649E-30  1.014659E-30  1.018559E-30  1.023460E-30  1.026160E-30  1.053703E-30
     70  1.500546342624E-03  1.012615E-30  1.015285E-30  1.005863E-30  1.015211E-30  1.019259E-30  1.024346E-30  1.027168E-30  1.055714E-30
     71  1.555442065896E-03  1.013076E-30  1.015843E-30  1.006078E-30  1.015766E-30  1.019963E-30  1.025237E-30  1.028184E-30  1.057737E-30
     72  1.610698967280E-03  1.013540E-30  1.016404E-30  1.006294E-30  1.016324E-30  1.020672E-30  1.026134E-30  1.029209E-30  1.059772E-30
     73  1.666314948699E-03  1.014007E-30  1.016970E-30  1.006512E-30  1.016886E-30  1.021385E-30  1.027037E-30  1.030242E-30  1.061819E-30
     74  1.722288445659E-03  1.014476E-30  1.017538E-30  1.006732E-30  1.017452E-30  1.022103E-30  1.027946E-30  1.031284E-30  1.063878E-30
     75  1.778618195039E-03  1.014949E-30  1.018111E-30  1.006953E-30  1.018021E-30  1.022826E-30  1.028861E-30  1.032334E-30  1.065949E-30
     76  1.835303663832E-03  1.015424E-30  1.018686E-30  1.007175E-30  1.018593E-30  1.023553E-30  1.029782E-30  1.033392E-30  1.068033E-30
     77  1.892344396716E-03  1.015903E-30  1.019265E-30  1.007399E-30  1.019170E-30  1.024285E-30  1.030709E-30  1.034458E-30  1.070128E-30
     78  1.949739812628E-03  1.016384E-30  1.019848E-30  1.007624E-30  1.019749E-30  1.025021E-30  1.031642E-30  1.035533E-30  1.072235E-30
     79  2.007489276907E-03  1.016868E-30  1.020435E-30  1.007850E-30  1.020332E-30  1.025762E-30  1.032580E-30  1.036616E-30  1.074353E-30
     80  2.065592139419E-03  1.017355E-30  1.021024E-30  1.008078E-30  1.020918E-30  1.026508E-30  1.033525E-30  1.037708E-30  1.076484E-30
     81  2.124047755162E-03  1.017845E-30  1.021618E-30  1.008308E-30  1.021508E-30  1.027258E-30  1.034475E-30  1.038808E-30  1.078626E-30
     82  2.182855495215E-03  1.018338E-30  1.022214E-30  1.008539E-30  1.022102E-30  1.028012E-30  1.035431E-30  1.039916E-30  1.080780E-30
     83  2.242014752368E-03  1.018834E-30  1.022814E-30  1.008771E-30  1.022699E-30  1.028771E-30  1.036394E-30  1.041033E-30  1.082945E-30
     84  2.301524943777E-03  1.019333E-30  1.023418E-30  1.009005E-30  1.023299E-30  1.029535E-30  1.037362E-30  1.042159E-30  1.085122E-30
     85  2.361385511936E-03  1.019834E-30  1.024025E-30  1.009240E-30  1.023903E-30  1.030303E-30  1.038335E-30  1.043293E-30  1.087311E-30
     86  2.421595924701E-03  1.020339E-30  1.024636E-30  1.009477E-30  1.024510E-30  1.031075E-30  1.039315E-30  1.044436E-30  1.089511E-30
     87  2.482155674804E-03  1.020846E-30  1.025250E-30  1.009715E-30  1.025120E-30  1.031853E-30  1.040301E-30  1.045587E-30  1.091723E-30
     88  2.543064279071E-03  1.021356E-30  1.025867E-30  1.009954E-30  1.025734E-30  1.032634E-30  1.041292E-30  1.046747E-30  1.093946E-30
     89  2.604321277494E-03  1.021869E-30  1.026488E-30  1.010195E-30  1.026352E-30  1.033420E-30  1.042290E-30  1.047915E-30  1.096180E-30
     90  2.665926232237E-03  1.022385E-30  1.027112E-30  1.010438E-30  1.026972E-30  1.034211E-30  1.043293E-30  1.049092E-30  1.098426E-30
     91  2.727878734382E-03  1.022903E-30  1.027740E-30  1.010682E-30  1.027597E-30  1.035006E-30  1.044302E-30  1.050278E-30  1.100684E-30
     92  2.790178404165E-03  1.023425E-30  1.028371E-30  1.010927E-30  1.028224E-30  1.035806E-30  1.045317E-30  1.051473E-30  1.102952E-30
     93  2.852824875480E-03  1.023949E-30  1.029006E-30  1.011173E-30  1.028855E-30  1.036610E-30  1.046338E-30  1.052676E-30  1.105232E-30
     94  2.915817796872E-03  1.024476E-30  1.029644E-30  1.011421E-30  1.029490E-30  1.037418E-30  1.047365E-30  1.053888E-30  1.107524E-30
     95  2.979156831833E-03  1.025006E-30  1.030285E-30  1.011671E-30  1.030127E-30  1.038231E-30  1.048398E-30  1.055109E-30  1.109826E-30
