 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                nd164         nd165         nd166         nd167         nd168         nd169         nd170         nd171
     27  8.489118412102E-05  1.002518E-30  1.000832E-30  1.001335E-30  1.002033E-30  1.002022E-30  1.001135E-30  1.002591E-30  1.002652E-30
     28  9.570255892797E-05  1.002838E-30  1.000938E-30  1.001504E-30  1.002292E-30  1.002279E-30  1.001280E-30  1.002921E-30  1.002989E-30
     29  1.070853065563E-04  1.003176E-30  1.001049E-30  1.001683E-30  1.002564E-30  1.002550E-30  1.001432E-30  1.003268E-30  1.003345E-30
     30  1.190882425669E-04  1.003532E-30  1.001166E-30  1.001872E-30  1.002852E-30  1.002836E-30  1.001593E-30  1.003634E-30  1.003719E-30
     31  1.366291075688E-04  1.004052E-30  1.001338E-30  1.002148E-30  1.003272E-30  1.003254E-30  1.001828E-30  1.004169E-30  1.004266E-30
     32  1.695708820900E-04  1.005028E-30  1.001660E-30  1.002666E-30  1.004060E-30  1.004038E-30  1.002270E-30  1.005173E-30  1.005293E-30
     33  1.992873377730E-04  1.005909E-30  1.001951E-30  1.003133E-30  1.004771E-30  1.004745E-30  1.002669E-30  1.006078E-30  1.006218E-30
     34  2.264248739983E-04  1.006713E-30  1.002216E-30  1.003559E-30  1.005421E-30  1.005391E-30  1.003033E-30  1.006904E-30  1.007063E-30
     35  2.515933231106E-04  1.007458E-30  1.002462E-30  1.003955E-30  1.006023E-30  1.005990E-30  1.003372E-30  1.007670E-30  1.007846E-30
     36  2.753099894686E-04  1.008161E-30  1.002693E-30  1.004328E-30  1.006590E-30  1.006555E-30  1.003691E-30  1.008392E-30  1.008584E-30
     37  2.979926919870E-04  1.008833E-30  1.002915E-30  1.004684E-30  1.007133E-30  1.007094E-30  1.003996E-30  1.009082E-30  1.009289E-30
     38  3.199702121451E-04  1.009484E-30  1.003129E-30  1.005029E-30  1.007659E-30  1.007617E-30  1.004292E-30  1.009750E-30  1.009972E-30
     39  3.524429751724E-04  1.010446E-30  1.003446E-30  1.005540E-30  1.008435E-30  1.008390E-30  1.004730E-30  1.010738E-30  1.010980E-30
     40  3.836809895565E-04  1.011370E-30  1.003750E-30  1.006031E-30  1.009183E-30  1.009133E-30  1.005152E-30  1.011687E-30  1.011950E-30
     41  4.138876583201E-04  1.012265E-30  1.004044E-30  1.006506E-30  1.009905E-30  1.009852E-30  1.005560E-30  1.012604E-30  1.012887E-30
     42  4.432651277490E-04  1.013134E-30  1.004330E-30  1.006967E-30  1.010607E-30  1.010551E-30  1.005958E-30  1.013496E-30  1.013797E-30
     43  4.720041568584E-04  1.013985E-30  1.004610E-30  1.007419E-30  1.011294E-30  1.011234E-30  1.006347E-30  1.014368E-30  1.014688E-30
     44  5.002792532552E-04  1.014822E-30  1.004885E-30  1.007863E-30  1.011970E-30  1.011907E-30  1.006730E-30  1.015226E-30  1.015563E-30
     45  5.282472522620E-04  1.015649E-30  1.005157E-30  1.008303E-30  1.012638E-30  1.012572E-30  1.007109E-30  1.016075E-30  1.016429E-30
     46  5.560479783168E-04  1.016472E-30  1.005427E-30  1.008740E-30  1.013303E-30  1.013233E-30  1.007486E-30  1.016917E-30  1.017289E-30
     47  5.838060709037E-04  1.017293E-30  1.005697E-30  1.009176E-30  1.013966E-30  1.013893E-30  1.007863E-30  1.017759E-30  1.018147E-30
     48  6.116334118686E-04  1.018116E-30  1.005967E-30  1.009613E-30  1.014631E-30  1.014555E-30  1.008241E-30  1.018602E-30  1.019007E-30
     49  6.396318340541E-04  1.018944E-30  1.006239E-30  1.010053E-30  1.015300E-30  1.015220E-30  1.008622E-30  1.019450E-30  1.019872E-30
     50  6.678959636874E-04  1.019779E-30  1.006513E-30  1.010497E-30  1.015975E-30  1.015892E-30  1.009007E-30  1.020305E-30  1.020745E-30
     51  6.965161747902E-04  1.020625E-30  1.006791E-30  1.010947E-30  1.016658E-30  1.016573E-30  1.009397E-30  1.021171E-30  1.021628E-30
     52  7.255817382538E-04  1.021485E-30  1.007072E-30  1.011404E-30  1.017353E-30  1.017264E-30  1.009794E-30  1.022051E-30  1.022524E-30
     53  7.551843574001E-04  1.022360E-30  1.007359E-30  1.011869E-30  1.018059E-30  1.017967E-30  1.010198E-30  1.022946E-30  1.023437E-30
     54  7.854224313090E-04  1.023253E-30  1.007652E-30  1.012344E-30  1.018781E-30  1.018686E-30  1.010611E-30  1.023860E-30  1.024368E-30
     55  8.164066374138E-04  1.024169E-30  1.007952E-30  1.012831E-30  1.019521E-30  1.019423E-30  1.011035E-30  1.024796E-30  1.025322E-30
     56  8.482679080764E-04  1.025110E-30  1.008260E-30  1.013332E-30  1.020282E-30  1.020180E-30  1.011471E-30  1.025759E-30  1.026303E-30
     57  8.811699017317E-04  1.026082E-30  1.008578E-30  1.013849E-30  1.021067E-30  1.020962E-30  1.011922E-30  1.026752E-30  1.027315E-30
     58  9.153304977871E-04  1.027090E-30  1.008908E-30  1.014386E-30  1.021882E-30  1.021773E-30  1.012390E-30  1.027783E-30  1.028365E-30
     59  9.510634923056E-04  1.028145E-30  1.009253E-30  1.014948E-30  1.022735E-30  1.022623E-30  1.012881E-30  1.028861E-30  1.029463E-30
     60  9.888739022907E-04  1.029262E-30  1.009618E-30  1.015542E-30  1.023637E-30  1.023521E-30  1.013401E-30  1.030002E-30  1.030624E-30
     61  1.029744313280E-03  1.030468E-30  1.010013E-30  1.016185E-30  1.024612E-30  1.024492E-30  1.013963E-30  1.031234E-30  1.031879E-30
     62  1.076805333108E-03  1.031857E-30  1.010466E-30  1.016924E-30  1.025735E-30  1.025610E-30  1.014612E-30  1.032651E-30  1.033322E-30
     63  1.127478238084E-03  1.033352E-30  1.010954E-30  1.017721E-30  1.026943E-30  1.026814E-30  1.015311E-30  1.034177E-30  1.034875E-30
     64  1.179263354774E-03  1.034879E-30  1.011453E-30  1.018535E-30  1.028178E-30  1.028044E-30  1.016027E-30  1.035736E-30  1.036460E-30
     65  1.231720185468E-03  1.036426E-30  1.011957E-30  1.019360E-30  1.029429E-30  1.029290E-30  1.016754E-30  1.037313E-30  1.038065E-30
     66  1.284679788904E-03  1.037987E-30  1.012466E-30  1.020192E-30  1.030691E-30  1.030548E-30  1.017488E-30  1.038905E-30  1.039685E-30
     67  1.338068714676E-03  1.039560E-30  1.012979E-30  1.021032E-30  1.031964E-30  1.031816E-30  1.018230E-30  1.040509E-30  1.041316E-30
     68  1.391852718980E-03  1.041145E-30  1.013494E-30  1.021878E-30  1.033245E-30  1.033093E-30  1.018978E-30  1.042124E-30  1.042958E-30
     69  1.446014888479E-03  1.042741E-30  1.014013E-30  1.022729E-30  1.034536E-30  1.034379E-30  1.019733E-30  1.043749E-30  1.044610E-30
     70  1.500546342624E-03  1.044346E-30  1.014536E-30  1.023587E-30  1.035835E-30  1.035674E-30  1.020494E-30  1.045385E-30  1.046272E-30
     71  1.555442065896E-03  1.045963E-30  1.015061E-30  1.024451E-30  1.037143E-30  1.036978E-30  1.021262E-30  1.047030E-30  1.047944E-30
     72  1.610698967280E-03  1.047589E-30  1.015589E-30  1.025320E-30  1.038459E-30  1.038290E-30  1.022036E-30  1.048686E-30  1.049626E-30
     73  1.666314948699E-03  1.049225E-30  1.016120E-30  1.026195E-30  1.039783E-30  1.039611E-30  1.022816E-30  1.050351E-30  1.051318E-30
     74  1.722288445659E-03  1.050872E-30  1.016654E-30  1.027075E-30  1.041116E-30  1.040940E-30  1.023603E-30  1.052026E-30  1.053019E-30
     75  1.778618195039E-03  1.052528E-30  1.017191E-30  1.027962E-30  1.042457E-30  1.042277E-30  1.024396E-30  1.053710E-30  1.054730E-30
     76  1.835303663832E-03  1.054195E-30  1.017731E-30  1.028854E-30  1.043806E-30  1.043623E-30  1.025196E-30  1.055405E-30  1.056451E-30
     77  1.892344396716E-03  1.055871E-30  1.018273E-30  1.029752E-30  1.045164E-30  1.044978E-30  1.026002E-30  1.057109E-30  1.058181E-30
     78  1.949739812628E-03  1.057558E-30  1.018819E-30  1.030656E-30  1.046530E-30  1.046341E-30  1.026814E-30  1.058823E-30  1.059921E-30
     79  2.007489276907E-03  1.059254E-30  1.019367E-30  1.031565E-30  1.047904E-30  1.047712E-30  1.027633E-30  1.060546E-30  1.061671E-30
     80  2.065592139419E-03  1.060960E-30  1.019919E-30  1.032480E-30  1.049286E-30  1.049092E-30  1.028458E-30  1.062279E-30  1.063430E-30
     81  2.124047755162E-03  1.062676E-30  1.020473E-30  1.033401E-30  1.050677E-30  1.050480E-30  1.029290E-30  1.064022E-30  1.065198E-30
     82  2.182855495215E-03  1.064402E-30  1.021030E-30  1.034327E-30  1.052076E-30  1.051876E-30  1.030128E-30  1.065774E-30  1.066977E-30
     83  2.242014752368E-03  1.066138E-30  1.021590E-30  1.035259E-30  1.053483E-30  1.053281E-30  1.030973E-30  1.067536E-30  1.068765E-30
     84  2.301524943777E-03  1.067884E-30  1.022152E-30  1.036197E-30  1.054899E-30  1.054695E-30  1.031824E-30  1.069308E-30  1.070562E-30
     85  2.361385511936E-03  1.069639E-30  1.022717E-30  1.037140E-30  1.056322E-30  1.056116E-30  1.032682E-30  1.071088E-30  1.072369E-30
     86  2.421595924701E-03  1.071404E-30  1.023285E-30  1.038090E-30  1.057754E-30  1.057547E-30  1.033547E-30  1.072879E-30  1.074186E-30
     87  2.482155674804E-03  1.073179E-30  1.023856E-30  1.039045E-30  1.059194E-30  1.058985E-30  1.034418E-30  1.074679E-30  1.076012E-30
     88  2.543064279071E-03  1.074963E-30  1.024430E-30  1.040005E-30  1.060642E-30  1.060432E-30  1.035296E-30  1.076489E-30  1.077848E-30
     89  2.604321277494E-03  1.076757E-30  1.025006E-30  1.040972E-30  1.062098E-30  1.061887E-30  1.036181E-30  1.078308E-30  1.079694E-30
     90  2.665926232237E-03  1.078561E-30  1.025586E-30  1.041944E-30  1.063563E-30  1.063351E-30  1.037072E-30  1.080136E-30  1.081549E-30
     91  2.727878734382E-03  1.080374E-30  1.026167E-30  1.042922E-30  1.065036E-30  1.064823E-30  1.037970E-30  1.081974E-30  1.083413E-30
     92  2.790178404165E-03  1.082197E-30  1.026752E-30  1.043905E-30  1.066516E-30  1.066304E-30  1.038875E-30  1.083821E-30  1.085287E-30
     93  2.852824875480E-03  1.084030E-30  1.027340E-30  1.044894E-30  1.068005E-30  1.067793E-30  1.039787E-30  1.085678E-30  1.087171E-30
     94  2.915817796872E-03  1.085872E-30  1.027930E-30  1.045889E-30  1.069503E-30  1.069290E-30  1.040705E-30  1.087544E-30  1.089064E-30
     95  2.979156831833E-03  1.087723E-30  1.028522E-30  1.046890E-30  1.071008E-30  1.070796E-30  1.041630E-30  1.089420E-30  1.090967E-30
