 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                re215         re216         re217         re218         re219         re220         re221         re222
     27  8.489118412102E-05  1.000492E-30  1.001361E-30  1.000900E-30  1.001323E-30  1.001284E-30  1.001706E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000554E-30  1.001534E-30  1.001014E-30  1.001491E-30  1.001447E-30  1.001922E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000621E-30  1.001717E-30  1.001135E-30  1.001668E-30  1.001619E-30  1.002150E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000691E-30  1.001909E-30  1.001263E-30  1.001855E-30  1.001800E-30  1.002391E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000793E-30  1.002191E-30  1.001449E-30  1.002127E-30  1.002064E-30  1.002742E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000985E-30  1.002719E-30  1.001800E-30  1.002639E-30  1.002560E-30  1.003401E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.001159E-30  1.003196E-30  1.002117E-30  1.003100E-30  1.003007E-30  1.003994E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.001318E-30  1.003632E-30  1.002407E-30  1.003521E-30  1.003415E-30  1.004535E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.001466E-30  1.004036E-30  1.002676E-30  1.003910E-30  1.003792E-30  1.005036E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.001605E-30  1.004417E-30  1.002930E-30  1.004277E-30  1.004148E-30  1.005508E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.001739E-30  1.004781E-30  1.003173E-30  1.004628E-30  1.004488E-30  1.005959E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.001868E-30  1.005134E-30  1.003408E-30  1.004967E-30  1.004817E-30  1.006396E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.002060E-30  1.005656E-30  1.003757E-30  1.005469E-30  1.005302E-30  1.007040E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.002245E-30  1.006158E-30  1.004093E-30  1.005950E-30  1.005769E-30  1.007658E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.002424E-30  1.006644E-30  1.004418E-30  1.006416E-30  1.006220E-30  1.008256E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.002599E-30  1.007116E-30  1.004735E-30  1.006868E-30  1.006657E-30  1.008836E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.002770E-30  1.007578E-30  1.005045E-30  1.007310E-30  1.007085E-30  1.009403E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.002939E-30  1.008033E-30  1.005350E-30  1.007744E-30  1.007506E-30  1.009960E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.003106E-30  1.008483E-30  1.005653E-30  1.008173E-30  1.007921E-30  1.010510E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.003273E-30  1.008931E-30  1.005954E-30  1.008600E-30  1.008334E-30  1.011057E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.003439E-30  1.009378E-30  1.006255E-30  1.009025E-30  1.008745E-30  1.011602E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.003606E-30  1.009826E-30  1.006557E-30  1.009451E-30  1.009157E-30  1.012147E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.003775E-30  1.010277E-30  1.006861E-30  1.009879E-30  1.009571E-30  1.012696E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.003946E-30  1.010732E-30  1.007169E-30  1.010311E-30  1.009989E-30  1.013248E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.004119E-30  1.011193E-30  1.007481E-30  1.010748E-30  1.010411E-30  1.013807E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.004295E-30  1.011661E-30  1.007798E-30  1.011191E-30  1.010840E-30  1.014374E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.004474E-30  1.012138E-30  1.008121E-30  1.011642E-30  1.011275E-30  1.014951E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.004658E-30  1.012626E-30  1.008451E-30  1.012102E-30  1.011720E-30  1.015539E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.004847E-30  1.013125E-30  1.008791E-30  1.012573E-30  1.012176E-30  1.016141E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.005041E-30  1.013639E-30  1.009140E-30  1.013057E-30  1.012643E-30  1.016760E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.005242E-30  1.014170E-30  1.009501E-30  1.013556E-30  1.013125E-30  1.017397E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.005452E-30  1.014721E-30  1.009876E-30  1.014074E-30  1.013625E-30  1.018058E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.005671E-30  1.015298E-30  1.010270E-30  1.014615E-30  1.014148E-30  1.018748E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.005904E-30  1.015908E-30  1.010686E-30  1.015187E-30  1.014700E-30  1.019478E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.006156E-30  1.016568E-30  1.011138E-30  1.015804E-30  1.015295E-30  1.020264E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.006447E-30  1.017329E-30  1.011658E-30  1.016514E-30  1.015980E-30  1.021169E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.006761E-30  1.018147E-30  1.012219E-30  1.017277E-30  1.016716E-30  1.022140E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.007084E-30  1.018984E-30  1.012794E-30  1.018055E-30  1.017467E-30  1.023131E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.007411E-30  1.019833E-30  1.013378E-30  1.018842E-30  1.018226E-30  1.024132E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.007743E-30  1.020689E-30  1.013968E-30  1.019636E-30  1.018991E-30  1.025141E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.008079E-30  1.021553E-30  1.014564E-30  1.020434E-30  1.019760E-30  1.026155E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.008418E-30  1.022424E-30  1.015166E-30  1.021237E-30  1.020534E-30  1.027174E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.008760E-30  1.023301E-30  1.015774E-30  1.022044E-30  1.021311E-30  1.028199E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.009106E-30  1.024184E-30  1.016387E-30  1.022856E-30  1.022092E-30  1.029227E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.009456E-30  1.025073E-30  1.017005E-30  1.023671E-30  1.022876E-30  1.030260E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.009808E-30  1.025969E-30  1.017628E-30  1.024490E-30  1.023664E-30  1.031297E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.010165E-30  1.026871E-30  1.018257E-30  1.025313E-30  1.024456E-30  1.032339E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.010524E-30  1.027778E-30  1.018891E-30  1.026140E-30  1.025251E-30  1.033384E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.010888E-30  1.028692E-30  1.019530E-30  1.026970E-30  1.026049E-30  1.034434E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.011254E-30  1.029612E-30  1.020175E-30  1.027804E-30  1.026851E-30  1.035488E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.011624E-30  1.030539E-30  1.020825E-30  1.028642E-30  1.027656E-30  1.036545E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.011998E-30  1.031471E-30  1.021481E-30  1.029484E-30  1.028464E-30  1.037607E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.012375E-30  1.032409E-30  1.022141E-30  1.030329E-30  1.029275E-30  1.038672E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.012755E-30  1.033353E-30  1.022808E-30  1.031178E-30  1.030090E-30  1.039741E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.013140E-30  1.034304E-30  1.023479E-30  1.032030E-30  1.030908E-30  1.040814E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.013527E-30  1.035260E-30  1.024156E-30  1.032886E-30  1.031728E-30  1.041890E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.013919E-30  1.036222E-30  1.024838E-30  1.033745E-30  1.032552E-30  1.042970E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.014313E-30  1.037191E-30  1.025526E-30  1.034607E-30  1.033379E-30  1.044054E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.014712E-30  1.038165E-30  1.026219E-30  1.035474E-30  1.034209E-30  1.045141E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.015114E-30  1.039145E-30  1.026918E-30  1.036343E-30  1.035042E-30  1.046232E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.015519E-30  1.040132E-30  1.027622E-30  1.037216E-30  1.035877E-30  1.047326E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.015929E-30  1.041124E-30  1.028332E-30  1.038092E-30  1.036716E-30  1.048423E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.016342E-30  1.042123E-30  1.029046E-30  1.038971E-30  1.037557E-30  1.049524E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.016758E-30  1.043127E-30  1.029767E-30  1.039854E-30  1.038402E-30  1.050628E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.017178E-30  1.044137E-30  1.030493E-30  1.040739E-30  1.039249E-30  1.051735E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.017602E-30  1.045154E-30  1.031224E-30  1.041628E-30  1.040098E-30  1.052845E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.018030E-30  1.046176E-30  1.031961E-30  1.042520E-30  1.040951E-30  1.053959E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.018461E-30  1.047204E-30  1.032703E-30  1.043416E-30  1.041806E-30  1.055075E-30  1.000000E-30  1.000000E-30
