 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                yb192         yb193         yb194         yb195         yb196         yb197         yb198         yb199
     27  8.489118412102E-05  1.000463E-30  1.000496E-30  1.000555E-30  1.000762E-30  1.001739E-30  1.000823E-30  1.002084E-30  1.000000E-30
     28  9.570255892797E-05  1.000522E-30  1.000560E-30  1.000625E-30  1.000859E-30  1.001961E-30  1.000927E-30  1.002349E-30  1.000000E-30
     29  1.070853065563E-04  1.000584E-30  1.000626E-30  1.000700E-30  1.000961E-30  1.002194E-30  1.001038E-30  1.002628E-30  1.000000E-30
     30  1.190882425669E-04  1.000650E-30  1.000696E-30  1.000778E-30  1.001069E-30  1.002440E-30  1.001154E-30  1.002923E-30  1.000000E-30
     31  1.366291075688E-04  1.000745E-30  1.000799E-30  1.000893E-30  1.001227E-30  1.002799E-30  1.001324E-30  1.003353E-30  1.000000E-30
     32  1.695708820900E-04  1.000925E-30  1.000992E-30  1.001108E-30  1.001523E-30  1.003474E-30  1.001644E-30  1.004162E-30  1.000000E-30
     33  1.992873377730E-04  1.001087E-30  1.001165E-30  1.001302E-30  1.001790E-30  1.004082E-30  1.001932E-30  1.004891E-30  1.000000E-30
     34  2.264248739983E-04  1.001235E-30  1.001324E-30  1.001480E-30  1.002034E-30  1.004638E-30  1.002196E-30  1.005557E-30  1.000000E-30
     35  2.515933231106E-04  1.001373E-30  1.001471E-30  1.001644E-30  1.002260E-30  1.005153E-30  1.002440E-30  1.006174E-30  1.000000E-30
     36  2.753099894686E-04  1.001502E-30  1.001610E-30  1.001799E-30  1.002473E-30  1.005639E-30  1.002670E-30  1.006756E-30  1.000000E-30
     37  2.979926919870E-04  1.001626E-30  1.001742E-30  1.001947E-30  1.002677E-30  1.006104E-30  1.002891E-30  1.007312E-30  1.000000E-30
     38  3.199702121451E-04  1.001746E-30  1.001871E-30  1.002091E-30  1.002875E-30  1.006554E-30  1.003104E-30  1.007851E-30  1.000000E-30
     39  3.524429751724E-04  1.001923E-30  1.002061E-30  1.002303E-30  1.003167E-30  1.007219E-30  1.003420E-30  1.008647E-30  1.000000E-30
     40  3.836809895565E-04  1.002093E-30  1.002243E-30  1.002507E-30  1.003449E-30  1.007858E-30  1.003723E-30  1.009413E-30  1.000000E-30
     41  4.138876583201E-04  1.002258E-30  1.002420E-30  1.002704E-30  1.003721E-30  1.008477E-30  1.004017E-30  1.010154E-30  1.000000E-30
     42  4.432651277490E-04  1.002418E-30  1.002592E-30  1.002896E-30  1.003985E-30  1.009078E-30  1.004303E-30  1.010874E-30  1.000000E-30
     43  4.720041568584E-04  1.002575E-30  1.002760E-30  1.003084E-30  1.004244E-30  1.009666E-30  1.004582E-30  1.011578E-30  1.000000E-30
     44  5.002792532552E-04  1.002729E-30  1.002925E-30  1.003268E-30  1.004499E-30  1.010245E-30  1.004858E-30  1.012271E-30  1.000000E-30
     45  5.282472522620E-04  1.002881E-30  1.003088E-30  1.003451E-30  1.004751E-30  1.010818E-30  1.005130E-30  1.012957E-30  1.000000E-30
     46  5.560479783168E-04  1.003033E-30  1.003251E-30  1.003633E-30  1.005002E-30  1.011387E-30  1.005400E-30  1.013638E-30  1.000000E-30
     47  5.838060709037E-04  1.003184E-30  1.003413E-30  1.003814E-30  1.005252E-30  1.011955E-30  1.005671E-30  1.014318E-30  1.000000E-30
     48  6.116334118686E-04  1.003336E-30  1.003576E-30  1.003996E-30  1.005503E-30  1.012524E-30  1.005942E-30  1.015000E-30  1.000000E-30
     49  6.396318340541E-04  1.003489E-30  1.003739E-30  1.004179E-30  1.005756E-30  1.013097E-30  1.006215E-30  1.015686E-30  1.000000E-30
     50  6.678959636874E-04  1.003643E-30  1.003904E-30  1.004363E-30  1.006011E-30  1.013676E-30  1.006490E-30  1.016378E-30  1.000000E-30
     51  6.965161747902E-04  1.003799E-30  1.004072E-30  1.004550E-30  1.006269E-30  1.014261E-30  1.006769E-30  1.017079E-30  1.000000E-30
     52  7.255817382538E-04  1.003957E-30  1.004241E-30  1.004740E-30  1.006532E-30  1.014856E-30  1.007052E-30  1.017791E-30  1.000000E-30
     53  7.551843574001E-04  1.004118E-30  1.004414E-30  1.004933E-30  1.006799E-30  1.015462E-30  1.007341E-30  1.018516E-30  1.000000E-30
     54  7.854224313090E-04  1.004283E-30  1.004591E-30  1.005130E-30  1.007072E-30  1.016081E-30  1.007636E-30  1.019256E-30  1.000000E-30
     55  8.164066374138E-04  1.004452E-30  1.004772E-30  1.005333E-30  1.007352E-30  1.016714E-30  1.007939E-30  1.020015E-30  1.000000E-30
     56  8.482679080764E-04  1.004626E-30  1.004958E-30  1.005541E-30  1.007640E-30  1.017366E-30  1.008250E-30  1.020795E-30  1.000000E-30
     57  8.811699017317E-04  1.004805E-30  1.005150E-30  1.005755E-30  1.007938E-30  1.018039E-30  1.008571E-30  1.021600E-30  1.000000E-30
     58  9.153304977871E-04  1.004991E-30  1.005350E-30  1.005978E-30  1.008247E-30  1.018738E-30  1.008905E-30  1.022436E-30  1.000000E-30
     59  9.510634923056E-04  1.005186E-30  1.005558E-30  1.006212E-30  1.008570E-30  1.019469E-30  1.009254E-30  1.023311E-30  1.000000E-30
     60  9.888739022907E-04  1.005392E-30  1.005779E-30  1.006458E-30  1.008912E-30  1.020242E-30  1.009623E-30  1.024236E-30  1.000000E-30
     61  1.029744313280E-03  1.005615E-30  1.006018E-30  1.006725E-30  1.009283E-30  1.021078E-30  1.010023E-30  1.025236E-30  1.000000E-30
     62  1.076805333108E-03  1.005871E-30  1.006293E-30  1.007032E-30  1.009709E-30  1.022041E-30  1.010483E-30  1.026387E-30  1.000000E-30
     63  1.127478238084E-03  1.006147E-30  1.006589E-30  1.007363E-30  1.010168E-30  1.023077E-30  1.010979E-30  1.027627E-30  1.000000E-30
     64  1.179263354774E-03  1.006429E-30  1.006891E-30  1.007701E-30  1.010638E-30  1.024136E-30  1.011486E-30  1.028893E-30  1.000000E-30
     65  1.231720185468E-03  1.006715E-30  1.007197E-30  1.008043E-30  1.011113E-30  1.025208E-30  1.012000E-30  1.030176E-30  1.000000E-30
     66  1.284679788904E-03  1.007003E-30  1.007506E-30  1.008389E-30  1.011594E-30  1.026291E-30  1.012519E-30  1.031470E-30  1.000000E-30
     67  1.338068714676E-03  1.007294E-30  1.007818E-30  1.008737E-30  1.012079E-30  1.027382E-30  1.013042E-30  1.032775E-30  1.000000E-30
     68  1.391852718980E-03  1.007587E-30  1.008132E-30  1.009088E-30  1.012567E-30  1.028481E-30  1.013570E-30  1.034089E-30  1.000000E-30
     69  1.446014888479E-03  1.007882E-30  1.008448E-30  1.009441E-30  1.013060E-30  1.029588E-30  1.014101E-30  1.035413E-30  1.000000E-30
     70  1.500546342624E-03  1.008179E-30  1.008766E-30  1.009797E-30  1.013555E-30  1.030703E-30  1.014637E-30  1.036745E-30  1.000000E-30
     71  1.555442065896E-03  1.008478E-30  1.009087E-30  1.010155E-30  1.014055E-30  1.031824E-30  1.015176E-30  1.038085E-30  1.000000E-30
     72  1.610698967280E-03  1.008779E-30  1.009409E-30  1.010516E-30  1.014558E-30  1.032953E-30  1.015719E-30  1.039435E-30  1.000000E-30
     73  1.666314948699E-03  1.009081E-30  1.009734E-30  1.010878E-30  1.015064E-30  1.034089E-30  1.016266E-30  1.040792E-30  1.000000E-30
     74  1.722288445659E-03  1.009386E-30  1.010060E-30  1.011243E-30  1.015574E-30  1.035233E-30  1.016817E-30  1.042159E-30  1.000000E-30
     75  1.778618195039E-03  1.009693E-30  1.010389E-30  1.011611E-30  1.016088E-30  1.036383E-30  1.017371E-30  1.043533E-30  1.000000E-30
     76  1.835303663832E-03  1.010001E-30  1.010719E-30  1.011980E-30  1.016605E-30  1.037541E-30  1.017929E-30  1.044917E-30  1.000000E-30
     77  1.892344396716E-03  1.010312E-30  1.011052E-30  1.012352E-30  1.017125E-30  1.038706E-30  1.018491E-30  1.046308E-30  1.000000E-30
     78  1.949739812628E-03  1.010624E-30  1.011387E-30  1.012726E-30  1.017649E-30  1.039878E-30  1.019057E-30  1.047708E-30  1.000000E-30
     79  2.007489276907E-03  1.010938E-30  1.011723E-30  1.013103E-30  1.018176E-30  1.041057E-30  1.019627E-30  1.049116E-30  1.000000E-30
     80  2.065592139419E-03  1.011254E-30  1.012062E-30  1.013482E-30  1.018707E-30  1.042243E-30  1.020200E-30  1.050533E-30  1.000000E-30
     81  2.124047755162E-03  1.011572E-30  1.012403E-30  1.013863E-30  1.019242E-30  1.043436E-30  1.020777E-30  1.051958E-30  1.000000E-30
     82  2.182855495215E-03  1.011892E-30  1.012746E-30  1.014246E-30  1.019780E-30  1.044637E-30  1.021358E-30  1.053391E-30  1.000000E-30
     83  2.242014752368E-03  1.012214E-30  1.013091E-30  1.014632E-30  1.020321E-30  1.045844E-30  1.021943E-30  1.054833E-30  1.000000E-30
     84  2.301524943777E-03  1.012538E-30  1.013438E-30  1.015020E-30  1.020866E-30  1.047058E-30  1.022531E-30  1.056282E-30  1.000000E-30
     85  2.361385511936E-03  1.012863E-30  1.013787E-30  1.015410E-30  1.021415E-30  1.048280E-30  1.023123E-30  1.057740E-30  1.000000E-30
     86  2.421595924701E-03  1.013191E-30  1.014137E-30  1.015802E-30  1.021967E-30  1.049508E-30  1.023719E-30  1.059206E-30  1.000000E-30
     87  2.482155674804E-03  1.013520E-30  1.014490E-30  1.016197E-30  1.022523E-30  1.050744E-30  1.024319E-30  1.060681E-30  1.000000E-30
     88  2.543064279071E-03  1.013851E-30  1.014845E-30  1.016594E-30  1.023082E-30  1.051986E-30  1.024922E-30  1.062164E-30  1.000000E-30
     89  2.604321277494E-03  1.014184E-30  1.015202E-30  1.016993E-30  1.023644E-30  1.053235E-30  1.025530E-30  1.063654E-30  1.000000E-30
     90  2.665926232237E-03  1.014519E-30  1.015561E-30  1.017395E-30  1.024210E-30  1.054492E-30  1.026141E-30  1.065153E-30  1.000000E-30
     91  2.727878734382E-03  1.014856E-30  1.015922E-30  1.017798E-30  1.024780E-30  1.055755E-30  1.026756E-30  1.066660E-30  1.000000E-30
     92  2.790178404165E-03  1.015194E-30  1.016285E-30  1.018204E-30  1.025353E-30  1.057025E-30  1.027374E-30  1.068176E-30  1.000000E-30
     93  2.852824875480E-03  1.015535E-30  1.016650E-30  1.018613E-30  1.025929E-30  1.058303E-30  1.027997E-30  1.069699E-30  1.000000E-30
     94  2.915817796872E-03  1.015877E-30  1.017016E-30  1.019023E-30  1.026509E-30  1.059587E-30  1.028623E-30  1.071230E-30  1.000000E-30
     95  2.979156831833E-03  1.016221E-30  1.017385E-30  1.019436E-30  1.027093E-30  1.060878E-30  1.029253E-30  1.072770E-30  1.000000E-30
