 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                dy185         dy186         dy187         dy188         dy189         dy190         dy191         dy192
     27  8.489118412102E-05  1.000437E-30  1.001419E-30  1.001531E-30  1.001526E-30  1.000384E-30  1.001716E-30  1.002173E-30  1.004902E-30
     28  9.570255892797E-05  1.000492E-30  1.001600E-30  1.001726E-30  1.001721E-30  1.000433E-30  1.001935E-30  1.002451E-30  1.005525E-30
     29  1.070853065563E-04  1.000551E-30  1.001790E-30  1.001931E-30  1.001925E-30  1.000485E-30  1.002165E-30  1.002743E-30  1.006182E-30
     30  1.190882425669E-04  1.000613E-30  1.001990E-30  1.002147E-30  1.002141E-30  1.000539E-30  1.002407E-30  1.003051E-30  1.006874E-30
     31  1.366291075688E-04  1.000703E-30  1.002284E-30  1.002463E-30  1.002456E-30  1.000619E-30  1.002762E-30  1.003502E-30  1.007885E-30
     32  1.695708820900E-04  1.000873E-30  1.002834E-30  1.003057E-30  1.003048E-30  1.000769E-30  1.003429E-30  1.004351E-30  1.009782E-30
     33  1.992873377730E-04  1.001027E-30  1.003331E-30  1.003592E-30  1.003581E-30  1.000904E-30  1.004030E-30  1.005117E-30  1.011493E-30
     34  2.264248739983E-04  1.001167E-30  1.003785E-30  1.004081E-30  1.004068E-30  1.001028E-30  1.004579E-30  1.005818E-30  1.013054E-30
     35  2.515933231106E-04  1.001297E-30  1.004206E-30  1.004534E-30  1.004520E-30  1.001144E-30  1.005088E-30  1.006470E-30  1.014501E-30
     36  2.753099894686E-04  1.001420E-30  1.004602E-30  1.004961E-30  1.004946E-30  1.001252E-30  1.005568E-30  1.007084E-30  1.015863E-30
     37  2.979926919870E-04  1.001537E-30  1.004982E-30  1.005370E-30  1.005353E-30  1.001357E-30  1.006028E-30  1.007672E-30  1.017166E-30
     38  3.199702121451E-04  1.001651E-30  1.005349E-30  1.005766E-30  1.005747E-30  1.001458E-30  1.006473E-30  1.008243E-30  1.018428E-30
     39  3.524429751724E-04  1.001820E-30  1.005892E-30  1.006350E-30  1.006329E-30  1.001607E-30  1.007130E-30  1.009087E-30  1.020291E-30
     40  3.836809895565E-04  1.001982E-30  1.006415E-30  1.006912E-30  1.006889E-30  1.001751E-30  1.007763E-30  1.009901E-30  1.022082E-30
     41  4.138876583201E-04  1.002139E-30  1.006920E-30  1.007456E-30  1.007430E-30  1.001891E-30  1.008375E-30  1.010689E-30  1.023812E-30
     42  4.432651277490E-04  1.002291E-30  1.007411E-30  1.007984E-30  1.007957E-30  1.002027E-30  1.008971E-30  1.011457E-30  1.025494E-30
     43  4.720041568584E-04  1.002441E-30  1.007892E-30  1.008501E-30  1.008471E-30  1.002161E-30  1.009553E-30  1.012209E-30  1.027139E-30
     44  5.002792532552E-04  1.002588E-30  1.008365E-30  1.009010E-30  1.008978E-30  1.002292E-30  1.010127E-30  1.012950E-30  1.028755E-30
     45  5.282472522620E-04  1.002734E-30  1.008833E-30  1.009513E-30  1.009478E-30  1.002423E-30  1.010694E-30  1.013684E-30  1.030354E-30
     46  5.560479783168E-04  1.002879E-30  1.009298E-30  1.010013E-30  1.009976E-30  1.002552E-30  1.011258E-30  1.014415E-30  1.031941E-30
     47  5.838060709037E-04  1.003024E-30  1.009763E-30  1.010512E-30  1.010473E-30  1.002682E-30  1.011821E-30  1.015146E-30  1.033526E-30
     48  6.116334118686E-04  1.003169E-30  1.010228E-30  1.011012E-30  1.010971E-30  1.002812E-30  1.012386E-30  1.015879E-30  1.035113E-30
     49  6.396318340541E-04  1.003316E-30  1.010697E-30  1.011515E-30  1.011471E-30  1.002944E-30  1.012954E-30  1.016618E-30  1.036709E-30
     50  6.678959636874E-04  1.003463E-30  1.011170E-30  1.012023E-30  1.011977E-30  1.003077E-30  1.013528E-30  1.017366E-30  1.038319E-30
     51  6.965161747902E-04  1.003613E-30  1.011649E-30  1.012538E-30  1.012488E-30  1.003211E-30  1.014109E-30  1.018123E-30  1.039949E-30
     52  7.255817382538E-04  1.003766E-30  1.012136E-30  1.013060E-30  1.013008E-30  1.003348E-30  1.014700E-30  1.018894E-30  1.041603E-30
     53  7.551843574001E-04  1.003921E-30  1.012631E-30  1.013592E-30  1.013536E-30  1.003488E-30  1.015301E-30  1.019680E-30  1.043286E-30
     54  7.854224313090E-04  1.004080E-30  1.013138E-30  1.014135E-30  1.014077E-30  1.003632E-30  1.015916E-30  1.020484E-30  1.045005E-30
     55  8.164066374138E-04  1.004242E-30  1.013656E-30  1.014691E-30  1.014630E-30  1.003779E-30  1.016546E-30  1.021309E-30  1.046764E-30
     56  8.482679080764E-04  1.004410E-30  1.014190E-30  1.015263E-30  1.015199E-30  1.003930E-30  1.017193E-30  1.022159E-30  1.048572E-30
     57  8.811699017317E-04  1.004583E-30  1.014741E-30  1.015854E-30  1.015786E-30  1.004087E-30  1.017863E-30  1.023038E-30  1.050438E-30
     58  9.153304977871E-04  1.004763E-30  1.015313E-30  1.016467E-30  1.016395E-30  1.004250E-30  1.018558E-30  1.023952E-30  1.052374E-30
     59  9.510634923056E-04  1.004951E-30  1.015912E-30  1.017108E-30  1.017033E-30  1.004421E-30  1.019285E-30  1.024910E-30  1.054397E-30
     60  9.888739022907E-04  1.005151E-30  1.016545E-30  1.017787E-30  1.017707E-30  1.004602E-30  1.020055E-30  1.025925E-30  1.056537E-30
     61  1.029744313280E-03  1.005367E-30  1.017230E-30  1.018520E-30  1.018435E-30  1.004798E-30  1.020887E-30  1.027025E-30  1.058847E-30
     62  1.076805333108E-03  1.005616E-30  1.018018E-30  1.019364E-30  1.019274E-30  1.005025E-30  1.021846E-30  1.028293E-30  1.061505E-30
     63  1.127478238084E-03  1.005884E-30  1.018868E-30  1.020273E-30  1.020176E-30  1.005270E-30  1.022880E-30  1.029663E-30  1.064364E-30
     64  1.179263354774E-03  1.006159E-30  1.019735E-30  1.021201E-30  1.021098E-30  1.005521E-30  1.023936E-30  1.031066E-30  1.067282E-30
     65  1.231720185468E-03  1.006438E-30  1.020615E-30  1.022142E-30  1.022031E-30  1.005776E-30  1.025006E-30  1.032490E-30  1.070234E-30
     66  1.284679788904E-03  1.006719E-30  1.021503E-30  1.023091E-30  1.022973E-30  1.006035E-30  1.026088E-30  1.033932E-30  1.073212E-30
     67  1.338068714676E-03  1.007004E-30  1.022398E-30  1.024047E-30  1.023922E-30  1.006296E-30  1.027179E-30  1.035389E-30  1.076210E-30
     68  1.391852718980E-03  1.007291E-30  1.023300E-30  1.025011E-30  1.024878E-30  1.006560E-30  1.028278E-30  1.036861E-30  1.079227E-30
     69  1.446014888479E-03  1.007580E-30  1.024209E-30  1.025981E-30  1.025840E-30  1.006827E-30  1.029386E-30  1.038346E-30  1.082261E-30
     70  1.500546342624E-03  1.007872E-30  1.025124E-30  1.026957E-30  1.026808E-30  1.007097E-30  1.030502E-30  1.039846E-30  1.085313E-30
     71  1.555442065896E-03  1.008167E-30  1.026045E-30  1.027940E-30  1.027782E-30  1.007369E-30  1.031626E-30  1.041359E-30  1.088381E-30
     72  1.610698967280E-03  1.008463E-30  1.026973E-30  1.028929E-30  1.028762E-30  1.007644E-30  1.032758E-30  1.042886E-30  1.091466E-30
     73  1.666314948699E-03  1.008762E-30  1.027906E-30  1.029924E-30  1.029748E-30  1.007922E-30  1.033899E-30  1.044427E-30  1.094567E-30
     74  1.722288445659E-03  1.009064E-30  1.028846E-30  1.030925E-30  1.030740E-30  1.008203E-30  1.035047E-30  1.045981E-30  1.097684E-30
     75  1.778618195039E-03  1.009367E-30  1.029792E-30  1.031933E-30  1.031738E-30  1.008486E-30  1.036204E-30  1.047550E-30  1.100817E-30
     76  1.835303663832E-03  1.009674E-30  1.030744E-30  1.032947E-30  1.032741E-30  1.008772E-30  1.037368E-30  1.049132E-30  1.103966E-30
     77  1.892344396716E-03  1.009982E-30  1.031703E-30  1.033966E-30  1.033751E-30  1.009061E-30  1.038541E-30  1.050728E-30  1.107131E-30
     78  1.949739812628E-03  1.010293E-30  1.032667E-30  1.034992E-30  1.034766E-30  1.009352E-30  1.039722E-30  1.052337E-30  1.110311E-30
     79  2.007489276907E-03  1.010607E-30  1.033638E-30  1.036024E-30  1.035787E-30  1.009647E-30  1.040911E-30  1.053961E-30  1.113507E-30
     80  2.065592139419E-03  1.010922E-30  1.034615E-30  1.037063E-30  1.036813E-30  1.009944E-30  1.042108E-30  1.055599E-30  1.116718E-30
     81  2.124047755162E-03  1.011241E-30  1.035598E-30  1.038107E-30  1.037846E-30  1.010244E-30  1.043313E-30  1.057251E-30  1.119945E-30
     82  2.182855495215E-03  1.011561E-30  1.036587E-30  1.039158E-30  1.038884E-30  1.010547E-30  1.044526E-30  1.058917E-30  1.123187E-30
     83  2.242014752368E-03  1.011885E-30  1.037583E-30  1.040214E-30  1.039928E-30  1.010853E-30  1.045748E-30  1.060597E-30  1.126445E-30
     84  2.301524943777E-03  1.012210E-30  1.038584E-30  1.041277E-30  1.040978E-30  1.011162E-30  1.046978E-30  1.062291E-30  1.129717E-30
     85  2.361385511936E-03  1.012538E-30  1.039592E-30  1.042345E-30  1.042033E-30  1.011474E-30  1.048216E-30  1.063999E-30  1.133004E-30
     86  2.421595924701E-03  1.012869E-30  1.040605E-30  1.043420E-30  1.043094E-30  1.011788E-30  1.049462E-30  1.065721E-30  1.136307E-30
     87  2.482155674804E-03  1.013202E-30  1.041625E-30  1.044501E-30  1.044161E-30  1.012106E-30  1.050717E-30  1.067458E-30  1.139624E-30
     88  2.543064279071E-03  1.013537E-30  1.042651E-30  1.045588E-30  1.045233E-30  1.012426E-30  1.051979E-30  1.069209E-30  1.142955E-30
     89  2.604321277494E-03  1.013875E-30  1.043683E-30  1.046681E-30  1.046311E-30  1.012750E-30  1.053251E-30  1.070974E-30  1.146301E-30
     90  2.665926232237E-03  1.014215E-30  1.044722E-30  1.047780E-30  1.047395E-30  1.013076E-30  1.054530E-30  1.072754E-30  1.149662E-30
     91  2.727878734382E-03  1.014558E-30  1.045766E-30  1.048885E-30  1.048484E-30  1.013406E-30  1.055818E-30  1.074548E-30  1.153037E-30
     92  2.790178404165E-03  1.014904E-30  1.046817E-30  1.049996E-30  1.049579E-30  1.013738E-30  1.057114E-30  1.076357E-30  1.156427E-30
     93  2.852824875480E-03  1.015252E-30  1.047873E-30  1.051113E-30  1.050679E-30  1.014074E-30  1.058419E-30  1.078180E-30  1.159830E-30
     94  2.915817796872E-03  1.015602E-30  1.048936E-30  1.052236E-30  1.051785E-30  1.014413E-30  1.059732E-30  1.080017E-30  1.163248E-30
     95  2.979156831833E-03  1.015955E-30  1.050005E-30  1.053365E-30  1.052897E-30  1.014755E-30  1.061053E-30  1.081869E-30  1.166680E-30
