 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                al23          al24          al25          al26          al27          al28          al29          al30 
     27  8.489118412102E-05  1.001266E-30  1.000393E-30  1.000260E-30  1.000026E-30  1.002364E-30  1.000000E-30  1.000045E-30  1.000159E-30
     28  9.570255892797E-05  1.001427E-30  1.000444E-30  1.000293E-30  1.000030E-30  1.002665E-30  1.000000E-30  1.000051E-30  1.000180E-30
     29  1.070853065563E-04  1.001597E-30  1.000497E-30  1.000328E-30  1.000033E-30  1.002981E-30  1.000000E-30  1.000057E-30  1.000201E-30
     30  1.190882425669E-04  1.001776E-30  1.000553E-30  1.000364E-30  1.000037E-30  1.003316E-30  1.000000E-30  1.000063E-30  1.000224E-30
     31  1.366291075688E-04  1.002037E-30  1.000634E-30  1.000418E-30  1.000042E-30  1.003804E-30  1.000000E-30  1.000073E-30  1.000257E-30
     32  1.695708820900E-04  1.002528E-30  1.000789E-30  1.000519E-30  1.000053E-30  1.004721E-30  1.000000E-30  1.000090E-30  1.000319E-30
     33  1.992873377730E-04  1.002971E-30  1.000928E-30  1.000610E-30  1.000062E-30  1.005549E-30  1.000000E-30  1.000106E-30  1.000374E-30
     34  2.264248739983E-04  1.003376E-30  1.001056E-30  1.000694E-30  1.000070E-30  1.006304E-30  1.000000E-30  1.000121E-30  1.000426E-30
     35  2.515933231106E-04  1.003751E-30  1.001175E-30  1.000771E-30  1.000078E-30  1.007005E-30  1.000000E-30  1.000134E-30  1.000473E-30
     36  2.753099894686E-04  1.004105E-30  1.001287E-30  1.000844E-30  1.000086E-30  1.007665E-30  1.000000E-30  1.000147E-30  1.000518E-30
     37  2.979926919870E-04  1.004443E-30  1.001394E-30  1.000914E-30  1.000093E-30  1.008297E-30  1.000000E-30  1.000159E-30  1.000560E-30
     38  3.199702121451E-04  1.004770E-30  1.001499E-30  1.000981E-30  1.000100E-30  1.008909E-30  1.000000E-30  1.000170E-30  1.000602E-30
     39  3.524429751724E-04  1.005254E-30  1.001653E-30  1.001081E-30  1.000110E-30  1.009813E-30  1.000000E-30  1.000188E-30  1.000663E-30
     40  3.836809895565E-04  1.005720E-30  1.001802E-30  1.001178E-30  1.000119E-30  1.010682E-30  1.000000E-30  1.000204E-30  1.000722E-30
     41  4.138876583201E-04  1.006170E-30  1.001947E-30  1.001271E-30  1.000129E-30  1.011523E-30  1.000000E-30  1.000221E-30  1.000779E-30
     42  4.432651277490E-04  1.006608E-30  1.002088E-30  1.001362E-30  1.000138E-30  1.012341E-30  1.000000E-30  1.000236E-30  1.000834E-30
     43  4.720041568584E-04  1.007036E-30  1.002226E-30  1.001450E-30  1.000147E-30  1.013142E-30  1.000000E-30  1.000252E-30  1.000889E-30
     44  5.002792532552E-04  1.007457E-30  1.002363E-30  1.001538E-30  1.000156E-30  1.013929E-30  1.000000E-30  1.000267E-30  1.000942E-30
     45  5.282472522620E-04  1.007874E-30  1.002498E-30  1.001624E-30  1.000165E-30  1.014708E-30  1.000000E-30  1.000282E-30  1.000995E-30
     46  5.560479783168E-04  1.008288E-30  1.002633E-30  1.001711E-30  1.000173E-30  1.015482E-30  1.000000E-30  1.000297E-30  1.001047E-30
     47  5.838060709037E-04  1.008702E-30  1.002768E-30  1.001797E-30  1.000182E-30  1.016254E-30  1.000000E-30  1.000312E-30  1.001100E-30
     48  6.116334118686E-04  1.009116E-30  1.002904E-30  1.001883E-30  1.000191E-30  1.017029E-30  1.000000E-30  1.000327E-30  1.001153E-30
     49  6.396318340541E-04  1.009533E-30  1.003041E-30  1.001970E-30  1.000199E-30  1.017809E-30  1.000000E-30  1.000342E-30  1.001206E-30
     50  6.678959636874E-04  1.009955E-30  1.003179E-30  1.002058E-30  1.000208E-30  1.018596E-30  1.000000E-30  1.000357E-30  1.001259E-30
     51  6.965161747902E-04  1.010381E-30  1.003320E-30  1.002147E-30  1.000217E-30  1.019393E-30  1.000000E-30  1.000372E-30  1.001313E-30
     52  7.255817382538E-04  1.010814E-30  1.003463E-30  1.002237E-30  1.000226E-30  1.020202E-30  1.000000E-30  1.000388E-30  1.001368E-30
     53  7.551843574001E-04  1.011255E-30  1.003609E-30  1.002329E-30  1.000236E-30  1.021026E-30  1.000000E-30  1.000404E-30  1.001425E-30
     54  7.854224313090E-04  1.011705E-30  1.003759E-30  1.002423E-30  1.000245E-30  1.021868E-30  1.000000E-30  1.000420E-30  1.001482E-30
     55  8.164066374138E-04  1.012167E-30  1.003913E-30  1.002520E-30  1.000255E-30  1.022731E-30  1.000000E-30  1.000437E-30  1.001541E-30
     56  8.482679080764E-04  1.012641E-30  1.004071E-30  1.002619E-30  1.000265E-30  1.023618E-30  1.000000E-30  1.000454E-30  1.001601E-30
     57  8.811699017317E-04  1.013131E-30  1.004236E-30  1.002722E-30  1.000275E-30  1.024534E-30  1.000000E-30  1.000471E-30  1.001664E-30
     58  9.153304977871E-04  1.013640E-30  1.004407E-30  1.002829E-30  1.000286E-30  1.025485E-30  1.000000E-30  1.000490E-30  1.001729E-30
     59  9.510634923056E-04  1.014172E-30  1.004586E-30  1.002941E-30  1.000297E-30  1.026480E-30  1.000000E-30  1.000509E-30  1.001797E-30
     60  9.888739022907E-04  1.014735E-30  1.004777E-30  1.003059E-30  1.000309E-30  1.027532E-30  1.000000E-30  1.000529E-30  1.001869E-30
     61  1.029744313280E-03  1.015344E-30  1.004983E-30  1.003187E-30  1.000322E-30  1.028670E-30  1.000000E-30  1.000551E-30  1.001946E-30
     62  1.076805333108E-03  1.016044E-30  1.005222E-30  1.003335E-30  1.000337E-30  1.029981E-30  1.000000E-30  1.000577E-30  1.002036E-30
     63  1.127478238084E-03  1.016799E-30  1.005480E-30  1.003494E-30  1.000353E-30  1.031392E-30  1.000000E-30  1.000604E-30  1.002133E-30
     64  1.179263354774E-03  1.017570E-30  1.005745E-30  1.003657E-30  1.000369E-30  1.032833E-30  1.000000E-30  1.000632E-30  1.002231E-30
     65  1.231720185468E-03  1.018350E-30  1.006015E-30  1.003822E-30  1.000386E-30  1.034294E-30  1.000000E-30  1.000661E-30  1.002331E-30
     66  1.284679788904E-03  1.019139E-30  1.006289E-30  1.003989E-30  1.000403E-30  1.035768E-30  1.000000E-30  1.000689E-30  1.002433E-30
     67  1.338068714676E-03  1.019933E-30  1.006566E-30  1.004158E-30  1.000419E-30  1.037255E-30  1.000000E-30  1.000718E-30  1.002535E-30
     68  1.391852718980E-03  1.020734E-30  1.006846E-30  1.004328E-30  1.000437E-30  1.038752E-30  1.000000E-30  1.000747E-30  1.002638E-30
     69  1.446014888479E-03  1.021540E-30  1.007129E-30  1.004499E-30  1.000454E-30  1.040260E-30  1.000000E-30  1.000777E-30  1.002741E-30
     70  1.500546342624E-03  1.022351E-30  1.007416E-30  1.004672E-30  1.000471E-30  1.041779E-30  1.000000E-30  1.000807E-30  1.002846E-30
     71  1.555442065896E-03  1.023168E-30  1.007706E-30  1.004847E-30  1.000488E-30  1.043307E-30  1.000000E-30  1.000836E-30  1.002951E-30
     72  1.610698967280E-03  1.023990E-30  1.007999E-30  1.005022E-30  1.000506E-30  1.044846E-30  1.000000E-30  1.000866E-30  1.003057E-30
     73  1.666314948699E-03  1.024817E-30  1.008296E-30  1.005200E-30  1.000524E-30  1.046394E-30  1.000000E-30  1.000897E-30  1.003164E-30
     74  1.722288445659E-03  1.025650E-30  1.008595E-30  1.005378E-30  1.000542E-30  1.047953E-30  1.000000E-30  1.000927E-30  1.003272E-30
     75  1.778618195039E-03  1.026487E-30  1.008898E-30  1.005558E-30  1.000560E-30  1.049521E-30  1.000000E-30  1.000958E-30  1.003380E-30
     76  1.835303663832E-03  1.027330E-30  1.009205E-30  1.005739E-30  1.000578E-30  1.051099E-30  1.000000E-30  1.000989E-30  1.003490E-30
     77  1.892344396716E-03  1.028179E-30  1.009514E-30  1.005922E-30  1.000596E-30  1.052687E-30  1.000000E-30  1.001020E-30  1.003600E-30
     78  1.949739812628E-03  1.029032E-30  1.009827E-30  1.006106E-30  1.000614E-30  1.054285E-30  1.000000E-30  1.001052E-30  1.003711E-30
     79  2.007489276907E-03  1.029891E-30  1.010144E-30  1.006291E-30  1.000633E-30  1.055893E-30  1.000000E-30  1.001083E-30  1.003822E-30
     80  2.065592139419E-03  1.030755E-30  1.010464E-30  1.006478E-30  1.000651E-30  1.057511E-30  1.000000E-30  1.001115E-30  1.003935E-30
     81  2.124047755162E-03  1.031624E-30  1.010787E-30  1.006666E-30  1.000670E-30  1.059139E-30  1.000000E-30  1.001147E-30  1.004048E-30
     82  2.182855495215E-03  1.032498E-30  1.011113E-30  1.006856E-30  1.000689E-30  1.060776E-30  1.000000E-30  1.001179E-30  1.004162E-30
     83  2.242014752368E-03  1.033377E-30  1.011444E-30  1.007047E-30  1.000708E-30  1.062423E-30  1.000000E-30  1.001212E-30  1.004276E-30
     84  2.301524943777E-03  1.034261E-30  1.011777E-30  1.007240E-30  1.000727E-30  1.064080E-30  1.000000E-30  1.001245E-30  1.004392E-30
     85  2.361385511936E-03  1.035151E-30  1.012114E-30  1.007434E-30  1.000746E-30  1.065747E-30  1.000000E-30  1.001278E-30  1.004508E-30
     86  2.421595924701E-03  1.036046E-30  1.012455E-30  1.007629E-30  1.000766E-30  1.067423E-30  1.000000E-30  1.001311E-30  1.004625E-30
     87  2.482155674804E-03  1.036945E-30  1.012799E-30  1.007826E-30  1.000785E-30  1.069110E-30  1.000000E-30  1.001344E-30  1.004743E-30
     88  2.543064279071E-03  1.037850E-30  1.013147E-30  1.008024E-30  1.000805E-30  1.070805E-30  1.000000E-30  1.001378E-30  1.004862E-30
     89  2.604321277494E-03  1.038760E-30  1.013498E-30  1.008223E-30  1.000824E-30  1.072511E-30  1.000000E-30  1.001412E-30  1.004982E-30
     90  2.665926232237E-03  1.039675E-30  1.013853E-30  1.008424E-30  1.000844E-30  1.074226E-30  1.000000E-30  1.001446E-30  1.005102E-30
     91  2.727878734382E-03  1.040596E-30  1.014212E-30  1.008627E-30  1.000864E-30  1.075951E-30  1.000000E-30  1.001480E-30  1.005223E-30
     92  2.790178404165E-03  1.041521E-30  1.014575E-30  1.008831E-30  1.000885E-30  1.077686E-30  1.000000E-30  1.001515E-30  1.005345E-30
     93  2.852824875480E-03  1.042451E-30  1.014941E-30  1.009036E-30  1.000905E-30  1.079430E-30  1.000000E-30  1.001549E-30  1.005468E-30
     94  2.915817796872E-03  1.043386E-30  1.015311E-30  1.009243E-30  1.000925E-30  1.081184E-30  1.000000E-30  1.001584E-30  1.005592E-30
     95  2.979156831833E-03  1.044327E-30  1.015684E-30  1.009451E-30  1.000946E-30  1.082948E-30  1.000000E-30  1.001619E-30  1.005716E-30
