 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                sc49          sc50          sc51          sc52          sc53          sc54          sc55          sc56 
     27  8.489118412102E-05  1.000000E-30  1.000004E-30  1.000001E-30  1.000006E-30  1.000635E-30  1.971240E-28  1.004588E-30  1.005181E-30
     28  9.570255892797E-05  1.000000E-30  1.000004E-30  1.000001E-30  1.000006E-30  1.000715E-30  2.220992E-28  1.005176E-30  1.005846E-30
     29  1.070853065563E-04  1.000000E-30  1.000005E-30  1.000001E-30  1.000007E-30  1.000801E-30  2.483938E-28  1.005796E-30  1.006546E-30
     30  1.190882425669E-04  1.000000E-30  1.000005E-30  1.000002E-30  1.000008E-30  1.000890E-30  2.761206E-28  1.006451E-30  1.007287E-30
     31  1.366291075688E-04  1.000000E-30  1.000006E-30  1.000002E-30  1.000009E-30  1.001022E-30  3.166376E-28  1.007411E-30  1.008371E-30
     32  1.695708820900E-04  1.000000E-30  1.000007E-30  1.000002E-30  1.000011E-30  1.001269E-30  3.927278E-28  1.009219E-30  1.010414E-30
     33  1.992873377730E-04  1.000000E-30  1.000009E-30  1.000003E-30  1.000013E-30  1.001491E-30  4.613639E-28  1.010858E-30  1.012265E-30
     34  2.264248739983E-04  1.000000E-30  1.000010E-30  1.000003E-30  1.000015E-30  1.001695E-30  5.240399E-28  1.012360E-30  1.013963E-30
     35  2.515933231106E-04  1.000000E-30  1.000011E-30  1.000003E-30  1.000017E-30  1.001883E-30  5.821652E-28  1.013758E-30  1.015543E-30
     36  2.753099894686E-04  1.000000E-30  1.000012E-30  1.000004E-30  1.000018E-30  1.002061E-30  6.369349E-28  1.015080E-30  1.017037E-30
     37  2.979926919870E-04  1.000000E-30  1.000013E-30  1.000004E-30  1.000020E-30  1.002232E-30  6.893145E-28  1.016349E-30  1.018471E-30
     38  3.199702121451E-04  1.000000E-30  1.000014E-30  1.000004E-30  1.000021E-30  1.002397E-30  7.400566E-28  1.017582E-30  1.019865E-30
     39  3.524429751724E-04  1.000000E-30  1.000015E-30  1.000005E-30  1.000023E-30  1.002640E-30  8.150371E-28  1.019410E-30  1.021932E-30
     40  3.836809895565E-04  1.000000E-30  1.000017E-30  1.000005E-30  1.000025E-30  1.002875E-30  8.871620E-28  1.021176E-30  1.023928E-30
     41  4.138876583201E-04  1.000000E-30  1.000018E-30  1.000006E-30  1.000027E-30  1.003102E-30  9.569016E-28  1.022891E-30  1.025868E-30
     42  4.432651277490E-04  1.000000E-30  1.000019E-30  1.000006E-30  1.000029E-30  1.003323E-30  1.024723E-27  1.024565E-30  1.027761E-30
     43  4.720041568584E-04  1.000001E-30  1.000020E-30  1.000006E-30  1.000031E-30  1.003540E-30  1.091066E-27  1.026210E-30  1.029621E-30
     44  5.002792532552E-04  1.000001E-30  1.000022E-30  1.000007E-30  1.000033E-30  1.003753E-30  1.156335E-27  1.027833E-30  1.031457E-30
     45  5.282472522620E-04  1.000001E-30  1.000023E-30  1.000007E-30  1.000035E-30  1.003964E-30  1.220892E-27  1.029446E-30  1.033281E-30
     46  5.560479783168E-04  1.000001E-30  1.000024E-30  1.000007E-30  1.000037E-30  1.004173E-30  1.285059E-27  1.031054E-30  1.035100E-30
     47  5.838060709037E-04  1.000001E-30  1.000025E-30  1.000008E-30  1.000039E-30  1.004382E-30  1.349124E-27  1.032665E-30  1.036923E-30
     48  6.116334118686E-04  1.000001E-30  1.000026E-30  1.000008E-30  1.000041E-30  1.004592E-30  1.413346E-27  1.034287E-30  1.038758E-30
     49  6.396318340541E-04  1.000001E-30  1.000028E-30  1.000009E-30  1.000043E-30  1.004804E-30  1.477959E-27  1.035924E-30  1.040610E-30
     50  6.678959636874E-04  1.000001E-30  1.000029E-30  1.000009E-30  1.000044E-30  1.005017E-30  1.543182E-27  1.037583E-30  1.042487E-30
     51  6.965161747902E-04  1.000001E-30  1.000030E-30  1.000009E-30  1.000046E-30  1.005234E-30  1.609222E-27  1.039268E-30  1.044394E-30
     52  7.255817382538E-04  1.000001E-30  1.000031E-30  1.000010E-30  1.000048E-30  1.005454E-30  1.676287E-27  1.040986E-30  1.046338E-30
     53  7.551843574001E-04  1.000001E-30  1.000033E-30  1.000010E-30  1.000050E-30  1.005678E-30  1.744587E-27  1.042743E-30  1.048326E-30
     54  7.854224313090E-04  1.000001E-30  1.000034E-30  1.000011E-30  1.000052E-30  1.005907E-30  1.814349E-27  1.044543E-30  1.050364E-30
     55  8.164066374138E-04  1.000001E-30  1.000035E-30  1.000011E-30  1.000054E-30  1.006141E-30  1.885828E-27  1.046395E-30  1.052460E-30
     56  8.482679080764E-04  1.000001E-30  1.000037E-30  1.000011E-30  1.000056E-30  1.006383E-30  1.959327E-27  1.048307E-30  1.054624E-30
     57  8.811699017317E-04  1.000001E-30  1.000038E-30  1.000012E-30  1.000059E-30  1.006632E-30  2.035221E-27  1.050289E-30  1.056868E-30
     58  9.153304977871E-04  1.000001E-30  1.000039E-30  1.000012E-30  1.000061E-30  1.006892E-30  2.114013E-27  1.052356E-30  1.059207E-30
     59  9.510634923056E-04  1.000001E-30  1.000041E-30  1.000013E-30  1.000063E-30  1.007163E-30  2.196426E-27  1.054526E-30  1.061664E-30
     60  9.888739022907E-04  1.000001E-30  1.000043E-30  1.000013E-30  1.000066E-30  1.007450E-30  2.283623E-27  1.056833E-30  1.064276E-30
     61  1.029744313280E-03  1.000001E-30  1.000044E-30  1.000014E-30  1.000069E-30  1.007761E-30  2.377869E-27  1.059338E-30  1.067112E-30
     62  1.076805333108E-03  1.000001E-30  1.000046E-30  1.000015E-30  1.000072E-30  1.008120E-30  2.486375E-27  1.062238E-30  1.070395E-30
     63  1.127478238084E-03  1.000001E-30  1.000049E-30  1.000015E-30  1.000075E-30  1.008506E-30  2.603191E-27  1.065378E-30  1.073951E-30
     64  1.179263354774E-03  1.000001E-30  1.000051E-30  1.000016E-30  1.000079E-30  1.008901E-30  2.722558E-27  1.068606E-30  1.077606E-30
     65  1.231720185468E-03  1.000001E-30  1.000053E-30  1.000017E-30  1.000082E-30  1.009301E-30  2.843459E-27  1.071896E-30  1.081332E-30
     66  1.284679788904E-03  1.000001E-30  1.000055E-30  1.000017E-30  1.000086E-30  1.009706E-30  2.965506E-27  1.075237E-30  1.085116E-30
     67  1.338068714676E-03  1.000002E-30  1.000058E-30  1.000018E-30  1.000089E-30  1.010115E-30  3.088528E-27  1.078625E-30  1.088953E-30
     68  1.391852718980E-03  1.000002E-30  1.000060E-30  1.000019E-30  1.000093E-30  1.010527E-30  3.212448E-27  1.082059E-30  1.092843E-30
     69  1.446014888479E-03  1.000002E-30  1.000062E-30  1.000020E-30  1.000097E-30  1.010943E-30  3.337225E-27  1.085538E-30  1.096783E-30
     70  1.500546342624E-03  1.000002E-30  1.000065E-30  1.000020E-30  1.000100E-30  1.011362E-30  3.462838E-27  1.089061E-30  1.100774E-30
     71  1.555442065896E-03  1.000002E-30  1.000067E-30  1.000021E-30  1.000104E-30  1.011784E-30  3.589277E-27  1.092629E-30  1.104815E-30
     72  1.610698967280E-03  1.000002E-30  1.000070E-30  1.000022E-30  1.000108E-30  1.012209E-30  3.716533E-27  1.096242E-30  1.108907E-30
     73  1.666314948699E-03  1.000002E-30  1.000072E-30  1.000023E-30  1.000112E-30  1.012638E-30  3.844601E-27  1.099899E-30  1.113050E-30
     74  1.722288445659E-03  1.000002E-30  1.000074E-30  1.000023E-30  1.000115E-30  1.013070E-30  3.973478E-27  1.103602E-30  1.117245E-30
     75  1.778618195039E-03  1.000002E-30  1.000077E-30  1.000024E-30  1.000119E-30  1.013506E-30  4.103161E-27  1.107350E-30  1.121491E-30
     76  1.835303663832E-03  1.000002E-30  1.000079E-30  1.000025E-30  1.000123E-30  1.013944E-30  4.233647E-27  1.111144E-30  1.125788E-30
     77  1.892344396716E-03  1.000002E-30  1.000082E-30  1.000026E-30  1.000127E-30  1.014386E-30  4.364936E-27  1.114984E-30  1.130138E-30
     78  1.949739812628E-03  1.000002E-30  1.000084E-30  1.000026E-30  1.000131E-30  1.014832E-30  4.497025E-27  1.118871E-30  1.134540E-30
     79  2.007489276907E-03  1.000002E-30  1.000087E-30  1.000027E-30  1.000135E-30  1.015281E-30  4.629914E-27  1.122803E-30  1.138995E-30
     80  2.065592139419E-03  1.000002E-30  1.000089E-30  1.000028E-30  1.000139E-30  1.015733E-30  4.763600E-27  1.126783E-30  1.143503E-30
     81  2.124047755162E-03  1.000002E-30  1.000092E-30  1.000029E-30  1.000143E-30  1.016188E-30  4.898081E-27  1.130810E-30  1.148064E-30
     82  2.182855495215E-03  1.000002E-30  1.000094E-30  1.000030E-30  1.000147E-30  1.016647E-30  5.033356E-27  1.134884E-30  1.152679E-30
     83  2.242014752368E-03  1.000003E-30  1.000097E-30  1.000030E-30  1.000151E-30  1.017110E-30  5.169424E-27  1.139006E-30  1.157347E-30
     84  2.301524943777E-03  1.000003E-30  1.000099E-30  1.000031E-30  1.000155E-30  1.017575E-30  5.306282E-27  1.143176E-30  1.162070E-30
     85  2.361385511936E-03  1.000003E-30  1.000102E-30  1.000032E-30  1.000159E-30  1.018045E-30  5.443928E-27  1.147394E-30  1.166847E-30
     86  2.421595924701E-03  1.000003E-30  1.000105E-30  1.000033E-30  1.000163E-30  1.018517E-30  5.582363E-27  1.151661E-30  1.171679E-30
     87  2.482155674804E-03  1.000003E-30  1.000107E-30  1.000034E-30  1.000167E-30  1.018993E-30  5.721583E-27  1.155977E-30  1.176566E-30
     88  2.543064279071E-03  1.000003E-30  1.000110E-30  1.000035E-30  1.000172E-30  1.019473E-30  5.861587E-27  1.160341E-30  1.181509E-30
     89  2.604321277494E-03  1.000003E-30  1.000112E-30  1.000035E-30  1.000176E-30  1.019956E-30  6.002375E-27  1.164755E-30  1.186507E-30
     90  2.665926232237E-03  1.000003E-30  1.000115E-30  1.000036E-30  1.000180E-30  1.020443E-30  6.143945E-27  1.169219E-30  1.191561E-30
     91  2.727878734382E-03  1.000003E-30  1.000118E-30  1.000037E-30  1.000184E-30  1.020933E-30  6.286295E-27  1.173733E-30  1.196671E-30
     92  2.790178404165E-03  1.000003E-30  1.000121E-30  1.000038E-30  1.000189E-30  1.021427E-30  6.429424E-27  1.178297E-30  1.201837E-30
     93  2.852824875480E-03  1.000003E-30  1.000123E-30  1.000039E-30  1.000193E-30  1.021924E-30  6.573332E-27  1.182911E-30  1.207061E-30
     94  2.915817796872E-03  1.000003E-30  1.000126E-30  1.000040E-30  1.000197E-30  1.022425E-30  6.718017E-27  1.187576E-30  1.212341E-30
     95  2.979156831833E-03  1.000003E-30  1.000129E-30  1.000041E-30  1.000202E-30  1.022930E-30  6.863479E-27  1.192292E-30  1.217679E-30
