 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pt215         pt216         pt217         pt218         pt219         pt220         pt221         pt222
     27  8.489118412102E-05  1.000478E-30  1.000946E-30  1.000404E-30  1.000462E-30  1.000530E-30  1.000569E-30  1.000509E-30  1.000714E-30
     28  9.570255892797E-05  1.000539E-30  1.001067E-30  1.000455E-30  1.000521E-30  1.000598E-30  1.000642E-30  1.000574E-30  1.000805E-30
     29  1.070853065563E-04  1.000603E-30  1.001193E-30  1.000510E-30  1.000583E-30  1.000669E-30  1.000718E-30  1.000643E-30  1.000901E-30
     30  1.190882425669E-04  1.000670E-30  1.001327E-30  1.000567E-30  1.000648E-30  1.000744E-30  1.000799E-30  1.000715E-30  1.001002E-30
     31  1.366291075688E-04  1.000769E-30  1.001523E-30  1.000650E-30  1.000743E-30  1.000854E-30  1.000916E-30  1.000820E-30  1.001150E-30
     32  1.695708820900E-04  1.000955E-30  1.001890E-30  1.000807E-30  1.000923E-30  1.001060E-30  1.001138E-30  1.001018E-30  1.001428E-30
     33  1.992873377730E-04  1.001122E-30  1.002221E-30  1.000948E-30  1.001085E-30  1.001246E-30  1.001337E-30  1.001197E-30  1.001678E-30
     34  2.264248739983E-04  1.001275E-30  1.002523E-30  1.001077E-30  1.001233E-30  1.001416E-30  1.001520E-30  1.001360E-30  1.001907E-30
     35  2.515933231106E-04  1.001416E-30  1.002803E-30  1.001197E-30  1.001370E-30  1.001573E-30  1.001689E-30  1.001511E-30  1.002120E-30
     36  2.753099894686E-04  1.001550E-30  1.003067E-30  1.001309E-30  1.001499E-30  1.001722E-30  1.001848E-30  1.001654E-30  1.002320E-30
     37  2.979926919870E-04  1.001678E-30  1.003320E-30  1.001417E-30  1.001623E-30  1.001864E-30  1.002001E-30  1.001791E-30  1.002512E-30
     38  3.199702121451E-04  1.001801E-30  1.003565E-30  1.001522E-30  1.001743E-30  1.002002E-30  1.002149E-30  1.001923E-30  1.002698E-30
     39  3.524429751724E-04  1.001984E-30  1.003926E-30  1.001676E-30  1.001920E-30  1.002206E-30  1.002367E-30  1.002119E-30  1.002973E-30
     40  3.836809895565E-04  1.002160E-30  1.004274E-30  1.001824E-30  1.002090E-30  1.002402E-30  1.002577E-30  1.002308E-30  1.003238E-30
     41  4.138876583201E-04  1.002330E-30  1.004610E-30  1.001968E-30  1.002255E-30  1.002591E-30  1.002781E-30  1.002490E-30  1.003494E-30
     42  4.432651277490E-04  1.002496E-30  1.004937E-30  1.002107E-30  1.002416E-30  1.002776E-30  1.002979E-30  1.002667E-30  1.003743E-30
     43  4.720041568584E-04  1.002657E-30  1.005257E-30  1.002244E-30  1.002573E-30  1.002956E-30  1.003172E-30  1.002841E-30  1.003987E-30
     44  5.002792532552E-04  1.002817E-30  1.005571E-30  1.002378E-30  1.002727E-30  1.003134E-30  1.003363E-30  1.003012E-30  1.004227E-30
     45  5.282472522620E-04  1.002974E-30  1.005882E-30  1.002511E-30  1.002880E-30  1.003310E-30  1.003552E-30  1.003181E-30  1.004464E-30
     46  5.560479783168E-04  1.003131E-30  1.006192E-30  1.002643E-30  1.003032E-30  1.003485E-30  1.003739E-30  1.003349E-30  1.004701E-30
     47  5.838060709037E-04  1.003287E-30  1.006500E-30  1.002774E-30  1.003184E-30  1.003660E-30  1.003926E-30  1.003517E-30  1.004937E-30
     48  6.116334118686E-04  1.003444E-30  1.006810E-30  1.002906E-30  1.003336E-30  1.003835E-30  1.004114E-30  1.003686E-30  1.005174E-30
     49  6.396318340541E-04  1.003601E-30  1.007121E-30  1.003039E-30  1.003489E-30  1.004011E-30  1.004303E-30  1.003856E-30  1.005412E-30
     50  6.678959636874E-04  1.003760E-30  1.007436E-30  1.003173E-30  1.003644E-30  1.004189E-30  1.004494E-30  1.004027E-30  1.005653E-30
     51  6.965161747902E-04  1.003922E-30  1.007754E-30  1.003309E-30  1.003801E-30  1.004370E-30  1.004688E-30  1.004201E-30  1.005897E-30
     52  7.255817382538E-04  1.004085E-30  1.008077E-30  1.003447E-30  1.003960E-30  1.004553E-30  1.004884E-30  1.004377E-30  1.006145E-30
     53  7.551843574001E-04  1.004252E-30  1.008406E-30  1.003587E-30  1.004122E-30  1.004740E-30  1.005084E-30  1.004557E-30  1.006398E-30
     54  7.854224313090E-04  1.004422E-30  1.008742E-30  1.003730E-30  1.004288E-30  1.004930E-30  1.005289E-30  1.004741E-30  1.006656E-30
     55  8.164066374138E-04  1.004597E-30  1.009086E-30  1.003877E-30  1.004458E-30  1.005126E-30  1.005499E-30  1.004929E-30  1.006921E-30
     56  8.482679080764E-04  1.004776E-30  1.009440E-30  1.004028E-30  1.004632E-30  1.005327E-30  1.005714E-30  1.005123E-30  1.007193E-30
     57  8.811699017317E-04  1.004961E-30  1.009806E-30  1.004184E-30  1.004813E-30  1.005535E-30  1.005937E-30  1.005323E-30  1.007475E-30
     58  9.153304977871E-04  1.005154E-30  1.010185E-30  1.004346E-30  1.005000E-30  1.005751E-30  1.006169E-30  1.005531E-30  1.007768E-30
     59  9.510634923056E-04  1.005355E-30  1.010582E-30  1.004515E-30  1.005196E-30  1.005977E-30  1.006411E-30  1.005749E-30  1.008074E-30
     60  9.888739022907E-04  1.005568E-30  1.011002E-30  1.004694E-30  1.005404E-30  1.006216E-30  1.006667E-30  1.005979E-30  1.008398E-30
     61  1.029744313280E-03  1.005798E-30  1.011456E-30  1.004888E-30  1.005629E-30  1.006475E-30  1.006945E-30  1.006229E-30  1.008749E-30
     62  1.076805333108E-03  1.006063E-30  1.011978E-30  1.005110E-30  1.005887E-30  1.006773E-30  1.007264E-30  1.006516E-30  1.009154E-30
     63  1.127478238084E-03  1.006349E-30  1.012541E-30  1.005350E-30  1.006166E-30  1.007094E-30  1.007608E-30  1.006826E-30  1.009590E-30
     64  1.179263354774E-03  1.006640E-30  1.013115E-30  1.005595E-30  1.006451E-30  1.007423E-30  1.007960E-30  1.007142E-30  1.010035E-30
     65  1.231720185468E-03  1.006936E-30  1.013697E-30  1.005843E-30  1.006740E-30  1.007756E-30  1.008317E-30  1.007464E-30  1.010488E-30
     66  1.284679788904E-03  1.007234E-30  1.014285E-30  1.006093E-30  1.007031E-30  1.008092E-30  1.008678E-30  1.007788E-30  1.010945E-30
     67  1.338068714676E-03  1.007535E-30  1.014877E-30  1.006346E-30  1.007325E-30  1.008432E-30  1.009041E-30  1.008116E-30  1.011406E-30
     68  1.391852718980E-03  1.007838E-30  1.015473E-30  1.006600E-30  1.007622E-30  1.008774E-30  1.009408E-30  1.008446E-30  1.011871E-30
     69  1.446014888479E-03  1.008143E-30  1.016074E-30  1.006856E-30  1.007921E-30  1.009119E-30  1.009777E-30  1.008779E-30  1.012340E-30
     70  1.500546342624E-03  1.008450E-30  1.016678E-30  1.007113E-30  1.008222E-30  1.009466E-30  1.010149E-30  1.009114E-30  1.012813E-30
     71  1.555442065896E-03  1.008760E-30  1.017286E-30  1.007372E-30  1.008525E-30  1.009817E-30  1.010524E-30  1.009452E-30  1.013290E-30
     72  1.610698967280E-03  1.009071E-30  1.017899E-30  1.007633E-30  1.008830E-30  1.010169E-30  1.010902E-30  1.009793E-30  1.013770E-30
     73  1.666314948699E-03  1.009384E-30  1.018515E-30  1.007896E-30  1.009138E-30  1.010524E-30  1.011282E-30  1.010136E-30  1.014254E-30
     74  1.722288445659E-03  1.009700E-30  1.019134E-30  1.008160E-30  1.009447E-30  1.010882E-30  1.011665E-30  1.010482E-30  1.014741E-30
     75  1.778618195039E-03  1.010017E-30  1.019758E-30  1.008425E-30  1.009759E-30  1.011243E-30  1.012051E-30  1.010830E-30  1.015232E-30
     76  1.835303663832E-03  1.010336E-30  1.020386E-30  1.008692E-30  1.010073E-30  1.011606E-30  1.012440E-30  1.011181E-30  1.015727E-30
     77  1.892344396716E-03  1.010658E-30  1.021017E-30  1.008961E-30  1.010389E-30  1.011971E-30  1.012831E-30  1.011534E-30  1.016226E-30
     78  1.949739812628E-03  1.010981E-30  1.021652E-30  1.009232E-30  1.010707E-30  1.012339E-30  1.013225E-30  1.011890E-30  1.016728E-30
     79  2.007489276907E-03  1.011307E-30  1.022291E-30  1.009504E-30  1.011028E-30  1.012710E-30  1.013622E-30  1.012248E-30  1.017234E-30
     80  2.065592139419E-03  1.011634E-30  1.022933E-30  1.009777E-30  1.011350E-30  1.013083E-30  1.014021E-30  1.012609E-30  1.017743E-30
     81  2.124047755162E-03  1.011964E-30  1.023580E-30  1.010053E-30  1.011675E-30  1.013459E-30  1.014423E-30  1.012973E-30  1.018257E-30
     82  2.182855495215E-03  1.012295E-30  1.024230E-30  1.010329E-30  1.012002E-30  1.013837E-30  1.014828E-30  1.013339E-30  1.018774E-30
     83  2.242014752368E-03  1.012629E-30  1.024883E-30  1.010608E-30  1.012331E-30  1.014218E-30  1.015236E-30  1.013708E-30  1.019295E-30
     84  2.301524943777E-03  1.012964E-30  1.025541E-30  1.010888E-30  1.012662E-30  1.014602E-30  1.015646E-30  1.014079E-30  1.019819E-30
     85  2.361385511936E-03  1.013301E-30  1.026202E-30  1.011169E-30  1.012996E-30  1.014988E-30  1.016059E-30  1.014453E-30  1.020347E-30
     86  2.421595924701E-03  1.013641E-30  1.026867E-30  1.011452E-30  1.013331E-30  1.015376E-30  1.016475E-30  1.014830E-30  1.020879E-30
     87  2.482155674804E-03  1.013982E-30  1.027536E-30  1.011737E-30  1.013669E-30  1.015768E-30  1.016894E-30  1.015209E-30  1.021415E-30
     88  2.543064279071E-03  1.014326E-30  1.028208E-30  1.012023E-30  1.014009E-30  1.016161E-30  1.017315E-30  1.015591E-30  1.021954E-30
     89  2.604321277494E-03  1.014671E-30  1.028884E-30  1.012311E-30  1.014351E-30  1.016558E-30  1.017739E-30  1.015975E-30  1.022498E-30
     90  2.665926232237E-03  1.015018E-30  1.029564E-30  1.012600E-30  1.014695E-30  1.016957E-30  1.018166E-30  1.016362E-30  1.023045E-30
     91  2.727878734382E-03  1.015368E-30  1.030247E-30  1.012891E-30  1.015041E-30  1.017359E-30  1.018596E-30  1.016752E-30  1.023595E-30
     92  2.790178404165E-03  1.015719E-30  1.030934E-30  1.013184E-30  1.015389E-30  1.017763E-30  1.019028E-30  1.017144E-30  1.024150E-30
     93  2.852824875480E-03  1.016072E-30  1.031625E-30  1.013478E-30  1.015740E-30  1.018170E-30  1.019463E-30  1.017539E-30  1.024708E-30
     94  2.915817796872E-03  1.016428E-30  1.032319E-30  1.013773E-30  1.016093E-30  1.018579E-30  1.019901E-30  1.017936E-30  1.025270E-30
