 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                xe143         xe144         xe145         xe146         xe147         xe148         xe149         xe150
     27  8.489118412102E-05  1.000303E-30  1.000806E-30  1.000798E-30  1.001643E-30  1.001316E-30  1.001570E-30  1.001181E-30  1.002156E-30
     28  9.570255892797E-05  1.000342E-30  1.000908E-30  1.000900E-30  1.001852E-30  1.001484E-30  1.001770E-30  1.001331E-30  1.002431E-30
     29  1.070853065563E-04  1.000383E-30  1.001016E-30  1.001007E-30  1.002072E-30  1.001660E-30  1.001980E-30  1.001489E-30  1.002720E-30
     30  1.190882425669E-04  1.000425E-30  1.001130E-30  1.001120E-30  1.002305E-30  1.001846E-30  1.002202E-30  1.001656E-30  1.003024E-30
     31  1.366291075688E-04  1.000488E-30  1.001297E-30  1.001285E-30  1.002644E-30  1.002118E-30  1.002526E-30  1.001901E-30  1.003470E-30
     32  1.695708820900E-04  1.000606E-30  1.001609E-30  1.001595E-30  1.003281E-30  1.002629E-30  1.003136E-30  1.002359E-30  1.004306E-30
     33  1.992873377730E-04  1.000712E-30  1.001891E-30  1.001875E-30  1.003856E-30  1.003089E-30  1.003685E-30  1.002773E-30  1.005061E-30
     34  2.264248739983E-04  1.000809E-30  1.002149E-30  1.002130E-30  1.004381E-30  1.003510E-30  1.004187E-30  1.003151E-30  1.005750E-30
     35  2.515933231106E-04  1.000899E-30  1.002387E-30  1.002367E-30  1.004867E-30  1.003901E-30  1.004652E-30  1.003501E-30  1.006389E-30
     36  2.753099894686E-04  1.000984E-30  1.002612E-30  1.002590E-30  1.005326E-30  1.004268E-30  1.005091E-30  1.003832E-30  1.006991E-30
     37  2.979926919870E-04  1.001065E-30  1.002827E-30  1.002804E-30  1.005764E-30  1.004620E-30  1.005510E-30  1.004148E-30  1.007567E-30
     38  3.199702121451E-04  1.001143E-30  1.003036E-30  1.003011E-30  1.006189E-30  1.004961E-30  1.005916E-30  1.004454E-30  1.008126E-30
     39  3.524429751724E-04  1.001260E-30  1.003344E-30  1.003317E-30  1.006817E-30  1.005465E-30  1.006517E-30  1.004907E-30  1.008950E-30
     40  3.836809895565E-04  1.001371E-30  1.003640E-30  1.003612E-30  1.007420E-30  1.005949E-30  1.007094E-30  1.005343E-30  1.009743E-30
     41  4.138876583201E-04  1.001479E-30  1.003927E-30  1.003897E-30  1.008004E-30  1.006418E-30  1.007653E-30  1.005764E-30  1.010510E-30
     42  4.432651277490E-04  1.001585E-30  1.004205E-30  1.004174E-30  1.008571E-30  1.006874E-30  1.008196E-30  1.006174E-30  1.011256E-30
     43  4.720041568584E-04  1.001687E-30  1.004478E-30  1.004445E-30  1.009126E-30  1.007319E-30  1.008727E-30  1.006575E-30  1.011986E-30
     44  5.002792532552E-04  1.001789E-30  1.004746E-30  1.004712E-30  1.009672E-30  1.007758E-30  1.009250E-30  1.006970E-30  1.012704E-30
     45  5.282472522620E-04  1.001889E-30  1.005011E-30  1.004975E-30  1.010213E-30  1.008192E-30  1.009767E-30  1.007360E-30  1.013415E-30
     46  5.560479783168E-04  1.001988E-30  1.005275E-30  1.005238E-30  1.010749E-30  1.008623E-30  1.010281E-30  1.007748E-30  1.014121E-30
     47  5.838060709037E-04  1.002088E-30  1.005538E-30  1.005500E-30  1.011285E-30  1.009054E-30  1.010794E-30  1.008136E-30  1.014825E-30
     48  6.116334118686E-04  1.002187E-30  1.005802E-30  1.005763E-30  1.011822E-30  1.009486E-30  1.011308E-30  1.008525E-30  1.015532E-30
     49  6.396318340541E-04  1.002287E-30  1.006067E-30  1.006027E-30  1.012363E-30  1.009921E-30  1.011826E-30  1.008916E-30  1.016243E-30
     50  6.678959636874E-04  1.002389E-30  1.006335E-30  1.006294E-30  1.012908E-30  1.010359E-30  1.012348E-30  1.009311E-30  1.016961E-30
     51  6.965161747902E-04  1.002491E-30  1.006607E-30  1.006565E-30  1.013460E-30  1.010804E-30  1.012877E-30  1.009712E-30  1.017688E-30
     52  7.255817382538E-04  1.002595E-30  1.006882E-30  1.006840E-30  1.014021E-30  1.011255E-30  1.013415E-30  1.010118E-30  1.018426E-30
     53  7.551843574001E-04  1.002701E-30  1.007163E-30  1.007120E-30  1.014592E-30  1.011714E-30  1.013962E-30  1.010532E-30  1.019178E-30
     54  7.854224313090E-04  1.002810E-30  1.007449E-30  1.007406E-30  1.015175E-30  1.012184E-30  1.014521E-30  1.010956E-30  1.019946E-30
     55  8.164066374138E-04  1.002921E-30  1.007743E-30  1.007699E-30  1.015773E-30  1.012665E-30  1.015094E-30  1.011389E-30  1.020733E-30
     56  8.482679080764E-04  1.003035E-30  1.008045E-30  1.008000E-30  1.016387E-30  1.013160E-30  1.015683E-30  1.011836E-30  1.021543E-30
     57  8.811699017317E-04  1.003153E-30  1.008357E-30  1.008312E-30  1.017021E-30  1.013671E-30  1.016291E-30  1.012296E-30  1.022379E-30
     58  9.153304977871E-04  1.003276E-30  1.008681E-30  1.008635E-30  1.017680E-30  1.014201E-30  1.016923E-30  1.012775E-30  1.023247E-30
     59  9.510634923056E-04  1.003404E-30  1.009019E-30  1.008973E-30  1.018368E-30  1.014756E-30  1.017583E-30  1.013276E-30  1.024154E-30
     60  9.888739022907E-04  1.003539E-30  1.009378E-30  1.009332E-30  1.019097E-30  1.015344E-30  1.018282E-30  1.013806E-30  1.025115E-30
     61  1.029744313280E-03  1.003686E-30  1.009765E-30  1.009719E-30  1.019884E-30  1.015979E-30  1.019038E-30  1.014380E-30  1.026154E-30
     62  1.076805333108E-03  1.003855E-30  1.010211E-30  1.010165E-30  1.020791E-30  1.016710E-30  1.019908E-30  1.015040E-30  1.027350E-30
     63  1.127478238084E-03  1.004037E-30  1.010691E-30  1.010646E-30  1.021766E-30  1.017498E-30  1.020845E-30  1.015752E-30  1.028638E-30
     64  1.179263354774E-03  1.004223E-30  1.011182E-30  1.011137E-30  1.022763E-30  1.018303E-30  1.021802E-30  1.016479E-30  1.029954E-30
     65  1.231720185468E-03  1.004411E-30  1.011679E-30  1.011635E-30  1.023773E-30  1.019118E-30  1.022772E-30  1.017216E-30  1.031288E-30
     66  1.284679788904E-03  1.004601E-30  1.012180E-30  1.012138E-30  1.024792E-30  1.019941E-30  1.023752E-30  1.017961E-30  1.032635E-30
     67  1.338068714676E-03  1.004793E-30  1.012686E-30  1.012645E-30  1.025819E-30  1.020772E-30  1.024739E-30  1.018713E-30  1.033992E-30
     68  1.391852718980E-03  1.004986E-30  1.013196E-30  1.013156E-30  1.026853E-30  1.021608E-30  1.025733E-30  1.019470E-30  1.035360E-30
     69  1.446014888479E-03  1.005181E-30  1.013709E-30  1.013671E-30  1.027895E-30  1.022451E-30  1.026735E-30  1.020233E-30  1.036738E-30
     70  1.500546342624E-03  1.005377E-30  1.014225E-30  1.014190E-30  1.028943E-30  1.023299E-30  1.027744E-30  1.021002E-30  1.038126E-30
     71  1.555442065896E-03  1.005575E-30  1.014745E-30  1.014713E-30  1.029998E-30  1.024154E-30  1.028759E-30  1.021776E-30  1.039523E-30
     72  1.610698967280E-03  1.005773E-30  1.015268E-30  1.015239E-30  1.031060E-30  1.025014E-30  1.029781E-30  1.022556E-30  1.040930E-30
     73  1.666314948699E-03  1.005973E-30  1.015795E-30  1.015769E-30  1.032128E-30  1.025880E-30  1.030810E-30  1.023341E-30  1.042346E-30
     74  1.722288445659E-03  1.006175E-30  1.016325E-30  1.016302E-30  1.033203E-30  1.026751E-30  1.031846E-30  1.024132E-30  1.043771E-30
     75  1.778618195039E-03  1.006378E-30  1.016858E-30  1.016839E-30  1.034284E-30  1.027629E-30  1.032888E-30  1.024929E-30  1.045206E-30
     76  1.835303663832E-03  1.006582E-30  1.017395E-30  1.017380E-30  1.035372E-30  1.028512E-30  1.033937E-30  1.025731E-30  1.046651E-30
     77  1.892344396716E-03  1.006787E-30  1.017935E-30  1.017925E-30  1.036466E-30  1.029401E-30  1.034992E-30  1.026539E-30  1.048104E-30
     78  1.949739812628E-03  1.006994E-30  1.018478E-30  1.018473E-30  1.037567E-30  1.030295E-30  1.036055E-30  1.027352E-30  1.049568E-30
     79  2.007489276907E-03  1.007202E-30  1.019025E-30  1.019025E-30  1.038675E-30  1.031195E-30  1.037123E-30  1.028171E-30  1.051040E-30
     80  2.065592139419E-03  1.007412E-30  1.019575E-30  1.019580E-30  1.039788E-30  1.032101E-30  1.038199E-30  1.028995E-30  1.052522E-30
     81  2.124047755162E-03  1.007623E-30  1.020128E-30  1.020139E-30  1.040909E-30  1.033013E-30  1.039281E-30  1.029825E-30  1.054014E-30
     82  2.182855495215E-03  1.007835E-30  1.020685E-30  1.020702E-30  1.042036E-30  1.033931E-30  1.040370E-30  1.030661E-30  1.055515E-30
     83  2.242014752368E-03  1.008048E-30  1.021245E-30  1.021268E-30  1.043169E-30  1.034854E-30  1.041466E-30  1.031502E-30  1.057025E-30
     84  2.301524943777E-03  1.008263E-30  1.021808E-30  1.021838E-30  1.044308E-30  1.035782E-30  1.042568E-30  1.032349E-30  1.058545E-30
     85  2.361385511936E-03  1.008479E-30  1.022375E-30  1.022412E-30  1.045454E-30  1.036717E-30  1.043677E-30  1.033202E-30  1.060075E-30
     86  2.421595924701E-03  1.008697E-30  1.022944E-30  1.022990E-30  1.046607E-30  1.037657E-30  1.044792E-30  1.034060E-30  1.061613E-30
     87  2.482155674804E-03  1.008915E-30  1.023518E-30  1.023571E-30  1.047765E-30  1.038603E-30  1.045914E-30  1.034924E-30  1.063162E-30
     88  2.543064279071E-03  1.009135E-30  1.024094E-30  1.024155E-30  1.048930E-30  1.039555E-30  1.047043E-30  1.035793E-30  1.064720E-30
     89  2.604321277494E-03  1.009357E-30  1.024674E-30  1.024744E-30  1.050102E-30  1.040512E-30  1.048178E-30  1.036668E-30  1.066287E-30
     90  2.665926232237E-03  1.009580E-30  1.025257E-30  1.025336E-30  1.051279E-30  1.041475E-30  1.049320E-30  1.037549E-30  1.067864E-30
     91  2.727878734382E-03  1.009804E-30  1.025843E-30  1.025931E-30  1.052463E-30  1.042444E-30  1.050469E-30  1.038436E-30  1.069451E-30
     92  2.790178404165E-03  1.010029E-30  1.026432E-30  1.026531E-30  1.053654E-30  1.043419E-30  1.051624E-30  1.039328E-30  1.071047E-30
     93  2.852824875480E-03  1.010256E-30  1.027025E-30  1.027134E-30  1.054850E-30  1.044399E-30  1.052786E-30  1.040226E-30  1.072652E-30
     94  2.915817796872E-03  1.010484E-30  1.027621E-30  1.027741E-30  1.056053E-30  1.045385E-30  1.053955E-30  1.041130E-30  1.074268E-30
     95  2.979156831833E-03  1.010713E-30  1.028220E-30  1.028351E-30  1.057262E-30  1.046376E-30  1.055130E-30  1.042039E-30  1.075893E-30
