 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cr43          cr44          cr45          cr46          cr47          cr48          cr49          cr50 
     27  8.489118412102E-05  1.000000E-30  1.003314E-30  1.002060E-30  1.001505E-30  1.000471E-30  1.000373E-30  1.000154E-30  1.000208E-30
     28  9.570255892797E-05  1.000000E-30  1.003736E-30  1.002322E-30  1.001697E-30  1.000531E-30  1.000420E-30  1.000174E-30  1.000234E-30
     29  1.070853065563E-04  1.000000E-30  1.004180E-30  1.002598E-30  1.001899E-30  1.000595E-30  1.000470E-30  1.000194E-30  1.000262E-30
     30  1.190882425669E-04  1.000000E-30  1.004648E-30  1.002889E-30  1.002112E-30  1.000662E-30  1.000523E-30  1.000216E-30  1.000292E-30
     31  1.366291075688E-04  1.000000E-30  1.005332E-30  1.003314E-30  1.002423E-30  1.000759E-30  1.000600E-30  1.000248E-30  1.000335E-30
     32  1.695708820900E-04  1.000000E-30  1.006616E-30  1.004113E-30  1.003008E-30  1.000943E-30  1.000745E-30  1.000308E-30  1.000415E-30
     33  1.992873377730E-04  1.000000E-30  1.007774E-30  1.004832E-30  1.003536E-30  1.001108E-30  1.000875E-30  1.000362E-30  1.000488E-30
     34  2.264248739983E-04  1.000000E-30  1.008831E-30  1.005489E-30  1.004019E-30  1.001260E-30  1.000995E-30  1.000411E-30  1.000555E-30
     35  2.515933231106E-04  1.000000E-30  1.009811E-30  1.006098E-30  1.004466E-30  1.001400E-30  1.001105E-30  1.000457E-30  1.000616E-30
     36  2.753099894686E-04  1.000000E-30  1.010734E-30  1.006672E-30  1.004888E-30  1.001533E-30  1.001210E-30  1.000500E-30  1.000675E-30
     37  2.979926919870E-04  1.000000E-30  1.011617E-30  1.007221E-30  1.005291E-30  1.001660E-30  1.001310E-30  1.000541E-30  1.000730E-30
     38  3.199702121451E-04  1.000000E-30  1.012472E-30  1.007752E-30  1.005683E-30  1.001783E-30  1.001406E-30  1.000581E-30  1.000784E-30
     39  3.524429751724E-04  1.000000E-30  1.013735E-30  1.008537E-30  1.006261E-30  1.001965E-30  1.001549E-30  1.000640E-30  1.000864E-30
     40  3.836809895565E-04  1.000000E-30  1.014949E-30  1.009292E-30  1.006817E-30  1.002140E-30  1.001687E-30  1.000697E-30  1.000940E-30
     41  4.138876583201E-04  1.000000E-30  1.016123E-30  1.010021E-30  1.007355E-30  1.002309E-30  1.001820E-30  1.000752E-30  1.001014E-30
     42  4.432651277490E-04  1.000000E-30  1.017264E-30  1.010730E-30  1.007879E-30  1.002474E-30  1.001950E-30  1.000806E-30  1.001086E-30
     43  4.720041568584E-04  1.000000E-30  1.018380E-30  1.011424E-30  1.008391E-30  1.002636E-30  1.002076E-30  1.000858E-30  1.001157E-30
     44  5.002792532552E-04  1.000000E-30  1.019477E-30  1.012106E-30  1.008896E-30  1.002795E-30  1.002201E-30  1.000909E-30  1.001226E-30
     45  5.282472522620E-04  1.000000E-30  1.020562E-30  1.012780E-30  1.009395E-30  1.002952E-30  1.002324E-30  1.000960E-30  1.001295E-30
     46  5.560479783168E-04  1.000000E-30  1.021640E-30  1.013450E-30  1.009891E-30  1.003109E-30  1.002447E-30  1.001011E-30  1.001363E-30
     47  5.838060709037E-04  1.000000E-30  1.022716E-30  1.014119E-30  1.010387E-30  1.003265E-30  1.002570E-30  1.001062E-30  1.001431E-30
     48  6.116334118686E-04  1.000000E-30  1.023795E-30  1.014789E-30  1.010884E-30  1.003422E-30  1.002693E-30  1.001112E-30  1.001499E-30
     49  6.396318340541E-04  1.000000E-30  1.024880E-30  1.015463E-30  1.011384E-30  1.003580E-30  1.002816E-30  1.001163E-30  1.001568E-30
     50  6.678959636874E-04  1.000000E-30  1.025974E-30  1.016143E-30  1.011890E-30  1.003740E-30  1.002941E-30  1.001215E-30  1.001637E-30
     51  6.965161747902E-04  1.000000E-30  1.027082E-30  1.016831E-30  1.012402E-30  1.003902E-30  1.003068E-30  1.001267E-30  1.001707E-30
     52  7.255817382538E-04  1.000000E-30  1.028207E-30  1.017530E-30  1.012922E-30  1.004067E-30  1.003196E-30  1.001320E-30  1.001778E-30
     53  7.551843574001E-04  1.000000E-30  1.029352E-30  1.018241E-30  1.013451E-30  1.004234E-30  1.003327E-30  1.001374E-30  1.001851E-30
     54  7.854224313090E-04  1.000000E-30  1.030521E-30  1.018968E-30  1.013993E-30  1.004406E-30  1.003461E-30  1.001429E-30  1.001925E-30
     55  8.164066374138E-04  1.000000E-30  1.031719E-30  1.019712E-30  1.014548E-30  1.004582E-30  1.003598E-30  1.001486E-30  1.002001E-30
     56  8.482679080764E-04  1.000000E-30  1.032950E-30  1.020477E-30  1.015119E-30  1.004763E-30  1.003740E-30  1.001544E-30  1.002079E-30
     57  8.811699017317E-04  1.000000E-30  1.034221E-30  1.021266E-30  1.015709E-30  1.004950E-30  1.003885E-30  1.001604E-30  1.002160E-30
     58  9.153304977871E-04  1.000000E-30  1.035539E-30  1.022085E-30  1.016322E-30  1.005144E-30  1.004037E-30  1.001667E-30  1.002244E-30
     59  9.510634923056E-04  1.000000E-30  1.036918E-30  1.022942E-30  1.016963E-30  1.005348E-30  1.004195E-30  1.001732E-30  1.002332E-30
     60  9.888739022907E-04  1.000000E-30  1.038376E-30  1.023848E-30  1.017642E-30  1.005564E-30  1.004363E-30  1.001801E-30  1.002424E-30
     61  1.029744313280E-03  1.000000E-30  1.039952E-30  1.024826E-30  1.018376E-30  1.005797E-30  1.004544E-30  1.001876E-30  1.002525E-30
     62  1.076805333108E-03  1.000000E-30  1.041765E-30  1.025952E-30  1.019222E-30  1.006066E-30  1.004753E-30  1.001962E-30  1.002640E-30
     63  1.127478238084E-03  1.000000E-30  1.043716E-30  1.027164E-30  1.020133E-30  1.006356E-30  1.004978E-30  1.002055E-30  1.002765E-30
     64  1.179263354774E-03  1.000000E-30  1.045708E-30  1.028402E-30  1.021065E-30  1.006653E-30  1.005209E-30  1.002150E-30  1.002892E-30
     65  1.231720185468E-03  1.000000E-30  1.047725E-30  1.029654E-30  1.022010E-30  1.006955E-30  1.005442E-30  1.002246E-30  1.003021E-30
     66  1.284679788904E-03  1.000000E-30  1.049760E-30  1.030918E-30  1.022964E-30  1.007259E-30  1.005678E-30  1.002343E-30  1.003151E-30
     67  1.338068714676E-03  1.000000E-30  1.051810E-30  1.032191E-30  1.023927E-30  1.007567E-30  1.005916E-30  1.002441E-30  1.003282E-30
     68  1.391852718980E-03  1.000000E-30  1.053873E-30  1.033472E-30  1.024898E-30  1.007877E-30  1.006155E-30  1.002539E-30  1.003414E-30
     69  1.446014888479E-03  1.000000E-30  1.055950E-30  1.034762E-30  1.025876E-30  1.008190E-30  1.006397E-30  1.002639E-30  1.003547E-30
     70  1.500546342624E-03  1.000000E-30  1.058039E-30  1.036059E-30  1.026861E-30  1.008505E-30  1.006640E-30  1.002739E-30  1.003681E-30
     71  1.555442065896E-03  1.000000E-30  1.060141E-30  1.037364E-30  1.027854E-30  1.008824E-30  1.006885E-30  1.002840E-30  1.003816E-30
     72  1.610698967280E-03  1.000000E-30  1.062255E-30  1.038677E-30  1.028854E-30  1.009144E-30  1.007132E-30  1.002941E-30  1.003952E-30
     73  1.666314948699E-03  1.000000E-30  1.064382E-30  1.039997E-30  1.029862E-30  1.009468E-30  1.007381E-30  1.003044E-30  1.004088E-30
     74  1.722288445659E-03  1.000000E-30  1.066520E-30  1.041325E-30  1.030876E-30  1.009793E-30  1.007632E-30  1.003146E-30  1.004226E-30
     75  1.778618195039E-03  1.000000E-30  1.068670E-30  1.042660E-30  1.031898E-30  1.010122E-30  1.007884E-30  1.003250E-30  1.004364E-30
     76  1.835303663832E-03  1.000000E-30  1.070833E-30  1.044002E-30  1.032927E-30  1.010453E-30  1.008138E-30  1.003354E-30  1.004504E-30
     77  1.892344396716E-03  1.000000E-30  1.073007E-30  1.045352E-30  1.033963E-30  1.010787E-30  1.008394E-30  1.003460E-30  1.004644E-30
     78  1.949739812628E-03  1.000000E-30  1.075193E-30  1.046709E-30  1.035006E-30  1.011123E-30  1.008651E-30  1.003565E-30  1.004785E-30
     79  2.007489276907E-03  1.000000E-30  1.077391E-30  1.048073E-30  1.036056E-30  1.011462E-30  1.008910E-30  1.003672E-30  1.004927E-30
     80  2.065592139419E-03  1.000000E-30  1.079601E-30  1.049445E-30  1.037114E-30  1.011803E-30  1.009171E-30  1.003779E-30  1.005070E-30
     81  2.124047755162E-03  1.000000E-30  1.081823E-30  1.050823E-30  1.038179E-30  1.012147E-30  1.009434E-30  1.003887E-30  1.005214E-30
     82  2.182855495215E-03  1.000000E-30  1.084056E-30  1.052209E-30  1.039251E-30  1.012494E-30  1.009699E-30  1.003995E-30  1.005358E-30
     83  2.242014752368E-03  1.000000E-30  1.086301E-30  1.053602E-30  1.040330E-30  1.012844E-30  1.009965E-30  1.004105E-30  1.005504E-30
     84  2.301524943777E-03  1.000000E-30  1.088557E-30  1.055003E-30  1.041417E-30  1.013196E-30  1.010233E-30  1.004215E-30  1.005650E-30
     85  2.361385511936E-03  1.000000E-30  1.090825E-30  1.056410E-30  1.042511E-30  1.013550E-30  1.010503E-30  1.004325E-30  1.005798E-30
     86  2.421595924701E-03  1.000000E-30  1.093105E-30  1.057824E-30  1.043612E-30  1.013908E-30  1.010775E-30  1.004437E-30  1.005946E-30
     87  2.482155674804E-03  1.000000E-30  1.095395E-30  1.059245E-30  1.044720E-30  1.014268E-30  1.011048E-30  1.004549E-30  1.006095E-30
     88  2.543064279071E-03  1.000000E-30  1.097698E-30  1.060674E-30  1.045835E-30  1.014630E-30  1.011324E-30  1.004661E-30  1.006245E-30
     89  2.604321277494E-03  1.000000E-30  1.100011E-30  1.062109E-30  1.046958E-30  1.014996E-30  1.011601E-30  1.004775E-30  1.006396E-30
     90  2.665926232237E-03  1.000000E-30  1.102336E-30  1.063551E-30  1.048088E-30  1.015364E-30  1.011880E-30  1.004889E-30  1.006548E-30
     91  2.727878734382E-03  1.000000E-30  1.104672E-30  1.065000E-30  1.049225E-30  1.015734E-30  1.012160E-30  1.005004E-30  1.006700E-30
     92  2.790178404165E-03  1.000000E-30  1.107019E-30  1.066456E-30  1.050369E-30  1.016108E-30  1.012443E-30  1.005119E-30  1.006854E-30
     93  2.852824875480E-03  1.000000E-30  1.109377E-30  1.067919E-30  1.051521E-30  1.016484E-30  1.012727E-30  1.005236E-30  1.007008E-30
     94  2.915817796872E-03  1.000000E-30  1.111747E-30  1.069389E-30  1.052680E-30  1.016863E-30  1.013013E-30  1.005353E-30  1.007163E-30
     95  2.979156831833E-03  1.000000E-30  1.114127E-30  1.070865E-30  1.053846E-30  1.017244E-30  1.013301E-30  1.005470E-30  1.007319E-30
