 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ni54          ni55          ni56          ni57          ni58          ni59          ni60          ni61 
     27  8.489118412102E-05  1.002704E-30  2.951674E-28  1.000755E-30  1.000300E-30  1.000018E-30  1.000001E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.003049E-30  3.326251E-28  1.000851E-30  1.000339E-30  1.000021E-30  1.000001E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.003411E-30  3.720610E-28  1.000952E-30  1.000379E-30  1.000023E-30  1.000001E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.003793E-30  4.136426E-28  1.001059E-30  1.000422E-30  1.000026E-30  1.000001E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.004352E-30  4.743896E-28  1.001215E-30  1.000484E-30  1.000030E-30  1.000001E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.005400E-30  5.884852E-28  1.001508E-30  1.000600E-30  1.000037E-30  1.000001E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.006346E-30  6.914046E-28  1.001773E-30  1.000706E-30  1.000043E-30  1.000002E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.007210E-30  7.853860E-28  1.002015E-30  1.000802E-30  1.000049E-30  1.000002E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.008010E-30  8.725416E-28  1.002239E-30  1.000891E-30  1.000054E-30  1.000002E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.008765E-30  9.546637E-28  1.002450E-30  1.000976E-30  1.000060E-30  1.000002E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.009486E-30  1.033199E-27  1.002652E-30  1.001056E-30  1.000065E-30  1.000003E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.010185E-30  1.109240E-27  1.002848E-30  1.001134E-30  1.000069E-30  1.000003E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.011217E-30  1.221642E-27  1.003138E-30  1.001250E-30  1.000076E-30  1.000003E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.012210E-30  1.329760E-27  1.003417E-30  1.001361E-30  1.000083E-30  1.000003E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.013170E-30  1.434299E-27  1.003686E-30  1.001468E-30  1.000090E-30  1.000004E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.014104E-30  1.535960E-27  1.003948E-30  1.001573E-30  1.000096E-30  1.000004E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.015017E-30  1.635402E-27  1.004205E-30  1.001675E-30  1.000102E-30  1.000004E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.015915E-30  1.733230E-27  1.004458E-30  1.001776E-30  1.000108E-30  1.000004E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.016803E-30  1.829986E-27  1.004708E-30  1.001875E-30  1.000115E-30  1.000004E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.017686E-30  1.926155E-27  1.004956E-30  1.001975E-30  1.000121E-30  1.000005E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.018567E-30  2.022167E-27  1.005204E-30  1.002074E-30  1.000127E-30  1.000005E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.019450E-30  2.118409E-27  1.005453E-30  1.002173E-30  1.000133E-30  1.000005E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.020339E-30  2.215234E-27  1.005704E-30  1.002273E-30  1.000139E-30  1.000005E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.021235E-30  2.312968E-27  1.005957E-30  1.002374E-30  1.000145E-30  1.000006E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.022143E-30  2.411923E-27  1.006213E-30  1.002476E-30  1.000151E-30  1.000006E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.023065E-30  2.512407E-27  1.006473E-30  1.002580E-30  1.000157E-30  1.000006E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.024004E-30  2.614737E-27  1.006738E-30  1.002686E-30  1.000164E-30  1.000006E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.024962E-30  2.719251E-27  1.007009E-30  1.002794E-30  1.000170E-30  1.000007E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.025944E-30  2.826332E-27  1.007287E-30  1.002905E-30  1.000177E-30  1.000007E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.026954E-30  2.936431E-27  1.007573E-30  1.003019E-30  1.000184E-30  1.000007E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.027996E-30  3.050111E-27  1.007868E-30  1.003137E-30  1.000191E-30  1.000008E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.029078E-30  3.168122E-27  1.008175E-30  1.003259E-30  1.000199E-30  1.000008E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.030210E-30  3.291546E-27  1.008496E-30  1.003387E-30  1.000207E-30  1.000008E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.031407E-30  3.422121E-27  1.008835E-30  1.003523E-30  1.000215E-30  1.000008E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.032701E-30  3.563230E-27  1.009203E-30  1.003670E-30  1.000224E-30  1.000009E-30  1.000001E-30  1.000000E-30
     62  1.076805333108E-03  1.034190E-30  3.725653E-27  1.009626E-30  1.003839E-30  1.000234E-30  1.000009E-30  1.000001E-30  1.000000E-30
     63  1.127478238084E-03  1.035793E-30  3.900490E-27  1.010082E-30  1.004021E-30  1.000245E-30  1.000010E-30  1.000001E-30  1.000000E-30
     64  1.179263354774E-03  1.037430E-30  4.079125E-27  1.010548E-30  1.004207E-30  1.000256E-30  1.000010E-30  1.000001E-30  1.000000E-30
     65  1.231720185468E-03  1.039088E-30  4.260041E-27  1.011020E-30  1.004396E-30  1.000268E-30  1.000011E-30  1.000001E-30  1.000000E-30
     66  1.284679788904E-03  1.040762E-30  4.442656E-27  1.011498E-30  1.004587E-30  1.000279E-30  1.000011E-30  1.000001E-30  1.000000E-30
     67  1.338068714676E-03  1.042448E-30  4.626714E-27  1.011980E-30  1.004779E-30  1.000291E-30  1.000011E-30  1.000001E-30  1.000000E-30
     68  1.391852718980E-03  1.044146E-30  4.812098E-27  1.012465E-30  1.004974E-30  1.000303E-30  1.000012E-30  1.000001E-30  1.000000E-30
     69  1.446014888479E-03  1.045856E-30  4.998749E-27  1.012954E-30  1.005169E-30  1.000315E-30  1.000012E-30  1.000001E-30  1.000000E-30
     70  1.500546342624E-03  1.047577E-30  5.186635E-27  1.013447E-30  1.005366E-30  1.000327E-30  1.000013E-30  1.000001E-30  1.000000E-30
     71  1.555442065896E-03  1.049308E-30  5.375738E-27  1.013944E-30  1.005565E-30  1.000339E-30  1.000013E-30  1.000001E-30  1.000000E-30
     72  1.610698967280E-03  1.051051E-30  5.566048E-27  1.014444E-30  1.005765E-30  1.000351E-30  1.000014E-30  1.000001E-30  1.000000E-30
     73  1.666314948699E-03  1.052804E-30  5.757556E-27  1.014948E-30  1.005967E-30  1.000363E-30  1.000014E-30  1.000001E-30  1.000000E-30
     74  1.722288445659E-03  1.054567E-30  5.950256E-27  1.015455E-30  1.006170E-30  1.000375E-30  1.000015E-30  1.000001E-30  1.000000E-30
     75  1.778618195039E-03  1.056341E-30  6.144144E-27  1.015966E-30  1.006374E-30  1.000388E-30  1.000015E-30  1.000001E-30  1.000000E-30
     76  1.835303663832E-03  1.058126E-30  6.339216E-27  1.016481E-30  1.006580E-30  1.000400E-30  1.000016E-30  1.000001E-30  1.000000E-30
     77  1.892344396716E-03  1.059921E-30  6.535471E-27  1.016999E-30  1.006788E-30  1.000413E-30  1.000016E-30  1.000001E-30  1.000000E-30
     78  1.949739812628E-03  1.061727E-30  6.732905E-27  1.017521E-30  1.006997E-30  1.000425E-30  1.000017E-30  1.000001E-30  1.000000E-30
     79  2.007489276907E-03  1.063543E-30  6.931516E-27  1.018046E-30  1.007207E-30  1.000438E-30  1.000017E-30  1.000001E-30  1.000000E-30
     80  2.065592139419E-03  1.065369E-30  7.131302E-27  1.018575E-30  1.007419E-30  1.000451E-30  1.000018E-30  1.000001E-30  1.000000E-30
     81  2.124047755162E-03  1.067206E-30  7.332258E-27  1.019108E-30  1.007633E-30  1.000464E-30  1.000018E-30  1.000001E-30  1.000000E-30
     82  2.182855495215E-03  1.069053E-30  7.534383E-27  1.019645E-30  1.007847E-30  1.000476E-30  1.000019E-30  1.000001E-30  1.000000E-30
     83  2.242014752368E-03  1.070911E-30  7.737673E-27  1.020185E-30  1.008064E-30  1.000490E-30  1.000019E-30  1.000001E-30  1.000000E-30
     84  2.301524943777E-03  1.072779E-30  7.942126E-27  1.020728E-30  1.008282E-30  1.000503E-30  1.000020E-30  1.000001E-30  1.000000E-30
     85  2.361385511936E-03  1.074657E-30  8.147739E-27  1.021276E-30  1.008501E-30  1.000516E-30  1.000020E-30  1.000001E-30  1.000000E-30
     86  2.421595924701E-03  1.076545E-30  8.354510E-27  1.021827E-30  1.008722E-30  1.000529E-30  1.000021E-30  1.000001E-30  1.000000E-30
     87  2.482155674804E-03  1.078444E-30  8.562436E-27  1.022381E-30  1.008944E-30  1.000543E-30  1.000021E-30  1.000001E-30  1.000000E-30
     88  2.543064279071E-03  1.080352E-30  8.771516E-27  1.022940E-30  1.009168E-30  1.000556E-30  1.000022E-30  1.000001E-30  1.000000E-30
     89  2.604321277494E-03  1.082271E-30  8.981745E-27  1.023502E-30  1.009393E-30  1.000570E-30  1.000022E-30  1.000001E-30  1.000000E-30
     90  2.665926232237E-03  1.084200E-30  9.193124E-27  1.024067E-30  1.009620E-30  1.000583E-30  1.000023E-30  1.000001E-30  1.000000E-30
     91  2.727878734382E-03  1.086139E-30  9.405649E-27  1.024637E-30  1.009848E-30  1.000597E-30  1.000023E-30  1.000001E-30  1.000000E-30
     92  2.790178404165E-03  1.088088E-30  9.619318E-27  1.025210E-30  1.010078E-30  1.000611E-30  1.000024E-30  1.000001E-30  1.000000E-30
     93  2.852824875480E-03  1.090047E-30  9.834130E-27  1.025787E-30  1.010309E-30  1.000625E-30  1.000024E-30  1.000001E-30  1.000000E-30
     94  2.915817796872E-03  1.092016E-30  1.005008E-26  1.026368E-30  1.010542E-30  1.000638E-30  1.000025E-30  1.000001E-30  1.000001E-30
     95  2.979156831833E-03  1.093995E-30  1.026717E-26  1.026952E-30  1.010776E-30  1.000653E-30  1.000025E-30  1.000001E-30  1.000001E-30
